,Miss Indi,Up The Score,Skylas Elite,Upper West Side,Locked Up,Our Girl Lola,Unacceptable Max,Framalda
09-01-2023 13:35:49.890340,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 13.325)","(4.6, 7.8, 5.3)"
09-01-2023 13:35:51.132942,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 13.325)","(4.6, 7.8, 5.3)"
09-01-2023 13:35:52.341370,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 13.325)","(4.6, 7.8, 5.3)"
09-01-2023 13:35:53.627924,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 13.325)","(4.6, 7.8, 5.3)"
09-01-2023 13:35:54.918463,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 13.325)","(4.6, 7.8, 5.3)"
09-01-2023 13:35:56.348882,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 13.325)","(4.6, 7.8, 5.3)"
09-01-2023 13:35:57.685526,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:35:59.018514,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:00.371827,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:01.674217,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:02.995932,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:04.280499,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:05.738319,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:06.906961,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:08.071056,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:09.265293,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:10.464621,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:11.678309,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:12.874224,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:14.071463,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:15.248274,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:16.367256,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:17.542561,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:18.856999,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:20.080187,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:21.329534,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:22.543871,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:23.714038,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:24.824865,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:25.925405,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 106.0)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:27.231756,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:28.484565,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:29.944634,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:31.353010,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:32.549751,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:33.715491,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:34.935978,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:36.191952,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:37.385112,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:38.697276,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:39.922795,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:41.188766,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:42.466805,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:43.646633,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:44.822386,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:46.049836,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:47.252973,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:48.401363,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:49.555218,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:50.670108,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:51.808881,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:52.875944,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:53.896768,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:54.987362,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:56.119631,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:57.274775,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.1375)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:58.483298,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 12.399999999999999)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:36:59.651808,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.933333333333334)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:00.813514,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.15)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:01.980447,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 13.352941176470587)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:03.161794,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 13.352941176470587)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:04.294532,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 13.352941176470587)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:05.423084,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:06.502247,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:07.611131,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:08.670596,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:09.776040,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:10.955994,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:12.124099,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:13.281264,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:14.399481,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:15.538648,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:16.638261,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:17.701882,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:18.774015,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:19.793346,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:20.879669,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:22.064352,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:23.199805,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:24.378196,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:25.516161,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 85.88235294117646)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 13.65)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:26.687899,"(6.0, 11.0, 10.318181818181818)","(8.0, 14.5, 11.35)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:27.797701,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:28.877591,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:29.923399,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
09-01-2023 13:37:31.023729,"(6.0, 11.0, 10.318181818181818)","(8.0, 15.0, 12.899999999999999)","(31.0, 220.0, 97.85714285714286)","(2.1, 2.7, 2.2833333333333337)","(26.0, 130.0, 78.5)","(8.5, 18.5, 15.75)","(6.5, 15.5, 8.0625)","(4.6, 7.8, 5.3)"
