,Tiggerlong Rebel,Excess Power,Easy Breezy,Rocket Power,Silky Rose,Tat Panda,Island Chief
15-12-2022 12:12:33.872046,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.923076923076923)","(4.2, 8.2, 5.77037037037037)"
15-12-2022 12:12:34.900542,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.923076923076923)","(4.2, 8.2, 5.77037037037037)"
15-12-2022 12:12:35.843299,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.923076923076923)","(4.2, 8.2, 5.77037037037037)"
15-12-2022 12:12:36.761821,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.533333333333333)","(4.2, 8.2, 5.77037037037037)"
15-12-2022 12:12:37.730217,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.533333333333333)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:38.678301,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.533333333333333)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:39.733568,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.533333333333333)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:40.840108,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.533333333333333)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:41.928237,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.533333333333333)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:42.898923,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.533333333333333)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:43.816220,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.533333333333333)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:44.725923,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.533333333333333)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:45.616268,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.533333333333333)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:46.547096,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.533333333333333)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:47.466118,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.533333333333333)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:48.484707,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.533333333333333)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:49.501202,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 295.2941176470588)","(7.0, 14.0, 12.533333333333333)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:50.473327,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 16.636363636363637)","(61.0, 560.0, 295.2941176470588)","(61.0, 560.0, 310.0)","(7.0, 14.0, 11.36)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:51.453781,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 11.36)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:52.387295,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 11.36)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:53.355766,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 11.36)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:54.388670,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 11.36)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:55.496302,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 11.36)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:56.462674,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 11.36)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:57.419521,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 12.833333333333334)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:58.330158,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 12.833333333333334)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:12:59.283633,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 12.833333333333334)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:13:00.294676,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 12.833333333333334)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:13:01.403542,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 12.833333333333334)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:13:02.519689,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 12.833333333333334)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:13:03.587608,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 12.833333333333334)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:13:04.644814,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 12.833333333333334)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:13:05.676762,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 12.833333333333334)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:13:06.771141,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 12.833333333333334)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:13:07.787899,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 12.833333333333334)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:13:08.755157,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 12.833333333333334)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:13:09.802861,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.9381818181818182)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 14.0, 12.90909090909091)","(4.2, 8.2, 4.831578947368421)"
15-12-2022 12:13:10.906480,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.9381818181818182)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.2, 7.05)"
15-12-2022 12:13:11.893606,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.9381818181818182)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:12.917976,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.9381818181818182)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:13.986057,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.9381818181818182)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:14.991938,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.9381818181818182)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:16.183564,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.9381818181818182)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:17.186939,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.9381818181818182)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:18.161454,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.9381818181818182)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:19.139255,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.9381818181818182)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:20.155710,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.9381818181818182)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:21.167011,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:22.219490,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:23.402827,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:24.428011,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:25.422341,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:26.577589,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:27.615283,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:28.693691,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:29.680834,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:30.717365,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:31.776481,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:32.801012,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:33.808328,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:34.785475,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:35.815888,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.90909090909091)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:37.032391,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:38.381965,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 21.708333333333332)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.05)"
15-12-2022 12:13:39.289994,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:40.370911,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:41.477844,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:42.551036,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:43.894750,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:45.169725,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:46.352324,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:47.475193,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:48.655463,"(3.7, 6.2, 4.014285714285714)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:49.790620,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:50.832505,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:51.848795,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:52.859571,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:53.932799,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:55.098135,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:56.182097,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:57.237073,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:58.233080,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:13:59.206051,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:14:00.152829,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:14:01.083385,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:14:02.071892,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:14:03.181813,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:14:04.278630,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:14:05.232888,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:14:06.266192,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:14:07.258425,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:14:08.301512,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:14:09.444383,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:14:10.391444,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:14:11.332990,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:14:12.263927,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 11.4)","(4.2, 8.0, 7.075)"
15-12-2022 12:14:13.146004,"(3.7, 6.0, 3.94375)","(1.85, 2.72, 1.903)","(13.0, 29.0, 15.666666666666666)","(61.0, 560.0, 310.0)","(61.0, 560.0, 310.0)","(7.0, 13.5, 12.45)","(4.2, 8.0, 7.075)"
