,Flying Foo Foo,Imperial Master,Stellar Lad,Boogie Value,Jet Age,Winlock At Large,Penshurst Lass,Demolition
10-01-2023 13:57:46.838371,"(1.6, 2.12, 1.79)","(6.0, 13.0, 11.14)","(31.0, 290.0, 60.66666666666667)","(3.4, 5.5, 3.509090909090909)","(13.0, 48.0, 42.57142857142857)","(16.0, 44.0, 17.692307692307693)","(91.0, 650.0, 365.0)","(26.0, 230.0, 132.0)"
10-01-2023 13:57:48.170626,"(1.6, 2.12, 1.79)","(6.0, 13.5, 11.928571428571429)","(31.0, 290.0, 60.66666666666667)","(3.4, 5.8, 3.509090909090909)","(13.0, 46.0, 42.57142857142857)","(16.0, 44.0, 17.692307692307693)","(91.0, 650.0, 365.0)","(26.0, 230.0, 132.0)"
10-01-2023 13:57:49.451932,"(1.6, 2.12, 1.79)","(6.0, 13.5, 11.571428571428571)","(31.0, 290.0, 60.66666666666667)","(3.4, 5.8, 3.509090909090909)","(13.0, 46.0, 42.57142857142857)","(16.0, 44.0, 22.25)","(91.0, 650.0, 365.0)","(26.0, 230.0, 132.0)"
10-01-2023 13:57:50.693498,"(1.6, 2.12, 1.79)","(6.0, 13.0, 11.379999999999999)","(31.0, 290.0, 143.71428571428572)","(3.4, 5.8, 3.509090909090909)","(13.0, 46.0, 42.57142857142857)","(16.0, 44.0, 17.692307692307693)","(91.0, 650.0, 370.0)","(26.0, 230.0, 100.66666666666667)"
10-01-2023 13:57:51.958924,"(1.6, 2.12, 1.79)","(6.0, 13.5, 11.733333333333333)","(31.0, 290.0, 143.71428571428572)","(3.4, 5.8, 3.509090909090909)","(13.0, 46.0, 42.33333333333333)","(16.0, 44.0, 17.692307692307693)","(91.0, 650.0, 370.0)","(26.0, 230.0, 100.66666666666667)"
10-01-2023 13:57:53.295485,"(1.6, 2.12, 1.79)","(6.0, 13.5, 11.733333333333333)","(31.0, 290.0, 143.71428571428572)","(3.4, 5.8, 3.509090909090909)","(13.0, 46.0, 42.33333333333333)","(16.0, 44.0, 19.57142857142857)","(91.0, 650.0, 370.0)","(26.0, 230.0, 100.66666666666667)"
10-01-2023 13:57:54.598019,"(1.6, 2.12, 1.79)","(6.0, 13.5, 11.733333333333333)","(31.0, 290.0, 143.71428571428572)","(3.4, 5.8, 3.509090909090909)","(13.0, 46.0, 36.0)","(16.0, 44.0, 19.57142857142857)","(91.0, 650.0, 370.0)","(26.0, 230.0, 100.66666666666667)"
10-01-2023 13:57:55.896488,"(1.6, 2.12, 1.79)","(6.0, 13.5, 9.966666666666667)","(31.0, 290.0, 143.71428571428572)","(3.4, 5.8, 3.509090909090909)","(13.0, 46.0, 36.5)","(16.0, 44.0, 19.57142857142857)","(91.0, 650.0, 370.0)","(26.0, 230.0, 100.66666666666667)"
10-01-2023 13:57:57.248191,"(1.6, 2.12, 1.79)","(6.0, 13.5, 9.966666666666667)","(31.0, 290.0, 143.71428571428572)","(3.4, 5.8, 3.509090909090909)","(13.0, 46.0, 36.5)","(16.0, 44.0, 19.57142857142857)","(91.0, 650.0, 370.0)","(26.0, 230.0, 100.66666666666667)"
10-01-2023 13:57:58.532567,"(1.6, 2.12, 1.79)","(6.0, 13.5, 9.966666666666667)","(31.0, 290.0, 143.71428571428572)","(3.4, 5.8, 4.368181818181818)","(13.0, 46.0, 36.5)","(17.0, 44.0, 19.57142857142857)","(101.0, 650.0, 370.0)","(31.0, 230.0, 100.66666666666667)"
10-01-2023 13:57:59.761163,"(1.55, 2.1, 1.9900000000000002)","(6.0, 13.5, 9.966666666666667)","(31.0, 290.0, 143.71428571428572)","(3.5, 5.8, 4.368181818181818)","(14.0, 46.0, 36.5)","(17.0, 44.0, 19.57142857142857)","(101.0, 650.0, 365.0)","(31.0, 230.0, 100.66666666666667)"
10-01-2023 13:58:01.010021,"(1.55, 2.1, 1.9900000000000002)","(6.0, 13.5, 11.733333333333333)","(31.0, 290.0, 143.71428571428572)","(3.5, 5.8, 4.368181818181818)","(14.0, 46.0, 36.5)","(17.0, 44.0, 19.57142857142857)","(101.0, 650.0, 466.6666666666667)","(31.0, 230.0, 100.66666666666667)"
10-01-2023 13:58:02.515171,"(1.55, 2.1, 1.9740000000000002)","(6.0, 13.5, 11.733333333333333)","(31.0, 290.0, 143.71428571428572)","(3.5, 5.8, 4.766666666666667)","(14.0, 46.0, 36.5)","(17.0, 44.0, 19.57142857142857)","(101.0, 650.0, 466.6666666666667)","(31.0, 230.0, 84.5)"
10-01-2023 13:58:04.318198,"(1.55, 2.08, 1.872)","(6.0, 13.5, 11.733333333333333)","(31.0, 290.0, 143.71428571428572)","(3.5, 5.7, 4.766666666666667)","(14.0, 46.0, 36.5)","(17.0, 44.0, 19.57142857142857)","(101.0, 650.0, 466.6666666666667)","(31.0, 230.0, 74.8)"
10-01-2023 13:58:05.654770,"(1.55, 2.08, 1.872)","(6.0, 13.5, 11.733333333333333)","(31.0, 290.0, 143.71428571428572)","(3.5, 5.7, 4.766666666666667)","(14.0, 46.0, 36.5)","(17.0, 44.0, 19.57142857142857)","(101.0, 650.0, 466.6666666666667)","(31.0, 230.0, 74.8)"
10-01-2023 13:58:06.961144,"(1.55, 2.08, 1.872)","(6.0, 13.5, 9.966666666666667)","(31.0, 290.0, 143.71428571428572)","(3.5, 5.7, 4.766666666666667)","(14.0, 46.0, 36.5)","(17.0, 44.0, 19.57142857142857)","(101.0, 650.0, 466.6666666666667)","(31.0, 230.0, 74.8)"
10-01-2023 13:58:08.365383,"(1.55, 2.08, 1.872)","(6.0, 13.5, 9.966666666666667)","(31.0, 290.0, 143.71428571428572)","(3.5, 5.7, 4.766666666666667)","(14.0, 46.0, 36.5)","(17.0, 44.0, 19.57142857142857)","(101.0, 650.0, 466.6666666666667)","(31.0, 230.0, 74.8)"
10-01-2023 13:58:09.810186,"(1.55, 2.08, 1.7160000000000002)","(6.0, 13.5, 9.966666666666667)","(31.0, 290.0, 143.71428571428572)","(3.5, 5.7, 4.766666666666667)","(14.0, 46.0, 36.5)","(17.0, 44.0, 17.692307692307693)","(101.0, 650.0, 466.6666666666667)","(31.0, 230.0, 74.8)"
10-01-2023 13:58:11.138192,"(1.55, 2.1, 1.722)","(6.0, 13.5, 9.966666666666667)","(31.0, 290.0, 66.0)","(3.5, 5.7, 4.766666666666667)","(14.0, 46.0, 36.5)","(17.0, 44.0, 19.57142857142857)","(101.0, 650.0, 322.5)","(31.0, 230.0, 74.8)"
10-01-2023 13:58:12.425067,"(1.55, 2.08, 1.872)","(6.0, 13.5, 9.966666666666667)","(31.0, 290.0, 66.0)","(3.5, 5.7, 4.766666666666667)","(14.0, 46.0, 36.5)","(17.0, 44.0, 19.57142857142857)","(101.0, 990.0, 322.5)","(31.0, 230.0, 74.8)"
10-01-2023 13:58:13.776182,"(1.55, 2.08, 1.872)","(6.0, 13.5, 9.966666666666667)","(31.0, 290.0, 66.0)","(3.5, 5.7, 4.766666666666667)","(14.0, 46.0, 36.5)","(17.0, 44.0, 19.57142857142857)","(101.0, 990.0, 322.5)","(31.0, 230.0, 74.8)"
10-01-2023 13:58:15.165233,"(1.55, 2.06, 1.848)","(6.0, 13.5, 10.1)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.7, 4.766666666666667)","(14.0, 46.0, 36.5)","(17.0, 38.0, 26.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 74.8)"
10-01-2023 13:58:16.502706,"(1.55, 2.04, 1.848)","(6.0, 13.5, 10.1)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.7, 4.766666666666667)","(14.0, 46.0, 36.5)","(17.0, 38.0, 26.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 74.8)"
10-01-2023 13:58:17.857310,"(1.55, 2.04, 1.848)","(6.0, 13.5, 10.1)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.7, 4.766666666666667)","(14.0, 46.0, 29.333333333333332)","(17.0, 38.0, 26.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 74.8)"
10-01-2023 13:58:19.126042,"(1.55, 2.04, 1.848)","(6.0, 13.5, 10.1)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.7, 4.666666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 38.0, 26.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 86.0)"
10-01-2023 13:58:20.425749,"(1.55, 2.04, 1.848)","(6.0, 13.5, 9.933333333333334)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.4, 4.7)","(14.0, 48.0, 29.333333333333332)","(17.0, 38.0, 21.92857142857143)","(101.0, 730.0, 425.0)","(31.0, 230.0, 76.4)"
10-01-2023 13:58:21.921802,"(1.55, 2.04, 1.848)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.5, 4.7)","(14.0, 48.0, 29.333333333333332)","(17.0, 38.0, 27.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 76.4)"
10-01-2023 13:58:23.177377,"(1.55, 2.04, 1.848)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.5, 4.7)","(14.0, 48.0, 29.333333333333332)","(17.0, 40.0, 27.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 76.4)"
10-01-2023 13:58:24.556295,"(1.55, 2.04, 1.848)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.5, 4.7)","(14.0, 48.0, 29.333333333333332)","(17.0, 40.0, 27.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 76.4)"
10-01-2023 13:58:26.002336,"(1.55, 2.04, 1.848)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.5, 4.7)","(14.0, 48.0, 29.333333333333332)","(17.0, 40.0, 27.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 76.4)"
10-01-2023 13:58:27.394442,"(1.55, 2.04, 1.848)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.5, 4.766666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 40.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 76.4)"
10-01-2023 13:58:28.654776,"(1.55, 2.04, 1.848)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.7, 4.409090909090909)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 76.4)"
10-01-2023 13:58:30.003746,"(1.55, 2.04, 1.848)","(6.0, 11.5, 9.433333333333334)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.5, 4.409090909090909)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 76.4)"
10-01-2023 13:58:31.438363,"(1.55, 2.04, 1.848)","(6.0, 11.5, 9.433333333333334)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.5, 4.409090909090909)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 20.25)","(101.0, 730.0, 425.0)","(31.0, 230.0, 76.4)"
10-01-2023 13:58:32.773595,"(1.55, 2.04, 1.848)","(6.0, 11.5, 9.433333333333334)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.5, 4.409090909090909)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 20.944444444444443)","(101.0, 730.0, 425.0)","(31.0, 230.0, 76.4)"
10-01-2023 13:58:34.103452,"(1.55, 2.04, 1.848)","(6.0, 11.5, 9.933333333333334)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.5, 4.52)","(14.0, 48.0, 29.333333333333332)","(17.0, 40.0, 20.944444444444443)","(101.0, 730.0, 425.0)","(31.0, 230.0, 76.4)"
10-01-2023 13:58:35.370034,"(1.55, 2.04, 1.9420000000000002)","(6.0, 13.0, 9.628571428571428)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.4, 4.52)","(14.0, 48.0, 29.333333333333332)","(17.0, 40.0, 20.944444444444443)","(101.0, 730.0, 425.0)","(31.0, 230.0, 76.4)"
10-01-2023 13:58:36.665779,"(1.55, 2.04, 1.9420000000000002)","(6.0, 17.0, 9.628571428571428)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.4, 4.52)","(14.0, 48.0, 29.333333333333332)","(17.0, 40.0, 20.944444444444443)","(101.0, 730.0, 425.0)","(31.0, 230.0, 129.0)"
10-01-2023 13:58:37.959693,"(1.55, 2.04, 1.9420000000000002)","(6.0, 17.0, 9.628571428571428)","(31.0, 290.0, 67.77777777777777)","(3.5, 5.4, 4.52)","(14.0, 48.0, 29.333333333333332)","(17.0, 40.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 220.0, 102.0)"
10-01-2023 13:58:39.285969,"(1.55, 2.04, 1.9420000000000002)","(6.0, 17.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.4, 4.52)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 102.0)"
10-01-2023 13:58:40.973558,"(1.55, 2.04, 1.9420000000000002)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.4, 4.52)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 102.0)"
10-01-2023 13:58:42.416277,"(1.55, 2.04, 1.9420000000000002)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.4, 4.766666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 102.0)"
10-01-2023 13:58:44.425902,"(1.55, 2.04, 1.9420000000000002)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.766666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 102.0)"
10-01-2023 13:58:45.914556,"(1.55, 2.04, 1.9420000000000002)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.766666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 102.0)"
10-01-2023 13:58:47.496322,"(1.55, 2.04, 1.9420000000000002)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.766666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 134.0)"
10-01-2023 13:58:49.087916,"(1.55, 2.04, 1.9420000000000002)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.766666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 134.0)"
10-01-2023 13:58:50.601527,"(1.55, 2.04, 1.9420000000000002)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.766666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 230.0, 149.0)"
10-01-2023 13:58:52.064192,"(1.55, 2.04, 1.9420000000000002)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.766666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 260.0, 149.0)"
10-01-2023 13:58:53.532637,"(1.55, 2.04, 1.9420000000000002)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.766666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 260.0, 149.0)"
10-01-2023 13:58:54.870954,"(1.55, 2.04, 1.9420000000000002)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.766666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 260.0, 69.2)"
10-01-2023 13:58:56.244241,"(1.55, 2.04, 1.9420000000000002)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.766666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 350.0, 149.0)"
10-01-2023 13:58:57.699986,"(1.55, 2.04, 1.9855555555555555)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.766666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 260.0, 149.0)"
10-01-2023 13:58:59.153703,"(1.55, 2.04, 1.9855555555555555)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.766666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 260.0, 232.5)"
10-01-2023 13:59:00.566878,"(1.55, 2.04, 1.9855555555555555)","(6.0, 13.0, 9.933333333333334)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.766666666666667)","(14.0, 48.0, 29.333333333333332)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 260.0, 151.0)"
10-01-2023 13:59:02.054830,"(1.55, 2.04, 1.9855555555555555)","(6.0, 13.0, 12.266666666666666)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.766666666666667)","(14.0, 48.0, 31.2)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 260.0, 66.22222222222223)"
10-01-2023 13:59:03.417341,"(1.55, 2.02, 1.9260000000000002)","(6.0, 13.0, 12.266666666666666)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.766666666666667)","(14.0, 48.0, 31.2)","(17.0, 44.0, 29.75)","(101.0, 730.0, 425.0)","(31.0, 260.0, 66.22222222222223)"
10-01-2023 13:59:04.834511,"(1.55, 2.02, 1.9260000000000002)","(6.0, 13.0, 12.266666666666666)","(31.0, 290.0, 69.55555555555556)","(3.5, 5.7, 4.616666666666666)","(14.0, 48.0, 45.09090909090909)","(17.0, 44.0, 27.75)","(101.0, 730.0, 425.0)","(31.0, 260.0, 66.22222222222223)"
10-01-2023 13:59:06.205212,"(1.55, 2.02, 1.9100000000000001)","(6.0, 13.0, 12.266666666666666)","(31.0, 320.0, 76.75)","(3.5, 6.0, 4.833333333333333)","(14.0, 75.0, 35.625)","(17.0, 40.0, 27.75)","(101.0, 730.0, 425.0)","(31.0, 260.0, 66.22222222222223)"
10-01-2023 13:59:07.572315,"(1.55, 2.0, 1.9100000000000001)","(6.0, 13.0, 12.266666666666666)","(31.0, 320.0, 76.75)","(3.5, 5.9, 4.477777777777778)","(14.0, 75.0, 48.75)","(17.0, 40.0, 28.25)","(101.0, 730.0, 425.0)","(31.0, 260.0, 66.22222222222223)"
10-01-2023 13:59:08.989044,"(1.55, 2.0, 1.8071428571428572)","(6.0, 13.0, 12.266666666666666)","(31.0, 320.0, 76.75)","(3.5, 5.9, 4.477777777777778)","(14.0, 75.0, 52.5)","(17.0, 40.0, 33.285714285714285)","(101.0, 730.0, 425.0)","(31.0, 260.0, 75.0)"
10-01-2023 13:59:10.426893,"(1.55, 2.0, 1.8071428571428572)","(6.0, 13.0, 12.266666666666666)","(31.0, 320.0, 76.75)","(3.5, 5.9, 4.55)","(14.0, 65.0, 52.5)","(17.0, 40.0, 28.25)","(101.0, 730.0, 425.0)","(31.0, 240.0, 104.66666666666666)"
10-01-2023 13:59:11.914387,"(1.55, 2.0, 1.8071428571428572)","(6.0, 13.0, 12.266666666666666)","(31.0, 320.0, 76.75)","(3.5, 5.8, 4.55)","(14.0, 65.0, 52.5)","(17.0, 40.0, 28.25)","(101.0, 730.0, 425.0)","(31.0, 230.0, 104.66666666666666)"
10-01-2023 13:59:13.405126,"(1.55, 2.0, 1.8071428571428572)","(6.0, 13.0, 12.266666666666666)","(31.0, 320.0, 76.75)","(3.5, 5.8, 4.55)","(14.0, 65.0, 52.5)","(17.0, 40.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(31.0, 230.0, 104.66666666666666)"
10-01-2023 13:59:14.911932,"(1.55, 2.0, 1.8071428571428572)","(6.0, 13.0, 12.266666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(14.0, 55.0, 52.5)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(31.0, 230.0, 75.6)"
10-01-2023 13:59:16.323381,"(1.55, 2.0, 1.8071428571428572)","(6.0, 13.0, 12.266666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(14.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(31.0, 210.0, 66.0)"
10-01-2023 13:59:17.754291,"(1.55, 2.0, 1.8071428571428572)","(6.0, 13.0, 12.266666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(14.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(31.0, 210.0, 70.0)"
10-01-2023 13:59:19.166235,"(1.55, 2.0, 1.8071428571428572)","(6.0, 13.0, 12.266666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(14.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(31.0, 210.0, 73.6)"
10-01-2023 13:59:20.608298,"(1.55, 2.0, 1.8071428571428572)","(6.0, 13.0, 11.016666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(14.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(31.0, 200.0, 116.0)"
10-01-2023 13:59:22.215438,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(14.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(31.0, 190.0, 116.0)"
10-01-2023 13:59:23.803352,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(14.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(31.0, 190.0, 116.0)"
10-01-2023 13:59:25.186072,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(14.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(31.0, 190.0, 116.0)"
10-01-2023 13:59:26.549679,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(13.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(26.0, 190.0, 116.0)"
10-01-2023 13:59:27.990168,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(13.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(26.0, 190.0, 116.0)"
10-01-2023 13:59:29.528907,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(13.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(26.0, 190.0, 91.33333333333334)"
10-01-2023 13:59:31.002602,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(13.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(26.0, 190.0, 91.33333333333334)"
10-01-2023 13:59:32.376040,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(13.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(26.0, 190.0, 91.33333333333334)"
10-01-2023 13:59:33.684297,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(13.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(26.0, 190.0, 91.33333333333334)"
10-01-2023 13:59:35.088212,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 75.0)","(3.5, 5.8, 4.55)","(13.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(26.0, 190.0, 91.33333333333334)"
10-01-2023 13:59:36.522352,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 169.23076923076923)","(3.5, 5.8, 4.55)","(13.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(26.0, 190.0, 91.33333333333334)"
10-01-2023 13:59:37.922231,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 169.23076923076923)","(3.5, 5.8, 4.55)","(13.0, 55.0, 52.91666666666667)","(17.0, 50.0, 21.285714285714285)","(101.0, 730.0, 425.0)","(26.0, 190.0, 91.33333333333334)"
10-01-2023 13:59:39.347313,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 169.23076923076923)","(3.5, 5.8, 4.55)","(13.0, 55.0, 52.91666666666667)","(17.0, 50.0, 23.875)","(101.0, 730.0, 425.0)","(26.0, 190.0, 91.33333333333334)"
10-01-2023 13:59:40.736825,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 169.23076923076923)","(3.5, 5.8, 4.55)","(13.0, 55.0, 52.91666666666667)","(17.0, 46.0, 24.92857142857143)","(101.0, 730.0, 425.0)","(26.0, 190.0, 60.285714285714285)"
10-01-2023 13:59:42.095941,"(1.55, 2.0, 1.8071428571428572)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 169.23076923076923)","(3.5, 5.8, 4.55)","(13.0, 55.0, 52.91666666666667)","(17.0, 46.0, 24.92857142857143)","(101.0, 730.0, 425.0)","(26.0, 170.0, 60.285714285714285)"
10-01-2023 13:59:43.448931,"(1.55, 1.99, 1.9411111111111112)","(6.0, 11.5, 11.016666666666666)","(31.0, 320.0, 169.23076923076923)","(3.5, 5.8, 4.55)","(13.0, 55.0, 52.727272727272734)","(17.0, 46.0, 26.333333333333332)","(101.0, 730.0, 425.0)","(26.0, 160.0, 58.85714285714286)"
