,Flying Foo Foo,Imperial Master,Stellar Lad,Boogie Value,Jet Age,Winlock At Large,Penshurst Lass,Demolition
10-01-2023 13:55:47.492380,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 104.28571428571429)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.5)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 87.14285714285714)"
10-01-2023 13:55:48.818968,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 105.71428571428571)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.5)","(16.0, 44.0, 20.25)","(91.0, 650.0, 552.5)","(26.0, 240.0, 87.14285714285714)"
10-01-2023 13:55:50.429341,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 105.71428571428571)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.5)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 87.14285714285714)"
10-01-2023 13:55:51.994536,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 105.71428571428571)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.5)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 87.14285714285714)"
10-01-2023 13:55:53.337662,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 105.71428571428571)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.5)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 87.14285714285714)"
10-01-2023 13:55:54.550549,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 105.71428571428571)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.5)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 87.14285714285714)"
10-01-2023 13:55:55.718266,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 105.71428571428571)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.5)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 87.14285714285714)"
10-01-2023 13:55:57.002575,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 105.71428571428571)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.5)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:55:58.317024,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 105.71428571428571)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.5)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:55:59.608976,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 105.71428571428571)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.5)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:00.838922,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 105.71428571428571)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.5)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:02.080718,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 105.71428571428571)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.5)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:03.271179,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 105.71428571428571)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.5)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:04.508554,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 105.71428571428571)","(3.4, 5.5, 4.1)","(13.0, 48.0, 30.77777777777778)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:05.809368,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 105.71428571428571)","(3.4, 5.5, 4.1)","(13.0, 48.0, 28.9375)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:07.005223,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 26.57142857142857)","(16.0, 44.0, 20.25)","(91.0, 650.0, 552.5)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:08.266969,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 26.57142857142857)","(16.0, 44.0, 20.25)","(91.0, 650.0, 365.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:09.435076,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 26.57142857142857)","(16.0, 44.0, 20.25)","(91.0, 650.0, 365.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:10.651935,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 13.333333333333332)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 26.57142857142857)","(16.0, 44.0, 20.25)","(91.0, 650.0, 365.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:11.923479,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 26.57142857142857)","(16.0, 44.0, 20.25)","(91.0, 650.0, 365.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:13.089318,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 26.57142857142857)","(16.0, 44.0, 20.25)","(91.0, 650.0, 365.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:14.280605,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 26.57142857142857)","(16.0, 44.0, 20.25)","(91.0, 650.0, 365.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:15.538282,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 26.57142857142857)","(16.0, 44.0, 20.25)","(91.0, 650.0, 365.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:16.784245,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 26.57142857142857)","(16.0, 44.0, 20.25)","(91.0, 650.0, 365.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:17.999609,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 26.57142857142857)","(16.0, 44.0, 20.25)","(91.0, 650.0, 365.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:19.090069,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 26.57142857142857)","(16.0, 44.0, 20.25)","(91.0, 650.0, 365.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:20.199941,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 26.57142857142857)","(16.0, 44.0, 20.25)","(91.0, 650.0, 365.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:21.375556,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 26.57142857142857)","(16.0, 44.0, 20.25)","(91.0, 650.0, 365.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:22.567848,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 29.5625)","(16.0, 44.0, 20.25)","(91.0, 650.0, 365.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:23.777045,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 29.5625)","(16.0, 44.0, 20.25)","(91.0, 650.0, 552.5)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:24.979895,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 29.5625)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:26.085746,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 35.708333333333336)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:27.250135,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 35.708333333333336)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:28.353015,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 35.708333333333336)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:29.480543,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 35.708333333333336)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:30.558525,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 35.708333333333336)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:31.633418,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 35.708333333333336)","(16.0, 44.0, 20.25)","(91.0, 650.0, 552.5)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:32.725105,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 35.708333333333336)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:33.806127,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 35.708333333333336)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:34.987911,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 35.708333333333336)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:36.269757,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 35.708333333333336)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:37.432321,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 35.708333333333336)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:38.528108,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 35.708333333333336)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:39.678381,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 35.708333333333336)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:40.815891,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 76.66666666666666)","(3.4, 5.5, 4.1)","(13.0, 48.0, 35.708333333333336)","(16.0, 44.0, 20.25)","(91.0, 650.0, 360.0)","(26.0, 240.0, 88.57142857142857)"
10-01-2023 13:56:42.049922,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 31.42857142857143)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:56:43.233892,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:56:44.403910,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:56:45.592313,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:56:46.773280,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:56:47.924133,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:56:49.075073,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:56:50.313988,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 118.85714285714286)"
10-01-2023 13:56:51.567722,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:56:52.808355,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:56:53.975607,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 85.2)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:56:55.147779,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 85.2)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:56:56.407656,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:56:57.708696,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:56:59.018927,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 25.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:57:00.308386,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 28.363636363636363)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:57:01.468266,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 33.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:57:02.693533,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 33.6)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:57:03.993970,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 28.0)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:57:05.211317,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 62.44444444444444)","(3.4, 5.5, 4.1)","(13.0, 48.0, 28.0)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 112.8)"
10-01-2023 13:57:06.506004,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 32.61538461538461)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:07.778774,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 32.61538461538461)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:09.006423,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 32.61538461538461)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:10.174138,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 32.61538461538461)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:11.360939,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 32.61538461538461)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:12.499019,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 32.61538461538461)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:13.639582,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 32.61538461538461)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:14.748136,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 32.61538461538461)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:15.841263,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 32.61538461538461)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 536.0)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:16.980011,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 32.61538461538461)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 587.2222222222222)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:18.174286,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 33.84615384615385)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 593.5)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:19.425790,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 33.84615384615385)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 593.5)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:20.615898,"(1.6, 2.12, 1.656046511627907)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 29.333333333333332)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 593.5)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:21.717279,"(1.6, 2.12, 1.6925000000000001)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 29.333333333333332)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 593.5)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:22.976985,"(1.6, 2.12, 1.6925000000000001)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 29.333333333333332)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 593.5)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:24.232419,"(1.6, 2.12, 1.6925000000000001)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 29.333333333333332)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 593.5)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:25.454749,"(1.6, 2.12, 1.6925000000000001)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 29.333333333333332)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 593.5)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:26.689114,"(1.6, 2.12, 1.6925000000000001)","(6.0, 16.5, 11.850000000000001)","(31.0, 290.0, 130.0)","(3.4, 5.5, 4.1)","(13.0, 48.0, 29.333333333333332)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 593.5)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:27.930420,"(1.6, 2.12, 1.6925000000000001)","(6.0, 16.5, 14.477777777777778)","(31.0, 290.0, 60.66666666666667)","(3.4, 5.5, 4.1)","(13.0, 48.0, 29.333333333333332)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 593.5)","(26.0, 240.0, 105.0)"
10-01-2023 13:57:29.227253,"(1.6, 2.12, 1.6925000000000001)","(6.0, 16.5, 14.477777777777778)","(31.0, 290.0, 60.66666666666667)","(3.4, 5.5, 4.1)","(13.0, 48.0, 29.333333333333332)","(16.0, 44.0, 18.666666666666668)","(91.0, 650.0, 593.5)","(26.0, 240.0, 105.0)"
