,California Press,Shines,Captain George,Karuta King,Sacred Delago,Sippity Sip,Ponca,War Memorial,Skye Banner,Buckin Rippa
08-12-2022 14:59:14.950029,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.0)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:16.485262,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.0)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:18.056922,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.355555555555556)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.0)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:20.053884,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.523076923076923)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.0)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:21.781499,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.523076923076923)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.0)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:23.410766,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.36363636363637)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:25.051438,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.36363636363637)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:26.602695,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.36363636363637)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:28.083107,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.36363636363637)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:29.560816,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.36363636363637)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:31.032043,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.36363636363637)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:32.586315,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.36363636363637)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:34.093778,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.36363636363637)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:35.638367,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 167.0)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:37.076823,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.72727272727272)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:38.516348,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.72727272727272)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:39.965128,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.72727272727272)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:41.429920,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.72727272727272)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:42.856403,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.72727272727272)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:44.320895,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.72727272727272)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:45.792495,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.72727272727272)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:47.301349,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.72727272727272)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:48.725357,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.72727272727272)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:50.173226,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.72727272727272)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:51.569471,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.72727272727272)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:52.928003,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.72727272727272)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:54.322061,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.72727272727272)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:55.903738,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 178.72727272727272)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:57.503242,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 68.83333333333334)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 14:59:59.183907,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 97.66666666666667)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 69.16666666666666)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 15:00:00.803836,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 81.2)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 69.16666666666666)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 15:00:02.320973,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 81.2)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 69.16666666666666)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 15:00:03.735936,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 69.16666666666666)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 15:00:05.222234,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.3, 4.1658536585365855)","(4.0, 5.9, 5.48)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 69.16666666666666)","(14.0, 24.0, 20.0)","(61.0, 370.0, 330.625)"
08-12-2022 15:00:06.708064,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.3, 4.1658536585365855)","(4.0, 5.9, 5.48)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 69.16666666666666)","(14.0, 24.0, 20.0)","(61.0, 370.0, 343.75)"
08-12-2022 15:00:08.197235,"(4.0, 4.8, 4.514285714285714)","(3.3, 4.3, 4.1658536585365855)","(4.0, 5.9, 5.48)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 69.16666666666666)","(14.0, 24.0, 23.2)","(61.0, 370.0, 330.625)"
08-12-2022 15:00:09.646878,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.3, 4.1658536585365855)","(4.0, 5.9, 5.48)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 24.0, 22.77777777777778)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:11.097849,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.3, 4.1658536585365855)","(4.0, 5.9, 5.48)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 24.0, 22.77777777777778)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:12.515476,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.3, 4.148571428571429)","(4.0, 5.9, 5.48)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 24.0, 22.77777777777778)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:13.906314,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.48)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 24.0, 19.921875)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:15.271084,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.48)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.921875)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:16.620491,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.48)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.921875)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:17.844542,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.48)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.921875)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:19.107391,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.48)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 21.22093023255814)","(61.0, 370.0, 291.25)"
08-12-2022 15:00:20.390744,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.48)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 21.22093023255814)","(61.0, 370.0, 343.75)"
08-12-2022 15:00:21.723464,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.355555555555556)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 21.22093023255814)","(61.0, 370.0, 343.75)"
08-12-2022 15:00:23.076677,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.523076923076923)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 21.22093023255814)","(61.0, 370.0, 343.75)"
08-12-2022 15:00:24.433498,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.523076923076923)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 343.75)"
08-12-2022 15:00:25.851099,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.523076923076923)","(21.0, 110.0, 63.33333333333333)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 343.75)"
08-12-2022 15:00:27.239958,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.48)","(21.0, 110.0, 75.0)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 343.75)"
08-12-2022 15:00:28.591723,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.48)","(21.0, 110.0, 75.0)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 343.75)"
08-12-2022 15:00:29.919448,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.48)","(21.0, 110.0, 75.0)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 330.625)"
08-12-2022 15:00:31.258174,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:32.585570,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:33.985025,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:35.362359,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 4.148571428571429)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:36.754760,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.2, 3.8506493506493507)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:38.115708,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.5, 3.8506493506493507)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:39.436609,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.5, 3.8506493506493507)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:40.778580,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.5, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8235294117647056)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 292.5)"
08-12-2022 15:00:42.122955,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.4, 4.325714285714286)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 330.625)"
08-12-2022 15:00:43.547372,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.3, 4.1658536585365855)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 330.625)"
08-12-2022 15:00:44.944857,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.3, 4.1658536585365855)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 343.75)"
08-12-2022 15:00:46.507581,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.3, 4.1658536585365855)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 343.75)"
08-12-2022 15:00:47.806733,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.3, 4.1658536585365855)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 343.75)"
08-12-2022 15:00:49.328506,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.3, 4.1658536585365855)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 343.75)"
08-12-2022 15:00:50.610079,"(4.0, 4.8, 4.510344827586207)","(3.3, 4.3, 4.1658536585365855)","(4.0, 5.9, 5.48)","(21.0, 110.0, 94.44444444444444)","(51.0, 320.0, 295.0909090909091)","(31.0, 210.0, 183.84615384615384)","(3.6, 4.2, 3.8394366197183096)","(31.0, 75.0, 64.0)","(14.0, 25.0, 19.23076923076923)","(61.0, 370.0, 343.75)"
