,Cronin,Rocknroll Tony,Uncle Gregory,Straytothepoolroom,Dont Tell Dorothy,Tulhurst Blaster,Yellow Bow,Power To Bolt,Baberock
15-12-2022 11:48:45.741218,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 77.63636363636363)","(26.0, 75.0, 38.0)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 20.0, 17.644444444444446)","(16.0, 44.0, 31.799999999999997)","(31.0, 140.0, 86.0)"
15-12-2022 11:48:46.901381,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 77.63636363636363)","(26.0, 75.0, 38.0)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 20.0, 17.644444444444446)","(16.0, 44.0, 31.799999999999997)","(31.0, 140.0, 86.0)"
15-12-2022 11:48:48.186965,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 77.63636363636363)","(26.0, 75.0, 38.0)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 20.0, 17.644444444444446)","(16.0, 44.0, 31.799999999999997)","(31.0, 140.0, 86.0)"
15-12-2022 11:48:49.434242,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 77.63636363636363)","(26.0, 75.0, 38.0)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 20.0, 17.644444444444446)","(16.0, 44.0, 31.799999999999997)","(31.0, 140.0, 86.0)"
15-12-2022 11:48:50.673908,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 77.63636363636363)","(26.0, 75.0, 38.0)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 20.0, 17.644444444444446)","(16.0, 44.0, 31.799999999999997)","(31.0, 140.0, 86.0)"
15-12-2022 11:48:51.998403,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 77.63636363636363)","(26.0, 75.0, 38.0)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 20.0, 17.644444444444446)","(16.0, 44.0, 31.799999999999997)","(31.0, 140.0, 86.0)"
15-12-2022 11:48:53.246064,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 77.63636363636363)","(26.0, 75.0, 38.0)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 20.0, 17.644444444444446)","(16.0, 44.0, 31.799999999999997)","(31.0, 140.0, 86.0)"
15-12-2022 11:48:54.498990,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 77.63636363636363)","(26.0, 75.0, 38.0)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 20.0, 16.145454545454545)","(16.0, 44.0, 31.799999999999997)","(31.0, 140.0, 86.0)"
15-12-2022 11:48:55.694406,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 77.63636363636363)","(26.0, 75.0, 38.0)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 20.0, 16.145454545454545)","(16.0, 44.0, 31.799999999999997)","(31.0, 140.0, 86.0)"
15-12-2022 11:48:56.856560,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 77.63636363636363)","(26.0, 75.0, 38.0)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 20.0, 16.145454545454545)","(16.0, 44.0, 31.799999999999997)","(31.0, 140.0, 86.0)"
15-12-2022 11:48:58.039674,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 77.63636363636363)","(26.0, 75.0, 38.0)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 20.0, 16.145454545454545)","(16.0, 44.0, 31.799999999999997)","(31.0, 140.0, 86.0)"
15-12-2022 11:48:59.194389,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 77.63636363636363)","(26.0, 75.0, 38.0)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 20.0, 16.145454545454545)","(16.0, 44.0, 31.799999999999997)","(31.0, 140.0, 86.0)"
15-12-2022 11:49:00.374718,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 77.63636363636363)","(26.0, 75.0, 38.0)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 20.0, 16.145454545454545)","(16.0, 44.0, 31.799999999999997)","(31.0, 140.0, 86.0)"
15-12-2022 11:49:01.627226,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 77.63636363636363)","(26.0, 75.0, 38.0)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 20.0, 16.145454545454545)","(16.0, 44.0, 31.799999999999997)","(31.0, 140.0, 86.0)"
15-12-2022 11:49:02.961398,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.7952380952380953)","(41.0, 130.0, 92.0)","(26.0, 75.0, 32.6)","(7.0, 12.5, 8.58)","(8.5, 26.0, 20.8)","(10.0, 20.0, 18.490000000000002)","(16.0, 44.0, 24.666666666666664)","(31.0, 140.0, 117.75)"
15-12-2022 11:49:04.408245,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8145454545454545)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 12.5, 9.233333333333333)","(8.5, 25.0, 18.88)","(10.0, 19.5, 19.84)","(16.0, 44.0, 24.666666666666664)","(31.0, 130.0, 117.75)"
15-12-2022 11:49:05.780588,"(4.4, 7.2, 5.2)","(1.75, 2.26, 2.0833333333333335)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.84)","(16.0, 44.0, 24.666666666666664)","(31.0, 130.0, 100.44444444444446)"
15-12-2022 11:49:07.155643,"(4.4, 7.2, 5.2)","(1.75, 2.24, 2.0833333333333335)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.84)","(16.0, 44.0, 24.666666666666664)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:49:08.592421,"(4.4, 7.2, 5.2)","(1.75, 2.28, 2.11)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.84)","(16.0, 44.0, 24.666666666666664)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:49:10.264258,"(4.4, 7.2, 5.2)","(1.75, 2.3, 1.8145454545454545)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.84)","(16.0, 44.0, 27.714285714285715)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:49:11.767605,"(4.4, 7.2, 5.2)","(1.75, 2.26, 1.8145454545454545)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.84)","(16.0, 44.0, 27.714285714285715)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:49:13.323044,"(4.4, 7.2, 5.2)","(1.75, 2.26, 1.8181818181818181)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.84)","(16.0, 44.0, 27.714285714285715)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:49:14.589482,"(4.4, 7.2, 5.2)","(1.75, 2.3, 2.0833333333333335)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.84)","(16.0, 44.0, 27.714285714285715)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:49:15.824741,"(4.4, 7.2, 5.2)","(1.75, 2.24, 2.11)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.84)","(16.0, 44.0, 27.714285714285715)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:49:16.996960,"(4.4, 7.2, 5.2)","(1.75, 2.28, 2.11)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 12.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.84)","(16.0, 44.0, 27.714285714285715)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:49:18.175687,"(4.4, 7.2, 5.2)","(1.75, 2.24, 1.8181818181818181)","(41.0, 120.0, 60.0)","(26.0, 75.0, 51.888888888888886)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 23.272727272727273)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:19.328356,"(4.4, 7.2, 5.2)","(1.75, 2.3, 2.0833333333333335)","(41.0, 120.0, 60.0)","(26.0, 75.0, 51.888888888888886)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:20.581881,"(4.4, 7.2, 5.2)","(1.75, 2.24, 1.8127272727272727)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:21.786499,"(4.4, 7.2, 5.2)","(1.75, 2.26, 1.8145454545454545)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:22.984510,"(4.4, 7.2, 5.2)","(1.75, 2.24, 2.0833333333333335)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:24.188389,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:25.430474,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:26.620590,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:27.899687,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:29.098524,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:30.455239,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:31.696125,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:32.846543,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:34.001583,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:35.230297,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:36.473631,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:37.566139,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:38.685070,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:39.849320,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 20.17142857142857)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:41.032211,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:42.348494,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:43.441880,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:44.515384,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 13.5, 10.55)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:45.632403,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.5, 9.9)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.133333333333333)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:46.805567,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.5, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.133333333333333)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:47.972062,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.133333333333333)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:49.189749,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:50.285055,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:51.449106,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:52.672471,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:53.849712,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:55.007790,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:56.209523,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:57.304789,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:58.445116,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:49:59.649744,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:00.813474,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:01.948260,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:03.050853,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:04.184350,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:05.315755,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:06.517216,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:07.616629,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:08.715409,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:09.806729,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:10.986568,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:12.214164,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:13.348609,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:14.440671,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:15.557026,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:16.712905,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:17.912348,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:19.038560,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:20.166773,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:21.296077,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
