,Prince Capri,Always Lurking,Fix You,Macey Keeping,Too Much Fun,Charos Max,Oh So Lavish
11-01-2023 20:55:09.274520,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:10.355772,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:11.350698,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:12.324869,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:13.330593,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:14.283279,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:15.359759,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:16.362269,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:17.348789,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:18.303897,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:19.239225,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:20.133641,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:21.071981,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:21.964305,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:22.939461,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:24.106622,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:25.049458,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:26.012428,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:26.906938,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:27.828060,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:28.850210,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:29.831842,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:30.790610,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:31.841113,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:32.852200,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:33.804830,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:34.695193,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:35.644253,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:36.544081,"(4.4, 5.9, 4.675)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:37.451948,"(4.4, 6.6, 4.7625)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:38.379346,"(4.4, 6.2, 4.84)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:39.294567,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:40.317192,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:41.301500,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:42.296064,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:43.264626,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:44.231267,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:45.378664,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:46.446077,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:47.407975,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:48.355401,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:49.380738,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:50.391061,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:51.376953,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:52.367823,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:53.350456,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:54.344649,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:55.369510,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:56.406781,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:57.525418,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:58.602306,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:55:59.649172,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:56:00.714913,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.283333333333333)","(8.5, 14.0, 9.833333333333334)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:56:01.823798,"(4.4, 6.2, 4.742857142857143)","(5.0, 8.0, 7.0)","(3.4, 6.8, 5.956756756756756)","(3.0, 3.85, 3.0326923076923076)","(8.5, 14.0, 10.25)","(10.0, 17.0, 12.714285714285714)","(19.0, 55.0, 23.714285714285715)"
11-01-2023 20:56:02.862889,"(4.4, 6.2, 4.84)","(5.0, 7.8, 6.545454545454545)","(3.4, 6.6, 6.178947368421053)","(3.0, 3.8, 3.085714285714286)","(8.5, 14.0, 10.25)","(10.0, 17.0, 12.642857142857142)","(19.0, 55.0, 25.055555555555557)"
11-01-2023 20:56:03.903636,"(4.4, 5.9, 5.0600000000000005)","(5.0, 7.4, 6.363636363636363)","(3.4, 6.6, 5.6466666666666665)","(3.0, 3.75, 3.45)","(8.5, 13.5, 10.125)","(10.0, 16.5, 12.642857142857142)","(19.0, 48.0, 32.25)"
11-01-2023 20:56:04.917183,"(4.4, 5.8, 4.933333333333334)","(5.0, 7.0, 6.75)","(3.4, 6.6, 5.6466666666666665)","(3.0, 3.75, 3.45)","(8.5, 13.5, 10.125)","(10.0, 16.5, 12.642857142857142)","(19.0, 46.0, 32.25)"
11-01-2023 20:56:05.890118,"(4.4, 5.8, 4.933333333333334)","(5.0, 7.0, 6.4)","(3.4, 6.6, 5.6466666666666665)","(3.0, 3.75, 3.45)","(8.5, 13.5, 10.125)","(10.0, 18.0, 14.0)","(19.0, 46.0, 32.25)"
11-01-2023 20:56:06.796965,"(4.4, 5.8, 5.359999999999999)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.15)","(3.0, 3.75, 3.6125)","(8.5, 13.5, 11.372727272727273)","(10.0, 18.0, 12.666666666666666)","(19.0, 46.0, 32.25)"
11-01-2023 20:56:07.726430,"(4.4, 5.8, 5.359999999999999)","(5.0, 7.4, 7.0200000000000005)","(3.4, 6.6, 6.15)","(3.0, 3.75, 3.6125)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 46.0, 32.25)"
11-01-2023 20:56:08.664455,"(4.4, 5.7, 5.057142857142857)","(5.0, 7.4, 7.0200000000000005)","(3.4, 6.6, 6.15)","(3.0, 3.75, 3.6714285714285713)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 46.0, 29.5)"
11-01-2023 20:56:09.711955,"(4.4, 5.6, 5.2)","(5.0, 7.4, 7.0200000000000005)","(3.4, 6.6, 6.15)","(3.0, 3.7, 3.477777777777778)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 44.0, 25.785714285714285)"
11-01-2023 20:56:10.723924,"(4.4, 5.6, 5.2)","(5.0, 7.4, 7.0200000000000005)","(3.4, 6.6, 6.15)","(3.0, 3.7, 3.477777777777778)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 44.0, 26.333333333333332)"
11-01-2023 20:56:11.786992,"(4.4, 5.6, 5.2)","(5.0, 7.4, 7.0200000000000005)","(3.4, 6.6, 6.15)","(3.0, 3.7, 3.477777777777778)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 42.0, 26.333333333333332)"
11-01-2023 20:56:12.833709,"(4.4, 5.6, 5.2)","(5.0, 7.4, 7.0200000000000005)","(3.4, 6.6, 6.15)","(3.0, 3.7, 3.477777777777778)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 40.0, 28.7)"
11-01-2023 20:56:13.865658,"(4.4, 5.6, 5.155555555555555)","(5.0, 7.4, 7.0200000000000005)","(3.4, 6.6, 6.355555555555555)","(3.0, 3.7, 3.44)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:14.852273,"(4.4, 5.6, 5.155555555555555)","(5.0, 7.4, 7.0200000000000005)","(3.4, 6.6, 6.355555555555555)","(3.0, 3.7, 3.44)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:15.822909,"(4.4, 5.6, 5.155555555555555)","(5.0, 7.4, 7.0200000000000005)","(3.4, 6.6, 6.092307692307692)","(3.0, 3.7, 3.44)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:16.870049,"(4.4, 5.6, 5.155555555555555)","(5.0, 7.4, 7.0200000000000005)","(3.4, 6.6, 6.092307692307692)","(3.0, 3.7, 3.44)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:17.832755,"(4.4, 5.6, 5.155555555555555)","(5.0, 7.4, 7.0200000000000005)","(3.4, 6.6, 6.092307692307692)","(3.0, 3.7, 3.44)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:18.802866,"(4.4, 5.6, 5.155555555555555)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.092307692307692)","(3.0, 3.7, 3.44)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:19.770600,"(4.4, 5.6, 5.155555555555555)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.092307692307692)","(3.0, 3.7, 3.44)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:20.700217,"(4.4, 5.6, 5.155555555555555)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.371428571428571)","(3.0, 3.7, 3.5)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:21.643593,"(4.4, 5.6, 5.155555555555555)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.371428571428571)","(3.0, 3.7, 3.5)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:22.586852,"(4.4, 5.6, 5.155555555555555)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.371428571428571)","(3.0, 3.7, 3.5)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.833333333333334)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:23.536885,"(4.4, 5.6, 5.155555555555555)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.371428571428571)","(3.0, 3.7, 3.5)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.5, 13.25)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:24.477467,"(4.4, 5.6, 5.155555555555555)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.371428571428571)","(3.0, 3.7, 3.5)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.0, 13.25)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:25.412453,"(4.4, 5.6, 5.155555555555555)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.371428571428571)","(3.0, 3.7, 3.5)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.0, 13.25)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:26.385384,"(4.4, 5.6, 5.155555555555555)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.371428571428571)","(3.0, 3.7, 3.5)","(8.5, 13.5, 10.125)","(10.0, 17.0, 13.25)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:27.344685,"(4.4, 5.6, 4.866666666666666)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.3999999999999995)","(3.0, 3.7, 3.5)","(8.5, 13.5, 10.125)","(10.0, 17.0, 13.25)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:28.330607,"(4.4, 5.5, 4.966666666666667)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.3999999999999995)","(3.0, 3.7, 3.5)","(8.5, 13.5, 10.633333333333333)","(10.0, 17.0, 13.25)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:29.266256,"(4.4, 5.4, 5.072727272727273)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.3999999999999995)","(3.0, 3.7, 3.5)","(8.5, 13.5, 11.263636363636364)","(10.0, 17.0, 13.25)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:30.186893,"(4.4, 5.4, 5.072727272727273)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.3999999999999995)","(3.0, 3.7, 3.5)","(8.5, 13.5, 11.263636363636364)","(10.0, 17.0, 13.25)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:31.130567,"(4.4, 5.4, 5.072727272727273)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.3999999999999995)","(3.0, 3.7, 3.5)","(8.5, 13.5, 11.263636363636364)","(10.0, 17.0, 13.25)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:32.079907,"(4.4, 5.4, 5.072727272727273)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.3999999999999995)","(3.0, 3.7, 3.5)","(8.5, 13.5, 11.263636363636364)","(10.0, 17.0, 13.25)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:33.017312,"(4.4, 5.4, 5.072727272727273)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.3999999999999995)","(3.0, 3.7, 3.5)","(8.5, 13.5, 11.263636363636364)","(10.0, 17.0, 13.25)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:33.970706,"(4.4, 5.4, 4.68)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.05)","(3.0, 3.7, 3.1799999999999997)","(8.5, 13.5, 11.263636363636364)","(10.0, 17.0, 13.25)","(19.0, 44.0, 28.7)"
11-01-2023 20:56:34.960423,"(4.4, 5.4, 5.257142857142857)","(5.0, 7.4, 6.925000000000001)","(3.4, 6.6, 6.355555555555555)","(3.0, 3.7, 3.4555555555555557)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.0, 13.25)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:35.982403,"(4.4, 5.5, 5.114285714285715)","(5.0, 7.4, 6.35)","(3.4, 6.6, 6.355555555555555)","(3.0, 3.7, 3.4555555555555557)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.0, 14.642857142857142)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:36.972116,"(4.4, 5.5, 5.114285714285715)","(5.0, 7.4, 6.35)","(3.4, 6.6, 6.355555555555555)","(3.0, 3.7, 3.4555555555555557)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.0, 14.642857142857142)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:37.982348,"(4.4, 5.5, 5.114285714285715)","(5.0, 7.4, 6.35)","(3.4, 6.6, 6.355555555555555)","(3.0, 3.7, 3.4555555555555557)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.0, 14.642857142857142)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:38.986821,"(4.4, 5.5, 5.114285714285715)","(5.0, 7.4, 7.1000000000000005)","(3.4, 6.6, 6.355555555555555)","(3.0, 3.7, 3.4555555555555557)","(8.5, 13.5, 11.372727272727273)","(10.0, 17.0, 14.642857142857142)","(19.0, 44.0, 32.85714285714286)"
