,Bywonner,Rebel Cadeau,Spirit Above,Wonga Flyer,Apricus,Looking Suave,Graffias,Go Now
04-01-2023 13:28:23.555321,"(31.0, 60.0, 50.857142857142854)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.2, 4.1045454545454545)","(4.6, 7.6, 7.15)","(51.0, 120.0, 91.42857142857143)","(21.0, 44.0, 39.0)","(4.4, 5.6, 5.449999999999999)"
04-01-2023 13:28:24.759095,"(31.0, 60.0, 50.857142857142854)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.2, 4.1045454545454545)","(4.6, 7.6, 7.15)","(51.0, 120.0, 91.42857142857143)","(21.0, 44.0, 39.0)","(4.4, 5.6, 5.449999999999999)"
04-01-2023 13:28:25.923726,"(31.0, 60.0, 50.857142857142854)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.2, 4.1045454545454545)","(4.6, 7.6, 7.15)","(51.0, 120.0, 91.42857142857143)","(21.0, 44.0, 39.0)","(4.4, 5.6, 5.449999999999999)"
04-01-2023 13:28:27.119596,"(31.0, 60.0, 50.857142857142854)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.2, 4.104)","(4.6, 7.6, 7.15)","(51.0, 120.0, 91.42857142857143)","(21.0, 44.0, 39.0)","(4.4, 5.6, 5.449999999999999)"
04-01-2023 13:28:28.229881,"(31.0, 60.0, 50.857142857142854)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.2, 4.113043478260869)","(4.6, 7.6, 7.133333333333334)","(51.0, 120.0, 105.0)","(21.0, 44.0, 39.0)","(4.4, 5.6, 5.449999999999999)"
04-01-2023 13:28:30.042255,"(31.0, 60.0, 47.0)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.2, 4.113043478260869)","(4.6, 7.4, 7.133333333333334)","(51.0, 130.0, 105.0)","(21.0, 44.0, 39.0)","(4.4, 5.6, 5.449999999999999)"
04-01-2023 13:28:31.567197,"(31.0, 55.0, 51.72727272727273)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.2, 3.9799999999999995)","(4.6, 7.4, 7.133333333333334)","(51.0, 130.0, 105.0)","(21.0, 44.0, 32.75)","(4.4, 5.6, 5.449999999999999)"
04-01-2023 13:28:32.880015,"(31.0, 55.0, 51.72727272727273)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 3.9799999999999995)","(4.6, 7.4, 7.133333333333334)","(51.0, 130.0, 105.0)","(21.0, 44.0, 34.2)","(4.4, 5.6, 5.449999999999999)"
04-01-2023 13:28:34.234654,"(31.0, 55.0, 50.2)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 3.9799999999999995)","(4.6, 7.4, 7.133333333333334)","(51.0, 130.0, 100.0)","(21.0, 42.0, 34.5)","(4.4, 5.6, 5.449999999999999)"
04-01-2023 13:28:35.686527,"(31.0, 55.0, 50.2)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.4, 7.133333333333334)","(51.0, 120.0, 100.0)","(21.0, 40.0, 34.5)","(4.4, 5.6, 5.449999999999999)"
04-01-2023 13:28:37.125731,"(31.0, 55.0, 52.3)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.4, 7.133333333333334)","(51.0, 120.0, 95.0)","(21.0, 40.0, 33.5)","(4.4, 5.6, 5.36)"
04-01-2023 13:28:38.456498,"(31.0, 55.0, 52.3)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.4, 7.171428571428572)","(51.0, 110.0, 95.0)","(21.0, 38.0, 31.25)","(4.4, 5.6, 6.0)"
04-01-2023 13:28:39.697877,"(31.0, 55.0, 52.3)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.4, 7.138461538461538)","(51.0, 110.0, 95.0)","(21.0, 38.0, 31.25)","(4.4, 6.6, 6.18)"
04-01-2023 13:28:40.957616,"(31.0, 55.0, 52.3)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.6, 7.138461538461538)","(51.0, 110.0, 86.66666666666667)","(21.0, 38.0, 31.25)","(4.4, 6.6, 6.18)"
04-01-2023 13:28:42.234664,"(31.0, 55.0, 52.3)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.6, 7.138461538461538)","(51.0, 110.0, 86.66666666666667)","(21.0, 38.0, 31.25)","(4.4, 6.6, 6.18)"
04-01-2023 13:28:43.550941,"(31.0, 55.0, 52.3)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.6, 7.138461538461538)","(51.0, 110.0, 86.66666666666667)","(21.0, 38.0, 31.25)","(4.4, 6.6, 5.953846153846154)"
04-01-2023 13:28:44.751694,"(31.0, 55.0, 52.3)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.6, 7.138461538461538)","(51.0, 110.0, 86.66666666666667)","(21.0, 38.0, 31.25)","(4.4, 6.6, 5.642105263157895)"
04-01-2023 13:28:45.963237,"(31.0, 55.0, 52.3)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.6, 7.138461538461538)","(51.0, 110.0, 86.66666666666667)","(21.0, 38.0, 31.25)","(4.4, 6.4, 5.642105263157895)"
04-01-2023 13:28:47.444563,"(31.0, 55.0, 52.3)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.6, 7.138461538461538)","(51.0, 110.0, 90.0)","(21.0, 38.0, 30.285714285714285)","(4.4, 6.4, 5.7384615384615385)"
04-01-2023 13:28:48.767243,"(31.0, 55.0, 52.3)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.6, 7.138461538461538)","(51.0, 100.0, 90.0)","(21.0, 38.0, 30.166666666666668)","(4.4, 6.2, 5.654545454545454)"
04-01-2023 13:28:50.104883,"(31.0, 55.0, 52.3)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.6, 7.138461538461538)","(51.0, 100.0, 90.0)","(21.0, 36.0, 29.77777777777778)","(4.4, 6.2, 5.654545454545454)"
04-01-2023 13:28:51.577450,"(31.0, 55.0, 52.3)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.6, 7.138461538461538)","(51.0, 100.0, 90.0)","(21.0, 36.0, 30.666666666666668)","(4.4, 6.2, 5.771428571428571)"
04-01-2023 13:28:53.160457,"(31.0, 55.0, 52.3)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.6, 7.04)","(51.0, 100.0, 90.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.0, 5.866666666666667)"
04-01-2023 13:28:54.501681,"(31.0, 55.0, 52.3)","(19.0, 25.0, 23.583333333333332)","(2.5, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.076)","(4.6, 7.2, 7.04)","(51.0, 100.0, 90.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.0, 5.963157894736842)"
04-01-2023 13:28:55.794665,"(31.0, 55.0, 52.3)","(20.0, 25.0, 23.583333333333332)","(2.6, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.003571428571428)","(4.6, 7.2, 6.6461538461538465)","(51.0, 100.0, 90.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.0, 6.152631578947369)"
04-01-2023 13:28:57.152031,"(31.0, 55.0, 52.3)","(20.0, 25.0, 23.583333333333332)","(2.6, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.2, 6.6461538461538465)","(51.0, 100.0, 90.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.2, 6.1)"
04-01-2023 13:28:58.599777,"(31.0, 55.0, 52.3)","(20.0, 25.0, 23.583333333333332)","(2.6, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.2, 6.6461538461538465)","(51.0, 100.0, 90.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.2, 6.1)"
04-01-2023 13:28:59.854893,"(31.0, 55.0, 52.3)","(20.0, 25.0, 23.583333333333332)","(2.6, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.2, 6.6461538461538465)","(51.0, 100.0, 90.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.2, 6.1)"
04-01-2023 13:29:01.117209,"(31.0, 55.0, 52.3)","(20.0, 25.0, 23.583333333333332)","(2.6, 3.15, 3.1333333333333333)","(3.4, 4.1, 4.015625)","(4.6, 7.2, 6.6461538461538465)","(51.0, 100.0, 90.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.2, 6.1)"
04-01-2023 13:29:02.344044,"(31.0, 55.0, 52.3)","(20.0, 25.0, 23.583333333333332)","(2.6, 3.15, 3.1333333333333333)","(3.4, 4.1, 3.997142857142857)","(4.6, 7.2, 6.6461538461538465)","(51.0, 100.0, 90.0)","(21.0, 34.0, 32.8)","(4.4, 6.2, 6.1)"
04-01-2023 13:29:03.591332,"(31.0, 55.0, 52.3)","(20.0, 25.0, 23.6)","(2.6, 3.15, 3.06)","(3.4, 4.1, 3.997142857142857)","(4.6, 7.2, 6.88235294117647)","(51.0, 100.0, 90.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.2, 6.1)"
04-01-2023 13:29:04.837422,"(31.0, 55.0, 49.75)","(20.0, 24.0, 22.4)","(2.6, 3.1, 3.06)","(3.4, 4.1, 4.015625)","(4.6, 7.2, 6.942857142857143)","(51.0, 100.0, 90.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.2, 6.1)"
04-01-2023 13:29:06.101075,"(31.0, 55.0, 49.75)","(20.0, 24.0, 22.4)","(2.6, 3.1, 3.06)","(3.4, 4.1, 4.015625)","(4.6, 7.2, 6.942857142857143)","(51.0, 100.0, 90.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.2, 6.1)"
04-01-2023 13:29:07.368204,"(31.0, 55.0, 49.75)","(20.0, 24.0, 22.4)","(2.6, 3.1, 3.06)","(3.4, 4.1, 4.015625)","(4.6, 7.2, 6.942857142857143)","(51.0, 100.0, 90.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.2, 5.800000000000001)"
04-01-2023 13:29:08.532692,"(31.0, 55.0, 49.75)","(20.0, 24.0, 22.4)","(2.6, 3.1, 3.06)","(3.4, 4.1, 4.015625)","(4.6, 7.2, 7.311111111111112)","(51.0, 100.0, 90.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.2, 5.733333333333333)"
04-01-2023 13:29:09.748127,"(31.0, 55.0, 49.75)","(20.0, 24.0, 21.923076923076923)","(2.6, 3.1, 3.06)","(3.4, 4.1, 3.997142857142857)","(4.6, 7.4, 7.333333333333334)","(51.0, 100.0, 90.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.2, 5.85)"
04-01-2023 13:29:10.990649,"(31.0, 55.0, 49.75)","(20.0, 24.0, 21.923076923076923)","(2.6, 3.1, 3.06)","(3.4, 4.1, 3.997142857142857)","(4.6, 7.4, 7.333333333333334)","(51.0, 100.0, 113.33333333333334)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.2, 5.8)"
04-01-2023 13:29:12.162660,"(31.0, 55.0, 49.75)","(20.0, 25.0, 21.526315789473685)","(2.6, 3.1, 3.06)","(3.4, 4.1, 3.997142857142857)","(4.6, 7.4, 7.333333333333334)","(51.0, 130.0, 100.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:13.293599,"(31.0, 55.0, 49.75)","(20.0, 25.0, 22.36)","(2.6, 3.1, 3.06)","(3.4, 4.1, 3.997142857142857)","(4.6, 7.4, 7.333333333333334)","(51.0, 130.0, 100.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:14.399517,"(31.0, 55.0, 49.75)","(20.0, 25.0, 22.36)","(2.6, 3.1, 3.06)","(3.4, 4.1, 4.01)","(4.6, 7.4, 7.333333333333334)","(51.0, 130.0, 105.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:15.445949,"(31.0, 55.0, 49.75)","(20.0, 25.0, 22.36)","(2.6, 3.1, 3.06)","(3.4, 4.1, 4.01)","(4.6, 7.4, 7.333333333333334)","(51.0, 130.0, 105.0)","(21.0, 34.0, 30.666666666666668)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:16.524347,"(31.0, 55.0, 49.75)","(20.0, 25.0, 22.36)","(2.6, 3.1, 3.06)","(3.4, 4.1, 4.01)","(4.6, 7.4, 7.333333333333334)","(51.0, 130.0, 110.0)","(21.0, 34.0, 35.5)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:17.627645,"(31.0, 55.0, 49.75)","(20.0, 25.0, 20.714285714285715)","(2.6, 3.1, 3.06)","(3.4, 4.1, 4.01)","(4.6, 7.4, 7.333333333333334)","(51.0, 130.0, 110.0)","(21.0, 42.0, 35.5)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:18.764511,"(31.0, 55.0, 49.75)","(20.0, 24.0, 22.4)","(2.6, 3.1, 3.06)","(3.4, 4.1, 4.01)","(4.6, 7.4, 7.311111111111112)","(51.0, 130.0, 110.0)","(21.0, 42.0, 35.5)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:19.931840,"(31.0, 55.0, 49.75)","(20.0, 24.0, 22.4)","(2.6, 3.1, 3.06)","(3.4, 4.1, 4.01)","(4.6, 7.4, 7.311111111111112)","(51.0, 130.0, 110.0)","(21.0, 42.0, 35.5)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:21.011530,"(31.0, 55.0, 49.75)","(20.0, 24.0, 22.4)","(2.6, 3.2, 3.1425531914893616)","(3.4, 4.1, 4.01)","(4.6, 7.4, 7.311111111111112)","(51.0, 130.0, 110.0)","(21.0, 42.0, 35.5)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:22.110136,"(31.0, 55.0, 49.75)","(20.0, 24.0, 22.4)","(2.6, 3.3, 3.1588235294117646)","(3.4, 4.1, 3.983870967741935)","(4.6, 7.4, 7.311111111111112)","(51.0, 130.0, 110.0)","(21.0, 42.0, 39.2)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:23.227553,"(31.0, 55.0, 49.75)","(20.0, 24.0, 22.4)","(2.6, 3.3, 3.1574999999999998)","(3.4, 4.1, 3.983870967741935)","(4.6, 7.4, 7.311111111111112)","(51.0, 130.0, 110.0)","(21.0, 42.0, 39.2)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:24.352396,"(31.0, 55.0, 49.75)","(20.0, 24.0, 22.4)","(2.6, 3.3, 3.1574999999999998)","(3.4, 4.1, 3.983870967741935)","(4.6, 7.4, 7.311111111111112)","(51.0, 130.0, 110.0)","(21.0, 42.0, 39.2)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:25.442266,"(31.0, 55.0, 49.75)","(20.0, 24.0, 22.4)","(2.6, 3.3, 3.1574999999999998)","(3.4, 4.1, 3.958333333333333)","(4.6, 7.4, 7.311111111111112)","(51.0, 130.0, 110.0)","(21.0, 42.0, 39.2)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:26.528100,"(31.0, 55.0, 49.75)","(20.0, 24.0, 22.4)","(2.6, 3.3, 3.1574999999999998)","(3.4, 4.1, 3.958333333333333)","(4.6, 7.4, 7.311111111111112)","(51.0, 130.0, 92.0)","(21.0, 42.0, 36.0)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:27.638056,"(31.0, 55.0, 49.75)","(20.0, 24.0, 22.4)","(2.6, 3.3, 3.1956521739130435)","(3.4, 4.1, 3.958333333333333)","(4.6, 7.4, 7.311111111111112)","(51.0, 120.0, 98.0)","(21.0, 40.0, 33.714285714285715)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:28.656462,"(31.0, 55.0, 49.75)","(20.0, 24.0, 22.4)","(2.6, 3.3, 3.190384615384615)","(3.4, 4.1, 3.958333333333333)","(4.6, 7.4, 7.311111111111112)","(51.0, 110.0, 98.0)","(21.0, 38.0, 32.0)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:29.705337,"(31.0, 55.0, 49.75)","(20.0, 25.0, 24.285714285714285)","(2.6, 3.3, 3.190384615384615)","(3.4, 4.1, 3.983870967741935)","(4.6, 7.4, 7.311111111111112)","(51.0, 110.0, 98.0)","(21.0, 38.0, 32.0)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:30.698204,"(31.0, 55.0, 49.75)","(20.0, 25.0, 24.285714285714285)","(2.6, 3.3, 3.1919999999999997)","(3.4, 4.1, 3.983870967741935)","(4.6, 7.4, 7.311111111111112)","(51.0, 110.0, 98.0)","(21.0, 38.0, 32.0)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:31.763665,"(31.0, 55.0, 49.75)","(20.0, 25.0, 24.285714285714285)","(2.6, 3.3, 3.1999999999999997)","(3.4, 4.1, 3.983870967741935)","(4.6, 7.4, 7.311111111111112)","(51.0, 110.0, 98.0)","(21.0, 38.0, 31.333333333333332)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:32.818454,"(31.0, 55.0, 49.75)","(20.0, 25.0, 24.285714285714285)","(2.6, 3.3, 3.1999999999999997)","(3.4, 4.1, 3.9285714285714284)","(4.6, 7.4, 7.08)","(51.0, 110.0, 92.0)","(21.0, 38.0, 31.6)","(4.4, 6.0, 5.8)"
04-01-2023 13:29:33.894988,"(31.0, 55.0, 49.75)","(20.0, 25.0, 24.285714285714285)","(2.6, 3.3, 3.1999999999999997)","(3.4, 4.1, 3.9227272727272724)","(4.6, 7.2, 6.942857142857143)","(51.0, 100.0, 82.0)","(21.0, 34.0, 31.6)","(4.4, 6.0, 5.6)"
04-01-2023 13:29:34.959705,"(31.0, 55.0, 49.75)","(20.0, 25.0, 24.285714285714285)","(2.6, 3.3, 3.173076923076923)","(3.4, 4.1, 3.9227272727272724)","(4.6, 7.2, 6.942857142857143)","(51.0, 100.0, 79.0)","(21.0, 34.0, 31.6)","(4.4, 6.6, 5.7)"
04-01-2023 13:29:36.056699,"(31.0, 55.0, 49.75)","(20.0, 25.0, 24.285714285714285)","(2.6, 3.3, 3.173076923076923)","(3.4, 4.1, 3.9227272727272724)","(4.6, 7.2, 6.942857142857143)","(51.0, 95.0, 79.0)","(21.0, 34.0, 31.6)","(4.4, 6.4, 5.575)"
04-01-2023 13:29:37.132032,"(31.0, 55.0, 49.75)","(20.0, 25.0, 24.285714285714285)","(2.6, 3.3, 3.202941176470588)","(3.4, 4.1, 3.9227272727272724)","(4.6, 7.2, 6.942857142857143)","(51.0, 95.0, 89.0)","(21.0, 34.0, 35.2)","(4.4, 6.4, 5.575)"
04-01-2023 13:29:38.234415,"(31.0, 55.0, 49.75)","(20.0, 27.0, 26.0)","(2.6, 3.3, 3.190909090909091)","(3.4, 4.1, 3.9227272727272724)","(4.6, 7.2, 6.942857142857143)","(51.0, 95.0, 89.0)","(21.0, 40.0, 34.54545454545455)","(4.4, 6.4, 5.5200000000000005)"
04-01-2023 13:29:39.301748,"(31.0, 55.0, 49.75)","(20.0, 27.0, 25.0)","(2.6, 3.3, 3.190909090909091)","(3.4, 4.1, 3.9227272727272724)","(4.6, 7.2, 6.942857142857143)","(51.0, 95.0, 92.0)","(21.0, 40.0, 35.0)","(4.4, 6.4, 5.7384615384615385)"
04-01-2023 13:29:40.384400,"(31.0, 55.0, 49.75)","(20.0, 26.0, 24.571428571428573)","(2.6, 3.3, 3.1973684210526314)","(3.4, 4.1, 3.9227272727272724)","(4.6, 7.2, 6.942857142857143)","(51.0, 100.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.2, 5.7384615384615385)"
04-01-2023 13:29:41.532416,"(31.0, 55.0, 49.75)","(20.0, 26.0, 24.571428571428573)","(2.6, 3.3, 3.1973684210526314)","(3.4, 4.1, 3.9227272727272724)","(4.6, 7.2, 6.942857142857143)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.2, 5.7384615384615385)"
04-01-2023 13:29:42.600581,"(31.0, 55.0, 49.75)","(20.0, 26.0, 22.041666666666668)","(2.6, 3.3, 3.1973684210526314)","(3.4, 4.1, 3.9227272727272724)","(4.6, 7.2, 6.942857142857143)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.2, 5.7384615384615385)"
04-01-2023 13:29:43.694763,"(31.0, 55.0, 49.75)","(20.0, 26.0, 22.041666666666668)","(2.6, 3.3, 3.2152173913043476)","(3.4, 4.1, 3.9227272727272724)","(4.6, 7.2, 6.942857142857143)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.2, 5.7384615384615385)"
04-01-2023 13:29:44.826226,"(31.0, 55.0, 49.75)","(20.0, 26.0, 22.041666666666668)","(2.6, 3.3, 3.2152173913043476)","(3.4, 4.1, 3.9227272727272724)","(4.6, 7.2, 6.942857142857143)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.2, 5.7384615384615385)"
04-01-2023 13:29:45.936872,"(31.0, 55.0, 49.75)","(20.0, 26.0, 21.892857142857142)","(2.6, 3.3, 3.2152173913043476)","(3.4, 4.1, 3.9227272727272724)","(4.6, 7.2, 6.720000000000001)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.2, 5.7384615384615385)"
04-01-2023 13:29:47.089702,"(31.0, 55.0, 52.3)","(20.0, 26.0, 21.892857142857142)","(2.6, 3.3, 3.2152173913043476)","(3.4, 4.1, 3.869230769230769)","(4.6, 7.2, 6.514285714285714)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.2, 5.7384615384615385)"
04-01-2023 13:29:48.288523,"(31.0, 55.0, 52.3)","(20.0, 26.0, 21.892857142857142)","(2.6, 3.3, 3.1916666666666664)","(3.4, 4.1, 3.869230769230769)","(4.6, 7.2, 6.514285714285714)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.2, 5.7384615384615385)"
04-01-2023 13:29:49.403217,"(31.0, 70.0, 58.92307692307692)","(20.0, 26.0, 21.892857142857142)","(2.6, 3.3, 3.1973684210526314)","(3.4, 4.1, 3.869230769230769)","(4.6, 7.2, 6.514285714285714)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.2, 5.573333333333333)"
04-01-2023 13:29:50.523751,"(31.0, 70.0, 56.5)","(20.0, 26.0, 21.892857142857142)","(2.6, 3.3, 3.1973684210526314)","(3.4, 4.1, 3.831578947368421)","(4.6, 7.2, 6.514285714285714)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.0, 5.454545454545455)"
04-01-2023 13:29:51.620818,"(31.0, 70.0, 56.5)","(20.0, 26.0, 21.892857142857142)","(2.6, 3.3, 3.1973684210526314)","(3.4, 4.1, 3.831578947368421)","(4.6, 7.2, 6.514285714285714)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.0, 5.454545454545455)"
04-01-2023 13:29:52.767771,"(31.0, 70.0, 56.5)","(20.0, 25.0, 23.0)","(2.6, 3.3, 3.1973684210526314)","(3.4, 4.1, 3.831578947368421)","(4.6, 7.2, 6.514285714285714)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.0, 5.454545454545455)"
04-01-2023 13:29:53.930899,"(31.0, 70.0, 56.5)","(20.0, 25.0, 23.0)","(2.6, 3.3, 3.1973684210526314)","(3.4, 4.1, 3.831578947368421)","(4.6, 7.2, 6.514285714285714)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.0, 5.454545454545455)"
04-01-2023 13:29:55.108546,"(31.0, 70.0, 58.92307692307692)","(20.0, 25.0, 23.0)","(2.6, 3.3, 3.2152173913043476)","(3.4, 4.1, 3.831578947368421)","(4.6, 7.2, 6.514285714285714)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.0, 5.454545454545455)"
04-01-2023 13:29:56.278765,"(31.0, 70.0, 58.92307692307692)","(20.0, 25.0, 23.0)","(2.6, 3.3, 3.2249999999999996)","(3.4, 4.1, 3.9)","(4.6, 7.2, 6.514285714285714)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.0)","(4.4, 6.0, 5.454545454545455)"
04-01-2023 13:29:57.521855,"(31.0, 70.0, 58.92307692307692)","(20.0, 25.0, 23.0)","(2.6, 3.3, 3.2249999999999996)","(3.4, 4.0, 3.9)","(4.6, 7.2, 6.5600000000000005)","(51.0, 95.0, 85.625)","(21.0, 40.0, 32.857142857142854)","(4.4, 6.0, 5.6454545454545455)"
04-01-2023 13:29:58.661796,"(31.0, 65.0, 60.77777777777778)","(20.0, 24.0, 23.428571428571427)","(2.6, 3.3, 3.2249999999999996)","(3.4, 4.0, 3.9916666666666667)","(4.6, 7.2, 6.892307692307693)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.833333333333336)","(4.4, 5.9, 5.6454545454545455)"
04-01-2023 13:29:59.770734,"(31.0, 65.0, 60.77777777777778)","(20.0, 24.0, 23.428571428571427)","(2.6, 3.3, 3.2249999999999996)","(3.4, 4.0, 3.991150442477876)","(4.6, 7.2, 7.28)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.833333333333336)","(4.4, 5.9, 5.6454545454545455)"
04-01-2023 13:30:00.956931,"(31.0, 65.0, 60.77777777777778)","(20.0, 24.0, 23.428571428571427)","(2.6, 3.3, 3.2249999999999996)","(3.4, 4.0, 3.991150442477876)","(4.6, 7.4, 7.28)","(51.0, 95.0, 85.625)","(21.0, 40.0, 35.833333333333336)","(4.4, 5.9, 5.6454545454545455)"
04-01-2023 13:30:02.051538,"(31.0, 60.0, 56.888888888888886)","(20.0, 24.0, 23.428571428571427)","(2.6, 3.3, 3.2249999999999996)","(3.4, 4.0, 3.991150442477876)","(4.6, 7.4, 6.92)","(51.0, 95.0, 110.0)","(21.0, 40.0, 36.15384615384615)","(4.4, 5.9, 5.666666666666666)"
04-01-2023 13:30:03.154856,"(31.0, 60.0, 56.888888888888886)","(20.0, 24.0, 23.428571428571427)","(2.6, 3.3, 3.207142857142857)","(3.4, 4.0, 3.9914529914529915)","(4.6, 7.4, 7.030769230769231)","(51.0, 150.0, 101.81818181818181)","(21.0, 40.0, 36.15384615384615)","(4.4, 5.8, 5.666666666666666)"
