,Simon Rose,Uforo Bale,Coalville Flyer,Why Not Ajay,Green Can Lad,Minter Dominate,Brocky Sands,Downtown Zion
11-01-2023 20:38:26.318470,"(3.8, 5.8, 3.9476923076923076)","(15.0, 34.0, 26.6)","(8.0, 16.5, 10.7)","(8.0, 24.0, 17.125)","(10.0, 16.5, 11.3125)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 40.75)"
11-01-2023 20:38:27.551213,"(3.8, 5.8, 3.9476923076923076)","(15.0, 34.0, 26.6)","(8.0, 16.5, 10.7)","(8.0, 24.0, 17.125)","(10.0, 16.5, 11.3125)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 40.75)"
11-01-2023 20:38:28.837652,"(3.8, 5.6, 5.245454545454545)","(15.0, 34.0, 26.6)","(8.0, 16.5, 10.7)","(8.0, 24.0, 17.125)","(10.0, 16.5, 11.3125)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 40.75)"
11-01-2023 20:38:30.128263,"(3.8, 5.5, 5.163636363636364)","(15.0, 34.0, 26.6)","(8.0, 16.5, 10.7)","(8.0, 24.0, 17.125)","(10.0, 16.5, 11.3125)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 40.75)"
11-01-2023 20:38:31.430311,"(3.8, 5.4, 4.576470588235294)","(15.0, 34.0, 26.6)","(8.0, 16.5, 10.7)","(8.0, 24.0, 17.125)","(10.0, 16.5, 11.3125)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 40.75)"
11-01-2023 20:38:32.744150,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 26.6)","(8.0, 16.5, 10.7)","(8.0, 24.0, 17.125)","(10.0, 16.5, 11.3125)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 40.75)"
11-01-2023 20:38:34.071460,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 26.6)","(8.0, 16.5, 10.7)","(8.0, 24.0, 18.75)","(10.0, 16.5, 11.3125)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 40.75)"
11-01-2023 20:38:35.298733,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 26.6)","(8.0, 16.5, 10.7)","(8.0, 24.0, 18.75)","(10.0, 16.5, 11.3125)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 40.75)"
11-01-2023 20:38:36.634857,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 26.6)","(8.0, 16.5, 10.7)","(8.0, 24.0, 18.75)","(10.0, 16.5, 11.3125)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 40.75)"
11-01-2023 20:38:37.951603,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 26.6)","(8.0, 16.5, 12.05)","(8.0, 24.0, 18.75)","(10.0, 16.5, 11.3125)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 40.75)"
11-01-2023 20:38:39.426218,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 26.6)","(8.0, 16.5, 12.05)","(8.0, 24.0, 18.75)","(10.0, 16.5, 11.3125)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 40.75)"
11-01-2023 20:38:40.905181,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 26.6)","(8.0, 16.5, 12.05)","(8.0, 24.0, 18.75)","(10.0, 16.5, 11.3125)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 40.75)"
11-01-2023 20:38:42.200497,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 12.05)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 10.966666666666665)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 40.75)"
11-01-2023 20:38:43.477991,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 40.75)"
11-01-2023 20:38:44.727653,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 40.875)"
11-01-2023 20:38:45.965653,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 40.875)"
11-01-2023 20:38:47.239146,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 40.875)"
11-01-2023 20:38:48.538946,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 40.875)"
11-01-2023 20:38:49.802510,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 40.875)"
11-01-2023 20:38:51.121319,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 40.875)"
11-01-2023 20:38:52.416073,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 40.875)"
11-01-2023 20:38:54.031269,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 40.875)"
11-01-2023 20:38:55.572091,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.6)","(13.0, 48.0, 40.875)"
11-01-2023 20:38:56.807074,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 40.875)"
11-01-2023 20:38:58.078009,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 40.875)"
11-01-2023 20:38:59.469367,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 40.875)"
11-01-2023 20:39:00.777583,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 40.75)"
11-01-2023 20:39:02.029948,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.6)","(13.0, 48.0, 40.75)"
11-01-2023 20:39:03.505339,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 38.66666666666667)"
11-01-2023 20:39:05.092131,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 38.66666666666667)"
11-01-2023 20:39:06.484983,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 38.66666666666667)"
11-01-2023 20:39:07.862646,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 38.66666666666667)"
11-01-2023 20:39:09.152737,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.133333333333334)","(13.0, 48.0, 38.66666666666667)"
11-01-2023 20:39:10.394022,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.666666666666666)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 38.66666666666667)"
11-01-2023 20:39:11.620527,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.88888888888889)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.6)","(13.0, 48.0, 41.0)"
11-01-2023 20:39:12.778072,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.799999999999997)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 41.0)"
11-01-2023 20:39:13.902064,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.799999999999997)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 41.0)"
11-01-2023 20:39:15.028319,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.799999999999997)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 41.0)"
11-01-2023 20:39:16.200209,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.799999999999997)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 41.0)"
11-01-2023 20:39:17.606976,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.799999999999997)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 41.0)"
11-01-2023 20:39:18.884395,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.799999999999997)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 41.0)"
11-01-2023 20:39:20.181002,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.799999999999997)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 41.0)"
11-01-2023 20:39:21.498599,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 15.88888888888889)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 42.6)"
11-01-2023 20:39:22.727744,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.0)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 42.6)"
11-01-2023 20:39:23.897129,"(3.8, 5.6, 5.245454545454545)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.0)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 42.6)"
11-01-2023 20:39:25.151664,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.0)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:26.322753,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.0)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:27.453800,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.0)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.6)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:28.544261,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.0)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:29.686909,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.0)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:30.740174,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 27.833333333333336)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.0)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:31.809280,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.9)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:32.815373,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.9)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.9875)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:33.835544,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.9)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.6)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:34.927582,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.9)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.6)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:35.991669,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 19.5625)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 5.266666666666667)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:37.024684,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 19.5625)","(10.0, 16.5, 9.557142857142857)","(3.0, 4.5, 3.4714285714285715)","(4.4, 7.0, 6.025)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:38.468317,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 11.754545454545454)","(8.0, 24.0, 16.22222222222222)","(10.0, 16.5, 12.45)","(3.0, 4.5, 3.4061538461538463)","(4.4, 7.0, 5.5)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:39.667446,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 11.863636363636363)","(8.0, 24.0, 16.5)","(10.0, 16.5, 12.45)","(3.0, 4.5, 3.4061538461538463)","(4.4, 7.0, 5.5)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:40.943989,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 24.0, 16.5)","(10.0, 16.5, 13.725)","(3.0, 4.5, 3.4061538461538463)","(4.4, 7.0, 5.5)","(13.0, 48.0, 44.625)"
11-01-2023 20:39:41.962013,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 23.42857142857143)","(8.0, 16.5, 12.942857142857143)","(8.0, 24.0, 16.5)","(10.0, 15.5, 13.725)","(3.0, 4.5, 3.4061538461538463)","(4.4, 7.0, 5.34)","(13.0, 48.0, 39.375)"
11-01-2023 20:39:43.125952,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 20.0, 18.1)","(10.0, 15.5, 13.725)","(3.0, 4.5, 3.4061538461538463)","(4.4, 6.6, 5.766666666666667)","(13.0, 42.0, 39.375)"
11-01-2023 20:39:44.302225,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 23.42857142857143)","(8.0, 16.5, 12.942857142857143)","(8.0, 20.0, 18.1)","(10.0, 15.5, 12.74)","(3.0, 4.5, 3.4061538461538463)","(4.4, 6.4, 5.42)","(13.0, 42.0, 39.375)"
11-01-2023 20:39:45.413181,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 20.0, 16.5)","(10.0, 15.5, 12.74)","(3.0, 4.5, 3.33)","(4.4, 6.8, 5.333333333333333)","(13.0, 42.0, 39.375)"
11-01-2023 20:39:46.602893,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 24.0, 15.0)","(10.0, 15.5, 12.74)","(3.0, 4.5, 3.33)","(4.4, 6.8, 5.333333333333333)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:39:47.746162,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 24.0, 15.0)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 5.333333333333333)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:39:48.842140,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 24.0, 15.0)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 5.066666666666666)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:39:49.983436,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 24.0, 16.0)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 5.2)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:39:51.126476,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 24.0, 16.0)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 5.5)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:39:52.348951,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 24.0, 16.0)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 5.2)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:39:53.596047,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 24.0, 16.0)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 5.8625)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:39:54.841109,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 24.0, 16.307692307692307)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 5.2)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:39:56.032502,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 24.0, 21.5625)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 5.2)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:39:57.209014,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 23.0, 21.625)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 5.8625)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:39:58.345252,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 23.0, 21.625)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 5.2)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:39:59.553182,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 23.0, 21.625)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 5.2)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:40:00.696027,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 23.0, 21.625)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 6.05)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:40:01.914609,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 23.0, 21.625)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 6.05)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:40:03.130354,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 23.0, 21.625)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 6.05)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:40:04.302848,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 23.0, 21.625)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 6.05)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:40:05.560447,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 23.0, 16.529411764705884)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 6.05)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:40:06.695704,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 23.0, 15.307692307692308)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 6.05)","(13.0, 42.0, 40.09090909090909)"
11-01-2023 20:40:07.884922,"(3.8, 5.7, 4.735294117647059)","(15.0, 34.0, 24.75)","(8.0, 16.5, 12.942857142857143)","(8.0, 23.0, 15.307692307692308)","(10.0, 15.5, 10.766666666666667)","(3.0, 4.5, 3.06)","(4.4, 6.8, 6.05)","(13.0, 42.0, 40.09090909090909)"
