,Arentee,Lucky Exchange,I Am Lethal,Ready For Anything,Mobstar,Prime Asset,Spiritualised,Pentito,Charlies Case,Resonator,Wealthy Investor,Daytona,West Of Africa,Oakfield Triumph,Data Patch
07-01-2023 16:15:01.987194,"(6.0, 7.6, 7.54)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.814179104477613)","(91.0, 180.0, 177.14285714285714)","(21.0, 60.0, 56.25)","(41.0, 65.0, 61.89655172413793)","(5.5, 5.5, 5.474242424242425)","(71.0, 110.0, 102.5)","(51.0, 95.0, 93.33333333333333)","(3.4, 3.8, 3.7564189189189188)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 11.004524886877828)","(6.0, 7.8, 7.602564102564102)","(71.0, 120.0, 107.27272727272727)","(81.0, 120.0, 105.0)"
07-01-2023 16:15:03.630362,"(6.0, 7.6, 7.536842105263157)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.814179104477613)","(91.0, 180.0, 177.14285714285714)","(21.0, 60.0, 56.0)","(41.0, 65.0, 61.89655172413793)","(5.5, 5.5, 5.516935483870967)","(71.0, 110.0, 102.5)","(51.0, 95.0, 93.33333333333333)","(3.4, 3.8, 3.7539285714285713)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 10.846268656716418)","(6.0, 7.8, 7.507594936708861)","(71.0, 120.0, 107.27272727272727)","(81.0, 120.0, 105.0)"
07-01-2023 16:15:05.206770,"(6.0, 7.6, 7.558620689655172)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.814179104477613)","(91.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.625)","(41.0, 65.0, 61.89655172413793)","(5.5, 5.6, 5.516935483870967)","(71.0, 110.0, 102.5)","(51.0, 95.0, 93.33333333333333)","(3.4, 3.8, 3.7539285714285713)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 10.846268656716418)","(6.0, 7.8, 7.507594936708861)","(71.0, 120.0, 107.27272727272727)","(81.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:06.871119,"(6.0, 7.6, 7.545454545454545)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.803937007874016)","(91.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.625)","(41.0, 65.0, 60.5)","(5.5, 5.6, 5.571641791044776)","(71.0, 110.0, 102.5)","(51.0, 95.0, 93.33333333333333)","(3.4, 3.8, 3.746694214876033)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 10.840361445783133)","(6.0, 7.8, 7.503846153846154)","(71.0, 120.0, 107.27272727272727)","(81.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:08.505286,"(6.0, 7.6, 7.5612903225806445)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.824647887323945)","(91.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.88235294117647)","(41.0, 65.0, 60.714285714285715)","(5.5, 5.7, 5.573118279569893)","(71.0, 110.0, 102.89473684210526)","(51.0, 95.0, 93.33333333333333)","(3.4, 3.8, 3.7454954954954953)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 10.850148367952523)","(6.0, 7.8, 7.5103448275862075)","(71.0, 120.0, 108.33333333333333)","(81.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:10.049753,"(6.0, 7.6, 7.5612903225806445)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.824647887323945)","(91.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.88235294117647)","(41.0, 65.0, 63.4375)","(5.5, 5.7, 5.537974683544304)","(71.0, 110.0, 102.89473684210526)","(51.0, 95.0, 94.0)","(3.4, 3.75, 3.7469325153374236)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 10.850148367952523)","(6.0, 7.8, 7.5103448275862075)","(71.0, 120.0, 108.33333333333333)","(81.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:11.658100,"(6.0, 7.6, 7.5612903225806445)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.824647887323945)","(91.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.88235294117647)","(41.0, 65.0, 63.4375)","(5.5, 5.7, 5.583333333333333)","(71.0, 110.0, 102.89473684210526)","(51.0, 95.0, 94.0)","(3.4, 3.75, 3.752919708029197)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 10.846268656716418)","(6.0, 7.8, 7.507594936708861)","(71.0, 120.0, 108.33333333333333)","(81.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:13.231665,"(6.0, 7.6, 7.5625)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.88235294117647)","(51.0, 65.0, 63.4375)","(5.5, 5.7, 5.6262295081967215)","(71.0, 110.0, 102.89473684210526)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.752919708029197)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 10.846268656716418)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:14.783608,"(6.0, 7.6, 7.4148148148148145)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.88235294117647)","(51.0, 65.0, 62.11538461538461)","(5.5, 5.7, 5.655172413793103)","(71.0, 110.0, 102.89473684210526)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.752919708029197)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 10.846268656716418)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:16.382394,"(6.0, 7.6, 7.352631578947369)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.88235294117647)","(51.0, 65.0, 62.11538461538461)","(5.5, 5.7, 5.668292682926829)","(71.0, 110.0, 102.89473684210526)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.7552083333333335)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 10.859649122807017)","(6.0, 7.8, 7.503846153846154)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:17.977264,"(6.0, 7.4, 7.333333333333334)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.88235294117647)","(51.0, 65.0, 62.11538461538461)","(5.5, 5.7, 5.668292682926829)","(71.0, 110.0, 102.89473684210526)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.7552083333333335)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 10.859649122807017)","(6.0, 7.8, 7.503846153846154)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:19.471400,"(6.0, 7.4, 7.333333333333334)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.88235294117647)","(51.0, 65.0, 62.11538461538461)","(5.5, 5.7, 5.668292682926829)","(71.0, 110.0, 102.89473684210526)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.7552083333333335)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 10.859649122807017)","(6.0, 7.8, 7.503846153846154)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:21.503445,"(6.0, 7.4, 7.36)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.88235294117647)","(51.0, 65.0, 61.73913043478261)","(5.5, 5.7, 5.682857142857143)","(71.0, 110.0, 102.89473684210526)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.752919708029197)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 10.846268656716418)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:23.110326,"(6.0, 7.6, 7.36)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.88235294117647)","(51.0, 65.0, 61.73913043478261)","(5.5, 5.7, 5.682857142857143)","(71.0, 110.0, 102.89473684210526)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.752919708029197)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 10.846268656716418)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:25.119946,"(6.0, 7.6, 7.36)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.88235294117647)","(51.0, 65.0, 61.73913043478261)","(5.5, 5.7, 5.682857142857143)","(71.0, 110.0, 102.89473684210526)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.752919708029197)","(51.0, 80.0, 67.88461538461539)","(8.5, 11.5, 10.846268656716418)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:26.894323,"(6.0, 7.6, 7.344)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.88235294117647)","(51.0, 65.0, 61.73913043478261)","(5.5, 5.7, 5.705263157894737)","(71.0, 110.0, 102.89473684210526)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.752919708029197)","(51.0, 80.0, 67.4)","(8.5, 11.5, 10.846268656716418)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:28.800263,"(6.0, 7.4, 7.344)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.88235294117647)","(51.0, 65.0, 61.73913043478261)","(5.5, 5.8, 5.708695652173914)","(71.0, 110.0, 102.89473684210526)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.752919708029197)","(51.0, 80.0, 67.4)","(8.5, 11.5, 10.846268656716418)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:30.359681,"(6.0, 7.4, 7.344)","(31.0, 160.0, 140.76923076923077)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 177.14285714285714)","(21.0, 60.0, 55.88235294117647)","(51.0, 65.0, 61.73913043478261)","(5.5, 5.8, 5.703076923076924)","(71.0, 110.0, 102.89473684210526)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.752919708029197)","(51.0, 80.0, 67.4)","(8.5, 11.5, 10.846268656716418)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 105.71428571428571)"
07-01-2023 16:15:32.064207,"(6.0, 7.4, 7.344)","(31.0, 160.0, 110.0)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 170.0)","(21.0, 60.0, 55.88235294117647)","(51.0, 65.0, 60.5)","(5.5, 5.8, 5.704545454545455)","(71.0, 110.0, 96.07142857142857)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.752919708029197)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.886666666666667)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 110.9090909090909)"
07-01-2023 16:15:33.738816,"(6.0, 7.4, 7.31764705882353)","(31.0, 160.0, 110.0)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 170.0)","(21.0, 60.0, 55.88235294117647)","(51.0, 65.0, 60.5)","(5.5, 5.8, 5.704545454545455)","(71.0, 110.0, 96.07142857142857)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.7726694915254235)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.886666666666667)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 110.9090909090909)"
07-01-2023 16:15:35.377776,"(6.0, 7.4, 7.286956521739131)","(31.0, 160.0, 110.0)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(21.0, 60.0, 54.166666666666664)","(51.0, 65.0, 60.5)","(5.5, 5.8, 5.704545454545455)","(71.0, 110.0, 96.07142857142857)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.775598086124402)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.886666666666667)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 110.9090909090909)"
07-01-2023 16:15:37.068651,"(6.0, 7.4, 7.286956521739131)","(31.0, 160.0, 110.0)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(21.0, 60.0, 54.166666666666664)","(51.0, 65.0, 60.5)","(5.5, 5.8, 5.704545454545455)","(71.0, 110.0, 96.07142857142857)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.775598086124402)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.886666666666667)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 110.9090909090909)"
07-01-2023 16:15:38.796265,"(6.0, 7.4, 7.286956521739131)","(31.0, 160.0, 110.0)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(21.0, 60.0, 54.166666666666664)","(51.0, 65.0, 60.5)","(5.5, 5.8, 5.704545454545455)","(71.0, 110.0, 96.07142857142857)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.775598086124402)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.886666666666667)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 110.9090909090909)"
07-01-2023 16:15:40.512946,"(6.0, 7.4, 7.273170731707317)","(31.0, 160.0, 110.0)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(21.0, 60.0, 54.166666666666664)","(51.0, 65.0, 60.5)","(5.5, 5.8, 5.704545454545455)","(71.0, 110.0, 96.07142857142857)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.775598086124402)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.886666666666667)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 110.9090909090909)"
07-01-2023 16:15:42.139622,"(6.0, 7.4, 7.273170731707317)","(31.0, 160.0, 110.0)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(21.0, 60.0, 54.166666666666664)","(51.0, 65.0, 62.35294117647059)","(5.5, 5.8, 5.722857142857143)","(71.0, 110.0, 96.07142857142857)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.772573839662447)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.886666666666667)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 110.9090909090909)"
07-01-2023 16:15:43.936636,"(6.0, 7.4, 7.273170731707317)","(31.0, 160.0, 110.0)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(21.0, 60.0, 54.166666666666664)","(51.0, 65.0, 62.35294117647059)","(5.5, 5.8, 5.735714285714286)","(71.0, 110.0, 96.07142857142857)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.770183486238532)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.886666666666667)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 110.9090909090909)"
07-01-2023 16:15:45.642674,"(6.0, 7.4, 7.300000000000001)","(31.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(21.0, 60.0, 54.166666666666664)","(51.0, 65.0, 62.35294117647059)","(5.5, 5.8, 5.735714285714286)","(71.0, 110.0, 96.07142857142857)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.770183486238532)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.89672131147541)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 110.9090909090909)"
07-01-2023 16:15:47.352902,"(6.0, 7.4, 7.300000000000001)","(31.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(21.0, 60.0, 54.166666666666664)","(51.0, 65.0, 62.35294117647059)","(5.5, 5.8, 5.735714285714286)","(71.0, 110.0, 96.07142857142857)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.770183486238532)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.89672131147541)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 110.9090909090909)"
07-01-2023 16:15:48.960728,"(6.0, 7.4, 7.300000000000001)","(31.0, 160.0, 110.0)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(21.0, 60.0, 54.166666666666664)","(51.0, 65.0, 62.35294117647059)","(5.5, 5.8, 5.735714285714286)","(71.0, 110.0, 96.5)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.767171717171717)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.89672131147541)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 110.9090909090909)"
07-01-2023 16:15:50.666400,"(6.0, 7.4, 7.300000000000001)","(31.0, 160.0, 110.0)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(21.0, 60.0, 55.625)","(51.0, 65.0, 62.35294117647059)","(5.5, 5.8, 5.735714285714286)","(71.0, 110.0, 96.5)","(51.0, 95.0, 94.0)","(3.4, 3.8, 3.767171717171717)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.89672131147541)","(6.0, 7.8, 7.497049180327869)","(71.0, 120.0, 108.33333333333333)","(91.0, 120.0, 110.9090909090909)"
07-01-2023 16:15:52.401065,"(6.0, 7.4, 7.300000000000001)","(41.0, 160.0, 110.0)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(26.0, 60.0, 58.25)","(51.0, 65.0, 60.5)","(5.0, 5.8, 5.725)","(71.0, 110.0, 93.63636363636364)","(61.0, 95.0, 94.0)","(3.4, 3.8, 3.767171717171717)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.89672131147541)","(6.0, 7.8, 7.497049180327869)","(81.0, 120.0, 108.33333333333333)","(91.0, 120.0, 107.5)"
07-01-2023 16:15:54.068109,"(6.0, 7.4, 7.300000000000001)","(41.0, 160.0, 110.0)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(26.0, 60.0, 58.57142857142857)","(51.0, 65.0, 60.5)","(5.0, 5.8, 5.725)","(71.0, 110.0, 93.63636363636364)","(61.0, 95.0, 94.0)","(3.4, 3.8, 3.767171717171717)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.89672131147541)","(6.0, 7.8, 7.497049180327869)","(81.0, 120.0, 108.33333333333333)","(91.0, 120.0, 107.5)"
07-01-2023 16:15:55.747485,"(6.0, 7.4, 7.300000000000001)","(41.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(26.0, 60.0, 58.57142857142857)","(51.0, 65.0, 61.25)","(5.0, 5.8, 5.725)","(71.0, 110.0, 92.66666666666667)","(61.0, 95.0, 94.0)","(3.4, 3.8, 3.7886363636363636)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.89672131147541)","(6.0, 7.8, 7.497049180327869)","(81.0, 120.0, 108.33333333333333)","(91.0, 120.0, 107.5)"
07-01-2023 16:15:57.313905,"(6.0, 7.4, 7.300000000000001)","(41.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(26.0, 60.0, 58.57142857142857)","(51.0, 65.0, 61.25)","(5.0, 5.8, 5.699999999999999)","(71.0, 110.0, 92.66666666666667)","(61.0, 95.0, 94.0)","(3.4, 3.8, 3.783050847457627)","(51.0, 80.0, 70.0)","(8.5, 11.5, 10.89672131147541)","(6.0, 7.8, 7.4980392156862745)","(81.0, 120.0, 108.33333333333333)","(91.0, 120.0, 107.5)"
07-01-2023 16:15:58.926946,"(6.0, 7.4, 7.251612903225807)","(41.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(26.0, 60.0, 58.57142857142857)","(51.0, 65.0, 61.25)","(5.0, 5.8, 5.699999999999999)","(71.0, 110.0, 92.66666666666667)","(61.0, 95.0, 94.0)","(3.4, 3.8, 3.783050847457627)","(51.0, 80.0, 65.3125)","(8.5, 11.5, 10.898692810457517)","(6.0, 7.8, 7.4980392156862745)","(81.0, 120.0, 108.33333333333333)","(91.0, 120.0, 107.5)"
07-01-2023 16:16:00.552566,"(6.0, 7.4, 7.251612903225807)","(41.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(26.0, 60.0, 58.57142857142857)","(51.0, 65.0, 61.25)","(5.0, 5.8, 5.699999999999999)","(71.0, 110.0, 92.66666666666667)","(61.0, 95.0, 94.0)","(3.4, 3.8, 3.783050847457627)","(51.0, 70.0, 65.3125)","(8.5, 11.5, 10.898692810457517)","(6.0, 7.8, 7.4980392156862745)","(81.0, 120.0, 108.33333333333333)","(91.0, 120.0, 107.5)"
07-01-2023 16:16:02.551464,"(6.0, 7.4, 7.251612903225807)","(41.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.824647887323945)","(101.0, 180.0, 171.42857142857142)","(26.0, 60.0, 58.57142857142857)","(51.0, 65.0, 61.15384615384615)","(5.0, 5.8, 5.699999999999999)","(71.0, 110.0, 92.66666666666667)","(61.0, 95.0, 94.0)","(3.4, 3.8, 3.783050847457627)","(51.0, 70.0, 65.3125)","(8.5, 11.5, 10.898692810457517)","(6.0, 7.8, 7.4980392156862745)","(81.0, 120.0, 102.5)","(91.0, 120.0, 107.5)"
07-01-2023 16:16:04.206749,"(6.0, 7.4, 7.251612903225807)","(41.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.877685950413223)","(101.0, 180.0, 171.42857142857142)","(26.0, 60.0, 54.166666666666664)","(51.0, 65.0, 62.35294117647059)","(5.0, 5.8, 5.697142857142857)","(71.0, 110.0, 92.66666666666667)","(61.0, 95.0, 94.0)","(3.4, 3.8, 3.7843434343434343)","(51.0, 70.0, 66.1842105263158)","(8.5, 11.5, 10.886666666666667)","(6.0, 7.8, 7.497049180327869)","(81.0, 120.0, 102.5)","(91.0, 120.0, 107.5)"
07-01-2023 16:16:05.896548,"(6.0, 7.4, 7.251612903225807)","(41.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.877685950413223)","(101.0, 180.0, 171.42857142857142)","(26.0, 60.0, 54.166666666666664)","(51.0, 65.0, 62.35294117647059)","(5.0, 5.8, 5.697142857142857)","(71.0, 110.0, 92.66666666666667)","(61.0, 95.0, 94.0)","(3.4, 3.85, 3.7843434343434343)","(51.0, 70.0, 66.1842105263158)","(8.5, 11.5, 10.886666666666667)","(6.5, 7.8, 7.497049180327869)","(81.0, 120.0, 102.5)","(91.0, 120.0, 107.5)"
07-01-2023 16:16:07.578237,"(6.0, 7.4, 7.251612903225807)","(41.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.861038961038961)","(101.0, 150.0, 126.66666666666667)","(26.0, 60.0, 54.166666666666664)","(51.0, 65.0, 62.35294117647059)","(5.0, 5.8, 5.697142857142857)","(71.0, 110.0, 92.66666666666667)","(61.0, 95.0, 94.0)","(3.4, 3.85, 3.7843434343434343)","(51.0, 70.0, 66.1842105263158)","(8.5, 11.5, 10.886666666666667)","(6.5, 7.8, 7.523353293413174)","(81.0, 120.0, 102.5)","(91.0, 120.0, 107.5)"
07-01-2023 16:16:09.353594,"(6.0, 7.4, 7.251612903225807)","(41.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.861038961038961)","(101.0, 150.0, 125.71428571428571)","(26.0, 60.0, 54.166666666666664)","(51.0, 65.0, 62.35294117647059)","(5.0, 5.8, 5.697142857142857)","(71.0, 110.0, 92.66666666666667)","(61.0, 95.0, 94.0)","(3.4, 3.85, 3.7843434343434343)","(51.0, 70.0, 66.1842105263158)","(8.5, 11.5, 10.886666666666667)","(6.5, 7.8, 7.523353293413174)","(81.0, 120.0, 102.5)","(91.0, 120.0, 107.5)"
07-01-2023 16:16:10.976975,"(6.0, 7.4, 7.251612903225807)","(41.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.84375)","(101.0, 140.0, 124.0)","(26.0, 60.0, 54.166666666666664)","(51.0, 65.0, 62.35294117647059)","(5.0, 5.8, 5.896058091286307)","(71.0, 110.0, 92.66666666666667)","(61.0, 95.0, 94.0)","(3.4, 3.85, 3.7843434343434343)","(51.0, 70.0, 66.1842105263158)","(8.5, 11.5, 10.886666666666667)","(6.5, 7.8, 7.523353293413174)","(81.0, 120.0, 102.5)","(91.0, 120.0, 107.5)"
07-01-2023 16:16:12.952607,"(6.0, 7.4, 7.251612903225807)","(41.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.84375)","(101.0, 140.0, 124.0)","(26.0, 60.0, 54.166666666666664)","(51.0, 65.0, 62.35294117647059)","(5.0, 5.9, 5.901036269430052)","(71.0, 110.0, 92.85714285714286)","(61.0, 95.0, 94.0)","(3.4, 3.85, 3.7843434343434343)","(51.0, 70.0, 66.1842105263158)","(8.5, 11.5, 10.886666666666667)","(6.5, 7.8, 7.523353293413174)","(81.0, 120.0, 102.5)","(91.0, 120.0, 107.5)"
07-01-2023 16:16:14.695171,"(6.0, 7.4, 7.251612903225807)","(41.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.84375)","(101.0, 140.0, 124.0)","(26.0, 60.0, 52.22222222222222)","(51.0, 65.0, 60.5)","(5.0, 6.0, 5.787096774193548)","(71.0, 100.0, 91.66666666666667)","(61.0, 95.0, 94.0)","(3.4, 3.85, 3.8085714285714287)","(51.0, 70.0, 65.3125)","(8.5, 11.5, 10.886666666666667)","(6.5, 7.8, 7.523353293413174)","(81.0, 120.0, 102.5)","(91.0, 120.0, 113.33333333333333)"
07-01-2023 16:16:16.391677,"(6.0, 7.4, 7.260606060606061)","(41.0, 160.0, 108.57142857142857)","(7.5, 9.0, 8.846625766871167)","(101.0, 140.0, 125.45454545454545)","(26.0, 60.0, 53.0)","(51.0, 65.0, 60.5)","(5.0, 5.8, 5.794520547945205)","(71.0, 100.0, 92.85714285714286)","(61.0, 95.0, 94.0)","(3.4, 3.85, 3.8024590163934424)","(51.0, 70.0, 65.45454545454545)","(8.5, 11.5, 10.83090909090909)","(6.5, 7.8, 7.525816023738873)","(81.0, 120.0, 102.5)","(91.0, 120.0, 114.0)"
