,Miracle Of Love,Angel Bail,Midnight Sophie,Dana Big Pete,Red Fire Bay,Ski Slope
09-01-2023 19:04:40.282135,"(14.0, 32.0, 23.25)","(1.75, 2.3, 2.009090909090909)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 15.5, 13.970588235294118)"
09-01-2023 19:04:41.136482,"(14.0, 32.0, 23.25)","(1.75, 2.3, 2.0236363636363635)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 15.5, 13.970588235294118)"
09-01-2023 19:04:41.977925,"(14.0, 32.0, 23.25)","(1.75, 2.3, 2.0723076923076924)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 15.5, 13.970588235294118)"
09-01-2023 19:04:42.909733,"(14.0, 32.0, 23.25)","(1.75, 2.3, 2.0723076923076924)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 15.5, 13.970588235294118)"
09-01-2023 19:04:43.834459,"(14.0, 32.0, 23.25)","(1.75, 2.3, 2.0723076923076924)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 15.5, 13.970588235294118)"
09-01-2023 19:04:44.740446,"(14.0, 32.0, 23.25)","(1.75, 2.3, 2.0846153846153843)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 15.5, 13.970588235294118)"
09-01-2023 19:04:45.714542,"(14.0, 32.0, 23.25)","(1.75, 2.3, 2.0846153846153843)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 15.5, 13.970588235294118)"
09-01-2023 19:04:46.588313,"(14.0, 32.0, 23.25)","(1.75, 2.3, 2.0846153846153843)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 15.5, 13.105263157894736)"
09-01-2023 19:04:47.418822,"(14.0, 32.0, 23.25)","(1.75, 2.3, 2.195)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 15.0, 13.105263157894736)"
09-01-2023 19:04:48.276861,"(14.0, 32.0, 23.25)","(1.75, 2.3, 2.0538461538461537)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 15.0, 13.588235294117649)"
09-01-2023 19:04:49.181317,"(14.0, 32.0, 23.25)","(1.75, 2.3, 2.0538461538461537)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 15.0, 13.588235294117649)"
09-01-2023 19:04:50.206418,"(14.0, 32.0, 23.25)","(1.75, 2.3, 2.077142857142857)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 15.0, 13.588235294117649)"
09-01-2023 19:04:51.166333,"(14.0, 32.0, 23.25)","(1.75, 2.3, 2.0309090909090908)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 15.0, 16.3125)"
09-01-2023 19:04:52.072874,"(14.0, 32.0, 23.25)","(1.75, 2.3, 2.066153846153846)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 18.0, 16.366666666666667)"
09-01-2023 19:04:52.998671,"(14.0, 32.0, 23.25)","(1.75, 2.32, 2.001290322580645)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.5, 15.5)"
09-01-2023 19:04:53.838379,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.1799999999999997)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.5, 15.5)"
09-01-2023 19:04:54.687824,"(14.0, 32.0, 23.25)","(1.75, 2.28, 1.9963636363636363)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.5, 15.5)"
09-01-2023 19:04:55.562748,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.0584615384615383)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.5, 15.5)"
09-01-2023 19:04:56.482740,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.1799999999999997)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.5, 15.5)"
09-01-2023 19:04:57.387901,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.1799999999999997)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.5, 13.25)"
09-01-2023 19:04:58.293662,"(14.0, 32.0, 23.25)","(1.75, 2.28, 1.9963636363636363)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.5, 13.35)"
09-01-2023 19:04:59.148058,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.0109090909090908)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.5, 13.35)"
09-01-2023 19:04:59.986349,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.1922580645161287)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.5, 13.35)"
09-01-2023 19:05:00.984226,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.1922580645161287)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.5, 13.35)"
09-01-2023 19:05:01.894687,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.1922580645161287)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.5, 13.35)"
09-01-2023 19:05:02.854045,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.1922580645161287)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.5, 13.35)"
09-01-2023 19:05:03.919341,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.1922580645161287)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.5, 13.35)"
09-01-2023 19:05:04.818601,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.04)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.5, 13.657142857142857)"
09-01-2023 19:05:05.860268,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.083076923076923)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.0, 12.666666666666666)"
09-01-2023 19:05:06.722365,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.0953846153846154)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.0, 12.666666666666666)"
09-01-2023 19:05:07.553957,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.143529411764706)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.0, 12.666666666666666)"
09-01-2023 19:05:08.493168,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.143529411764706)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.0, 12.666666666666666)"
09-01-2023 19:05:09.418383,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.143529411764706)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.0, 12.666666666666666)"
09-01-2023 19:05:10.398384,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.143529411764706)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.0, 15.44)"
09-01-2023 19:05:11.345914,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.076363636363636)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.0, 15.44)"
09-01-2023 19:05:12.270630,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.1054545454545455)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.0, 15.44)"
09-01-2023 19:05:13.170962,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.1345454545454547)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.0, 15.44)"
09-01-2023 19:05:14.002222,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.169230769230769)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.0, 15.44)"
09-01-2023 19:05:14.896985,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.056)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.0, 15.44)"
09-01-2023 19:05:15.867100,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.0276923076923077)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.0, 15.44)"
09-01-2023 19:05:16.801861,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.0276923076923077)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.0, 12.666666666666666)"
09-01-2023 19:05:17.763192,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.0276923076923077)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 17.0, 12.85)"
09-01-2023 19:05:18.622376,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.0276923076923077)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 16.5, 12.85)"
09-01-2023 19:05:19.466979,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.0276923076923077)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 16.5, 12.85)"
09-01-2023 19:05:20.343860,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.04)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 16.5, 12.85)"
09-01-2023 19:05:21.289118,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.04)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.786666666666666)","(10.0, 16.5, 12.85)"
09-01-2023 19:05:22.245763,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.052307692307692)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.786666666666666)","(10.0, 16.5, 12.85)"
09-01-2023 19:05:23.185001,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.0646153846153847)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.786666666666666)","(10.0, 16.5, 12.85)"
09-01-2023 19:05:24.035841,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0272727272727273)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.786666666666666)","(10.0, 16.5, 12.222222222222221)"
09-01-2023 19:05:24.926136,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0418181818181815)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.786666666666666)","(10.0, 16.0, 12.222222222222221)"
09-01-2023 19:05:25.761706,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.056363636363636)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.786666666666666)","(10.0, 16.0, 12.222222222222221)"
09-01-2023 19:05:26.587246,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.070909090909091)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.786666666666666)","(10.0, 16.5, 14.066666666666666)"
09-01-2023 19:05:27.479072,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.1123076923076924)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.786666666666666)","(10.0, 16.5, 12.85)"
09-01-2023 19:05:28.410423,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.1369230769230767)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.786666666666666)","(10.0, 16.5, 12.85)"
09-01-2023 19:05:29.292809,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.129090909090909)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.786666666666666)","(10.0, 16.5, 12.85)"
09-01-2023 19:05:30.197653,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.165)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.786666666666666)","(10.0, 16.5, 12.85)"
09-01-2023 19:05:31.023664,"(14.0, 32.0, 23.25)","(1.75, 2.26, 1.9909090909090907)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.786666666666666)","(10.0, 16.5, 12.85)"
09-01-2023 19:05:31.839391,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0384615384615383)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 4.08)","(10.0, 16.5, 12.85)"
09-01-2023 19:05:32.713067,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0507692307692307)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 4.08)","(10.0, 16.5, 12.85)"
09-01-2023 19:05:33.595727,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0507692307692307)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 4.08)","(10.0, 16.5, 12.95)"
09-01-2023 19:05:34.503560,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.063076923076923)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 4.085714285714285)","(10.0, 16.5, 13.74)"
09-01-2023 19:05:35.432503,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0753846153846154)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 4.085714285714285)","(10.0, 16.5, 13.05)"
09-01-2023 19:05:36.336777,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0876923076923077)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 4.085714285714285)","(10.0, 16.5, 13.466666666666667)"
09-01-2023 19:05:37.233382,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0876923076923077)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.925)","(10.0, 15.5, 14.280000000000001)"
09-01-2023 19:05:38.073113,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0876923076923077)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.925)","(10.0, 15.5, 14.280000000000001)"
09-01-2023 19:05:38.904338,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0876923076923077)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.925)","(10.0, 14.5, 12.8)"
09-01-2023 19:05:39.767263,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0876923076923077)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.925)","(10.0, 14.5, 12.8)"
09-01-2023 19:05:40.655025,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0876923076923077)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.925)","(10.0, 14.5, 12.8)"
09-01-2023 19:05:41.523685,"(14.0, 32.0, 23.25)","(1.75, 2.26, 1.9763636363636363)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.925)","(10.0, 14.5, 11.072727272727272)"
09-01-2023 19:05:42.436546,"(14.0, 32.0, 23.25)","(1.75, 2.26, 1.9909090909090907)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.915)","(10.0, 14.0, 11.45)"
09-01-2023 19:05:43.278871,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.165)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.915)","(10.0, 13.5, 11.45)"
09-01-2023 19:05:44.124678,"(14.0, 32.0, 23.25)","(1.75, 2.1, 1.995)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.525)"
09-01-2023 19:05:44.989527,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.005)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.525)"
09-01-2023 19:05:45.836046,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.0325)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.98)"
09-01-2023 19:05:46.694643,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.015)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:47.571757,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.04)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:48.457737,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.04)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:49.328487,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.04)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:50.199776,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.04)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:51.031649,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.04)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:51.878833,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.028)","(26.0, 110.0, 44.4)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:52.766501,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.0475)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:53.643730,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.035)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:54.538430,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.075555555555556)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:55.435216,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.077777777777778)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:56.291182,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.0325)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:57.160849,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.0325)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:57.998850,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.0325)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:58.860496,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.0325)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.793333333333333)","(10.0, 13.5, 12.9)"
09-01-2023 19:05:59.795536,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.04)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.8066666666666666)","(10.0, 13.5, 12.033333333333333)"
09-01-2023 19:06:00.688096,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.04)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.8066666666666666)","(10.0, 12.5, 12.033333333333333)"
09-01-2023 19:06:01.623590,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.04)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.8066666666666666)","(10.0, 12.5, 12.033333333333333)"
09-01-2023 19:06:02.572182,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.0475)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.8066666666666666)","(10.0, 12.5, 12.033333333333333)"
09-01-2023 19:06:03.458534,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.01375)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.8066666666666666)","(10.0, 12.5, 12.033333333333333)"
09-01-2023 19:06:04.355859,"(14.0, 32.0, 23.25)","(1.75, 2.1, 2.01375)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.8066666666666666)","(10.0, 12.5, 12.033333333333333)"
09-01-2023 19:06:05.180107,"(14.0, 32.0, 23.25)","(1.75, 2.3, 1.9393548387096775)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 12.5, 12.033333333333333)"
09-01-2023 19:06:06.044269,"(14.0, 32.0, 23.25)","(1.75, 2.3, 1.9234482758620688)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 12.5, 11.4)"
09-01-2023 19:06:06.982391,"(14.0, 32.0, 23.25)","(1.75, 2.28, 2.04)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 12.5, 11.4)"
09-01-2023 19:06:07.900660,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0441666666666665)","(26.0, 110.0, 44.4)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 12.5, 11.4)"
09-01-2023 19:06:08.828551,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0324999999999998)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 12.5, 11.4)"
09-01-2023 19:06:09.715585,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0324999999999998)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 12.5, 11.4)"
09-01-2023 19:06:10.547513,"(14.0, 32.0, 23.25)","(1.75, 2.26, 2.0324999999999998)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.52)","(10.0, 12.5, 11.4)"
09-01-2023 19:06:11.405986,"(14.0, 32.0, 23.25)","(1.75, 2.04, 1.9485714285714286)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.853333333333333)","(10.0, 12.5, 11.4)"
09-01-2023 19:06:12.269194,"(14.0, 32.0, 23.25)","(1.75, 2.04, 2.0185714285714287)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.853333333333333)","(10.0, 12.5, 11.4)"
09-01-2023 19:06:13.145193,"(14.0, 32.0, 23.25)","(1.75, 2.04, 2.0185714285714287)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.853333333333333)","(10.0, 12.5, 11.4)"
09-01-2023 19:06:14.070477,"(14.0, 32.0, 23.25)","(1.75, 2.04, 2.0185714285714287)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.853333333333333)","(10.0, 12.5, 11.4)"
09-01-2023 19:06:14.962234,"(14.0, 32.0, 23.25)","(1.75, 2.04, 1.9777777777777779)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.853333333333333)","(10.0, 12.5, 11.4)"
09-01-2023 19:06:15.872299,"(14.0, 32.0, 23.25)","(1.75, 2.04, 1.9644444444444444)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.853333333333333)","(10.0, 12.5, 11.4)"
09-01-2023 19:06:16.755579,"(14.0, 32.0, 23.25)","(1.75, 2.04, 1.9644444444444444)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.853333333333333)","(10.0, 12.5, 10.299999999999999)"
09-01-2023 19:06:17.604983,"(14.0, 32.0, 23.25)","(1.75, 2.04, 1.9644444444444444)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.86)","(10.0, 12.0, 10.733333333333333)"
09-01-2023 19:06:18.453252,"(14.0, 32.0, 23.25)","(1.75, 2.04, 1.9644444444444444)","(26.0, 110.0, 42.90909090909091)","(10.0, 21.0, 14.625)","(2.6, 4.3, 3.8666666666666667)","(10.0, 11.5, 10.733333333333333)"
