,Miracle Of Love,Angel Bail,Midnight Sophie,Dana Big Pete,Red Fire Bay,Ski Slope
09-01-2023 18:59:42.292483,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:43.324022,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:44.348050,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:45.324621,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:46.286636,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:47.132546,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:48.105219,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:49.150454,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:50.226217,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:51.228162,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:52.143039,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:53.113543,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:54.131972,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:55.250589,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:56.308603,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:57.349930,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:58.289854,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 18:59:59.257362,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:00.372507,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:01.446022,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:02.491728,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:03.477718,"(14.0, 32.0, 28.5)","(1.75, 2.0, 1.905)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:04.457256,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:05.458467,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:06.488245,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:07.492049,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:08.470357,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:09.412480,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:10.389174,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:11.434797,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:12.445888,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:13.414936,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:14.438614,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:15.366630,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:16.362582,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:17.408874,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:18.499747,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:19.563559,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:20.532234,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:21.470859,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:22.461915,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:23.504651,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:24.573489,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:25.603401,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:26.606702,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:27.611776,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:28.631869,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:29.668202,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:30.692242,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:31.738897,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:32.726964,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:33.657094,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:34.725510,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:35.740053,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:36.802744,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:37.845361,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:38.905328,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:40.042601,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:41.248031,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:42.459533,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:43.565048,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:44.683549,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:45.827558,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:46.879318,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:48.013454,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:49.145327,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:50.286683,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:51.496773,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:52.538847,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:53.593297,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:54.730282,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:55.836210,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:56.893028,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:57.973441,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:00:59.043920,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:00.053513,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:01.089667,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:02.179712,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:03.278160,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:04.312372,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:05.332600,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:06.423903,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:07.453513,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:08.490911,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:09.628228,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:10.836336,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:12.157316,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:13.392784,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:14.542572,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:15.727153,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:16.927490,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:18.134028,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:19.424459,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:20.594900,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:21.737733,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:22.821624,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:23.907199,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:24.948349,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:26.048344,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:27.249004,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:28.379897,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:29.500983,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:30.584588,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:31.653517,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:32.745144,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:33.894857,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:35.029931,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:36.123454,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:37.180692,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:38.249226,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:39.360846,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:40.486647,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:41.635512,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
09-01-2023 19:01:42.733623,"(14.0, 32.0, 28.5)","(1.75, 2.52, 1.8691666666666666)","(26.0, 110.0, 68.5)","(10.0, 21.0, 18.9)","(2.6, 4.5, 2.85)","(10.0, 18.5, 13.333333333333332)"
