,Earstagrin,Tiger Tommy Nz,Kalypso Sam,Preachers Daughter,Tiza New Day,Ellen Shannon,Karinya Max,Zu Hoffen
06-01-2023 17:31:07.743158,"(31.0, 80.0, 68.0)","(5.5, 99999, 99990)","(19.0, 36.0, 31.25)","(4.6, 7.4, 6.7)","(8.0, 15.0, 11.9)","(6.5, 9.2, 9.0)","(10.0, 14.0, 12.25)","(2.2, 3.45, 2.974)"
06-01-2023 17:31:08.978921,"(31.0, 80.0, 68.0)","(5.5, 99999, 99990)","(19.0, 36.0, 25.75)","(4.6, 7.4, 6.7)","(8.0, 15.0, 11.9)","(6.5, 9.2, 8.123076923076923)","(10.0, 14.0, 12.25)","(2.2, 3.45, 2.692)"
06-01-2023 17:31:10.261491,"(31.0, 80.0, 68.0)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.4, 6.7)","(8.0, 15.0, 11.9)","(6.5, 9.2, 7.345454545454546)","(10.0, 14.0, 11.0)","(2.2, 3.7, 3.0775)"
06-01-2023 17:31:11.459473,"(31.0, 80.0, 68.0)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.4, 6.7)","(8.0, 15.0, 11.9)","(6.5, 9.0, 8.711111111111112)","(10.0, 14.0, 10.791666666666666)","(2.2, 3.35, 3.0775)"
06-01-2023 17:31:12.507330,"(31.0, 80.0, 68.0)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.4, 6.7)","(8.0, 15.0, 11.9)","(6.5, 9.0, 8.711111111111112)","(10.0, 14.0, 10.791666666666666)","(2.2, 3.35, 3.0775)"
06-01-2023 17:31:13.611150,"(31.0, 80.0, 68.0)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.4, 6.7)","(8.0, 15.0, 11.9)","(6.5, 9.0, 8.711111111111112)","(10.0, 13.0, 12.166666666666666)","(2.2, 3.25, 3.0025)"
06-01-2023 17:31:14.803982,"(31.0, 80.0, 68.0)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.2, 6.25)","(8.0, 15.0, 11.9)","(6.5, 9.0, 8.911111111111111)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.25, 2.965)"
06-01-2023 17:31:15.887314,"(31.0, 80.0, 68.0)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.2, 6.25)","(8.0, 17.0, 10.440000000000001)","(6.5, 9.0, 8.08)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.2, 2.965)"
06-01-2023 17:31:17.000767,"(31.0, 80.0, 68.0)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.2, 6.25)","(8.0, 17.0, 10.440000000000001)","(6.5, 8.8, 8.08)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.2, 2.965)"
06-01-2023 17:31:18.210861,"(31.0, 80.0, 68.0)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.2, 6.25)","(8.0, 16.0, 10.24)","(6.5, 8.6, 6.76)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.15, 2.5027272727272725)"
06-01-2023 17:31:19.433461,"(31.0, 80.0, 68.0)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.2, 6.25)","(8.0, 16.0, 11.533333333333333)","(6.5, 9.0, 8.15)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.15, 2.5027272727272725)"
06-01-2023 17:31:20.567054,"(31.0, 80.0, 68.0)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.2, 6.25)","(8.0, 17.0, 11.700000000000001)","(6.5, 8.8, 8.896)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.15, 2.5027272727272725)"
06-01-2023 17:31:21.783409,"(31.0, 80.0, 74.66666666666666)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.2, 6.25)","(8.0, 17.5, 11.700000000000001)","(6.5, 9.0, 8.711111111111112)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.15, 2.8525)"
06-01-2023 17:31:23.009509,"(31.0, 80.0, 74.66666666666666)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.2, 6.25)","(8.0, 17.5, 10.440000000000001)","(6.5, 9.0, 8.711111111111112)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.05, 2.655)"
06-01-2023 17:31:24.201112,"(31.0, 80.0, 74.66666666666666)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.2, 6.25)","(8.0, 17.0, 10.440000000000001)","(6.5, 9.0, 8.711111111111112)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.05, 2.8)"
06-01-2023 17:31:25.456343,"(31.0, 80.0, 74.66666666666666)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.2, 6.25)","(8.0, 17.0, 11.700000000000001)","(6.5, 9.0, 8.711111111111112)","(10.0, 13.0, 11.333333333333334)","(2.2, 2.98, 2.8525)"
06-01-2023 17:31:26.532699,"(31.0, 80.0, 74.66666666666666)","(5.5, 99999, 99990)","(19.0, 34.0, 25.75)","(4.6, 7.2, 6.25)","(8.0, 17.5, 12.65)","(6.5, 9.0, 8.530232558139536)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.05, 2.8525)"
06-01-2023 17:31:27.732120,"(31.0, 80.0, 74.66666666666666)","(5.5, 99999, 99990)","(19.0, 32.0, 25.0)","(4.6, 7.2, 6.25)","(8.0, 16.5, 9.9)","(6.5, 8.8, 8.7)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.05, 2.471428571428571)"
06-01-2023 17:31:28.961534,"(31.0, 80.0, 74.66666666666666)","(5.5, 99999, 99990)","(19.0, 32.0, 26.0)","(4.6, 7.2, 6.25)","(8.0, 16.5, 9.9)","(6.5, 8.8, 8.763380281690141)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.0, 2.815)"
06-01-2023 17:31:29.982340,"(31.0, 80.0, 74.66666666666666)","(5.5, 99999, 99990)","(19.0, 30.0, 26.0)","(4.6, 7.2, 6.25)","(8.0, 16.5, 9.9)","(6.5, 9.0, 8.763380281690141)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.0, 2.8525)"
06-01-2023 17:31:31.134955,"(31.0, 80.0, 74.66666666666666)","(5.5, 99999, 99990)","(19.0, 29.0, 25.333333333333332)","(4.6, 7.2, 6.25)","(8.0, 16.5, 9.9)","(6.5, 9.0, 8.810526315789474)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.05, 2.8525)"
06-01-2023 17:31:32.320860,"(31.0, 80.0, 74.66666666666666)","(5.5, 99999, 99990)","(19.0, 29.0, 24.666666666666668)","(4.6, 7.2, 6.25)","(8.0, 16.5, 9.9)","(6.5, 9.0, 8.585714285714285)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.05, 2.965)"
06-01-2023 17:31:33.545836,"(31.0, 75.0, 66.4)","(5.5, 99999, 99990)","(19.0, 28.0, 24.666666666666668)","(4.6, 7.2, 6.25)","(8.0, 16.5, 10.0)","(6.5, 8.6, 8.77142857142857)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.2, 2.965)"
06-01-2023 17:31:34.776878,"(31.0, 75.0, 66.4)","(5.5, 99999, 99990)","(19.0, 28.0, 24.666666666666668)","(4.6, 7.2, 6.25)","(8.0, 16.0, 12.4)","(6.5, 9.2, 8.616666666666667)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.2, 2.965)"
06-01-2023 17:31:36.122744,"(31.0, 75.0, 66.4)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 16.0, 11.9)","(6.5, 9.2, 8.971428571428572)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.2, 2.89)"
06-01-2023 17:31:37.415538,"(31.0, 70.0, 55.6)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 11.9)","(6.5, 9.4, 8.896296296296297)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.1, 2.4857142857142853)"
06-01-2023 17:31:38.652339,"(31.0, 70.0, 52.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 11.9)","(6.5, 9.0, 8.992592592592592)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.05, 2.466086956521739)"
06-01-2023 17:31:39.875936,"(31.0, 70.0, 52.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 11.9)","(6.5, 9.2, 7.5200000000000005)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.05, 2.466086956521739)"
06-01-2023 17:31:41.402750,"(31.0, 70.0, 52.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 11.9)","(6.5, 9.2, 7.285714285714286)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.05, 2.466086956521739)"
06-01-2023 17:31:42.817161,"(31.0, 70.0, 52.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 13.933333333333334)","(6.5, 9.0, 8.076923076923077)","(10.0, 13.0, 11.333333333333334)","(2.2, 3.05, 2.3968421052631577)"
06-01-2023 17:31:44.220189,"(31.0, 70.0, 52.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 13.933333333333334)","(6.5, 9.0, 8.385714285714286)","(10.0, 13.0, 10.866666666666667)","(2.2, 3.05, 2.3968421052631577)"
06-01-2023 17:31:45.465284,"(31.0, 70.0, 52.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 12.155555555555555)","(6.5, 8.4, 8.757142857142858)","(10.0, 13.0, 10.866666666666667)","(2.2, 3.05, 2.3968421052631577)"
06-01-2023 17:31:46.855667,"(31.0, 70.0, 52.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 12.155555555555555)","(6.5, 8.8, 8.600000000000001)","(10.0, 13.0, 10.866666666666667)","(2.2, 3.05, 2.5329166666666665)"
06-01-2023 17:31:48.205908,"(31.0, 70.0, 52.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 13.933333333333334)","(6.5, 8.8, 8.35)","(10.0, 13.0, 10.866666666666667)","(2.2, 3.05, 2.5671999999999997)"
06-01-2023 17:31:49.505460,"(31.0, 70.0, 52.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 13.933333333333334)","(6.5, 8.8, 8.600000000000001)","(10.0, 13.0, 10.866666666666667)","(2.2, 3.05, 2.5671999999999997)"
06-01-2023 17:31:50.790747,"(31.0, 60.0, 42.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 13.933333333333334)","(6.5, 8.8, 8.485714285714286)","(10.0, 13.0, 10.700000000000001)","(2.2, 3.05, 2.5671999999999997)"
06-01-2023 17:31:52.060548,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 13.933333333333334)","(6.5, 9.0, 9.126315789473685)","(10.0, 12.5, 10.700000000000001)","(2.2, 3.05, 2.5671999999999997)"
06-01-2023 17:31:53.329273,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 13.933333333333334)","(6.5, 9.2, 8.266666666666666)","(10.0, 12.5, 10.700000000000001)","(2.2, 3.05, 2.5671999999999997)"
06-01-2023 17:31:54.585605,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 13.933333333333334)","(6.5, 9.2, 8.585714285714285)","(10.0, 12.5, 10.700000000000001)","(2.2, 3.05, 2.5671999999999997)"
06-01-2023 17:31:55.886159,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 13.933333333333334)","(6.5, 8.6, 8.610526315789473)","(10.0, 12.5, 10.700000000000001)","(2.2, 3.05, 2.5671999999999997)"
06-01-2023 17:31:57.213111,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 13.933333333333334)","(6.5, 9.2, 8.0)","(10.0, 12.5, 10.700000000000001)","(2.2, 3.05, 2.5671999999999997)"
06-01-2023 17:31:58.457874,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 13.933333333333334)","(6.5, 9.0, 8.0)","(10.0, 12.5, 10.700000000000001)","(2.2, 3.05, 2.5671999999999997)"
06-01-2023 17:31:59.578257,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 28.0, 24.833333333333332)","(4.6, 7.2, 6.25)","(8.0, 15.0, 13.933333333333334)","(6.5, 9.0, 7.25)","(10.0, 12.5, 10.700000000000001)","(2.2, 3.05, 2.5671999999999997)"
06-01-2023 17:32:00.781250,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 28.0, 23.666666666666668)","(4.6, 7.2, 6.25)","(8.0, 15.0, 13.933333333333334)","(6.5, 9.0, 8.8)","(10.0, 12.5, 11.25)","(2.2, 3.05, 2.852)"
06-01-2023 17:32:02.026223,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 27.0, 22.25)","(4.6, 7.2, 6.25)","(8.0, 15.0, 13.933333333333334)","(6.5, 9.0, 8.781818181818181)","(10.0, 12.5, 11.25)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:03.256961,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 27.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 15.0, 11.55)","(6.5, 9.0, 7.3)","(10.0, 12.5, 11.25)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:04.525288,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.5, 11.4)","(6.5, 8.8, 7.225)","(10.0, 12.5, 11.25)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:05.768994,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 8.8, 7.225)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:06.991476,"(31.0, 50.0, 44.4)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 8.8, 7.225)","(10.0, 12.5, 11.25)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:08.194428,"(31.0, 50.0, 44.4)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 8.8, 9.322222222222221)","(10.0, 12.5, 11.25)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:09.550436,"(31.0, 50.0, 44.4)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 9.6, 9.42142857142857)","(10.0, 12.5, 11.25)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:10.892279,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 9.6, 9.42142857142857)","(10.0, 12.5, 11.25)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:12.168307,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 9.6, 9.42142857142857)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:13.364215,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 9.6, 8.293333333333333)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:14.574452,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 9.6, 7.800000000000001)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:15.822720,"(31.0, 50.0, 45.42857142857143)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 9.4, 7.800000000000001)","(10.0, 12.5, 11.875)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:17.214037,"(31.0, 50.0, 45.42857142857143)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 9.4, 7.800000000000001)","(10.0, 13.0, 11.875)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:18.524295,"(31.0, 50.0, 45.42857142857143)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 9.4, 8.8)","(10.0, 13.0, 11.875)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:19.820837,"(31.0, 50.0, 45.42857142857143)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 9.2, 8.8)","(10.0, 13.0, 11.875)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:21.277629,"(31.0, 50.0, 45.42857142857143)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 9.2, 8.899999999999999)","(10.0, 13.0, 11.875)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:22.694256,"(31.0, 50.0, 45.42857142857143)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 9.2, 8.8)","(10.0, 13.0, 11.071428571428571)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:24.077730,"(31.0, 50.0, 45.42857142857143)","(5.5, 99999, 99990)","(19.0, 26.0, 21.75)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 9.2, 8.8)","(10.0, 13.0, 11.071428571428571)","(2.2, 2.98, 2.852)"
06-01-2023 17:32:25.400552,"(31.0, 50.0, 45.42857142857143)","(5.5, 99999, 99990)","(19.0, 26.0, 23.333333333333332)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 9.2, 8.1)","(10.0, 13.0, 11.785714285714286)","(2.2, 2.98, 2.84)"
06-01-2023 17:32:26.720900,"(31.0, 50.0, 36.666666666666664)","(5.5, 99999, 99990)","(19.0, 26.0, 23.333333333333332)","(4.6, 7.2, 6.25)","(8.0, 14.0, 11.4)","(6.5, 9.2, 8.533333333333333)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:28.011327,"(31.0, 50.0, 36.666666666666664)","(5.5, 99999, 99990)","(19.0, 26.0, 23.333333333333332)","(4.6, 7.2, 6.25)","(8.0, 14.0, 10.440000000000001)","(6.5, 9.2, 9.094736842105263)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:29.382686,"(31.0, 50.0, 36.666666666666664)","(5.5, 99999, 99990)","(19.0, 26.0, 23.333333333333332)","(4.6, 7.2, 6.25)","(8.0, 17.0, 11.700000000000001)","(6.5, 9.2, 8.2)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:30.713651,"(31.0, 50.0, 36.666666666666664)","(5.5, 99999, 99990)","(19.0, 26.0, 23.333333333333332)","(4.6, 7.2, 6.25)","(8.0, 17.5, 11.700000000000001)","(6.5, 9.2, 8.0)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:31.912654,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 26.0, 23.333333333333332)","(4.6, 7.2, 6.25)","(8.0, 17.5, 11.700000000000001)","(6.5, 9.2, 8.0)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:33.177358,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 26.0, 23.333333333333332)","(4.6, 7.2, 6.25)","(8.0, 17.5, 11.700000000000001)","(6.5, 9.2, 9.0)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:34.477529,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 26.0, 23.333333333333332)","(4.6, 7.2, 6.25)","(8.0, 17.5, 9.525)","(6.5, 9.4, 8.5)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:35.771515,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 26.0, 23.333333333333332)","(4.6, 7.2, 6.25)","(8.0, 17.5, 12.65)","(6.5, 9.4, 8.2)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:37.045684,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 26.0, 23.333333333333332)","(4.6, 7.2, 6.25)","(8.0, 16.5, 12.65)","(6.5, 9.0, 7.9)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:38.302084,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 26.0, 23.333333333333332)","(4.6, 7.2, 6.25)","(8.0, 16.5, 12.65)","(6.5, 9.4, 8.927272727272726)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:39.524154,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 26.0, 27.333333333333336)","(4.6, 7.2, 6.25)","(8.0, 16.5, 11.200000000000001)","(6.5, 9.2, 8.4)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:40.745410,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 32.0, 27.333333333333336)","(4.6, 7.2, 6.25)","(8.0, 16.0, 12.15)","(6.5, 9.4, 8.714285714285714)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:42.028210,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 32.0, 25.0)","(4.6, 7.2, 6.25)","(8.0, 15.5, 12.15)","(6.5, 9.4, 7.685714285714286)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:43.406937,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 32.0, 25.0)","(4.6, 7.2, 6.25)","(8.0, 15.5, 12.15)","(6.5, 9.4, 8.542857142857143)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:44.703962,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 32.0, 24.75)","(4.6, 7.2, 6.25)","(8.0, 15.5, 12.15)","(6.5, 9.4, 8.542857142857143)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:45.778257,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 32.0, 24.75)","(4.6, 7.2, 6.25)","(8.0, 15.5, 10.14)","(6.5, 9.4, 8.542857142857143)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:46.997953,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 32.0, 24.75)","(4.6, 7.2, 6.25)","(8.0, 15.5, 10.14)","(6.5, 9.4, 8.542857142857143)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:48.282900,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 32.0, 24.75)","(4.6, 7.2, 6.25)","(8.0, 15.5, 10.14)","(6.5, 9.4, 8.542857142857143)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:49.465702,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 32.0, 24.75)","(4.6, 7.2, 6.25)","(8.0, 15.5, 10.14)","(6.5, 9.4, 8.542857142857143)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:50.698600,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 32.0, 24.75)","(4.6, 7.2, 6.25)","(8.0, 15.5, 10.14)","(6.5, 9.4, 8.542857142857143)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.7)"
06-01-2023 17:32:51.989177,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 32.0, 24.0)","(4.6, 7.2, 6.25)","(8.0, 15.5, 10.14)","(6.5, 9.4, 8.542857142857143)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.94, 2.6879999999999997)"
06-01-2023 17:32:53.300115,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 30.0, 24.0)","(4.6, 7.2, 6.25)","(8.0, 15.5, 10.14)","(6.5, 9.4, 8.453333333333333)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.92, 2.6879999999999997)"
06-01-2023 17:32:54.567707,"(31.0, 50.0, 42.8)","(5.5, 99999, 99990)","(19.0, 30.0, 24.25)","(4.6, 7.2, 6.25)","(8.0, 15.5, 10.14)","(6.5, 9.2, 8.9)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.92, 2.676)"
06-01-2023 17:32:55.822866,"(31.0, 50.0, 45.42857142857143)","(5.5, 99999, 99990)","(19.0, 30.0, 24.25)","(4.6, 7.2, 6.25)","(8.0, 15.5, 10.14)","(6.5, 9.4, 8.9)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.9, 2.676)"
06-01-2023 17:32:57.073317,"(31.0, 50.0, 45.42857142857143)","(5.5, 99999, 99990)","(19.0, 30.0, 24.25)","(4.6, 7.2, 6.25)","(8.0, 15.5, 10.14)","(6.5, 9.4, 8.9)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.9, 2.676)"
06-01-2023 17:32:58.296851,"(31.0, 50.0, 45.42857142857143)","(5.5, 99999, 99990)","(19.0, 30.0, 24.25)","(4.6, 7.2, 6.25)","(8.0, 15.5, 10.14)","(6.5, 9.4, 8.9)","(10.0, 12.5, 11.785714285714286)","(2.2, 2.9, 2.676)"
