,Sir William Bruce,Jimmys Dream,The Rampant,Dealings Done,Buck Norris,Hill Billy Flyer,Seefeld,Copperchino,Greyt Intentions
11-01-2023 16:18:51.950664,"(7.5, 11.5, 11.142857142857142)","(1.65, 1.76, 1.755)","(10.0, 12.5, 12.227272727272727)","(7.0, 9.6, 9.1)","(18.0, 38.0, 32.0)","(10.0, 18.0, 17.428571428571427)","(13.0, 21.0, 20.043478260869566)","(101.0, 230.0, 190.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:18:53.325636,"(7.5, 11.5, 11.142857142857142)","(1.65, 1.78, 1.76875)","(10.0, 14.0, 13.722222222222221)","(7.0, 9.6, 9.3)","(18.0, 38.0, 33.5)","(10.0, 18.0, 17.428571428571427)","(13.0, 21.0, 20.043478260869566)","(101.0, 230.0, 190.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:18:54.652715,"(7.5, 11.5, 11.083333333333334)","(1.65, 1.78, 1.76875)","(10.0, 14.0, 12.552631578947368)","(7.0, 9.6, 9.3)","(18.0, 38.0, 33.5)","(10.0, 18.0, 17.428571428571427)","(13.0, 21.0, 20.043478260869566)","(101.0, 230.0, 190.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:18:55.886502,"(7.5, 11.5, 11.083333333333334)","(1.65, 1.78, 1.76875)","(10.0, 14.0, 12.552631578947368)","(7.0, 9.6, 9.3)","(18.0, 38.0, 33.5)","(10.0, 18.0, 17.428571428571427)","(13.0, 21.0, 20.043478260869566)","(101.0, 230.0, 190.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:18:57.087363,"(7.5, 11.5, 11.083333333333334)","(1.65, 1.78, 1.76875)","(10.0, 14.0, 12.552631578947368)","(7.5, 9.6, 9.3)","(18.0, 38.0, 33.5)","(10.0, 18.0, 17.428571428571427)","(14.0, 21.0, 20.043478260869566)","(101.0, 230.0, 190.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:18:58.302711,"(7.5, 11.5, 11.083333333333334)","(1.65, 1.78, 1.7666666666666666)","(10.0, 13.5, 13.277777777777779)","(7.5, 9.6, 9.2)","(18.0, 38.0, 33.5)","(10.0, 18.0, 17.25)","(14.0, 21.0, 20.043478260869566)","(101.0, 230.0, 190.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:18:59.738158,"(7.5, 11.5, 11.083333333333334)","(1.65, 1.79, 1.7642857142857142)","(10.0, 13.5, 12.5)","(7.5, 9.6, 9.2)","(18.0, 38.0, 33.09090909090909)","(10.0, 17.5, 17.214285714285715)","(14.0, 21.0, 20.035714285714285)","(101.0, 230.0, 190.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:01.052518,"(7.5, 11.5, 11.083333333333334)","(1.65, 1.79, 1.7705263157894737)","(10.0, 13.5, 12.75)","(7.5, 9.6, 9.22857142857143)","(18.0, 38.0, 33.09090909090909)","(10.0, 17.5, 17.214285714285715)","(14.0, 21.0, 20.035714285714285)","(101.0, 230.0, 190.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:02.292016,"(7.5, 11.5, 11.083333333333334)","(1.65, 1.78, 1.7705263157894737)","(10.0, 13.0, 12.75)","(7.5, 9.4, 9.22857142857143)","(18.0, 38.0, 33.09090909090909)","(10.0, 17.5, 17.214285714285715)","(14.0, 21.0, 20.035714285714285)","(101.0, 230.0, 190.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:03.510608,"(7.5, 11.5, 11.083333333333334)","(1.65, 1.78, 1.7705263157894737)","(10.0, 13.0, 12.75)","(7.5, 9.4, 9.22857142857143)","(18.0, 38.0, 33.09090909090909)","(10.0, 17.5, 16.3)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:04.667290,"(7.5, 11.5, 11.071428571428571)","(1.65, 1.79, 1.7642857142857142)","(10.0, 13.5, 12.204545454545455)","(7.5, 9.6, 9.3)","(18.0, 38.0, 34.625)","(10.0, 17.5, 15.625)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:06.009428,"(7.5, 11.5, 11.071428571428571)","(1.65, 1.79, 1.7649180327868852)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.6, 9.133333333333335)","(18.0, 38.0, 34.625)","(10.0, 17.5, 15.625)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:07.284194,"(7.5, 11.5, 11.071428571428571)","(1.65, 1.79, 1.7649180327868852)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 9.133333333333335)","(18.0, 38.0, 34.625)","(10.0, 17.5, 15.625)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:08.534504,"(7.5, 11.5, 11.071428571428571)","(1.65, 1.79, 1.7649180327868852)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 9.133333333333335)","(18.0, 38.0, 34.625)","(10.0, 17.5, 15.625)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:09.709743,"(7.5, 11.5, 11.071428571428571)","(1.65, 1.79, 1.7649180327868852)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 9.133333333333335)","(18.0, 38.0, 34.625)","(10.0, 17.5, 15.625)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:10.930666,"(7.5, 11.5, 11.071428571428571)","(1.65, 1.79, 1.7649180327868852)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 9.133333333333335)","(18.0, 38.0, 34.625)","(10.0, 17.5, 15.625)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:12.187506,"(7.5, 11.5, 11.071428571428571)","(1.65, 1.79, 1.7649180327868852)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 9.133333333333335)","(18.0, 38.0, 34.625)","(10.0, 17.5, 15.625)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:13.441229,"(7.5, 11.0, 10.9)","(1.65, 1.79, 1.7649180327868852)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 9.133333333333335)","(18.0, 38.0, 34.625)","(10.0, 17.5, 15.625)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:14.723972,"(7.5, 11.0, 10.9)","(1.65, 1.79, 1.7649180327868852)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 9.133333333333335)","(18.0, 38.0, 34.625)","(10.0, 17.5, 15.88888888888889)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:16.014161,"(7.5, 11.0, 10.9)","(1.65, 1.79, 1.7649180327868852)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 9.133333333333335)","(18.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:17.257395,"(7.5, 11.0, 10.833333333333334)","(1.65, 1.79, 1.7649180327868852)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 9.133333333333335)","(18.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:18.629391,"(7.5, 11.0, 10.833333333333334)","(1.65, 1.79, 1.7649180327868852)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 9.133333333333335)","(18.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 180.0)"
11-01-2023 16:19:19.961743,"(7.5, 11.0, 10.833333333333334)","(1.65, 1.79, 1.7649180327868852)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 9.133333333333335)","(18.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:21.329586,"(7.5, 11.0, 10.833333333333334)","(1.65, 1.79, 1.7649180327868852)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 9.133333333333335)","(18.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.03125)","(101.0, 230.0, 195.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:22.697264,"(8.0, 11.0, 10.833333333333334)","(1.6, 1.79, 1.7649180327868852)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 9.133333333333335)","(19.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.03125)","(91.0, 230.0, 195.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:24.029877,"(8.0, 11.0, 10.833333333333334)","(1.6, 1.76, 1.7513793103448276)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 9.133333333333335)","(19.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.03125)","(91.0, 230.0, 195.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:25.236994,"(8.0, 11.0, 10.833333333333334)","(1.6, 1.76, 1.741981981981982)","(10.0, 13.5, 12.195652173913043)","(7.5, 9.8, 9.133333333333335)","(19.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.03125)","(91.0, 230.0, 195.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:26.396896,"(8.0, 11.0, 10.833333333333334)","(1.6, 1.75, 1.7447826086956522)","(10.0, 13.5, 12.195652173913043)","(7.5, 9.8, 9.133333333333335)","(19.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.037037037037038)","(91.0, 230.0, 195.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:27.691347,"(8.0, 11.0, 10.833333333333334)","(1.6, 1.75, 1.7452380952380953)","(10.0, 13.5, 12.195652173913043)","(7.5, 9.8, 9.133333333333335)","(19.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.037037037037038)","(91.0, 230.0, 195.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:28.935774,"(8.0, 11.0, 10.833333333333334)","(1.6, 1.76, 1.7525806451612904)","(10.0, 13.5, 12.195652173913043)","(7.5, 9.8, 9.133333333333335)","(19.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.037037037037038)","(91.0, 230.0, 195.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:30.097844,"(8.0, 11.0, 10.833333333333334)","(1.6, 1.76, 1.7525806451612904)","(10.0, 13.5, 12.195652173913043)","(7.5, 9.8, 9.085714285714287)","(19.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 203.33333333333334)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:31.257510,"(8.0, 11.0, 10.833333333333334)","(1.6, 1.77, 1.7633333333333334)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 8.876923076923077)","(19.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:32.475091,"(8.0, 11.0, 10.833333333333334)","(1.6, 1.79, 1.7636206896551725)","(10.0, 13.5, 12.214285714285714)","(7.5, 9.8, 8.723076923076924)","(19.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:33.740006,"(8.0, 11.0, 10.833333333333334)","(1.6, 1.79, 1.7636206896551725)","(10.0, 13.5, 12.25)","(7.5, 9.8, 9.12)","(19.0, 38.0, 34.8)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:35.051634,"(8.0, 11.0, 10.833333333333334)","(1.6, 1.79, 1.7636206896551725)","(10.0, 13.5, 12.1)","(7.5, 9.6, 9.466666666666667)","(19.0, 38.0, 36.31578947368421)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:36.231950,"(8.0, 11.0, 10.956521739130435)","(1.6, 1.79, 1.7636206896551725)","(10.0, 13.0, 12.1)","(7.5, 9.8, 9.466666666666667)","(19.0, 38.0, 36.31578947368421)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:37.382562,"(8.0, 11.0, 10.956521739130435)","(1.6, 1.79, 1.7636206896551725)","(10.0, 13.0, 12.071428571428571)","(7.5, 9.8, 9.323809523809524)","(19.0, 38.0, 36.22222222222222)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:38.599758,"(8.0, 11.0, 10.956521739130435)","(1.6, 1.79, 1.7636206896551725)","(10.0, 13.0, 12.071428571428571)","(7.5, 9.8, 9.244444444444445)","(19.0, 38.0, 36.22222222222222)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:39.792627,"(8.0, 11.0, 10.956521739130435)","(1.6, 1.79, 1.7636206896551725)","(10.0, 13.0, 12.071428571428571)","(7.5, 9.8, 9.244444444444445)","(19.0, 38.0, 36.22222222222222)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:40.945690,"(8.0, 11.0, 10.956521739130435)","(1.6, 1.79, 1.7636206896551725)","(10.0, 13.0, 12.071428571428571)","(7.5, 9.8, 9.244444444444445)","(19.0, 38.0, 36.22222222222222)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:42.100440,"(8.0, 11.0, 10.956521739130435)","(1.6, 1.79, 1.7636206896551725)","(10.0, 13.0, 12.071428571428571)","(7.5, 9.8, 9.244444444444445)","(19.0, 38.0, 36.22222222222222)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:43.312685,"(8.0, 11.0, 10.956521739130435)","(1.6, 1.79, 1.7636206896551725)","(10.0, 13.0, 12.071428571428571)","(7.5, 9.8, 9.292307692307693)","(19.0, 38.0, 36.22222222222222)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:44.615988,"(8.0, 11.0, 10.956521739130435)","(1.6, 1.79, 1.7636206896551725)","(10.0, 13.0, 12.071428571428571)","(7.5, 9.6, 9.292307692307693)","(19.0, 38.0, 36.22222222222222)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:45.875887,"(8.0, 11.0, 10.956521739130435)","(1.6, 1.79, 1.7636206896551725)","(10.0, 12.0, 11.35897435897436)","(7.5, 9.6, 9.257142857142858)","(19.0, 38.0, 36.22222222222222)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 203.33333333333334)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:47.287658,"(8.0, 11.0, 10.96551724137931)","(1.6, 1.79, 1.7640384615384614)","(10.0, 12.0, 11.30952380952381)","(7.5, 9.6, 9.257142857142858)","(19.0, 38.0, 36.608695652173914)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 203.33333333333334)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:48.660688,"(8.0, 11.0, 10.96551724137931)","(1.6, 1.79, 1.7640384615384614)","(10.0, 11.5, 11.205882352941176)","(7.5, 9.6, 9.257142857142858)","(19.0, 38.0, 36.608695652173914)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 203.33333333333334)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:49.898250,"(8.0, 11.0, 10.96551724137931)","(1.6, 1.79, 1.7640384615384614)","(10.0, 11.5, 11.205882352941176)","(7.5, 9.6, 9.257142857142858)","(19.0, 38.0, 36.608695652173914)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 203.33333333333334)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:51.156790,"(8.0, 11.0, 10.96551724137931)","(1.6, 1.79, 1.7640384615384614)","(10.0, 11.5, 11.205882352941176)","(7.5, 9.6, 9.257142857142858)","(19.0, 38.0, 36.608695652173914)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 203.33333333333334)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:52.398724,"(8.0, 11.0, 10.96551724137931)","(1.6, 1.79, 1.7640384615384614)","(10.0, 11.5, 11.205882352941176)","(7.5, 9.6, 9.257142857142858)","(19.0, 38.0, 36.608695652173914)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 203.33333333333334)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:53.546265,"(8.0, 11.0, 10.96551724137931)","(1.6, 1.79, 1.7640384615384614)","(10.0, 11.5, 11.083333333333334)","(7.5, 9.6, 9.257142857142858)","(19.0, 38.0, 36.608695652173914)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 203.33333333333334)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:54.746510,"(8.0, 11.0, 10.96551724137931)","(1.6, 1.79, 1.7640384615384614)","(10.0, 11.5, 11.083333333333334)","(7.5, 9.6, 9.257142857142858)","(19.0, 38.0, 36.608695652173914)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 203.33333333333334)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:55.927545,"(8.0, 11.0, 10.96551724137931)","(1.6, 1.79, 1.7640384615384614)","(10.0, 11.5, 11.083333333333334)","(7.5, 9.6, 9.257142857142858)","(19.0, 38.0, 36.608695652173914)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 203.33333333333334)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:57.073087,"(8.0, 11.0, 10.96551724137931)","(1.6, 1.79, 1.7640384615384614)","(10.0, 11.5, 11.083333333333334)","(7.5, 9.6, 9.257142857142858)","(19.0, 38.0, 36.608695652173914)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 203.33333333333334)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:58.234836,"(8.0, 11.0, 10.96551724137931)","(1.6, 1.79, 1.7640384615384614)","(10.0, 11.5, 11.083333333333334)","(7.5, 9.6, 9.257142857142858)","(19.0, 38.0, 36.608695652173914)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 203.33333333333334)","(101.0, 220.0, 190.0)"
11-01-2023 16:19:59.396835,"(8.0, 11.0, 10.96551724137931)","(1.6, 1.79, 1.7640384615384614)","(10.0, 11.5, 11.083333333333334)","(7.5, 9.6, 9.257142857142858)","(19.0, 38.0, 36.608695652173914)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 203.33333333333334)","(101.0, 220.0, 190.0)"
11-01-2023 16:20:00.574992,"(8.0, 11.0, 10.956521739130435)","(1.6, 1.79, 1.7640384615384614)","(10.0, 11.5, 11.023809523809524)","(7.5, 9.6, 9.257142857142858)","(19.0, 38.0, 36.608695652173914)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 203.33333333333334)","(101.0, 220.0, 190.0)"
11-01-2023 16:20:01.807699,"(8.0, 11.0, 10.956521739130435)","(1.6, 1.79, 1.7640384615384614)","(10.0, 11.5, 11.023809523809524)","(7.5, 9.6, 9.31764705882353)","(19.0, 38.0, 36.608695652173914)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:20:02.982410,"(8.0, 11.0, 10.961538461538462)","(1.6, 1.79, 1.7640384615384614)","(10.0, 11.5, 11.023809523809524)","(7.5, 9.6, 9.31764705882353)","(19.0, 38.0, 36.608695652173914)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:20:04.176706,"(8.0, 11.0, 10.961538461538462)","(1.6, 1.79, 1.7748275862068965)","(10.0, 11.5, 11.023809523809524)","(7.5, 9.6, 9.066666666666666)","(19.0, 38.0, 35.53846153846154)","(10.0, 17.0, 15.5)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:20:05.426700,"(8.0, 11.0, 10.88888888888889)","(1.6, 1.8, 1.783125)","(10.0, 11.5, 11.023809523809524)","(7.5, 9.6, 9.230769230769232)","(19.0, 38.0, 35.53846153846154)","(10.0, 17.0, 15.25)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:20:06.680995,"(8.0, 11.0, 10.88888888888889)","(1.6, 1.8, 1.7916666666666667)","(10.0, 11.5, 11.131578947368421)","(7.5, 9.6, 9.230769230769232)","(19.0, 38.0, 35.53846153846154)","(10.0, 16.5, 15.11111111111111)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:20:07.882298,"(8.0, 11.0, 10.88888888888889)","(1.6, 1.81, 1.796875)","(10.0, 11.5, 11.131578947368421)","(7.5, 9.6, 9.230769230769232)","(19.0, 38.0, 36.22222222222222)","(10.0, 16.5, 15.11111111111111)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 190.0)"
11-01-2023 16:20:09.053126,"(8.0, 11.5, 11.142857142857142)","(1.6, 1.8, 1.79125)","(10.0, 11.5, 11.131578947368421)","(7.5, 9.6, 9.230769230769232)","(19.0, 38.0, 36.22222222222222)","(10.0, 16.5, 14.88888888888889)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:20:10.239447,"(8.0, 11.5, 11.142857142857142)","(1.6, 1.8, 1.79125)","(10.0, 11.5, 11.131578947368421)","(7.5, 9.6, 9.230769230769232)","(19.0, 38.0, 35.714285714285715)","(10.0, 16.0, 14.533333333333333)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:20:11.406788,"(8.0, 11.5, 11.142857142857142)","(1.6, 1.8, 1.79125)","(10.0, 11.5, 11.131578947368421)","(7.5, 9.6, 9.066666666666666)","(19.0, 38.0, 35.714285714285715)","(10.0, 16.0, 14.533333333333333)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:20:12.589758,"(8.0, 11.5, 11.333333333333334)","(1.6, 1.8, 1.79125)","(10.0, 11.5, 11.131578947368421)","(7.5, 9.6, 9.066666666666666)","(19.0, 38.0, 35.714285714285715)","(10.0, 16.0, 14.533333333333333)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 166.66666666666666)"
11-01-2023 16:20:13.759966,"(8.0, 11.5, 11.333333333333334)","(1.6, 1.8, 1.79125)","(10.0, 11.5, 11.131578947368421)","(7.5, 9.6, 9.066666666666666)","(19.0, 38.0, 35.714285714285715)","(10.0, 16.0, 14.533333333333333)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:20:14.951339,"(8.0, 11.5, 11.333333333333334)","(1.6, 1.8, 1.79125)","(10.0, 11.5, 11.131578947368421)","(7.5, 9.6, 8.933333333333334)","(19.0, 38.0, 35.714285714285715)","(10.0, 16.0, 14.533333333333333)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:20:16.155488,"(8.0, 11.5, 11.333333333333334)","(1.6, 1.8, 1.79125)","(10.0, 11.5, 11.174418604651162)","(7.5, 9.6, 8.933333333333334)","(19.0, 38.0, 35.714285714285715)","(10.0, 16.0, 14.533333333333333)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:20:17.311885,"(8.0, 11.5, 11.333333333333334)","(1.6, 1.8, 1.79125)","(10.0, 11.5, 11.174418604651162)","(7.5, 9.6, 8.933333333333334)","(19.0, 38.0, 35.53846153846154)","(10.0, 16.0, 14.533333333333333)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:20:18.451158,"(8.0, 11.5, 11.333333333333334)","(1.6, 1.81, 1.7963157894736843)","(10.0, 11.5, 11.174418604651162)","(7.5, 9.6, 8.933333333333334)","(19.0, 38.0, 35.53846153846154)","(10.0, 16.0, 14.421052631578947)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:20:19.494865,"(8.0, 11.5, 11.333333333333334)","(1.6, 1.81, 1.7963157894736843)","(10.0, 11.5, 11.174418604651162)","(7.5, 9.6, 8.933333333333334)","(19.0, 38.0, 35.53846153846154)","(10.0, 16.0, 14.421052631578947)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:20:20.561889,"(8.0, 11.5, 11.333333333333334)","(1.6, 1.81, 1.7963157894736843)","(10.0, 11.5, 11.174418604651162)","(7.5, 9.6, 8.933333333333334)","(19.0, 38.0, 35.53846153846154)","(10.0, 16.0, 14.666666666666666)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:20:21.692695,"(8.0, 11.5, 11.333333333333334)","(1.6, 1.81, 1.7963157894736843)","(10.0, 11.5, 11.174418604651162)","(7.5, 9.6, 8.933333333333334)","(19.0, 38.0, 35.53846153846154)","(10.0, 15.5, 14.666666666666666)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:20:22.806075,"(8.0, 11.5, 11.333333333333334)","(1.6, 1.81, 1.7963157894736843)","(10.0, 11.5, 11.174418604651162)","(7.5, 9.6, 8.933333333333334)","(19.0, 38.0, 35.53846153846154)","(10.0, 15.5, 14.4)","(14.0, 21.0, 20.041666666666668)","(91.0, 230.0, 190.0)","(101.0, 220.0, 173.33333333333334)"
