,Sir William Bruce,Jimmys Dream,The Rampant,Dealings Done,Buck Norris,Hill Billy Flyer,Seefeld,Copperchino,Greyt Intentions
11-01-2023 16:15:38.422373,"(7.0, 10.5, 9.913333333333334)","(1.7, 1.84, 1.8342857142857143)","(10.0, 13.0, 12.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 22.666666666666668)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:39.729435,"(7.0, 10.5, 9.913333333333334)","(1.7, 1.84, 1.8342857142857143)","(10.0, 13.0, 12.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 22.666666666666668)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:41.005363,"(7.0, 10.5, 9.913333333333334)","(1.7, 1.84, 1.8342857142857143)","(10.0, 13.0, 12.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 22.666666666666668)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:42.234915,"(7.0, 10.5, 9.913333333333334)","(1.7, 1.84, 1.8291082802547771)","(10.0, 13.0, 12.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.863636363636363)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 190.0)","(101.0, 220.0, 160.0)"
11-01-2023 16:15:43.419216,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8291082802547771)","(10.0, 13.0, 12.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.85)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:44.607943,"(7.0, 10.5, 9.78)","(1.7, 1.83, 1.8291082802547771)","(10.0, 13.0, 12.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.85)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:45.855262,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8291082802547771)","(10.0, 13.0, 12.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.85)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:47.052895,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8291082802547771)","(10.0, 13.0, 12.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.85)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:48.167950,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8291082802547771)","(10.0, 13.0, 13.041666666666666)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.85)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:49.244345,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8138461538461539)","(10.0, 14.5, 12.833333333333334)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.85)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:50.433019,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.5, 12.694444444444445)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.85)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:51.669049,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.5, 13.428571428571429)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.85)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:52.906757,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.428571428571429)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.85)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:54.135756,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.428571428571429)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.85)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:55.303241,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.428571428571429)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:56.490033,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.428571428571429)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:57.653058,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.428571428571429)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:15:58.886514,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.428571428571429)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:00.133834,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.428571428571429)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:01.366866,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.428571428571429)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:02.580922,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.428571428571429)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:03.747338,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.428571428571429)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:04.899334,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.428571428571429)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:06.146476,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.428571428571429)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:07.376983,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:08.587301,"(7.0, 10.0, 9.8)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:09.924580,"(7.0, 10.0, 9.92)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:11.169942,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:12.408769,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:13.668562,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:14.885004,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:16.146821,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:17.390790,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:18.473084,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:19.732767,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 14.0, 13.25)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:20.954462,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 13.5, 12.722222222222221)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:22.228731,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 13.5, 12.722222222222221)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:23.529679,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 13.5, 12.722222222222221)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:24.811245,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 13.5, 12.722222222222221)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:26.206380,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 13.5, 12.722222222222221)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:27.435371,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 13.5, 12.722222222222221)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:28.725651,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 13.5, 12.722222222222221)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.130434782608695)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:29.929342,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 13.5, 12.625)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.157894736842106)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:31.126665,"(7.0, 10.5, 9.95)","(1.7, 1.83, 1.8052000000000001)","(10.0, 13.5, 12.625)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.157894736842106)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:32.305276,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 13.5, 12.625)","(6.5, 10.5, 10.16)","(16.0, 24.0, 23.333333333333332)","(10.0, 16.5, 14.25)","(12.0, 21.0, 18.157894736842106)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:33.518243,"(7.0, 10.0, 9.88)","(1.7, 1.83, 1.8052000000000001)","(10.0, 13.5, 12.625)","(6.5, 10.5, 10.16)","(16.0, 24.0, 24.733333333333334)","(10.0, 16.5, 14.222222222222221)","(12.0, 21.0, 19.92)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:34.645719,"(7.0, 10.0, 9.977777777777778)","(1.7, 1.82, 1.7991935483870969)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.133333333333333)","(16.0, 25.0, 24.5)","(10.0, 16.0, 14.2)","(12.0, 21.0, 20.06896551724138)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:35.748911,"(7.0, 10.5, 10.200000000000001)","(1.7, 1.79, 1.7782051282051283)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.133333333333333)","(16.0, 25.0, 30.0)","(10.0, 15.0, 14.2)","(12.0, 21.0, 20.06896551724138)","(101.0, 220.0, 180.0)","(101.0, 220.0, 175.0)"
11-01-2023 16:16:36.823184,"(7.0, 11.0, 10.200000000000001)","(1.7, 1.79, 1.7772222222222223)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 30.315789473684212)","(10.0, 15.0, 14.2)","(12.0, 21.0, 20.06896551724138)","(101.0, 220.0, 190.0)","(101.0, 220.0, 160.0)"
11-01-2023 16:16:38.049089,"(7.0, 11.0, 10.200000000000001)","(1.7, 1.79, 1.8046666666666666)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 27.571428571428573)","(10.0, 15.0, 14.2)","(12.0, 21.0, 19.434782608695652)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:39.277998,"(7.0, 11.0, 10.200000000000001)","(1.7, 1.81, 1.8046666666666666)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 34.0, 27.571428571428573)","(10.0, 15.0, 14.2)","(12.0, 21.0, 18.15)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:40.505712,"(7.0, 11.0, 10.200000000000001)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 34.0, 27.571428571428573)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.666666666666668)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:41.712655,"(7.0, 11.0, 10.200000000000001)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 34.0, 31.0)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.818181818181817)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:42.945330,"(7.0, 11.0, 10.333333333333334)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 28.5)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.818181818181817)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:44.159961,"(7.0, 11.0, 10.4)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 28.5)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.818181818181817)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:45.394046,"(7.0, 11.0, 10.4)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 28.5)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.818181818181817)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:46.608120,"(7.0, 11.0, 10.4)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 28.5)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.818181818181817)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:47.836525,"(7.0, 11.0, 10.4)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 28.5)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.818181818181817)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:49.175954,"(7.0, 11.0, 10.4)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 28.5)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.818181818181817)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:50.353309,"(7.0, 11.0, 10.4)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 28.5)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.818181818181817)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:51.414193,"(7.0, 11.0, 10.856410256410257)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 28.5)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.818181818181817)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:52.502592,"(7.0, 11.0, 10.856410256410257)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 28.5)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.818181818181817)","(101.0, 220.0, 190.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:53.651037,"(7.0, 11.0, 10.856410256410257)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 28.5)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.818181818181817)","(101.0, 220.0, 190.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:54.804709,"(7.0, 10.5, 10.45135135135135)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 29.0)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.833333333333332)","(101.0, 220.0, 190.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:56.162321,"(7.0, 10.5, 10.45135135135135)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 29.0)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.833333333333332)","(101.0, 220.0, 190.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:57.365377,"(7.0, 10.5, 10.45135135135135)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 29.0)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.833333333333332)","(101.0, 220.0, 190.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:58.554850,"(7.0, 10.5, 10.45135135135135)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 32.0, 28.666666666666668)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.833333333333332)","(101.0, 220.0, 190.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:16:59.744194,"(7.0, 10.5, 10.45135135135135)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 34.0, 34.46153846153846)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.833333333333332)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:17:00.974427,"(7.0, 10.5, 10.45135135135135)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 36.0, 34.46153846153846)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.833333333333332)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:17:02.292553,"(7.0, 11.0, 10.856410256410257)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 36.0, 34.46153846153846)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.791666666666668)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:17:03.436132,"(7.0, 11.0, 10.856410256410257)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 36.0, 34.46153846153846)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.791666666666668)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:17:04.541586,"(7.0, 11.0, 10.856410256410257)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 36.0, 34.46153846153846)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.791666666666668)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:17:05.648897,"(7.0, 11.0, 10.856410256410257)","(1.7, 1.81, 1.7888235294117647)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 36.0, 34.46153846153846)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.791666666666668)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:17:06.748877,"(7.0, 11.0, 10.856410256410257)","(1.7, 1.79, 1.772909090909091)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 36.0, 34.46153846153846)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.791666666666668)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:17:07.930078,"(7.0, 11.0, 10.856410256410257)","(1.7, 1.79, 1.772909090909091)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 36.0, 34.46153846153846)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.791666666666668)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:17:09.128864,"(7.0, 11.0, 10.856410256410257)","(1.7, 1.79, 1.7730188679245282)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 36.0, 34.46153846153846)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.791666666666668)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:17:10.277993,"(7.0, 11.0, 10.856410256410257)","(1.7, 1.79, 1.7730188679245282)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 10.16)","(16.0, 36.0, 34.46153846153846)","(10.0, 15.0, 14.2)","(12.0, 21.0, 17.791666666666668)","(101.0, 220.0, 184.0)","(101.0, 220.0, 170.0)"
11-01-2023 16:17:11.467614,"(7.0, 11.0, 10.856410256410257)","(1.7, 1.79, 1.7730188679245282)","(10.0, 13.0, 12.128205128205128)","(6.5, 10.5, 9.933333333333334)","(16.0, 36.0, 34.46153846153846)","(10.0, 15.0, 14.2)","(12.0, 21.0, 19.216216216216218)","(101.0, 220.0, 180.0)","(101.0, 220.0, 186.66666666666669)"
