,Coppola Bale,Besant Bale,Yellow Hawk,Tessa Poppy,Ferocious Betty,Trending Yale,Xyloid Bale,Kanji Waco
11-01-2023 18:24:49.520693,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 19.5, 18.75)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 10.0, 8.3125)"
11-01-2023 18:24:50.623051,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 19.5, 18.75)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 10.0, 8.3125)"
11-01-2023 18:24:51.645543,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 19.5, 18.75)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 10.0, 8.3125)"
11-01-2023 18:24:52.715898,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 19.5, 18.75)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 10.0, 8.3125)"
11-01-2023 18:24:53.817766,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 19.5, 17.26923076923077)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 10.0, 8.3125)"
11-01-2023 18:24:54.976766,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 16.366666666666667)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 10.0, 8.600000000000001)"
11-01-2023 18:24:56.199952,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 16.366666666666667)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.8, 8.600000000000001)"
11-01-2023 18:24:57.370832,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 16.366666666666667)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.8, 8.600000000000001)"
11-01-2023 18:24:58.576557,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 16.366666666666667)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.8, 8.600000000000001)"
11-01-2023 18:24:59.724522,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 14.842105263157894)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.8, 8.600000000000001)"
11-01-2023 18:25:00.899405,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.0, 15.65625)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.8, 8.600000000000001)"
11-01-2023 18:25:02.069385,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.0, 15.65625)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.8, 8.600000000000001)"
11-01-2023 18:25:03.221569,"(9.0, 16.5, 13.642857142857142)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.0, 16.916666666666668)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.8, 8.600000000000001)"
11-01-2023 18:25:04.416777,"(9.0, 16.5, 13.642857142857142)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 16.916666666666668)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.8, 8.600000000000001)"
11-01-2023 18:25:05.633204,"(9.0, 16.5, 13.642857142857142)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 15.3125)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.8, 8.600000000000001)"
11-01-2023 18:25:06.886670,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 15.3125)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.8, 8.600000000000001)"
11-01-2023 18:25:08.086279,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 15.3125)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.8, 8.600000000000001)"
11-01-2023 18:25:09.282581,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 15.3125)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.8, 8.600000000000001)"
11-01-2023 18:25:10.440476,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 15.3125)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.8, 8.5)"
11-01-2023 18:25:11.542526,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 15.3125)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.6)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.6, 8.5)"
11-01-2023 18:25:12.607392,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 15.3125)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 6.8, 5.7)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.6, 8.5)"
11-01-2023 18:25:13.667527,"(9.0, 16.5, 14.666666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 15.3125)","(13.0, 27.0, 23.0)","(13.0, 29.0, 22.0)","(4.4, 7.0, 4.555555555555556)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.6, 8.5)"
11-01-2023 18:25:14.710031,"(9.0, 16.5, 14.384615384615385)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 15.3125)","(13.0, 27.0, 20.714285714285715)","(13.0, 29.0, 22.0)","(4.4, 7.2, 4.95)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.6, 8.5)"
11-01-2023 18:25:15.794250,"(9.0, 16.5, 14.3)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 25.0, 20.142857142857142)","(13.0, 29.0, 22.0)","(4.4, 6.6, 4.622222222222223)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.6, 8.5)"
11-01-2023 18:25:16.882591,"(9.0, 16.5, 14.3)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 24.0, 18.272727272727273)","(13.0, 29.0, 26.666666666666668)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.6, 8.5)"
11-01-2023 18:25:18.008144,"(9.0, 16.5, 13.166666666666666)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 24.0, 18.272727272727273)","(13.0, 29.0, 27.3125)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6685714285714286)","(7.0, 9.6, 8.577777777777778)"
11-01-2023 18:25:19.058332,"(9.0, 16.5, 13.423076923076923)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 24.0, 18.272727272727273)","(13.0, 29.0, 27.3125)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6660000000000004)","(7.0, 9.8, 8.577777777777778)"
11-01-2023 18:25:20.075339,"(9.0, 16.5, 13.423076923076923)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 24.0, 18.272727272727273)","(13.0, 29.0, 27.3125)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6750000000000003)","(7.0, 9.8, 8.8)"
11-01-2023 18:25:21.130777,"(9.0, 16.5, 13.423076923076923)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 24.0, 18.272727272727273)","(13.0, 29.0, 25.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6750000000000003)","(7.0, 9.8, 8.8)"
11-01-2023 18:25:22.226115,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 25.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6750000000000003)","(7.0, 9.8, 8.8)"
11-01-2023 18:25:23.288371,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.75)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6750000000000003)","(7.0, 9.8, 8.8)"
11-01-2023 18:25:24.377053,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6750000000000003)","(7.0, 9.8, 8.8)"
11-01-2023 18:25:25.505276,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6750000000000003)","(7.0, 9.8, 8.8)"
11-01-2023 18:25:26.600499,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6750000000000003)","(7.0, 9.8, 8.8)"
11-01-2023 18:25:27.749594,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6750000000000003)","(7.0, 9.8, 8.8)"
11-01-2023 18:25:28.955100,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6654545454545455)","(7.0, 9.8, 8.8)"
11-01-2023 18:25:30.171895,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6654545454545455)","(7.0, 9.8, 8.8)"
11-01-2023 18:25:31.289912,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.552631578947368)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6654545454545455)","(7.0, 9.8, 8.8)"
11-01-2023 18:25:32.511778,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.777777777777779)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6654545454545455)","(7.0, 9.8, 8.8)"
11-01-2023 18:25:33.893032,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.777777777777779)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6654545454545455)","(7.0, 9.8, 8.8)"
11-01-2023 18:25:35.207518,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.777777777777779)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6654545454545455)","(7.0, 9.8, 8.8)"
11-01-2023 18:25:36.421800,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.777777777777779)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6654545454545455)","(7.0, 9.8, 8.675)"
11-01-2023 18:25:37.572382,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.777777777777779)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6654545454545455)","(7.0, 9.8, 8.675)"
11-01-2023 18:25:38.660195,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.777777777777779)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6654545454545455)","(7.0, 9.8, 8.675)"
11-01-2023 18:25:39.855587,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.777777777777779)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6654545454545455)","(7.0, 9.8, 8.675)"
11-01-2023 18:25:41.034497,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 14.777777777777779)","(13.0, 24.0, 18.272727272727273)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.5538461538461545)","(1.95, 2.72, 2.6750000000000003)","(7.0, 9.8, 8.675)"
11-01-2023 18:25:42.214747,"(9.0, 16.5, 14.595238095238095)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 16.264705882352942)","(13.0, 24.0, 20.142857142857142)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.622222222222223)","(1.95, 2.72, 2.1235897435897435)","(7.0, 9.8, 8.981818181818182)"
11-01-2023 18:25:43.426262,"(9.0, 16.5, 14.9)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 18.375)","(13.0, 24.0, 22.875)","(13.0, 28.0, 21.5)","(4.4, 6.4, 4.622222222222223)","(1.95, 2.42, 2.125945945945946)","(7.0, 9.8, 9.157142857142858)"
11-01-2023 18:25:44.579586,"(9.0, 16.5, 14.9)","(17.0, 40.0, 25.666666666666668)","(10.0, 19.5, 16.72222222222222)","(13.0, 24.0, 22.875)","(13.0, 28.0, 26.4375)","(4.4, 6.4, 4.622222222222223)","(1.95, 2.42, 2.1415384615384614)","(7.0, 9.8, 9.157142857142858)"
11-01-2023 18:25:45.727137,"(9.0, 16.5, 14.9)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 16.72222222222222)","(13.0, 24.0, 22.875)","(13.0, 28.0, 26.863636363636367)","(4.4, 6.4, 4.622222222222223)","(1.95, 2.4, 2.1415384615384614)","(7.0, 9.8, 9.157142857142858)"
11-01-2023 18:25:46.826131,"(9.0, 16.5, 14.147058823529411)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 16.72222222222222)","(13.0, 24.0, 22.9375)","(13.0, 28.0, 26.863636363636367)","(4.4, 6.4, 4.6000000000000005)","(1.95, 2.4, 2.1415384615384614)","(7.0, 9.8, 9.04)"
11-01-2023 18:25:47.990817,"(9.0, 16.5, 13.227272727272727)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.833333333333332)","(13.0, 24.0, 22.9375)","(13.0, 28.0, 26.4375)","(4.4, 6.0, 5.15)","(1.95, 2.4, 2.1415384615384614)","(7.0, 10.0, 10.86)"
11-01-2023 18:25:49.264687,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.38888888888889)","(13.0, 24.0, 22.9375)","(13.0, 28.0, 25.0)","(4.4, 5.9, 5.2)","(1.95, 2.4, 2.1415384615384614)","(7.0, 12.0, 10.86)"
11-01-2023 18:25:50.584583,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.38888888888889)","(13.0, 24.0, 22.9375)","(13.0, 28.0, 22.25)","(4.4, 6.0, 5.2)","(1.95, 2.4, 2.144)","(7.0, 12.0, 10.86)"
11-01-2023 18:25:51.923054,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.38888888888889)","(13.0, 24.0, 22.0)","(13.0, 28.0, 22.25)","(4.4, 6.0, 5.2)","(1.95, 2.4, 2.144)","(7.0, 12.0, 10.86)"
11-01-2023 18:25:53.183276,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.38888888888889)","(13.0, 24.0, 22.0)","(13.0, 28.0, 22.25)","(4.4, 6.0, 4.688888888888889)","(1.95, 2.4, 2.144)","(7.0, 12.0, 10.86)"
11-01-2023 18:25:54.374511,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.38888888888889)","(13.0, 24.0, 22.0)","(13.0, 28.0, 22.25)","(4.4, 7.0, 4.616666666666667)","(1.95, 2.4, 2.121739130434783)","(7.0, 12.0, 10.86)"
11-01-2023 18:25:55.546446,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.38888888888889)","(13.0, 24.0, 22.0)","(13.0, 28.0, 22.25)","(4.4, 7.0, 4.616666666666667)","(1.95, 2.4, 2.121739130434783)","(7.0, 12.0, 10.86)"
11-01-2023 18:25:56.746239,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.38888888888889)","(13.0, 24.0, 22.0)","(13.0, 28.0, 22.25)","(4.4, 7.0, 4.616666666666667)","(1.95, 2.4, 2.1333333333333333)","(7.0, 12.0, 10.86)"
11-01-2023 18:25:58.116449,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.38888888888889)","(13.0, 24.0, 22.0)","(13.0, 28.0, 22.25)","(4.4, 7.0, 4.616666666666667)","(1.95, 2.4, 2.1333333333333333)","(7.0, 12.0, 10.86)"
11-01-2023 18:25:59.398783,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.38888888888889)","(13.0, 24.0, 22.0)","(13.0, 28.0, 22.25)","(4.4, 7.0, 4.616666666666667)","(1.95, 2.4, 2.121739130434783)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:00.640575,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.38888888888889)","(13.0, 24.0, 22.0)","(13.0, 28.0, 22.25)","(4.4, 7.0, 4.616666666666667)","(1.95, 2.4, 2.121739130434783)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:02.062697,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.38888888888889)","(13.0, 24.0, 22.0)","(13.0, 28.0, 22.25)","(4.4, 7.0, 4.616666666666667)","(1.95, 2.4, 2.121739130434783)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:03.374259,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.38888888888889)","(13.0, 24.0, 22.0)","(13.0, 28.0, 22.25)","(4.4, 7.0, 4.616666666666667)","(1.95, 2.4, 2.1333333333333333)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:04.603093,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.38888888888889)","(13.0, 24.0, 22.0)","(13.0, 28.0, 22.25)","(4.4, 7.0, 4.616666666666667)","(1.95, 2.4, 2.121739130434783)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:05.901104,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 14.166666666666666)","(13.0, 24.0, 22.0)","(13.0, 28.0, 22.25)","(4.4, 7.0, 4.616666666666667)","(1.95, 2.4, 2.121739130434783)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:07.337995,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 14.166666666666666)","(13.0, 24.0, 22.0)","(13.0, 28.0, 22.25)","(4.4, 7.0, 4.616666666666667)","(1.95, 2.4, 2.121739130434783)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:08.658363,"(9.0, 15.5, 14.115384615384615)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 14.166666666666666)","(13.0, 24.0, 22.0)","(13.0, 28.0, 22.25)","(4.4, 7.0, 4.616666666666667)","(1.95, 2.4, 2.1333333333333333)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:09.959972,"(9.0, 15.5, 13.5)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 14.166666666666666)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 7.0, 5.386666666666667)","(1.95, 2.4, 2.1333333333333333)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:11.232493,"(9.0, 15.5, 13.5)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 14.166666666666666)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 7.0, 4.616666666666667)","(1.95, 2.4, 2.121739130434783)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:12.446640,"(9.0, 15.5, 13.5)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 14.166666666666666)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 7.0, 4.7)","(1.95, 2.4, 2.121739130434783)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:13.662943,"(9.0, 15.5, 13.5)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 14.166666666666666)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 6.8, 5.3428571428571425)","(1.95, 2.4, 2.121739130434783)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:14.931660,"(9.0, 15.5, 13.5)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.5, 15.65625)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 6.6, 5.3428571428571425)","(1.95, 2.4, 2.165714285714286)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:16.286253,"(9.0, 15.5, 13.5)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.0, 15.3125)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 6.6, 5.3428571428571425)","(1.95, 2.38, 2.165714285714286)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:17.632263,"(9.0, 15.5, 13.5)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 15.3125)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 6.6, 5.3428571428571425)","(1.95, 2.38, 2.1034782608695655)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:18.968796,"(9.0, 15.5, 13.5)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 15.3125)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 6.6, 5.3428571428571425)","(1.95, 2.26, 2.1609523809523807)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:20.288856,"(9.0, 15.5, 13.5)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 15.3125)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 6.6, 5.3428571428571425)","(1.95, 2.26, 2.155)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:21.573704,"(9.0, 15.5, 13.5)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 15.3125)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 6.6, 5.3428571428571425)","(1.95, 2.26, 2.1983333333333337)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:22.823770,"(9.0, 15.5, 13.5)","(17.0, 40.0, 25.666666666666668)","(10.0, 17.5, 15.65625)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 6.6, 5.3428571428571425)","(1.95, 2.24, 2.20875)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:24.011548,"(9.0, 15.5, 13.5)","(17.0, 40.0, 25.666666666666668)","(10.0, 18.0, 15.65625)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 6.6, 5.3428571428571425)","(1.95, 2.24, 2.2150000000000003)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:25.272727,"(9.0, 15.5, 13.5)","(17.0, 40.0, 30.72222222222222)","(10.0, 18.0, 15.65625)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 6.6, 5.3428571428571425)","(1.95, 2.24, 2.2150000000000003)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:26.519108,"(9.0, 15.5, 13.5)","(17.0, 46.0, 30.72222222222222)","(10.0, 18.0, 15.65625)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 6.6, 5.3428571428571425)","(1.95, 2.24, 2.2150000000000003)","(7.0, 12.0, 10.86)"
11-01-2023 18:26:27.802584,"(9.0, 15.5, 13.5)","(17.0, 42.0, 37.3)","(10.0, 18.0, 14.842105263157894)","(13.0, 24.0, 22.4)","(13.0, 28.0, 22.25)","(4.4, 6.6, 5.3428571428571425)","(1.95, 2.24, 2.2150000000000003)","(7.0, 12.0, 10.86)"
