,Assertin Lady,Astrophysics,Bout,Chica Bonita,Harbelle,Kasear,Shadie Milly,Shes Enuff,Vancity
15-12-2022 14:44:41.958285,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 170.0)","(7.5, 12.0, 10.95)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 63.25)","(26.0, 46.0, 37.0)","(51.0, 270.0, 130.0)"
15-12-2022 14:44:43.119543,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 170.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 131.1818181818182)","(26.0, 46.0, 37.0)","(51.0, 270.0, 130.0)"
15-12-2022 14:44:44.233897,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 170.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 37.0)","(51.0, 270.0, 130.0)"
15-12-2022 14:44:45.353817,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 170.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 37.0)","(51.0, 270.0, 244.375)"
15-12-2022 14:44:46.485638,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 195.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 37.0)","(51.0, 270.0, 244.375)"
15-12-2022 14:44:47.573138,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 195.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 37.0)","(51.0, 270.0, 244.375)"
15-12-2022 14:44:48.600990,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 195.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 37.0)","(51.0, 270.0, 244.375)"
15-12-2022 14:44:49.702370,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 195.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 37.0)","(51.0, 270.0, 244.375)"
15-12-2022 14:44:50.785474,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 195.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 37.0)","(51.0, 270.0, 244.375)"
15-12-2022 14:44:51.847131,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 195.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 37.0)","(51.0, 270.0, 244.375)"
15-12-2022 14:44:52.925153,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 195.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 37.0)","(51.0, 270.0, 244.375)"
15-12-2022 14:44:53.948163,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 195.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 37.0)","(51.0, 270.0, 244.375)"
15-12-2022 14:44:54.963349,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 195.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 37.0)","(51.0, 270.0, 170.0)"
15-12-2022 14:44:56.042811,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 170.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 37.0)","(51.0, 270.0, 170.0)"
15-12-2022 14:44:57.078265,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 170.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 37.0)","(51.0, 270.0, 170.0)"
15-12-2022 14:44:58.091586,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 170.0)","(7.5, 12.0, 10.366666666666667)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 37.0)","(51.0, 270.0, 170.0)"
15-12-2022 14:44:59.143621,"(2.3, 2.9, 2.876923076923077)","(101.0, 270.0, 170.0)","(7.5, 12.0, 10.843478260869565)","(91.0, 270.0, 150.0)","(2.9, 3.85, 3.67)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 38.4)","(51.0, 270.0, 190.0)"
15-12-2022 14:45:00.211157,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 170.0)","(7.5, 12.0, 11.014814814814816)","(91.0, 270.0, 150.0)","(2.9, 3.85, 3.683333333333333)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 42.83333333333333)","(51.0, 270.0, 190.0)"
15-12-2022 14:45:01.316167,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 170.0)","(7.5, 12.0, 10.2)","(91.0, 270.0, 150.0)","(2.9, 3.85, 3.683333333333333)","(3.8, 4.5, 4.35)","(41.0, 170.0, 137.15384615384616)","(26.0, 46.0, 42.83333333333333)","(51.0, 270.0, 190.0)"
15-12-2022 14:45:02.377212,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 170.0)","(7.5, 12.0, 10.2)","(91.0, 270.0, 150.0)","(2.9, 3.85, 3.683333333333333)","(3.8, 4.5, 4.34)","(41.0, 170.0, 149.33333333333331)","(26.0, 46.0, 42.83333333333333)","(51.0, 270.0, 140.0)"
15-12-2022 14:45:03.449127,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 170.0)","(7.5, 12.0, 10.2)","(91.0, 270.0, 180.0)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 160.0, 149.33333333333331)","(26.0, 46.0, 42.83333333333333)","(51.0, 270.0, 140.0)"
15-12-2022 14:45:04.564765,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 170.0)","(7.5, 12.0, 10.2)","(91.0, 270.0, 198.0)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 160.0, 133.12)","(26.0, 46.0, 41.5)","(51.0, 270.0, 140.0)"
15-12-2022 14:45:05.758549,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 12.0, 10.34)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 160.0, 133.12)","(26.0, 46.0, 41.5)","(51.0, 270.0, 140.0)"
15-12-2022 14:45:06.935049,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 11.5, 10.34)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 160.0, 133.12)","(26.0, 46.0, 41.5)","(51.0, 270.0, 140.0)"
15-12-2022 14:45:08.072687,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.253333333333334)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 160.0, 133.12)","(26.0, 46.0, 41.5)","(51.0, 270.0, 140.0)"
15-12-2022 14:45:09.215066,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.253333333333334)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 160.0, 133.12)","(26.0, 46.0, 41.5)","(51.0, 270.0, 140.0)"
15-12-2022 14:45:10.358274,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.253333333333334)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 160.0, 133.12)","(26.0, 46.0, 41.5)","(51.0, 270.0, 140.0)"
15-12-2022 14:45:11.517428,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.253333333333334)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 160.0, 133.12)","(26.0, 46.0, 41.5)","(51.0, 270.0, 140.0)"
15-12-2022 14:45:12.663599,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.253333333333334)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 160.0, 133.12)","(26.0, 46.0, 41.5)","(51.0, 270.0, 140.0)"
15-12-2022 14:45:13.859299,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.253333333333334)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 160.0, 116.66666666666667)","(26.0, 46.0, 41.5)","(51.0, 270.0, 140.0)"
15-12-2022 14:45:14.956096,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.066666666666666)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 90.0)","(26.0, 46.0, 41.5)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:16.156849,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.066666666666666)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 90.0)","(26.0, 46.0, 41.5)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:17.278221,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.066666666666666)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 90.0)","(26.0, 46.0, 41.5)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:18.340584,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.066666666666666)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 90.0)","(26.0, 46.0, 41.5)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:19.429575,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.066666666666666)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 90.0)","(26.0, 46.0, 41.5)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:20.536153,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.066666666666666)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 90.0)","(26.0, 46.0, 41.5)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:21.629571,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.066666666666666)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 90.0)","(26.0, 46.0, 41.5)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:22.741992,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.066666666666666)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 90.0)","(26.0, 46.0, 42.22222222222222)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:23.914176,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.066666666666666)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 116.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:25.043375,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.066666666666666)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 116.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:26.209590,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 10.0, 9.3)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:27.426464,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 9.2)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:28.626281,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 9.2)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:29.803180,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 9.2)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:31.000736,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 9.2)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:32.190452,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 9.2)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:33.380577,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 9.2)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:34.551905,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:35.708209,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:36.874287,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:37.984302,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:39.145955,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:40.319750,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:41.488405,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:42.928203,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:44.191090,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:45.393300,"(2.3, 2.9, 2.8709677419354835)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:46.513997,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:47.680091,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:48.942008,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 153.33333333333334)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 86.66666666666667)","(26.0, 46.0, 43.733333333333334)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:50.225272,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 102.5)","(26.0, 46.0, 38.0)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:51.589565,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 102.5)","(26.0, 46.0, 38.0)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:52.711455,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 102.5)","(26.0, 46.0, 38.0)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:45:53.940627,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 122.85714285714286)","(26.0, 46.0, 42.8)","(51.0, 270.0, 146.66666666666666)"
15-12-2022 14:45:54.976041,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 122.85714285714286)","(26.0, 46.0, 42.8)","(51.0, 270.0, 146.66666666666666)"
15-12-2022 14:45:56.106175,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 122.85714285714286)","(26.0, 46.0, 42.8)","(51.0, 270.0, 146.66666666666666)"
15-12-2022 14:45:57.284698,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 122.85714285714286)","(26.0, 46.0, 42.8)","(51.0, 270.0, 146.66666666666666)"
15-12-2022 14:45:58.490559,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 122.85714285714286)","(26.0, 46.0, 42.8)","(51.0, 270.0, 146.66666666666666)"
15-12-2022 14:45:59.689254,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 122.85714285714286)","(26.0, 46.0, 42.8)","(51.0, 270.0, 146.66666666666666)"
15-12-2022 14:46:00.854522,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.942857142857143)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 122.85714285714286)","(26.0, 46.0, 42.8)","(51.0, 270.0, 146.66666666666666)"
15-12-2022 14:46:02.073624,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.8, 8.907692307692308)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 122.85714285714286)","(26.0, 46.0, 42.8)","(51.0, 270.0, 146.66666666666666)"
15-12-2022 14:46:03.275823,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.6, 8.907692307692308)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 122.85714285714286)","(26.0, 46.0, 42.8)","(51.0, 270.0, 146.66666666666666)"
15-12-2022 14:46:04.409204,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.6, 8.907692307692308)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 122.85714285714286)","(26.0, 46.0, 42.8)","(51.0, 270.0, 146.66666666666666)"
15-12-2022 14:46:05.655450,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.6, 8.907692307692308)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 122.85714285714286)","(26.0, 46.0, 42.8)","(51.0, 270.0, 146.66666666666666)"
15-12-2022 14:46:06.819859,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 210.0)","(7.5, 9.6, 8.907692307692308)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.85, 3.6785714285714284)","(3.8, 4.5, 4.34)","(41.0, 150.0, 122.85714285714286)","(26.0, 46.0, 42.8)","(51.0, 270.0, 146.66666666666666)"
