,Assertin Lady,Astrophysics,Bout,Chica Bonita,Harbelle,Kasear,Shadie Milly,Shes Enuff,Vancity
15-12-2022 14:49:01.386998,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 230.0, 140.0)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.8, 4.575)","(41.0, 130.0, 80.0)","(26.0, 46.0, 38.22222222222222)","(51.0, 250.0, 136.66666666666666)"
15-12-2022 14:49:02.452304,"(2.3, 2.9, 2.8478260869565215)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 230.0, 140.0)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.8, 4.575)","(41.0, 130.0, 80.0)","(26.0, 46.0, 38.22222222222222)","(51.0, 250.0, 136.66666666666666)"
15-12-2022 14:49:03.536089,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 230.0, 140.0)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.8, 4.75)","(41.0, 130.0, 80.0)","(26.0, 46.0, 38.22222222222222)","(51.0, 250.0, 136.66666666666666)"
15-12-2022 14:49:04.636133,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 230.0, 140.0)","(2.9, 3.8, 3.7199999999999998)","(3.8, 5.0, 4.722222222222222)","(41.0, 130.0, 80.0)","(26.0, 46.0, 38.22222222222222)","(51.0, 250.0, 133.33333333333334)"
15-12-2022 14:49:05.715124,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 230.0, 140.0)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.666666666666667)","(41.0, 130.0, 80.0)","(26.0, 46.0, 38.22222222222222)","(51.0, 240.0, 133.33333333333334)"
15-12-2022 14:49:06.813785,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 230.0, 140.0)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.666666666666667)","(41.0, 130.0, 80.0)","(26.0, 46.0, 38.22222222222222)","(51.0, 240.0, 133.33333333333334)"
15-12-2022 14:49:07.960667,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 230.0, 140.0)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.55)","(41.0, 130.0, 80.0)","(26.0, 46.0, 38.22222222222222)","(51.0, 240.0, 133.33333333333334)"
15-12-2022 14:49:09.069408,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 230.0, 140.0)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.55)","(41.0, 130.0, 80.0)","(26.0, 46.0, 38.22222222222222)","(51.0, 240.0, 133.33333333333334)"
15-12-2022 14:49:10.209526,"(2.3, 2.88, 2.832)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 230.0, 140.0)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.55)","(41.0, 130.0, 80.0)","(26.0, 46.0, 38.22222222222222)","(51.0, 240.0, 133.33333333333334)"
15-12-2022 14:49:11.366772,"(2.3, 2.88, 2.832)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 280.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.55)","(41.0, 130.0, 80.0)","(26.0, 46.0, 38.22222222222222)","(51.0, 240.0, 133.33333333333334)"
15-12-2022 14:49:12.511673,"(2.3, 2.88, 2.832)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 280.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.55)","(41.0, 130.0, 80.0)","(26.0, 46.0, 38.22222222222222)","(51.0, 240.0, 133.33333333333334)"
15-12-2022 14:49:13.626316,"(2.3, 2.88, 2.832)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 280.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.55)","(41.0, 130.0, 80.0)","(26.0, 46.0, 38.22222222222222)","(51.0, 240.0, 133.33333333333334)"
15-12-2022 14:49:14.729409,"(2.3, 2.9, 2.824705882352941)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 280.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.55)","(41.0, 130.0, 80.0)","(26.0, 46.0, 36.0)","(51.0, 240.0, 160.0)"
15-12-2022 14:49:15.801515,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 280.0, 160.0)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.55)","(41.0, 130.0, 80.0)","(26.0, 46.0, 36.0)","(51.0, 240.0, 160.0)"
15-12-2022 14:49:16.864082,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 280.0, 160.0)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.55)","(41.0, 130.0, 80.0)","(26.0, 46.0, 36.0)","(51.0, 240.0, 160.0)"
15-12-2022 14:49:17.922509,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 280.0, 160.0)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 36.0)","(51.0, 240.0, 155.0)"
15-12-2022 14:49:18.993714,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 36.0)","(51.0, 230.0, 155.0)"
15-12-2022 14:49:20.061228,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 36.0)","(51.0, 230.0, 130.0)"
15-12-2022 14:49:21.118581,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 37.42857142857143)","(51.0, 230.0, 133.33333333333334)"
15-12-2022 14:49:22.175964,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 37.42857142857143)","(51.0, 230.0, 133.33333333333334)"
15-12-2022 14:49:23.206193,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 37.42857142857143)","(51.0, 230.0, 133.33333333333334)"
15-12-2022 14:49:24.218657,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 37.42857142857143)","(51.0, 230.0, 133.33333333333334)"
15-12-2022 14:49:25.251546,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 37.42857142857143)","(51.0, 230.0, 133.33333333333334)"
15-12-2022 14:49:26.311919,"(2.3, 2.9, 2.8249999999999997)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 40.0)","(51.0, 230.0, 133.33333333333334)"
15-12-2022 14:49:27.361496,"(2.3, 3.0, 2.7929411764705883)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 40.0)","(51.0, 230.0, 133.33333333333334)"
15-12-2022 14:49:28.452618,"(2.3, 3.0, 2.791)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 40.0)","(51.0, 230.0, 172.0)"
15-12-2022 14:49:29.514034,"(2.3, 3.0, 2.9496385542168673)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 40.0)","(51.0, 230.0, 172.0)"
15-12-2022 14:49:30.559738,"(2.3, 2.98, 2.9384615384615382)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 40.0)","(51.0, 230.0, 172.0)"
15-12-2022 14:49:31.631787,"(2.3, 2.98, 2.9384615384615382)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 40.0)","(51.0, 230.0, 172.0)"
15-12-2022 14:49:32.730418,"(2.3, 2.98, 2.9384615384615382)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 270.0, 156.66666666666666)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 40.0)","(51.0, 230.0, 172.0)"
15-12-2022 14:49:33.865352,"(2.3, 2.98, 2.9384615384615382)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 260.0, 153.33333333333334)","(2.9, 3.8, 3.7199999999999998)","(3.8, 4.9, 4.4625)","(41.0, 130.0, 80.0)","(26.0, 46.0, 40.0)","(51.0, 230.0, 202.0)"
15-12-2022 14:49:35.018320,"(2.3, 2.98, 2.9384615384615382)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 260.0, 160.0)","(2.9, 3.8, 3.643548387096774)","(3.8, 4.9, 4.866666666666667)","(41.0, 130.0, 80.0)","(26.0, 46.0, 41.55555555555556)","(51.0, 280.0, 202.0)"
15-12-2022 14:49:36.192812,"(2.3, 2.92, 2.834285714285714)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 260.0, 160.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.9, 4.866666666666667)","(41.0, 130.0, 80.0)","(26.0, 46.0, 41.55555555555556)","(51.0, 280.0, 202.0)"
15-12-2022 14:49:37.308196,"(2.3, 2.92, 2.834285714285714)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 260.0, 160.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.9, 4.866666666666667)","(41.0, 130.0, 80.0)","(26.0, 46.0, 41.55555555555556)","(51.0, 280.0, 202.0)"
15-12-2022 14:49:38.408071,"(2.3, 2.92, 2.834285714285714)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 260.0, 160.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.9, 4.866666666666667)","(41.0, 130.0, 80.0)","(26.0, 46.0, 41.55555555555556)","(51.0, 280.0, 202.0)"
15-12-2022 14:49:39.529269,"(2.3, 2.92, 2.834285714285714)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.846153846153847)","(91.0, 260.0, 185.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.9, 4.866666666666667)","(41.0, 130.0, 80.0)","(26.0, 46.0, 41.55555555555556)","(51.0, 280.0, 150.0)"
15-12-2022 14:49:40.635645,"(2.3, 2.92, 2.823225806451613)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 260.0, 185.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.9, 4.866666666666667)","(41.0, 130.0, 80.0)","(26.0, 46.0, 41.55555555555556)","(51.0, 280.0, 150.0)"
15-12-2022 14:49:41.743891,"(2.3, 2.92, 2.816551724137931)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 260.0, 180.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.9, 4.866666666666667)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 280.0, 131.25)"
15-12-2022 14:49:42.831768,"(2.3, 2.92, 2.816551724137931)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 250.0, 180.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.9, 4.866666666666667)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:43.962650,"(2.3, 2.92, 2.816551724137931)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 250.0, 180.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.9, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:45.046676,"(2.3, 2.92, 2.816551724137931)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 250.0, 180.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:46.158340,"(2.3, 2.92, 2.7983783783783784)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.846153846153847)","(91.0, 250.0, 180.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:47.250990,"(2.3, 2.92, 2.8102439024390247)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.92)","(91.0, 250.0, 180.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:48.403048,"(2.3, 2.92, 2.8102439024390247)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.92)","(91.0, 250.0, 180.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:49.461030,"(2.3, 2.92, 2.8102439024390247)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.92)","(91.0, 250.0, 180.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:50.615519,"(2.3, 2.92, 2.8102439024390247)","(101.0, 270.0, 200.0)","(7.5, 9.4, 8.92)","(91.0, 250.0, 180.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:51.733693,"(2.3, 2.92, 2.8102439024390247)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.92)","(91.0, 250.0, 156.66666666666666)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:52.831639,"(2.3, 2.92, 2.8102439024390247)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.92)","(91.0, 250.0, 156.66666666666666)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:53.944377,"(2.3, 2.92, 2.8102439024390247)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.92)","(91.0, 250.0, 156.66666666666666)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:55.055778,"(2.3, 2.92, 2.8023529411764705)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.92)","(91.0, 250.0, 156.66666666666666)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:56.224927,"(2.3, 2.92, 2.8023529411764705)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.92)","(91.0, 250.0, 156.66666666666666)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:57.390929,"(2.3, 2.92, 2.8023529411764705)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.92)","(91.0, 250.0, 156.66666666666666)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:58.596314,"(2.3, 2.92, 2.8023529411764705)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.92)","(91.0, 250.0, 156.66666666666666)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 46.0, 46.0)","(51.0, 270.0, 131.25)"
15-12-2022 14:49:59.788286,"(2.3, 2.92, 2.8023529411764705)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.92)","(91.0, 250.0, 156.66666666666666)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 50.0, 46.0)","(51.0, 270.0, 131.25)"
15-12-2022 14:50:01.013739,"(2.3, 2.92, 2.8023529411764705)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.92)","(91.0, 250.0, 156.66666666666666)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 50.0, 46.0)","(51.0, 270.0, 131.25)"
15-12-2022 14:50:02.141446,"(2.3, 2.92, 2.8023529411764705)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.92)","(91.0, 250.0, 156.66666666666666)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 4.7475)","(41.0, 130.0, 80.0)","(26.0, 50.0, 46.0)","(51.0, 270.0, 143.33333333333334)"
15-12-2022 14:50:03.248093,"(2.3, 2.92, 2.8023529411764705)","(101.0, 270.0, 176.66666666666666)","(7.5, 9.4, 8.92)","(91.0, 250.0, 166.0)","(2.9, 3.75, 3.643548387096774)","(3.8, 4.8, 5.533333333333333)","(41.0, 130.0, 80.0)","(26.0, 50.0, 46.0)","(51.0, 260.0, 128.75)"
15-12-2022 14:50:04.351278,"(2.3, 2.92, 2.7816216216216216)","(101.0, 270.0, 200.0)","(7.5, 9.4, 9.05)","(91.0, 250.0, 145.0)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.8, 5.571428571428571)","(41.0, 130.0, 104.44444444444444)","(26.0, 50.0, 42.5)","(51.0, 260.0, 140.0)"
15-12-2022 14:50:05.433275,"(2.3, 2.9, 2.791111111111111)","(101.0, 270.0, 150.0)","(7.5, 9.4, 9.05)","(91.0, 250.0, 145.0)","(2.9, 3.75, 3.6193548387096777)","(3.8, 6.0, 5.571428571428571)","(41.0, 120.0, 92.0)","(26.0, 50.0, 42.5)","(51.0, 250.0, 107.14285714285714)"
15-12-2022 14:50:06.470849,"(2.3, 2.88, 2.8)","(101.0, 270.0, 150.0)","(7.5, 9.4, 9.05)","(91.0, 250.0, 145.0)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.9, 5.514285714285714)","(41.0, 110.0, 92.0)","(26.0, 50.0, 42.5)","(51.0, 240.0, 107.14285714285714)"
15-12-2022 14:50:07.558920,"(2.3, 2.88, 2.7818181818181817)","(101.0, 270.0, 150.0)","(7.5, 9.4, 8.933333333333334)","(91.0, 250.0, 145.0)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.9, 5.63)","(41.0, 110.0, 101.42857142857143)","(26.0, 50.0, 42.5)","(51.0, 240.0, 144.28571428571428)"
15-12-2022 14:50:08.618122,"(2.3, 2.88, 2.7818181818181817)","(101.0, 270.0, 150.0)","(7.5, 9.4, 8.933333333333334)","(91.0, 250.0, 145.0)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.9, 5.525)","(41.0, 100.0, 87.5)","(26.0, 50.0, 42.5)","(51.0, 230.0, 144.28571428571428)"
15-12-2022 14:50:09.688428,"(2.3, 2.88, 2.7818181818181817)","(101.0, 260.0, 173.33333333333334)","(7.5, 9.4, 8.933333333333334)","(91.0, 240.0, 175.0)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.9, 5.525)","(41.0, 100.0, 77.27272727272728)","(26.0, 50.0, 42.5)","(51.0, 220.0, 132.5)"
15-12-2022 14:50:10.767884,"(2.3, 2.88, 2.7818181818181817)","(101.0, 260.0, 151.66666666666666)","(7.5, 9.4, 8.933333333333334)","(91.0, 240.0, 152.5)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.9, 5.484615384615385)","(41.0, 100.0, 77.27272727272728)","(26.0, 50.0, 42.5)","(51.0, 220.0, 135.71428571428572)"
15-12-2022 14:50:11.869227,"(2.3, 2.88, 2.7818181818181817)","(101.0, 250.0, 145.0)","(7.5, 9.4, 8.933333333333334)","(91.0, 230.0, 147.27272727272728)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.9, 5.484615384615385)","(41.0, 100.0, 77.27272727272728)","(26.0, 50.0, 42.5)","(51.0, 210.0, 123.33333333333334)"
15-12-2022 14:50:12.950648,"(2.3, 2.88, 2.7818181818181817)","(101.0, 250.0, 145.0)","(7.5, 9.4, 8.933333333333334)","(91.0, 230.0, 152.0)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.9, 5.484615384615385)","(41.0, 100.0, 77.27272727272728)","(26.0, 50.0, 42.5)","(51.0, 210.0, 123.33333333333334)"
15-12-2022 14:50:14.083511,"(2.3, 2.88, 2.7818181818181817)","(101.0, 250.0, 145.0)","(7.5, 9.4, 8.933333333333334)","(91.0, 230.0, 143.33333333333334)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.9, 5.544444444444444)","(41.0, 100.0, 77.0)","(26.0, 50.0, 42.5)","(51.0, 210.0, 123.33333333333334)"
15-12-2022 14:50:15.211005,"(2.3, 2.88, 2.7818181818181817)","(101.0, 250.0, 145.0)","(7.5, 9.4, 8.933333333333334)","(91.0, 230.0, 128.75)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.7, 5.544444444444444)","(41.0, 95.0, 80.0)","(26.0, 50.0, 42.5)","(51.0, 210.0, 123.33333333333334)"
15-12-2022 14:50:16.316217,"(2.3, 2.86, 2.793333333333333)","(101.0, 250.0, 145.0)","(7.5, 9.4, 8.933333333333334)","(91.0, 230.0, 128.75)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.7, 5.408333333333333)","(41.0, 90.0, 80.0)","(26.0, 50.0, 42.5)","(51.0, 210.0, 123.33333333333334)"
15-12-2022 14:50:17.388373,"(2.3, 2.86, 2.78)","(101.0, 250.0, 145.0)","(7.5, 9.4, 8.933333333333334)","(91.0, 230.0, 156.36363636363637)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.7, 5.408333333333333)","(41.0, 90.0, 80.0)","(26.0, 50.0, 42.5)","(51.0, 210.0, 123.33333333333334)"
15-12-2022 14:50:18.460462,"(2.3, 2.86, 2.78)","(101.0, 250.0, 145.0)","(7.5, 9.4, 8.933333333333334)","(91.0, 230.0, 149.0)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.7, 5.408333333333333)","(41.0, 85.0, 71.0)","(26.0, 50.0, 42.5)","(51.0, 210.0, 123.33333333333334)"
15-12-2022 14:50:19.551862,"(2.3, 2.86, 2.78)","(101.0, 250.0, 145.0)","(7.5, 9.4, 8.933333333333334)","(91.0, 230.0, 149.0)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.7, 5.388888888888889)","(41.0, 85.0, 61.666666666666664)","(26.0, 50.0, 42.5)","(51.0, 210.0, 116.0)"
15-12-2022 14:50:20.618594,"(2.3, 2.86, 2.78)","(101.0, 240.0, 145.71428571428572)","(7.5, 9.4, 8.933333333333334)","(91.0, 220.0, 145.0)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.5, 5.388888888888889)","(41.0, 85.0, 61.666666666666664)","(26.0, 50.0, 42.5)","(51.0, 200.0, 146.0)"
15-12-2022 14:50:21.727611,"(2.3, 2.86, 2.78)","(101.0, 230.0, 163.33333333333334)","(7.5, 9.4, 8.933333333333334)","(91.0, 210.0, 171.66666666666669)","(2.9, 3.75, 3.6193548387096777)","(3.8, 5.5, 5.291666666666667)","(41.0, 85.0, 61.666666666666664)","(26.0, 50.0, 42.5)","(51.0, 190.0, 110.0)"
15-12-2022 14:50:22.777505,"(2.3, 2.86, 2.78)","(101.0, 230.0, 142.5)","(7.5, 9.4, 8.933333333333334)","(91.0, 210.0, 136.8181818181818)","(2.9, 3.75, 3.6545454545454548)","(3.8, 5.5, 5.291666666666667)","(41.0, 85.0, 61.666666666666664)","(26.0, 50.0, 38.57142857142857)","(51.0, 190.0, 110.0)"
