,Halloween,Bettor Sport,Kaybee Starzzz,Theultimate,Bettathanapokeindeye Nz,Guy Looks Good,Classie American Nz,Imperious,Kickatinalongpony,Our Modern Minnie
09-01-2023 15:59:45.615177,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(16.0, 40.0, 29.6)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 84.66666666666666)"
09-01-2023 15:59:46.948867,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(16.0, 40.0, 29.6)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 84.66666666666666)"
09-01-2023 15:59:48.302462,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(16.0, 40.0, 29.6)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 84.66666666666666)"
09-01-2023 15:59:49.644645,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(16.0, 40.0, 29.6)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 84.66666666666666)"
09-01-2023 15:59:50.911313,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(16.0, 40.0, 29.6)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 84.66666666666666)"
09-01-2023 15:59:52.183416,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(16.0, 40.0, 29.6)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 84.66666666666666)"
09-01-2023 15:59:53.490947,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(16.0, 40.0, 29.6)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 84.66666666666666)"
09-01-2023 15:59:54.793522,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(16.0, 40.0, 29.6)","(2.9, 3.95, 3.54)","(31.0, 110.0, 88.85714285714286)"
09-01-2023 15:59:56.083159,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.0)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(16.0, 40.0, 29.6)","(2.9, 3.95, 3.54)","(31.0, 110.0, 88.85714285714286)"
09-01-2023 15:59:57.393952,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.0)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(16.0, 40.0, 32.25)","(2.9, 3.95, 3.54)","(31.0, 110.0, 88.85714285714286)"
09-01-2023 15:59:58.707461,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(16.0, 36.0, 32.25)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 88.85714285714286)"
09-01-2023 16:00:00.045118,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(16.0, 36.0, 28.142857142857142)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 88.85714285714286)"
09-01-2023 16:00:01.313145,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 34.0, 28.142857142857142)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 88.85714285714286)"
09-01-2023 16:00:02.547684,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 34.0, 28.142857142857142)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 88.85714285714286)"
09-01-2023 16:00:03.802033,"(9.0, 15.0, 13.7)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 34.0, 28.142857142857142)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 88.85714285714286)"
09-01-2023 16:00:05.082300,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 34.0, 31.4375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:06.379989,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 34.0, 31.4375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:07.686295,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 34.0, 31.4375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:08.967052,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 34.0, 31.4375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:10.236599,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 34.0, 31.4375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:11.475634,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 34.0, 31.4375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:12.720406,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 34.0, 31.4375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:13.972152,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 34.0, 31.4375)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:15.284025,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 34.0, 31.4375)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:16.674997,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 34.0, 30.766666666666666)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:17.999705,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 32.0, 30.766666666666666)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:19.339465,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 32.0, 30.766666666666666)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:20.601355,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 32.0, 27.9375)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:21.822839,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 30.0, 27.9375)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:22.980092,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(15.0, 30.0, 27.9375)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:24.166558,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:25.442236,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:26.692188,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:27.990803,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:29.321601,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:30.641186,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:31.921840,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:33.177917,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:34.454065,"(9.0, 15.0, 13.1)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 83.33333333333334)"
09-01-2023 16:00:35.705710,"(9.0, 15.0, 10.066666666666666)","(10.0, 20.0, 14.857142857142858)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 87.71428571428571)"
09-01-2023 16:00:36.974152,"(9.0, 15.0, 13.48)","(10.0, 20.0, 18.615384615384617)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 79.6)"
09-01-2023 16:00:38.320385,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 79.6)"
09-01-2023 16:00:39.711971,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 79.6)"
09-01-2023 16:00:41.113120,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 79.6)"
09-01-2023 16:00:42.435444,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 94.4)"
09-01-2023 16:00:43.983526,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 94.4)"
09-01-2023 16:00:45.374363,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 94.4)"
09-01-2023 16:00:46.721430,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 94.4)"
09-01-2023 16:00:48.113513,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 94.4)"
09-01-2023 16:00:49.589987,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 94.4)"
09-01-2023 16:00:51.002723,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 27.9375)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 94.4)"
09-01-2023 16:00:52.367762,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 25.285714285714285)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 94.4)"
09-01-2023 16:00:53.686741,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 25.285714285714285)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 94.4)"
09-01-2023 16:00:55.001648,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 94.4)"
09-01-2023 16:00:56.296441,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 94.4)"
09-01-2023 16:00:57.726554,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.54)","(31.0, 110.0, 94.4)"
09-01-2023 16:00:59.090646,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.54)","(31.0, 110.0, 94.4)"
09-01-2023 16:01:00.432918,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.54)","(31.0, 110.0, 94.4)"
09-01-2023 16:01:01.724259,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.54)","(31.0, 110.0, 94.4)"
09-01-2023 16:01:03.027502,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.54)","(31.0, 110.0, 94.4)"
09-01-2023 16:01:04.396167,"(9.0, 15.0, 13.48)","(10.0, 20.0, 15.575)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.54)","(31.0, 110.0, 95.81818181818181)"
09-01-2023 16:01:05.744538,"(9.0, 15.0, 13.48)","(10.0, 20.0, 11.3)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.54)","(31.0, 110.0, 95.81818181818181)"
09-01-2023 16:01:07.089993,"(9.0, 15.0, 13.48)","(10.0, 20.0, 12.8)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 95.81818181818181)"
09-01-2023 16:01:08.444343,"(9.0, 15.0, 13.48)","(10.0, 20.0, 11.149999999999999)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.5985714285714288)","(31.0, 110.0, 95.81818181818181)"
09-01-2023 16:01:09.847866,"(9.0, 15.0, 13.48)","(10.0, 20.0, 11.149999999999999)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 88.28571428571429)"
09-01-2023 16:01:11.162775,"(9.0, 15.0, 13.48)","(10.0, 20.0, 11.149999999999999)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 88.28571428571429)"
09-01-2023 16:01:12.463882,"(9.0, 15.0, 13.48)","(10.0, 20.0, 11.149999999999999)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 88.28571428571429)"
09-01-2023 16:01:13.775446,"(9.0, 15.0, 13.48)","(10.0, 20.0, 11.149999999999999)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 88.28571428571429)"
09-01-2023 16:01:15.082039,"(9.0, 15.0, 13.48)","(10.0, 20.0, 11.149999999999999)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 88.28571428571429)"
09-01-2023 16:01:16.538448,"(9.0, 15.0, 13.48)","(10.0, 20.0, 11.149999999999999)","(71.0, 220.0, 158.46153846153845)","(21.0, 55.0, 21.57142857142857)","(5.0, 99999, 99990)","(4.6, 8.0, 5.279999999999999)","(5.0, 99999, 99990)","(13.0, 30.0, 22.666666666666664)","(2.9, 3.95, 3.1166666666666667)","(31.0, 110.0, 88.28571428571429)"
