,Artistic Humma,Weasel Nz,Im Isabella,Feel The Thrill,Matai Reactor,Schooby,My Ultimate Heston,Rafferty Delights,Office Bad Boy
11-01-2023 20:38:53.516683,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:54.972530,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:56.446415,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:57.837920,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:59.322796,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:00.719788,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:02.074949,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:03.656555,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:05.260753,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:06.888891,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 11.0, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:08.314261,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:09.720454,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:11.082624,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:12.300740,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:13.502812,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:14.698104,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:15.901938,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:17.160075,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:18.673293,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:20.048434,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:21.450601,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:22.775025,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:24.080879,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:25.457231,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.88)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:26.649358,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.6, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:27.798748,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:28.912376,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:30.022654,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:31.226166,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:32.370712,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.88)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:33.459023,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:34.611582,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:35.782088,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:36.863327,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:38.326921,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:39.624948,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:40.976042,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:42.207826,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:43.611398,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:44.951751,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:46.294304,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:47.581089,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:48.789628,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:50.013436,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.035)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:51.216522,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.035)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.6)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:52.517633,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.035)","(3.8, 5.0, 4.833333333333333)","(7.0, 9.4, 8.666666666666666)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:53.861192,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.035)","(3.8, 5.0, 4.911111111111111)","(7.0, 9.2, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:55.213826,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1066666666666665)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:56.468035,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.3, 3.1042857142857145)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:57.666819,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.005)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:39:58.950022,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.005)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:00.159565,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.054)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:01.383342,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.054)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:02.625171,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.054)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:03.847681,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.054)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:05.200817,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.054)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:06.502999,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.1157142857142857)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:07.801403,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.1157142857142857)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:09.137460,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:10.493439,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:11.914670,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:13.267563,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:14.700659,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:15.992074,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.911111111111111)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:17.278352,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:18.619541,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:19.885489,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:21.089789,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:22.344701,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:23.555197,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 12.3)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:24.686438,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 19.5, 13.333333333333334)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:25.833999,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 19.0, 13.333333333333334)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:27.201435,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 19.0, 13.333333333333334)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:28.549478,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 19.0, 13.333333333333334)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:40:29.876965,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 19.0, 13.333333333333334)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
