,Classic Boom,Leisure Games,Oakfield Feather,Pie Party,Swanic Boom,Dare I Say,Hearsay,I Am Takingthelot,In Barcelona,White Ribbon,Yasmeen
11-01-2023 12:41:03.648907,"(19.0, 23.0, 20.15)","(101.0, 230.0, 206.0)","(101.0, 210.0, 150.0)","(4.8, 6.0, 5.833333333333333)","(31.0, 44.0, 38.0)","(41.0, 55.0, 53.714285714285715)","(9.0, 12.0, 11.12)","(4.2, 6.8, 6.514285714285714)","(15.0, 20.0, 19.0)","(12.0, 16.0, 14.575)","(2.35, 2.8, 2.7266666666666666)"
11-01-2023 12:41:05.109924,"(19.0, 23.0, 20.15)","(101.0, 230.0, 206.0)","(101.0, 210.0, 192.22222222222223)","(4.8, 6.0, 5.857142857142857)","(31.0, 44.0, 38.0)","(41.0, 55.0, 53.714285714285715)","(9.0, 12.0, 11.12)","(4.2, 6.8, 6.514285714285714)","(15.0, 20.0, 19.0)","(12.0, 16.0, 14.575)","(2.35, 2.8, 2.7266666666666666)"
11-01-2023 12:41:06.591492,"(19.0, 23.0, 20.15)","(101.0, 230.0, 206.0)","(101.0, 210.0, 192.22222222222223)","(4.8, 6.0, 5.88235294117647)","(31.0, 44.0, 38.0)","(41.0, 55.0, 53.714285714285715)","(9.0, 12.0, 11.25)","(4.2, 6.8, 6.514285714285714)","(15.0, 20.0, 19.0)","(12.0, 16.0, 14.575)","(2.35, 2.8, 2.724242424242424)"
11-01-2023 12:41:07.938910,"(19.0, 23.0, 20.3)","(101.0, 230.0, 206.0)","(101.0, 210.0, 192.22222222222223)","(4.8, 6.0, 5.88235294117647)","(31.0, 44.0, 38.0)","(41.0, 55.0, 53.714285714285715)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(15.0, 20.0, 19.0)","(12.0, 16.0, 14.575)","(2.35, 2.8, 2.724242424242424)"
11-01-2023 12:41:09.337095,"(19.0, 23.0, 20.3)","(101.0, 230.0, 206.0)","(101.0, 210.0, 178.0)","(4.8, 6.0, 5.88235294117647)","(31.0, 44.0, 38.0)","(41.0, 55.0, 53.714285714285715)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(15.0, 20.0, 19.416666666666668)","(12.0, 16.0, 14.48)","(2.35, 2.8, 2.724242424242424)"
11-01-2023 12:41:10.790004,"(19.0, 23.0, 20.3)","(101.0, 230.0, 206.0)","(101.0, 210.0, 178.0)","(4.8, 6.0, 5.88235294117647)","(31.0, 44.0, 38.0)","(41.0, 55.0, 53.714285714285715)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(15.0, 20.0, 19.416666666666668)","(12.0, 16.0, 14.428571428571429)","(2.35, 2.8, 2.724242424242424)"
11-01-2023 12:41:12.303102,"(19.0, 23.0, 20.3)","(101.0, 230.0, 206.0)","(101.0, 210.0, 178.0)","(4.8, 6.0, 5.88235294117647)","(31.0, 44.0, 38.0)","(41.0, 55.0, 53.714285714285715)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(15.0, 20.0, 18.75)","(12.0, 16.0, 14.428571428571429)","(2.35, 2.8, 2.724242424242424)"
11-01-2023 12:41:13.674718,"(19.0, 23.0, 20.3)","(101.0, 230.0, 190.0)","(101.0, 210.0, 178.0)","(4.8, 6.0, 5.857142857142857)","(31.0, 44.0, 38.0)","(41.0, 55.0, 53.714285714285715)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(15.0, 20.0, 18.5)","(12.0, 16.0, 14.428571428571429)","(2.35, 2.8, 2.724242424242424)"
11-01-2023 12:41:15.102752,"(19.0, 23.0, 20.3)","(101.0, 230.0, 170.0)","(101.0, 210.0, 178.0)","(4.8, 6.0, 5.857142857142857)","(31.0, 44.0, 38.0)","(41.0, 55.0, 53.714285714285715)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(15.0, 20.0, 17.857142857142858)","(12.0, 16.0, 14.428571428571429)","(2.35, 2.8, 2.724242424242424)"
11-01-2023 12:41:16.507800,"(19.0, 23.0, 20.3)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 183.33333333333334)","(4.8, 6.0, 5.857142857142857)","(31.0, 44.0, 38.0)","(41.0, 55.0, 53.714285714285715)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(15.0, 20.0, 17.857142857142858)","(12.0, 16.0, 14.68)","(2.35, 2.8, 2.724242424242424)"
11-01-2023 12:41:17.895408,"(19.0, 23.0, 20.3)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 183.33333333333334)","(4.8, 6.0, 5.857142857142857)","(31.0, 44.0, 38.0)","(41.0, 55.0, 53.714285714285715)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(15.0, 20.0, 18.833333333333332)","(12.0, 16.0, 14.68)","(2.35, 2.8, 2.724242424242424)"
11-01-2023 12:41:19.326667,"(19.0, 23.0, 20.3)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 183.33333333333334)","(4.8, 6.0, 5.866666666666666)","(31.0, 44.0, 38.0)","(41.0, 55.0, 53.714285714285715)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.5777777777777775)","(15.0, 20.0, 18.333333333333332)","(12.0, 16.0, 14.68)","(2.35, 2.8, 2.724242424242424)"
11-01-2023 12:41:20.685718,"(19.0, 23.0, 20.3)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 183.33333333333334)","(4.8, 6.0, 5.857142857142857)","(31.0, 44.0, 38.0)","(41.0, 55.0, 53.714285714285715)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(15.0, 20.0, 18.25)","(12.0, 16.0, 14.68)","(2.35, 2.8, 2.724242424242424)"
11-01-2023 12:41:22.015762,"(19.0, 23.0, 20.3)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 183.33333333333334)","(4.8, 6.0, 5.857142857142857)","(31.0, 44.0, 43.0)","(41.0, 55.0, 53.7)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(15.0, 19.5, 18.25)","(12.0, 16.0, 15.142857142857142)","(2.35, 2.8, 2.724242424242424)"
11-01-2023 12:41:23.345453,"(19.0, 27.0, 23.5)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 201.25)","(4.8, 6.0, 5.857142857142857)","(31.0, 50.0, 43.0)","(41.0, 55.0, 53.7)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(15.0, 19.5, 18.25)","(12.0, 16.0, 15.142857142857142)","(2.35, 2.8, 2.724242424242424)"
11-01-2023 12:41:24.774221,"(19.0, 27.0, 23.5)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 201.25)","(4.8, 6.0, 5.857142857142857)","(31.0, 50.0, 43.0)","(41.0, 55.0, 51.333333333333336)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(14.0, 19.5, 18.4)","(12.0, 16.0, 15.142857142857142)","(2.35, 2.8, 2.724242424242424)"
11-01-2023 12:41:26.225619,"(19.0, 27.0, 23.5)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 175.0)","(4.8, 6.0, 5.857142857142857)","(31.0, 50.0, 43.0)","(41.0, 55.0, 51.333333333333336)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(14.0, 19.0, 18.0625)","(12.0, 16.0, 14.928571428571429)","(2.35, 2.8, 2.7666666666666666)"
11-01-2023 12:41:27.585429,"(19.0, 27.0, 23.5)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 180.0)","(4.8, 6.0, 5.857142857142857)","(31.0, 50.0, 43.0)","(41.0, 55.0, 51.333333333333336)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(14.0, 19.0, 18.0625)","(12.0, 15.5, 14.928571428571429)","(2.35, 2.8, 2.7666666666666666)"
11-01-2023 12:41:28.968401,"(19.0, 27.0, 23.5)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 180.0)","(4.8, 6.0, 5.857142857142857)","(31.0, 50.0, 43.0)","(41.0, 55.0, 53.7)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(14.0, 19.0, 17.875)","(12.0, 15.5, 14.772727272727273)","(2.35, 2.8, 2.7666666666666666)"
11-01-2023 12:41:30.378704,"(19.0, 27.0, 23.5)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 180.0)","(4.8, 6.0, 5.8076923076923075)","(31.0, 50.0, 43.0)","(41.0, 55.0, 53.7)","(9.0, 11.5, 11.25)","(4.2, 6.8, 6.55)","(14.0, 19.0, 17.875)","(12.0, 15.5, 14.772727272727273)","(2.35, 2.8, 2.7666666666666666)"
11-01-2023 12:41:31.765732,"(19.0, 27.0, 22.333333333333332)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 180.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 55.0, 58.2)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.618181818181818)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:33.168411,"(19.0, 27.0, 22.333333333333332)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 180.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 60.0, 50.4)","(9.0, 11.5, 11.323529411764707)","(4.2, 6.8, 6.618181818181818)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:34.540184,"(19.0, 26.0, 25.318181818181817)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 180.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 60.0, 50.4)","(9.0, 11.5, 11.323529411764707)","(4.2, 6.8, 6.618181818181818)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:35.875163,"(19.0, 26.0, 25.318181818181817)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 180.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 60.0, 50.4)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.618181818181818)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:37.199708,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 180.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 60.0, 55.5)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.618181818181818)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:38.530488,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 180.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 60.0, 55.5)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.618181818181818)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:39.924732,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 180.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 60.0, 55.5)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.618181818181818)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:41.318265,"(19.0, 26.0, 25.57142857142857)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 180.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 60.0, 55.5)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.618181818181818)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:42.580488,"(19.0, 26.0, 25.57142857142857)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 180.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 60.0, 55.5)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.618181818181818)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:43.882746,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 60.0, 55.5)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.618181818181818)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:45.238041,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 60.0, 55.5)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.6571428571428575)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:46.632994,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 60.0, 55.5)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.6571428571428575)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:47.997377,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 60.0, 53.7)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.6571428571428575)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:49.327975,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 55.0, 53.7)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.6571428571428575)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:50.724730,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 45.333333333333336)","(41.0, 55.0, 53.7)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.6571428571428575)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:52.044441,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 50.0, 38.4)","(41.0, 55.0, 53.7)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.6571428571428575)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:53.503180,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 48.0, 38.4)","(41.0, 55.0, 53.7)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.6571428571428575)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:54.854115,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 48.0, 38.4)","(41.0, 55.0, 53.7)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.6571428571428575)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:56.147594,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 48.0, 38.4)","(41.0, 55.0, 53.7)","(9.0, 11.5, 11.285714285714286)","(4.2, 6.8, 6.6571428571428575)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.72962962962963)"
11-01-2023 12:41:57.429195,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 48.0, 38.4)","(41.0, 55.0, 53.7)","(9.0, 11.5, 11.375)","(4.2, 6.8, 6.6571428571428575)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.732)"
11-01-2023 12:41:58.824045,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 48.0, 38.4)","(41.0, 55.0, 51.333333333333336)","(9.0, 11.5, 11.26923076923077)","(4.2, 6.8, 6.6571428571428575)","(14.0, 19.0, 18.1)","(12.0, 15.5, 15.0)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:00.327391,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 48.0, 42.666666666666664)","(41.0, 55.0, 51.333333333333336)","(9.0, 11.5, 11.104651162790697)","(4.2, 6.8, 6.6571428571428575)","(14.0, 19.0, 18.1)","(12.0, 15.5, 14.7)","(2.35, 2.8, 2.7227272727272727)"
11-01-2023 12:42:01.755775,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 46.0, 42.666666666666664)","(41.0, 55.0, 51.333333333333336)","(9.0, 11.5, 11.104651162790697)","(4.2, 6.8, 6.6571428571428575)","(14.0, 19.0, 18.1)","(12.0, 15.5, 14.7)","(2.35, 2.8, 2.7227272727272727)"
11-01-2023 12:42:03.174737,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 46.0, 42.666666666666664)","(41.0, 55.0, 52.0)","(9.0, 11.5, 11.104651162790697)","(4.2, 6.8, 6.657142857142857)","(14.0, 19.0, 18.1)","(12.0, 15.5, 14.7)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:04.578560,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 46.0, 42.666666666666664)","(41.0, 55.0, 52.0)","(9.0, 11.5, 11.104651162790697)","(4.2, 6.8, 6.657142857142857)","(14.0, 19.0, 18.1)","(12.0, 15.5, 14.7)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:05.942741,"(19.0, 26.0, 25.55)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 46.0, 37.5)","(41.0, 55.0, 54.22222222222222)","(9.0, 11.5, 11.104651162790697)","(4.2, 6.8, 6.791304347826086)","(14.0, 19.0, 18.1)","(12.0, 15.5, 14.555555555555555)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:07.377795,"(19.0, 25.0, 24.0625)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 42.0, 37.5)","(41.0, 55.0, 58.666666666666664)","(9.0, 11.5, 11.104651162790697)","(4.2, 6.8, 6.792307692307692)","(14.0, 19.0, 18.1)","(12.0, 15.0, 14.555555555555555)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:08.816732,"(19.0, 25.0, 24.0625)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 42.0, 37.5)","(41.0, 60.0, 55.0)","(9.0, 11.5, 11.137096774193548)","(4.2, 6.8, 6.792307692307692)","(14.0, 19.0, 18.1)","(12.0, 15.0, 14.555555555555555)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:10.183569,"(19.0, 25.0, 24.0625)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 42.0, 37.5)","(41.0, 60.0, 55.0)","(9.0, 11.5, 11.137096774193548)","(4.2, 6.8, 6.792307692307692)","(14.0, 19.0, 18.1)","(12.0, 15.0, 14.555555555555555)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:11.570429,"(19.0, 25.0, 24.0625)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 42.0, 37.5)","(41.0, 60.0, 55.0)","(9.0, 11.5, 11.137096774193548)","(4.2, 6.8, 6.82)","(14.0, 19.0, 18.1)","(12.0, 15.0, 14.555555555555555)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:12.914908,"(19.0, 25.0, 24.0625)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 42.0, 37.5)","(41.0, 60.0, 55.0)","(9.0, 11.5, 11.137096774193548)","(4.2, 7.2, 6.9)","(14.0, 19.0, 18.1)","(12.0, 15.0, 14.083333333333334)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:14.242583,"(19.0, 25.0, 24.0625)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 42.0, 37.5)","(41.0, 60.0, 55.0)","(9.0, 11.5, 11.137096774193548)","(4.2, 7.2, 6.9)","(14.0, 19.0, 18.1)","(12.0, 14.5, 14.083333333333334)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:15.667547,"(19.0, 25.0, 24.0625)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 42.0, 37.5)","(41.0, 60.0, 55.0)","(9.0, 11.5, 11.137096774193548)","(4.2, 7.2, 6.9)","(14.0, 19.0, 18.1)","(12.0, 14.5, 13.705882352941176)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:17.084050,"(19.0, 25.0, 24.0625)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 42.0, 37.5)","(41.0, 60.0, 55.0)","(9.0, 11.5, 11.137096774193548)","(4.2, 7.2, 6.9)","(14.0, 19.0, 18.1)","(12.0, 14.0, 13.705882352941176)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:18.482229,"(19.0, 25.0, 24.0625)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 42.0, 37.5)","(41.0, 60.0, 55.0)","(9.0, 11.5, 11.137096774193548)","(4.2, 7.2, 6.9)","(14.0, 19.0, 18.1)","(12.0, 14.0, 13.705882352941176)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:19.862139,"(19.0, 25.0, 24.0625)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 42.0, 37.5)","(41.0, 60.0, 55.0)","(9.0, 11.5, 11.137096774193548)","(4.2, 7.2, 6.9)","(14.0, 19.0, 18.1)","(12.0, 14.0, 13.666666666666666)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:21.223765,"(19.0, 25.0, 24.0625)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 42.0, 37.5)","(41.0, 60.0, 55.0)","(9.0, 11.5, 10.859756097560975)","(4.2, 7.2, 6.9)","(14.0, 19.0, 18.75)","(12.0, 14.5, 13.8)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:22.683565,"(19.0, 25.0, 24.0625)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 42.0, 37.5)","(41.0, 60.0, 54.125)","(9.0, 11.5, 10.859756097560975)","(4.2, 7.2, 6.9)","(14.0, 20.0, 18.75)","(12.0, 14.0, 13.8)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:24.138825,"(19.0, 25.0, 24.09090909090909)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.75)","(31.0, 42.0, 37.5)","(41.0, 55.0, 54.125)","(9.0, 11.5, 10.863636363636363)","(4.2, 7.2, 6.914285714285715)","(14.0, 20.0, 18.75)","(12.0, 14.0, 13.981818181818182)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:25.548382,"(19.0, 25.0, 24.03030303030303)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.742105263157895)","(31.0, 42.0, 36.857142857142854)","(41.0, 55.0, 54.125)","(9.0, 11.5, 10.859756097560975)","(4.2, 7.2, 6.939130434782609)","(14.0, 20.0, 18.5)","(12.0, 14.0, 13.981818181818182)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:26.925696,"(19.0, 25.0, 24.03030303030303)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.792857142857143)","(31.0, 42.0, 36.857142857142854)","(41.0, 55.0, 54.125)","(9.0, 11.5, 10.875776397515528)","(4.2, 7.2, 6.9906976744186045)","(14.0, 19.5, 18.5)","(12.0, 14.0, 13.981818181818182)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:28.329205,"(19.0, 25.0, 24.03030303030303)","(101.0, 230.0, 156.66666666666666)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.792857142857143)","(31.0, 42.0, 36.857142857142854)","(41.0, 55.0, 54.125)","(9.0, 11.5, 10.859756097560975)","(4.2, 7.2, 6.9906976744186045)","(14.0, 19.5, 18.5)","(12.0, 14.0, 13.981818181818182)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:29.786709,"(19.0, 25.0, 24.03030303030303)","(101.0, 230.0, 180.0)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.792857142857143)","(31.0, 42.0, 36.857142857142854)","(41.0, 55.0, 54.125)","(9.0, 11.5, 10.859756097560975)","(4.2, 7.2, 6.9906976744186045)","(14.0, 19.5, 18.25)","(12.0, 14.0, 13.981818181818182)","(2.35, 2.8, 2.732)"
11-01-2023 12:42:31.178317,"(19.0, 25.0, 23.857142857142858)","(101.0, 230.0, 180.0)","(101.0, 210.0, 186.0)","(4.8, 5.9, 5.792857142857143)","(31.0, 42.0, 36.857142857142854)","(41.0, 55.0, 54.125)","(9.0, 11.5, 10.859756097560975)","(4.2, 7.2, 6.9906976744186045)","(14.0, 19.0, 18.25)","(12.0, 14.0, 13.981818181818182)","(2.35, 2.8, 2.732)"
