,Maheno,Reality Jewel,On The Cusp,Malaika Bale,Prince Of Egypt,Wolf,Master Jackal
127,"[datetime.datetime(2022, 11, 28, 13, 49, 48, 414367), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 49, 48, 414367), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 49, 48, 414367), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 49, 48, 414367), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 49, 48, 414367), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 49, 48, 414367), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 49, 48, 414367), 101.0, 500.0]"
128,"[datetime.datetime(2022, 11, 28, 13, 49, 49, 616420), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 49, 49, 616420), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 49, 49, 616420), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 49, 49, 616420), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 49, 49, 616420), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 49, 49, 616420), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 49, 49, 616420), 101.0, 500.0]"
129,"[datetime.datetime(2022, 11, 28, 13, 49, 50, 740073), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 49, 50, 740073), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 49, 50, 740073), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 49, 50, 740073), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 49, 50, 740073), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 49, 50, 740073), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 49, 50, 740073), 101.0, 500.0]"
130,"[datetime.datetime(2022, 11, 28, 13, 49, 51, 860414), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 49, 51, 860414), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 49, 51, 860414), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 49, 51, 860414), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 49, 51, 860414), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 49, 51, 860414), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 49, 51, 860414), 101.0, 500.0]"
131,"[datetime.datetime(2022, 11, 28, 13, 49, 52, 983007), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 49, 52, 983007), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 49, 52, 983007), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 49, 52, 983007), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 49, 52, 983007), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 49, 52, 983007), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 49, 52, 983007), 101.0, 500.0]"
132,"[datetime.datetime(2022, 11, 28, 13, 49, 54, 111088), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 49, 54, 111088), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 49, 54, 111088), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 49, 54, 111088), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 49, 54, 111088), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 49, 54, 111088), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 49, 54, 111088), 101.0, 500.0]"
133,"[datetime.datetime(2022, 11, 28, 13, 49, 55, 236694), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 49, 55, 236694), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 49, 55, 236694), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 49, 55, 236694), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 49, 55, 236694), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 49, 55, 236694), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 49, 55, 236694), 101.0, 500.0]"
134,"[datetime.datetime(2022, 11, 28, 13, 49, 56, 364267), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 49, 56, 364267), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 49, 56, 364267), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 49, 56, 364267), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 49, 56, 364267), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 49, 56, 364267), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 49, 56, 364267), 101.0, 500.0]"
135,"[datetime.datetime(2022, 11, 28, 13, 49, 57, 494277), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 49, 57, 494277), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 49, 57, 494277), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 49, 57, 494277), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 49, 57, 494277), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 49, 57, 494277), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 49, 57, 494277), 101.0, 500.0]"
136,"[datetime.datetime(2022, 11, 28, 13, 49, 58, 610615), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 49, 58, 610615), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 49, 58, 610615), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 49, 58, 610615), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 49, 58, 610615), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 49, 58, 610615), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 49, 58, 610615), 101.0, 500.0]"
137,"[datetime.datetime(2022, 11, 28, 13, 49, 59, 735519), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 49, 59, 735519), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 49, 59, 735519), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 49, 59, 735519), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 49, 59, 735519), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 49, 59, 735519), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 49, 59, 735519), 101.0, 500.0]"
138,"[datetime.datetime(2022, 11, 28, 13, 50, 0, 852799), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 0, 852799), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 0, 852799), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 0, 852799), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 0, 852799), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 0, 852799), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 0, 852799), 101.0, 500.0]"
139,"[datetime.datetime(2022, 11, 28, 13, 50, 1, 969517), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 1, 969517), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 1, 969517), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 1, 969517), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 1, 969517), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 1, 969517), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 1, 969517), 101.0, 500.0]"
140,"[datetime.datetime(2022, 11, 28, 13, 50, 3, 87102), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 3, 87102), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 3, 87102), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 3, 87102), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 3, 87102), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 3, 87102), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 3, 87102), 101.0, 500.0]"
141,"[datetime.datetime(2022, 11, 28, 13, 50, 4, 223176), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 4, 223176), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 4, 223176), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 4, 223176), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 4, 223176), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 4, 223176), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 4, 223176), 101.0, 500.0]"
142,"[datetime.datetime(2022, 11, 28, 13, 50, 5, 388698), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 5, 388698), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 5, 388698), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 5, 388698), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 5, 388698), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 5, 388698), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 5, 388698), 101.0, 500.0]"
143,"[datetime.datetime(2022, 11, 28, 13, 50, 6, 542009), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 6, 542009), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 6, 542009), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 6, 542009), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 6, 542009), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 6, 542009), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 6, 542009), 101.0, 500.0]"
144,"[datetime.datetime(2022, 11, 28, 13, 50, 7, 665260), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 7, 665260), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 7, 665260), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 7, 665260), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 7, 665260), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 7, 665260), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 7, 665260), 101.0, 520.0]"
145,"[datetime.datetime(2022, 11, 28, 13, 50, 8, 840373), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 8, 840373), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 8, 840373), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 8, 840373), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 8, 840373), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 8, 840373), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 8, 840373), 101.0, 520.0]"
146,"[datetime.datetime(2022, 11, 28, 13, 50, 9, 947356), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 9, 947356), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 9, 947356), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 9, 947356), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 9, 947356), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 9, 947356), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 9, 947356), 101.0, 520.0]"
147,"[datetime.datetime(2022, 11, 28, 13, 50, 11, 73324), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 11, 73324), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 11, 73324), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 11, 73324), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 11, 73324), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 11, 73324), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 11, 73324), 101.0, 520.0]"
148,"[datetime.datetime(2022, 11, 28, 13, 50, 12, 182121), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 12, 182121), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 12, 182121), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 12, 182121), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 12, 182121), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 12, 182121), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 12, 182121), 101.0, 520.0]"
149,"[datetime.datetime(2022, 11, 28, 13, 50, 13, 298869), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 13, 298869), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 13, 298869), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 13, 298869), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 13, 298869), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 13, 298869), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 13, 298869), 101.0, 520.0]"
150,"[datetime.datetime(2022, 11, 28, 13, 50, 14, 429706), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 14, 429706), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 14, 429706), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 14, 429706), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 14, 429706), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 14, 429706), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 14, 429706), 101.0, 520.0]"
151,"[datetime.datetime(2022, 11, 28, 13, 50, 15, 578530), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 15, 578530), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 15, 578530), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 15, 578530), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 15, 578530), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 15, 578530), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 15, 578530), 101.0, 520.0]"
152,"[datetime.datetime(2022, 11, 28, 13, 50, 16, 700949), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 16, 700949), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 16, 700949), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 16, 700949), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 16, 700949), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 16, 700949), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 16, 700949), 101.0, 520.0]"
153,"[datetime.datetime(2022, 11, 28, 13, 50, 17, 822943), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 17, 822943), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 17, 822943), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 17, 822943), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 17, 822943), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 17, 822943), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 17, 822943), 101.0, 520.0]"
154,"[datetime.datetime(2022, 11, 28, 13, 50, 18, 952145), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 18, 952145), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 18, 952145), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 18, 952145), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 18, 952145), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 18, 952145), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 18, 952145), 101.0, 520.0]"
155,"[datetime.datetime(2022, 11, 28, 13, 50, 20, 77523), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 20, 77523), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 20, 77523), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 20, 77523), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 20, 77523), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 20, 77523), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 20, 77523), 101.0, 520.0]"
156,"[datetime.datetime(2022, 11, 28, 13, 50, 21, 191433), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 21, 191433), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 21, 191433), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 21, 191433), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 21, 191433), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 21, 191433), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 21, 191433), 101.0, 520.0]"
157,"[datetime.datetime(2022, 11, 28, 13, 50, 22, 303529), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 22, 303529), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 22, 303529), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 22, 303529), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 22, 303529), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 22, 303529), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 22, 303529), 101.0, 520.0]"
158,"[datetime.datetime(2022, 11, 28, 13, 50, 23, 421378), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 23, 421378), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 23, 421378), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 23, 421378), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 23, 421378), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 23, 421378), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 23, 421378), 101.0, 520.0]"
159,"[datetime.datetime(2022, 11, 28, 13, 50, 24, 530115), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 24, 531116), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 24, 531116), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 24, 531116), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 24, 531116), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 24, 531116), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 24, 531116), 101.0, 520.0]"
160,"[datetime.datetime(2022, 11, 28, 13, 50, 25, 646203), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 25, 646203), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 25, 646203), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 25, 646203), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 25, 646203), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 25, 646203), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 25, 646203), 101.0, 520.0]"
161,"[datetime.datetime(2022, 11, 28, 13, 50, 26, 754117), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 26, 754117), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 26, 754117), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 26, 754117), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 26, 754117), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 26, 754117), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 26, 754117), 101.0, 520.0]"
162,"[datetime.datetime(2022, 11, 28, 13, 50, 27, 869508), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 27, 869508), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 27, 869508), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 27, 869508), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 27, 869508), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 27, 869508), 7.5, 9.6]","[datetime.datetime(2022, 11, 28, 13, 50, 27, 869508), 101.0, 520.0]"
163,"[datetime.datetime(2022, 11, 28, 13, 50, 28, 977977), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 28, 977977), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 28, 977977), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 28, 977977), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 28, 977977), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 28, 977977), 7.5, 9.8]","[datetime.datetime(2022, 11, 28, 13, 50, 28, 977977), 101.0, 520.0]"
164,"[datetime.datetime(2022, 11, 28, 13, 50, 30, 94710), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 30, 94710), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 30, 94710), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 30, 94710), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 30, 94710), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 30, 94710), 7.5, 9.6]","[datetime.datetime(2022, 11, 28, 13, 50, 30, 94710), 101.0, 520.0]"
165,"[datetime.datetime(2022, 11, 28, 13, 50, 31, 203703), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 31, 203703), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 31, 203703), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 31, 203703), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 31, 203703), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 31, 203703), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 31, 203703), 101.0, 520.0]"
166,"[datetime.datetime(2022, 11, 28, 13, 50, 32, 319013), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 32, 319013), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 32, 319013), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 32, 319013), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 32, 319013), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 32, 319013), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 32, 319013), 101.0, 520.0]"
167,"[datetime.datetime(2022, 11, 28, 13, 50, 33, 427918), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 33, 427918), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 33, 427918), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 33, 427918), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 33, 427918), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 33, 427918), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 33, 427918), 101.0, 520.0]"
168,"[datetime.datetime(2022, 11, 28, 13, 50, 34, 543367), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 34, 543367), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 34, 543367), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 34, 543367), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 34, 543367), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 34, 543367), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 34, 543367), 101.0, 520.0]"
169,"[datetime.datetime(2022, 11, 28, 13, 50, 35, 660469), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 35, 660469), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 35, 660469), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 35, 660469), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 35, 660469), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 35, 660469), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 35, 660469), 101.0, 520.0]"
170,"[datetime.datetime(2022, 11, 28, 13, 50, 36, 776727), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 36, 776727), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 36, 776727), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 36, 776727), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 36, 776727), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 36, 776727), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 36, 776727), 101.0, 520.0]"
171,"[datetime.datetime(2022, 11, 28, 13, 50, 37, 888614), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 37, 888614), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 37, 888614), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 37, 888614), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 37, 888614), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 37, 888614), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 37, 888614), 101.0, 520.0]"
172,"[datetime.datetime(2022, 11, 28, 13, 50, 39, 7736), 1.85, 3.05]","[datetime.datetime(2022, 11, 28, 13, 50, 39, 7736), 6.0, 11.0]","[datetime.datetime(2022, 11, 28, 13, 50, 39, 7736), 9.0, 22.0]","[datetime.datetime(2022, 11, 28, 13, 50, 39, 7736), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 13, 50, 39, 7736), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 50, 39, 7736), 7.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 50, 39, 7736), 101.0, 520.0]"
