,Montabot,Namakwa,Our Rebel,Isabellas Spring,Bernies Tiger,Savvy Oak,Reflect The Stars,Suppression,Circling,General Wolffe
14-12-2022 14:33:52.392211,"(3.9, 4.5, 4.488505747126437)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.2)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 60.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 7.0, 6.82)","(9.0, 12.0, 11.333333333333334)","(7.0, 9.0, 8.885714285714286)","(31.0, 42.0, 33.0)"
14-12-2022 14:33:53.583845,"(3.9, 4.5, 4.488505747126437)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.2)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 60.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 7.0, 6.82)","(9.0, 12.0, 11.666666666666666)","(7.0, 9.0, 8.885714285714286)","(31.0, 42.0, 33.333333333333336)"
14-12-2022 14:33:54.839731,"(3.9, 4.5, 4.488505747126437)","(15.0, 17.0, 16.5)","(20.0, 28.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 60.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 7.0, 6.82)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.885714285714286)","(31.0, 40.0, 36.0)"
14-12-2022 14:33:56.048634,"(3.9, 4.5, 4.488505747126437)","(15.0, 17.0, 16.5)","(20.0, 28.0, 25.0)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 60.0)","(8.5, 12.0, 11.375)","(5.0, 7.0, 6.82)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.885714285714286)","(31.0, 42.0, 36.0)"
14-12-2022 14:33:57.323843,"(3.9, 4.5, 4.485555555555556)","(15.0, 17.0, 16.5)","(20.0, 28.0, 26.285714285714285)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 60.0)","(8.5, 12.0, 11.375)","(5.0, 7.0, 6.82)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.885714285714286)","(31.0, 42.0, 36.0)"
14-12-2022 14:33:58.496552,"(3.9, 4.5, 4.48953488372093)","(15.0, 17.0, 16.5)","(20.0, 29.0, 25.18181818181818)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 60.0)","(8.5, 12.0, 11.375)","(5.0, 7.0, 6.82)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.885714285714286)","(31.0, 42.0, 36.0)"
14-12-2022 14:33:59.704612,"(3.9, 4.5, 4.48953488372093)","(15.0, 17.0, 16.5)","(20.0, 29.0, 25.18181818181818)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 60.0)","(8.5, 12.0, 11.375)","(5.0, 7.0, 6.82)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.885714285714286)","(31.0, 42.0, 36.0)"
14-12-2022 14:34:00.942326,"(3.9, 4.5, 4.494193548387097)","(15.0, 17.0, 16.5)","(20.0, 29.0, 25.18181818181818)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 60.0)","(8.5, 12.0, 11.375)","(5.0, 7.0, 6.82)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.885714285714286)","(31.0, 42.0, 36.0)"
14-12-2022 14:34:02.065634,"(3.9, 4.5, 4.494193548387097)","(15.0, 17.0, 16.5)","(20.0, 29.0, 25.18181818181818)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 60.0)","(8.5, 12.0, 11.375)","(5.0, 7.0, 6.82)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.885714285714286)","(31.0, 42.0, 39.0)"
14-12-2022 14:34:03.217619,"(3.9, 4.5, 4.494193548387097)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 60.0)","(8.5, 12.0, 11.375)","(5.0, 7.0, 6.82)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.885714285714286)","(31.0, 42.0, 39.0)"
14-12-2022 14:34:04.365005,"(3.9, 4.5, 4.494193548387097)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 60.0)","(8.5, 12.0, 11.375)","(5.0, 7.0, 6.82)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.885714285714286)","(31.0, 42.0, 39.0)"
14-12-2022 14:34:05.515222,"(3.9, 4.5, 4.494193548387097)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 60.0)","(8.5, 12.0, 11.375)","(5.0, 7.0, 6.82)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.818181818181818)","(31.0, 42.0, 39.0)"
14-12-2022 14:34:06.667339,"(3.9, 4.5, 4.494193548387097)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 7.0, 6.723809523809524)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.894736842105264)","(31.0, 42.0, 41.16666666666667)"
14-12-2022 14:34:07.819464,"(3.9, 4.5, 4.495384615384616)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.894736842105264)","(31.0, 42.0, 41.16666666666667)"
14-12-2022 14:34:09.021440,"(3.9, 4.5, 4.495384615384616)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.894736842105264)","(31.0, 42.0, 41.16666666666667)"
14-12-2022 14:34:10.219103,"(3.9, 4.5, 4.495384615384616)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.894736842105264)","(31.0, 42.0, 41.16666666666667)"
14-12-2022 14:34:11.412356,"(3.9, 4.5, 4.495384615384616)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 25.0625)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.894736842105264)","(31.0, 42.0, 41.16666666666667)"
14-12-2022 14:34:12.585812,"(3.9, 4.5, 4.495384615384616)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 25.0625)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.894736842105264)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:13.797823,"(3.9, 4.5, 4.495384615384616)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:15.010654,"(3.9, 4.5, 4.495384615384616)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:16.293998,"(3.9, 4.5, 4.495384615384616)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.154545454545454)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:17.500718,"(3.9, 4.5, 4.495384615384616)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.5)","(4.0, 5.2, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:18.683072,"(3.9, 4.5, 4.495384615384616)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:19.968521,"(3.9, 4.5, 4.469402985074627)","(15.0, 17.0, 16.5)","(20.0, 29.0, 25.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 11.923076923076923)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:21.104603,"(3.9, 4.6, 4.538805970149253)","(15.0, 17.0, 16.5)","(20.0, 29.0, 25.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:22.282859,"(3.9, 4.6, 4.538805970149253)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 40.666666666666664)"
14-12-2022 14:34:23.459453,"(3.9, 4.6, 4.538805970149253)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 40.666666666666664)"
14-12-2022 14:34:24.596324,"(3.9, 4.6, 4.538805970149253)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.375)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 40.666666666666664)"
14-12-2022 14:34:25.747989,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.0, 16.5)","(20.0, 29.0, 25.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 40.666666666666664)"
14-12-2022 14:34:26.923337,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.0, 16.5)","(20.0, 29.0, 26.375)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 40.666666666666664)"
14-12-2022 14:34:28.077883,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.0, 16.5)","(20.0, 29.0, 26.375)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 40.666666666666664)"
14-12-2022 14:34:29.197163,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.0, 16.5)","(20.0, 29.0, 26.375)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:30.332750,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.0, 16.5)","(20.0, 29.0, 26.375)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:31.533176,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.916666666666668)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:32.731840,"(3.9, 4.6, 4.538805970149253)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 26.375)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:33.967315,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 26.375)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:35.143240,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 26.375)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:36.308513,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:37.466748,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:38.646819,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:39.834296,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.428571428571429)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:41.051044,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.0, 16.5)","(20.0, 29.0, 25.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.483870967741936)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:42.232444,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.0, 16.5)","(20.0, 29.0, 25.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.483870967741936)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:43.424166,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.154545454545454)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.483870967741936)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:44.611954,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.5)","(4.0, 5.2, 5.2124999999999995)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.483870967741936)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:45.789097,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.0, 16.5)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.154545454545454)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.483870967741936)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:46.968333,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.0, 16.5)","(20.0, 29.0, 25.5)","(4.0, 5.2, 5.154545454545454)","(31.0, 60.0, 51.0)","(8.5, 12.0, 11.483870967741936)","(5.0, 6.8, 6.723809523809524)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 41.285714285714285)"
14-12-2022 14:34:48.130469,"(3.9, 4.6, 4.540909090909091)","(15.0, 17.0, 16.8)","(20.0, 29.0, 25.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 60.0, 52.5)","(8.5, 12.0, 11.483870967741936)","(5.0, 6.8, 6.836363636363636)","(9.0, 12.5, 12.105263157894736)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 38.666666666666664)"
14-12-2022 14:34:49.283360,"(3.9, 4.6, 4.523529411764706)","(15.0, 17.5, 16.789473684210527)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 65.0, 52.5)","(8.5, 12.0, 11.2)","(5.0, 7.0, 6.8)","(9.0, 12.5, 12.166666666666666)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 39.6)"
14-12-2022 14:34:50.425071,"(3.9, 4.6, 4.523529411764706)","(15.0, 17.5, 16.789473684210527)","(20.0, 29.0, 26.375)","(4.0, 5.3, 5.2124999999999995)","(31.0, 65.0, 52.5)","(8.5, 12.0, 11.166666666666666)","(5.0, 7.0, 6.76)","(9.0, 13.5, 12.0)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 38.0)"
14-12-2022 14:34:51.626935,"(3.9, 4.5, 4.472189349112426)","(15.0, 17.5, 16.789473684210527)","(20.0, 29.0, 25.5)","(4.0, 5.3, 5.189473684210526)","(31.0, 65.0, 52.5)","(8.5, 12.0, 11.16)","(5.0, 7.0, 6.76)","(9.0, 13.5, 12.045454545454545)","(7.0, 9.0, 8.904761904761905)","(31.0, 42.0, 35.714285714285715)"
14-12-2022 14:34:52.772011,"(3.9, 4.5, 4.472189349112426)","(15.0, 17.5, 16.789473684210527)","(20.0, 29.0, 25.5)","(4.0, 5.3, 5.189473684210526)","(31.0, 65.0, 52.5)","(8.5, 12.0, 11.166666666666666)","(5.0, 7.0, 6.76)","(9.0, 13.0, 11.928571428571429)","(7.0, 9.0, 8.904761904761905)","(31.0, 40.0, 35.714285714285715)"
14-12-2022 14:34:54.031863,"(3.9, 4.5, 4.472189349112426)","(15.0, 17.5, 16.789473684210527)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.189473684210526)","(31.0, 85.0, 57.5)","(8.5, 12.0, 11.166666666666666)","(5.0, 7.0, 6.76)","(9.0, 13.0, 11.928571428571429)","(7.0, 9.0, 8.904761904761905)","(31.0, 40.0, 35.714285714285715)"
14-12-2022 14:34:55.238773,"(3.9, 4.5, 4.472189349112426)","(15.0, 17.5, 16.789473684210527)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.189473684210526)","(31.0, 80.0, 57.5)","(8.5, 12.0, 11.166666666666666)","(5.0, 7.0, 6.76)","(9.0, 13.0, 12.0)","(7.0, 9.0, 8.904761904761905)","(31.0, 40.0, 35.714285714285715)"
14-12-2022 14:34:56.378168,"(3.9, 4.5, 4.472189349112426)","(15.0, 17.5, 16.789473684210527)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.189473684210526)","(31.0, 80.0, 57.5)","(8.5, 12.0, 11.166666666666666)","(5.0, 7.0, 6.76)","(9.0, 13.0, 12.0)","(7.0, 9.0, 8.904761904761905)","(31.0, 40.0, 35.714285714285715)"
14-12-2022 14:34:57.530871,"(3.9, 4.6, 4.50990990990991)","(15.0, 17.5, 16.789473684210527)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.189473684210526)","(31.0, 80.0, 57.5)","(8.5, 12.0, 11.166666666666666)","(5.0, 7.0, 6.76)","(9.0, 13.0, 12.0)","(7.0, 9.0, 8.904761904761905)","(31.0, 40.0, 35.714285714285715)"
14-12-2022 14:34:58.751526,"(3.9, 4.6, 4.483848797250859)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.189473684210526)","(31.0, 80.0, 57.5)","(8.5, 12.0, 11.166666666666666)","(5.0, 7.0, 6.76)","(9.0, 13.0, 12.0)","(7.0, 9.0, 8.904761904761905)","(31.0, 40.0, 35.714285714285715)"
14-12-2022 14:34:59.938077,"(3.9, 4.5, 4.482993197278912)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.189473684210526)","(31.0, 80.0, 57.5)","(8.5, 12.0, 11.166666666666666)","(5.0, 7.0, 6.76)","(9.0, 13.0, 12.045454545454545)","(7.0, 9.0, 8.904761904761905)","(31.0, 40.0, 35.714285714285715)"
14-12-2022 14:35:01.098149,"(3.9, 4.5, 4.438144329896907)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.189473684210526)","(31.0, 80.0, 57.5)","(8.5, 12.0, 11.125)","(5.0, 7.0, 6.76)","(9.0, 12.5, 11.833333333333334)","(7.0, 9.0, 8.904761904761905)","(31.0, 40.0, 35.714285714285715)"
14-12-2022 14:35:02.290468,"(3.9, 4.6, 4.546928327645051)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 80.0, 56.0)","(8.5, 12.0, 11.125)","(5.0, 7.0, 6.76)","(9.0, 12.5, 11.75)","(7.0, 9.0, 8.904761904761905)","(31.0, 40.0, 35.714285714285715)"
14-12-2022 14:35:03.447914,"(3.9, 4.6, 4.448717948717949)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 80.0, 56.0)","(8.5, 12.0, 11.125)","(5.0, 7.0, 6.76)","(9.0, 12.5, 11.75)","(7.0, 9.0, 8.976470588235294)","(31.0, 40.0, 35.714285714285715)"
14-12-2022 14:35:04.633925,"(3.9, 4.5, 4.481283422459893)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 80.0, 56.0)","(8.5, 12.0, 11.125)","(5.0, 7.0, 6.76)","(9.0, 12.5, 11.75)","(7.0, 9.0, 8.976470588235294)","(31.0, 40.0, 35.714285714285715)"
14-12-2022 14:35:05.863635,"(3.9, 4.5, 4.481283422459893)","(15.0, 17.5, 16.32608695652174)","(20.0, 29.0, 24.5)","(4.0, 5.3, 5.2124999999999995)","(31.0, 80.0, 56.0)","(8.5, 12.0, 11.125)","(5.0, 7.0, 6.76)","(9.0, 12.5, 11.75)","(7.0, 9.0, 8.923076923076923)","(31.0, 40.0, 35.714285714285715)"
14-12-2022 14:35:07.036756,"(3.9, 4.5, 4.481283422459893)","(15.0, 17.5, 16.32608695652174)","(20.0, 28.0, 24.0)","(4.0, 5.3, 5.2124999999999995)","(31.0, 80.0, 56.0)","(8.5, 12.0, 11.0)","(5.0, 7.0, 6.76)","(9.0, 12.5, 11.75)","(7.0, 9.2, 9.489655172413793)","(31.0, 40.0, 35.714285714285715)"
14-12-2022 14:35:08.194239,"(3.9, 4.5, 4.4430555555555555)","(15.0, 17.5, 16.32608695652174)","(20.0, 27.0, 25.571428571428573)","(4.0, 5.3, 5.2124999999999995)","(31.0, 80.0, 56.0)","(8.5, 11.5, 11.0)","(5.0, 7.0, 6.76)","(9.0, 12.5, 11.75)","(7.0, 9.6, 9.494736842105263)","(31.0, 40.0, 35.714285714285715)"
14-12-2022 14:35:09.446176,"(3.9, 4.5, 4.4430555555555555)","(15.0, 17.5, 16.32608695652174)","(20.0, 26.0, 24.857142857142858)","(4.0, 5.3, 5.2124999999999995)","(31.0, 75.0, 55.0)","(8.5, 11.5, 11.0)","(5.0, 7.0, 6.76)","(9.0, 12.5, 11.75)","(7.0, 9.6, 9.563636363636363)","(31.0, 40.0, 35.333333333333336)"
14-12-2022 14:35:10.669312,"(3.9, 4.5, 4.372868217054264)","(15.0, 17.5, 16.32608695652174)","(20.0, 26.0, 24.857142857142858)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 55.0)","(8.5, 11.5, 11.0)","(5.0, 7.0, 6.76)","(9.0, 12.5, 12.013513513513514)","(7.0, 9.6, 10.76)","(31.0, 38.0, 35.333333333333336)"
14-12-2022 14:35:11.881407,"(3.9, 4.4, 4.37687074829932)","(15.0, 17.5, 16.32608695652174)","(20.0, 25.0, 23.81818181818182)","(4.0, 5.3, 5.2124999999999995)","(31.0, 70.0, 55.0)","(8.5, 11.5, 11.0)","(5.0, 7.0, 6.76)","(9.0, 12.5, 12.013513513513514)","(7.0, 11.0, 10.76)","(31.0, 38.0, 36.857142857142854)"
