,Montabot,Namakwa,Our Rebel,Isabellas Spring,Bernies Tiger,Savvy Oak,Reflect The Stars,Suppression,Circling,General Wolffe
14-12-2022 14:36:21.438223,"(3.8, 4.5, 4.455357142857143)","(14.0, 17.0, 16.479166666666668)","(19.0, 27.0, 26.75)","(4.0, 5.5, 5.445945945945946)","(31.0, 65.0, 59.375)","(8.5, 15.0, 12.555555555555555)","(5.0, 6.2, 6.1)","(9.0, 10.5, 10.14516129032258)","(7.0, 10.5, 9.863636363636365)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:22.758615,"(3.8, 4.5, 4.455357142857143)","(14.0, 16.5, 16.442307692307693)","(19.0, 27.0, 26.75)","(4.0, 5.5, 5.431578947368421)","(31.0, 65.0, 59.375)","(8.5, 13.0, 12.555555555555555)","(5.0, 6.2, 6.1)","(9.0, 10.5, 10.137931034482758)","(7.0, 10.5, 9.863636363636365)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:24.077800,"(3.8, 4.5, 4.47965367965368)","(14.0, 16.5, 16.442307692307693)","(19.0, 27.0, 26.75)","(4.0, 5.5, 5.446938775510204)","(31.0, 65.0, 56.111111111111114)","(8.5, 13.0, 12.789473684210526)","(5.0, 6.2, 6.1)","(9.0, 10.5, 10.137931034482758)","(7.0, 10.5, 10.0)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:25.409166,"(3.8, 4.5, 4.479508196721311)","(14.0, 16.5, 16.442307692307693)","(19.0, 27.0, 26.75)","(4.0, 5.5, 5.446938775510204)","(31.0, 65.0, 56.111111111111114)","(8.5, 13.0, 12.892857142857142)","(5.0, 6.2, 6.1)","(9.0, 10.5, 10.137931034482758)","(7.0, 10.5, 10.0)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:26.633428,"(3.8, 4.5, 4.477678571428571)","(14.0, 16.5, 16.442307692307693)","(20.0, 27.0, 26.75)","(4.2, 5.5, 5.446938775510204)","(31.0, 65.0, 56.111111111111114)","(8.5, 13.0, 12.892857142857142)","(5.0, 6.2, 6.1)","(9.0, 10.5, 10.137931034482758)","(7.5, 10.5, 10.0)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:27.883853,"(3.8, 4.5, 4.477678571428571)","(14.0, 16.5, 16.442307692307693)","(20.0, 27.0, 26.75)","(4.2, 5.5, 5.446938775510204)","(31.0, 65.0, 56.111111111111114)","(8.5, 13.0, 12.892857142857142)","(5.0, 6.2, 6.1)","(9.0, 10.5, 10.137931034482758)","(7.5, 10.5, 10.0)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:29.157072,"(3.8, 4.5, 4.472972972972973)","(14.0, 16.5, 16.442307692307693)","(20.0, 27.0, 26.75)","(4.2, 5.5, 5.446938775510204)","(31.0, 65.0, 56.111111111111114)","(8.5, 13.0, 12.892857142857142)","(5.0, 6.2, 6.1)","(9.0, 10.5, 10.137931034482758)","(7.5, 10.5, 10.0)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:30.353345,"(3.8, 4.5, 4.401290322580645)","(14.0, 16.5, 16.43617021276596)","(20.0, 27.0, 26.75)","(4.2, 5.5, 5.446938775510204)","(31.0, 65.0, 56.111111111111114)","(8.5, 15.0, 13.958333333333334)","(5.0, 6.2, 6.1)","(9.0, 10.5, 10.137931034482758)","(7.5, 10.5, 10.0)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:31.676888,"(3.8, 4.5, 4.401290322580645)","(14.0, 16.5, 16.43617021276596)","(20.0, 27.0, 26.75)","(4.2, 5.5, 5.446938775510204)","(31.0, 65.0, 56.111111111111114)","(8.5, 15.0, 13.958333333333334)","(5.0, 6.2, 6.133333333333334)","(9.0, 10.5, 10.137931034482758)","(7.5, 10.5, 10.0)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:32.945897,"(3.8, 4.5, 4.401290322580645)","(14.0, 16.5, 16.43617021276596)","(20.0, 27.0, 26.75)","(4.2, 5.5, 5.427777777777778)","(31.0, 65.0, 56.111111111111114)","(8.5, 15.0, 13.958333333333334)","(5.0, 6.2, 6.133333333333334)","(9.0, 10.5, 10.137931034482758)","(7.5, 10.5, 10.0)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:34.199468,"(3.8, 4.5, 4.394845360824742)","(14.0, 16.5, 16.43617021276596)","(20.0, 27.0, 26.75)","(4.2, 5.5, 5.427777777777778)","(31.0, 65.0, 56.111111111111114)","(8.5, 15.0, 13.666666666666666)","(5.0, 6.2, 6.133333333333334)","(9.0, 10.5, 10.137931034482758)","(7.5, 10.5, 10.0)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:35.509269,"(3.8, 4.5, 4.394845360824742)","(14.0, 16.5, 16.43617021276596)","(20.0, 27.0, 26.75)","(4.2, 5.5, 5.427777777777778)","(31.0, 65.0, 56.111111111111114)","(8.5, 14.5, 13.605263157894736)","(5.0, 6.2, 6.133333333333334)","(9.0, 10.5, 10.137931034482758)","(7.5, 10.5, 10.0)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:36.834526,"(3.8, 4.5, 4.394845360824742)","(14.0, 16.5, 16.43617021276596)","(20.0, 27.0, 26.75)","(4.2, 5.5, 5.427777777777778)","(31.0, 65.0, 56.111111111111114)","(8.5, 14.0, 12.961538461538462)","(5.0, 6.2, 6.133333333333334)","(9.0, 10.5, 10.137931034482758)","(7.5, 10.5, 10.0)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:38.155497,"(3.8, 4.5, 4.394845360824742)","(14.0, 16.5, 16.43617021276596)","(20.0, 27.0, 26.75)","(4.2, 5.5, 5.427777777777778)","(31.0, 65.0, 56.111111111111114)","(8.5, 14.0, 12.961538461538462)","(5.0, 6.2, 6.133333333333334)","(9.0, 10.5, 10.137931034482758)","(7.5, 10.5, 10.0)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:39.454969,"(3.8, 4.5, 4.394845360824742)","(14.0, 16.5, 16.43617021276596)","(19.0, 27.0, 26.75)","(4.2, 5.5, 5.427777777777778)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.0, 12.961538461538462)","(5.0, 6.2, 6.133333333333334)","(9.0, 10.5, 10.137931034482758)","(7.5, 10.5, 10.0)","(31.0, 42.0, 39.45454545454545)"
14-12-2022 14:36:40.732757,"(3.8, 4.5, 4.394845360824742)","(14.0, 16.5, 16.473684210526315)","(19.0, 27.0, 26.75)","(4.2, 5.5, 5.36842105263158)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.0, 13.035714285714286)","(5.0, 6.2, 6.043478260869565)","(9.0, 10.5, 10.181818181818182)","(7.5, 10.5, 10.0)","(31.0, 42.0, 35.0)"
14-12-2022 14:36:42.033353,"(3.8, 4.5, 4.38359133126935)","(14.0, 16.5, 16.473684210526315)","(19.0, 27.0, 26.75)","(4.2, 5.4, 5.323076923076924)","(31.0, 65.0, 58.84615384615385)","(9.0, 14.0, 13.035714285714286)","(5.0, 6.2, 6.090322580645162)","(9.0, 10.5, 10.222222222222221)","(7.5, 10.5, 10.277777777777779)","(31.0, 42.0, 35.0)"
14-12-2022 14:36:43.318030,"(3.8, 4.5, 4.38359133126935)","(14.0, 16.5, 16.473684210526315)","(19.0, 27.0, 26.75)","(4.2, 5.4, 5.323076923076924)","(31.0, 65.0, 58.84615384615385)","(9.0, 14.0, 13.035714285714286)","(5.0, 6.2, 6.090322580645162)","(9.0, 10.5, 10.222222222222221)","(7.5, 10.5, 10.357142857142858)","(31.0, 42.0, 35.0)"
14-12-2022 14:36:44.725522,"(3.8, 4.5, 4.38359133126935)","(14.0, 16.5, 16.473684210526315)","(19.0, 27.0, 26.75)","(4.2, 5.4, 5.284210526315789)","(31.0, 65.0, 58.84615384615385)","(9.0, 14.0, 13.035714285714286)","(5.0, 6.2, 6.1)","(9.0, 10.5, 10.222222222222221)","(7.5, 10.5, 10.357142857142858)","(31.0, 42.0, 35.0)"
14-12-2022 14:36:46.237203,"(3.8, 4.5, 4.385173501577287)","(14.0, 16.5, 16.473684210526315)","(19.0, 27.0, 28.333333333333332)","(4.2, 5.3, 5.2749999999999995)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.0, 12.8)","(5.0, 6.2, 6.127272727272727)","(9.0, 10.5, 10.222222222222221)","(7.5, 10.5, 10.6)","(31.0, 42.0, 37.66666666666667)"
14-12-2022 14:36:47.677473,"(3.8, 4.5, 4.385173501577287)","(14.0, 16.5, 16.473684210526315)","(19.0, 30.0, 29.0)","(4.2, 5.3, 5.1)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.0, 12.8)","(5.0, 6.2, 6.16)","(9.0, 10.5, 10.333333333333334)","(7.5, 11.0, 10.428571428571429)","(31.0, 42.0, 37.66666666666667)"
14-12-2022 14:36:49.066777,"(3.8, 4.5, 4.385173501577287)","(14.0, 16.5, 16.428571428571427)","(19.0, 30.0, 29.0)","(4.2, 5.3, 5.1)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.0, 12.8)","(5.0, 6.2, 6.16)","(9.0, 10.5, 10.333333333333334)","(7.5, 11.0, 10.428571428571429)","(31.0, 42.0, 37.66666666666667)"
14-12-2022 14:36:50.419948,"(3.8, 4.5, 4.385173501577287)","(14.0, 16.5, 16.41891891891892)","(19.0, 30.0, 29.0)","(4.2, 5.3, 5.15)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.0, 12.8)","(5.0, 6.2, 6.12)","(9.0, 11.0, 10.545454545454545)","(7.5, 11.0, 10.120000000000001)","(31.0, 42.0, 35.0)"
14-12-2022 14:36:51.769967,"(3.8, 4.4, 4.377142857142857)","(14.0, 16.5, 16.41891891891892)","(19.0, 30.0, 29.2)","(4.2, 5.3, 5.25)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.0, 13.325)","(5.0, 6.2, 6.12)","(9.0, 11.0, 10.545454545454545)","(7.5, 11.0, 10.120000000000001)","(31.0, 42.0, 35.0)"
14-12-2022 14:36:53.060185,"(3.8, 4.4, 4.377142857142857)","(14.0, 16.5, 16.41891891891892)","(19.0, 32.0, 27.77777777777778)","(4.2, 5.3, 5.25)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.0, 13.325)","(5.0, 6.2, 6.12)","(9.0, 11.0, 10.75)","(7.5, 11.0, 10.120000000000001)","(31.0, 42.0, 35.0)"
14-12-2022 14:36:54.376763,"(3.8, 4.4, 4.377142857142857)","(14.0, 16.5, 16.41891891891892)","(19.0, 30.0, 27.77777777777778)","(4.2, 5.3, 5.24)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.0, 13.736842105263158)","(5.0, 6.2, 6.12)","(9.0, 11.0, 10.75)","(7.5, 11.0, 10.120000000000001)","(31.0, 42.0, 35.0)"
14-12-2022 14:36:55.681851,"(3.8, 4.4, 4.378378378378379)","(14.0, 16.5, 16.41891891891892)","(19.0, 30.0, 27.77777777777778)","(4.2, 5.3, 5.25)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.0, 13.933333333333334)","(5.0, 6.2, 6.12)","(9.0, 11.0, 10.75)","(7.5, 11.0, 10.120000000000001)","(31.0, 42.0, 35.0)"
14-12-2022 14:36:57.005383,"(3.8, 4.4, 4.3400735294117645)","(14.0, 16.5, 16.41891891891892)","(19.0, 30.0, 27.77777777777778)","(4.2, 5.3, 5.25)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.0, 13.933333333333334)","(5.0, 6.2, 6.12)","(9.0, 11.0, 10.75)","(7.5, 11.0, 10.120000000000001)","(31.0, 42.0, 35.0)"
14-12-2022 14:36:58.318308,"(3.8, 4.4, 4.362528735632184)","(14.0, 16.5, 16.41891891891892)","(19.0, 30.0, 27.77777777777778)","(4.2, 5.3, 4.9375)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.0, 13.933333333333334)","(5.0, 6.2, 6.12)","(9.0, 11.0, 10.75)","(7.5, 11.0, 10.120000000000001)","(31.0, 42.0, 37.5)"
14-12-2022 14:36:59.702072,"(3.8, 4.4, 4.3713910761154855)","(14.0, 16.5, 16.38235294117647)","(19.0, 30.0, 27.77777777777778)","(4.2, 5.2, 4.9750000000000005)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.0, 14.233333333333333)","(5.0, 6.2, 6.12)","(9.0, 11.0, 10.75)","(7.5, 11.0, 10.120000000000001)","(31.0, 42.0, 37.5)"
14-12-2022 14:37:01.060616,"(3.8, 4.4, 4.3713910761154855)","(14.0, 16.5, 16.38235294117647)","(19.0, 30.0, 27.77777777777778)","(4.2, 5.2, 4.9750000000000005)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.5, 14.416666666666666)","(5.0, 6.2, 6.12)","(9.0, 11.0, 10.75)","(7.5, 11.0, 10.120000000000001)","(31.0, 42.0, 37.5)"
14-12-2022 14:37:02.486962,"(3.8, 4.4, 4.3713910761154855)","(14.0, 16.5, 16.38235294117647)","(19.0, 30.0, 27.77777777777778)","(4.2, 5.2, 4.9750000000000005)","(31.0, 65.0, 56.111111111111114)","(9.0, 14.5, 14.470588235294118)","(5.0, 6.2, 6.12)","(9.0, 11.0, 10.75)","(7.5, 11.0, 10.266666666666667)","(31.0, 42.0, 38.57142857142857)"
14-12-2022 14:37:03.914703,"(3.8, 4.4, 4.3713910761154855)","(14.0, 16.5, 16.433333333333334)","(19.0, 30.0, 27.6)","(4.2, 5.2, 5.025)","(31.0, 65.0, 55.714285714285715)","(9.0, 15.0, 14.470588235294118)","(5.0, 6.2, 5.828571428571428)","(9.0, 11.0, 10.12)","(7.5, 10.5, 10.11111111111111)","(31.0, 42.0, 38.57142857142857)"
14-12-2022 14:37:05.399426,"(3.8, 4.4, 4.371688311688312)","(14.0, 16.5, 16.433333333333334)","(19.0, 30.0, 27.6)","(4.2, 5.2, 5.025)","(31.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.678571428571429)","(5.0, 6.0, 5.869811320754717)","(9.0, 10.5, 10.085106382978724)","(7.5, 10.5, 10.11111111111111)","(31.0, 42.0, 52.375)"
14-12-2022 14:37:06.813647,"(3.8, 4.4, 4.371688311688312)","(14.0, 16.5, 16.433333333333334)","(19.0, 30.0, 27.6)","(4.2, 5.2, 5.025)","(31.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.678571428571429)","(5.0, 5.9, 5.869811320754717)","(9.0, 10.5, 10.085106382978724)","(7.5, 10.5, 10.11111111111111)","(31.0, 55.0, 52.375)"
14-12-2022 14:37:08.207297,"(3.8, 4.4, 4.378632478632479)","(14.0, 16.5, 16.38235294117647)","(19.0, 30.0, 27.75)","(4.2, 5.2, 5.025)","(31.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.678571428571429)","(5.0, 5.9, 5.869811320754717)","(9.0, 10.5, 10.085106382978724)","(7.5, 10.5, 10.11111111111111)","(31.0, 55.0, 52.375)"
14-12-2022 14:37:09.607763,"(3.8, 4.4, 4.378632478632479)","(14.0, 16.5, 16.38235294117647)","(19.0, 30.0, 27.75)","(4.2, 5.2, 5.025)","(31.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.735294117647058)","(5.0, 5.9, 5.869811320754717)","(9.0, 10.5, 10.117647058823529)","(7.5, 10.5, 10.11111111111111)","(31.0, 55.0, 52.375)"
14-12-2022 14:37:10.953792,"(3.8, 4.4, 4.376454293628809)","(14.0, 17.0, 16.541666666666668)","(19.0, 30.0, 27.75)","(4.2, 5.2, 5.025)","(31.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.735294117647058)","(5.0, 5.9, 5.866666666666667)","(9.0, 10.5, 10.10344827586207)","(7.5, 10.5, 10.11111111111111)","(31.0, 55.0, 52.375)"
14-12-2022 14:37:12.284815,"(3.8, 4.4, 4.388745980707395)","(14.0, 17.0, 16.8125)","(19.0, 30.0, 27.75)","(4.2, 5.2, 5.025)","(31.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.735294117647058)","(5.0, 5.9, 5.866666666666667)","(9.0, 10.5, 10.084507042253522)","(7.5, 10.5, 10.015384615384615)","(31.0, 55.0, 52.375)"
14-12-2022 14:37:13.707956,"(3.8, 4.4, 4.388745980707395)","(14.0, 17.0, 16.896551724137932)","(19.0, 30.0, 28.5)","(4.2, 5.2, 5.025)","(31.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.735294117647058)","(5.0, 5.9, 5.866666666666667)","(9.0, 10.5, 10.084507042253522)","(7.5, 10.5, 10.015384615384615)","(31.0, 55.0, 52.375)"
14-12-2022 14:37:15.279581,"(3.8, 4.4, 4.389032258064517)","(14.0, 17.0, 16.896551724137932)","(19.0, 30.0, 28.5)","(4.2, 5.2, 5.025)","(31.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.653846153846153)","(5.0, 5.9, 5.866666666666667)","(9.0, 10.5, 10.084507042253522)","(7.5, 10.5, 10.015384615384615)","(31.0, 55.0, 52.375)"
14-12-2022 14:37:16.789211,"(3.8, 4.4, 4.389032258064517)","(14.0, 17.0, 16.896551724137932)","(19.0, 30.0, 28.941176470588236)","(4.2, 5.2, 5.025)","(31.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.653846153846153)","(5.0, 5.9, 5.866666666666667)","(9.0, 10.5, 10.084507042253522)","(7.5, 10.5, 10.325)","(31.0, 55.0, 52.375)"
14-12-2022 14:37:18.236329,"(3.8, 4.4, 4.389032258064517)","(14.0, 17.0, 16.896551724137932)","(19.0, 30.0, 28.285714285714285)","(4.2, 5.2, 5.009090909090909)","(31.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.142857142857142)","(5.0, 5.9, 5.825)","(9.0, 10.5, 10.090277777777779)","(7.5, 10.5, 10.1)","(31.0, 55.0, 48.7)"
14-12-2022 14:37:19.673829,"(3.8, 4.4, 4.389032258064517)","(14.0, 17.0, 16.896551724137932)","(19.0, 30.0, 28.444444444444443)","(4.2, 5.2, 5.016666666666667)","(31.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.25)","(5.0, 5.9, 5.884615384615385)","(9.0, 10.5, 10.090277777777779)","(7.5, 10.5, 9.91578947368421)","(31.0, 55.0, 48.7)"
14-12-2022 14:37:21.000928,"(3.8, 4.4, 4.3889967637540455)","(14.0, 17.0, 16.896551724137932)","(19.0, 32.0, 28.444444444444443)","(4.2, 5.1, 5.016666666666667)","(31.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.25)","(5.0, 5.9, 5.828571428571428)","(9.0, 10.5, 10.090277777777779)","(7.5, 10.0, 10.0125)","(31.0, 55.0, 46.0)"
14-12-2022 14:37:22.390044,"(3.8, 4.5, 4.388923556942277)","(14.0, 17.0, 16.896551724137932)","(19.0, 32.0, 29.714285714285715)","(4.2, 5.1, 5.016666666666667)","(31.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.25)","(5.0, 6.0, 5.828571428571428)","(9.0, 10.5, 10.090277777777779)","(7.5, 10.5, 10.0125)","(31.0, 50.0, 47.33333333333333)"
14-12-2022 14:37:23.791493,"(3.8, 4.5, 4.388923556942277)","(14.0, 17.0, 16.896551724137932)","(19.0, 32.0, 29.5)","(4.2, 5.1, 5.016666666666667)","(31.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.25)","(5.0, 6.0, 5.828571428571428)","(9.0, 10.5, 10.072463768115941)","(7.5, 10.5, 10.0125)","(31.0, 50.0, 47.33333333333333)"
14-12-2022 14:37:25.177550,"(3.9, 4.5, 4.386626139817629)","(15.0, 17.0, 16.91176470588235)","(20.0, 34.0, 30.25)","(4.4, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.25)","(5.5, 6.0, 5.828571428571428)","(10.0, 10.5, 10.111940298507463)","(7.5, 10.5, 10.076086956521738)","(31.0, 50.0, 47.33333333333333)"
14-12-2022 14:37:26.597974,"(3.9, 4.5, 4.386626139817629)","(15.0, 17.0, 16.94)","(20.0, 34.0, 30.25)","(4.4, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.25)","(5.5, 6.0, 5.828571428571428)","(10.0, 10.5, 10.15)","(7.5, 10.5, 10.076086956521738)","(31.0, 50.0, 47.33333333333333)"
14-12-2022 14:37:28.048212,"(3.9, 4.5, 4.386626139817629)","(15.0, 17.0, 16.94)","(20.0, 42.0, 39.66666666666667)","(4.4, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.25)","(5.5, 5.9, 5.86842105263158)","(10.0, 10.5, 10.15)","(7.5, 10.5, 10.076086956521738)","(31.0, 50.0, 47.33333333333333)"
14-12-2022 14:37:29.518100,"(3.9, 4.5, 4.386626139817629)","(15.0, 17.0, 16.84)","(20.0, 40.0, 38.666666666666664)","(4.4, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.181818181818182)","(5.5, 5.9, 5.86842105263158)","(10.0, 10.5, 10.15)","(7.5, 10.5, 10.076086956521738)","(31.0, 50.0, 46.75)"
14-12-2022 14:37:30.943121,"(3.9, 4.5, 4.386626139817629)","(15.0, 17.0, 16.80952380952381)","(20.0, 44.0, 38.666666666666664)","(4.4, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(9.0, 15.0, 14.4)","(5.5, 5.9, 5.86842105263158)","(10.0, 10.5, 10.15)","(7.5, 10.5, 10.12037037037037)","(31.0, 48.0, 46.75)"
14-12-2022 14:37:32.319285,"(3.9, 4.5, 4.386626139817629)","(15.0, 17.0, 16.520833333333332)","(20.0, 44.0, 38.0)","(4.2, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(10.0, 15.0, 14.333333333333334)","(5.5, 5.9, 5.86)","(10.0, 10.5, 10.15)","(7.5, 10.5, 10.063829787234043)","(31.0, 48.0, 46.75)"
14-12-2022 14:37:33.670400,"(3.9, 4.5, 4.386626139817629)","(15.0, 17.0, 16.520833333333332)","(20.0, 42.0, 38.72727272727273)","(4.2, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(10.0, 16.5, 14.333333333333334)","(5.5, 5.9, 5.86)","(10.0, 10.5, 10.15)","(7.5, 10.5, 9.746938775510204)","(31.0, 48.0, 46.0)"
14-12-2022 14:37:34.961371,"(3.9, 4.5, 4.386626139817629)","(15.0, 17.0, 16.520833333333332)","(20.0, 42.0, 36.666666666666664)","(4.2, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(10.0, 16.5, 14.454545454545455)","(5.5, 5.9, 5.845454545454546)","(10.0, 10.5, 10.15)","(7.5, 10.5, 9.746938775510204)","(31.0, 48.0, 46.0)"
14-12-2022 14:37:36.267829,"(3.9, 4.5, 4.386626139817629)","(15.0, 17.0, 16.520833333333332)","(20.0, 40.0, 35.0)","(4.2, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(10.0, 16.5, 14.666666666666666)","(5.5, 5.9, 5.865384615384616)","(10.0, 10.5, 10.15)","(7.5, 10.5, 9.746938775510204)","(31.0, 48.0, 41.63636363636363)"
14-12-2022 14:37:37.601337,"(3.9, 4.4, 4.394059405940594)","(15.0, 17.0, 16.520833333333332)","(20.0, 40.0, 36.666666666666664)","(4.2, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(10.0, 16.0, 14.666666666666666)","(5.5, 5.9, 5.876923076923077)","(10.0, 10.5, 10.15)","(7.5, 10.5, 9.746938775510204)","(31.0, 48.0, 41.63636363636363)"
14-12-2022 14:37:38.970026,"(3.9, 4.4, 4.394059405940594)","(15.0, 17.0, 16.520833333333332)","(20.0, 40.0, 36.666666666666664)","(4.2, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(10.0, 16.0, 14.666666666666666)","(5.5, 5.9, 5.876923076923077)","(10.0, 10.5, 10.15)","(7.5, 10.5, 9.746938775510204)","(31.0, 48.0, 41.63636363636363)"
14-12-2022 14:37:40.325628,"(3.9, 4.4, 4.394059405940594)","(15.0, 17.0, 16.520833333333332)","(20.0, 40.0, 36.666666666666664)","(4.2, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(10.0, 16.0, 14.666666666666666)","(5.5, 5.9, 5.876923076923077)","(10.0, 10.5, 10.15)","(7.5, 10.5, 9.746938775510204)","(31.0, 48.0, 41.63636363636363)"
14-12-2022 14:37:41.749713,"(3.9, 4.4, 4.394059405940594)","(15.0, 17.0, 16.520833333333332)","(20.0, 50.0, 47.77777777777778)","(4.2, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(10.0, 16.0, 13.857142857142858)","(5.5, 5.9, 5.876923076923077)","(10.0, 10.5, 10.15)","(7.5, 10.5, 9.746938775510204)","(31.0, 48.0, 40.666666666666664)"
14-12-2022 14:37:43.103437,"(3.9, 4.5, 4.386626139817629)","(15.0, 16.5, 16.25)","(20.0, 46.0, 38.666666666666664)","(4.2, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(10.0, 17.0, 14.433333333333334)","(5.5, 5.9, 5.876923076923077)","(10.0, 10.5, 10.15)","(7.5, 10.5, 9.746938775510204)","(31.0, 48.0, 40.666666666666664)"
14-12-2022 14:37:44.497105,"(3.9, 4.5, 4.386626139817629)","(15.0, 16.5, 16.3)","(20.0, 42.0, 36.0)","(4.2, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(10.0, 17.0, 15.5)","(5.5, 5.9, 5.876923076923077)","(10.0, 10.5, 10.15)","(7.5, 10.5, 9.746938775510204)","(31.0, 48.0, 43.333333333333336)"
14-12-2022 14:37:45.865604,"(3.9, 4.5, 4.3949593495934955)","(15.0, 16.5, 16.4)","(20.0, 40.0, 31.77777777777778)","(4.2, 5.1, 5.016666666666667)","(41.0, 60.0, 55.714285714285715)","(10.0, 16.5, 14.357142857142858)","(5.5, 5.9, 5.876923076923077)","(10.0, 10.5, 10.15)","(7.5, 10.5, 9.746938775510204)","(31.0, 46.0, 41.2)"
14-12-2022 14:37:47.255271,"(3.9, 4.5, 4.3949593495934955)","(15.0, 16.5, 16.4)","(20.0, 38.0, 31.23076923076923)","(4.2, 5.1, 5.016666666666667)","(41.0, 60.0, 56.666666666666664)","(10.0, 16.5, 14.357142857142858)","(5.5, 5.9, 5.876923076923077)","(10.0, 10.5, 10.208333333333334)","(7.5, 10.5, 9.746938775510204)","(31.0, 46.0, 40.666666666666664)"
14-12-2022 14:37:48.720391,"(3.9, 4.5, 4.4479338842975205)","(15.0, 16.5, 16.4)","(20.0, 38.0, 31.23076923076923)","(4.2, 5.1, 5.016666666666667)","(41.0, 65.0, 56.0)","(10.0, 16.5, 14.25)","(5.5, 5.9, 5.981818181818182)","(10.0, 10.5, 10.666666666666666)","(7.5, 10.5, 9.726315789473684)","(31.0, 46.0, 40.666666666666664)"
14-12-2022 14:37:50.153053,"(3.9, 4.5, 4.4479338842975205)","(15.0, 16.5, 16.4)","(20.0, 38.0, 31.5)","(4.2, 5.1, 5.016666666666667)","(41.0, 65.0, 56.0)","(10.0, 16.5, 14.166666666666666)","(5.5, 6.2, 5.981818181818182)","(10.0, 11.0, 10.608695652173914)","(7.5, 10.5, 9.726315789473684)","(31.0, 46.0, 38.0)"
14-12-2022 14:37:51.530017,"(3.9, 4.5, 4.4479338842975205)","(15.0, 16.5, 16.09090909090909)","(20.0, 36.0, 31.272727272727273)","(4.2, 5.1, 4.996153846153846)","(41.0, 65.0, 56.111111111111114)","(10.0, 16.0, 14.166666666666666)","(5.5, 6.2, 6.0636363636363635)","(10.0, 11.0, 10.608695652173914)","(7.5, 10.5, 9.7)","(31.0, 44.0, 36.857142857142854)"
