,Logan Street Lion,Worthily,Mahagoni,Lovely Esteem,Tavion Prince,Yukon,Dr Evil,First Light,Yggdrasil,Naval Seal
07-01-2023 16:09:22.343979,"(5.5, 7.4, 7.391351351351352)","(7.5, 9.4, 9.279816513761467)","(6.5, 7.8, 7.695522388059701)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 51.42857142857143)","(21.0, 27.0, 25.8125)","(5.5, 6.2, 6.191803278688525)","(5.5, 6.8, 6.670063694267516)","(31.0, 40.0, 39.82)","(5.5, 7.8, 7.734)"
07-01-2023 16:09:23.499854,"(5.5, 7.4, 7.391351351351352)","(7.5, 9.4, 8.908750000000001)","(6.5, 7.8, 7.695522388059701)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 27.0, 25.8125)","(5.5, 6.2, 6.1964028776978415)","(5.5, 6.8, 6.67710843373494)","(31.0, 40.0, 39.82)","(5.5, 7.8, 7.734)"
07-01-2023 16:09:24.853415,"(5.5, 7.4, 7.391351351351352)","(7.5, 9.2, 9.113513513513514)","(6.5, 7.8, 7.695522388059701)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 27.0, 25.8125)","(5.5, 6.2, 6.1964028776978415)","(5.5, 6.8, 6.67710843373494)","(31.0, 40.0, 39.82)","(5.5, 7.8, 7.734)"
07-01-2023 16:09:26.017832,"(5.5, 7.4, 7.391351351351352)","(7.5, 9.2, 9.113513513513514)","(6.5, 7.8, 7.695522388059701)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 27.0, 25.8125)","(5.5, 6.2, 6.1964028776978415)","(5.5, 6.8, 6.67710843373494)","(31.0, 40.0, 39.82)","(5.5, 7.8, 7.734)"
07-01-2023 16:09:27.194841,"(5.5, 7.4, 7.391351351351352)","(7.5, 9.4, 8.930827067669174)","(6.5, 7.8, 7.695522388059701)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 27.0, 25.8125)","(5.5, 6.2, 6.1964028776978415)","(5.5, 6.8, 6.67710843373494)","(31.0, 40.0, 39.82)","(5.5, 7.8, 7.7326530612244895)"
07-01-2023 16:09:28.362407,"(5.5, 7.4, 7.391111111111112)","(7.5, 9.4, 8.922535211267606)","(6.5, 7.8, 7.695522388059701)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 27.0, 25.8125)","(5.5, 6.2, 6.1964028776978415)","(5.5, 6.8, 6.345054945054946)","(31.0, 40.0, 39.63302752293578)","(5.5, 7.8, 7.7326530612244895)"
07-01-2023 16:09:29.520376,"(5.5, 7.4, 7.389937106918239)","(7.5, 9.4, 8.922535211267606)","(6.5, 7.8, 7.695522388059701)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 27.0, 25.838709677419356)","(5.5, 6.2, 6.196445497630332)","(5.5, 6.4, 6.342196531791908)","(31.0, 40.0, 39.63302752293578)","(5.5, 7.8, 7.7326530612244895)"
07-01-2023 16:09:30.693197,"(5.5, 7.4, 7.3892617449664435)","(7.5, 9.4, 8.916)","(6.5, 7.8, 7.71358024691358)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 26.0, 25.838709677419356)","(5.5, 6.2, 6.196445497630332)","(5.5, 6.4, 6.342196531791908)","(31.0, 40.0, 39.63302752293578)","(5.5, 7.8, 7.7326530612244895)"
07-01-2023 16:09:31.920441,"(5.5, 7.4, 7.390960451977401)","(7.5, 9.4, 8.916)","(6.5, 7.8, 7.71358024691358)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 26.0, 25.838709677419356)","(5.5, 6.2, 6.2918918918918925)","(5.5, 6.4, 6.338650306748467)","(31.0, 40.0, 39.63302752293578)","(5.5, 7.8, 7.6730769230769225)"
07-01-2023 16:09:33.035433,"(5.5, 7.6, 7.4980392156862745)","(7.5, 9.4, 8.916)","(6.5, 7.8, 7.71358024691358)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 26.0, 25.838709677419356)","(5.5, 6.4, 6.269918699186992)","(5.5, 6.4, 6.338650306748467)","(31.0, 40.0, 39.63302752293578)","(5.5, 7.8, 7.6730769230769225)"
07-01-2023 16:09:34.196385,"(5.5, 7.6, 7.4980392156862745)","(7.5, 9.4, 8.916)","(6.5, 7.8, 7.71358024691358)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 26.0, 25.838709677419356)","(5.5, 6.4, 6.269918699186992)","(5.5, 6.4, 6.338650306748467)","(31.0, 40.0, 39.63302752293578)","(5.5, 7.8, 7.6730769230769225)"
07-01-2023 16:09:35.330164,"(5.5, 7.6, 7.4980392156862745)","(7.5, 9.4, 8.916)","(6.5, 7.8, 7.71358024691358)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 26.0, 25.838709677419356)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.336708860759494)","(31.0, 40.0, 39.63302752293578)","(5.5, 7.8, 7.670588235294117)"
07-01-2023 16:09:36.441313,"(5.5, 7.6, 7.4980392156862745)","(7.5, 9.4, 8.916)","(6.5, 7.8, 7.71358024691358)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 26.0, 25.838709677419356)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.336708860759494)","(31.0, 40.0, 39.63302752293578)","(5.5, 7.8, 7.670588235294117)"
07-01-2023 16:09:37.562116,"(5.5, 7.6, 7.523404255319148)","(7.5, 9.4, 8.916)","(6.5, 7.8, 7.71358024691358)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 26.0, 25.838709677419356)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.336708860759494)","(31.0, 40.0, 39.63302752293578)","(5.5, 7.8, 7.670588235294117)"
07-01-2023 16:09:38.681658,"(5.5, 7.6, 7.523404255319148)","(7.5, 9.4, 8.916)","(6.5, 7.8, 7.683333333333333)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 26.0, 25.545454545454547)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.336708860759494)","(31.0, 40.0, 39.63302752293578)","(5.5, 7.8, 7.670588235294117)"
07-01-2023 16:09:39.799523,"(5.5, 7.6, 7.523404255319148)","(7.5, 9.4, 8.916)","(6.5, 7.8, 7.683333333333333)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 26.0, 25.545454545454547)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.336708860759494)","(31.0, 40.0, 39.63302752293578)","(5.5, 7.8, 7.670588235294117)"
07-01-2023 16:09:40.915661,"(5.5, 7.6, 7.523404255319148)","(7.5, 9.4, 8.916)","(6.5, 7.8, 7.683333333333333)","(10.0, 12.5, 12.26923076923077)","(41.0, 60.0, 53.513513513513516)","(21.0, 26.0, 25.545454545454547)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.33416149068323)","(31.0, 40.0, 39.63302752293578)","(5.5, 7.8, 7.670588235294117)"
07-01-2023 16:09:42.107237,"(5.5, 7.6, 7.523404255319148)","(7.5, 9.4, 8.916)","(6.5, 7.8, 7.683333333333333)","(10.0, 12.5, 12.352713178294573)","(41.0, 60.0, 53.513513513513516)","(21.0, 26.0, 25.545454545454547)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.33416149068323)","(31.0, 40.0, 39.63302752293578)","(5.5, 7.8, 7.670588235294117)"
07-01-2023 16:09:43.368482,"(5.5, 7.6, 7.523404255319148)","(7.5, 9.4, 8.916)","(6.5, 7.8, 7.683333333333333)","(10.0, 12.5, 12.352713178294573)","(41.0, 60.0, 53.513513513513516)","(21.0, 26.0, 25.545454545454547)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.33416149068323)","(31.0, 40.0, 39.63302752293578)","(5.5, 7.8, 7.665306122448979)"
07-01-2023 16:09:44.507159,"(6.0, 7.6, 7.523404255319148)","(8.0, 9.4, 8.916)","(6.5, 7.8, 7.683333333333333)","(10.0, 12.5, 12.352713178294573)","(41.0, 60.0, 53.513513513513516)","(21.0, 26.0, 25.545454545454547)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.33416149068323)","(31.0, 40.0, 39.63302752293578)","(6.5, 7.8, 7.665306122448979)"
07-01-2023 16:09:46.013077,"(6.0, 7.6, 7.523404255319148)","(8.0, 9.4, 8.916)","(6.5, 7.8, 7.625)","(10.0, 12.5, 12.352713178294573)","(41.0, 60.0, 53.513513513513516)","(21.0, 26.0, 25.72222222222222)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.33416149068323)","(31.0, 40.0, 39.63302752293578)","(6.5, 7.8, 7.665306122448979)"
07-01-2023 16:09:47.280082,"(6.0, 7.6, 7.523404255319148)","(8.0, 9.4, 8.916)","(6.5, 7.8, 7.644444444444445)","(10.0, 12.5, 12.352713178294573)","(41.0, 60.0, 61.13636363636364)","(21.0, 26.0, 25.72222222222222)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.33416149068323)","(31.0, 40.0, 39.63302752293578)","(6.5, 7.8, 7.665306122448979)"
07-01-2023 16:09:48.468362,"(6.0, 7.6, 7.523404255319148)","(8.0, 9.4, 8.940506329113925)","(6.5, 7.8, 7.644444444444445)","(10.0, 12.5, 12.352713178294573)","(41.0, 65.0, 61.13636363636364)","(21.0, 26.0, 25.72222222222222)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.336708860759494)","(31.0, 40.0, 39.63302752293578)","(6.5, 7.8, 7.665306122448979)"
07-01-2023 16:09:50.101101,"(6.0, 7.6, 7.523404255319148)","(8.0, 9.4, 8.940506329113925)","(6.5, 7.8, 7.644444444444445)","(10.0, 12.5, 12.352713178294573)","(41.0, 65.0, 61.13636363636364)","(21.0, 26.0, 25.72222222222222)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.334640522875818)","(31.0, 40.0, 39.63302752293578)","(6.5, 7.8, 7.665306122448979)"
07-01-2023 16:09:51.362808,"(6.0, 7.6, 7.523404255319148)","(8.0, 9.4, 8.940506329113925)","(6.5, 7.8, 7.644444444444445)","(10.0, 12.5, 12.228155339805825)","(41.0, 65.0, 61.13636363636364)","(21.0, 26.0, 25.72222222222222)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.334640522875818)","(31.0, 40.0, 39.62264150943396)","(6.5, 7.8, 7.6625)"
07-01-2023 16:09:52.654071,"(6.0, 7.6, 7.523404255319148)","(8.0, 9.4, 8.940506329113925)","(6.5, 7.8, 7.644444444444445)","(10.0, 13.0, 12.228155339805825)","(41.0, 65.0, 61.13636363636364)","(21.0, 26.0, 25.72222222222222)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.334640522875818)","(31.0, 40.0, 39.62264150943396)","(6.5, 7.8, 7.6625)"
07-01-2023 16:09:53.777413,"(6.0, 7.6, 7.523404255319148)","(8.0, 9.4, 8.940506329113925)","(6.5, 7.8, 7.644444444444445)","(10.0, 13.0, 12.228155339805825)","(41.0, 65.0, 61.13636363636364)","(21.0, 26.0, 25.72222222222222)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.334640522875818)","(31.0, 40.0, 39.62264150943396)","(6.5, 7.8, 7.6625)"
07-01-2023 16:09:54.944237,"(6.0, 7.6, 7.523404255319148)","(8.0, 9.4, 8.940506329113925)","(6.5, 7.8, 7.644444444444445)","(10.0, 13.0, 12.235576923076923)","(41.0, 65.0, 61.13636363636364)","(21.0, 26.0, 25.72222222222222)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.334640522875818)","(31.0, 40.0, 39.62264150943396)","(6.5, 7.8, 7.6625)"
07-01-2023 16:09:56.133677,"(6.0, 7.6, 7.535714285714286)","(8.0, 9.4, 8.940506329113925)","(6.5, 7.8, 7.644444444444445)","(10.0, 13.0, 12.235576923076923)","(41.0, 65.0, 61.13636363636364)","(21.0, 26.0, 25.72222222222222)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.334640522875818)","(31.0, 40.0, 39.62264150943396)","(6.5, 7.8, 7.6625)"
07-01-2023 16:09:57.318191,"(6.0, 7.6, 7.561702127659574)","(8.0, 9.4, 8.940506329113925)","(6.5, 7.8, 7.644444444444445)","(10.0, 13.0, 12.235576923076923)","(41.0, 65.0, 61.13636363636364)","(21.0, 26.0, 25.72222222222222)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.333333333333334)","(31.0, 40.0, 39.62264150943396)","(6.5, 7.8, 7.6625)"
07-01-2023 16:09:58.424680,"(6.0, 7.6, 7.561702127659574)","(8.0, 9.4, 8.940506329113925)","(6.5, 7.8, 7.644444444444445)","(10.0, 13.0, 12.235576923076923)","(41.0, 65.0, 61.13636363636364)","(21.0, 26.0, 25.72222222222222)","(5.5, 6.4, 6.317808219178082)","(5.5, 6.4, 6.333333333333334)","(31.0, 40.0, 39.62264150943396)","(6.5, 7.8, 7.6625)"
07-01-2023 16:09:59.532367,"(6.0, 7.6, 7.56504854368932)","(8.0, 9.4, 8.940506329113925)","(6.5, 7.8, 7.644444444444445)","(10.0, 13.0, 12.235576923076923)","(41.0, 50.0, 49.44444444444444)","(21.0, 26.0, 25.72222222222222)","(5.5, 6.4, 6.349152542372882)","(5.5, 6.4, 6.331034482758621)","(31.0, 40.0, 39.63302752293578)","(6.5, 7.8, 7.64931506849315)"
07-01-2023 16:10:00.643230,"(6.0, 7.6, 7.56504854368932)","(8.0, 9.4, 8.940506329113925)","(6.5, 7.8, 7.701369863013698)","(10.0, 13.0, 12.552112676056337)","(41.0, 50.0, 49.523809523809526)","(21.0, 26.0, 25.72222222222222)","(5.5, 6.4, 6.349579831932774)","(5.5, 6.4, 6.331034482758621)","(31.0, 40.0, 39.66386554621849)","(6.5, 7.8, 7.63941605839416)"
07-01-2023 16:10:01.873781,"(6.0, 7.6, 7.51864406779661)","(8.0, 9.4, 8.940506329113925)","(6.5, 7.8, 7.701369863013698)","(10.0, 13.0, 12.550408719346049)","(41.0, 50.0, 49.333333333333336)","(21.0, 26.0, 25.714285714285715)","(5.5, 6.4, 6.353125)","(5.5, 6.4, 6.335064935064936)","(31.0, 40.0, 39.66942148760331)","(6.5, 7.8, 7.638571428571428)"
07-01-2023 16:10:02.966269,"(6.0, 7.6, 7.498507462686567)","(8.0, 9.4, 8.949112426035503)","(6.5, 7.8, 7.694505494505495)","(10.0, 13.0, 12.536516853932584)","(41.0, 50.0, 49.333333333333336)","(21.0, 26.0, 25.53846153846154)","(5.5, 6.4, 6.353125)","(5.5, 6.4, 6.387387387387387)","(31.0, 40.0, 39.771929824561404)","(6.5, 7.8, 7.638571428571428)"
07-01-2023 16:10:04.129082,"(6.0, 7.6, 7.52)","(8.0, 9.4, 8.949112426035503)","(6.5, 7.8, 7.694505494505495)","(10.0, 13.0, 12.536516853932584)","(41.0, 50.0, 49.333333333333336)","(21.0, 26.0, 25.6734693877551)","(5.5, 6.4, 6.353125)","(5.5, 6.4, 6.387719298245615)","(31.0, 40.0, 39.771929824561404)","(6.5, 7.8, 7.638571428571428)"
07-01-2023 16:10:05.475125,"(6.0, 7.6, 7.5145299145299145)","(8.0, 9.4, 8.949112426035503)","(6.5, 7.8, 7.694505494505495)","(10.0, 13.0, 12.536516853932584)","(41.0, 50.0, 68.0)","(21.0, 26.0, 25.6734693877551)","(5.5, 6.4, 6.353125)","(5.5, 6.4, 6.387719298245615)","(31.0, 40.0, 39.771929824561404)","(6.5, 7.8, 7.638571428571428)"
07-01-2023 16:10:06.867929,"(6.0, 7.6, 7.5145299145299145)","(8.0, 9.4, 8.949112426035503)","(6.5, 7.8, 7.68433734939759)","(10.0, 13.0, 12.536516853932584)","(41.0, 75.0, 68.0)","(21.0, 26.0, 25.652173913043477)","(5.5, 6.4, 6.318435754189944)","(5.5, 6.4, 6.387719298245615)","(31.0, 40.0, 39.763636363636365)","(6.5, 7.8, 7.638571428571428)"
07-01-2023 16:10:08.201894,"(6.0, 7.6, 7.5145299145299145)","(8.0, 9.4, 8.92962962962963)","(6.5, 7.8, 7.68433734939759)","(10.0, 13.0, 12.536516853932584)","(41.0, 75.0, 69.0)","(21.0, 26.0, 25.652173913043477)","(5.5, 6.6, 6.335449735449735)","(5.5, 6.4, 6.385106382978724)","(31.0, 40.0, 39.763636363636365)","(6.5, 7.8, 7.41)"
07-01-2023 16:10:09.600915,"(6.0, 7.6, 7.5145299145299145)","(8.0, 9.4, 8.92962962962963)","(6.5, 7.8, 7.696774193548387)","(10.0, 13.0, 12.536516853932584)","(41.0, 85.0, 60.35714285714286)","(21.0, 26.0, 25.6734693877551)","(5.5, 6.6, 6.3807017543859645)","(5.5, 6.4, 6.385106382978724)","(31.0, 40.0, 39.78378378378378)","(6.5, 7.6, 7.262222222222222)"
07-01-2023 16:10:11.243235,"(6.0, 7.6, 7.4787878787878785)","(8.0, 9.4, 8.954385964912282)","(6.5, 7.8, 7.696774193548387)","(10.0, 13.0, 12.536516853932584)","(41.0, 80.0, 60.35714285714286)","(21.0, 26.0, 25.6734693877551)","(5.5, 6.6, 6.3695473251028805)","(5.5, 6.4, 6.385106382978724)","(31.0, 40.0, 39.78378378378378)","(6.5, 7.6, 7.506666666666667)"
07-01-2023 16:10:12.642584,"(6.0, 7.6, 7.4787878787878785)","(8.0, 9.4, 8.954385964912282)","(6.5, 7.8, 7.696774193548387)","(10.0, 13.0, 12.536516853932584)","(41.0, 80.0, 60.35714285714286)","(21.0, 26.0, 25.6734693877551)","(5.5, 6.6, 6.3695473251028805)","(5.5, 6.4, 6.385106382978724)","(31.0, 40.0, 39.78378378378378)","(6.5, 7.6, 7.506666666666667)"
07-01-2023 16:10:14.099995,"(6.0, 7.6, 7.4787878787878785)","(8.0, 9.4, 8.954385964912282)","(6.5, 7.8, 7.696774193548387)","(10.0, 13.0, 12.536516853932584)","(41.0, 80.0, 60.35714285714286)","(21.0, 26.0, 25.6734693877551)","(5.5, 6.6, 6.3695473251028805)","(5.5, 6.4, 6.3474576271186445)","(31.0, 40.0, 39.78378378378378)","(6.5, 7.6, 7.506666666666667)"
07-01-2023 16:10:15.482269,"(6.0, 7.6, 7.4787878787878785)","(8.0, 9.4, 8.954385964912282)","(6.5, 7.8, 7.696774193548387)","(10.0, 13.0, 12.536516853932584)","(41.0, 80.0, 60.35714285714286)","(21.0, 26.0, 25.6734693877551)","(5.5, 6.6, 6.3695473251028805)","(5.5, 6.4, 6.3474576271186445)","(31.0, 40.0, 39.78378378378378)","(6.5, 7.6, 7.506666666666667)"
07-01-2023 16:10:16.973835,"(6.0, 7.6, 7.4787878787878785)","(8.0, 9.4, 8.954385964912282)","(6.5, 7.8, 7.696774193548387)","(10.0, 13.0, 12.536516853932584)","(41.0, 80.0, 59.166666666666664)","(21.0, 26.0, 25.6734693877551)","(5.5, 6.6, 6.3695473251028805)","(5.5, 6.4, 6.3474576271186445)","(31.0, 40.0, 39.78378378378378)","(6.5, 7.6, 7.506666666666667)"
07-01-2023 16:10:18.365280,"(6.0, 7.6, 7.4787878787878785)","(8.0, 9.4, 8.954385964912282)","(6.5, 7.8, 7.696774193548387)","(10.0, 13.0, 12.536516853932584)","(41.0, 80.0, 59.166666666666664)","(21.0, 26.0, 25.6734693877551)","(5.5, 6.6, 6.3695473251028805)","(5.5, 6.4, 6.3474576271186445)","(31.0, 40.0, 39.78378378378378)","(6.5, 7.6, 7.506666666666667)"
07-01-2023 16:10:19.727242,"(6.0, 7.6, 7.4787878787878785)","(8.0, 9.4, 8.954385964912282)","(6.5, 7.8, 7.696774193548387)","(10.0, 13.0, 12.536516853932584)","(41.0, 80.0, 59.166666666666664)","(21.0, 26.0, 25.6734693877551)","(5.5, 6.6, 6.3695473251028805)","(5.5, 6.4, 6.3474576271186445)","(31.0, 40.0, 39.78378378378378)","(6.5, 7.6, 7.506666666666667)"
07-01-2023 16:10:21.527689,"(6.0, 7.6, 7.469918699186992)","(8.0, 9.4, 8.932515337423313)","(6.5, 7.8, 7.696774193548387)","(10.0, 13.0, 12.539106145251397)","(41.0, 60.0, 59.65909090909091)","(21.0, 26.0, 25.238095238095237)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.333333333333334)","(31.0, 40.0, 39.78378378378378)","(6.5, 7.6, 7.506666666666667)"
07-01-2023 16:10:23.048568,"(6.0, 7.6, 7.451515151515151)","(8.0, 9.4, 8.932515337423313)","(6.5, 7.8, 7.696774193548387)","(10.0, 13.0, 12.539106145251397)","(41.0, 60.0, 59.65909090909091)","(21.0, 26.0, 25.238095238095237)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.333333333333334)","(31.0, 40.0, 39.78378378378378)","(6.5, 7.6, 7.506666666666667)"
07-01-2023 16:10:24.672405,"(6.0, 7.6, 7.451515151515151)","(8.0, 9.4, 8.932515337423313)","(6.5, 7.8, 7.696774193548387)","(10.0, 13.0, 12.539106145251397)","(41.0, 60.0, 59.65909090909091)","(21.0, 26.0, 25.652173913043477)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.333333333333334)","(31.0, 40.0, 39.78378378378378)","(6.5, 7.6, 7.506666666666667)"
07-01-2023 16:10:26.233217,"(6.0, 7.6, 7.3892473118279565)","(8.0, 9.4, 8.961538461538462)","(6.5, 7.8, 7.696774193548387)","(10.0, 13.0, 12.539106145251397)","(41.0, 60.0, 59.65909090909091)","(21.0, 26.0, 25.6734693877551)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.329545454545455)","(31.0, 40.0, 39.78378378378378)","(6.5, 7.6, 7.506666666666667)"
07-01-2023 16:10:27.724692,"(6.0, 7.6, 7.362962962962963)","(8.0, 9.4, 8.961538461538462)","(6.5, 7.8, 7.7)","(10.0, 13.0, 12.536516853932584)","(51.0, 60.0, 59.65909090909091)","(21.0, 26.0, 25.6734693877551)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.320512820512821)","(31.0, 40.0, 39.78947368421053)","(6.5, 7.6, 7.537313432835821)"
07-01-2023 16:10:29.296153,"(6.0, 7.4, 7.362962962962963)","(8.0, 9.4, 8.961538461538462)","(6.5, 7.8, 7.7)","(10.0, 13.0, 12.325153374233128)","(51.0, 60.0, 59.65909090909091)","(21.0, 26.0, 24.88372093023256)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.291228070175439)","(31.0, 40.0, 39.78947368421053)","(6.5, 7.6, 7.5625)"
07-01-2023 16:10:30.818085,"(6.0, 7.4, 7.362962962962963)","(8.0, 9.4, 8.961538461538462)","(6.5, 7.8, 7.7)","(10.0, 13.0, 12.387155963302753)","(51.0, 60.0, 59.666666666666664)","(21.0, 25.0, 24.863636363636363)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.316216216216216)","(31.0, 40.0, 39.79661016949152)","(6.5, 7.6, 7.5625)"
07-01-2023 16:10:32.262707,"(6.0, 7.4, 7.357142857142858)","(8.0, 9.4, 8.925)","(6.5, 7.8, 7.7)","(10.0, 13.0, 12.387155963302753)","(51.0, 60.0, 59.666666666666664)","(21.0, 25.0, 24.863636363636363)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.310144927536232)","(31.0, 40.0, 39.79661016949152)","(6.5, 7.6, 7.5625)"
07-01-2023 16:10:33.803903,"(6.0, 7.4, 7.357142857142858)","(8.0, 9.4, 8.925)","(6.5, 7.8, 7.7)","(10.0, 13.0, 12.380333951762523)","(51.0, 60.0, 54.67741935483871)","(21.0, 25.0, 24.79310344827586)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.310144927536232)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.5625)"
07-01-2023 16:10:35.251688,"(6.0, 7.4, 7.347826086956522)","(8.0, 9.4, 8.925)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.380333951762523)","(51.0, 55.0, 54.67741935483871)","(21.0, 25.0, 24.79310344827586)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.310144927536232)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.5625)"
07-01-2023 16:10:36.633329,"(6.0, 7.4, 7.333333333333334)","(8.0, 9.4, 8.925)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.380333951762523)","(51.0, 55.0, 54.67741935483871)","(21.0, 25.0, 24.79310344827586)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.310144927536232)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.5625)"
07-01-2023 16:10:37.994920,"(6.0, 7.4, 7.333333333333334)","(8.0, 9.4, 8.925)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.380333951762523)","(51.0, 55.0, 54.67741935483871)","(21.0, 25.0, 24.79310344827586)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.310144927536232)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.5625)"
07-01-2023 16:10:39.365591,"(6.0, 7.4, 7.333333333333334)","(8.0, 9.4, 8.925)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.380333951762523)","(51.0, 55.0, 54.67741935483871)","(21.0, 25.0, 24.79310344827586)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.310144927536232)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.5285714285714285)"
07-01-2023 16:10:40.900304,"(6.0, 7.4, 7.333333333333334)","(8.0, 9.4, 8.925)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.380333951762523)","(51.0, 55.0, 54.67741935483871)","(21.0, 25.0, 24.79310344827586)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.3031250000000005)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.506666666666667)"
07-01-2023 16:10:42.356386,"(6.0, 7.4, 7.333333333333334)","(8.0, 9.4, 8.925)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.380333951762523)","(51.0, 55.0, 54.67741935483871)","(21.0, 25.0, 24.79310344827586)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.3194805194805195)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.43)"
07-01-2023 16:10:43.796222,"(6.0, 7.4, 7.333333333333334)","(8.0, 9.4, 8.9546875)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.380333951762523)","(51.0, 55.0, 54.67741935483871)","(21.0, 25.0, 24.79310344827586)","(5.5, 6.6, 6.404975124378109)","(5.5, 6.4, 6.307462686567164)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.43)"
07-01-2023 16:10:45.082164,"(6.0, 7.4, 7.333333333333334)","(8.0, 9.4, 8.9546875)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.380333951762523)","(51.0, 55.0, 54.67741935483871)","(21.0, 25.0, 24.79310344827586)","(5.5, 6.6, 6.5497206703910615)","(5.5, 6.4, 6.307462686567164)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.43)"
07-01-2023 16:10:46.519079,"(6.0, 7.4, 7.333333333333334)","(8.0, 9.4, 8.9546875)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.380333951762523)","(51.0, 55.0, 54.67741935483871)","(21.0, 25.0, 24.77777777777778)","(5.5, 6.6, 6.5497206703910615)","(5.5, 6.4, 6.25909090909091)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.347107438016529)"
