,Logan Street Lion,Worthily,Mahagoni,Lovely Esteem,Tavion Prince,Yukon,Dr Evil,First Light,Yggdrasil,Naval Seal
07-01-2023 16:07:17.630782,"(5.5, 7.6, 7.410526315789474)","(7.5, 8.8, 8.688888888888888)","(6.5, 7.8, 7.7696969696969695)","(10.0, 13.0, 12.151219512195121)","(41.0, 65.0, 61.05263157894737)","(21.0, 28.0, 26.666666666666668)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.6, 6.576470588235294)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.478632478632479)"
07-01-2023 16:07:18.887893,"(5.5, 7.2, 7.162264150943396)","(7.5, 8.8, 8.632)","(6.5, 7.8, 7.671621621621622)","(10.0, 13.0, 12.154613466334165)","(41.0, 65.0, 61.05263157894737)","(21.0, 28.0, 26.666666666666668)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.6, 6.576470588235294)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.467289719626168)"
07-01-2023 16:07:20.253092,"(5.5, 7.2, 7.162264150943396)","(7.5, 9.4, 8.956923076923077)","(6.5, 8.0, 7.671621621621622)","(10.0, 13.0, 12.135964912280702)","(41.0, 65.0, 61.05263157894737)","(21.0, 28.0, 26.666666666666668)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.6, 6.576470588235294)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.467289719626168)"
07-01-2023 16:07:21.549239,"(5.5, 7.2, 7.162264150943396)","(7.5, 9.4, 8.956923076923077)","(6.5, 8.0, 7.671621621621622)","(10.0, 12.5, 12.135964912280702)","(41.0, 65.0, 61.05263157894737)","(21.0, 28.0, 26.666666666666668)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.6, 6.576470588235294)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.398611111111111)"
07-01-2023 16:07:22.863972,"(5.5, 7.2, 7.162264150943396)","(7.5, 9.4, 8.956923076923077)","(6.5, 8.0, 7.671621621621622)","(10.0, 12.5, 12.135964912280702)","(41.0, 65.0, 61.05263157894737)","(21.0, 28.0, 26.666666666666668)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.6, 6.576470588235294)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:24.215087,"(5.5, 7.2, 7.162264150943396)","(7.5, 9.4, 8.956923076923077)","(6.5, 8.0, 7.671621621621622)","(10.0, 12.5, 12.135964912280702)","(41.0, 65.0, 61.05263157894737)","(21.0, 28.0, 26.666666666666668)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.6, 6.576470588235294)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:25.524757,"(5.5, 7.2, 7.162264150943396)","(7.5, 9.4, 8.939200000000001)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.29245283018868)","(41.0, 65.0, 61.05263157894737)","(21.0, 28.0, 26.666666666666668)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.6, 6.3909090909090915)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:26.977504,"(5.5, 7.2, 7.162264150943396)","(7.5, 9.4, 8.939200000000001)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.29245283018868)","(41.0, 65.0, 61.05263157894737)","(21.0, 28.0, 26.666666666666668)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.4, 6.3909090909090915)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:28.348288,"(5.5, 7.2, 7.162264150943396)","(7.5, 9.4, 8.939200000000001)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.29245283018868)","(41.0, 65.0, 61.05263157894737)","(21.0, 28.0, 26.666666666666668)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.4, 6.3909090909090915)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:29.706406,"(5.5, 7.2, 7.162264150943396)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.29245283018868)","(41.0, 65.0, 61.05263157894737)","(21.0, 28.0, 26.666666666666668)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.4, 6.38909090909091)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:30.978158,"(5.5, 7.6, 7.4079999999999995)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.29245283018868)","(41.0, 65.0, 61.05263157894737)","(21.0, 28.0, 26.666666666666668)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.4, 6.38909090909091)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:32.287870,"(5.5, 7.6, 7.4079999999999995)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.29245283018868)","(41.0, 65.0, 61.05263157894737)","(21.0, 28.0, 26.666666666666668)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.4, 6.38909090909091)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:33.611206,"(5.5, 7.6, 7.4079999999999995)","(7.5, 9.4, 8.939200000000001)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 65.0, 54.827586206896555)","(21.0, 28.0, 26.52857142857143)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.4, 6.38909090909091)","(31.0, 42.0, 39.43589743589744)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:34.911942,"(5.5, 7.6, 7.445161290322581)","(7.5, 9.4, 8.939200000000001)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 54.827586206896555)","(21.0, 27.0, 26.52857142857143)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.4, 6.38909090909091)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:36.207275,"(5.5, 7.6, 7.445161290322581)","(7.5, 9.4, 8.939200000000001)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 54.827586206896555)","(21.0, 27.0, 26.52857142857143)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.4, 6.388461538461539)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:37.441977,"(5.5, 7.6, 7.445161290322581)","(7.5, 9.4, 8.939200000000001)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 54.827586206896555)","(21.0, 27.0, 26.507462686567163)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.4, 6.296078431372549)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:38.709977,"(5.5, 7.6, 7.445161290322581)","(7.5, 9.4, 8.939200000000001)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 54.827586206896555)","(21.0, 27.0, 26.507462686567163)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.4, 6.333333333333333)","(31.0, 40.0, 39.413333333333334)","(5.5, 7.4, 7.398518518518519)"
07-01-2023 16:07:39.880032,"(5.5, 7.6, 7.445161290322581)","(7.5, 9.4, 8.939200000000001)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 54.827586206896555)","(21.0, 27.0, 26.507462686567163)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.6, 6.333333333333333)","(31.0, 40.0, 39.413333333333334)","(5.5, 7.4, 7.398518518518519)"
07-01-2023 16:07:41.128045,"(5.5, 7.6, 7.464788732394366)","(7.5, 9.4, 8.939200000000001)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 54.827586206896555)","(21.0, 27.0, 26.507462686567163)","(5.5, 6.6, 6.39047619047619)","(5.5, 6.6, 6.333333333333333)","(31.0, 40.0, 39.413333333333334)","(5.5, 7.4, 7.398518518518519)"
07-01-2023 16:07:42.447383,"(5.5, 7.2, 7.056983240223464)","(7.5, 9.4, 8.939200000000001)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 54.827586206896555)","(21.0, 27.0, 26.507462686567163)","(5.5, 6.6, 6.372413793103449)","(5.5, 6.6, 6.52)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:43.771962,"(5.5, 7.2, 7.029333333333334)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 54.827586206896555)","(21.0, 27.0, 26.507462686567163)","(5.5, 6.6, 6.372413793103449)","(5.5, 6.6, 6.52)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:45.171857,"(5.5, 7.2, 7.133333333333334)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 54.827586206896555)","(21.0, 27.0, 26.507462686567163)","(5.5, 6.6, 6.5204819277108435)","(5.5, 6.6, 6.52)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:46.448523,"(5.5, 7.2, 7.135294117647059)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 54.827586206896555)","(21.0, 27.0, 26.507462686567163)","(5.5, 6.6, 6.5204819277108435)","(5.5, 6.6, 6.52)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:47.780735,"(5.5, 7.2, 7.135294117647059)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 54.827586206896555)","(21.0, 27.0, 26.507462686567163)","(5.5, 6.6, 6.5249999999999995)","(5.5, 6.6, 6.52)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:49.145438,"(5.5, 7.0, 6.9951923076923075)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 53.75)","(21.0, 27.0, 26.507462686567163)","(5.5, 6.6, 6.535483870967742)","(5.5, 6.6, 6.466666666666667)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:50.483301,"(5.5, 7.0, 6.995121951219512)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 53.75)","(21.0, 27.0, 26.507462686567163)","(5.5, 6.6, 6.535483870967742)","(5.5, 6.6, 6.573333333333333)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.398611111111111)"
07-01-2023 16:07:51.819731,"(5.5, 7.0, 6.992771084337349)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 53.75)","(21.0, 27.0, 27.682926829268293)","(5.5, 6.6, 6.535483870967742)","(5.5, 6.6, 6.32987012987013)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.44549356223176)"
07-01-2023 16:07:53.154848,"(5.5, 7.0, 6.992771084337349)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 53.75)","(21.0, 28.0, 26.761904761904763)","(5.5, 6.6, 6.535483870967742)","(5.5, 6.6, 6.284848484848485)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.6, 7.44549356223176)"
07-01-2023 16:07:54.419570,"(5.5, 7.0, 6.992771084337349)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.7635036496350365)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 53.75)","(21.0, 28.0, 26.761904761904763)","(5.5, 6.6, 6.535483870967742)","(5.5, 6.6, 6.284848484848485)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.6, 7.393150684931507)"
07-01-2023 16:07:55.627763,"(5.5, 7.0, 6.993704600484262)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.754545454545454)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 53.75)","(21.0, 28.0, 26.761904761904763)","(5.5, 6.6, 6.542307692307692)","(5.5, 6.6, 6.275)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.393150684931507)"
07-01-2023 16:07:56.868272,"(5.5, 7.0, 6.993704600484262)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.754545454545454)","(10.0, 12.5, 12.282178217821782)","(41.0, 60.0, 53.75)","(21.0, 28.0, 26.761904761904763)","(5.5, 6.6, 6.542307692307692)","(5.5, 6.6, 6.247457627118644)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.393150684931507)"
07-01-2023 16:07:58.194601,"(5.5, 7.0, 6.993704600484262)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.754545454545454)","(10.0, 12.5, 12.369047619047619)","(41.0, 60.0, 53.75)","(21.0, 28.0, 26.761904761904763)","(5.5, 6.6, 6.542307692307692)","(5.5, 6.6, 6.247457627118644)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.393150684931507)"
07-01-2023 16:07:59.510987,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.754545454545454)","(10.0, 12.5, 12.316326530612244)","(41.0, 60.0, 53.75)","(21.0, 28.0, 27.037037037037038)","(5.5, 6.6, 6.542307692307692)","(5.5, 6.6, 6.247457627118644)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.393150684931507)"
07-01-2023 16:08:00.883659,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.754545454545454)","(10.0, 12.5, 12.316326530612244)","(41.0, 60.0, 53.75)","(21.0, 28.0, 27.037037037037038)","(5.5, 6.6, 6.542307692307692)","(5.5, 6.6, 6.247457627118644)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.393150684931507)"
07-01-2023 16:08:02.144700,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.754545454545454)","(10.0, 12.5, 12.316326530612244)","(41.0, 55.0, 53.214285714285715)","(21.0, 28.0, 27.037037037037038)","(5.5, 6.6, 6.542307692307692)","(5.5, 6.6, 6.247457627118644)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.391379310344828)"
07-01-2023 16:08:03.570678,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.754545454545454)","(10.0, 12.5, 12.316326530612244)","(41.0, 55.0, 53.214285714285715)","(21.0, 28.0, 27.037037037037038)","(5.5, 6.6, 6.542307692307692)","(5.5, 6.6, 6.247457627118644)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.4, 7.576923076923077)"
07-01-2023 16:08:04.908450,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.736585365853658)","(10.0, 12.5, 12.316326530612244)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.037037037037038)","(5.5, 6.6, 6.542307692307692)","(5.5, 6.6, 6.247457627118644)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.6, 7.576923076923077)"
07-01-2023 16:08:06.307013,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.736585365853658)","(10.0, 12.5, 12.316326530612244)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 6.6, 6.614035087719298)","(5.5, 6.6, 6.238888888888889)","(31.0, 40.0, 39.413333333333334)","(5.5, 7.6, 7.576923076923077)"
07-01-2023 16:08:07.808276,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.736585365853658)","(10.0, 12.5, 12.316326530612244)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.504218362282879)","(5.5, 6.6, 6.247457627118644)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.6, 7.576923076923077)"
07-01-2023 16:08:09.048709,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.736585365853658)","(10.0, 12.5, 12.316326530612244)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.505793450881613)","(5.5, 6.6, 6.511111111111111)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:10.337264,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.736585365853658)","(10.0, 12.5, 12.316326530612244)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.505793450881613)","(5.5, 6.6, 6.466666666666667)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:11.662985,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.736585365853658)","(10.0, 12.5, 12.220930232558139)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.505793450881613)","(5.5, 6.6, 6.466666666666667)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:12.840971,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.736585365853658)","(10.0, 12.5, 12.220930232558139)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.505793450881613)","(5.5, 6.6, 6.466666666666667)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:14.287034,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.736585365853658)","(10.0, 12.5, 12.220930232558139)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.505793450881613)","(5.5, 6.6, 6.466666666666667)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:15.644121,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.736585365853658)","(10.0, 12.5, 12.220930232558139)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.505793450881613)","(5.5, 6.6, 6.466666666666667)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:16.931954,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.736585365853658)","(10.0, 12.5, 12.220930232558139)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.505793450881613)","(5.5, 6.6, 6.466666666666667)","(31.0, 40.0, 39.43589743589744)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:18.228562,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.694339622641509)","(10.0, 12.5, 12.220930232558139)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.522627737226277)","(5.5, 6.6, 6.466666666666667)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:19.526417,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.694339622641509)","(10.0, 12.5, 12.220930232558139)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.522627737226277)","(5.5, 6.6, 6.466666666666667)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:20.741787,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.220930232558139)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.648753462603878)","(5.5, 6.6, 6.466666666666667)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:21.942697,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.963636363636365)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.220930232558139)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.648753462603878)","(5.5, 6.6, 6.466666666666667)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:23.145965,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.96)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.220930232558139)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.648753462603878)","(5.5, 6.6, 6.466666666666667)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:24.414627,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.96)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.220930232558139)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.646796657381615)","(5.5, 6.6, 6.466666666666667)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:25.779882,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.96)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.284431137724551)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.646796657381615)","(5.5, 6.6, 6.466666666666667)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:27.051560,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.96)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.284431137724551)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.646796657381615)","(5.5, 6.6, 6.466666666666667)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:28.367336,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.96)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.284431137724551)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 7.0, 6.692307692307692)","(5.5, 6.6, 6.466666666666667)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:29.691493,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.96)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.284431137724551)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 6.8, 6.683333333333333)","(5.5, 6.6, 6.466666666666667)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:31.018789,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.96)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.284431137724551)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 6.8, 6.683333333333333)","(5.5, 6.6, 6.466666666666667)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:32.316733,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.96)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.284431137724551)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 6.8, 6.426666666666667)","(5.5, 6.6, 6.466666666666667)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:33.539945,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.96)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.284431137724551)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 6.6, 6.426666666666667)","(5.5, 6.6, 6.584313725490196)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:34.678260,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.943076923076923)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.284431137724551)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 6.6, 6.426666666666667)","(5.5, 6.6, 6.584313725490196)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:35.900862,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.943076923076923)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.284431137724551)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 6.6, 6.426666666666667)","(5.5, 6.6, 6.584313725490196)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:37.223212,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 8.943076923076923)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.284431137724551)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 6.6, 6.426666666666667)","(5.5, 6.6, 6.584313725490196)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.589473684210526)"
07-01-2023 16:08:38.575091,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.4, 9.00327868852459)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.284431137724551)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 6.6, 6.426666666666667)","(5.5, 6.6, 6.586885245901639)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.583783783783783)"
07-01-2023 16:08:39.832697,"(5.5, 7.0, 6.994176931690929)","(7.5, 9.2, 9.00327868852459)","(6.5, 8.0, 7.667123287671233)","(10.0, 12.5, 12.284431137724551)","(41.0, 55.0, 52.22222222222222)","(21.0, 28.0, 27.0188679245283)","(5.5, 6.6, 6.426666666666667)","(5.5, 6.6, 6.586885245901639)","(31.0, 42.0, 41.92982456140351)","(5.5, 7.6, 7.584210526315789)"
