,Patricias Pride,Tumbling Dice,Burned,Magistrate,Cheeky Willow,Godges,Tequila Worm,Really Royal
10-01-2023 16:59:43.856794,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 10.658333333333335)","(1.55, 2.22, 1.5932142857142857)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.82857142857143)","(101.0, 730.0, 665.0)"
10-01-2023 16:59:44.989093,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 10.658333333333335)","(1.55, 2.22, 1.5932142857142857)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.82857142857143)","(101.0, 730.0, 665.0)"
10-01-2023 16:59:46.102514,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 10.658333333333335)","(1.55, 2.22, 1.5932142857142857)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.82857142857143)","(101.0, 730.0, 665.0)"
10-01-2023 16:59:47.327590,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 10.658333333333335)","(1.55, 2.22, 1.5932142857142857)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 9.95)","(101.0, 730.0, 665.0)"
10-01-2023 16:59:48.500054,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.83)","(1.55, 2.22, 1.5932142857142857)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 9.95)","(101.0, 730.0, 665.0)"
10-01-2023 16:59:49.625691,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.83)","(1.55, 2.22, 1.5932142857142857)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 9.95)","(101.0, 730.0, 665.0)"
10-01-2023 16:59:50.832070,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.83)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 9.95)","(101.0, 730.0, 665.0)"
10-01-2023 16:59:51.895037,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.4125)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 16:59:52.994297,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.2375)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 16:59:54.101682,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.2375)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 16:59:55.269488,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.2375)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 16:59:56.416007,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.2375)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 16:59:57.573233,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.2375)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 16:59:58.651258,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.2375)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 16:59:59.775720,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.2375)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:00.925451,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.2375)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:02.082576,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.41)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:03.202302,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.41)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:04.359283,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:05.548473,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:06.741765,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:07.925861,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 11.25)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 8.36)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:09.105685,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 11.25)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:10.308104,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.690000000000001)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:11.452884,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.690000000000001)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:12.642952,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.690000000000001)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:13.891715,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:15.108588,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 11.25)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:16.313652,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 11.25)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:17.434150,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 11.25)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:18.545301,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 11.25)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:19.679667,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 11.25)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:20.870337,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.690000000000001)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:22.111497,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.690000000000001)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:23.358987,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.690000000000001)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:24.519730,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.690000000000001)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:25.717593,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 11.350000000000001)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:26.804889,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 11.25)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:27.971906,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 11.25)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:29.223001,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 11.25)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:30.511184,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.690000000000001)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:31.829813,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.690000000000001)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 31.923076923076923)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:33.047412,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.690000000000001)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 55.0, 30.0)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:34.371632,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 9.690000000000001)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 50.0, 30.0)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:35.564945,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 40.54545454545455)","(19.0, 50.0, 30.0)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:36.782395,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 40.54545454545455)","(19.0, 50.0, 30.0)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:37.979768,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 40.54545454545455)","(19.0, 50.0, 28.333333333333336)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:39.325833,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 40.54545454545455)","(19.0, 50.0, 28.333333333333336)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:40.713924,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 40.54545454545455)","(19.0, 50.0, 28.333333333333336)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:41.966245,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 40.54545454545455)","(19.0, 50.0, 28.333333333333336)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:43.191512,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 40.54545454545455)","(19.0, 50.0, 28.333333333333336)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:44.751496,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 40.54545454545455)","(19.0, 50.0, 28.333333333333336)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:46.188531,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 40.54545454545455)","(19.0, 50.0, 28.333333333333336)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:47.645699,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 40.54545454545455)","(19.0, 50.0, 28.333333333333336)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 665.0)"
10-01-2023 17:00:48.936452,"(61.0, 550.0, 495.55555555555554)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 39.0)","(19.0, 50.0, 28.333333333333336)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 410.0)"
10-01-2023 17:00:50.183307,"(61.0, 450.0, 411.0)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 39.0)","(19.0, 50.0, 28.333333333333336)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 410.0)"
10-01-2023 17:00:51.380539,"(61.0, 450.0, 411.0)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 410.0)"
10-01-2023 17:00:52.589811,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.355555555555555)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 410.0)"
10-01-2023 17:00:53.900079,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 410.0)"
10-01-2023 17:00:55.316057,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 410.0)"
10-01-2023 17:00:56.777811,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 410.0)"
10-01-2023 17:00:58.137553,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 10.215384615384616)","(101.0, 730.0, 410.0)"
10-01-2023 17:00:59.426250,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 410.0)"
10-01-2023 17:01:00.747109,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5982608695652174)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 410.0)"
10-01-2023 17:01:01.961753,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 410.0)"
10-01-2023 17:01:03.154885,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 410.0)"
10-01-2023 17:01:04.368581,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 410.0)"
10-01-2023 17:01:05.571898,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 410.0)"
10-01-2023 17:01:06.909723,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 410.0)"
10-01-2023 17:01:08.241723,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 410.0)"
10-01-2023 17:01:09.451669,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 621.6666666666666)"
10-01-2023 17:01:10.777115,"(61.0, 550.0, 468.33333333333337)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 407.5)"
10-01-2023 17:01:12.150718,"(61.0, 550.0, 468.33333333333337)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 407.5)"
10-01-2023 17:01:13.493251,"(61.0, 550.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 407.5)"
10-01-2023 17:01:14.828719,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 407.5)"
10-01-2023 17:01:16.092442,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 407.5)"
10-01-2023 17:01:17.358858,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 407.5)"
10-01-2023 17:01:18.791857,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 407.5)"
10-01-2023 17:01:20.658274,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 407.5)"
10-01-2023 17:01:21.852237,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 407.5)"
10-01-2023 17:01:23.013010,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 407.5)"
10-01-2023 17:01:24.234523,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 407.5)"
10-01-2023 17:01:25.515945,"(61.0, 450.0, 385.0)","(4.2, 7.2, 4.761904761904762)","(7.0, 15.5, 8.0625)","(1.55, 2.22, 1.5866666666666667)","(21.0, 90.0, 65.0)","(19.0, 50.0, 31.944444444444443)","(6.5, 17.0, 8.18)","(101.0, 730.0, 407.5)"
