,Jalapeno Lad,Aston Chaffy,Just Buffy,Emerley Sharon,Oda May,Magic Ebbs
08-01-2023 18:31:40.134106,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 9.985714285714286)","(10.0, 22.0, 21.25)"
08-01-2023 18:31:41.099757,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 9.985714285714286)","(10.0, 22.0, 21.25)"
08-01-2023 18:31:42.158991,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 9.985714285714286)","(10.0, 22.0, 21.25)"
08-01-2023 18:31:43.148738,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.966666666666667)","(10.0, 22.0, 19.0625)"
08-01-2023 18:31:44.063393,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.966666666666667)","(10.0, 19.5, 19.0625)"
08-01-2023 18:31:44.955075,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.966666666666667)","(10.0, 19.5, 19.0625)"
08-01-2023 18:31:45.893630,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.966666666666667)","(10.0, 19.5, 19.0625)"
08-01-2023 18:31:46.798328,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.966666666666667)","(10.0, 19.5, 19.0625)"
08-01-2023 18:31:47.748756,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.966666666666667)","(10.0, 19.5, 19.0625)"
08-01-2023 18:31:48.813468,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.966666666666667)","(10.0, 19.5, 18.625)"
08-01-2023 18:31:49.822894,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.617647058823529)","(10.0, 19.0, 18.625)"
08-01-2023 18:31:50.690109,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.617647058823529)","(10.0, 19.0, 18.625)"
08-01-2023 18:31:51.582902,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.0)","(10.0, 19.0, 20.666666666666664)"
08-01-2023 18:31:52.544268,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.142857142857142)","(10.0, 24.0, 20.666666666666664)"
08-01-2023 18:31:53.483163,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.142857142857142)","(10.0, 24.0, 21.25)"
08-01-2023 18:31:54.442176,"(4.6, 6.6, 5.88)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.142857142857142)","(10.0, 22.0, 21.25)"
08-01-2023 18:31:55.459595,"(4.6, 6.6, 6.309090909090909)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.142857142857142)","(10.0, 22.0, 21.25)"
08-01-2023 18:31:56.483944,"(4.6, 6.6, 6.309090909090909)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.6875)","(10.0, 22.0, 21.25)"
08-01-2023 18:31:57.333763,"(4.6, 6.6, 6.309090909090909)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.6875)","(10.0, 22.0, 21.25)"
08-01-2023 18:31:58.258188,"(4.6, 6.6, 6.309090909090909)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.6875)","(10.0, 22.0, 21.25)"
08-01-2023 18:31:59.226871,"(4.6, 6.6, 6.309090909090909)","(3.5, 3.8, 3.673076923076923)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.6875)","(10.0, 22.0, 20.375)"
08-01-2023 18:32:00.228236,"(4.6, 6.4, 5.28)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.6875)","(10.0, 21.0, 20.375)"
08-01-2023 18:32:01.151720,"(4.6, 7.0, 6.12)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.428571428571429)","(10.0, 21.0, 20.375)"
08-01-2023 18:32:02.152730,"(4.6, 6.8, 5.66)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.9375)","(10.0, 21.0, 20.375)"
08-01-2023 18:32:03.122777,"(4.6, 7.4, 6.15)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.9375)","(10.0, 21.0, 20.375)"
08-01-2023 18:32:03.997503,"(4.6, 6.4, 5.175)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.9375)","(10.0, 21.0, 20.375)"
08-01-2023 18:32:04.926922,"(4.6, 7.0, 5.285714285714286)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.735294117647058)","(10.0, 21.0, 20.375)"
08-01-2023 18:32:05.874833,"(4.6, 6.8, 5.6)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.735294117647058)","(10.0, 21.0, 20.375)"
08-01-2023 18:32:06.759130,"(4.6, 7.2, 5.733333333333333)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.735294117647058)","(10.0, 21.0, 20.375)"
08-01-2023 18:32:07.706940,"(4.6, 7.0, 5.285714285714286)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.5)","(10.0, 21.0, 21.444444444444443)"
08-01-2023 18:32:08.687286,"(4.6, 7.0, 5.285714285714286)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.5)","(10.0, 23.0, 21.444444444444443)"
08-01-2023 18:32:09.654771,"(4.6, 7.0, 5.285714285714286)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.5)","(10.0, 23.0, 20.833333333333332)"
08-01-2023 18:32:10.514860,"(4.6, 7.0, 5.285714285714286)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.5)","(10.0, 23.0, 20.833333333333332)"
08-01-2023 18:32:11.415823,"(4.6, 6.8, 5.36)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 23.0, 21.5)"
08-01-2023 18:32:12.432354,"(4.6, 6.6, 5.2)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 23.0, 21.5)"
08-01-2023 18:32:13.423401,"(4.6, 6.6, 5.044444444444444)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 23.0, 23.125)"
08-01-2023 18:32:14.440278,"(4.6, 6.6, 5.523076923076923)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.125)"
08-01-2023 18:32:15.351766,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 22.7)"
08-01-2023 18:32:16.294299,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 22.7)"
08-01-2023 18:32:17.202170,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 22.7)"
08-01-2023 18:32:18.063708,"(4.6, 7.0, 5.863157894736842)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 22.7)"
08-01-2023 18:32:19.059309,"(4.6, 7.0, 5.863157894736842)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 22.7)"
08-01-2023 18:32:20.059337,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 22.7)"
08-01-2023 18:32:21.093777,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.27777777777778)"
08-01-2023 18:32:21.992073,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.27777777777778)"
08-01-2023 18:32:22.840184,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.27777777777778)"
08-01-2023 18:32:23.749875,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.27777777777778)"
08-01-2023 18:32:24.707934,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.27777777777778)"
08-01-2023 18:32:25.670591,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.27777777777778)"
08-01-2023 18:32:26.660542,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.27777777777778)"
08-01-2023 18:32:27.575717,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.27777777777778)"
08-01-2023 18:32:28.476587,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.27777777777778)"
08-01-2023 18:32:29.388561,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.27777777777778)"
08-01-2023 18:32:30.304737,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.27777777777778)"
08-01-2023 18:32:31.234167,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.458333333333332)"
08-01-2023 18:32:32.162518,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.458333333333332)"
08-01-2023 18:32:33.191662,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.458333333333332)"
08-01-2023 18:32:34.187161,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.458333333333332)"
08-01-2023 18:32:35.075586,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.458333333333332)"
08-01-2023 18:32:35.987364,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.458333333333332)"
08-01-2023 18:32:36.937049,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.458333333333332)"
08-01-2023 18:32:37.910025,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.458333333333332)"
08-01-2023 18:32:38.756062,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.458333333333332)"
08-01-2023 18:32:39.717973,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.458333333333332)"
08-01-2023 18:32:40.698568,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.458333333333332)"
08-01-2023 18:32:41.632173,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.07142857142857)"
08-01-2023 18:32:42.522403,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.07142857142857)"
08-01-2023 18:32:43.492977,"(4.6, 7.0, 5.118181818181818)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.4, 4.1000000000000005)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.92857142857143)"
08-01-2023 18:32:44.402850,"(4.6, 7.0, 5.275)","(3.5, 3.8, 3.6058823529411765)","(3.4, 4.6, 3.565)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 25.0, 24.785714285714285)"
08-01-2023 18:32:45.402393,"(4.6, 7.0, 5.275)","(3.5, 3.8, 3.6058823529411765)","(3.4, 4.5, 3.8000000000000003)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 26.0, 24.785714285714285)"
08-01-2023 18:32:46.286292,"(4.6, 7.0, 5.275)","(3.5, 3.8, 3.6058823529411765)","(3.4, 4.7, 3.8666666666666667)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 26.0, 24.785714285714285)"
08-01-2023 18:32:47.183426,"(4.6, 7.0, 5.275)","(3.5, 3.8, 3.6058823529411765)","(3.4, 4.7, 3.8666666666666667)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 26.0, 24.785714285714285)"
08-01-2023 18:32:48.073965,"(4.6, 7.0, 5.275)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.1, 4.015714285714286)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 26.0, 24.785714285714285)"
08-01-2023 18:32:48.964909,"(4.6, 7.0, 5.275)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.1, 3.7288461538461535)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 26.0, 24.785714285714285)"
08-01-2023 18:32:49.873035,"(4.6, 7.0, 5.275)","(3.5, 3.8, 3.6058823529411765)","(3.4, 5.1, 4.5)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 26.0, 23.07142857142857)"
08-01-2023 18:32:50.802686,"(4.6, 7.0, 5.275)","(3.5, 3.8, 3.6679999999999997)","(3.4, 5.1, 4.578260869565217)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.07142857142857)"
08-01-2023 18:32:51.700807,"(4.6, 7.0, 5.275)","(3.5, 3.8, 3.6679999999999997)","(3.4, 5.1, 4.375)","(5.5, 8.6, 7.6)","(4.8, 11.5, 7.916666666666667)","(10.0, 24.0, 23.07142857142857)"
08-01-2023 18:32:52.653398,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.6679999999999997)","(3.4, 5.1, 4.54)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.083333333333334)","(10.0, 24.0, 23.07142857142857)"
08-01-2023 18:32:53.588823,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.6679999999999997)","(3.4, 5.1, 4.54)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.083333333333334)","(10.0, 24.0, 23.07142857142857)"
08-01-2023 18:32:54.454660,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.6679999999999997)","(3.4, 5.1, 4.54)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.083333333333334)","(10.0, 24.0, 23.07142857142857)"
08-01-2023 18:32:55.412295,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.1, 4.54)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.083333333333334)","(10.0, 24.0, 23.07142857142857)"
08-01-2023 18:32:56.353228,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.1, 4.54)","(5.5, 8.6, 7.266666666666666)","(4.8, 11.5, 8.083333333333334)","(10.0, 24.0, 23.07142857142857)"
08-01-2023 18:32:57.356924,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.603571428571428)","(3.4, 5.1, 4.54)","(5.5, 8.6, 7.666666666666666)","(4.8, 11.5, 8.083333333333334)","(10.0, 24.0, 23.07142857142857)"
08-01-2023 18:32:58.352713,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.603571428571428)","(3.4, 5.1, 4.54)","(5.5, 8.6, 7.666666666666666)","(4.8, 11.5, 8.083333333333334)","(10.0, 24.0, 23.07142857142857)"
08-01-2023 18:32:59.297038,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.603571428571428)","(3.4, 5.1, 4.54)","(5.5, 8.6, 7.666666666666666)","(4.8, 11.5, 8.083333333333334)","(10.0, 24.0, 20.5)"
08-01-2023 18:33:00.315958,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.0, 4.675)","(5.5, 8.6, 7.646153846153846)","(4.8, 11.5, 8.083333333333334)","(10.0, 21.0, 20.5)"
08-01-2023 18:33:01.281252,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.0, 4.675)","(5.5, 8.6, 7.646153846153846)","(4.8, 11.5, 8.083333333333334)","(10.0, 21.0, 20.5)"
08-01-2023 18:33:02.168806,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.0, 4.675)","(5.5, 8.6, 7.646153846153846)","(4.8, 11.5, 8.083333333333334)","(10.0, 21.0, 20.5)"
08-01-2023 18:33:03.189043,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.603571428571428)","(3.4, 5.0, 4.675)","(5.5, 8.6, 7.6)","(4.8, 11.5, 8.136363636363637)","(10.0, 21.0, 20.5)"
08-01-2023 18:33:04.251696,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.0, 4.675)","(5.5, 8.6, 7.6)","(4.8, 11.5, 9.205882352941176)","(10.0, 21.0, 20.5)"
08-01-2023 18:33:05.328429,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.0, 4.653333333333333)","(5.5, 8.6, 7.6)","(4.8, 11.5, 9.205882352941176)","(10.0, 21.0, 20.5)"
08-01-2023 18:33:06.247743,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.0, 4.666666666666667)","(5.5, 8.6, 7.6)","(4.8, 11.5, 9.205882352941176)","(10.0, 21.0, 20.68181818181818)"
08-01-2023 18:33:07.240008,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.1, 4.425)","(5.5, 8.6, 7.6)","(4.8, 11.5, 9.205882352941176)","(10.0, 21.0, 20.68181818181818)"
08-01-2023 18:33:08.240521,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.1, 4.425)","(5.5, 8.6, 7.6)","(4.8, 11.5, 9.205882352941176)","(10.0, 21.0, 20.68181818181818)"
08-01-2023 18:33:09.127530,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.1, 4.425)","(5.5, 8.6, 7.6)","(4.8, 11.5, 9.205882352941176)","(10.0, 21.0, 20.68181818181818)"
08-01-2023 18:33:10.114181,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.1, 4.425)","(5.5, 8.6, 7.6)","(4.8, 11.5, 9.205882352941176)","(10.0, 21.0, 20.68181818181818)"
08-01-2023 18:33:11.098844,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.1, 4.425)","(5.5, 8.6, 7.6)","(4.8, 11.5, 9.205882352941176)","(10.0, 21.0, 20.5)"
08-01-2023 18:33:12.039296,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.1, 4.425)","(5.5, 8.6, 7.6)","(4.8, 11.5, 9.205882352941176)","(10.0, 21.0, 19.625)"
08-01-2023 18:33:13.065697,"(4.6, 7.0, 5.199999999999999)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.1, 3.811111111111111)","(5.5, 8.6, 7.6)","(4.8, 11.5, 9.205882352941176)","(10.0, 21.0, 19.625)"
08-01-2023 18:33:14.031971,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.603571428571428)","(3.4, 5.1, 3.811111111111111)","(5.5, 8.6, 7.666666666666666)","(4.8, 11.5, 9.333333333333334)","(10.0, 21.0, 19.625)"
08-01-2023 18:33:14.972572,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.1, 3.811111111111111)","(5.5, 8.6, 7.666666666666666)","(4.8, 12.0, 9.333333333333334)","(10.0, 21.0, 19.625)"
08-01-2023 18:33:15.887117,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.642857142857143)","(3.4, 5.1, 3.811111111111111)","(5.5, 8.6, 7.057142857142857)","(4.8, 12.0, 9.333333333333334)","(10.0, 21.0, 19.625)"
08-01-2023 18:33:16.778665,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.6166666666666667)","(3.4, 5.1, 3.6333333333333333)","(5.5, 8.6, 7.15)","(4.8, 12.0, 9.5)","(10.0, 21.0, 20.357142857142858)"
08-01-2023 18:33:17.746422,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.5708333333333333)","(3.4, 5.1, 3.6333333333333333)","(5.5, 8.6, 7.15)","(4.8, 12.0, 9.5)","(10.0, 20.0, 19.5)"
08-01-2023 18:33:18.653142,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.638235294117647)","(3.4, 5.1, 3.615)","(5.5, 8.6, 7.15)","(4.8, 12.0, 9.5)","(10.0, 20.0, 19.5)"
08-01-2023 18:33:19.592306,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.6804347826086956)","(3.4, 5.1, 3.615)","(5.5, 8.6, 7.355555555555555)","(4.8, 12.0, 9.5)","(10.0, 20.0, 19.5)"
08-01-2023 18:33:20.561860,"(4.6, 7.0, 5.8)","(3.5, 3.8, 3.6804347826086956)","(3.4, 5.1, 3.615)","(5.5, 8.6, 7.25)","(4.8, 12.0, 9.5)","(10.0, 20.0, 19.5)"
