,Bundy Chelle,Goddess Of War,Cosmic Franky,Bad Habits,Subzero Annie,Barbs Manda,Miss Tallowood,Gold On Black
14-12-2022 12:18:25.881554,"(2.7, 4.4, 3.381818181818182)","(18.0, 55.0, 25.4)","(3.0, 4.9, 4.13)","(12.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 126.66666666666666)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:26.869301,"(2.7, 4.4, 3.381818181818182)","(18.0, 55.0, 25.4)","(3.0, 4.9, 4.13)","(12.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 126.66666666666666)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:27.893640,"(2.7, 4.4, 3.381818181818182)","(18.0, 55.0, 25.4)","(3.0, 4.9, 4.13)","(12.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 126.66666666666666)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:28.914478,"(2.7, 4.4, 3.381818181818182)","(18.0, 55.0, 25.4)","(3.0, 4.9, 4.13)","(12.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 126.66666666666666)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:29.949668,"(2.7, 4.4, 3.381818181818182)","(18.0, 55.0, 25.4)","(3.0, 4.9, 4.13)","(12.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 126.66666666666666)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:30.948881,"(2.7, 4.4, 3.381818181818182)","(18.0, 55.0, 25.4)","(3.0, 4.9, 4.13)","(12.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 269.2307692307692)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:32.007046,"(2.7, 4.4, 3.381818181818182)","(18.0, 55.0, 25.4)","(3.0, 4.9, 4.13)","(12.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 269.2307692307692)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:33.004674,"(2.7, 4.4, 3.381818181818182)","(18.0, 55.0, 25.4)","(3.0, 4.9, 4.13)","(12.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 269.2307692307692)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:34.166051,"(2.7, 4.4, 3.381818181818182)","(18.0, 55.0, 25.4)","(3.0, 4.9, 4.13)","(12.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 269.2307692307692)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:35.244392,"(2.7, 4.4, 3.381818181818182)","(18.0, 55.0, 25.4)","(3.0, 4.9, 4.13)","(12.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 269.2307692307692)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:36.307303,"(2.7, 4.4, 3.381818181818182)","(18.0, 60.0, 21.23076923076923)","(3.0, 4.9, 4.13)","(12.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:37.405693,"(2.7, 4.4, 3.381818181818182)","(18.0, 60.0, 21.23076923076923)","(3.0, 4.9, 4.13)","(12.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:38.548968,"(2.7, 4.4, 3.381818181818182)","(18.0, 60.0, 21.23076923076923)","(3.0, 4.9, 4.13)","(12.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:39.802409,"(2.7, 4.4, 3.381818181818182)","(18.0, 60.0, 21.692307692307693)","(3.0, 4.9, 4.13)","(12.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:41.090180,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 21.692307692307693)","(3.0, 4.9, 4.13)","(11.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:42.304456,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 21.692307692307693)","(3.0, 4.9, 4.13)","(11.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:43.516068,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 21.692307692307693)","(3.0, 4.9, 4.13)","(11.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:44.587365,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 21.692307692307693)","(3.0, 4.9, 4.13)","(11.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:45.691826,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 21.692307692307693)","(3.0, 4.9, 4.13)","(11.0, 24.0, 22.4375)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:46.750409,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 22.153846153846153)","(3.0, 4.9, 4.13)","(11.0, 24.0, 21.794117647058826)","(21.0, 90.0, 48.75)","(71.0, 580.0, 344.3333333333333)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.7777777777777777)"
14-12-2022 12:18:47.886054,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 21.23076923076923)","(3.0, 4.9, 4.13)","(11.0, 24.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 387.0)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:18:49.039527,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 21.23076923076923)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 660.0, 387.0)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:18:50.315574,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 33.473684210526315)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 660.0, 523.8888888888889)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:18:51.459925,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 33.473684210526315)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 523.8888888888889)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.661538461538462)"
14-12-2022 12:18:52.554797,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 33.473684210526315)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 385.7692307692308)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:18:53.745276,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 33.473684210526315)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 385.7692307692308)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:18:54.911383,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:18:55.949840,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:18:57.047105,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:18:58.177047,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:18:59.302267,"(2.7, 4.4, 3.381818181818182)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:00.430117,"(2.7, 4.3, 3.4666666666666663)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:01.591111,"(2.7, 4.3, 3.4666666666666663)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:02.689771,"(2.7, 4.3, 3.4666666666666663)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 327.5)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:03.696819,"(2.7, 4.3, 3.4666666666666663)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 272.30769230769226)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:04.777665,"(2.7, 4.3, 3.4666666666666663)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 272.30769230769226)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:05.882029,"(2.6, 4.3, 3.4666666666666663)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 272.30769230769226)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:06.955633,"(2.6, 4.3, 3.7714285714285714)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 272.30769230769226)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:08.061837,"(2.6, 4.3, 3.7714285714285714)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 272.30769230769226)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:09.254361,"(2.6, 4.3, 3.7714285714285714)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 288.3333333333333)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:10.469537,"(2.6, 4.3, 3.7714285714285714)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 389.3333333333333)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:11.623223,"(2.6, 4.3, 3.7714285714285714)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 660.0, 389.3333333333333)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:12.747957,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 28.875)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 660.0, 524.4444444444445)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:13.908802,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 524.4444444444445)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:15.061537,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 387.6923076923077)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:16.181604,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 387.6923076923077)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:17.314831,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 330.0)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:18.532649,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 330.0)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:19.762392,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 330.0)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.661538461538462)"
14-12-2022 12:19:20.978622,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 330.0)","(11.0, 23.0, 18.0)","(3.1, 4.7, 3.6307692307692307)"
14-12-2022 12:19:22.018167,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 22.233333333333334)","(21.0, 90.0, 48.75)","(71.0, 580.0, 330.0)","(11.0, 23.0, 18.0)","(3.1, 4.6, 3.5714285714285716)"
14-12-2022 12:19:23.152593,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 524.4444444444445)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:24.332273,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 524.4444444444445)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:25.444415,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 524.4444444444445)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:26.607705,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 524.4444444444445)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:27.784827,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 524.4444444444445)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:29.018153,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 524.4444444444445)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:30.204196,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 524.4444444444445)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:31.339896,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 524.4444444444445)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:32.550595,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 524.4444444444445)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:33.833172,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 33.59090909090909)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 524.4444444444445)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:35.031094,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 43.86111111111111)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 524.4444444444445)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:36.281325,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 43.86111111111111)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 524.4444444444445)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:37.533048,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 43.86111111111111)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:38.891708,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 43.86111111111111)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:40.180357,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 37.92307692307692)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:41.433795,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 37.92307692307692)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:42.660862,"(2.6, 4.3, 3.488888888888889)","(19.0, 60.0, 37.92307692307692)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:43.917130,"(2.6, 4.3, 3.488888888888889)","(19.0, 65.0, 40.230769230769226)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:45.089160,"(2.6, 4.3, 3.488888888888889)","(19.0, 65.0, 36.04545454545455)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.1, 4.5, 3.5714285714285716)"
14-12-2022 12:19:46.398043,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.979166666666667)"
14-12-2022 12:19:47.611881,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.979166666666667)"
14-12-2022 12:19:48.813423,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.642857142857143)"
14-12-2022 12:19:50.021020,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.642857142857143)"
14-12-2022 12:19:51.342140,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.642857142857143)"
14-12-2022 12:19:52.617029,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.642857142857143)"
14-12-2022 12:19:53.897254,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.642857142857143)"
14-12-2022 12:19:55.376588,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.642857142857143)"
14-12-2022 12:19:56.831291,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.642857142857143)"
14-12-2022 12:19:58.277482,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.642857142857143)"
14-12-2022 12:19:59.539583,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.642857142857143)"
14-12-2022 12:20:00.772783,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.642857142857143)"
14-12-2022 12:20:01.977675,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.9, 4.13)","(11.0, 23.0, 19.166666666666668)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.7421052631578946)"
14-12-2022 12:20:03.282750,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.8, 3.9794117647058824)","(11.0, 23.0, 20.125)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.7421052631578946)"
14-12-2022 12:20:04.578628,"(2.6, 4.3, 3.488888888888889)","(20.0, 65.0, 36.04545454545455)","(3.0, 4.8, 3.9794117647058824)","(11.0, 23.0, 20.125)","(21.0, 90.0, 48.75)","(71.0, 580.0, 525.0)","(11.0, 23.0, 18.0)","(3.2, 4.5, 3.7421052631578946)"
