,Remlaps Gem,Stampe,Simply Fly,Le Palmier,The Bopper,Belieber,Desert Man,Renegade,Superare,Archers Paradox,Princess Lunar,Streaka,Dream Weaving,Mishani Fraudster
07-01-2023 14:03:51.754279,"(8.0, 10.5, 10.32128514056225)","(41.0, 55.0, 51.32697947214076)","(15.0, 18.0, 17.74271844660194)","(6.0, 7.0, 6.731958762886598)","(2.3, 2.46, 2.4403249097472925)","(51.0, 75.0, 72.5)","(15.0, 18.0, 17.752906976744185)","(101.0, 280.0, 252.0)","(51.0, 75.0, 72.75510204081633)","(16.0, 18.5, 18.431718061674008)","(1.01, 99999, 99990)","(8.0, 9.0, 8.886699507389164)","(51.0, 110.0, 107.44680851063829)","(81.0, 150.0, 145.0)"
07-01-2023 14:03:53.220361,"(8.0, 10.5, 10.32128514056225)","(41.0, 55.0, 51.32697947214076)","(15.0, 18.0, 17.74271844660194)","(6.0, 7.0, 6.731958762886598)","(2.3, 2.46, 2.4403249097472925)","(51.0, 75.0, 72.5)","(15.0, 18.0, 17.74550898203593)","(101.0, 280.0, 252.0)","(51.0, 75.0, 72.75510204081633)","(16.0, 18.5, 18.431718061674008)","(1.01, 99999, 99990)","(8.0, 9.0, 8.886699507389164)","(51.0, 110.0, 107.44680851063829)","(81.0, 150.0, 145.0)"
07-01-2023 14:03:54.727436,"(8.0, 10.5, 10.32128514056225)","(41.0, 55.0, 51.32697947214076)","(15.0, 18.0, 17.74271844660194)","(6.0, 7.0, 6.731958762886598)","(2.3, 2.46, 2.4403249097472925)","(51.0, 75.0, 72.5)","(15.0, 18.0, 17.74550898203593)","(101.0, 280.0, 252.0)","(51.0, 75.0, 72.75510204081633)","(16.0, 18.5, 18.431718061674008)","(1.01, 99999, 99990)","(8.0, 9.0, 8.886699507389164)","(51.0, 110.0, 107.44680851063829)","(81.0, 150.0, 145.0)"
07-01-2023 14:03:56.173126,"(8.0, 10.5, 10.32128514056225)","(41.0, 55.0, 51.32697947214076)","(15.0, 18.0, 17.74271844660194)","(6.0, 7.0, 6.731958762886598)","(2.3, 2.46, 2.4403249097472925)","(51.0, 75.0, 72.5)","(15.0, 18.0, 17.74550898203593)","(101.0, 280.0, 252.0)","(51.0, 75.0, 72.75510204081633)","(16.0, 18.5, 18.369811320754717)","(1.01, 99999, 99990)","(8.0, 9.0, 8.886699507389164)","(51.0, 110.0, 107.44680851063829)","(81.0, 150.0, 145.0)"
07-01-2023 14:03:57.699667,"(8.0, 10.5, 10.165413533834586)","(41.0, 55.0, 51.32697947214076)","(15.0, 18.0, 17.74271844660194)","(6.0, 7.0, 6.731958762886598)","(2.3, 2.46, 2.4404699738903393)","(51.0, 75.0, 72.5)","(15.0, 18.0, 17.74550898203593)","(101.0, 280.0, 252.0)","(51.0, 75.0, 72.75510204081633)","(16.0, 18.5, 18.369811320754717)","(1.01, 99999, 99990)","(8.0, 9.0, 8.886699507389164)","(51.0, 110.0, 107.44680851063829)","(81.0, 150.0, 145.0)"
07-01-2023 14:03:59.210730,"(8.0, 10.5, 10.165413533834586)","(41.0, 55.0, 51.32697947214076)","(15.0, 18.0, 17.74271844660194)","(6.0, 7.0, 6.731958762886598)","(2.3, 2.46, 2.4404699738903393)","(51.0, 75.0, 72.5)","(15.0, 18.0, 17.74550898203593)","(101.0, 280.0, 252.0)","(51.0, 75.0, 72.75510204081633)","(16.0, 18.5, 18.369811320754717)","(1.01, 99999, 99990)","(8.0, 9.0, 8.880829015544041)","(51.0, 110.0, 107.44680851063829)","(81.0, 150.0, 145.0)"
07-01-2023 14:04:00.797174,"(8.0, 10.5, 10.165413533834586)","(41.0, 55.0, 51.32697947214076)","(15.0, 18.0, 17.74271844660194)","(6.0, 7.0, 6.738430583501006)","(2.3, 2.46, 2.4433777777777776)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.891509433962264)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 145.2)"
07-01-2023 14:04:02.350503,"(8.0, 10.5, 10.201342281879194)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 7.0, 6.761686526122823)","(2.3, 2.46, 2.4433777777777776)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.891509433962264)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 145.2)"
07-01-2023 14:04:03.817872,"(8.0, 10.5, 10.201342281879194)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 7.0, 6.779166666666667)","(2.3, 2.46, 2.4433777777777776)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.909604519774012)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 145.2)"
07-01-2023 14:04:05.279482,"(8.0, 10.5, 10.201342281879194)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4433777777777776)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.909604519774012)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 145.2)"
07-01-2023 14:04:06.732763,"(8.0, 10.5, 10.201342281879194)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4438)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.909604519774012)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 145.2)"
07-01-2023 14:04:08.202852,"(8.0, 10.5, 10.201342281879194)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4438)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.909604519774012)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:09.722009,"(8.0, 10.5, 10.201342281879194)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4438)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:11.194133,"(8.0, 10.5, 10.201342281879194)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4438)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:12.636604,"(8.0, 10.5, 10.309012875536482)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4438)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:14.103128,"(8.0, 10.5, 10.309012875536482)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4438)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:15.543501,"(8.0, 10.5, 10.309012875536482)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4438)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:16.979380,"(8.0, 10.5, 10.309012875536482)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4438)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:18.409193,"(8.0, 10.5, 10.309012875536482)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4438)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:19.908176,"(8.0, 10.5, 10.309012875536482)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4438)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:21.419373,"(8.0, 10.5, 10.309012875536482)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4438)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:22.912249,"(8.0, 10.5, 10.309012875536482)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4442577030812322)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:24.380553,"(8.0, 10.5, 10.309012875536482)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4442577030812322)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:25.915743,"(8.0, 10.5, 10.309012875536482)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4442577030812322)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:27.470910,"(8.0, 10.5, 10.309012875536482)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.753488372093024)","(6.0, 6.8, 6.779166666666667)","(2.3, 2.46, 2.4442577030812322)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:28.991154,"(8.0, 10.5, 10.309012875536482)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.4442577030812322)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:30.524178,"(8.0, 10.5, 10.32411067193676)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.4442577030812322)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:32.061508,"(8.0, 10.5, 10.32411067193676)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.4459143968871593)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:33.478441,"(8.0, 10.5, 10.32411067193676)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.447238095238095)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:34.958455,"(8.0, 10.5, 10.32411067193676)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.447238095238095)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:36.456971,"(8.0, 10.5, 10.32411067193676)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.447238095238095)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:37.968998,"(8.0, 10.5, 10.32411067193676)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.4466)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:39.438829,"(8.0, 10.5, 10.32411067193676)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.4466)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.374087591240876)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:40.914026,"(8.0, 10.5, 10.32411067193676)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.4466)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.42887029288703)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:42.347929,"(8.0, 10.5, 10.318367346938775)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.4487417218543044)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.263496143958868)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:43.778062,"(8.0, 10.5, 10.318367346938775)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.4487417218543044)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.759887005649716)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.313455657492355)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:45.241164,"(8.0, 10.5, 10.318367346938775)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.4487417218543044)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.769005847953217)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.313455657492355)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:46.706977,"(8.0, 10.5, 10.318367346938775)","(41.0, 55.0, 51.34839650145773)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.4487417218543044)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.769005847953217)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.313455657492355)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:48.183143,"(8.0, 10.5, 10.318367346938775)","(41.0, 55.0, 51.39048991354467)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.4487417218543044)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.769005847953217)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.313455657492355)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:49.678978,"(8.0, 10.5, 10.318367346938775)","(41.0, 55.0, 51.39048991354467)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.778947368421052)","(2.3, 2.46, 2.4487417218543044)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.769005847953217)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.313455657492355)","(1.01, 99999, 99990)","(8.0, 9.0, 8.936)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:51.171726,"(8.0, 10.5, 10.318367346938775)","(41.0, 55.0, 51.40261627906977)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.791873589164785)","(2.3, 2.46, 2.4528155339805826)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.78930817610063)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.3203125)","(1.01, 99999, 99990)","(8.0, 9.0, 8.953846153846154)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:52.616197,"(8.0, 10.5, 10.318367346938775)","(41.0, 55.0, 51.40261627906977)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.791873589164785)","(2.3, 2.46, 2.4528155339805826)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.78930817610063)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.3203125)","(1.01, 99999, 99990)","(8.0, 9.0, 8.953846153846154)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:54.103227,"(8.0, 10.5, 10.318367346938775)","(41.0, 55.0, 51.64115646258504)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.791873589164785)","(2.3, 2.46, 2.4560975609756097)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.776666666666667)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.3673835125448)","(1.01, 99999, 99990)","(8.0, 9.0, 8.953846153846154)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:55.644319,"(8.0, 10.5, 10.318367346938775)","(41.0, 55.0, 51.64115646258504)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.791873589164785)","(2.3, 2.46, 2.4560975609756097)","(51.0, 75.0, 72.65625)","(15.0, 18.0, 17.776666666666667)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.3673835125448)","(1.01, 99999, 99990)","(8.0, 9.0, 8.953846153846154)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:57.163225,"(8.0, 10.5, 10.318367346938775)","(41.0, 55.0, 51.64115646258504)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.792070484581497)","(2.3, 2.46, 2.449705882352941)","(51.0, 75.0, 73.03571428571429)","(15.0, 18.0, 17.776666666666667)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.398907103825138)","(1.01, 99999, 99990)","(8.0, 9.0, 8.953846153846154)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:04:58.662613,"(8.0, 10.5, 10.318367346938775)","(41.0, 55.0, 51.64115646258504)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.792070484581497)","(2.3, 2.46, 2.449705882352941)","(51.0, 75.0, 73.03571428571429)","(15.0, 18.0, 17.776666666666667)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.398907103825138)","(1.01, 99999, 99990)","(8.0, 9.0, 8.953846153846154)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:05:00.148631,"(8.0, 10.5, 10.318367346938775)","(41.0, 55.0, 51.64115646258504)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.792070484581497)","(2.3, 2.46, 2.449705882352941)","(51.0, 75.0, 73.03571428571429)","(15.0, 18.0, 17.776666666666667)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.398907103825138)","(1.01, 99999, 99990)","(8.0, 9.0, 8.949253731343283)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
07-01-2023 14:05:01.601595,"(8.0, 10.5, 10.318367346938775)","(41.0, 55.0, 51.64115646258504)","(15.0, 18.0, 17.738916256157637)","(6.0, 6.8, 6.792070484581497)","(2.3, 2.46, 2.449705882352941)","(51.0, 75.0, 73.03571428571429)","(15.0, 18.0, 17.776666666666667)","(101.0, 280.0, 254.54545454545453)","(51.0, 75.0, 72.88461538461539)","(16.0, 18.5, 18.398907103825138)","(1.01, 99999, 99990)","(8.0, 9.0, 8.949253731343283)","(51.0, 110.0, 107.55102040816327)","(81.0, 150.0, 144.54545454545453)"
