,Galactic Ruler,Yankeedelight Nz,Make Your Mark,Rodger James,Elli Mirando,Goodonya Mate,Bettor Move Along,Batavia Reactor,Star Lilly,Happy Dayz
11-01-2023 19:36:01.818290,"(6.5, 10.0, 9.461538461538462)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.076153846153846)","(26.0, 65.0, 51.5)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 60.666666666666664)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:36:03.438793,"(6.5, 10.0, 9.461538461538462)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.076153846153846)","(26.0, 65.0, 51.5)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 60.666666666666664)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:36:04.977381,"(6.5, 10.0, 9.461538461538462)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.26125)","(26.0, 65.0, 51.5)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 60.666666666666664)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:36:06.448865,"(6.5, 10.0, 9.461538461538462)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.26125)","(26.0, 65.0, 51.5)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 60.666666666666664)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:36:08.001845,"(6.5, 10.0, 9.461538461538462)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.13)","(26.0, 65.0, 51.5)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 76.0)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:36:09.512505,"(6.5, 10.0, 9.461538461538462)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.13)","(26.0, 65.0, 51.5)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 76.0)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:36:11.035770,"(6.5, 10.0, 9.461538461538462)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.13)","(26.0, 65.0, 51.5)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 76.0)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:12.560065,"(6.5, 10.0, 9.72)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.13)","(26.0, 65.0, 47.0)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 76.0)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:14.095659,"(6.5, 10.0, 9.72)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.13)","(26.0, 65.0, 51.5)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 76.0)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:15.574560,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.13)","(26.0, 65.0, 51.5)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 76.0)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:17.051276,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.13)","(26.0, 65.0, 51.5)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 76.0)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:18.628506,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.13)","(26.0, 65.0, 51.5)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 76.0)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:20.057833,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.13)","(26.0, 65.0, 51.5)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 76.0)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:21.461262,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.13)","(26.0, 65.0, 59.0)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 64.8)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:22.874905,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.13)","(26.0, 65.0, 59.0)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 90.0, 69.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:24.297823,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.13)","(26.0, 65.0, 59.0)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 80.0, 66.0)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:25.726169,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.13)","(26.0, 65.0, 59.0)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 75.0, 66.0)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:27.090868,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.13)","(26.0, 65.0, 59.0)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 75.0, 66.0)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:28.463380,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 3.1375)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.4214285714285713)","(26.0, 65.0, 59.0)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 75.0, 66.0)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:29.897655,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 3.314)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.4316666666666666)","(26.0, 65.0, 59.0)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 75.0, 66.0)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:31.424919,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 3.314)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.4316666666666666)","(26.0, 65.0, 59.0)","(9.0, 15.5, 14.516666666666666)","(91.0, 150.0, 136.0)","(31.0, 75.0, 67.85714285714286)","(51.0, 160.0, 128.0)"
11-01-2023 19:36:32.875235,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 3.314)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.0625)","(26.0, 65.0, 59.0)","(9.0, 15.5, 12.054545454545455)","(91.0, 150.0, 136.0)","(31.0, 75.0, 67.85714285714286)","(51.0, 160.0, 144.54545454545456)"
11-01-2023 19:36:34.369501,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 2.92875)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.1075)","(26.0, 65.0, 59.0)","(9.0, 15.0, 13.1)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:36:35.838022,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.55, 3.003636363636364)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.5111363636363633)","(26.0, 65.0, 59.0)","(9.0, 14.5, 11.827272727272728)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:36:37.333386,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.5, 2.98)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.5041666666666664)","(26.0, 65.0, 59.0)","(9.0, 14.5, 11.827272727272728)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:38.792583,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.5, 2.98)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.825)","(26.0, 65.0, 59.0)","(9.0, 14.5, 11.827272727272728)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:40.265291,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.5, 3.1660000000000004)","(12.0, 18.0, 17.0)","(2.3, 3.85, 3.5041666666666664)","(26.0, 65.0, 59.0)","(9.0, 14.5, 11.827272727272728)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:41.659051,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.45, 2.938)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.4)","(26.0, 65.0, 59.0)","(9.0, 14.5, 11.827272727272728)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:43.086482,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 2.938)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.4)","(26.0, 65.0, 59.0)","(9.0, 14.5, 11.827272727272728)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:44.445128,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 2.938)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.4)","(26.0, 65.0, 59.0)","(9.0, 14.5, 11.827272727272728)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:45.789064,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 2.9121739130434783)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.45625)","(26.0, 65.0, 59.0)","(9.0, 14.5, 11.827272727272728)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:47.163216,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 2.9121739130434783)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.45625)","(26.0, 65.0, 59.0)","(9.0, 14.5, 11.827272727272728)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:48.557714,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 2.9121739130434783)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.45625)","(26.0, 65.0, 59.0)","(9.0, 14.5, 11.827272727272728)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:49.945248,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 2.9121739130434783)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.45625)","(26.0, 65.0, 59.0)","(9.0, 14.5, 11.827272727272728)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:51.303577,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 2.9121739130434783)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.45625)","(26.0, 65.0, 59.0)","(9.0, 14.5, 12.6625)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:52.745880,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 2.9121739130434783)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.45625)","(26.0, 65.0, 59.0)","(9.0, 14.5, 13.163636363636364)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:54.189349,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 2.9121739130434783)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.425)","(26.0, 65.0, 59.0)","(9.0, 14.5, 12.770588235294117)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:55.628652,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 2.9121739130434783)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.415)","(26.0, 65.0, 59.0)","(9.0, 14.5, 13.45)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:57.074250,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 2.9121739130434783)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.415)","(26.0, 65.0, 59.0)","(9.0, 14.5, 13.45)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:58.522604,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 2.9121739130434783)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.415)","(26.0, 65.0, 59.0)","(9.0, 14.5, 13.45)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:36:59.969376,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 2.9121739130434783)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.415)","(26.0, 65.0, 59.0)","(9.0, 14.5, 13.45)","(91.0, 150.0, 132.5)","(31.0, 75.0, 65.33333333333333)","(51.0, 160.0, 100.0)"
11-01-2023 19:37:01.388663,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 2.9121739130434783)","(12.0, 18.0, 17.0)","(2.3, 3.55, 3.415)","(26.0, 65.0, 59.0)","(9.0, 14.5, 13.45)","(91.0, 150.0, 136.0)","(31.0, 75.0, 65.0)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:37:02.831213,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.4, 3.1212500000000003)","(12.0, 18.0, 15.3)","(2.3, 3.55, 3.7222222222222223)","(26.0, 65.0, 60.09090909090909)","(9.0, 14.5, 13.685714285714287)","(91.0, 150.0, 136.0)","(31.0, 75.0, 66.66666666666667)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:37:04.319677,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.35, 3.045)","(12.0, 18.0, 14.625)","(2.3, 3.9, 3.6166666666666667)","(26.0, 65.0, 60.09090909090909)","(9.0, 14.0, 12.790909090909091)","(91.0, 150.0, 136.0)","(31.0, 75.0, 66.66666666666667)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:37:05.753147,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.35, 3.1153846153846154)","(12.0, 18.0, 14.625)","(2.3, 3.85, 3.5954545454545457)","(26.0, 65.0, 60.09090909090909)","(9.0, 13.5, 12.107142857142858)","(91.0, 150.0, 136.0)","(31.0, 75.0, 66.66666666666667)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:37:07.164000,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.35, 3.1153846153846154)","(12.0, 18.0, 14.625)","(2.3, 3.85, 3.529166666666667)","(26.0, 65.0, 56.66666666666667)","(9.0, 13.5, 11.785714285714285)","(91.0, 150.0, 136.0)","(31.0, 75.0, 66.66666666666667)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:37:08.591187,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.35, 3.045)","(12.0, 18.0, 14.625)","(2.3, 3.8, 3.529166666666667)","(26.0, 65.0, 55.8)","(9.0, 13.0, 11.76)","(91.0, 150.0, 136.0)","(31.0, 75.0, 66.66666666666667)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:37:09.959865,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.35, 3.045)","(12.0, 18.0, 14.625)","(2.3, 3.8, 3.529166666666667)","(26.0, 65.0, 60.4)","(9.0, 12.0, 11.4)","(91.0, 150.0, 136.0)","(31.0, 75.0, 66.66666666666667)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:37:11.356322,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.35, 3.045)","(12.0, 18.0, 14.625)","(2.3, 3.8, 3.327272727272727)","(26.0, 65.0, 60.4)","(9.0, 12.0, 11.4)","(91.0, 150.0, 117.5)","(31.0, 75.0, 58.333333333333336)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:37:12.732811,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.35, 3.045)","(12.0, 18.0, 16.5)","(2.35, 3.8, 3.556)","(26.0, 65.0, 60.4)","(9.0, 12.0, 11.4)","(91.0, 150.0, 117.5)","(31.0, 75.0, 55.0)","(51.0, 160.0, 131.66666666666666)"
11-01-2023 19:37:14.127958,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.35, 3.045)","(12.0, 18.0, 16.5)","(2.35, 3.75, 3.597777777777778)","(26.0, 65.0, 60.4)","(9.0, 12.0, 11.4)","(91.0, 150.0, 117.5)","(31.0, 75.0, 55.0)","(51.0, 160.0, 135.71428571428572)"
11-01-2023 19:37:15.637847,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.35, 3.045)","(12.0, 18.0, 16.5)","(2.35, 3.7, 3.557777777777778)","(26.0, 65.0, 60.4)","(9.0, 12.0, 14.15)","(91.0, 150.0, 117.5)","(31.0, 75.0, 56.666666666666664)","(51.0, 160.0, 135.71428571428572)"
11-01-2023 19:37:17.164057,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.35, 3.045)","(12.0, 18.0, 16.5)","(2.35, 3.65, 3.4733333333333336)","(26.0, 65.0, 60.4)","(9.0, 14.5, 14.15)","(91.0, 150.0, 117.5)","(31.0, 70.0, 55.0)","(51.0, 160.0, 135.71428571428572)"
11-01-2023 19:37:18.736980,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.35, 3.148)","(12.0, 18.0, 16.5)","(2.35, 3.6, 3.0166666666666666)","(26.0, 65.0, 60.4)","(9.0, 14.5, 14.15)","(91.0, 150.0, 117.5)","(31.0, 65.0, 55.0)","(51.0, 160.0, 135.71428571428572)"
11-01-2023 19:37:20.395057,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.25, 3.053846153846154)","(12.0, 18.0, 15.3)","(2.35, 3.6, 3.427777777777778)","(26.0, 65.0, 60.4)","(9.0, 14.5, 14.01)","(91.0, 150.0, 117.5)","(31.0, 65.0, 55.0)","(51.0, 160.0, 135.71428571428572)"
11-01-2023 19:37:22.014248,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.25, 3.053846153846154)","(12.0, 18.0, 15.3)","(2.35, 3.85, 3.2653846153846153)","(26.0, 65.0, 60.4)","(9.0, 14.5, 14.01)","(91.0, 150.0, 117.5)","(31.0, 65.0, 55.0)","(51.0, 160.0, 135.71428571428572)"
11-01-2023 19:37:23.588288,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.25, 3.053846153846154)","(12.0, 18.0, 14.5)","(2.35, 3.85, 3.2653846153846153)","(26.0, 65.0, 60.4)","(9.0, 14.5, 13.2)","(91.0, 150.0, 117.5)","(31.0, 65.0, 55.0)","(51.0, 160.0, 135.71428571428572)"
11-01-2023 19:37:25.405556,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.25, 3.053846153846154)","(12.0, 17.5, 14.833333333333334)","(2.35, 3.85, 3.2653846153846153)","(26.0, 65.0, 60.4)","(9.0, 14.0, 12.790909090909091)","(91.0, 150.0, 117.5)","(31.0, 65.0, 55.0)","(51.0, 160.0, 135.71428571428572)"
11-01-2023 19:37:27.052699,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.25, 3.053846153846154)","(12.0, 17.5, 14.375)","(2.35, 3.85, 3.2653846153846153)","(26.0, 65.0, 60.4)","(9.0, 13.5, 11.464285714285714)","(91.0, 150.0, 117.5)","(31.0, 65.0, 55.0)","(51.0, 160.0, 135.71428571428572)"
11-01-2023 19:37:28.599067,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.25, 3.053846153846154)","(12.0, 17.0, 16.0)","(2.35, 3.85, 3.2653846153846153)","(26.0, 65.0, 51.0)","(9.0, 12.5, 10.764285714285714)","(91.0, 150.0, 117.5)","(31.0, 65.0, 55.0)","(51.0, 160.0, 106.66666666666667)"
11-01-2023 19:37:30.101977,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.25, 3.068)","(12.0, 18.5, 16.0)","(2.35, 3.85, 3.159090909090909)","(26.0, 65.0, 51.0)","(9.0, 12.5, 10.716666666666667)","(91.0, 150.0, 117.5)","(31.0, 65.0, 55.0)","(51.0, 160.0, 106.66666666666667)"
11-01-2023 19:37:31.572348,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.15, 3.0633333333333335)","(12.0, 18.5, 16.0)","(2.35, 3.85, 3.159090909090909)","(26.0, 65.0, 57.4)","(9.0, 12.0, 10.716666666666667)","(91.0, 150.0, 117.5)","(31.0, 65.0, 60.0)","(51.0, 160.0, 106.66666666666667)"
11-01-2023 19:37:33.068634,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.15, 3.0633333333333335)","(12.0, 18.5, 16.0)","(2.35, 3.85, 3.159090909090909)","(26.0, 65.0, 57.4)","(9.0, 12.0, 10.973333333333333)","(91.0, 150.0, 117.5)","(31.0, 65.0, 60.0)","(51.0, 160.0, 106.66666666666667)"
11-01-2023 19:37:34.469893,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.15, 3.0633333333333335)","(12.0, 18.5, 16.0)","(2.35, 3.85, 3.159090909090909)","(26.0, 65.0, 57.4)","(9.0, 12.0, 10.973333333333333)","(91.0, 150.0, 117.5)","(31.0, 65.0, 60.0)","(51.0, 160.0, 106.66666666666667)"
11-01-2023 19:37:35.922970,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.15, 3.0633333333333335)","(12.0, 18.5, 16.0)","(2.35, 3.85, 3.159090909090909)","(26.0, 65.0, 57.4)","(9.0, 12.0, 10.973333333333333)","(91.0, 150.0, 117.5)","(31.0, 65.0, 60.0)","(51.0, 160.0, 106.66666666666667)"
11-01-2023 19:37:37.331259,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.15, 3.085)","(12.0, 18.5, 16.0)","(2.35, 3.85, 3.65)","(26.0, 65.0, 57.4)","(9.0, 12.0, 10.973333333333333)","(91.0, 150.0, 117.5)","(31.0, 65.0, 60.0)","(51.0, 160.0, 106.66666666666667)"
11-01-2023 19:37:38.782116,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.15, 3.085)","(12.0, 18.5, 16.0)","(2.35, 3.85, 3.676976744186047)","(26.0, 65.0, 57.4)","(9.0, 12.0, 10.973333333333333)","(91.0, 150.0, 117.5)","(31.0, 65.0, 60.0)","(51.0, 160.0, 106.66666666666667)"
11-01-2023 19:37:40.181091,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.15, 3.085)","(12.0, 18.5, 16.0)","(2.35, 3.85, 3.33)","(26.0, 65.0, 57.4)","(9.0, 12.0, 10.973333333333333)","(91.0, 150.0, 117.5)","(31.0, 65.0, 60.0)","(51.0, 160.0, 106.66666666666667)"
11-01-2023 19:37:41.631465,"(6.5, 10.0, 9.52)","(14.0, 99999, 99990)","(2.8, 3.15, 3.085)","(12.0, 18.5, 16.0)","(2.35, 3.85, 3.2027272727272726)","(26.0, 65.0, 57.4)","(9.0, 12.0, 10.973333333333333)","(91.0, 150.0, 117.5)","(31.0, 65.0, 60.0)","(51.0, 160.0, 106.66666666666667)"
11-01-2023 19:37:43.012637,"(6.5, 10.0, 9.314285714285715)","(14.0, 99999, 99990)","(2.8, 3.15, 3.085)","(12.0, 18.5, 16.0)","(2.35, 3.85, 3.1545454545454548)","(26.0, 65.0, 57.4)","(9.0, 12.0, 10.973333333333333)","(91.0, 150.0, 115.0)","(31.0, 65.0, 55.0)","(51.0, 160.0, 106.66666666666667)"
11-01-2023 19:37:44.443604,"(6.5, 10.0, 9.314285714285715)","(14.0, 99999, 99990)","(2.8, 3.15, 3.085)","(12.0, 18.5, 14.75)","(2.35, 3.85, 3.371875)","(26.0, 65.0, 57.4)","(9.0, 12.0, 10.973333333333333)","(91.0, 150.0, 115.0)","(31.0, 65.0, 55.0)","(51.0, 160.0, 106.66666666666667)"
11-01-2023 19:37:45.738352,"(6.5, 10.0, 9.314285714285715)","(14.0, 99999, 99990)","(2.8, 3.15, 3.085)","(12.0, 18.5, 16.0)","(2.35, 3.85, 3.2615384615384615)","(26.0, 65.0, 57.4)","(9.0, 12.0, 10.973333333333333)","(91.0, 150.0, 115.0)","(31.0, 65.0, 55.0)","(51.0, 160.0, 106.66666666666667)"
11-01-2023 19:37:47.020497,"(6.5, 10.0, 9.314285714285715)","(14.0, 99999, 99990)","(2.8, 3.15, 3.085)","(12.0, 18.5, 16.0)","(2.35, 3.85, 3.2615384615384615)","(26.0, 65.0, 57.4)","(9.0, 12.0, 10.973333333333333)","(91.0, 150.0, 136.0)","(31.0, 65.0, 55.0)","(51.0, 160.0, 106.66666666666667)"
