,Clark,My Boy Charlott,Hosey Sidekick,Factory Flyer,Ripper Reiko,Shaka Big Tonks,Spring Tune,Call Me Kiah
14-12-2022 18:47:13.728552,"(5.5, 9.0, 7.266666666666667)","(5.5, 11.0, 8.4)","(21.0, 75.0, 41.875)","(6.5, 10.5, 7.875)","(15.0, 42.0, 26.4)","(6.5, 14.0, 9.733333333333333)","(5.0, 11.0, 10.3125)","(2.9, 3.7, 3.18)"
14-12-2022 18:47:14.907101,"(5.5, 9.0, 7.266666666666667)","(5.5, 11.0, 8.4)","(21.0, 75.0, 41.875)","(6.5, 10.5, 7.875)","(15.0, 42.0, 26.4)","(6.5, 14.0, 9.733333333333333)","(5.0, 11.0, 10.3125)","(2.9, 3.7, 3.18)"
14-12-2022 18:47:16.078995,"(5.5, 9.0, 7.266666666666667)","(5.5, 11.0, 8.4)","(21.0, 75.0, 39.66666666666667)","(6.5, 10.5, 7.875)","(15.0, 42.0, 32.0)","(6.5, 14.0, 8.7)","(5.0, 11.0, 10.3125)","(2.9, 3.7, 3.18)"
14-12-2022 18:47:17.250541,"(5.5, 9.0, 7.0)","(5.5, 11.0, 8.4)","(21.0, 75.0, 46.0)","(6.5, 10.5, 7.875)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 8.7)","(5.0, 11.0, 10.3125)","(2.9, 3.7, 3.18)"
14-12-2022 18:47:18.532269,"(5.5, 9.0, 7.0)","(5.5, 11.0, 8.4)","(21.0, 70.0, 40.0)","(6.5, 10.5, 9.333333333333334)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 8.7)","(5.0, 11.0, 10.3125)","(2.9, 3.7, 3.5015384615384617)"
14-12-2022 18:47:19.829282,"(5.5, 9.6, 7.75)","(5.5, 11.0, 8.4)","(21.0, 70.0, 40.0)","(6.5, 10.5, 8.444444444444445)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 8.7)","(5.0, 11.0, 10.3125)","(2.9, 3.7, 3.630243902439024)"
14-12-2022 18:47:21.009233,"(5.5, 9.6, 8.215384615384615)","(5.5, 11.0, 8.4)","(21.0, 70.0, 40.0)","(6.5, 10.5, 8.444444444444445)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 8.7)","(5.0, 11.0, 10.3125)","(2.9, 3.65, 3.55125)"
14-12-2022 18:47:22.127281,"(5.5, 9.6, 8.215384615384615)","(5.5, 11.0, 8.4)","(21.0, 70.0, 40.0)","(6.5, 10.5, 8.444444444444445)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 8.7)","(5.0, 11.0, 10.3125)","(2.9, 3.65, 3.167222222222222)"
14-12-2022 18:47:23.221759,"(5.5, 9.6, 8.215384615384615)","(5.5, 11.0, 8.4)","(21.0, 70.0, 40.0)","(6.5, 10.5, 8.444444444444445)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 8.7)","(5.0, 11.0, 10.3125)","(2.9, 3.65, 3.167222222222222)"
14-12-2022 18:47:24.357695,"(5.5, 9.6, 8.215384615384615)","(5.5, 11.0, 8.4)","(21.0, 70.0, 40.0)","(6.5, 10.5, 8.444444444444445)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 8.7)","(5.0, 11.0, 10.3125)","(2.9, 3.65, 3.167222222222222)"
14-12-2022 18:47:25.437165,"(5.5, 9.6, 8.215384615384615)","(5.5, 11.0, 8.4)","(21.0, 70.0, 40.0)","(6.5, 10.5, 8.444444444444445)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 8.7)","(5.0, 11.0, 8.3)","(2.9, 3.65, 3.167222222222222)"
14-12-2022 18:47:26.657020,"(5.5, 9.6, 8.215384615384615)","(5.5, 11.0, 8.4)","(21.0, 70.0, 40.0)","(6.5, 10.5, 8.444444444444445)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 8.7)","(5.0, 11.0, 8.3)","(2.9, 3.65, 3.167222222222222)"
14-12-2022 18:47:27.795807,"(5.5, 9.6, 8.215384615384615)","(5.5, 11.0, 8.4)","(21.0, 70.0, 40.0)","(6.5, 10.5, 8.444444444444445)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 8.7)","(5.0, 11.0, 8.3)","(2.9, 3.65, 3.167222222222222)"
14-12-2022 18:47:28.879268,"(5.5, 9.6, 8.215384615384615)","(5.5, 11.0, 8.4)","(21.0, 70.0, 40.0)","(6.5, 10.5, 8.444444444444445)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 8.7)","(5.0, 11.0, 8.3)","(2.9, 3.65, 3.167222222222222)"
14-12-2022 18:47:29.920565,"(5.5, 9.6, 8.215384615384615)","(5.5, 11.0, 8.4)","(21.0, 70.0, 40.0)","(6.5, 10.5, 8.444444444444445)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 8.7)","(5.0, 11.0, 8.3)","(2.9, 3.65, 3.167222222222222)"
14-12-2022 18:47:31.090018,"(5.5, 9.6, 8.215384615384615)","(5.5, 11.0, 8.4)","(21.0, 70.0, 40.0)","(6.5, 10.5, 8.444444444444445)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 8.7)","(5.0, 11.0, 8.3)","(2.9, 3.65, 3.167222222222222)"
14-12-2022 18:47:32.175580,"(5.5, 9.6, 8.215384615384615)","(5.5, 11.0, 8.4)","(21.0, 70.0, 40.0)","(6.5, 10.5, 8.444444444444445)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 11.511111111111111)","(5.0, 11.0, 10.6625)","(2.9, 3.65, 3.1446875)"
14-12-2022 18:47:33.305772,"(5.5, 9.6, 8.054545454545455)","(5.5, 11.0, 8.45)","(21.0, 70.0, 41.2)","(6.5, 10.5, 9.178571428571429)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.425)","(5.0, 11.0, 10.116666666666667)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:34.504533,"(5.5, 9.6, 7.933333333333333)","(5.5, 11.0, 9.542857142857143)","(21.0, 70.0, 41.2)","(6.5, 10.5, 9.178571428571429)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.425)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:35.748133,"(5.5, 9.6, 7.85)","(5.5, 11.0, 9.333333333333334)","(21.0, 70.0, 41.2)","(6.5, 10.5, 9.178571428571429)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.425)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:36.963563,"(5.5, 9.6, 8.1)","(5.5, 11.0, 9.333333333333334)","(21.0, 70.0, 41.2)","(6.5, 10.5, 9.178571428571429)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.425)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:38.182029,"(5.5, 9.6, 8.1)","(5.5, 11.0, 9.333333333333334)","(21.0, 70.0, 41.2)","(6.5, 10.5, 9.178571428571429)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.425)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:39.424533,"(5.5, 9.6, 8.1)","(5.5, 11.0, 9.333333333333334)","(21.0, 70.0, 41.2)","(6.5, 10.5, 9.178571428571429)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 11.1)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:40.674727,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 70.0, 41.2)","(6.5, 10.5, 9.40625)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.575)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:41.833178,"(5.5, 9.8, 8.8)","(5.5, 11.0, 9.333333333333334)","(21.0, 70.0, 41.2)","(6.5, 10.5, 9.40625)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 11.123076923076923)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:42.846703,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 70.0, 41.2)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.65)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:44.000734,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 54.57142857142857)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.65)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:45.185215,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.65)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:46.298378,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.65)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:47.436516,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.65)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:48.710867,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.65)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:49.764376,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 11.271428571428572)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:50.815120,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.08)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:51.979451,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.08)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.162333333333333)"
14-12-2022 18:47:53.105965,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.08)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.3034999999999997)"
14-12-2022 18:47:54.272674,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.08)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.3034999999999997)"
14-12-2022 18:47:55.469305,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.08)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.3034999999999997)"
14-12-2022 18:47:56.681142,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.08)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.3034999999999997)"
14-12-2022 18:47:57.769172,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.08)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.3034999999999997)"
14-12-2022 18:47:58.815305,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.08)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.3034999999999997)"
14-12-2022 18:47:59.887209,"(5.5, 9.8, 9.266666666666667)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.08)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.3034999999999997)"
14-12-2022 18:48:01.021141,"(5.5, 9.8, 9.100000000000001)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 8.666666666666666)","(15.0, 36.0, 33.77777777777778)","(6.5, 12.0, 10.08)","(5.0, 11.0, 10.411111111111111)","(2.9, 3.65, 3.3034999999999997)"
14-12-2022 18:48:02.115283,"(5.5, 9.8, 9.3)","(5.5, 11.0, 9.333333333333334)","(21.0, 60.0, 41.5)","(6.5, 10.5, 9.44)","(15.0, 36.0, 34.57142857142857)","(6.5, 12.0, 10.6)","(5.0, 11.0, 8.4)","(2.9, 3.65, 3.5485714285714285)"
14-12-2022 18:48:03.269376,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 60.0, 31.53333333333333)","(6.5, 10.0, 9.44)","(15.0, 36.0, 34.82352941176471)","(6.5, 11.5, 10.6)","(5.0, 11.0, 9.733333333333334)","(2.9, 3.6, 3.5485714285714285)"
14-12-2022 18:48:04.444099,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 31.53333333333333)","(6.5, 10.0, 9.44)","(15.0, 36.0, 34.82352941176471)","(6.5, 11.5, 10.6)","(5.0, 10.5, 9.733333333333334)","(2.9, 3.6, 3.5485714285714285)"
14-12-2022 18:48:05.540097,"(5.5, 9.8, 8.675)","(5.5, 11.0, 8.857142857142858)","(21.0, 55.0, 31.53333333333333)","(6.5, 10.0, 9.44)","(15.0, 36.0, 32.94117647058823)","(6.5, 11.5, 10.6)","(5.0, 10.5, 9.733333333333334)","(2.9, 3.6, 3.5485714285714285)"
14-12-2022 18:48:06.682414,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 31.53333333333333)","(6.5, 10.0, 9.44)","(15.0, 34.0, 32.94117647058823)","(6.5, 11.5, 10.6)","(5.0, 10.5, 9.733333333333334)","(2.9, 3.6, 3.5485714285714285)"
14-12-2022 18:48:07.742704,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 31.53333333333333)","(6.5, 10.0, 9.44)","(15.0, 34.0, 32.94117647058823)","(6.5, 11.5, 10.6)","(5.0, 10.5, 9.733333333333334)","(2.9, 3.6, 3.5300000000000002)"
14-12-2022 18:48:08.875557,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 31.53333333333333)","(6.5, 10.0, 9.74)","(15.0, 34.0, 32.94117647058823)","(6.5, 11.5, 10.6)","(5.0, 10.5, 9.733333333333334)","(2.9, 3.6, 3.5300000000000002)"
14-12-2022 18:48:09.956460,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 10.0, 9.2)","(15.0, 34.0, 32.94117647058823)","(6.5, 11.5, 10.6)","(5.0, 10.5, 9.733333333333334)","(2.9, 3.6, 3.5300000000000002)"
14-12-2022 18:48:11.022500,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 10.0, 9.2)","(15.0, 34.0, 32.94117647058823)","(6.5, 11.5, 10.6)","(5.0, 10.5, 8.966666666666667)","(2.9, 3.6, 3.46)"
14-12-2022 18:48:12.115013,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 10.0, 9.2)","(15.0, 34.0, 32.94117647058823)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.5363636363636366)"
14-12-2022 18:48:13.231877,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 10.0, 9.4)","(15.0, 34.0, 32.875)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.532)"
14-12-2022 18:48:14.399986,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.6, 9.755555555555556)","(15.0, 34.0, 32.94117647058823)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.532)"
14-12-2022 18:48:15.547239,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 10.0, 9.333333333333334)","(15.0, 34.0, 32.94117647058823)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.532)"
14-12-2022 18:48:16.667065,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 10.0, 9.333333333333334)","(15.0, 34.0, 36.705882352941174)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.464)"
14-12-2022 18:48:17.898119,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 10.0, 9.333333333333334)","(15.0, 38.0, 40.470588235294116)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.5340000000000003)"
14-12-2022 18:48:19.120411,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 10.0, 9.775)","(15.0, 42.0, 42.35294117647059)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.5340000000000003)"
14-12-2022 18:48:20.261549,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 10.0, 9.775)","(15.0, 44.0, 42.35294117647059)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.5340000000000003)"
14-12-2022 18:48:21.356764,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 10.0, 9.169230769230769)","(15.0, 44.0, 42.35294117647059)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.468)"
14-12-2022 18:48:22.435118,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 10.0, 8.533333333333333)","(15.0, 44.0, 42.35294117647059)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.468)"
14-12-2022 18:48:23.535360,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 10.0, 8.533333333333333)","(15.0, 44.0, 42.35294117647059)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.5542857142857143)"
14-12-2022 18:48:24.616036,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.5)","(15.0, 44.0, 42.35294117647059)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.5542857142857143)"
14-12-2022 18:48:25.758397,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.5)","(15.0, 44.0, 42.35294117647059)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.5542857142857143)"
14-12-2022 18:48:27.054768,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.5)","(15.0, 44.0, 40.5625)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.528888888888889)"
14-12-2022 18:48:28.204912,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.4)","(15.0, 44.0, 37.5)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.528888888888889)"
14-12-2022 18:48:29.371885,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.4)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.5380000000000003)"
14-12-2022 18:48:30.553348,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.4)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.5380000000000003)"
14-12-2022 18:48:31.725515,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.280000000000001)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.5, 10.6)","(5.0, 10.5, 10.125)","(2.9, 3.6, 3.555714285714286)"
14-12-2022 18:48:32.842616,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.280000000000001)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.5, 10.6)","(5.0, 10.5, 9.133333333333333)","(2.9, 3.6, 3.531111111111111)"
14-12-2022 18:48:34.012601,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.066666666666666)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.5, 10.6)","(5.0, 10.5, 9.133333333333333)","(2.9, 3.6, 3.54)"
14-12-2022 18:48:35.235683,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.066666666666666)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.5, 10.6)","(5.0, 10.5, 9.133333333333333)","(2.9, 3.6, 3.54)"
14-12-2022 18:48:36.487136,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.066666666666666)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.5, 10.6)","(5.0, 10.5, 9.133333333333333)","(2.9, 3.6, 3.54)"
14-12-2022 18:48:37.672988,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.066666666666666)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.5, 10.6)","(5.0, 10.5, 9.133333333333333)","(2.9, 3.6, 3.48)"
14-12-2022 18:48:38.924666,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.615384615384617)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.5, 10.6)","(5.0, 10.5, 9.64)","(2.9, 3.6, 3.545)"
14-12-2022 18:48:40.198419,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.615384615384617)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.5, 10.6)","(5.0, 10.5, 9.64)","(2.9, 3.6, 3.545)"
14-12-2022 18:48:41.472250,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.615384615384617)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.5, 10.4875)","(5.0, 10.5, 9.64)","(2.9, 3.6, 3.545)"
14-12-2022 18:48:42.592987,"(5.5, 9.8, 8.675)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.11111111111111)","(6.5, 9.8, 9.615384615384617)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.5, 10.82857142857143)","(5.0, 10.5, 9.64)","(2.9, 3.6, 3.49)"
14-12-2022 18:48:43.745582,"(5.5, 11.0, 8.9)","(5.5, 11.0, 10.0)","(21.0, 55.0, 30.88888888888889)","(6.5, 9.8, 9.433333333333334)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.0, 10.82857142857143)","(5.0, 10.5, 9.64)","(2.9, 3.6, 3.415)"
14-12-2022 18:48:44.841917,"(5.5, 11.0, 8.0)","(5.5, 11.0, 10.0)","(21.0, 55.0, 32.1578947368421)","(6.5, 9.8, 9.433333333333334)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.0, 10.82857142857143)","(5.0, 10.5, 9.64)","(2.9, 3.45, 3.2)"
14-12-2022 18:48:46.011312,"(5.5, 11.0, 8.0)","(5.5, 11.0, 10.0)","(21.0, 55.0, 32.1578947368421)","(6.5, 9.8, 9.433333333333334)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.0, 10.82857142857143)","(5.0, 10.5, 9.64)","(2.9, 3.4, 3.2)"
14-12-2022 18:48:47.145906,"(5.5, 11.0, 8.0)","(5.5, 11.0, 10.0)","(21.0, 55.0, 32.1578947368421)","(6.5, 9.8, 9.433333333333334)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.0, 10.82857142857143)","(5.0, 10.5, 9.64)","(2.9, 3.4, 3.1142857142857143)"
14-12-2022 18:48:48.296823,"(5.5, 11.0, 8.0)","(5.5, 11.0, 10.0)","(21.0, 55.0, 32.1578947368421)","(6.5, 9.8, 9.5)","(16.0, 44.0, 41.400000000000006)","(6.5, 11.0, 10.82857142857143)","(5.0, 10.5, 9.64)","(2.9, 3.4, 3.2640000000000002)"
14-12-2022 18:48:49.589595,"(5.5, 11.5, 10.716666666666667)","(5.5, 11.0, 10.0)","(21.0, 55.0, 32.1578947368421)","(6.5, 9.8, 9.433333333333334)","(16.0, 42.0, 39.599999999999994)","(6.5, 11.0, 10.82857142857143)","(5.0, 10.5, 9.64)","(2.9, 3.35, 3.2816666666666667)"
14-12-2022 18:48:50.680130,"(5.5, 11.5, 10.716666666666667)","(5.5, 11.0, 10.0)","(21.0, 55.0, 32.1578947368421)","(6.5, 9.8, 9.433333333333334)","(16.0, 42.0, 39.599999999999994)","(6.5, 11.0, 10.82857142857143)","(5.0, 10.5, 9.64)","(2.9, 3.35, 3.2816666666666667)"
