,Paddy Hayze,Capacitor,Striking Stare,Be The Best,Atomic Len,Vibranium,Nomad Road
06-01-2023 12:56:31.594516,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:32.650031,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:33.749306,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:34.775065,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:35.865408,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:36.992802,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:38.029283,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:39.017850,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:40.009520,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:40.934080,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:41.943416,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:42.987445,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:43.986013,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:45.091742,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:46.175618,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:47.212369,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:48.259436,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 33.69230769230769)"
06-01-2023 12:56:49.245058,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 33.69230769230769)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:56:50.281641,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:56:51.330306,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:56:52.324852,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:56:53.455090,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:56:54.571250,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:56:55.607240,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:56:56.695009,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2411111111111115)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:56:57.815421,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.274)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:56:58.768531,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.274)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:56:59.830908,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.274)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:57:00.838331,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.274)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:57:01.879044,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.274)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:57:03.005997,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 2.94, 2.2444444444444445)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:57:04.127321,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2444444444444445)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:57:05.205944,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2444444444444445)","(81.0, 610.0, 340.0)","(15.0, 46.0, 40.48275862068965)"
06-01-2023 12:57:06.281631,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 40.285714285714285)","(18.0, 60.0, 40.22727272727273)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.207727272727273)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:07.228057,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.05, 2.207727272727273)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:08.267549,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.05, 2.207727272727273)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:09.326018,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.05, 2.2130769230769234)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:10.374229,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.05, 2.2130769230769234)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:11.526416,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.05, 2.2130769230769234)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:12.619723,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.05, 2.2130769230769234)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:13.747485,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.05, 2.2130769230769234)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:14.805877,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.05, 2.2130769230769234)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:15.751348,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.05, 2.2130769230769234)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:16.764091,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.05, 2.2145161290322584)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:17.842294,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.1, 2.2145161290322584)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:18.894287,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.1, 2.2145161290322584)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:19.995654,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.1, 2.2145161290322584)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:21.139518,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.1, 2.2145161290322584)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:22.197491,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.1, 2.2145161290322584)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:23.307137,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.1, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:24.494002,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:25.638903,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:26.766833,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:27.977559,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:29.114469,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:30.174390,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:31.240813,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:32.209573,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:33.243159,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:34.300579,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:35.339344,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:36.474602,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:37.645028,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:38.703766,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:39.760166,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:40.813778,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:41.746500,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:42.837443,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:44.093067,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:45.421029,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:46.692824,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:47.899817,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:49.129415,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:50.282936,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:51.366055,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:52.466063,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:53.601164,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:54.737557,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:55.903213,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.2800000000000002)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:57.080907,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.242105263157895)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:58.150205,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.242105263157895)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:57:59.255504,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.242105263157895)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:58:00.375935,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.242105263157895)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:58:01.417978,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.242105263157895)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:58:02.526031,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.242105263157895)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:58:03.624510,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.242105263157895)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:58:04.659551,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.242105263157895)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:58:05.744487,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.242105263157895)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:58:06.807994,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.242105263157895)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
06-01-2023 12:58:07.920900,"(2.35, 3.95, 2.4224324324324322)","(15.0, 46.0, 23.090909090909093)","(18.0, 60.0, 28.727272727272727)","(4.6, 8.8, 4.807142857142857)","(2.2, 3.0, 2.242105263157895)","(81.0, 610.0, 340.0)","(15.0, 46.0, 26.3125)"
