,Dasha Tullamore,Burnt Brother,Phantom Jasper,Stormy Paradise,Sunset Charlie,Kingsbrae Archie,Liar For Hire,Dixie Kath
15-12-2022 13:05:07.241328,"(81.0, 580.0, 496.66666666666663)","(21.0, 120.0, 79.11111111111111)","(2.7, 3.85, 3.1054545454545455)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.4375)","(2.5, 4.0, 3.8227272727272728)"
15-12-2022 13:05:08.501461,"(81.0, 580.0, 330.0)","(21.0, 120.0, 79.11111111111111)","(2.7, 3.85, 3.1054545454545455)","(4.0, 5.7, 5.1375)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.4375)","(2.5, 4.0, 3.8227272727272728)"
15-12-2022 13:05:09.649246,"(81.0, 580.0, 330.0)","(21.0, 120.0, 79.11111111111111)","(2.7, 3.85, 3.1054545454545455)","(4.0, 5.7, 4.881818181818182)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.4375)","(2.5, 4.0, 3.675)"
15-12-2022 13:05:10.822000,"(81.0, 580.0, 330.0)","(21.0, 120.0, 79.11111111111111)","(2.7, 3.85, 3.1054545454545455)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.4375)","(2.5, 4.0, 3.675)"
15-12-2022 13:05:11.832986,"(81.0, 580.0, 330.0)","(21.0, 120.0, 79.11111111111111)","(2.7, 3.85, 3.1054545454545455)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.4375)","(2.5, 4.0, 3.8363636363636364)"
15-12-2022 13:05:12.889398,"(81.0, 580.0, 330.0)","(21.0, 120.0, 79.11111111111111)","(2.7, 3.85, 3.1054545454545455)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.4375)","(2.5, 4.0, 3.8363636363636364)"
15-12-2022 13:05:14.018981,"(81.0, 580.0, 330.0)","(21.0, 120.0, 63.38461538461539)","(2.7, 3.85, 3.1054545454545455)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.4375)","(2.5, 4.0, 3.8363636363636364)"
15-12-2022 13:05:15.017500,"(81.0, 580.0, 330.0)","(21.0, 120.0, 46.4)","(2.7, 3.85, 3.1054545454545455)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.4375)","(2.5, 4.0, 3.8363636363636364)"
15-12-2022 13:05:16.029480,"(81.0, 580.0, 539.5833333333333)","(21.0, 120.0, 46.4)","(2.7, 3.85, 3.1054545454545455)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.4375)","(2.5, 4.0, 3.7)"
15-12-2022 13:05:17.118642,"(81.0, 580.0, 539.5833333333333)","(21.0, 120.0, 46.4)","(2.7, 3.8, 3.096363636363636)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.4375)","(2.5, 4.0, 3.85)"
15-12-2022 13:05:18.188063,"(81.0, 580.0, 539.5833333333333)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.4375)","(2.5, 4.0, 3.85)"
15-12-2022 13:05:19.271751,"(81.0, 580.0, 539.5833333333333)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.4375)","(2.5, 4.0, 3.85)"
15-12-2022 13:05:20.313991,"(81.0, 580.0, 539.5833333333333)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.4375)","(2.5, 4.0, 3.725)"
15-12-2022 13:05:21.313366,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.4375)","(2.5, 4.0, 3.725)"
15-12-2022 13:05:22.379089,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 8.65)","(2.5, 4.0, 3.8636363636363638)"
15-12-2022 13:05:23.386237,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 8.65)","(2.5, 4.0, 3.8636363636363638)"
15-12-2022 13:05:24.380091,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 8.65)","(2.5, 4.0, 3.8636363636363638)"
15-12-2022 13:05:25.438699,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 8.65)","(2.5, 4.0, 3.75)"
15-12-2022 13:05:26.459045,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 8.65)","(2.5, 4.0, 3.75)"
15-12-2022 13:05:27.487357,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 8.65)","(2.5, 4.0, 3.75)"
15-12-2022 13:05:28.712590,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 8.65)","(2.5, 4.0, 3.8649999999999998)"
15-12-2022 13:05:29.876106,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 8.65)","(2.5, 4.0, 3.8649999999999998)"
15-12-2022 13:05:31.036754,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 8.65)","(2.5, 4.0, 3.783333333333333)"
15-12-2022 13:05:32.373841,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.663157894736841)","(2.5, 3.95, 3.75)"
15-12-2022 13:05:33.563409,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.663157894736841)","(2.5, 3.95, 3.75)"
15-12-2022 13:05:34.712163,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.663157894736841)","(2.5, 3.95, 3.5333333333333337)"
15-12-2022 13:05:35.840254,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.663157894736841)","(2.5, 3.95, 3.5333333333333337)"
15-12-2022 13:05:36.935689,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.663157894736841)","(2.5, 3.95, 3.680769230769231)"
15-12-2022 13:05:38.001950,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 38.16666666666667)","(6.5, 12.5, 9.663157894736841)","(2.5, 3.95, 3.680769230769231)"
15-12-2022 13:05:39.033451,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 12.5, 8.533333333333333)","(2.5, 3.95, 3.680769230769231)"
15-12-2022 13:05:40.103795,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 12.5, 9.1)","(2.5, 3.95, 3.680769230769231)"
15-12-2022 13:05:41.177751,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 12.5, 9.1)","(2.5, 3.95, 3.5125)"
15-12-2022 13:05:42.268738,"(81.0, 580.0, 511.42857142857144)","(21.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 12.5, 9.1)","(2.5, 3.95, 3.5125)"
15-12-2022 13:05:43.387097,"(81.0, 580.0, 511.42857142857144)","(21.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 12.5, 10.27)","(2.5, 3.95, 3.7)"
15-12-2022 13:05:44.591092,"(81.0, 580.0, 511.42857142857144)","(21.0, 120.0, 46.4)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.5, 8.726315789473684)","(2.5, 3.95, 3.7)"
15-12-2022 13:05:45.753061,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.726315789473684)","(2.5, 3.95, 3.809090909090909)"
15-12-2022 13:05:46.956966,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 83.6)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.726315789473684)","(2.5, 4.0, 3.809090909090909)"
15-12-2022 13:05:48.100194,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 83.6)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.726315789473684)","(2.5, 4.0, 3.65)"
15-12-2022 13:05:49.212369,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 83.6)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.726315789473684)","(2.5, 4.0, 3.65)"
15-12-2022 13:05:50.172073,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 83.6)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.726315789473684)","(2.5, 4.0, 3.65)"
15-12-2022 13:05:51.188724,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 83.6)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.726315789473684)","(2.5, 4.0, 3.65)"
15-12-2022 13:05:52.320315,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 83.6)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.726315789473684)","(2.5, 4.0, 3.8227272727272728)"
15-12-2022 13:05:53.489483,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.726315789473684)","(2.5, 4.0, 3.8227272727272728)"
15-12-2022 13:05:54.614396,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.726315789473684)","(2.5, 4.0, 3.8227272727272728)"
15-12-2022 13:05:55.688942,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.726315789473684)","(2.5, 4.0, 3.8227272727272728)"
15-12-2022 13:05:56.767958,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.726315789473684)","(2.5, 4.0, 3.8227272727272728)"
15-12-2022 13:05:57.881843,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.726315789473684)","(2.5, 4.0, 3.8227272727272728)"
15-12-2022 13:05:58.907305,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 3.95, 3.7384615384615385)"
15-12-2022 13:06:00.044034,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 3.95, 3.7384615384615385)"
15-12-2022 13:06:01.063413,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 48.857142857142854)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 3.95, 3.60625)"
15-12-2022 13:06:02.165045,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 3.95, 3.7)"
15-12-2022 13:06:03.272553,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 3.95, 3.7)"
15-12-2022 13:06:04.417038,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 3.95, 3.7)"
15-12-2022 13:06:05.551756,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 3.95, 3.7)"
15-12-2022 13:06:06.658448,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 3.95, 3.60625)"
15-12-2022 13:06:07.833612,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 3.95, 3.60625)"
15-12-2022 13:06:08.990929,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 3.95, 3.7)"
15-12-2022 13:06:10.127014,"(81.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 3.95, 3.7)"
15-12-2022 13:06:11.275378,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 3.95, 3.85)"
15-12-2022 13:06:12.453532,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 4.0, 3.725)"
15-12-2022 13:06:13.565738,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 4.0, 3.725)"
15-12-2022 13:06:14.660308,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 4.0, 3.725)"
15-12-2022 13:06:15.716188,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 4.0, 3.725)"
15-12-2022 13:06:16.738575,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 4.0, 3.8636363636363638)"
15-12-2022 13:06:17.750303,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 4.0, 3.8636363636363638)"
15-12-2022 13:06:18.804541,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 9.272)","(2.5, 4.0, 3.8636363636363638)"
15-12-2022 13:06:19.903990,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.44)","(2.5, 4.0, 3.75)"
15-12-2022 13:06:21.021042,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.44)","(2.5, 4.0, 3.8649999999999998)"
15-12-2022 13:06:22.148377,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.44)","(2.5, 4.0, 3.75)"
15-12-2022 13:06:23.217164,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.44)","(2.5, 3.95, 3.75)"
15-12-2022 13:06:24.224657,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.44)","(2.5, 3.95, 3.66875)"
15-12-2022 13:06:25.237076,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.44)","(2.5, 3.95, 3.66875)"
15-12-2022 13:06:26.262901,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.44)","(2.5, 3.95, 3.66875)"
15-12-2022 13:06:27.276982,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.44)","(2.5, 3.95, 3.66875)"
15-12-2022 13:06:28.388268,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.44)","(2.5, 3.95, 3.783333333333333)"
15-12-2022 13:06:29.533297,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.44)","(2.5, 3.95, 3.75)"
15-12-2022 13:06:30.652005,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 40.625)","(6.5, 11.0, 8.44)","(2.5, 3.95, 3.75)"
15-12-2022 13:06:31.761621,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 45.31818181818181)","(6.5, 11.0, 8.44)","(2.5, 3.95, 3.783333333333333)"
15-12-2022 13:06:32.907711,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(15.0, 48.0, 43.85714285714286)","(6.5, 11.0, 8.44)","(2.5, 3.95, 3.66875)"
15-12-2022 13:06:33.998533,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(16.0, 48.0, 43.85714285714286)","(6.5, 11.0, 8.44)","(2.6, 3.95, 3.66875)"
15-12-2022 13:06:35.113240,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(16.0, 48.0, 43.85714285714286)","(6.5, 11.0, 8.44)","(2.6, 3.95, 3.66875)"
15-12-2022 13:06:36.233080,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(16.0, 48.0, 43.85714285714286)","(6.5, 11.0, 8.44)","(2.6, 3.95, 3.66875)"
15-12-2022 13:06:37.369185,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 43.77777777777778)","(16.0, 48.0, 43.85714285714286)","(6.5, 11.0, 8.44)","(2.6, 3.95, 3.7133333333333334)"
15-12-2022 13:06:38.428629,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(16.0, 48.0, 36.4)","(6.5, 11.0, 8.44)","(2.6, 3.9, 3.7133333333333334)"
15-12-2022 13:06:39.513574,"(101.0, 580.0, 511.42857142857144)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(16.0, 48.0, 36.4)","(6.5, 11.0, 8.44)","(2.6, 3.9, 3.7133333333333334)"
