,Quested Bale,Flying Redeemer,Fabs Wasabi,Break The Clouds,Miss Daisy Lee,Coppola Bale,Heavy Load,Lowick Bale
07-12-2022 18:46:49.327989,"(3.0, 5.9, 4.3)","(2.4, 3.5, 2.8156521739130436)","(9.0, 15.5, 10.175)","(17.0, 50.0, 29.375)","(12.0, 34.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.33333333333333)","(3.9, 6.2, 4.7)"
07-12-2022 18:46:51.132719,"(3.0, 6.0, 3.8583333333333334)","(2.4, 3.65, 2.986666666666667)","(9.0, 15.5, 10.175)","(17.0, 50.0, 37.11538461538461)","(12.0, 34.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.33333333333333)","(3.9, 6.2, 4.7)"
07-12-2022 18:46:53.111467,"(3.0, 5.9, 3.8583333333333334)","(2.4, 3.55, 2.986666666666667)","(9.0, 15.5, 10.175)","(17.0, 50.0, 29.375)","(12.0, 34.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.33333333333333)","(3.9, 6.2, 4.7)"
07-12-2022 18:46:54.965765,"(3.0, 5.9, 4.3)","(2.4, 3.55, 2.986666666666667)","(9.0, 15.5, 10.175)","(17.0, 50.0, 29.0625)","(12.0, 34.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.33333333333333)","(3.9, 6.2, 4.7)"
07-12-2022 18:46:56.821560,"(3.0, 6.0, 4.3)","(2.4, 3.55, 2.986666666666667)","(9.0, 15.5, 10.175)","(17.0, 50.0, 29.0625)","(12.0, 34.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.33333333333333)","(3.9, 6.2, 4.7)"
07-12-2022 18:46:58.628548,"(3.0, 6.0, 4.4)","(2.4, 3.55, 3.1692307692307695)","(9.0, 15.5, 10.175)","(17.0, 50.0, 29.375)","(12.0, 34.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.33333333333333)","(3.9, 6.2, 5.45)"
07-12-2022 18:47:00.226901,"(3.0, 5.9, 5.444444444444445)","(2.4, 3.5, 2.8156521739130436)","(9.0, 15.5, 10.175)","(17.0, 50.0, 29.375)","(12.0, 34.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.33333333333333)","(3.9, 6.2, 5.7615384615384615)"
07-12-2022 18:47:01.886695,"(3.0, 6.0, 5.0)","(2.4, 3.65, 2.986666666666667)","(9.0, 15.5, 10.175)","(17.0, 50.0, 29.375)","(12.0, 34.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.33333333333333)","(3.9, 6.2, 4.7)"
07-12-2022 18:47:03.416808,"(3.0, 6.0, 4.4)","(2.4, 3.55, 3.1692307692307695)","(9.0, 15.5, 10.175)","(17.0, 50.0, 29.375)","(12.0, 34.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.33333333333333)","(3.9, 6.2, 4.7)"
07-12-2022 18:47:05.066663,"(3.0, 5.9, 5.271428571428571)","(2.4, 3.5, 3.0442105263157897)","(9.0, 15.5, 10.175)","(17.0, 50.0, 29.375)","(12.0, 34.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.33333333333333)","(3.9, 6.2, 4.7)"
07-12-2022 18:47:06.571017,"(3.0, 6.0, 4.675000000000001)","(2.4, 3.6, 3.002105263157895)","(9.0, 15.5, 10.175)","(17.0, 50.0, 29.375)","(12.0, 34.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.33333333333333)","(3.9, 6.2, 4.7)"
07-12-2022 18:47:08.143951,"(3.0, 5.9, 4.675000000000001)","(2.4, 3.5, 3.002105263157895)","(9.0, 15.5, 10.175)","(17.0, 50.0, 29.375)","(12.0, 34.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.33333333333333)","(3.9, 6.2, 4.7)"
07-12-2022 18:47:09.609347,"(3.0, 5.9, 4.675000000000001)","(2.4, 3.5, 3.002105263157895)","(9.0, 15.5, 10.175)","(17.0, 50.0, 29.375)","(12.0, 34.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.33333333333333)","(3.9, 6.2, 4.7)"
07-12-2022 18:47:11.002668,"(3.0, 5.9, 5.271428571428571)","(2.4, 3.5, 3.002105263157895)","(9.0, 15.5, 10.175)","(17.0, 50.0, 29.375)","(12.0, 34.0, 24.8)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.33333333333333)","(3.9, 6.2, 4.7)"
07-12-2022 18:47:12.458455,"(3.0, 6.0, 5.271428571428571)","(2.4, 3.5, 3.002105263157895)","(9.0, 15.5, 10.175)","(17.0, 50.0, 29.375)","(12.0, 30.0, 24.8)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 37.66666666666667)","(3.9, 6.2, 4.65)"
07-12-2022 18:47:14.121158,"(3.0, 6.0, 4.566666666666666)","(2.4, 3.5, 3.138461538461539)","(9.0, 15.5, 12.8)","(17.0, 50.0, 29.375)","(12.0, 30.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 46.0, 33.0)","(3.9, 6.0, 4.65)"
07-12-2022 18:47:15.643985,"(3.0, 5.9, 4.566666666666666)","(2.4, 3.45, 3.138461538461539)","(9.0, 15.0, 12.8)","(17.0, 50.0, 29.375)","(12.0, 34.0, 27.2)","(31.0, 240.0, 91.76470588235294)","(21.0, 48.0, 33.0)","(3.9, 6.0, 5.325)"
07-12-2022 18:47:17.219285,"(3.0, 5.9, 5.463636363636364)","(2.4, 3.45, 3.0324324324324325)","(9.0, 15.0, 12.8)","(17.0, 50.0, 35.22727272727273)","(12.0, 34.0, 27.2)","(31.0, 240.0, 120.0)","(21.0, 48.0, 32.44444444444444)","(3.9, 6.0, 5.4399999999999995)"
07-12-2022 18:47:18.803886,"(3.0, 5.9, 5.472727272727273)","(2.4, 3.4, 2.944827586206897)","(9.0, 15.0, 12.8)","(17.0, 50.0, 35.22727272727273)","(12.0, 34.0, 27.2)","(31.0, 240.0, 120.0)","(21.0, 48.0, 37.16666666666667)","(3.9, 6.0, 5.733333333333333)"
07-12-2022 18:47:20.317742,"(3.0, 5.9, 5.472727272727273)","(2.4, 3.4, 2.944827586206897)","(9.0, 15.0, 12.8)","(17.0, 50.0, 35.22727272727273)","(12.0, 34.0, 27.2)","(31.0, 240.0, 120.0)","(21.0, 46.0, 37.16666666666667)","(3.9, 6.0, 5.8)"
07-12-2022 18:47:21.778081,"(3.0, 5.9, 5.472727272727273)","(2.4, 3.4, 3.045)","(9.0, 15.0, 12.8)","(18.0, 50.0, 35.22727272727273)","(12.0, 34.0, 27.2)","(31.0, 240.0, 120.0)","(16.0, 46.0, 37.16666666666667)","(3.9, 6.0, 5.8)"
07-12-2022 18:47:23.183267,"(3.0, 5.9, 5.472727272727273)","(2.4, 3.35, 3.045)","(9.0, 15.0, 12.8)","(18.0, 50.0, 35.22727272727273)","(12.0, 34.0, 27.2)","(31.0, 240.0, 120.0)","(16.0, 46.0, 37.16666666666667)","(3.9, 6.0, 5.8)"
07-12-2022 18:47:24.623959,"(3.0, 5.9, 5.472727272727273)","(2.4, 3.35, 3.045)","(9.0, 15.0, 9.076190476190476)","(18.0, 50.0, 35.22727272727273)","(12.0, 34.0, 28.5)","(31.0, 240.0, 120.0)","(16.0, 46.0, 37.16666666666667)","(3.9, 6.0, 5.8)"
07-12-2022 18:47:26.066468,"(3.0, 5.9, 5.44)","(2.4, 3.35, 3.045)","(9.0, 15.5, 9.076190476190476)","(18.0, 50.0, 35.22727272727273)","(12.0, 34.0, 28.5)","(31.0, 240.0, 120.0)","(16.0, 46.0, 37.16666666666667)","(3.9, 6.0, 5.48)"
07-12-2022 18:47:27.339291,"(3.0, 5.9, 5.44)","(2.4, 3.35, 3.045)","(9.0, 15.5, 9.076190476190476)","(18.0, 50.0, 35.22727272727273)","(12.0, 34.0, 28.5)","(31.0, 240.0, 120.0)","(16.0, 46.0, 37.16666666666667)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:28.661482,"(3.0, 5.9, 5.44)","(2.4, 3.35, 3.045)","(9.0, 15.5, 9.076190476190476)","(18.0, 50.0, 35.22727272727273)","(12.0, 34.0, 28.5)","(31.0, 240.0, 120.0)","(16.0, 46.0, 37.16666666666667)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:29.962049,"(3.0, 5.9, 5.44)","(2.4, 3.35, 3.1623076923076923)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 35.22727272727273)","(12.0, 34.0, 23.0)","(31.0, 240.0, 120.0)","(16.0, 46.0, 37.16666666666667)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:31.305701,"(3.0, 5.9, 5.44)","(2.4, 3.35, 3.02)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 35.22727272727273)","(12.0, 34.0, 23.0)","(31.0, 240.0, 120.0)","(16.0, 46.0, 30.1)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:32.755513,"(3.0, 5.9, 5.44)","(2.4, 3.3, 3.02)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 35.22727272727273)","(12.0, 34.0, 23.0)","(31.0, 240.0, 120.0)","(16.0, 46.0, 30.1)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:34.219065,"(3.0, 5.9, 5.44)","(2.4, 3.3, 3.02)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 35.22727272727273)","(12.0, 34.0, 23.0)","(31.0, 240.0, 120.0)","(16.0, 46.0, 30.1)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:35.648638,"(3.0, 5.9, 5.44)","(2.4, 3.3, 3.02)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 35.22727272727273)","(12.0, 34.0, 20.25)","(31.0, 240.0, 120.0)","(16.0, 46.0, 30.1)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:37.064536,"(3.0, 5.9, 5.257142857142858)","(2.4, 3.3, 3.02)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 35.22727272727273)","(12.0, 34.0, 20.25)","(31.0, 240.0, 120.0)","(16.0, 46.0, 30.1)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:38.524247,"(3.0, 5.9, 5.525)","(2.4, 3.3, 3.02)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 35.22727272727273)","(12.0, 34.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(16.0, 46.0, 30.1)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:39.843181,"(3.0, 5.9, 5.525)","(2.4, 3.3, 3.02)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 35.22727272727273)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(16.0, 46.0, 31.7)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:41.173533,"(3.0, 5.9, 5.525)","(2.4, 3.3, 3.02)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 35.22727272727273)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(16.0, 50.0, 31.7)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:42.567719,"(3.0, 5.9, 5.525)","(2.4, 3.3, 3.02)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 36.458333333333336)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(16.0, 50.0, 31.7)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:43.901284,"(3.0, 5.9, 5.525)","(2.4, 3.3, 3.02)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 36.458333333333336)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(16.0, 50.0, 31.7)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:45.244854,"(3.0, 5.9, 5.525)","(2.4, 3.3, 3.02)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 36.458333333333336)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(16.0, 50.0, 31.7)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:46.646598,"(3.0, 5.9, 5.525)","(2.4, 3.3, 3.02)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 36.458333333333336)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(16.0, 50.0, 31.7)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:48.127105,"(3.0, 5.9, 5.525)","(2.4, 3.3, 3.1276923076923078)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 36.458333333333336)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(16.0, 50.0, 31.7)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:49.600094,"(3.0, 5.9, 5.525)","(2.4, 3.3, 3.02)","(9.0, 15.5, 9.23529411764706)","(18.0, 50.0, 36.458333333333336)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(16.0, 50.0, 31.7)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:51.042641,"(3.0, 5.9, 5.525)","(2.4, 3.3, 3.02)","(9.0, 15.5, 11.95)","(18.0, 50.0, 36.458333333333336)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(14.0, 50.0, 19.206611570247933)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:52.443922,"(3.0, 5.9, 5.525)","(2.4, 3.3, 3.02)","(9.0, 15.5, 11.95)","(18.0, 50.0, 39.375)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(14.0, 24.0, 19.206611570247933)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:53.803252,"(3.0, 5.9, 5.525)","(2.4, 3.3, 3.02)","(10.0, 15.5, 11.95)","(18.0, 55.0, 39.375)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(14.0, 24.0, 19.516129032258064)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:55.369965,"(3.0, 5.9, 5.460000000000001)","(2.4, 3.3, 3.02)","(10.0, 15.5, 11.95)","(18.0, 55.0, 39.375)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(14.0, 23.0, 19.516129032258064)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:56.781443,"(3.0, 5.9, 5.460000000000001)","(2.4, 3.3, 3.02)","(10.0, 15.5, 11.95)","(18.0, 55.0, 39.375)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(14.0, 23.0, 20.066666666666666)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:58.390832,"(3.0, 5.9, 5.460000000000001)","(2.4, 3.3, 3.02)","(10.0, 15.5, 11.95)","(18.0, 55.0, 39.375)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(14.0, 23.0, 20.066666666666666)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:47:59.960415,"(3.0, 5.9, 5.460000000000001)","(2.4, 3.3, 3.02)","(10.0, 15.5, 11.95)","(18.0, 55.0, 39.375)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 120.0)","(14.0, 23.0, 16.828358208955223)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:48:01.495260,"(3.0, 5.9, 5.460000000000001)","(2.4, 3.3, 3.02)","(10.0, 15.5, 11.95)","(18.0, 55.0, 39.375)","(12.0, 32.0, 19.916666666666668)","(31.0, 240.0, 75.19999999999999)","(14.0, 22.0, 16.9375)","(3.9, 6.0, 5.781818181818182)"
07-12-2022 18:48:02.989420,"(3.0, 5.9, 5.460000000000001)","(2.4, 3.3, 3.0460000000000003)","(10.0, 15.5, 10.766666666666667)","(18.0, 55.0, 43.0)","(12.0, 32.0, 23.75)","(31.0, 240.0, 203.86666666666667)","(14.0, 21.0, 19.5625)","(3.9, 6.0, 5.64)"
07-12-2022 18:48:04.813039,"(3.0, 5.9, 4.5)","(2.4, 3.25, 3.0460000000000003)","(10.0, 15.5, 10.766666666666667)","(18.0, 50.0, 44.36363636363637)","(12.0, 30.0, 23.25)","(31.0, 230.0, 203.86666666666667)","(14.0, 20.0, 19.5625)","(3.9, 6.0, 5.25)"
07-12-2022 18:48:06.283320,"(3.0, 5.9, 4.5)","(2.4, 3.25, 3.0460000000000003)","(10.0, 15.5, 10.766666666666667)","(18.0, 50.0, 44.36363636363637)","(12.0, 30.0, 23.25)","(31.0, 230.0, 203.86666666666667)","(14.0, 20.0, 19.5625)","(3.9, 6.0, 5.25)"
07-12-2022 18:48:07.882729,"(3.0, 5.9, 5.550000000000001)","(2.4, 3.25, 3.0460000000000003)","(10.0, 15.5, 10.766666666666667)","(18.0, 50.0, 64.9)","(12.0, 30.0, 23.25)","(31.0, 230.0, 203.86666666666667)","(14.0, 20.0, 16.80625)","(3.9, 6.0, 5.25)"
07-12-2022 18:48:09.466277,"(3.0, 5.9, 5.550000000000001)","(2.4, 3.25, 3.0460000000000003)","(10.0, 15.5, 12.433333333333334)","(18.0, 70.0, 59.9)","(12.0, 30.0, 26.625)","(31.0, 230.0, 203.86666666666667)","(14.0, 20.0, 16.788235294117648)","(3.9, 6.0, 5.25)"
07-12-2022 18:48:10.955116,"(3.0, 5.9, 5.300000000000001)","(2.4, 3.25, 3.0460000000000003)","(10.0, 15.5, 14.047368421052632)","(18.0, 70.0, 59.9)","(12.0, 30.0, 26.625)","(31.0, 230.0, 203.86666666666667)","(14.0, 20.0, 16.775280898876403)","(3.9, 6.0, 5.6)"
07-12-2022 18:48:12.347607,"(3.0, 5.9, 5.111538461538462)","(2.4, 3.25, 2.9753846153846153)","(10.0, 15.5, 12.161290322580644)","(18.0, 70.0, 48.35714285714286)","(12.0, 30.0, 27.75)","(31.0, 230.0, 203.86666666666667)","(14.0, 20.0, 16.788235294117648)","(3.9, 6.0, 6.29)"
07-12-2022 18:48:13.733181,"(3.0, 5.9, 4.913333333333333)","(2.4, 3.25, 3.0460000000000003)","(10.0, 15.5, 10.235714285714286)","(18.0, 70.0, 53.25)","(12.0, 30.0, 28.375)","(31.0, 230.0, 203.86666666666667)","(14.0, 20.0, 16.80625)","(3.9, 6.4, 6.2749999999999995)"
07-12-2022 18:48:15.225726,"(3.0, 5.8, 4.913333333333333)","(2.4, 3.25, 3.0460000000000003)","(10.0, 15.5, 13.45)","(18.0, 60.0, 53.25)","(12.0, 30.0, 27.916666666666668)","(31.0, 230.0, 203.86666666666667)","(14.0, 20.0, 16.672535211267604)","(3.9, 6.6, 6.2749999999999995)"
07-12-2022 18:48:16.731050,"(3.0, 5.8, 4.990625)","(2.4, 3.25, 3.0460000000000003)","(10.0, 15.0, 13.45)","(18.0, 60.0, 53.25)","(12.0, 30.0, 27.857142857142858)","(31.0, 230.0, 203.86666666666667)","(14.0, 20.0, 18.25)","(3.9, 6.6, 6.15)"
07-12-2022 18:48:18.192916,"(3.0, 5.8, 4.826315789473684)","(2.4, 3.25, 2.9753846153846153)","(10.0, 15.0, 13.45)","(18.0, 60.0, 53.25)","(12.0, 32.0, 27.916666666666668)","(31.0, 230.0, 203.86666666666667)","(14.0, 19.5, 16.75)","(3.9, 6.6, 6.05)"
07-12-2022 18:48:19.629428,"(3.0, 5.8, 4.826315789473684)","(2.4, 3.25, 2.9753846153846153)","(10.0, 15.0, 13.45)","(18.0, 60.0, 53.25)","(12.0, 30.0, 27.916666666666668)","(31.0, 230.0, 203.86666666666667)","(14.0, 19.5, 16.75)","(3.9, 6.6, 6.05)"
07-12-2022 18:48:21.130261,"(3.0, 5.8, 4.478571428571429)","(2.4, 3.25, 2.9753846153846153)","(10.0, 15.0, 13.45)","(18.0, 60.0, 53.25)","(12.0, 30.0, 27.916666666666668)","(31.0, 230.0, 203.86666666666667)","(14.0, 19.5, 16.765822784810126)","(3.9, 6.6, 6.0)"
07-12-2022 18:48:22.588555,"(3.0, 5.8, 4.711764705882353)","(2.4, 3.25, 2.9753846153846153)","(10.0, 15.0, 13.45)","(18.0, 60.0, 53.25)","(12.0, 30.0, 23.541666666666664)","(31.0, 230.0, 203.86666666666667)","(14.0, 19.5, 16.765822784810126)","(3.9, 6.6, 6.15)"
07-12-2022 18:48:23.980536,"(3.0, 5.8, 4.8)","(2.4, 3.25, 2.9753846153846153)","(10.0, 15.0, 13.45)","(18.0, 60.0, 53.25)","(12.0, 32.0, 22.03125)","(31.0, 230.0, 203.86666666666667)","(14.0, 19.5, 16.6158940397351)","(3.9, 6.6, 6.15)"
07-12-2022 18:48:25.347683,"(3.0, 5.8, 4.8)","(2.4, 3.25, 2.9753846153846153)","(10.0, 15.0, 13.45)","(18.0, 60.0, 53.25)","(12.0, 32.0, 22.03125)","(31.0, 230.0, 153.2)","(14.0, 19.0, 15.443661971830986)","(3.9, 6.6, 5.4222222222222225)"
07-12-2022 18:48:26.843282,"(3.0, 5.8, 4.733333333333333)","(2.4, 3.25, 3.0460000000000003)","(10.0, 15.0, 13.45)","(18.0, 60.0, 53.25)","(12.0, 32.0, 26.5625)","(31.0, 230.0, 153.2)","(14.0, 18.5, 15.443661971830986)","(3.9, 6.4, 5.9)"
07-12-2022 18:48:28.271680,"(3.0, 5.8, 4.733333333333333)","(2.4, 3.25, 2.9753846153846153)","(10.0, 15.0, 14.2)","(18.0, 60.0, 53.25)","(12.0, 32.0, 22.708333333333336)","(31.0, 230.0, 153.2)","(12.0, 18.5, 15.443661971830986)","(3.9, 6.2, 5.969230769230769)"
07-12-2022 18:48:29.650760,"(3.0, 5.8, 4.733333333333333)","(2.4, 3.25, 2.9753846153846153)","(10.0, 15.0, 14.2)","(18.0, 60.0, 53.25)","(12.0, 30.0, 21.666666666666668)","(31.0, 230.0, 153.2)","(12.0, 18.5, 15.443661971830986)","(3.9, 6.2, 5.969230769230769)"
07-12-2022 18:48:31.006966,"(3.0, 5.8, 4.733333333333333)","(2.4, 3.25, 2.9753846153846153)","(10.0, 15.0, 14.2)","(18.0, 60.0, 44.857142857142854)","(12.0, 30.0, 22.708333333333336)","(31.0, 230.0, 153.2)","(12.0, 18.5, 16.928571428571427)","(3.9, 6.2, 5.84)"
07-12-2022 18:48:32.455222,"(3.0, 5.8, 4.6)","(2.4, 3.25, 3.0460000000000003)","(10.0, 15.0, 14.2)","(18.0, 55.0, 44.916666666666664)","(12.0, 30.0, 22.708333333333336)","(31.0, 230.0, 153.2)","(12.0, 18.0, 16.42105263157895)","(3.9, 6.2, 5.923076923076923)"
07-12-2022 18:48:33.834629,"(3.0, 5.8, 4.733333333333333)","(2.4, 3.25, 2.9753846153846153)","(10.0, 15.0, 14.2)","(18.0, 50.0, 44.916666666666664)","(12.0, 30.0, 21.666666666666668)","(31.0, 230.0, 153.2)","(12.0, 18.0, 15.870967741935484)","(3.9, 6.2, 5.923076923076923)"
07-12-2022 18:48:35.257655,"(3.0, 5.8, 4.733333333333333)","(2.4, 3.25, 2.9753846153846153)","(10.0, 15.0, 14.2)","(18.0, 50.0, 44.916666666666664)","(12.0, 30.0, 21.666666666666668)","(31.0, 230.0, 153.2)","(12.0, 18.0, 16.03846153846154)","(3.9, 6.2, 5.923076923076923)"
07-12-2022 18:48:36.692922,"(3.0, 5.8, 4.733333333333333)","(2.4, 3.25, 3.0460000000000003)","(10.0, 15.0, 14.2)","(18.0, 50.0, 44.916666666666664)","(12.0, 30.0, 27.916666666666668)","(31.0, 230.0, 153.2)","(12.0, 18.0, 16.03846153846154)","(3.9, 6.2, 5.927272727272728)"
07-12-2022 18:48:38.209124,"(3.0, 5.8, 4.4363636363636365)","(2.4, 3.25, 2.82125)","(10.0, 15.0, 11.9)","(18.0, 50.0, 44.916666666666664)","(12.0, 30.0, 27.916666666666668)","(31.0, 230.0, 153.2)","(12.0, 18.0, 15.96)","(3.9, 6.0, 5.75)"
07-12-2022 18:48:39.666355,"(3.0, 5.8, 4.4363636363636365)","(2.4, 3.25, 2.9641666666666664)","(10.0, 15.0, 11.9)","(18.0, 50.0, 44.916666666666664)","(12.0, 30.0, 27.916666666666668)","(31.0, 230.0, 153.2)","(12.0, 18.0, 16.666666666666668)","(3.9, 6.0, 5.709090909090909)"
07-12-2022 18:48:41.131191,"(3.0, 5.8, 4.4363636363636365)","(2.4, 3.25, 3.032222222222222)","(10.0, 15.0, 11.9)","(18.0, 50.0, 44.916666666666664)","(12.0, 30.0, 27.916666666666668)","(31.0, 230.0, 153.2)","(12.0, 17.5, 12.515625)","(3.9, 6.2, 5.7)"
07-12-2022 18:48:42.588183,"(3.0, 5.8, 4.4363636363636365)","(2.4, 3.25, 3.032222222222222)","(10.0, 15.0, 11.9)","(18.0, 50.0, 44.916666666666664)","(12.0, 30.0, 26.5625)","(31.0, 230.0, 153.2)","(12.0, 17.5, 15.25)","(3.9, 6.0, 5.65)"
07-12-2022 18:48:44.263692,"(3.0, 5.8, 4.957894736842105)","(2.4, 3.25, 2.9641666666666664)","(10.0, 15.0, 11.9)","(18.0, 50.0, 44.916666666666664)","(12.0, 32.0, 26.6)","(31.0, 230.0, 153.2)","(12.0, 16.0, 15.625)","(3.9, 6.0, 5.75)"
07-12-2022 18:48:45.823931,"(3.0, 5.8, 4.4363636363636365)","(2.4, 3.25, 2.9641666666666664)","(10.0, 15.0, 11.9)","(18.0, 50.0, 44.916666666666664)","(12.0, 32.0, 27.0)","(31.0, 230.0, 153.2)","(12.0, 16.0, 15.625)","(3.9, 6.0, 5.933333333333334)"
07-12-2022 18:48:47.263447,"(3.0, 5.8, 4.4363636363636365)","(2.4, 3.25, 3.032222222222222)","(10.0, 15.0, 11.9)","(18.0, 50.0, 44.916666666666664)","(12.0, 32.0, 26.857142857142858)","(31.0, 230.0, 153.2)","(12.0, 16.0, 15.625)","(3.9, 6.0, 5.872727272727273)"
07-12-2022 18:48:48.652557,"(3.0, 5.8, 4.4363636363636365)","(2.4, 3.25, 2.9641666666666664)","(10.0, 15.0, 12.866666666666667)","(18.0, 50.0, 46.66666666666667)","(12.0, 32.0, 26.857142857142858)","(31.0, 230.0, 195.09090909090907)","(12.0, 16.0, 15.625)","(3.9, 6.2, 5.969230769230769)"
07-12-2022 18:48:50.129063,"(3.0, 5.8, 4.4363636363636365)","(2.4, 3.25, 2.9641666666666664)","(10.0, 15.0, 14.2)","(18.0, 50.0, 46.66666666666667)","(12.0, 32.0, 28.11764705882353)","(31.0, 230.0, 195.09090909090907)","(12.0, 16.0, 15.625)","(3.9, 6.2, 5.969230769230769)"
07-12-2022 18:48:51.582241,"(3.0, 5.8, 4.4363636363636365)","(2.4, 3.25, 2.9641666666666664)","(10.0, 15.0, 14.2)","(18.0, 50.0, 46.66666666666667)","(12.0, 32.0, 26.0)","(31.0, 230.0, 154.8)","(12.0, 16.0, 15.625)","(3.9, 6.2, 5.720000000000001)"
07-12-2022 18:48:53.089028,"(3.0, 5.8, 4.8769230769230765)","(2.4, 3.25, 2.9641666666666664)","(10.0, 15.0, 12.866666666666667)","(18.0, 50.0, 46.66666666666667)","(12.0, 32.0, 25.142857142857142)","(31.0, 230.0, 154.8)","(12.0, 16.0, 15.625)","(3.9, 6.2, 5.9222222222222225)"
07-12-2022 18:48:54.837666,"(3.0, 5.8, 4.555555555555556)","(2.4, 3.25, 2.868888888888889)","(10.0, 15.0, 12.866666666666667)","(18.0, 50.0, 46.66666666666667)","(12.0, 32.0, 25.142857142857142)","(31.0, 230.0, 154.8)","(12.0, 16.0, 15.625)","(3.9, 6.0, 5.9)"
