,Frankee Merch,Internet Of Things,I See The Stars,Sugar Daddy,Better Boogie,One More Factor,Halos Dance,Sunman
08-01-2023 13:55:40.383092,"(11.0, 18.5, 14.75)","(26.0, 170.0, 68.66666666666666)","(4.4, 6.4, 6.2875000000000005)","(1.6, 2.08, 2.05)","(7.0, 9.4, 8.76)","(21.0, 48.0, 27.0)","(31.0, 220.0, 128.0)","(26.0, 180.0, 51.66666666666667)"
08-01-2023 13:55:41.480987,"(11.0, 18.5, 14.75)","(26.0, 170.0, 68.66666666666666)","(4.4, 6.4, 6.2875000000000005)","(1.6, 2.08, 2.05)","(7.0, 9.4, 8.76)","(21.0, 48.0, 27.0)","(31.0, 220.0, 128.0)","(26.0, 180.0, 51.66666666666667)"
08-01-2023 13:55:42.534833,"(11.0, 18.5, 14.75)","(26.0, 170.0, 68.66666666666666)","(4.4, 6.4, 6.2875000000000005)","(1.6, 2.08, 2.05)","(7.0, 9.4, 8.76)","(21.0, 48.0, 27.0)","(31.0, 220.0, 128.0)","(26.0, 180.0, 51.66666666666667)"
08-01-2023 13:55:43.616340,"(11.0, 18.5, 14.75)","(26.0, 170.0, 68.66666666666666)","(4.4, 6.4, 6.2875000000000005)","(1.6, 2.08, 2.05)","(7.0, 9.4, 8.76)","(21.0, 48.0, 27.0)","(31.0, 220.0, 128.0)","(26.0, 180.0, 51.66666666666667)"
08-01-2023 13:55:44.612394,"(11.0, 18.5, 14.75)","(26.0, 170.0, 68.66666666666666)","(4.4, 6.4, 6.2875000000000005)","(1.6, 2.06, 2.01)","(7.0, 9.4, 8.76)","(21.0, 48.0, 27.0)","(31.0, 220.0, 128.0)","(26.0, 180.0, 51.66666666666667)"
08-01-2023 13:55:45.629187,"(11.0, 18.5, 14.75)","(26.0, 170.0, 68.66666666666666)","(4.4, 6.4, 6.2875000000000005)","(1.6, 2.06, 2.01)","(7.0, 9.4, 8.76)","(21.0, 48.0, 27.0)","(31.0, 220.0, 128.0)","(26.0, 180.0, 51.66666666666667)"
08-01-2023 13:55:46.712231,"(11.0, 18.5, 16.357142857142858)","(26.0, 170.0, 68.66666666666666)","(4.4, 6.4, 6.2875000000000005)","(1.6, 2.06, 2.01)","(7.0, 9.4, 8.76)","(21.0, 48.0, 27.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 48.0)"
08-01-2023 13:55:47.753038,"(11.0, 18.5, 15.25)","(26.0, 180.0, 139.5)","(4.4, 6.2, 6.1125)","(1.6, 2.06, 2.0225)","(7.0, 9.4, 8.76)","(21.0, 48.0, 27.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 48.0)"
08-01-2023 13:55:48.800997,"(11.0, 18.5, 14.6)","(26.0, 180.0, 139.5)","(4.4, 6.2, 6.1125)","(1.6, 2.04, 1.975)","(7.0, 9.4, 8.76)","(21.0, 48.0, 27.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 48.0)"
08-01-2023 13:55:49.883350,"(11.0, 18.5, 14.6)","(26.0, 180.0, 139.5)","(4.4, 6.2, 6.1125)","(1.6, 2.04, 1.9185714285714286)","(7.0, 9.4, 8.933333333333334)","(21.0, 48.0, 27.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 48.0)"
08-01-2023 13:55:50.927076,"(11.0, 18.5, 14.6)","(26.0, 180.0, 139.625)","(4.4, 6.2, 6.1125)","(1.6, 1.93, 1.9657142857142857)","(7.0, 9.0, 8.933333333333334)","(21.0, 48.0, 27.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 48.0)"
08-01-2023 13:55:52.010757,"(11.0, 18.5, 14.6)","(26.0, 180.0, 139.625)","(4.4, 6.2, 6.1125)","(1.6, 2.04, 1.936)","(7.0, 9.0, 8.676923076923076)","(21.0, 48.0, 27.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 48.0)"
08-01-2023 13:55:53.185212,"(11.0, 18.5, 14.6)","(26.0, 180.0, 139.625)","(4.4, 6.2, 6.1125)","(1.6, 2.04, 2.027906976744186)","(7.0, 8.8, 8.46923076923077)","(21.0, 48.0, 27.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 48.0)"
08-01-2023 13:55:54.299452,"(11.0, 18.0, 15.0)","(26.0, 180.0, 139.625)","(4.4, 6.2, 6.1125)","(1.6, 2.04, 2.027906976744186)","(7.0, 9.0, 8.46923076923077)","(21.0, 48.0, 27.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 48.0)"
08-01-2023 13:55:55.415360,"(11.0, 18.0, 15.0)","(26.0, 180.0, 156.92857142857144)","(4.4, 6.2, 6.1125)","(1.6, 2.04, 2.027906976744186)","(7.0, 9.0, 7.810778443113772)","(21.0, 48.0, 27.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 48.0)"
08-01-2023 13:55:56.571785,"(11.0, 18.0, 15.0)","(26.0, 180.0, 156.92857142857144)","(4.4, 6.2, 6.1125)","(1.6, 2.04, 2.027906976744186)","(7.0, 8.0, 8.1375)","(21.0, 48.0, 27.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 48.0)"
08-01-2023 13:55:57.607473,"(11.0, 18.0, 15.0)","(26.0, 180.0, 156.92857142857144)","(4.4, 6.2, 6.1125)","(1.6, 2.04, 2.027906976744186)","(7.0, 9.0, 8.1375)","(21.0, 48.0, 27.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 74.66666666666667)"
08-01-2023 13:55:58.657125,"(11.0, 18.0, 15.0)","(26.0, 180.0, 156.92857142857144)","(4.4, 6.2, 6.1125)","(1.6, 2.04, 2.027906976744186)","(7.0, 9.0, 8.3)","(21.0, 48.0, 27.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 74.66666666666667)"
08-01-2023 13:55:59.780187,"(11.0, 18.0, 15.0)","(26.0, 180.0, 156.92857142857144)","(4.4, 6.2, 6.1125)","(1.6, 2.04, 2.027906976744186)","(7.0, 8.8, 8.05)","(21.0, 48.0, 27.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 74.66666666666667)"
08-01-2023 13:56:00.874823,"(11.0, 18.0, 15.0)","(26.0, 180.0, 156.92857142857144)","(4.4, 6.2, 6.1125)","(1.6, 2.04, 2.027906976744186)","(7.0, 8.8, 8.100000000000001)","(21.0, 48.0, 31.75)","(31.0, 220.0, 146.39999999999998)","(26.0, 180.0, 74.66666666666667)"
08-01-2023 13:56:01.993111,"(11.0, 18.0, 15.0)","(26.0, 180.0, 156.92857142857144)","(4.4, 6.2, 6.1125)","(1.6, 2.04, 1.928)","(7.0, 8.8, 8.100000000000001)","(21.0, 48.0, 26.666666666666664)","(31.0, 220.0, 128.0)","(26.0, 180.0, 74.66666666666667)"
08-01-2023 13:56:03.146717,"(11.0, 18.0, 15.0)","(26.0, 190.0, 151.8888888888889)","(4.4, 6.2, 6.1125)","(1.6, 2.02, 1.988888888888889)","(7.0, 8.8, 8.23529411764706)","(21.0, 48.0, 26.666666666666664)","(31.0, 220.0, 128.0)","(26.0, 180.0, 81.25)"
08-01-2023 13:56:04.441497,"(11.0, 18.0, 15.0)","(26.0, 190.0, 151.8888888888889)","(4.4, 6.2, 6.1125)","(1.6, 1.96, 1.942222222222222)","(7.0, 8.8, 8.23529411764706)","(21.0, 48.0, 26.666666666666664)","(31.0, 220.0, 128.0)","(26.0, 180.0, 81.25)"
08-01-2023 13:56:05.682370,"(11.0, 18.0, 15.0)","(26.0, 190.0, 151.8888888888889)","(4.4, 6.2, 6.1125)","(1.6, 1.96, 1.942222222222222)","(7.0, 8.8, 8.23529411764706)","(21.0, 48.0, 26.666666666666664)","(31.0, 220.0, 128.0)","(26.0, 180.0, 81.25)"
08-01-2023 13:56:06.828704,"(11.0, 18.0, 15.0)","(26.0, 190.0, 151.8888888888889)","(4.4, 6.2, 6.1125)","(1.6, 1.96, 1.942222222222222)","(7.0, 8.8, 8.23529411764706)","(21.0, 48.0, 26.666666666666664)","(31.0, 220.0, 128.0)","(26.0, 180.0, 79.375)"
08-01-2023 13:56:08.083938,"(11.0, 18.0, 14.333333333333334)","(26.0, 190.0, 155.7)","(4.4, 6.2, 5.9)","(1.6, 1.96, 1.9444444444444444)","(7.0, 8.8, 7.911111111111111)","(21.0, 48.0, 26.666666666666664)","(31.0, 220.0, 128.0)","(26.0, 180.0, 90.83333333333333)"
08-01-2023 13:56:09.333046,"(11.0, 18.0, 14.333333333333334)","(26.0, 190.0, 155.7)","(4.4, 6.2, 5.9)","(1.6, 1.96, 1.9444444444444444)","(7.0, 8.8, 7.911111111111111)","(21.0, 48.0, 26.666666666666664)","(31.0, 220.0, 128.0)","(26.0, 180.0, 90.83333333333333)"
08-01-2023 13:56:10.482208,"(11.0, 18.0, 14.333333333333334)","(26.0, 190.0, 155.7)","(4.4, 6.2, 5.9)","(1.6, 1.96, 1.9444444444444444)","(7.0, 8.8, 7.942857142857143)","(21.0, 48.0, 26.666666666666664)","(31.0, 220.0, 128.0)","(26.0, 180.0, 90.83333333333333)"
08-01-2023 13:56:11.573358,"(11.0, 18.0, 14.333333333333334)","(26.0, 190.0, 155.7)","(4.4, 6.2, 6.133333333333334)","(1.6, 1.96, 1.952222222222222)","(7.0, 8.8, 7.942857142857143)","(21.0, 48.0, 26.666666666666664)","(31.0, 220.0, 128.0)","(26.0, 180.0, 90.83333333333333)"
08-01-2023 13:56:12.645325,"(11.0, 18.0, 14.333333333333334)","(26.0, 190.0, 155.7)","(4.4, 6.4, 6.133333333333334)","(1.6, 1.96, 1.952222222222222)","(7.0, 8.8, 7.942857142857143)","(21.0, 48.0, 26.666666666666664)","(31.0, 220.0, 128.0)","(26.0, 180.0, 90.83333333333333)"
08-01-2023 13:56:13.734229,"(11.0, 18.0, 14.333333333333334)","(26.0, 190.0, 155.7)","(4.4, 6.4, 5.9)","(1.6, 1.96, 1.952222222222222)","(7.0, 8.8, 7.942857142857143)","(21.0, 48.0, 26.666666666666664)","(31.0, 220.0, 128.0)","(26.0, 180.0, 90.83333333333333)"
08-01-2023 13:56:14.858582,"(11.0, 18.0, 14.333333333333334)","(26.0, 180.0, 147.7)","(4.4, 6.2, 5.9)","(1.6, 1.96, 1.952222222222222)","(7.0, 8.8, 7.942857142857143)","(21.0, 48.0, 26.666666666666664)","(31.0, 220.0, 128.0)","(26.0, 180.0, 90.83333333333333)"
08-01-2023 13:56:15.993551,"(11.0, 18.0, 14.333333333333334)","(26.0, 180.0, 147.7)","(4.4, 6.2, 5.9)","(1.6, 1.96, 1.952222222222222)","(7.0, 8.8, 7.942857142857143)","(21.0, 48.0, 26.666666666666664)","(31.0, 220.0, 128.0)","(26.0, 180.0, 113.125)"
08-01-2023 13:56:17.184569,"(11.0, 18.0, 14.333333333333334)","(26.0, 180.0, 83.4)","(4.4, 6.2, 5.9)","(1.6, 1.96, 1.91)","(7.0, 8.8, 7.942857142857143)","(21.0, 48.0, 26.666666666666664)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 66.42857142857143)"
08-01-2023 13:56:18.284683,"(11.0, 18.0, 15.8)","(26.0, 180.0, 83.4)","(4.4, 6.2, 5.9)","(1.6, 1.95, 1.91)","(7.0, 8.8, 7.942857142857143)","(21.0, 48.0, 24.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 60.75)"
08-01-2023 13:56:19.350053,"(11.0, 18.0, 15.25)","(26.0, 180.0, 83.4)","(4.4, 6.4, 6.133333333333334)","(1.6, 1.95, 1.9055555555555554)","(7.0, 8.8, 7.942857142857143)","(21.0, 48.0, 24.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 60.75)"
08-01-2023 13:56:20.459974,"(11.0, 18.0, 15.25)","(26.0, 180.0, 83.4)","(4.4, 6.4, 6.342857142857143)","(1.6, 1.95, 1.9055555555555554)","(7.0, 8.8, 7.942857142857143)","(21.0, 48.0, 24.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 93.27272727272728)"
08-01-2023 13:56:21.602081,"(11.0, 18.0, 15.25)","(26.0, 180.0, 83.4)","(4.4, 6.4, 6.12)","(1.6, 1.95, 1.9055555555555554)","(7.0, 8.8, 7.942857142857143)","(21.0, 48.0, 24.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 100.5)"
08-01-2023 13:56:22.769396,"(11.0, 18.0, 15.25)","(26.0, 180.0, 111.0)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9055555555555554)","(7.0, 8.8, 7.838461538461538)","(21.0, 48.0, 24.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 100.5)"
08-01-2023 13:56:23.913579,"(11.0, 18.0, 15.25)","(26.0, 180.0, 111.0)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9055555555555554)","(7.0, 8.8, 7.838461538461538)","(21.0, 48.0, 24.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 100.5)"
08-01-2023 13:56:25.085880,"(11.0, 18.0, 15.25)","(26.0, 180.0, 111.0)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9055555555555554)","(7.0, 8.8, 7.838461538461538)","(21.0, 48.0, 36.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 100.5)"
08-01-2023 13:56:26.199218,"(11.0, 18.0, 15.25)","(26.0, 180.0, 111.0)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9055555555555554)","(7.0, 8.8, 7.841666666666667)","(21.0, 48.0, 36.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 100.5)"
08-01-2023 13:56:27.279931,"(11.0, 18.0, 15.25)","(26.0, 180.0, 111.0)","(4.4, 6.4, 6.342857142857143)","(1.6, 1.95, 1.9055555555555554)","(7.0, 8.8, 7.841666666666667)","(21.0, 48.0, 36.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 74.66666666666667)"
08-01-2023 13:56:28.382860,"(11.0, 18.0, 15.25)","(26.0, 180.0, 99.75)","(4.4, 6.4, 6.342857142857143)","(1.6, 1.95, 1.9055555555555554)","(7.0, 8.8, 7.841666666666667)","(21.0, 48.0, 36.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 74.66666666666667)"
08-01-2023 13:56:29.460580,"(11.0, 18.0, 15.25)","(26.0, 180.0, 99.75)","(4.4, 6.4, 6.342857142857143)","(1.6, 1.95, 1.9055555555555554)","(7.0, 8.8, 8.066666666666666)","(21.0, 48.0, 36.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 74.66666666666667)"
08-01-2023 13:56:30.525645,"(11.0, 18.0, 15.25)","(26.0, 180.0, 99.75)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9055555555555554)","(7.0, 8.6, 8.066666666666666)","(21.0, 48.0, 36.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 75.33333333333333)"
08-01-2023 13:56:31.615854,"(11.0, 18.0, 15.25)","(26.0, 180.0, 99.75)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9055555555555554)","(7.0, 8.6, 8.066666666666666)","(21.0, 48.0, 36.0)","(31.0, 220.0, 158.66666666666669)","(26.0, 180.0, 75.33333333333333)"
08-01-2023 13:56:32.698578,"(11.0, 18.0, 15.25)","(26.0, 180.0, 126.5)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9055555555555554)","(7.0, 8.6, 8.066666666666666)","(21.0, 48.0, 38.857142857142854)","(31.0, 220.0, 128.0)","(26.0, 180.0, 81.875)"
08-01-2023 13:56:33.734673,"(11.0, 18.0, 14.333333333333334)","(26.0, 180.0, 139.875)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.842105263157895)","(21.0, 48.0, 38.857142857142854)","(31.0, 220.0, 128.0)","(26.0, 180.0, 81.875)"
08-01-2023 13:56:34.769858,"(11.0, 18.0, 14.333333333333334)","(26.0, 170.0, 70.0)","(4.4, 6.4, 6.342857142857143)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 38.857142857142854)","(31.0, 220.0, 128.0)","(26.0, 180.0, 81.875)"
08-01-2023 13:56:35.790444,"(11.0, 18.0, 14.333333333333334)","(26.0, 170.0, 70.0)","(4.4, 6.4, 6.342857142857143)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 38.857142857142854)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:56:36.840674,"(11.0, 18.0, 14.333333333333334)","(26.0, 170.0, 70.0)","(4.4, 6.4, 6.342857142857143)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 38.857142857142854)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:56:37.960264,"(11.0, 18.0, 14.333333333333334)","(26.0, 170.0, 70.0)","(4.4, 6.4, 6.12)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 38.857142857142854)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:56:39.052114,"(11.0, 18.0, 14.333333333333334)","(26.0, 170.0, 70.0)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 38.857142857142854)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:56:40.076213,"(11.0, 18.0, 14.333333333333334)","(26.0, 170.0, 70.0)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 38.857142857142854)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:56:41.134943,"(11.0, 18.0, 14.333333333333334)","(26.0, 170.0, 70.0)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 38.857142857142854)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:56:42.166374,"(11.0, 18.0, 14.333333333333334)","(26.0, 170.0, 70.0)","(4.4, 6.4, 6.052173913043478)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 38.857142857142854)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:56:43.292234,"(11.0, 18.0, 14.333333333333334)","(26.0, 170.0, 70.0)","(4.4, 6.4, 6.0)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 38.857142857142854)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:56:44.355631,"(11.0, 18.0, 14.333333333333334)","(26.0, 170.0, 70.0)","(4.4, 6.4, 6.0)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 38.857142857142854)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:56:45.404939,"(11.0, 18.0, 14.333333333333334)","(26.0, 170.0, 70.0)","(4.4, 6.4, 6.0)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 38.857142857142854)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:56:46.461030,"(11.0, 18.0, 14.333333333333334)","(26.0, 170.0, 70.0)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 36.0)","(31.0, 220.0, 146.39999999999998)","(26.0, 180.0, 46.285714285714285)"
08-01-2023 13:56:47.658604,"(11.0, 18.0, 14.333333333333334)","(26.0, 170.0, 95.0)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 29.1)","(31.0, 220.0, 146.39999999999998)","(26.0, 180.0, 46.285714285714285)"
08-01-2023 13:56:48.862639,"(11.0, 18.0, 13.875)","(26.0, 170.0, 95.0)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.93)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 32.25)","(31.0, 220.0, 146.39999999999998)","(26.0, 180.0, 46.285714285714285)"
08-01-2023 13:56:50.224421,"(11.0, 18.0, 13.875)","(26.0, 170.0, 95.0)","(4.4, 6.2, 6.0)","(1.6, 1.95, 1.9336363636363636)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 32.25)","(31.0, 220.0, 146.39999999999998)","(26.0, 180.0, 46.285714285714285)"
08-01-2023 13:56:51.506438,"(11.0, 18.0, 13.875)","(26.0, 170.0, 95.5)","(4.4, 6.4, 6.0)","(1.6, 1.95, 1.9336363636363636)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 32.25)","(31.0, 220.0, 146.39999999999998)","(26.0, 180.0, 46.285714285714285)"
08-01-2023 13:56:52.658086,"(11.0, 18.0, 13.875)","(26.0, 170.0, 95.5)","(4.4, 6.4, 6.0)","(1.6, 1.95, 1.9336363636363636)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 32.25)","(31.0, 220.0, 146.39999999999998)","(26.0, 180.0, 46.285714285714285)"
08-01-2023 13:56:53.767540,"(11.0, 18.0, 13.875)","(26.0, 170.0, 95.5)","(4.4, 6.4, 6.12)","(1.6, 1.95, 1.9336363636363636)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 32.5)","(31.0, 220.0, 146.39999999999998)","(26.0, 180.0, 46.285714285714285)"
08-01-2023 13:56:54.893504,"(11.0, 18.0, 15.25)","(26.0, 170.0, 95.5)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9336363636363636)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 32.5)","(31.0, 220.0, 146.39999999999998)","(26.0, 180.0, 46.285714285714285)"
08-01-2023 13:56:56.020924,"(11.0, 17.5, 14.166666666666666)","(26.0, 170.0, 95.5)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9336363636363636)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 37.66666666666667)","(31.0, 220.0, 146.39999999999998)","(26.0, 180.0, 46.285714285714285)"
08-01-2023 13:56:57.171858,"(11.0, 17.5, 14.166666666666666)","(26.0, 170.0, 120.33333333333334)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9336363636363636)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 37.66666666666667)","(31.0, 220.0, 146.39999999999998)","(26.0, 180.0, 46.285714285714285)"
08-01-2023 13:56:58.284856,"(11.0, 17.5, 14.166666666666666)","(26.0, 170.0, 120.33333333333334)","(4.4, 6.4, 6.12)","(1.6, 1.95, 1.9336363636363636)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 29.7)","(31.0, 220.0, 146.39999999999998)","(26.0, 180.0, 46.285714285714285)"
08-01-2023 13:56:59.436859,"(11.0, 17.5, 14.166666666666666)","(26.0, 170.0, 148.71428571428572)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9336363636363636)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 29.7)","(31.0, 220.0, 146.39999999999998)","(26.0, 180.0, 46.285714285714285)"
08-01-2023 13:57:00.554653,"(11.0, 17.5, 14.166666666666666)","(26.0, 170.0, 148.71428571428572)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9336363636363636)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 29.7)","(31.0, 220.0, 146.39999999999998)","(26.0, 180.0, 46.285714285714285)"
08-01-2023 13:57:01.620801,"(11.0, 17.5, 14.166666666666666)","(26.0, 170.0, 148.71428571428572)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9336363636363636)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 32.75)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:57:02.617200,"(11.0, 17.5, 14.166666666666666)","(26.0, 190.0, 147.75)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9336363636363636)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 32.75)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:57:03.690010,"(11.0, 17.5, 14.166666666666666)","(26.0, 190.0, 147.75)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.938)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 32.75)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:57:04.784850,"(11.0, 17.5, 14.166666666666666)","(26.0, 190.0, 147.75)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.938)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 32.75)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:57:05.878385,"(11.0, 17.5, 14.166666666666666)","(26.0, 190.0, 147.75)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9277777777777778)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 37.83333333333333)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:57:06.899169,"(11.0, 17.0, 14.0)","(26.0, 190.0, 147.75)","(4.4, 6.2, 6.12)","(1.6, 1.95, 1.9277777777777778)","(7.0, 8.6, 7.838095238095238)","(21.0, 48.0, 37.83333333333333)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:57:07.924094,"(11.0, 17.0, 13.4)","(26.0, 190.0, 147.75)","(4.4, 6.2, 6.1)","(1.6, 1.95, 1.9277777777777778)","(7.0, 8.6, 8.178947368421053)","(21.0, 48.0, 37.83333333333333)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:57:08.973030,"(11.0, 17.0, 13.666666666666666)","(26.0, 190.0, 147.75)","(4.4, 6.2, 5.814285714285714)","(1.6, 1.95, 1.9277777777777778)","(7.0, 8.6, 8.305882352941177)","(21.0, 48.0, 38.0)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:57:10.097647,"(11.0, 17.0, 13.666666666666666)","(26.0, 190.0, 147.75)","(4.4, 6.2, 5.814285714285714)","(1.6, 1.95, 1.9277777777777778)","(7.0, 8.4, 8.305882352941177)","(21.0, 48.0, 38.0)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:57:11.294462,"(11.0, 17.0, 13.666666666666666)","(26.0, 190.0, 147.75)","(4.4, 6.2, 5.793548387096774)","(1.6, 1.95, 1.9277777777777778)","(7.0, 8.4, 8.305882352941177)","(21.0, 48.0, 38.0)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:57:12.396907,"(11.0, 17.0, 13.666666666666666)","(26.0, 190.0, 147.75)","(4.4, 6.2, 5.793548387096774)","(1.6, 1.95, 1.9277777777777778)","(7.0, 8.4, 8.305882352941177)","(21.0, 48.0, 38.0)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
08-01-2023 13:57:13.508078,"(11.0, 17.0, 13.666666666666666)","(26.0, 190.0, 147.75)","(4.4, 6.2, 5.793548387096774)","(1.6, 1.95, 1.9277777777777778)","(7.0, 8.4, 8.305882352941177)","(21.0, 48.0, 41.333333333333336)","(31.0, 220.0, 97.33333333333334)","(26.0, 180.0, 81.875)"
