,Trajec Holiday,Lady Lightfeet,Outspend,Marion Grace,Finishing Touch,Lucky Stroke
15-12-2022 11:39:25.796315,"(12.0, 30.0, 26.454545454545453)","(3.3, 6.2, 5.985714285714286)","(9.0, 13.5, 12.0)","(1.9, 1.93, 1.9107999999999998)","(9.0, 19.0, 11.933333333333334)","(14.0, 95.0, 70.0)"
15-12-2022 11:39:26.884525,"(12.0, 30.0, 26.454545454545453)","(3.3, 6.2, 6.07)","(9.0, 13.5, 12.0)","(1.9, 1.93, 1.9107999999999998)","(9.0, 19.0, 11.933333333333334)","(14.0, 95.0, 70.0)"
15-12-2022 11:39:27.919576,"(12.0, 30.0, 22.4)","(3.3, 6.2, 6.07)","(9.0, 13.5, 12.0)","(1.85, 1.93, 1.9107999999999998)","(8.5, 19.0, 11.933333333333334)","(14.0, 95.0, 70.0)"
15-12-2022 11:39:28.971471,"(12.0, 30.0, 22.4)","(3.3, 6.2, 6.07)","(9.0, 13.5, 12.0)","(1.85, 1.93, 1.9107999999999998)","(8.5, 19.0, 16.0)","(14.0, 95.0, 54.25)"
15-12-2022 11:39:30.029357,"(12.0, 30.0, 25.25)","(3.3, 6.6, 6.43)","(9.0, 13.5, 12.0)","(1.85, 1.9, 1.8747368421052633)","(8.5, 19.0, 16.0)","(14.0, 95.0, 54.25)"
15-12-2022 11:39:31.103353,"(12.0, 30.0, 25.25)","(3.3, 6.6, 6.199999999999999)","(9.0, 13.5, 12.0)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(14.0, 95.0, 62.599999999999994)"
15-12-2022 11:39:32.169126,"(12.0, 30.0, 22.4)","(3.3, 6.6, 6.35)","(9.0, 13.5, 12.0)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(14.0, 95.0, 62.599999999999994)"
15-12-2022 11:39:33.208774,"(12.0, 30.0, 22.4)","(3.3, 6.6, 6.35)","(9.0, 13.5, 12.0)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(14.0, 95.0, 54.25)"
15-12-2022 11:39:34.122405,"(12.0, 30.0, 22.4)","(3.3, 6.6, 6.35)","(9.0, 13.5, 12.0)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(14.0, 95.0, 54.25)"
15-12-2022 11:39:35.147501,"(12.0, 30.0, 22.4)","(3.3, 6.4, 5.9125)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(14.0, 95.0, 74.625)"
15-12-2022 11:39:36.130386,"(12.0, 30.0, 22.4)","(3.3, 6.4, 5.7)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(14.0, 95.0, 74.625)"
15-12-2022 11:39:37.093183,"(12.0, 30.0, 22.4)","(3.3, 6.4, 5.7)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(14.0, 95.0, 74.625)"
15-12-2022 11:39:38.027758,"(12.0, 30.0, 22.4)","(3.4, 6.4, 5.7)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(15.0, 95.0, 74.625)"
15-12-2022 11:39:39.084655,"(12.0, 30.0, 22.4)","(3.4, 6.4, 6.025)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(15.0, 95.0, 74.625)"
15-12-2022 11:39:40.135657,"(12.0, 30.0, 22.4)","(3.4, 6.4, 6.025)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(15.0, 95.0, 74.625)"
15-12-2022 11:39:41.109908,"(12.0, 30.0, 22.4)","(3.4, 10.5, 9.94)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(15.0, 95.0, 74.625)"
15-12-2022 11:39:42.057984,"(12.0, 30.0, 22.4)","(3.4, 10.5, 10.076923076923077)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(15.0, 95.0, 74.625)"
15-12-2022 11:39:43.054268,"(12.0, 30.0, 22.4)","(3.4, 10.5, 9.125)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(15.0, 95.0, 74.625)"
15-12-2022 11:39:44.042877,"(12.0, 30.0, 22.4)","(3.4, 10.5, 9.911111111111111)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(16.0, 95.0, 74.625)"
15-12-2022 11:39:45.060822,"(12.0, 30.0, 22.4)","(3.4, 10.5, 8.54)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(16.0, 95.0, 74.625)"
15-12-2022 11:39:46.023865,"(12.0, 30.0, 22.4)","(3.4, 10.5, 8.54)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(16.0, 95.0, 74.625)"
15-12-2022 11:39:46.903030,"(12.0, 30.0, 22.4)","(3.4, 10.0, 8.24)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(16.0, 95.0, 74.625)"
15-12-2022 11:39:47.820587,"(12.0, 30.0, 22.4)","(3.4, 10.0, 9.2)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(16.0, 95.0, 74.625)"
15-12-2022 11:39:48.763480,"(12.0, 30.0, 22.4)","(3.4, 10.0, 9.2)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(16.0, 95.0, 74.625)"
15-12-2022 11:39:49.684992,"(12.0, 30.0, 22.4)","(3.4, 10.0, 9.2)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8746153846153846)","(8.5, 19.0, 16.0)","(16.0, 95.0, 74.625)"
15-12-2022 11:39:50.600977,"(12.0, 30.0, 22.4)","(3.5, 8.6, 7.866666666666667)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8284615384615386)","(8.5, 19.0, 16.0)","(16.0, 95.0, 74.625)"
15-12-2022 11:39:51.573493,"(12.0, 30.0, 22.4)","(3.5, 10.0, 9.712)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8284615384615386)","(8.5, 19.0, 16.0)","(16.0, 95.0, 54.25)"
15-12-2022 11:39:52.509987,"(12.0, 30.0, 22.4)","(3.5, 10.0, 9.712)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8284615384615386)","(8.5, 19.0, 16.0)","(16.0, 95.0, 71.71428571428571)"
15-12-2022 11:39:53.436980,"(12.0, 30.0, 22.4)","(3.5, 10.0, 8.866666666666667)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8284615384615386)","(8.5, 19.0, 16.0)","(16.0, 95.0, 71.71428571428571)"
15-12-2022 11:39:54.354519,"(12.0, 30.0, 22.4)","(3.5, 10.0, 8.866666666666667)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8284615384615386)","(8.5, 19.0, 16.0)","(16.0, 95.0, 71.71428571428571)"
15-12-2022 11:39:55.314861,"(12.0, 30.0, 22.4)","(3.5, 9.8, 7.763636363636364)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8284615384615386)","(8.5, 19.0, 16.0)","(16.0, 95.0, 71.71428571428571)"
15-12-2022 11:39:56.215602,"(12.0, 30.0, 22.4)","(3.5, 9.8, 7.763636363636364)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8284615384615386)","(8.5, 19.0, 16.0)","(16.0, 95.0, 68.0)"
15-12-2022 11:39:57.220185,"(12.0, 30.0, 22.4)","(3.5, 9.8, 7.763636363636364)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8284615384615386)","(8.5, 19.0, 16.0)","(16.0, 95.0, 68.0)"
15-12-2022 11:39:58.168112,"(12.0, 30.0, 22.4)","(3.5, 9.8, 7.763636363636364)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8284615384615386)","(8.5, 19.0, 16.0)","(16.0, 95.0, 68.0)"
15-12-2022 11:39:59.176532,"(12.0, 30.0, 22.4)","(3.5, 9.8, 7.763636363636364)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8284615384615386)","(8.5, 19.0, 16.0)","(16.0, 95.0, 68.0)"
15-12-2022 11:40:00.239956,"(12.0, 30.0, 22.4)","(3.6, 9.8, 7.763636363636364)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8284615384615386)","(8.5, 19.0, 16.0)","(16.0, 95.0, 68.0)"
15-12-2022 11:40:01.156830,"(12.0, 30.0, 22.4)","(3.6, 9.8, 7.763636363636364)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8284615384615386)","(8.5, 19.0, 16.0)","(16.0, 95.0, 68.0)"
15-12-2022 11:40:02.042679,"(12.0, 30.0, 22.4)","(3.6, 9.8, 7.763636363636364)","(9.0, 13.5, 10.875)","(1.85, 1.89, 1.8284615384615386)","(8.5, 19.0, 16.0)","(16.0, 95.0, 62.599999999999994)"
15-12-2022 11:40:03.045471,"(12.0, 30.0, 22.4)","(3.8, 9.8, 7.88)","(9.0, 13.5, 11.65)","(1.8, 1.89, 1.7263636363636363)","(8.5, 19.0, 14.75)","(16.0, 95.0, 65.0)"
15-12-2022 11:40:04.057206,"(12.0, 30.0, 20.75)","(3.8, 9.8, 7.763636363636364)","(9.0, 13.5, 11.75)","(1.8, 1.89, 1.8114285714285714)","(8.5, 19.0, 14.75)","(16.0, 95.0, 65.0)"
15-12-2022 11:40:04.946589,"(12.0, 30.0, 20.75)","(3.8, 8.6, 7.541176470588235)","(9.0, 13.5, 11.75)","(1.8, 1.89, 1.8114285714285714)","(8.5, 19.0, 14.75)","(16.0, 95.0, 54.75)"
15-12-2022 11:40:05.939577,"(12.0, 30.0, 20.75)","(3.8, 8.6, 7.541176470588235)","(9.0, 13.5, 11.75)","(1.8, 1.89, 1.7846511627906978)","(8.5, 19.0, 14.75)","(16.0, 95.0, 72.14285714285714)"
15-12-2022 11:40:06.967477,"(12.0, 30.0, 20.75)","(3.8, 8.4, 7.95)","(9.0, 13.5, 11.75)","(1.8, 1.88, 1.7846511627906978)","(8.5, 19.0, 16.875)","(16.0, 95.0, 72.14285714285714)"
15-12-2022 11:40:07.954426,"(12.0, 30.0, 20.75)","(3.8, 8.8, 7.15)","(9.0, 13.5, 11.75)","(1.8, 1.88, 1.7846511627906978)","(8.5, 19.0, 17.583333333333336)","(16.0, 95.0, 63.2)"
15-12-2022 11:40:08.851506,"(12.0, 30.0, 20.75)","(3.8, 8.8, 7.15)","(9.0, 13.5, 11.75)","(1.8, 1.88, 1.7846511627906978)","(8.5, 19.0, 17.583333333333336)","(16.0, 95.0, 63.2)"
15-12-2022 11:40:09.934689,"(12.0, 30.0, 20.75)","(3.8, 8.8, 6.9)","(9.0, 13.5, 11.75)","(1.8, 1.88, 1.7846511627906978)","(8.5, 19.0, 17.692307692307693)","(16.0, 95.0, 63.2)"
15-12-2022 11:40:10.972264,"(12.0, 30.0, 20.75)","(3.8, 8.8, 7.0)","(9.0, 13.5, 11.75)","(1.8, 1.88, 1.7846511627906978)","(8.5, 19.0, 17.692307692307693)","(16.0, 95.0, 63.2)"
15-12-2022 11:40:11.959613,"(12.0, 30.0, 20.75)","(3.8, 8.8, 7.0)","(9.0, 13.5, 11.75)","(1.8, 1.88, 1.7846511627906978)","(8.5, 19.0, 17.692307692307693)","(16.0, 95.0, 63.2)"
15-12-2022 11:40:12.901066,"(12.0, 30.0, 20.75)","(4.6, 8.8, 7.0)","(8.5, 13.5, 11.75)","(1.55, 1.88, 1.7846511627906978)","(13.0, 19.0, 17.692307692307693)","(21.0, 95.0, 69.5)"
15-12-2022 11:40:13.897843,"(12.0, 30.0, 20.75)","(4.6, 8.8, 7.0)","(8.5, 13.5, 11.75)","(1.55, 1.88, 1.7846511627906978)","(13.0, 19.0, 17.692307692307693)","(21.0, 95.0, 69.5)"
15-12-2022 11:40:14.928741,"(12.0, 30.0, 20.75)","(4.6, 8.8, 7.0)","(8.5, 13.5, 11.75)","(1.55, 1.88, 1.7846511627906978)","(13.0, 19.0, 17.3)","(21.0, 95.0, 69.5)"
15-12-2022 11:40:15.941453,"(12.0, 30.0, 20.75)","(5.0, 8.8, 7.0)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.7846511627906978)","(16.0, 19.0, 17.3)","(21.0, 95.0, 69.5)"
15-12-2022 11:40:16.855095,"(12.0, 30.0, 20.75)","(5.0, 8.8, 7.0)","(8.0, 13.5, 11.75)","(1.45, 1.79, 1.780421052631579)","(16.0, 19.0, 17.3)","(21.0, 95.0, 69.5)"
15-12-2022 11:40:17.830843,"(12.0, 30.0, 20.75)","(5.0, 8.8, 7.0)","(8.0, 13.5, 11.75)","(1.45, 1.79, 1.7)","(16.0, 19.0, 17.3)","(21.0, 95.0, 69.5)"
15-12-2022 11:40:18.883372,"(12.0, 25.0, 18.25)","(5.0, 8.8, 7.0)","(8.0, 13.5, 11.75)","(1.45, 1.78, 1.7)","(16.0, 19.0, 17.3)","(21.0, 95.0, 69.5)"
15-12-2022 11:40:19.864734,"(12.0, 25.0, 16.875)","(5.0, 8.8, 7.0)","(8.0, 13.5, 11.75)","(1.45, 1.78, 1.7)","(16.0, 19.0, 29.045454545454547)","(26.0, 95.0, 69.5)"
15-12-2022 11:40:20.819853,"(12.0, 32.0, 22.0)","(5.0, 8.6, 7.8)","(8.0, 13.5, 11.75)","(1.45, 1.78, 1.7)","(16.0, 36.0, 29.3)","(26.0, 95.0, 69.5)"
15-12-2022 11:40:21.859906,"(12.0, 32.0, 15.875)","(5.0, 8.4, 7.666666666666667)","(8.0, 13.5, 11.75)","(1.45, 1.78, 1.7)","(16.0, 34.0, 29.3)","(26.0, 95.0, 69.5)"
15-12-2022 11:40:22.874865,"(12.0, 32.0, 22.25)","(5.0, 8.4, 7.666666666666667)","(8.0, 13.5, 11.75)","(1.45, 1.78, 1.7)","(16.0, 34.0, 29.3)","(26.0, 95.0, 69.5)"
15-12-2022 11:40:23.923473,"(12.0, 32.0, 22.785714285714285)","(5.0, 8.4, 7.666666666666667)","(8.0, 13.5, 11.75)","(1.45, 1.78, 1.7)","(16.0, 34.0, 29.3)","(26.0, 95.0, 69.5)"
15-12-2022 11:40:24.882984,"(12.0, 32.0, 23.0)","(5.0, 8.4, 7.666666666666667)","(8.0, 13.5, 11.75)","(1.45, 1.78, 1.7)","(17.0, 34.0, 29.3)","(26.0, 95.0, 69.5)"
15-12-2022 11:40:25.818946,"(12.0, 32.0, 23.0)","(5.0, 8.4, 7.666666666666667)","(8.0, 13.5, 11.75)","(1.45, 1.78, 1.7)","(17.0, 34.0, 29.3)","(26.0, 95.0, 65.0)"
15-12-2022 11:40:26.853057,"(12.0, 32.0, 23.0)","(5.0, 8.4, 7.666666666666667)","(8.0, 13.5, 11.75)","(1.45, 1.76, 1.6610416666666665)","(17.0, 34.0, 23.6)","(26.0, 95.0, 65.0)"
15-12-2022 11:40:27.854008,"(12.0, 32.0, 23.0)","(5.0, 8.4, 7.666666666666667)","(8.0, 13.5, 11.75)","(1.45, 1.76, 1.6610416666666665)","(17.0, 32.0, 23.6)","(26.0, 95.0, 65.0)"
15-12-2022 11:40:28.782662,"(12.0, 32.0, 23.0)","(5.0, 8.4, 7.666666666666667)","(8.0, 13.5, 11.75)","(1.45, 1.76, 1.6610416666666665)","(17.0, 32.0, 23.6)","(26.0, 95.0, 63.400000000000006)"
15-12-2022 11:40:29.725163,"(12.0, 32.0, 23.0)","(5.0, 8.4, 7.666666666666667)","(8.0, 13.5, 11.75)","(1.45, 1.79, 1.7033333333333334)","(17.0, 32.0, 28.69230769230769)","(26.0, 95.0, 63.400000000000006)"
15-12-2022 11:40:30.745112,"(12.0, 32.0, 23.0)","(5.0, 8.4, 7.666666666666667)","(8.0, 13.5, 11.75)","(1.45, 1.79, 1.7033333333333334)","(17.0, 32.0, 21.5)","(26.0, 95.0, 63.400000000000006)"
15-12-2022 11:40:31.715812,"(12.0, 32.0, 23.0)","(5.0, 8.8, 7.933333333333334)","(8.0, 13.5, 11.75)","(1.45, 1.79, 1.7033333333333334)","(17.0, 32.0, 21.5)","(26.0, 95.0, 63.400000000000006)"
15-12-2022 11:40:32.767566,"(12.0, 32.0, 23.0)","(5.0, 8.8, 7.933333333333334)","(8.0, 13.5, 11.75)","(1.45, 1.89, 1.775)","(17.0, 32.0, 21.75)","(26.0, 95.0, 63.400000000000006)"
15-12-2022 11:40:33.666068,"(12.0, 32.0, 23.0)","(5.0, 9.8, 8.600000000000001)","(8.0, 13.5, 11.75)","(1.45, 1.89, 1.775)","(17.0, 32.0, 21.75)","(26.0, 95.0, 63.400000000000006)"
15-12-2022 11:40:34.604370,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.888888888888889)","(8.0, 13.5, 11.75)","(1.45, 1.89, 1.8279999999999998)","(17.0, 32.0, 21.75)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:35.591797,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.89, 1.6556250000000001)","(17.0, 32.0, 21.75)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:36.558148,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.89, 1.6556250000000001)","(17.0, 32.0, 21.75)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:37.532056,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.89, 1.6854545454545455)","(17.0, 32.0, 26.875)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:38.464226,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.8279999999999998)","(17.0, 32.0, 26.875)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:39.471313,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.8279999999999998)","(17.0, 32.0, 26.875)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:40.662707,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.8279999999999998)","(17.0, 32.0, 26.875)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:41.779345,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.8279999999999998)","(17.0, 32.0, 26.875)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:42.780744,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.8279999999999998)","(17.0, 32.0, 26.875)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:43.873905,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.8279999999999998)","(17.0, 32.0, 26.875)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:44.913258,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.8279999999999998)","(17.0, 32.0, 26.875)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:45.996642,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.6933333333333334)","(17.0, 32.0, 22.68181818181818)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:47.191548,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.8177777777777777)","(17.0, 32.0, 22.68181818181818)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:48.355220,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.8219999999999998)","(17.0, 32.0, 22.68181818181818)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:49.470981,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.68)","(17.0, 32.0, 22.68181818181818)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:50.606602,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.864102564102564)","(17.0, 32.0, 22.68181818181818)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:51.714078,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.864102564102564)","(17.0, 32.0, 22.68181818181818)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:52.777962,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.864102564102564)","(17.0, 32.0, 22.68181818181818)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:53.719922,"(12.0, 32.0, 23.0)","(5.0, 10.0, 7.581818181818182)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.8599999999999999)","(17.0, 32.0, 22.68181818181818)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:54.685766,"(12.0, 30.0, 25.77777777777778)","(5.0, 9.8, 8.600000000000001)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.8599999999999999)","(17.0, 30.0, 26.636363636363637)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:55.737910,"(12.0, 30.0, 25.77777777777778)","(5.0, 9.8, 8.600000000000001)","(8.0, 13.5, 11.75)","(1.45, 1.88, 1.8644999999999998)","(17.0, 30.0, 26.636363636363637)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:56.763250,"(12.0, 30.0, 25.77777777777778)","(5.0, 9.8, 8.600000000000001)","(8.0, 13.5, 11.75)","(1.45, 1.86, 1.8455000000000001)","(17.0, 30.0, 26.636363636363637)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:57.719159,"(12.0, 30.0, 25.77777777777778)","(5.0, 9.8, 8.600000000000001)","(8.0, 13.5, 11.75)","(1.45, 1.87, 1.750952380952381)","(17.0, 30.0, 26.636363636363637)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:58.692370,"(12.0, 30.0, 23.666666666666664)","(5.0, 9.8, 8.600000000000001)","(8.0, 13.5, 11.75)","(1.45, 1.87, 1.7453846153846155)","(17.0, 30.0, 26.636363636363637)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:40:59.735076,"(12.0, 30.0, 23.666666666666664)","(5.0, 9.8, 8.600000000000001)","(8.0, 13.5, 11.75)","(1.45, 1.87, 1.798)","(17.0, 30.0, 25.375)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:41:00.675003,"(12.0, 30.0, 23.666666666666664)","(5.0, 9.8, 8.600000000000001)","(8.0, 13.5, 11.75)","(1.45, 1.86, 1.7904)","(17.0, 30.0, 25.375)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:41:01.557126,"(12.0, 30.0, 23.666666666666664)","(5.0, 9.8, 8.600000000000001)","(8.0, 13.5, 11.75)","(1.45, 1.85, 1.738888888888889)","(17.0, 30.0, 25.375)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:41:02.624293,"(12.0, 30.0, 23.666666666666664)","(5.0, 9.8, 8.600000000000001)","(8.0, 13.5, 11.75)","(1.45, 1.85, 1.738888888888889)","(17.0, 30.0, 25.375)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:41:03.622095,"(12.0, 30.0, 22.4)","(5.0, 9.8, 8.600000000000001)","(8.0, 13.5, 11.75)","(1.45, 1.85, 1.738888888888889)","(17.0, 30.0, 24.450000000000003)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:41:04.521586,"(12.0, 30.0, 20.75)","(5.0, 9.8, 8.600000000000001)","(8.0, 13.5, 11.75)","(1.45, 1.85, 1.738888888888889)","(17.0, 30.0, 24.450000000000003)","(26.0, 95.0, 42.33333333333333)"
15-12-2022 11:41:05.497497,"(12.0, 30.0, 20.75)","(5.0, 9.8, 8.771428571428572)","(8.0, 13.5, 12.75)","(1.45, 1.85, 1.7566666666666668)","(17.0, 30.0, 25.049999999999997)","(26.0, 95.0, 55.5)"
15-12-2022 11:41:06.490242,"(12.0, 30.0, 20.75)","(5.0, 9.8, 8.771428571428572)","(8.0, 13.5, 12.75)","(1.45, 1.85, 1.6089285714285715)","(17.0, 30.0, 25.049999999999997)","(26.0, 95.0, 55.5)"
15-12-2022 11:41:07.392522,"(12.0, 30.0, 20.75)","(5.0, 9.8, 8.771428571428572)","(8.0, 13.5, 12.75)","(1.45, 1.85, 1.6089285714285715)","(17.0, 30.0, 25.049999999999997)","(26.0, 95.0, 55.5)"
15-12-2022 11:41:08.307145,"(12.0, 30.0, 20.75)","(5.0, 9.8, 8.771428571428572)","(8.0, 13.5, 12.75)","(1.45, 1.85, 1.6089285714285715)","(17.0, 30.0, 25.049999999999997)","(26.0, 95.0, 55.5)"
15-12-2022 11:41:09.223986,"(12.0, 30.0, 20.75)","(5.0, 9.8, 8.771428571428572)","(8.0, 13.5, 12.75)","(1.45, 1.85, 1.6089285714285715)","(17.0, 30.0, 25.049999999999997)","(26.0, 95.0, 55.5)"
15-12-2022 11:41:10.189092,"(12.0, 30.0, 20.75)","(5.0, 9.8, 8.771428571428572)","(8.0, 13.5, 12.75)","(1.45, 1.85, 1.6089285714285715)","(17.0, 30.0, 25.049999999999997)","(26.0, 95.0, 55.5)"
15-12-2022 11:41:11.118028,"(12.0, 30.0, 20.75)","(5.0, 9.8, 8.771428571428572)","(8.0, 13.5, 12.75)","(1.45, 1.85, 1.6089285714285715)","(17.0, 30.0, 25.049999999999997)","(26.0, 95.0, 55.5)"
15-12-2022 11:41:12.060036,"(12.0, 30.0, 20.75)","(5.0, 9.8, 8.771428571428572)","(8.0, 13.5, 12.75)","(1.45, 1.85, 1.6089285714285715)","(17.0, 30.0, 25.049999999999997)","(26.0, 95.0, 55.5)"
15-12-2022 11:41:13.030024,"(12.0, 30.0, 20.75)","(5.0, 9.8, 8.771428571428572)","(8.0, 13.5, 12.75)","(1.45, 1.85, 1.6089285714285715)","(17.0, 30.0, 25.049999999999997)","(26.0, 95.0, 55.5)"
15-12-2022 11:41:14.045633,"(12.0, 30.0, 20.75)","(5.0, 8.6, 7.866666666666666)","(8.0, 13.5, 12.75)","(1.45, 1.84, 1.6914285714285715)","(17.0, 30.0, 25.049999999999997)","(26.0, 95.0, 55.5)"
15-12-2022 11:41:14.936344,"(12.0, 30.0, 20.75)","(5.0, 8.6, 7.866666666666666)","(8.0, 13.5, 12.75)","(1.45, 1.84, 1.6914285714285715)","(17.0, 30.0, 25.049999999999997)","(26.0, 95.0, 55.5)"
15-12-2022 11:41:15.809801,"(12.0, 30.0, 20.75)","(5.0, 8.6, 7.866666666666666)","(8.0, 13.5, 12.75)","(1.45, 1.84, 1.6914285714285715)","(17.0, 30.0, 25.049999999999997)","(26.0, 95.0, 55.5)"
