,Trajec Holiday,Lady Lightfeet,Outspend,Marion Grace,Finishing Touch,Lucky Stroke
15-12-2022 11:44:22.443545,"(12.0, 30.0, 24.2)","(5.5, 7.6, 7.466666666666667)","(8.0, 20.0, 17.25)","(1.4, 1.64, 1.545)","(18.0, 18.5, 16.666666666666668)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:23.351007,"(12.0, 30.0, 24.2)","(5.5, 7.6, 7.466666666666667)","(8.0, 20.0, 17.25)","(1.4, 1.64, 1.545)","(18.0, 18.5, 16.666666666666668)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:24.203424,"(12.0, 30.0, 24.2)","(5.5, 7.6, 7.466666666666667)","(8.0, 20.0, 17.25)","(1.4, 1.64, 1.46)","(18.0, 18.5, 16.666666666666668)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:25.134602,"(12.0, 30.0, 24.2)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 17.0)","(1.4, 1.63, 1.4616129032258065)","(18.0, 18.5, 16.666666666666668)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:26.140363,"(12.0, 30.0, 24.2)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 17.833333333333332)","(1.4, 1.63, 1.4582926829268292)","(18.0, 18.5, 16.666666666666668)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:27.140577,"(12.0, 30.0, 24.2)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 17.833333333333332)","(1.4, 1.62, 1.4582926829268292)","(18.0, 18.5, 16.666666666666668)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:28.126335,"(12.0, 30.0, 24.2)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 17.833333333333332)","(1.4, 1.62, 1.458888888888889)","(18.0, 18.5, 16.666666666666668)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:29.054987,"(12.0, 30.0, 24.2)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 17.833333333333332)","(1.4, 1.61, 1.458888888888889)","(18.0, 18.5, 16.666666666666668)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:29.968962,"(12.0, 30.0, 27.1)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 18.375)","(1.4, 1.6, 1.4603448275862068)","(18.0, 18.5, 16.666666666666668)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:30.833810,"(12.0, 30.0, 27.1)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 18.375)","(1.4, 1.59, 1.4715384615384615)","(18.0, 18.5, 16.666666666666668)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:31.720456,"(12.0, 30.0, 27.1)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 18.375)","(1.4, 1.59, 1.4568292682926829)","(18.0, 18.5, 16.666666666666668)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:32.613524,"(12.0, 30.0, 27.1)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 18.375)","(1.4, 1.59, 1.4568292682926829)","(18.0, 18.5, 16.666666666666668)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:33.574510,"(12.0, 30.0, 27.1)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 18.375)","(1.4, 1.58, 1.4572222222222222)","(18.0, 18.5, 16.666666666666668)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:34.573037,"(12.0, 30.0, 27.1)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 18.375)","(1.4, 1.58, 1.4572222222222222)","(18.0, 18.5, 16.666666666666668)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:35.496252,"(12.0, 30.0, 27.1)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 18.375)","(1.4, 1.58, 1.4572222222222222)","(18.0, 18.5, 14.09090909090909)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:36.331040,"(12.0, 30.0, 27.1)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 18.375)","(1.4, 1.57, 1.4558536585365853)","(18.0, 19.0, 14.09090909090909)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:37.236694,"(12.0, 30.0, 27.1)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 18.375)","(1.4, 1.57, 1.4558536585365853)","(18.0, 19.0, 14.09090909090909)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:38.167897,"(12.0, 30.0, 27.1)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 18.375)","(1.4, 1.57, 1.4553658536585365)","(18.0, 19.0, 14.09090909090909)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:39.117816,"(12.0, 30.0, 23.25)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 18.375)","(1.4, 1.56, 1.4553658536585365)","(18.0, 19.0, 14.09090909090909)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:40.035306,"(12.0, 30.0, 23.25)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 18.375)","(1.4, 1.56, 1.4553658536585365)","(18.0, 19.0, 14.09090909090909)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:41.017347,"(12.0, 30.0, 23.25)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 18.375)","(1.4, 1.56, 1.4666666666666666)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:41.998751,"(12.0, 30.0, 23.25)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 18.375)","(1.4, 1.55, 1.4666666666666666)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:42.935024,"(12.0, 30.0, 23.25)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 17.25)","(1.4, 1.55, 1.4638461538461538)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 39.0)"
15-12-2022 11:44:43.763703,"(12.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 17.25)","(1.4, 1.54, 1.4638461538461538)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 39.0)"
15-12-2022 11:44:44.672181,"(12.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 17.25)","(1.4, 1.54, 1.4638461538461538)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:45.671391,"(12.0, 30.0, 23.25)","(5.5, 7.6, 7.466666666666667)","(8.0, 19.5, 17.25)","(1.4, 1.54, 1.4638461538461538)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 39.0)"
15-12-2022 11:44:46.680305,"(12.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.272727272727273)","(1.4, 1.54, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:47.631560,"(12.0, 30.0, 23.25)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.272727272727273)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:48.506511,"(12.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.272727272727273)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:49.405000,"(12.0, 30.0, 21.666666666666668)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.272727272727273)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 39.0)"
15-12-2022 11:44:50.319437,"(12.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.272727272727273)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:51.187594,"(12.0, 30.0, 21.666666666666668)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.272727272727273)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 39.0)"
15-12-2022 11:44:52.148300,"(12.0, 30.0, 21.666666666666668)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.272727272727273)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:53.148259,"(12.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.272727272727273)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 39.0)"
15-12-2022 11:44:54.156768,"(12.0, 30.0, 21.666666666666668)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.272727272727273)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 39.0)"
15-12-2022 11:44:55.107193,"(12.0, 30.0, 21.666666666666668)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.375)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 39.0)"
15-12-2022 11:44:56.064374,"(12.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.375)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:56.929448,"(12.0, 30.0, 21.666666666666668)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.375)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 39.0)"
15-12-2022 11:44:57.862168,"(12.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.375)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:44:58.756825,"(12.0, 30.0, 21.666666666666668)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.375)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 39.0)"
15-12-2022 11:44:59.647266,"(12.0, 30.0, 21.666666666666668)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.375)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 39.0)"
15-12-2022 11:45:00.649521,"(12.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.375)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:45:01.649437,"(12.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.375)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 39.0)"
15-12-2022 11:45:02.698046,"(12.0, 30.0, 21.666666666666668)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.375)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:45:03.700301,"(12.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.375)","(1.4, 1.53, 1.47)","(18.0, 19.0, 15.785714285714286)","(26.0, 75.0, 39.0)"
15-12-2022 11:45:04.599187,"(12.0, 30.0, 21.666666666666668)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.375)","(1.4, 1.53, 1.47)","(18.0, 19.0, 16.0)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:45:05.528268,"(12.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.46153846153846)","(1.4, 1.53, 1.47)","(18.0, 19.0, 16.0)","(26.0, 75.0, 38.33333333333333)"
15-12-2022 11:45:06.509924,"(12.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.46153846153846)","(1.4, 1.53, 1.47)","(18.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:07.555249,"(12.0, 30.0, 21.666666666666668)","(5.5, 7.6, 7.466666666666667)","(8.5, 19.5, 18.46153846153846)","(1.4, 1.53, 1.47)","(18.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:08.567099,"(16.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.46153846153846)","(1.3, 1.53, 1.47)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:09.615942,"(16.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.46153846153846)","(1.3, 1.53, 1.47)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:10.707427,"(16.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.46153846153846)","(1.3, 1.53, 1.47)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:11.769256,"(16.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.46153846153846)","(1.3, 1.53, 1.47)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:12.895369,"(16.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.46153846153846)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:13.954519,"(16.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.46153846153846)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:14.929614,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.46153846153846)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:15.834988,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.46153846153846)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:16.801182,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.46153846153846)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:17.894651,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.46153846153846)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:18.866273,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.46153846153846)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:19.809063,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:20.895970,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:21.940059,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:23.013182,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:24.083434,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:25.076254,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:26.044821,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:27.052399,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:28.110564,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:29.139118,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:30.067868,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:31.097541,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:32.142093,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:33.165635,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:34.114737,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:35.015118,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:36.006704,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:37.041605,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:38.032575,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:38.986230,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:40.033941,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:40.983712,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:41.973596,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:42.940592,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:43.899725,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:44.913576,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:45.964919,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:46.962964,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:47.910878,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:48.907526,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:49.865428,"(14.0, 30.0, 26.77777777777778)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:50.854100,"(14.0, 30.0, 23.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.53, 1.5275675675675675)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:51.793547,"(14.0, 30.0, 23.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5382666666666667)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:52.771841,"(14.0, 30.0, 26.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 17.5)","(1.3, 1.55, 1.4766666666666666)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:53.742523,"(14.0, 30.0, 26.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 17.5)","(1.3, 1.55, 1.4766666666666666)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:54.752387,"(14.0, 30.0, 26.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 17.5)","(1.3, 1.55, 1.4766666666666666)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:55.928583,"(14.0, 30.0, 26.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 17.5)","(1.3, 1.55, 1.4766666666666666)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:57.057737,"(14.0, 30.0, 26.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 17.5)","(1.3, 1.55, 1.4766666666666666)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:58.191015,"(14.0, 30.0, 26.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 17.5)","(1.3, 1.55, 1.49188679245283)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.0)"
15-12-2022 11:45:59.226657,"(14.0, 30.0, 26.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.55, 1.4928571428571429)","(16.0, 19.0, 16.0)","(26.0, 75.0, 39.66666666666667)"
15-12-2022 11:46:00.185251,"(14.0, 30.0, 25.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.55, 1.49188679245283)","(16.0, 19.0, 16.0)","(26.0, 75.0, 39.66666666666667)"
15-12-2022 11:46:01.404879,"(14.0, 30.0, 25.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.55, 1.49188679245283)","(16.0, 19.0, 16.0)","(26.0, 75.0, 39.66666666666667)"
15-12-2022 11:46:02.532579,"(14.0, 30.0, 25.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.55, 1.522)","(16.0, 19.0, 16.0)","(26.0, 75.0, 39.66666666666667)"
15-12-2022 11:46:03.669751,"(14.0, 30.0, 25.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.0)","(1.3, 1.54, 1.522)","(16.0, 19.0, 15.785714285714286)","(26.0, 75.0, 39.66666666666667)"
15-12-2022 11:46:04.950818,"(14.0, 30.0, 24.6)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.495)","(16.0, 19.0, 16.0)","(26.0, 75.0, 48.5)"
15-12-2022 11:46:06.030612,"(14.0, 30.0, 25.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5292307692307692)","(16.0, 19.0, 16.0)","(26.0, 75.0, 39.66666666666667)"
15-12-2022 11:46:07.028882,"(14.0, 30.0, 23.25)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5292307692307692)","(16.0, 19.0, 16.0)","(26.0, 75.0, 39.66666666666667)"
15-12-2022 11:46:08.021388,"(15.0, 30.0, 23.25)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5292307692307692)","(16.0, 19.0, 16.0)","(31.0, 75.0, 39.66666666666667)"
15-12-2022 11:46:08.985453,"(15.0, 30.0, 23.25)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5292307692307692)","(16.0, 19.0, 16.0)","(31.0, 75.0, 39.66666666666667)"
15-12-2022 11:46:09.896918,"(15.0, 30.0, 23.25)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5292307692307692)","(16.0, 19.0, 16.0)","(31.0, 70.0, 38.0)"
