,Rheinberg,Remix,Pyrois,Nunthorpe,Thesecondatportsea,High Resolution
11-01-2023 14:22:57.530081,"(4.0, 4.9, 4.8578947368421055)","(10.0, 13.5, 13.258333333333333)","(6.0, 9.2, 8.7)","(1.7, 1.86, 1.8445517241379312)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:22:58.644996,"(4.0, 4.9, 4.8578947368421055)","(10.0, 13.5, 13.258333333333333)","(6.0, 9.2, 8.7)","(1.7, 1.86, 1.8445517241379312)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:22:59.836676,"(4.0, 4.9, 4.837931034482759)","(10.0, 13.5, 13.258333333333333)","(6.0, 9.2, 8.742857142857142)","(1.7, 1.86, 1.8445517241379312)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:01.002722,"(4.0, 4.9, 4.814285714285714)","(10.0, 13.5, 13.258333333333333)","(6.0, 9.2, 8.812903225806451)","(1.7, 1.86, 1.8445517241379312)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:02.044995,"(4.0, 4.9, 4.884)","(10.0, 13.5, 13.258333333333333)","(6.0, 9.2, 8.812903225806451)","(1.7, 1.86, 1.8445517241379312)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:03.065200,"(4.0, 5.0, 4.961428571428572)","(10.0, 13.5, 13.258333333333333)","(6.0, 8.8, 8.755555555555556)","(1.7, 1.86, 1.842680412371134)","(11.0, 19.5, 18.75)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:04.110667,"(4.0, 5.0, 4.967716535433071)","(10.0, 13.5, 13.258333333333333)","(6.0, 8.8, 8.622222222222224)","(1.7, 1.86, 1.8426)","(11.0, 19.5, 18.75)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:05.452724,"(4.0, 5.0, 4.9359832635983265)","(10.0, 13.5, 13.258333333333333)","(6.0, 8.8, 8.622222222222224)","(1.7, 1.86, 1.8426)","(11.0, 19.5, 18.75)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:06.694295,"(4.0, 5.0, 4.933333333333334)","(10.0, 13.5, 13.258333333333333)","(6.0, 8.8, 8.5)","(1.7, 1.86, 1.8454166666666667)","(11.0, 19.5, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:07.793328,"(4.0, 5.0, 4.933333333333334)","(10.0, 13.5, 13.258333333333333)","(6.0, 8.8, 8.285714285714285)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:08.853245,"(4.0, 5.0, 4.933333333333334)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.285714285714285)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:09.834681,"(4.0, 5.0, 4.933333333333334)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.285714285714285)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:10.871214,"(4.0, 5.0, 4.933333333333334)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.285714285714285)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:11.986066,"(4.0, 5.0, 4.933333333333334)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.285714285714285)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:13.009187,"(4.0, 5.0, 4.933333333333334)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.285714285714285)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:14.037437,"(4.0, 5.0, 4.933333333333334)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.285714285714285)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:14.933762,"(4.0, 5.0, 4.928837209302326)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.285714285714285)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:15.958366,"(4.0, 5.0, 4.930392156862745)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.266666666666666)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:17.135717,"(4.0, 5.0, 4.930392156862745)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.266666666666666)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:18.291975,"(4.0, 5.0, 4.930392156862745)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.266666666666666)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:19.490889,"(4.0, 5.0, 4.930392156862745)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.266666666666666)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:20.690531,"(4.0, 5.0, 4.930392156862745)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.266666666666666)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:21.892720,"(4.0, 5.0, 4.930392156862745)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.266666666666666)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 322.8571428571429)"
11-01-2023 14:23:22.977062,"(4.0, 5.0, 4.930392156862745)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.266666666666666)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 18.181818181818183)","(91.0, 380.0, 260.0)"
11-01-2023 14:23:23.930495,"(4.0, 5.0, 4.928837209302326)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.190909090909091)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 19.1)","(91.0, 380.0, 260.0)"
11-01-2023 14:23:24.918168,"(4.0, 5.0, 4.92608695652174)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.126315789473685)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 19.1)","(91.0, 380.0, 256.6666666666667)"
11-01-2023 14:23:25.963749,"(4.0, 5.0, 4.938306451612903)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.126315789473685)","(1.7, 1.86, 1.8454166666666667)","(11.0, 20.0, 19.1)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:26.971965,"(4.0, 5.0, 4.938306451612903)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.6, 8.145454545454546)","(1.7, 1.86, 1.8629166666666668)","(11.0, 20.0, 19.1)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:27.987756,"(4.0, 5.0, 4.938306451612903)","(10.0, 13.5, 13.258333333333333)","(6.0, 8.4, 8.2)","(1.7, 1.87, 1.8628205128205129)","(11.0, 20.0, 19.1)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:29.035797,"(4.0, 5.0, 4.938306451612903)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.4, 7.933333333333334)","(1.7, 1.87, 1.8556410256410258)","(11.0, 20.0, 19.1)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:30.059671,"(4.0, 5.0, 4.938306451612903)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.0, 7.928)","(1.7, 1.87, 1.8556410256410258)","(11.0, 20.0, 19.217391304347828)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:31.122607,"(4.0, 5.0, 4.938306451612903)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.0, 7.914285714285715)","(1.7, 1.87, 1.8556410256410258)","(11.0, 20.0, 19.217391304347828)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:32.058811,"(4.0, 5.0, 4.938306451612903)","(10.0, 13.5, 13.266129032258064)","(6.0, 8.0, 7.861538461538461)","(1.7, 1.87, 1.854)","(11.0, 20.0, 18.65)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:33.075776,"(4.0, 5.0, 4.93765690376569)","(10.0, 13.5, 13.194736842105263)","(6.0, 8.0, 7.8875)","(1.7, 1.88, 1.87682119205298)","(11.0, 20.0, 18.65)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:34.135772,"(4.0, 5.0, 4.93765690376569)","(10.0, 13.5, 13.194736842105263)","(6.0, 8.0, 7.8875)","(1.7, 1.88, 1.8776388888888889)","(11.0, 20.0, 19.181818181818183)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:35.148502,"(4.0, 5.0, 4.9373949579831935)","(10.0, 13.5, 13.194736842105263)","(6.0, 8.0, 7.8875)","(1.7, 1.88, 1.8776388888888889)","(11.0, 20.0, 18.941176470588236)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:36.090817,"(4.0, 5.0, 4.936776859504133)","(10.0, 13.5, 13.194736842105263)","(6.0, 8.0, 7.8875)","(1.7, 1.88, 1.8776388888888889)","(11.0, 20.0, 18.941176470588236)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:37.041923,"(4.0, 5.0, 4.930246913580247)","(10.0, 13.5, 13.194736842105263)","(6.0, 8.0, 7.8875)","(1.7, 1.88, 1.8587500000000001)","(11.0, 20.0, 18.941176470588236)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:38.002653,"(4.0, 5.0, 4.935121951219513)","(10.0, 13.5, 13.194736842105263)","(6.0, 8.2, 8.046153846153846)","(1.7, 1.88, 1.8707692307692307)","(11.0, 20.0, 18.941176470588236)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:38.991625,"(4.0, 5.0, 4.935121951219513)","(10.0, 13.5, 13.18131868131868)","(6.0, 8.2, 7.988235294117646)","(1.7, 1.88, 1.8580769230769232)","(11.0, 20.0, 18.941176470588236)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:40.008534,"(4.0, 5.0, 4.935121951219513)","(10.0, 13.5, 13.18131868131868)","(6.0, 8.2, 7.988235294117646)","(1.7, 1.88, 1.8580769230769232)","(11.0, 20.0, 18.941176470588236)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:41.081373,"(4.0, 5.0, 4.935121951219513)","(10.0, 13.5, 13.18131868131868)","(6.0, 8.2, 7.988235294117646)","(1.7, 1.88, 1.8580769230769232)","(11.0, 20.0, 18.941176470588236)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:42.117477,"(4.0, 5.0, 4.935121951219513)","(10.0, 13.5, 13.18131868131868)","(6.0, 8.2, 7.988235294117646)","(1.7, 1.88, 1.8580769230769232)","(11.0, 20.0, 18.941176470588236)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:43.106286,"(4.0, 5.0, 4.935121951219513)","(10.0, 13.5, 13.18131868131868)","(6.0, 8.2, 7.988235294117646)","(1.7, 1.88, 1.8580769230769232)","(11.0, 20.0, 18.941176470588236)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:44.052373,"(4.0, 5.0, 4.935121951219513)","(10.0, 13.5, 13.18131868131868)","(6.0, 8.2, 7.988235294117646)","(1.7, 1.88, 1.8580769230769232)","(11.0, 20.0, 18.941176470588236)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:45.084867,"(4.0, 5.0, 4.935121951219513)","(10.0, 13.5, 13.18131868131868)","(6.0, 8.2, 7.977777777777777)","(1.7, 1.88, 1.8695454545454546)","(11.0, 20.0, 18.941176470588236)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:46.163419,"(4.0, 5.0, 4.935121951219513)","(10.0, 13.5, 13.18131868131868)","(6.0, 8.2, 7.977777777777777)","(1.7, 1.88, 1.8695454545454546)","(11.0, 20.0, 18.941176470588236)","(91.0, 370.0, 256.6666666666667)"
11-01-2023 14:23:47.226652,"(4.0, 5.0, 4.935121951219513)","(10.0, 13.5, 13.18131868131868)","(6.0, 8.2, 7.977777777777777)","(1.7, 1.88, 1.8705)","(11.0, 20.0, 18.941176470588236)","(91.0, 370.0, 216.92307692307693)"
11-01-2023 14:23:48.208355,"(4.0, 5.0, 4.926923076923077)","(10.0, 13.5, 13.18131868131868)","(6.0, 8.2, 7.977777777777777)","(1.7, 1.88, 1.8705)","(11.0, 20.0, 18.941176470588236)","(91.0, 420.0, 216.92307692307693)"
11-01-2023 14:23:49.242444,"(4.0, 5.0, 4.942592592592593)","(10.0, 13.5, 13.146341463414634)","(6.0, 8.2, 7.977777777777777)","(1.7, 1.88, 1.8705)","(11.0, 20.0, 18.941176470588236)","(91.0, 420.0, 252.5)"
11-01-2023 14:23:50.186801,"(4.0, 5.0, 4.942592592592593)","(10.0, 13.5, 13.146341463414634)","(6.0, 8.2, 7.977777777777777)","(1.7, 1.88, 1.8705)","(11.0, 20.0, 18.941176470588236)","(91.0, 410.0, 252.5)"
11-01-2023 14:23:51.071348,"(4.0, 5.0, 4.942592592592593)","(10.0, 13.5, 13.146341463414634)","(6.0, 8.2, 7.977777777777777)","(1.7, 1.88, 1.8705)","(11.0, 20.0, 18.941176470588236)","(91.0, 410.0, 252.5)"
11-01-2023 14:23:52.089544,"(4.0, 5.0, 4.942592592592593)","(10.0, 13.5, 13.146341463414634)","(6.0, 8.2, 7.977777777777777)","(1.7, 1.88, 1.8705)","(11.0, 20.0, 18.941176470588236)","(91.0, 410.0, 252.5)"
11-01-2023 14:23:53.115469,"(4.0, 5.0, 4.942592592592593)","(10.0, 13.5, 13.146341463414634)","(6.0, 8.2, 7.977777777777777)","(1.7, 1.88, 1.8705)","(11.0, 20.0, 18.941176470588236)","(91.0, 410.0, 252.5)"
11-01-2023 14:23:54.174704,"(4.0, 5.0, 4.942592592592593)","(10.0, 13.5, 13.146341463414634)","(6.0, 8.2, 7.977777777777777)","(1.7, 1.88, 1.8705)","(11.0, 20.0, 18.941176470588236)","(91.0, 410.0, 252.5)"
11-01-2023 14:23:55.273136,"(4.0, 5.0, 4.942592592592593)","(10.0, 13.5, 13.146341463414634)","(6.0, 8.2, 7.8374999999999995)","(1.7, 1.88, 1.8775)","(11.0, 20.0, 18.941176470588236)","(91.0, 410.0, 252.5)"
11-01-2023 14:23:56.316414,"(4.0, 5.0, 4.942592592592593)","(10.0, 13.5, 13.146341463414634)","(6.0, 8.0, 7.675)","(1.7, 1.88, 1.8775)","(11.0, 20.0, 18.941176470588236)","(91.0, 410.0, 252.5)"
11-01-2023 14:23:57.323757,"(4.0, 5.0, 4.942592592592593)","(10.0, 13.5, 13.188172043010752)","(6.0, 8.0, 7.66)","(1.7, 1.88, 1.8775)","(11.0, 20.0, 18.941176470588236)","(91.0, 410.0, 252.5)"
11-01-2023 14:23:58.415202,"(4.0, 5.0, 4.942592592592593)","(10.0, 13.5, 13.188172043010752)","(6.0, 8.0, 7.66)","(1.7, 1.88, 1.8775)","(11.0, 20.0, 18.941176470588236)","(91.0, 410.0, 245.0)"
11-01-2023 14:23:59.400234,"(4.0, 5.0, 4.942592592592593)","(10.0, 13.5, 13.188172043010752)","(6.0, 8.0, 7.66)","(1.7, 1.88, 1.8775)","(11.0, 20.0, 18.941176470588236)","(91.0, 410.0, 245.0)"
11-01-2023 14:24:00.449288,"(4.0, 5.0, 4.942592592592593)","(10.0, 13.5, 13.188172043010752)","(6.0, 8.0, 7.66)","(1.7, 1.88, 1.8775)","(11.0, 20.0, 17.923076923076923)","(91.0, 410.0, 245.0)"
11-01-2023 14:24:01.557095,"(4.0, 5.0, 4.942592592592593)","(10.0, 13.5, 13.20103092783505)","(6.0, 8.0, 7.66)","(1.7, 1.88, 1.8782894736842104)","(11.0, 20.0, 18.125)","(91.0, 410.0, 245.0)"
11-01-2023 14:24:02.676567,"(4.0, 5.0, 4.9436708860759495)","(10.0, 13.5, 13.20103092783505)","(6.0, 8.0, 7.612903225806452)","(1.7, 1.88, 1.8863157894736842)","(11.0, 20.0, 18.125)","(91.0, 410.0, 245.0)"
11-01-2023 14:24:03.686815,"(4.0, 5.0, 4.95)","(10.0, 13.5, 13.146341463414634)","(6.0, 8.0, 7.612903225806452)","(1.7, 1.89, 1.8817647058823528)","(11.0, 20.0, 18.125)","(91.0, 410.0, 245.0)"
11-01-2023 14:24:04.621048,"(4.0, 5.0, 4.95)","(10.0, 13.5, 13.146341463414634)","(6.0, 8.0, 7.612903225806452)","(1.7, 1.89, 1.8817647058823528)","(11.0, 20.0, 18.125)","(91.0, 410.0, 245.0)"
11-01-2023 14:24:05.672297,"(4.0, 5.0, 4.95)","(10.0, 13.5, 13.188172043010752)","(6.0, 8.0, 7.5200000000000005)","(1.7, 1.89, 1.8817647058823528)","(11.0, 20.0, 18.125)","(91.0, 410.0, 245.0)"
11-01-2023 14:24:06.794349,"(4.0, 5.0, 4.95)","(10.0, 13.5, 13.188172043010752)","(6.0, 8.0, 7.536363636363637)","(1.7, 1.89, 1.8838461538461537)","(11.0, 20.0, 18.125)","(91.0, 410.0, 245.0)"
11-01-2023 14:24:07.905958,"(4.0, 5.0, 4.95)","(10.0, 13.5, 13.188172043010752)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8838461538461537)","(11.0, 20.0, 17.8125)","(91.0, 410.0, 245.0)"
11-01-2023 14:24:09.012175,"(4.0, 5.0, 4.95)","(10.0, 13.5, 13.188172043010752)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 410.0, 245.0)"
11-01-2023 14:24:10.119136,"(4.0, 5.0, 4.95)","(10.0, 13.5, 13.188172043010752)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 410.0, 260.0)"
11-01-2023 14:24:11.191864,"(4.0, 5.0, 4.95)","(10.0, 13.5, 13.188172043010752)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:12.250972,"(4.0, 5.0, 4.95)","(10.0, 13.5, 13.188172043010752)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:13.230497,"(4.0, 5.0, 4.95)","(10.0, 13.5, 13.102739726027398)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:14.219917,"(4.0, 5.0, 4.95)","(10.0, 13.5, 12.883838383838384)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:15.320394,"(4.0, 5.0, 4.95)","(10.0, 13.5, 12.883838383838384)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:16.491017,"(4.0, 5.0, 4.95)","(10.0, 13.5, 12.883838383838384)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:17.606287,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:18.674695,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:19.728905,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:20.766902,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:21.837947,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:22.826826,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:24.043725,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:25.337266,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(11.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:26.446647,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(10.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:27.517792,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(10.0, 20.0, 17.375)","(91.0, 400.0, 260.0)"
11-01-2023 14:24:28.681640,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(10.0, 20.0, 17.375)","(91.0, 400.0, 256.6666666666667)"
11-01-2023 14:24:29.846929,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(10.0, 20.0, 17.375)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:30.916686,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(10.0, 20.0, 17.375)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:32.015552,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8809677419354838)","(10.0, 20.0, 17.375)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:33.187026,"(4.0, 5.0, 4.95)","(10.0, 13.0, 12.883720930232558)","(6.0, 8.0, 7.676190476190476)","(1.7, 1.89, 1.8733333333333333)","(10.0, 20.0, 18.882978723404257)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:34.396912,"(4.0, 5.0, 4.95)","(10.0, 13.0, 13.015873015873016)","(6.0, 8.0, 7.723076923076923)","(1.7, 1.88, 1.852258064516129)","(10.0, 20.0, 18.6)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:35.479949,"(4.0, 5.0, 4.95)","(10.0, 13.5, 13.015873015873016)","(6.0, 8.0, 7.699999999999999)","(1.7, 1.86, 1.8490909090909091)","(10.0, 19.5, 18.6)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:36.620103,"(4.0, 5.0, 4.9591666666666665)","(10.0, 13.5, 13.051470588235293)","(6.0, 8.0, 7.747368421052632)","(1.7, 1.86, 1.851891891891892)","(10.0, 19.5, 18.6)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:37.854317,"(4.0, 5.0, 4.9591666666666665)","(10.0, 13.5, 13.051470588235293)","(6.0, 8.0, 7.747368421052632)","(1.7, 1.86, 1.8556363636363638)","(10.0, 19.5, 18.6)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:38.997897,"(4.0, 5.0, 4.9591666666666665)","(10.0, 13.5, 13.051470588235293)","(6.0, 8.0, 7.747368421052632)","(1.7, 1.86, 1.8556363636363638)","(10.0, 19.5, 18.6)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:40.349371,"(4.0, 5.0, 4.9591666666666665)","(10.0, 13.5, 13.051470588235293)","(6.0, 8.0, 7.747368421052632)","(1.7, 1.86, 1.8556363636363638)","(10.0, 19.5, 18.6)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:41.595740,"(4.0, 5.0, 4.9591666666666665)","(10.0, 13.5, 13.053846153846154)","(6.0, 8.0, 7.747368421052632)","(1.7, 1.86, 1.8534444444444444)","(10.0, 19.5, 18.375)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:42.839499,"(4.0, 5.0, 4.9608)","(10.0, 13.5, 13.053846153846154)","(6.0, 8.0, 7.747368421052632)","(1.7, 1.86, 1.8534444444444444)","(10.0, 19.5, 18.375)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:43.992499,"(4.0, 5.0, 4.9608)","(10.0, 13.5, 13.053846153846154)","(6.0, 8.0, 7.747368421052632)","(1.7, 1.86, 1.8534444444444444)","(10.0, 19.5, 18.375)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:45.035295,"(4.0, 5.1, 5.011864406779661)","(10.0, 13.5, 13.053846153846154)","(6.0, 8.0, 7.747368421052632)","(1.7, 1.86, 1.8534444444444444)","(10.0, 19.5, 18.375)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:46.080999,"(4.0, 5.1, 5.012727272727273)","(10.0, 13.5, 13.051470588235293)","(6.0, 8.0, 7.747368421052632)","(1.7, 1.86, 1.856888888888889)","(10.0, 19.5, 18.3)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:47.215464,"(4.0, 5.1, 4.9927374301675975)","(10.0, 13.5, 13.051470588235293)","(6.0, 8.0, 7.747368421052632)","(1.7, 1.86, 1.856888888888889)","(10.0, 19.5, 18.6)","(91.0, 390.0, 256.6666666666667)"
11-01-2023 14:24:48.340202,"(4.0, 5.1, 4.990710382513662)","(10.0, 13.5, 13.051470588235293)","(6.0, 8.0, 7.747368421052632)","(1.7, 1.86, 1.856888888888889)","(10.0, 19.5, 18.6)","(91.0, 390.0, 256.6666666666667)"
