,Test The Law,Deep Point,Midnight Rush,Whatsanamegeorge,Zebella,Our Shining Star,Sir Toop,Soames,Im A Dexstar
07-01-2023 13:19:45.772486,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.636363636363637)","(5.5, 6.8, 6.575)","(11.0, 15.0, 14.25)","(3.5, 4.2, 3.8266666666666667)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 130.0)"
07-01-2023 13:19:46.970122,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.714285714285714)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 3.824242424242424)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 130.0)"
07-01-2023 13:19:48.166792,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.714285714285714)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 3.824242424242424)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 130.0)"
07-01-2023 13:19:49.325973,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.714285714285714)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 3.822222222222222)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 130.0)"
07-01-2023 13:19:50.504672,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.714285714285714)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 3.822222222222222)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 130.0)"
07-01-2023 13:19:51.663710,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.714285714285714)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 3.822222222222222)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 130.0)"
07-01-2023 13:19:52.806883,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.714285714285714)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 3.822222222222222)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 130.0)"
07-01-2023 13:19:53.963477,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.714285714285714)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 3.822222222222222)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 130.0)"
07-01-2023 13:19:55.302016,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.714285714285714)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 3.822222222222222)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 130.0)"
07-01-2023 13:19:56.447328,"(5.5, 7.2, 7.0)","(6.5, 10.0, 9.466666666666667)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 3.822222222222222)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 130.0)"
07-01-2023 13:19:57.641627,"(5.5, 7.2, 7.0)","(6.5, 10.0, 9.466666666666667)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 3.822222222222222)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 130.0)"
07-01-2023 13:19:58.841767,"(5.5, 7.2, 7.0)","(6.5, 10.0, 9.466666666666667)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 3.822222222222222)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:00.010814,"(5.5, 7.2, 7.0)","(6.5, 10.0, 9.466666666666667)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 3.848913043478261)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:01.194925,"(5.5, 7.2, 7.0)","(6.5, 10.0, 9.466666666666667)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 3.85, 4.0249999999999995)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:02.371473,"(5.5, 7.2, 7.0)","(6.5, 10.0, 9.466666666666667)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.1, 4.012499999999999)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 140.0)"
07-01-2023 13:20:03.511091,"(5.5, 7.2, 7.0)","(6.5, 10.0, 9.466666666666667)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.1, 4.012499999999999)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 140.0)"
07-01-2023 13:20:04.708151,"(5.5, 7.2, 7.0)","(6.5, 10.0, 9.466666666666667)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.1, 4.012499999999999)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 140.0)"
07-01-2023 13:20:05.913449,"(5.5, 7.2, 7.0)","(6.5, 10.0, 9.466666666666667)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.1, 4.012499999999999)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.25)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 140.0)"
07-01-2023 13:20:07.128017,"(5.5, 7.2, 7.0)","(6.5, 10.0, 9.9)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.1, 4.012499999999999)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.052631578947368)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 140.0)"
07-01-2023 13:20:08.336236,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.875)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.1, 4.012499999999999)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.052631578947368)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 140.0)"
07-01-2023 13:20:09.516815,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.875)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.1, 4.012499999999999)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.052631578947368)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 140.0)"
07-01-2023 13:20:10.726981,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.875)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.1, 4.012499999999999)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.052631578947368)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 140.0)"
07-01-2023 13:20:11.926454,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.875)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.1, 4.127272727272727)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.052631578947368)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 140.0)"
07-01-2023 13:20:13.145222,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.875)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 4.127272727272727)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.052631578947368)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 140.0)"
07-01-2023 13:20:14.361182,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.875)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 4.0)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.052631578947368)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 140.0)"
07-01-2023 13:20:15.572986,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.875)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.25)","(3.5, 4.2, 4.0)","(9.0, 13.5, 12.7)","(10.0, 15.5, 14.052631578947368)","(8.0, 9.6, 9.314285714285713)","(91.0, 160.0, 140.0)"
07-01-2023 13:20:16.827682,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.875)","(5.5, 6.8, 6.569230769230769)","(11.0, 15.0, 14.375)","(3.5, 4.2, 4.032)","(9.0, 13.5, 12.6875)","(10.0, 15.5, 13.666666666666666)","(8.0, 9.6, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:18.052938,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.870967741935484)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 14.375)","(3.5, 4.2, 4.032)","(9.0, 14.0, 12.6875)","(10.0, 15.5, 13.666666666666666)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:19.440637,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.870967741935484)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 14.375)","(3.5, 4.2, 4.032)","(9.0, 14.0, 12.6875)","(10.0, 15.5, 13.666666666666666)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:20.735213,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.870967741935484)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 14.375)","(3.5, 4.2, 4.032)","(9.0, 14.0, 12.6875)","(10.0, 15.5, 13.666666666666666)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:21.953314,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.870967741935484)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 14.375)","(3.5, 4.2, 4.0125)","(9.0, 14.0, 12.6875)","(10.0, 15.5, 13.666666666666666)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:23.140182,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.870967741935484)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 14.375)","(3.5, 4.2, 4.0125)","(9.0, 14.0, 12.6875)","(10.0, 15.5, 13.666666666666666)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:24.271781,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.870967741935484)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 14.375)","(3.5, 4.2, 4.0125)","(9.0, 14.0, 12.6875)","(10.0, 15.5, 13.666666666666666)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:25.404644,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.870967741935484)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 14.375)","(3.5, 4.2, 4.0125)","(9.0, 14.0, 12.6875)","(10.0, 15.5, 13.666666666666666)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:26.533360,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.870967741935484)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 14.375)","(3.5, 4.2, 4.0125)","(9.0, 14.0, 12.6875)","(10.0, 15.5, 13.666666666666666)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:27.642055,"(5.5, 7.2, 7.127272727272727)","(6.5, 10.0, 9.542857142857143)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.5)","(3.5, 4.2, 4.0125)","(9.0, 14.0, 12.6875)","(10.0, 15.5, 13.666666666666666)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:28.761813,"(5.5, 7.2, 6.95)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.5)","(3.5, 4.2, 4.0125)","(9.0, 14.0, 12.6875)","(10.0, 15.5, 13.666666666666666)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:29.935893,"(5.5, 7.2, 6.95)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.5)","(3.5, 4.2, 4.0125)","(9.0, 14.0, 12.6875)","(10.0, 15.5, 13.666666666666666)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:31.143163,"(5.5, 7.2, 6.95)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.5)","(3.5, 4.2, 4.0125)","(9.0, 14.0, 12.6875)","(10.0, 15.5, 13.666666666666666)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:32.352033,"(5.5, 7.2, 6.95)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.5)","(3.5, 4.2, 4.0125)","(9.0, 14.0, 13.365384615384615)","(10.0, 15.5, 13.666666666666666)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:33.526730,"(5.5, 7.2, 6.95)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.5)","(3.5, 4.2, 4.0125)","(9.0, 14.0, 13.522727272727273)","(10.0, 15.5, 14.877358490566039)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:34.734880,"(5.5, 7.2, 6.95)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.5)","(3.5, 4.2, 4.0125)","(9.0, 14.0, 14.0)","(10.0, 15.5, 14.921052631578947)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:35.933299,"(5.5, 7.2, 6.95)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.5)","(3.5, 4.2, 4.0125)","(9.0, 14.5, 13.75)","(10.0, 15.5, 12.727777777777778)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:37.116492,"(5.5, 7.2, 6.95)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.5)","(3.5, 4.2, 3.971739130434783)","(9.0, 14.5, 14.078947368421053)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:38.275990,"(5.5, 7.2, 6.95)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.2)","(3.5, 4.2, 3.971739130434783)","(9.0, 14.5, 13.5)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:39.404415,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.2)","(3.5, 4.2, 3.971739130434783)","(9.0, 14.0, 13.285714285714286)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:40.558907,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.2)","(3.5, 4.2, 3.971739130434783)","(9.0, 14.0, 13.285714285714286)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:41.657337,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.2)","(3.5, 4.2, 3.971739130434783)","(9.0, 14.0, 13.285714285714286)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:42.898183,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.5512195121951216)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.089473684210526)","(9.0, 14.0, 13.285714285714286)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:44.027643,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.5512195121951216)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.144736842105264)","(9.0, 14.0, 13.285714285714286)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:45.173253,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.5512195121951216)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.144736842105264)","(9.0, 14.0, 13.526315789473685)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:46.355476,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.144736842105264)","(9.0, 14.0, 13.526315789473685)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:47.533634,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.144736842105264)","(9.0, 14.0, 13.526315789473685)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:48.718825,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.144736842105264)","(9.0, 14.0, 13.526315789473685)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:49.892864,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.144736842105264)","(9.0, 14.0, 13.526315789473685)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:51.123567,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.144736842105264)","(9.0, 14.0, 13.526315789473685)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:52.393333,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.161111111111111)","(9.0, 14.0, 13.526315789473685)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:53.610288,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.569230769230769)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.05)","(9.0, 14.0, 13.526315789473685)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:54.866547,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.753846153846153)","(5.5, 6.8, 6.5512195121951216)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.125)","(9.0, 14.0, 13.653846153846153)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:56.104779,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.889655172413793)","(5.5, 6.8, 6.5512195121951216)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.125)","(9.0, 14.0, 13.653846153846153)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:57.330189,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.889655172413793)","(5.5, 6.8, 6.5512195121951216)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.125)","(9.0, 14.0, 13.653846153846153)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:58.516120,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.889655172413793)","(5.5, 6.8, 6.5512195121951216)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.125)","(9.0, 14.0, 13.653846153846153)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(91.0, 160.0, 130.0)"
07-01-2023 13:20:59.691076,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.889655172413793)","(5.5, 6.8, 6.5512195121951216)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.125)","(9.0, 14.0, 13.653846153846153)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(101.0, 160.0, 130.0)"
07-01-2023 13:21:00.813535,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.889655172413793)","(5.5, 6.8, 6.528)","(11.0, 17.0, 15.2)","(3.5, 4.3, 4.140000000000001)","(9.0, 14.0, 13.653846153846153)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(101.0, 160.0, 130.0)"
07-01-2023 13:21:01.919435,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.889655172413793)","(5.5, 6.8, 6.541772151898734)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.140000000000001)","(9.0, 14.0, 13.653846153846153)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(101.0, 160.0, 130.0)"
07-01-2023 13:21:02.961749,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.76)","(5.5, 6.8, 6.541772151898734)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.140000000000001)","(9.0, 14.0, 13.653846153846153)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(101.0, 160.0, 130.0)"
07-01-2023 13:21:04.069510,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.76)","(5.5, 6.8, 6.541772151898734)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.125)","(9.0, 14.0, 13.653846153846153)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(101.0, 160.0, 130.0)"
07-01-2023 13:21:05.145246,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.76)","(5.5, 6.8, 6.541772151898734)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.125)","(9.0, 14.0, 13.653846153846153)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(101.0, 160.0, 130.0)"
07-01-2023 13:21:06.326068,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.76)","(5.5, 6.8, 6.541772151898734)","(11.0, 17.0, 15.2)","(3.5, 4.2, 4.125)","(9.0, 14.0, 13.653846153846153)","(10.0, 13.0, 12.927083333333334)","(8.0, 10.0, 9.221333333333332)","(101.0, 160.0, 120.0)"
07-01-2023 13:21:07.406250,"(5.5, 7.2, 6.933333333333334)","(6.5, 10.0, 9.914285714285715)","(5.5, 6.8, 6.541772151898734)","(11.0, 17.0, 14.310344827586206)","(3.5, 4.2, 4.0625)","(9.0, 14.0, 12.944444444444445)","(10.0, 13.0, 12.95138888888889)","(8.0, 10.0, 9.222222222222221)","(101.0, 160.0, 120.0)"
07-01-2023 13:21:08.527045,"(5.5, 7.2, 6.5600000000000005)","(6.5, 10.0, 9.92)","(5.5, 6.6, 6.552941176470588)","(11.0, 15.5, 14.310344827586206)","(3.5, 4.1, 4.0625)","(9.0, 13.5, 12.944444444444445)","(10.0, 13.0, 12.95138888888889)","(8.0, 9.6, 9.222222222222221)","(101.0, 160.0, 120.0)"
07-01-2023 13:21:09.630306,"(5.5, 7.0, 6.5200000000000005)","(6.5, 11.0, 10.75)","(5.5, 6.6, 6.552941176470588)","(11.0, 15.5, 14.310344827586206)","(3.5, 4.1, 4.0625)","(9.0, 13.5, 12.944444444444445)","(10.0, 13.0, 12.95138888888889)","(8.0, 9.6, 9.222222222222221)","(101.0, 160.0, 120.0)"
07-01-2023 13:21:10.746855,"(5.5, 7.0, 6.5200000000000005)","(6.5, 11.0, 10.272727272727273)","(5.5, 6.6, 6.552941176470588)","(11.0, 15.5, 14.310344827586206)","(3.5, 4.1, 4.035714285714286)","(9.0, 13.5, 12.944444444444445)","(10.0, 13.0, 12.95138888888889)","(8.0, 9.6, 9.222222222222221)","(101.0, 160.0, 120.0)"
07-01-2023 13:21:11.837953,"(5.5, 7.0, 6.5200000000000005)","(6.5, 11.0, 10.666666666666666)","(5.5, 6.6, 6.552941176470588)","(11.0, 15.5, 14.12)","(3.5, 4.1, 4.035714285714286)","(9.0, 13.5, 12.944444444444445)","(10.0, 13.0, 12.95138888888889)","(8.0, 9.6, 9.222222222222221)","(101.0, 160.0, 130.0)"
07-01-2023 13:21:12.977027,"(5.5, 7.0, 6.5200000000000005)","(6.5, 11.0, 10.666666666666666)","(5.5, 6.6, 6.552941176470588)","(11.0, 15.5, 13.73076923076923)","(3.5, 4.1, 4.035714285714286)","(9.0, 13.5, 12.944444444444445)","(10.0, 13.0, 12.95138888888889)","(8.0, 9.6, 9.222222222222221)","(101.0, 160.0, 130.0)"
