,Chromatic Lass,Little O Little E,Bank Card,Gattolottasparkle,Phantom Queen,Lady Gangster,Las Vegas Blvd,Warriorinthehouse,Blue Mountain,Valued Energy
16-12-2022 10:35:54.424780,"(2.5, 2.74, 2.4927272727272727)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 28.0, 21.0)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 65.0, 46.833333333333336)","(2.25, 2.5, 2.2600000000000002)","(26.0, 340.0, 180.5)"
16-12-2022 10:35:55.565256,"(2.5, 2.74, 2.4927272727272727)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 28.0, 21.0)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 65.0, 46.833333333333336)","(2.25, 2.5, 2.2600000000000002)","(26.0, 340.0, 180.5)"
16-12-2022 10:35:56.699381,"(2.5, 2.74, 2.4927272727272727)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 28.0, 21.0)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 65.0, 46.833333333333336)","(2.25, 2.5, 2.2600000000000002)","(26.0, 340.0, 180.5)"
16-12-2022 10:35:57.864179,"(2.5, 2.74, 2.4927272727272727)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 28.0, 21.0)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 65.0, 46.833333333333336)","(2.25, 2.5, 2.186153846153846)","(26.0, 340.0, 180.5)"
16-12-2022 10:35:59.040642,"(2.5, 2.74, 2.4927272727272727)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 28.0, 21.0)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 65.0, 46.833333333333336)","(2.25, 2.5, 2.186153846153846)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:00.222228,"(2.5, 2.74, 2.4927272727272727)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 28.0, 21.0)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 65.0, 46.833333333333336)","(2.25, 2.5, 2.186153846153846)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:01.394996,"(2.5, 2.74, 2.4927272727272727)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 28.0, 21.0)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 65.0, 46.833333333333336)","(2.25, 2.5, 2.186153846153846)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:02.545330,"(2.5, 2.72, 2.52)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 28.0, 21.0)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 65.0, 46.833333333333336)","(2.25, 2.5, 2.186153846153846)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:03.710595,"(2.5, 2.72, 2.52)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 28.0, 24.375)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 65.0, 42.75)","(2.25, 2.5, 2.186153846153846)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:04.894707,"(2.5, 2.72, 2.52)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 29.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 75.0, 42.75)","(2.25, 2.5, 2.2190243902439026)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:06.046845,"(2.5, 2.72, 2.52)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 75.0, 42.75)","(2.25, 2.5, 2.2190243902439026)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:07.215297,"(2.5, 2.72, 2.52)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 75.0, 42.75)","(2.25, 2.5, 2.2190243902439026)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:08.409896,"(2.5, 2.72, 2.52)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 75.0, 42.75)","(2.25, 2.5, 2.2190243902439026)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:09.595942,"(2.5, 2.7, 2.5125)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 75.0, 42.75)","(2.25, 2.5, 2.223076923076923)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:10.720730,"(2.5, 2.7, 2.5125)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 75.0, 42.75)","(2.25, 2.5, 2.223076923076923)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:11.813329,"(2.5, 2.7, 2.5125)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 75.0, 42.75)","(2.25, 2.5, 2.223076923076923)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:12.937232,"(2.5, 2.7, 2.5125)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 75.0, 42.75)","(2.25, 2.5, 2.223076923076923)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:14.083826,"(2.5, 2.68, 2.4763636363636365)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 75.0, 42.75)","(2.25, 2.5, 2.223076923076923)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:15.232052,"(2.5, 2.68, 2.4763636363636365)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 85.0, 40.3)","(2.25, 2.5, 2.186153846153846)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:16.362645,"(2.5, 2.68, 2.4763636363636365)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 85.0, 40.3)","(2.25, 2.5, 2.186153846153846)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:17.518936,"(2.5, 2.68, 2.4763636363636365)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 85.0, 40.3)","(2.25, 2.5, 2.2190243902439026)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:18.581656,"(2.5, 2.68, 2.4763636363636365)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 85.0, 40.3)","(2.25, 2.5, 2.2190243902439026)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:19.752924,"(2.5, 2.68, 2.4763636363636365)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 85.0, 40.3)","(2.25, 2.5, 2.223076923076923)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:20.909287,"(2.5, 2.68, 2.4763636363636365)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 85.0, 40.3)","(2.25, 2.5, 2.223076923076923)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:22.054964,"(2.5, 2.68, 2.4763636363636365)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 85.0, 40.3)","(2.25, 2.5, 2.223076923076923)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:23.265207,"(2.5, 2.68, 2.4763636363636365)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 85.0, 38.66666666666667)","(2.25, 2.5, 2.223076923076923)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:24.471277,"(2.5, 2.68, 2.4763636363636365)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 95.0, 38.66666666666667)","(2.25, 2.5, 2.223076923076923)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:25.636021,"(2.5, 2.68, 2.4763636363636365)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 95.0, 38.66666666666667)","(2.25, 2.5, 2.186153846153846)","(26.0, 340.0, 180.5)"
16-12-2022 10:36:26.747771,"(2.5, 2.68, 2.4763636363636365)","(61.0, 920.0, 322.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 95.0, 170.16666666666666)","(2.25, 2.5, 2.186153846153846)","(26.0, 340.0, 175.5)"
16-12-2022 10:36:27.926477,"(2.5, 2.68, 2.4763636363636365)","(61.0, 930.0, 326.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.186153846153846)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:29.111234,"(2.5, 2.68, 2.4763636363636365)","(61.0, 930.0, 326.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.2190243902439026)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:30.223608,"(2.5, 2.68, 2.4763636363636365)","(61.0, 930.0, 326.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.2190243902439026)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:31.425484,"(2.5, 2.68, 2.4763636363636365)","(61.0, 930.0, 326.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.223076923076923)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:32.582729,"(2.5, 2.68, 2.4763636363636365)","(61.0, 930.0, 326.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.223076923076923)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:33.750861,"(2.5, 2.68, 2.4763636363636365)","(61.0, 930.0, 326.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.223076923076923)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:34.888390,"(2.5, 2.68, 2.4763636363636365)","(61.0, 930.0, 326.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.223076923076923)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:35.964029,"(2.5, 2.68, 2.4763636363636365)","(61.0, 930.0, 326.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.186153846153846)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:37.062150,"(2.5, 2.68, 2.4763636363636365)","(61.0, 930.0, 326.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.186153846153846)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:38.148572,"(2.5, 2.68, 2.4763636363636365)","(61.0, 950.0, 332.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.186153846153846)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:39.264521,"(2.5, 2.68, 2.4763636363636365)","(61.0, 950.0, 332.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.2190243902439026)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:40.424227,"(2.5, 2.8, 2.4206896551724135)","(61.0, 950.0, 332.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.2190243902439026)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:41.567688,"(2.5, 2.78, 2.457)","(61.0, 950.0, 332.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.223076923076923)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:42.693586,"(2.5, 2.78, 2.478235294117647)","(61.0, 950.0, 332.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.223076923076923)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:43.847180,"(2.5, 2.78, 2.443846153846154)","(61.0, 950.0, 332.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.223076923076923)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:45.018849,"(2.5, 2.78, 2.443846153846154)","(61.0, 950.0, 332.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.223076923076923)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:46.215766,"(2.5, 2.78, 2.443846153846154)","(61.0, 950.0, 332.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.223076923076923)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:47.473491,"(2.5, 2.78, 2.443846153846154)","(61.0, 950.0, 332.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.223076923076923)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:48.701637,"(2.5, 2.78, 2.443846153846154)","(61.0, 950.0, 332.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.223076923076923)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:49.902203,"(2.5, 2.78, 2.443846153846154)","(61.0, 950.0, 332.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.223076923076923)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:51.136333,"(2.5, 2.78, 2.443846153846154)","(61.0, 950.0, 332.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.204615384615385)","(26.0, 330.0, 175.5)"
16-12-2022 10:36:52.310533,"(2.5, 2.78, 2.443846153846154)","(61.0, 950.0, 332.6666666666667)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 190.0, 138.33333333333331)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.204615384615385)","(26.0, 330.0, 185.5)"
16-12-2022 10:36:53.485038,"(2.5, 2.78, 2.443846153846154)","(61.0, 960.0, 336.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 200.0, 138.33333333333331)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.204615384615385)","(26.0, 350.0, 185.5)"
16-12-2022 10:36:54.643473,"(2.5, 2.78, 2.443846153846154)","(61.0, 960.0, 336.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 200.0, 138.33333333333331)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.204615384615385)","(26.0, 350.0, 185.5)"
16-12-2022 10:36:55.848499,"(2.5, 2.78, 2.443846153846154)","(61.0, 960.0, 336.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 200.0, 138.33333333333331)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.204615384615385)","(26.0, 350.0, 185.5)"
16-12-2022 10:36:57.034483,"(2.5, 2.78, 2.443846153846154)","(61.0, 960.0, 336.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 200.0, 138.33333333333331)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.204615384615385)","(26.0, 350.0, 185.5)"
16-12-2022 10:36:58.165355,"(2.5, 2.78, 2.443846153846154)","(61.0, 960.0, 336.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 200.0, 138.33333333333331)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.204615384615385)","(26.0, 350.0, 185.5)"
16-12-2022 10:36:59.294304,"(2.5, 2.78, 2.443846153846154)","(61.0, 960.0, 336.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 200.0, 138.33333333333331)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.204615384615385)","(26.0, 350.0, 185.5)"
16-12-2022 10:37:00.378990,"(2.5, 2.78, 2.443846153846154)","(61.0, 960.0, 336.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 200.0, 138.33333333333331)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.310526315789474)","(26.0, 350.0, 185.5)"
16-12-2022 10:37:01.520828,"(2.5, 2.76, 2.4539999999999997)","(61.0, 960.0, 336.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 200.0, 138.33333333333331)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.310526315789474)","(26.0, 350.0, 185.5)"
16-12-2022 10:37:02.655349,"(2.5, 2.76, 2.4539999999999997)","(61.0, 960.0, 336.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 200.0, 138.33333333333331)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.310526315789474)","(26.0, 350.0, 185.5)"
16-12-2022 10:37:03.815583,"(2.5, 2.76, 2.4539999999999997)","(61.0, 960.0, 336.0)","(26.0, 990.0, 747.375)","(15.0, 990.0, 664.5)","(9.0, 34.0, 24.6)","(18.0, 200.0, 138.33333333333331)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.25, 2.5, 2.310526315789474)","(26.0, 350.0, 185.5)"
16-12-2022 10:37:05.021199,"(2.5, 2.76, 2.4539999999999997)","(61.0, 960.0, 336.0)","(26.0, 990.0, 747.375)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.6)","(18.0, 200.0, 138.33333333333331)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.15, 2.5, 2.3357894736842106)","(26.0, 350.0, 185.5)"
16-12-2022 10:37:06.200613,"(2.5, 2.76, 2.4539999999999997)","(61.0, 960.0, 336.0)","(26.0, 990.0, 747.375)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.6)","(18.0, 200.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 170.16666666666666)","(2.15, 2.5, 2.3357894736842106)","(26.0, 350.0, 170.5)"
16-12-2022 10:37:07.362750,"(2.5, 2.76, 2.4539999999999997)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 747.375)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 215.78571428571428)","(2.15, 2.5, 2.3357894736842106)","(26.0, 320.0, 170.5)"
16-12-2022 10:37:08.543509,"(2.5, 2.76, 2.4539999999999997)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 747.375)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 215.78571428571428)","(2.15, 2.5, 2.3357894736842106)","(26.0, 320.0, 170.5)"
16-12-2022 10:37:09.684796,"(2.5, 2.74, 2.4566666666666666)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 747.375)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 215.78571428571428)","(2.15, 2.5, 2.278461538461538)","(26.0, 320.0, 170.5)"
16-12-2022 10:37:10.862303,"(2.5, 2.74, 2.4566666666666666)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 747.375)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 215.78571428571428)","(2.15, 2.5, 2.278461538461538)","(26.0, 320.0, 170.5)"
16-12-2022 10:37:12.022481,"(2.5, 2.74, 2.4566666666666666)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 747.375)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 215.78571428571428)","(2.15, 2.5, 2.278461538461538)","(26.0, 320.0, 170.5)"
16-12-2022 10:37:13.182543,"(2.5, 2.74, 2.4566666666666666)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 747.375)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 215.78571428571428)","(2.15, 2.5, 2.3111475409836064)","(26.0, 320.0, 170.5)"
16-12-2022 10:37:14.345981,"(2.5, 2.72, 2.448)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 747.375)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.6)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 19.9)","(12.0, 250.0, 215.78571428571428)","(2.15, 2.5, 2.3111475409836064)","(26.0, 320.0, 170.5)"
