,Tudor Folk,River Matt,Slingshot Snoop,Shes The Grouse,Golden State,Dark Horse
11-01-2023 09:13:37.624914,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:38.720827,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:39.745514,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:41.096155,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:42.202672,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:43.074797,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:43.992575,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:44.970362,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:46.180151,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:47.335722,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:48.511583,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:49.584901,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:50.541479,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:51.488945,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:52.498313,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:53.462570,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:54.497482,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:55.439810,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:56.494897,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:57.629739,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:58.668774,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:13:59.629309,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:00.672643,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:01.598426,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:02.513551,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:03.479378,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:04.502802,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:05.531540,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:06.533575,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:07.516619,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:08.419348,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:09.360435,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:10.311090,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:11.327006,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:12.350943,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:13.394759,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:14.364434,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:15.272431,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:16.244669,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:17.220954,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:18.211396,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:19.107876,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:20.096893,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:21.066926,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:21.920115,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:22.874059,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:23.889228,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:24.882995,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:25.865123,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:26.778268,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:27.709726,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:28.644784,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:29.579096,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:30.642111,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:31.763866,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:32.835520,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:33.778015,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:34.643991,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:35.603858,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:36.575887,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:37.531951,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:38.459804,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:39.428417,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:40.279634,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:41.158659,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:42.166648,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:43.147965,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:44.216006,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:45.178549,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:46.060458,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:47.018229,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:48.085993,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:49.068680,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:49.991510,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:50.959308,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:51.861460,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:52.731211,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:53.715586,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:54.777624,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:55.721834,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:56.616757,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:57.665155,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:58.827355,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:14:59.748123,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:00.720121,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:01.766007,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:02.780603,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:03.704088,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:04.824783,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:05.924963,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:07.092596,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:08.255406,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:09.213145,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:10.242251,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:11.241819,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:12.233417,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:13.349721,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:14.456443,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:15.347858,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:16.221465,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:17.213179,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:18.222682,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:19.237095,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
11-01-2023 09:15:20.184581,"(41.0, 450.0, 309.6666666666667)","(3.0, 8.6, 5.343859649122807)","(2.4, 3.5, 3.466666666666667)","(6.5, 27.0, 19.012500000000003)","(5.0, 21.0, 15.0)","(7.5, 29.0, 20.390476190476193)"
