,Tudor Folk,River Matt,Slingshot Snoop,Shes The Grouse,Golden State,Dark Horse
11-01-2023 09:27:52.853880,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:27:53.821770,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:27:54.768699,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:27:55.790367,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:27:56.855492,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:27:57.830644,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:27:58.860491,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:27:59.902747,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:00.884155,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:01.881083,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:02.829136,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:03.784154,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:04.705253,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:05.656203,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:06.650476,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:07.688705,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:08.635109,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:09.572166,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:10.540823,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:11.471557,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:12.484103,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:13.480215,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:14.471199,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:15.455889,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:16.426597,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:17.394730,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:18.468451,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:19.444497,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:20.374893,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:21.323461,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:22.312726,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:23.281515,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:24.262651,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:25.218577,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:26.154398,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:27.026478,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:27.990033,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:29.003633,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:29.940139,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:30.894236,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:31.840673,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:32.731706,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:33.733475,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:34.735292,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:35.793193,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:36.809140,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:37.786740,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:38.758002,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:39.783751,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:40.877130,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:41.961050,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:42.995076,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:43.949213,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:44.933694,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:45.933579,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:47.036543,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:48.123564,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:49.159932,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:50.205815,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:51.187896,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:52.185445,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:53.280199,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:54.316338,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:55.536706,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:56.666280,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:57.709056,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:58.850814,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:28:59.888146,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:00.982909,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:02.139361,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:03.212098,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:04.261980,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:05.350668,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:06.455656,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:07.565547,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:08.583704,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:09.595510,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:10.626837,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:11.713634,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:12.834268,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:13.911409,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:14.909420,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:15.936316,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:16.928141,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:18.063206,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:19.189099,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:20.286438,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:21.266810,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:22.348121,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:23.428352,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:24.500997,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:25.571052,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:26.630262,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:27.585029,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:28.620027,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:29.740194,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:30.827235,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:31.844168,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:32.741044,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:33.848063,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:34.922972,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:36.035679,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:37.237809,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:38.231880,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:39.154341,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
11-01-2023 09:29:40.314121,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 12.0, 10.309090909090909)","(5.0, 11.0, 9.333333333333332)","(7.5, 16.5, 14.075)"
