,Finniss Whisper,Vega Black,Succession,Pink Confetti,Cawbourne Donna,Finniss Eagle,Dashing Kara,Hey Day
06-01-2023 12:51:29.256423,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.6875)","(6.5, 11.0, 8.24)","(9.0, 22.0, 12.416666666666666)","(41.0, 370.0, 100.0)","(41.0, 270.0, 102.85714285714286)","(6.0, 12.5, 8.142857142857142)"
06-01-2023 12:51:30.511951,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.6875)","(6.5, 11.0, 8.24)","(9.0, 22.0, 12.416666666666666)","(41.0, 370.0, 100.0)","(41.0, 270.0, 102.85714285714286)","(6.0, 12.5, 8.285714285714285)"
06-01-2023 12:51:31.845348,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.6961538461538463)","(6.5, 11.0, 8.24)","(9.0, 22.0, 12.416666666666666)","(41.0, 370.0, 100.0)","(41.0, 270.0, 102.85714285714286)","(6.0, 12.5, 8.115384615384615)"
06-01-2023 12:51:33.150623,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.7625)","(6.5, 11.0, 8.24)","(9.0, 22.0, 12.416666666666666)","(41.0, 370.0, 100.0)","(41.0, 270.0, 102.85714285714286)","(6.0, 12.5, 8.115384615384615)"
06-01-2023 12:51:34.396944,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.7625)","(6.5, 11.0, 8.24)","(9.0, 22.0, 12.416666666666666)","(41.0, 370.0, 100.0)","(41.0, 270.0, 102.85714285714286)","(6.0, 12.5, 8.115384615384615)"
06-01-2023 12:51:35.735064,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.8375)","(6.5, 11.0, 8.24)","(9.0, 22.0, 12.416666666666666)","(41.0, 370.0, 100.0)","(41.0, 270.0, 102.85714285714286)","(6.0, 12.5, 6.954545454545455)"
06-01-2023 12:51:37.085263,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.8375)","(6.5, 11.0, 8.24)","(9.0, 22.0, 12.416666666666666)","(41.0, 370.0, 103.33333333333334)","(41.0, 270.0, 102.85714285714286)","(6.0, 12.5, 6.954545454545455)"
06-01-2023 12:51:38.428078,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.8375)","(6.5, 11.0, 8.24)","(9.0, 22.0, 12.416666666666666)","(41.0, 390.0, 103.33333333333334)","(41.0, 270.0, 102.85714285714286)","(6.0, 12.5, 6.954545454545455)"
06-01-2023 12:51:39.706388,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.8375)","(6.5, 11.0, 8.24)","(9.0, 22.0, 12.416666666666666)","(41.0, 390.0, 103.33333333333334)","(41.0, 270.0, 102.85714285714286)","(6.0, 12.5, 6.954545454545455)"
06-01-2023 12:51:41.200758,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.44)","(6.5, 11.0, 8.24)","(9.0, 22.0, 12.416666666666666)","(41.0, 390.0, 103.33333333333334)","(41.0, 270.0, 102.85714285714286)","(6.0, 12.5, 6.954545454545455)"
06-01-2023 12:51:42.525541,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.6961538461538463)","(6.5, 11.0, 8.24)","(9.0, 22.0, 12.416666666666666)","(41.0, 390.0, 103.33333333333334)","(41.0, 270.0, 102.85714285714286)","(6.0, 12.5, 6.954545454545455)"
06-01-2023 12:51:43.874597,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.730769230769231)","(6.5, 11.0, 8.24)","(9.0, 22.0, 13.375)","(41.0, 390.0, 110.8)","(41.0, 270.0, 160.44444444444446)","(6.0, 12.5, 6.954545454545455)"
06-01-2023 12:51:45.446103,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.6875)","(6.5, 11.0, 7.933333333333334)","(9.0, 22.0, 12.1)","(41.0, 370.0, 110.8)","(41.0, 260.0, 160.44444444444446)","(6.0, 12.5, 6.954545454545455)"
06-01-2023 12:51:47.087129,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.6875)","(6.5, 11.0, 7.933333333333334)","(9.0, 22.0, 12.1)","(41.0, 370.0, 114.0)","(41.0, 260.0, 119.57142857142858)","(6.0, 12.5, 7.961538461538462)"
06-01-2023 12:51:48.569827,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.730769230769231)","(6.5, 11.0, 7.933333333333334)","(9.0, 22.0, 12.1)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 7.961538461538462)"
06-01-2023 12:51:49.940747,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.534090909090909)","(6.5, 11.0, 7.4222222222222225)","(9.0, 22.0, 12.1)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 8.142857142857142)"
06-01-2023 12:51:51.217402,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.534090909090909)","(6.5, 11.0, 7.4222222222222225)","(9.0, 22.0, 12.1)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 8.285714285714285)"
06-01-2023 12:51:52.575864,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.56)","(6.5, 11.0, 7.4222222222222225)","(9.0, 22.0, 12.1)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 8.115384615384615)"
06-01-2023 12:51:53.971743,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.56)","(6.5, 11.0, 7.4222222222222225)","(9.0, 22.0, 12.1)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 8.115384615384615)"
06-01-2023 12:51:55.378992,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.4909090909090907)","(6.5, 11.0, 7.4222222222222225)","(9.0, 22.0, 12.222222222222221)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 8.115384615384615)"
06-01-2023 12:51:56.714985,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.714814814814815)","(6.5, 11.0, 7.4222222222222225)","(9.0, 22.0, 13.0)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 6.954545454545455)"
06-01-2023 12:51:58.044929,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.714814814814815)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 13.0)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 6.954545454545455)"
06-01-2023 12:51:59.351753,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.714814814814815)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 13.0)","(41.0, 370.0, 130.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 8.433333333333334)"
06-01-2023 12:52:00.697209,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.714814814814815)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 13.0)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 8.433333333333334)"
06-01-2023 12:52:02.418841,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.714814814814815)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 13.0)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 7.961538461538462)"
06-01-2023 12:52:04.018840,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.714814814814815)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.333333333333334)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 7.961538461538462)"
06-01-2023 12:52:05.486084,"(2.35, 3.2, 2.68)","(9.0, 19.5, 12.5)","(3.3, 4.7, 3.714814814814815)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.333333333333334)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 8.0)"
06-01-2023 12:52:06.852838,"(2.35, 3.2, 2.642857142857143)","(9.0, 19.5, 10.75)","(3.3, 4.7, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.333333333333334)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 8.142857142857142)"
06-01-2023 12:52:08.142430,"(2.35, 3.2, 2.642857142857143)","(9.0, 19.5, 10.5)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.333333333333334)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 7.961538461538462)"
06-01-2023 12:52:09.425982,"(2.35, 3.2, 2.642857142857143)","(9.0, 19.5, 10.5)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.333333333333334)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 7.961538461538462)"
06-01-2023 12:52:10.782396,"(2.35, 3.2, 2.642857142857143)","(9.0, 19.5, 10.5)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.333333333333334)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 7.961538461538462)"
06-01-2023 12:52:11.946279,"(2.35, 3.2, 2.642857142857143)","(9.0, 19.5, 10.5)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.333333333333334)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 8.794117647058824)"
06-01-2023 12:52:13.141725,"(2.35, 3.2, 2.642857142857143)","(9.0, 19.5, 10.5)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.333333333333334)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:14.325719,"(2.35, 3.2, 2.642857142857143)","(9.0, 19.5, 10.5)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.333333333333334)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:15.458502,"(2.35, 3.2, 2.642857142857143)","(9.0, 19.5, 10.5)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.333333333333334)","(41.0, 370.0, 114.0)","(41.0, 270.0, 119.57142857142858)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:16.698505,"(2.35, 3.2, 2.642857142857143)","(9.0, 19.5, 12.5)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.333333333333334)","(41.0, 370.0, 101.66666666666666)","(41.0, 270.0, 120.85714285714286)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:17.941034,"(2.35, 3.2, 2.642857142857143)","(9.0, 19.5, 12.5)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 14.2)","(41.0, 360.0, 146.66666666666669)","(41.0, 270.0, 120.85714285714286)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:19.237752,"(2.35, 3.2, 2.642857142857143)","(9.0, 19.5, 12.5)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 14.2)","(41.0, 340.0, 146.66666666666669)","(41.0, 270.0, 120.85714285714286)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:20.536265,"(2.35, 3.2, 2.642857142857143)","(9.0, 19.5, 12.5)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.777777777777779)","(41.0, 340.0, 146.66666666666669)","(41.0, 270.0, 120.85714285714286)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:21.629061,"(2.35, 3.2, 2.642857142857143)","(9.0, 19.5, 12.5)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.777777777777779)","(41.0, 340.0, 146.66666666666669)","(41.0, 270.0, 97.5)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:22.942679,"(2.35, 3.2, 2.628)","(9.0, 19.5, 16.5)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.777777777777779)","(41.0, 340.0, 98.33333333333334)","(41.0, 270.0, 97.5)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:24.186139,"(2.35, 3.2, 2.628)","(9.0, 19.5, 12.633333333333333)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.777777777777779)","(41.0, 340.0, 98.33333333333334)","(41.0, 270.0, 97.5)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:25.343270,"(2.35, 3.2, 2.628)","(9.0, 19.5, 12.633333333333333)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.777777777777779)","(41.0, 340.0, 98.33333333333334)","(41.0, 270.0, 97.5)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:26.454326,"(2.35, 3.2, 2.628)","(9.0, 19.5, 12.633333333333333)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.777777777777779)","(41.0, 340.0, 98.33333333333334)","(41.0, 270.0, 97.5)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:27.594323,"(2.35, 3.2, 2.628)","(9.0, 19.5, 12.633333333333333)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 12.777777777777779)","(41.0, 340.0, 98.33333333333334)","(41.0, 270.0, 97.5)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:28.768617,"(2.35, 3.2, 2.628)","(9.0, 19.5, 12.633333333333333)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 14.753846153846155)","(41.0, 340.0, 98.33333333333334)","(41.0, 270.0, 97.5)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:29.924101,"(2.35, 3.2, 2.628)","(9.0, 19.5, 12.633333333333333)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 14.753846153846155)","(41.0, 340.0, 98.33333333333334)","(41.0, 270.0, 97.5)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:30.931219,"(2.35, 3.2, 2.628)","(9.0, 19.5, 12.633333333333333)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 14.753846153846155)","(41.0, 340.0, 98.33333333333334)","(41.0, 270.0, 97.5)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:32.128336,"(2.35, 3.2, 2.628)","(9.0, 19.5, 12.633333333333333)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 14.753846153846155)","(41.0, 340.0, 98.33333333333334)","(41.0, 270.0, 97.5)","(6.0, 12.5, 9.11111111111111)"
06-01-2023 12:52:33.312189,"(2.35, 3.2, 2.628)","(9.0, 19.5, 12.633333333333333)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 14.753846153846155)","(41.0, 340.0, 98.33333333333334)","(41.0, 270.0, 97.5)","(6.0, 12.5, 7.583333333333333)"
06-01-2023 12:52:34.529051,"(2.35, 3.2, 2.628)","(9.0, 19.5, 12.633333333333333)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 14.753846153846155)","(41.0, 340.0, 98.33333333333334)","(41.0, 270.0, 97.5)","(6.0, 12.5, 7.583333333333333)"
06-01-2023 12:52:36.050710,"(2.35, 3.2, 2.628)","(9.0, 19.5, 12.633333333333333)","(3.3, 4.6, 4.455555555555556)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 14.753846153846155)","(41.0, 340.0, 98.33333333333334)","(41.0, 270.0, 97.5)","(6.0, 12.5, 9.222222222222221)"
06-01-2023 12:52:37.450011,"(2.35, 3.2, 2.628)","(9.0, 19.5, 12.633333333333333)","(3.3, 4.6, 3.625)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 14.753846153846155)","(41.0, 340.0, 102.5)","(41.0, 270.0, 62.8)","(6.0, 12.5, 8.115384615384615)"
06-01-2023 12:52:38.585825,"(2.35, 3.2, 2.628)","(9.0, 19.5, 12.633333333333333)","(3.3, 4.6, 3.625)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 14.753846153846155)","(41.0, 340.0, 136.42857142857144)","(41.0, 250.0, 62.8)","(6.0, 12.5, 7.916666666666667)"
06-01-2023 12:52:39.940465,"(2.35, 3.2, 2.628)","(9.0, 19.5, 14.35)","(3.3, 4.5, 3.925)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 136.42857142857144)","(41.0, 250.0, 62.8)","(6.0, 12.5, 7.916666666666667)"
06-01-2023 12:52:41.193334,"(2.35, 3.2, 2.628)","(9.0, 19.5, 14.35)","(3.3, 4.5, 3.925)","(6.5, 11.0, 7.4222222222222225)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 136.42857142857144)","(41.0, 250.0, 141.0)","(6.0, 12.5, 9.0625)"
06-01-2023 12:52:42.551025,"(2.35, 3.2, 2.628)","(9.0, 19.5, 14.35)","(3.3, 4.5, 3.925)","(6.5, 11.0, 7.92)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 210.45454545454547)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:52:43.747553,"(2.35, 3.2, 2.628)","(9.0, 19.5, 14.35)","(3.3, 4.5, 3.925)","(6.5, 11.0, 8.06)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 210.45454545454547)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:52:44.857404,"(2.35, 3.2, 2.628)","(9.0, 19.5, 14.35)","(3.3, 4.5, 3.925)","(6.5, 11.0, 8.06)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 210.45454545454547)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:52:46.057958,"(2.35, 3.2, 2.628)","(9.0, 19.5, 14.35)","(3.3, 4.5, 3.477777777777778)","(6.5, 11.0, 8.06)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 210.45454545454547)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:52:47.296688,"(2.35, 3.2, 2.628)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.5, 3.7666666666666666)","(6.5, 11.0, 8.34)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 210.45454545454547)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:52:48.501170,"(2.35, 3.2, 2.628)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 8.581818181818182)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 210.45454545454547)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:52:49.586720,"(2.35, 3.2, 2.628)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 8.581818181818182)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 210.45454545454547)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:52:50.861276,"(2.35, 3.2, 2.628)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 8.581818181818182)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 210.45454545454547)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:52:52.159652,"(2.35, 3.2, 2.628)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 8.709090909090909)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 210.45454545454547)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:52:53.249606,"(2.35, 3.2, 2.628)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 8.709090909090909)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 210.45454545454547)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:52:54.402994,"(2.35, 3.2, 2.628)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 8.836363636363636)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 210.45454545454547)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:52:55.564898,"(2.35, 3.2, 2.628)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 8.836363636363636)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 104.28571428571428)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:52:56.692744,"(2.35, 3.2, 2.628)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 8.025)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 104.28571428571428)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:52:57.916855,"(2.35, 3.2, 2.628)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 8.025)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 104.28571428571428)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:52:59.076868,"(2.35, 3.2, 2.628)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 8.025)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 104.28571428571428)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:53:00.173042,"(2.35, 3.2, 2.628)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 8.025)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 104.28571428571428)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:53:01.249584,"(2.35, 3.2, 2.628)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 8.025)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 104.28571428571428)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:53:02.363441,"(2.35, 3.2, 2.628)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 7.5)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 104.28571428571428)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:53:03.474007,"(2.35, 3.2, 2.695294117647059)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 7.5)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 104.28571428571428)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:53:04.612757,"(2.35, 3.2, 2.695294117647059)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 7.5)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 104.28571428571428)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:53:05.737222,"(2.35, 3.2, 2.695294117647059)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 7.5)","(9.0, 23.0, 11.266666666666667)","(41.0, 340.0, 104.28571428571428)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:53:06.898375,"(2.35, 3.2, 2.695294117647059)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 7.5)","(9.0, 23.0, 11.833333333333334)","(41.0, 340.0, 108.57142857142857)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:53:08.031019,"(2.35, 3.2, 2.695294117647059)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 7.5)","(9.0, 22.0, 11.833333333333334)","(41.0, 340.0, 108.57142857142857)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:53:09.155095,"(2.35, 3.2, 2.695294117647059)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 7.5)","(9.0, 22.0, 11.833333333333334)","(41.0, 340.0, 108.57142857142857)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:53:10.324319,"(2.35, 3.2, 2.695294117647059)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 7.5)","(9.0, 22.0, 11.833333333333334)","(41.0, 340.0, 108.57142857142857)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:53:11.575982,"(2.35, 3.2, 2.695294117647059)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 7.5)","(9.0, 22.0, 11.833333333333334)","(41.0, 340.0, 108.57142857142857)","(41.0, 240.0, 141.0)","(6.0, 12.5, 8.25)"
06-01-2023 12:53:12.746154,"(2.35, 3.2, 2.695294117647059)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 7.5)","(9.0, 22.0, 11.155555555555557)","(41.0, 340.0, 108.57142857142857)","(41.0, 240.0, 62.8)","(6.0, 12.5, 8.25)"
06-01-2023 12:53:13.912716,"(2.35, 3.2, 2.695294117647059)","(9.0, 19.5, 11.774999999999999)","(3.3, 4.6, 3.7666666666666666)","(6.5, 11.0, 7.5)","(9.0, 22.0, 11.155555555555557)","(41.0, 340.0, 108.57142857142857)","(41.0, 250.0, 62.8)","(6.0, 12.5, 8.25)"
