,Buckle Up Zabiba,Commander Beven,Hang On Sloopy,Border Star,Call Me Otto,Homer Peritas,Classy Crook,Call Me Kane
09-01-2023 18:24:11.060536,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 42.0, 25.75)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:12.558292,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 42.0, 25.75)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:13.998249,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 42.0, 25.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:15.491654,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 25.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:17.031387,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 25.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:18.593410,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 25.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:20.149980,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 25.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:21.606822,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 25.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:23.016026,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 25.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:24.455196,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:25.957643,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:27.486963,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:29.044291,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:30.478154,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:31.841373,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:33.222477,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:34.668606,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:36.102833,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:37.674731,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:39.049574,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:40.480791,"(6.5, 13.0, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:42.104387,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 12.942857142857143)","(17.0, 40.0, 22.0)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:43.543095,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 12.942857142857143)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:44.888295,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 12.942857142857143)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:46.476614,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 12.942857142857143)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:47.822475,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 12.942857142857143)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:49.431374,"(6.5, 12.5, 7.1000000000000005)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 12.942857142857143)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:50.773288,"(6.5, 12.5, 7.1000000000000005)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 12.942857142857143)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:24:52.013182,"(6.5, 12.5, 7.1000000000000005)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 13.3)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:24:53.330107,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.5, 13.3)","(17.0, 40.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:24:54.546250,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.5, 13.3)","(17.0, 40.0, 25.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:24:55.820271,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.5, 13.3)","(17.0, 40.0, 22.545454545454547)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:24:57.100403,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.5, 13.3)","(17.0, 40.0, 22.545454545454547)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:24:58.509792,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.5, 13.3)","(17.0, 40.0, 22.545454545454547)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:24:59.793328,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.5, 13.3)","(17.0, 40.0, 22.545454545454547)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:01.144640,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.5, 13.3)","(17.0, 40.0, 22.545454545454547)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:02.508368,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.5, 13.3)","(17.0, 40.0, 22.545454545454547)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:03.847959,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.5, 13.3)","(17.0, 40.0, 22.545454545454547)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:05.246002,"(6.5, 12.5, 7.1000000000000005)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.5, 12.942857142857143)","(17.0, 40.0, 22.545454545454547)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:06.598769,"(6.5, 12.5, 7.1000000000000005)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 12.942857142857143)","(17.0, 40.0, 22.545454545454547)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:07.922037,"(6.5, 12.5, 7.1000000000000005)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 13.3)","(17.0, 40.0, 22.545454545454547)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:09.560653,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.5, 12.942857142857143)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:10.990018,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.867924528301887)","(8.0, 15.0, 13.0)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:12.298658,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.867924528301887)","(8.0, 15.0, 13.0)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:13.558134,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.6818181818181817)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:14.841461,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.6818181818181817)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:16.128879,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 4.040909090909091)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:17.540235,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 4.9, 4.040909090909091)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:18.828965,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 4.9, 4.040909090909091)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:20.097846,"(6.5, 12.5, 7.775)","(2.0, 3.05, 2.984375)","(3.6, 4.9, 3.99)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:21.400192,"(6.5, 12.5, 9.350000000000001)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.054166666666667)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:22.613953,"(6.5, 12.5, 9.350000000000001)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:23.841390,"(6.5, 12.5, 9.885714285714286)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:25.027417,"(6.5, 12.5, 9.55)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:26.249553,"(6.5, 12.5, 10.057142857142857)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:27.442465,"(6.5, 12.5, 9.75)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:28.649542,"(6.5, 12.5, 9.350000000000001)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:30.053584,"(6.5, 12.5, 9.885714285714286)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:31.261075,"(6.5, 12.5, 9.55)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:32.517491,"(6.5, 12.5, 9.350000000000001)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:33.627409,"(6.5, 12.5, 9.350000000000001)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:35.199708,"(6.5, 12.5, 9.55)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:36.350489,"(6.5, 12.5, 9.55)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:37.552280,"(6.5, 12.5, 9.350000000000001)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:38.680680,"(6.5, 12.5, 9.885714285714286)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:39.883344,"(6.5, 12.5, 9.885714285714286)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:41.102286,"(6.5, 12.5, 9.55)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:42.267467,"(6.5, 12.5, 9.55)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:43.457662,"(6.5, 12.5, 9.350000000000001)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:44.543457,"(6.5, 12.5, 9.75)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:45.817285,"(6.5, 12.5, 9.350000000000001)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:47.116357,"(6.5, 12.5, 9.350000000000001)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:48.434543,"(6.5, 12.5, 9.885714285714286)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 24.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 44.0)"
09-01-2023 18:25:49.596199,"(6.5, 12.5, 9.55)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 26.666666666666664)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:25:50.772101,"(6.5, 13.0, 7.5600000000000005)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 26.666666666666664)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:25:51.931153,"(6.5, 13.0, 8.05)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 26.666666666666664)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:25:53.160285,"(6.5, 13.0, 7.88)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 26.666666666666664)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:25:54.359326,"(6.5, 13.0, 7.5600000000000005)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 26.666666666666664)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:25:55.556247,"(6.5, 13.0, 7.5600000000000005)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 26.666666666666664)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:25:56.750390,"(6.5, 13.0, 8.05)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 26.666666666666664)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:25:57.964876,"(6.5, 13.0, 7.88)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 26.666666666666664)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:25:59.167227,"(6.5, 13.0, 7.5600000000000005)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 26.666666666666664)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:26:00.401042,"(6.5, 13.0, 8.05)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 26.666666666666664)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 48.75)"
09-01-2023 18:26:01.746814,"(6.5, 13.0, 7.88)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 26.666666666666664)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 48.75)"
09-01-2023 18:26:02.961961,"(6.5, 13.0, 7.88)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 26.666666666666664)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 48.75)"
09-01-2023 18:26:04.096726,"(6.5, 13.0, 7.5600000000000005)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 26.666666666666664)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 48.75)"
09-01-2023 18:26:05.307688,"(6.5, 12.5, 9.350000000000001)","(2.0, 3.05, 2.7925)","(3.6, 4.9, 4.2700000000000005)","(8.0, 15.0, 12.733333333333334)","(17.0, 40.0, 26.666666666666664)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 48.75)"
