,Liberty Royal,Maximum Sophie,Inga Letty,Reel It In,Myola Knight,Inter Clem,Silver Power,Indigo Indy
09-01-2023 15:34:44.209201,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:34:45.440442,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:34:46.575537,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:34:47.770743,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:34:48.897460,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:34:50.067262,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:34:51.255038,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:34:52.496465,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:34:53.719185,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:34:54.961504,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:34:56.160741,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:34:57.315989,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:34:58.789094,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:00.499798,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:01.761047,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:03.082539,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:04.451495,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:05.715903,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:06.912774,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:08.187845,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:09.462984,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:10.743758,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:12.023224,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:13.376172,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:14.670952,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:15.939973,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:17.202662,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:18.469270,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.5)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 24.11111111111111)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:19.758139,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:20.995671,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:22.279213,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.630666666666667)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 2.7488)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:23.592086,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:24.893711,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:26.093277,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:27.295676,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:28.478913,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:29.844126,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:30.988948,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:32.347348,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:33.654793,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:34.967568,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:36.124351,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:37.627423,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:38.925849,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:40.169983,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:41.714488,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 17.153846153846153)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:43.049209,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:44.429672,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:45.585728,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:46.804672,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:48.090553,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:49.397218,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 30.647058823529413)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:51.034001,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 29.25)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:52.314891,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 29.25)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:53.777813,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 29.25)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:55.202707,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 29.25)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:56.564203,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 29.25)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:57.899824,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 29.25)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:35:59.186661,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 29.25)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:00.455442,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 29.25)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:01.792779,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 27.375)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:03.295201,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 27.375)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:05.027488,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 27.375)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:06.575823,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 27.375)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:07.879226,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 27.375)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:09.084265,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 27.375)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:10.323482,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 27.375)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:11.585683,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 27.375)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:12.828569,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 26.636363636363637)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:14.148052,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 26.636363636363637)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:15.467273,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 26.636363636363637)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:16.772832,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 26.636363636363637)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:18.060999,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 26.636363636363637)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:19.418716,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 26.636363636363637)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:20.881636,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:22.180462,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:23.408508,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:24.693237,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:25.862952,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:36:26.966652,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.11111111111111)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
