,Liberty Royal,Maximum Sophie,Inga Letty,Reel It In,Myola Knight,Inter Clem,Silver Power,Indigo Indy
09-01-2023 15:40:04.173335,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:05.481066,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:06.845850,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:08.250942,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:09.643075,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:11.048715,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:12.533382,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:13.842824,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:15.100257,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:16.548164,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:18.024308,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:19.417083,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:20.761592,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:22.199143,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:23.527274,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:24.842474,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:26.185130,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:27.507201,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:28.692927,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:29.860053,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:30.956725,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:32.186427,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:33.280373,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:34.412359,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:35.571776,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:36.788192,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:38.018260,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 210.83333333333331)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:39.256036,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:40.543108,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:41.789562,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:42.977852,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:44.161768,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:45.395371,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:46.539249,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:47.726836,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:48.909532,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:50.100580,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:51.245950,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:52.397536,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:53.517045,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:54.591594,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:55.600335,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:56.636329,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:57.732023,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:40:58.846605,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:00.025972,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:01.207929,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:02.346563,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:03.555778,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:04.745375,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:05.919479,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:07.176334,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:08.381654,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:09.587125,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:10.786674,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 187.0)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:12.079246,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 187.0)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:13.269471,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 187.0)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:14.502166,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 187.0)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:15.937529,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 187.0)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:17.221493,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 187.0)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:18.490307,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 187.0)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:19.590251,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 187.0)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:20.801349,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:21.996317,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:23.275245,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:24.462916,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 118.57142857142857)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:25.668704,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:26.920239,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:28.109912,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:29.285714,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:30.560854,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:31.771169,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:33.001276,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:34.207886,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:35.476448,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:36.613891,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:37.795695,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:39.010481,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:40.223261,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:41.354916,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:41:42.497309,"(3.7, 5.7, 4.596153846153847)","(2.6, 4.1, 2.8405714285714287)","(11.0, 23.0, 21.68)","(10.0, 22.0, 19.047619047619047)","(41.0, 340.0, 168.88888888888889)","(2.8, 4.4, 3.024)","(14.0, 38.0, 24.38888888888889)","(26.0, 290.0, 104.28571428571429)"
