,Ultimate Ad,Maxwell Robyn Nz,Incognito,Clementsorrell,Sunshine Karamea,Bently Bullet,Will I Am,Ice Blaster,The Maldives
10-01-2023 13:23:54.142654,"(6.0, 10.5, 8.15)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 92.5)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 44.44444444444444)"
10-01-2023 13:23:55.546479,"(6.0, 10.5, 8.15)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 92.5)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 44.44444444444444)"
10-01-2023 13:23:56.909542,"(6.0, 10.5, 8.15)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 92.5)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 44.44444444444444)"
10-01-2023 13:23:58.358261,"(6.0, 10.5, 8.15)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 92.5)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 44.44444444444444)"
10-01-2023 13:23:59.696154,"(6.0, 10.5, 8.15)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 92.5)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 44.44444444444444)"
10-01-2023 13:24:01.093381,"(6.0, 10.5, 8.15)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 92.5)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 44.44444444444444)"
10-01-2023 13:24:02.792284,"(6.0, 10.5, 8.15)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 92.5)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 44.44444444444444)"
10-01-2023 13:24:04.329141,"(6.0, 10.5, 8.15)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 92.5)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 44.44444444444444)"
10-01-2023 13:24:05.837890,"(6.0, 10.5, 8.15)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 92.5)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 44.44444444444444)"
10-01-2023 13:24:07.179792,"(6.0, 10.5, 8.15)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 92.5)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 44.44444444444444)"
10-01-2023 13:24:08.533677,"(6.0, 10.5, 8.15)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 118.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 40.125)"
10-01-2023 13:24:09.941191,"(6.0, 10.5, 8.15)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 118.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 40.125)"
10-01-2023 13:24:11.291766,"(6.0, 10.5, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 118.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 40.125)"
10-01-2023 13:24:12.611144,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 118.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 40.125)"
10-01-2023 13:24:14.008054,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 118.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 40.125)"
10-01-2023 13:24:15.344216,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 118.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.666666666666664)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 40.125)"
10-01-2023 13:24:16.704911,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 118.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 36.6)"
10-01-2023 13:24:18.083576,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 118.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:19.487712,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 118.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:20.865622,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 118.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:22.324364,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 118.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:23.752998,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 118.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:25.086375,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 118.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:26.510052,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:27.959211,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:29.407853,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:30.789943,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:32.247132,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:33.639455,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:35.053243,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:36.442198,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:37.770953,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:39.128188,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:40.428106,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.16)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 120.0, 58.5)","(18.0, 60.0, 29.333333333333336)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.6)"
10-01-2023 13:24:41.719185,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 5.08)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 120.0, 60.4)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:24:43.062439,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.6, 6.550000000000001)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 150.0, 72.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:24:44.404701,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.4, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 72.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:24:45.764189,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 72.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:24:47.265636,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:24:48.704918,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:24:50.077350,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:24:51.570592,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:24:53.137792,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:24:54.591749,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:24:55.949427,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:24:57.280293,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:24:58.667970,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:25:00.022300,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:25:01.471006,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:25:02.774357,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:25:04.151482,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:25:05.492111,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:25:06.834642,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:25:08.238223,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:25:09.562225,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:25:10.845065,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:25:12.172032,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:25:13.482111,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:25:14.934527,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 36.8)"
10-01-2023 13:25:16.221764,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 44.92307692307692)"
10-01-2023 13:25:17.499156,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 45.285714285714285)"
10-01-2023 13:25:18.735612,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 45.285714285714285)"
10-01-2023 13:25:19.942834,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 45.285714285714285)"
10-01-2023 13:25:21.211606,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 45.285714285714285)"
10-01-2023 13:25:22.598422,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 45.285714285714285)"
10-01-2023 13:25:24.225201,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 45.285714285714285)"
10-01-2023 13:25:25.700545,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 45.285714285714285)"
10-01-2023 13:25:27.180841,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 39.5)","(51.0, 220.0, 169.0)","(31.0, 140.0, 52.57142857142857)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 45.285714285714285)"
10-01-2023 13:25:28.494666,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 45.66666666666667)","(51.0, 220.0, 163.33333333333334)","(31.0, 140.0, 62.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 45.285714285714285)"
10-01-2023 13:25:29.765869,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 45.66666666666667)","(51.0, 220.0, 163.33333333333334)","(31.0, 140.0, 62.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 45.285714285714285)"
10-01-2023 13:25:31.014965,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 45.66666666666667)","(51.0, 220.0, 163.33333333333334)","(31.0, 140.0, 62.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 45.285714285714285)"
10-01-2023 13:25:32.337788,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 45.66666666666667)","(51.0, 220.0, 163.33333333333334)","(31.0, 140.0, 62.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 45.285714285714285)"
10-01-2023 13:25:33.683239,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 45.66666666666667)","(51.0, 220.0, 163.33333333333334)","(31.0, 140.0, 62.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 45.285714285714285)"
10-01-2023 13:25:35.004009,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 45.66666666666667)","(51.0, 220.0, 163.33333333333334)","(31.0, 140.0, 62.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 45.285714285714285)"
10-01-2023 13:25:36.319981,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 45.66666666666667)","(51.0, 220.0, 163.33333333333334)","(31.0, 140.0, 62.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 50.0, 43.57142857142857)"
10-01-2023 13:25:37.643728,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 45.66666666666667)","(51.0, 220.0, 163.33333333333334)","(31.0, 140.0, 62.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 43.57142857142857)"
10-01-2023 13:25:38.884854,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 45.66666666666667)","(51.0, 220.0, 163.33333333333334)","(31.0, 140.0, 62.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 48.0, 41.85714285714286)"
10-01-2023 13:25:40.129737,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 45.66666666666667)","(51.0, 220.0, 163.33333333333334)","(31.0, 140.0, 62.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 46.0, 41.85714285714286)"
10-01-2023 13:25:41.390866,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 45.66666666666667)","(51.0, 220.0, 163.33333333333334)","(31.0, 140.0, 62.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 46.0, 41.85714285714286)"
10-01-2023 13:25:42.689707,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 45.66666666666667)","(51.0, 220.0, 163.33333333333334)","(31.0, 140.0, 62.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 46.0, 41.85714285714286)"
10-01-2023 13:25:43.971865,"(6.0, 10.0, 8.6)","(2.0, 99999, 99990)","(3.8, 7.2, 5.92)","(18.0, 60.0, 45.66666666666667)","(51.0, 220.0, 163.33333333333334)","(31.0, 140.0, 62.0)","(18.0, 60.0, 42.8)","(6.0, 11.0, 9.466666666666667)","(18.0, 46.0, 41.85714285714286)"
