,Projector,Hello Jett,Rock Icon,Tabasco Lad,Deloris Bale,Edsel Bale,Regenerate
14-12-2022 11:55:51.941373,"(1.45, 1.63, 1.6147619047619048)","(10.0, 16.0, 14.902439024390244)","(71.0, 150.0, 143.33333333333334)","(9.0, 15.5, 13.96)","(5.0, 8.2, 7.575609756097561)","(10.0, 18.0, 16.434210526315788)","(17.0, 36.0, 33.096774193548384)"
14-12-2022 11:55:52.908964,"(1.45, 1.62, 1.6133333333333335)","(10.0, 16.0, 14.902439024390244)","(71.0, 150.0, 143.33333333333334)","(9.0, 16.0, 14.0)","(5.0, 8.2, 7.575609756097561)","(10.0, 18.0, 16.66176470588235)","(17.0, 36.0, 32.53846153846154)"
14-12-2022 11:55:53.998792,"(1.45, 1.62, 1.6133333333333335)","(10.0, 16.0, 14.902439024390244)","(71.0, 150.0, 143.84615384615384)","(9.0, 16.0, 13.484848484848484)","(5.0, 8.2, 7.780327868852458)","(10.0, 18.0, 16.941860465116278)","(17.0, 36.0, 33.3)"
14-12-2022 11:55:54.954398,"(1.45, 1.63, 1.6225)","(10.0, 16.0, 15.021739130434783)","(71.0, 150.0, 143.84615384615384)","(9.0, 15.5, 13.484848484848484)","(5.0, 8.2, 7.780327868852458)","(10.0, 18.0, 16.941860465116278)","(17.0, 36.0, 33.38709677419355)"
14-12-2022 11:55:56.027454,"(1.45, 1.63, 1.61)","(10.0, 16.0, 15.166666666666666)","(71.0, 150.0, 143.84615384615384)","(9.0, 15.5, 13.13953488372093)","(5.0, 8.2, 7.780327868852458)","(10.0, 18.0, 16.941860465116278)","(17.0, 36.0, 33.38709677419355)"
14-12-2022 11:55:57.024605,"(1.45, 1.63, 1.61)","(10.0, 16.0, 15.166666666666666)","(71.0, 150.0, 143.84615384615384)","(9.0, 15.5, 13.13953488372093)","(5.0, 8.2, 7.780327868852458)","(10.0, 18.0, 16.941860465116278)","(17.0, 36.0, 33.38709677419355)"
14-12-2022 11:55:58.473333,"(1.45, 1.63, 1.61)","(10.0, 16.0, 15.166666666666666)","(71.0, 150.0, 143.84615384615384)","(9.0, 15.5, 13.13953488372093)","(5.0, 8.2, 7.780327868852458)","(10.0, 18.0, 16.941860465116278)","(17.0, 36.0, 33.38709677419355)"
14-12-2022 11:55:59.811999,"(1.45, 1.63, 1.61)","(10.0, 16.0, 15.166666666666666)","(71.0, 150.0, 143.84615384615384)","(9.0, 15.5, 13.13953488372093)","(5.0, 8.2, 7.780327868852458)","(10.0, 18.0, 16.941860465116278)","(17.0, 36.0, 33.38709677419355)"
14-12-2022 11:56:00.951147,"(1.45, 1.63, 1.61)","(10.0, 16.0, 15.166666666666666)","(71.0, 150.0, 143.84615384615384)","(9.0, 15.5, 13.13953488372093)","(5.0, 8.2, 7.780327868852458)","(10.0, 18.0, 16.941860465116278)","(17.0, 36.0, 33.38709677419355)"
14-12-2022 11:56:01.895126,"(1.45, 1.63, 1.61)","(10.0, 16.0, 15.166666666666666)","(71.0, 150.0, 143.84615384615384)","(9.0, 15.5, 13.13953488372093)","(5.0, 8.2, 7.780327868852458)","(10.0, 18.0, 16.941860465116278)","(17.0, 36.0, 33.38709677419355)"
14-12-2022 11:56:02.820995,"(1.45, 1.63, 1.61)","(10.0, 16.0, 15.166666666666666)","(71.0, 150.0, 143.84615384615384)","(9.0, 15.5, 13.13953488372093)","(5.0, 8.2, 7.780327868852458)","(10.0, 18.0, 16.941860465116278)","(17.0, 36.0, 33.38709677419355)"
14-12-2022 11:56:03.744527,"(1.45, 1.63, 1.61)","(10.0, 16.0, 15.166666666666666)","(71.0, 150.0, 143.84615384615384)","(9.0, 15.5, 13.13953488372093)","(5.0, 8.2, 7.780327868852458)","(10.0, 18.0, 16.941860465116278)","(17.0, 36.0, 33.38709677419355)"
14-12-2022 11:56:04.669961,"(1.45, 1.63, 1.6257142857142857)","(10.0, 16.0, 15.166666666666666)","(71.0, 150.0, 144.66666666666666)","(9.0, 15.0, 13.029411764705882)","(5.0, 8.2, 7.792156862745097)","(10.0, 18.0, 17.0625)","(17.0, 36.0, 36.0)"
14-12-2022 11:56:05.594735,"(1.45, 1.62, 1.6)","(10.0, 16.0, 14.357142857142858)","(71.0, 150.0, 143.84615384615384)","(9.0, 14.5, 13.029411764705882)","(5.0, 8.2, 7.792156862745097)","(10.0, 18.0, 17.772727272727273)","(17.0, 40.0, 30.1)"
14-12-2022 11:56:06.559608,"(1.45, 1.62, 1.6)","(10.0, 16.0, 14.357142857142858)","(71.0, 150.0, 143.84615384615384)","(9.0, 14.5, 13.029411764705882)","(5.0, 8.2, 7.792156862745097)","(10.0, 18.0, 17.772727272727273)","(17.0, 40.0, 30.1)"
14-12-2022 11:56:07.564569,"(1.45, 1.62, 1.6)","(10.0, 16.0, 14.357142857142858)","(71.0, 150.0, 143.84615384615384)","(9.0, 14.5, 13.029411764705882)","(5.0, 8.2, 7.792156862745097)","(10.0, 18.0, 17.772727272727273)","(17.0, 40.0, 30.1)"
14-12-2022 11:56:08.515302,"(1.45, 1.62, 1.5857142857142859)","(10.0, 15.5, 14.59090909090909)","(71.0, 150.0, 143.84615384615384)","(9.0, 14.5, 13.0)","(5.0, 8.2, 7.55)","(10.0, 18.0, 17.88095238095238)","(17.0, 40.0, 30.1)"
14-12-2022 11:56:09.549632,"(1.45, 1.62, 1.616)","(10.0, 15.5, 14.357142857142858)","(71.0, 150.0, 138.57142857142858)","(9.0, 14.5, 12.7)","(5.0, 8.2, 7.744999999999999)","(10.0, 18.0, 17.423076923076923)","(17.0, 40.0, 30.0)"
14-12-2022 11:56:10.735798,"(1.45, 1.62, 1.618)","(10.0, 15.5, 13.976190476190476)","(71.0, 150.0, 144.28571428571428)","(9.0, 14.5, 12.7)","(5.0, 8.2, 7.766666666666666)","(10.0, 18.5, 18.357142857142858)","(17.0, 40.0, 30.0)"
14-12-2022 11:56:12.241711,"(1.45, 1.63, 1.626)","(10.0, 15.5, 14.166666666666666)","(71.0, 150.0, 146.66666666666666)","(9.0, 14.0, 12.736842105263158)","(5.0, 8.0, 7.67)","(10.0, 18.5, 17.88095238095238)","(17.0, 40.0, 36.07142857142857)"
14-12-2022 11:56:13.343263,"(1.45, 1.63, 1.6277777777777778)","(10.0, 15.5, 14.166666666666666)","(71.0, 150.0, 146.66666666666666)","(9.0, 14.0, 12.736842105263158)","(5.0, 8.0, 7.652631578947369)","(10.0, 18.0, 17.88095238095238)","(17.0, 40.0, 36.07142857142857)"
14-12-2022 11:56:14.414711,"(1.45, 1.64, 1.62125)","(10.0, 15.5, 13.9)","(71.0, 150.0, 146.66666666666666)","(9.0, 14.0, 12.736842105263158)","(5.0, 8.0, 7.764285714285714)","(10.0, 18.0, 17.423076923076923)","(17.0, 40.0, 36.07142857142857)"
14-12-2022 11:56:15.627996,"(1.45, 1.64, 1.626)","(10.0, 15.5, 13.9)","(71.0, 150.0, 146.66666666666666)","(9.0, 14.0, 12.411764705882353)","(5.0, 8.0, 7.764285714285714)","(11.0, 18.0, 17.88095238095238)","(18.0, 40.0, 36.07142857142857)"
14-12-2022 11:56:16.698907,"(1.45, 1.63, 1.6033333333333333)","(10.0, 15.5, 13.9)","(71.0, 150.0, 146.66666666666666)","(9.0, 14.0, 12.411764705882353)","(5.0, 8.0, 7.88)","(11.0, 18.0, 17.1)","(18.0, 40.0, 36.07142857142857)"
14-12-2022 11:56:17.631843,"(1.45, 1.63, 1.6033333333333333)","(10.0, 15.5, 13.916666666666666)","(71.0, 150.0, 146.66666666666666)","(9.0, 14.0, 12.411764705882353)","(5.0, 8.0, 7.88)","(11.0, 18.0, 17.1)","(18.0, 40.0, 36.61538461538461)"
14-12-2022 11:56:18.683093,"(1.45, 1.63, 1.5966666666666667)","(10.0, 15.5, 13.916666666666666)","(71.0, 150.0, 146.66666666666666)","(9.0, 14.0, 12.5)","(5.0, 8.0, 7.88)","(11.0, 18.0, 17.75)","(18.0, 40.0, 36.61538461538461)"
14-12-2022 11:56:19.758264,"(1.45, 1.62, 1.6)","(10.0, 15.5, 13.916666666666666)","(71.0, 150.0, 157.5)","(9.0, 14.0, 12.325581395348838)","(5.0, 8.0, 7.808)","(11.0, 18.0, 19.1)","(18.0, 40.0, 35.0)"
14-12-2022 11:56:20.745859,"(1.45, 1.58, 1.573846153846154)","(10.0, 15.5, 14.681818181818182)","(71.0, 160.0, 157.5)","(9.0, 14.0, 12.325581395348838)","(5.0, 8.0, 7.808)","(11.0, 19.5, 17.944444444444443)","(18.0, 38.0, 38.31578947368421)"
14-12-2022 11:56:21.647501,"(1.45, 1.58, 1.5747619047619048)","(10.0, 15.5, 15.142857142857142)","(71.0, 160.0, 157.5)","(9.0, 13.5, 12.807692307692308)","(5.0, 8.0, 7.4375)","(11.0, 20.0, 18.25)","(18.0, 40.0, 38.31578947368421)"
14-12-2022 11:56:22.668129,"(1.45, 1.58, 1.5747619047619048)","(10.0, 16.0, 14.722222222222221)","(71.0, 160.0, 157.5)","(9.0, 13.5, 12.38888888888889)","(5.0, 8.0, 7.735294117647059)","(11.0, 20.0, 18.25)","(18.0, 40.0, 39.5)"
14-12-2022 11:56:23.703934,"(1.45, 1.58, 1.573846153846154)","(10.0, 16.0, 14.75)","(71.0, 160.0, 157.5)","(9.0, 13.5, 12.38888888888889)","(5.0, 8.0, 7.735294117647059)","(11.0, 20.0, 18.25)","(18.0, 40.0, 39.5)"
14-12-2022 11:56:24.757142,"(1.45, 1.58, 1.5780952380952382)","(10.0, 16.0, 14.935483870967742)","(71.0, 160.0, 157.5)","(9.0, 13.5, 12.38888888888889)","(5.0, 8.0, 7.689655172413794)","(11.0, 20.0, 18.181818181818183)","(18.0, 44.0, 39.5)"
14-12-2022 11:56:25.718776,"(1.45, 1.58, 1.5780952380952382)","(10.0, 16.0, 14.935483870967742)","(71.0, 160.0, 157.5)","(9.0, 13.5, 12.38888888888889)","(5.0, 8.0, 7.689655172413794)","(11.0, 20.0, 18.181818181818183)","(18.0, 44.0, 39.5)"
14-12-2022 11:56:26.838505,"(1.45, 1.57, 1.5766666666666667)","(10.0, 16.0, 14.076923076923077)","(71.0, 160.0, 158.33333333333334)","(9.0, 13.5, 12.362068965517242)","(5.0, 8.0, 7.71875)","(11.0, 20.0, 18.181818181818183)","(18.0, 44.0, 38.0)"
14-12-2022 11:56:27.933795,"(1.4, 1.58, 1.5757142857142858)","(11.0, 16.0, 14.076923076923077)","(81.0, 160.0, 158.33333333333334)","(9.0, 13.5, 12.952380952380953)","(5.0, 8.0, 7.353846153846154)","(12.0, 20.0, 18.181818181818183)","(20.0, 44.0, 37.73913043478261)"
14-12-2022 11:56:29.030054,"(1.4, 1.59, 1.5857142857142859)","(11.0, 16.0, 14.333333333333334)","(81.0, 160.0, 158.33333333333334)","(9.0, 14.5, 12.952380952380953)","(5.0, 7.4, 7.71875)","(12.0, 20.0, 18.55)","(20.0, 44.0, 38.54545454545455)"
14-12-2022 11:56:30.060653,"(1.4, 1.58, 1.5781818181818184)","(11.0, 16.0, 14.076923076923077)","(81.0, 160.0, 158.8235294117647)","(9.0, 14.5, 13.03448275862069)","(5.0, 8.0, 7.689655172413794)","(12.0, 19.5, 18.071428571428573)","(20.0, 44.0, 38.54545454545455)"
14-12-2022 11:56:31.072205,"(1.4, 1.59, 1.5875000000000001)","(11.0, 16.0, 14.055555555555555)","(81.0, 160.0, 158.8235294117647)","(9.0, 15.0, 14.76923076923077)","(5.0, 8.0, 7.689655172413794)","(12.0, 19.5, 18.071428571428573)","(20.0, 44.0, 38.75)"
14-12-2022 11:56:32.042945,"(1.4, 1.58, 1.5786666666666667)","(11.0, 16.0, 14.25)","(81.0, 160.0, 158.8235294117647)","(9.0, 15.0, 14.76923076923077)","(5.0, 8.0, 7.7727272727272725)","(12.0, 19.5, 18.071428571428573)","(20.0, 44.0, 38.75)"
14-12-2022 11:56:33.298587,"(1.4, 1.55, 1.5416666666666667)","(11.0, 16.0, 14.23076923076923)","(81.0, 160.0, 158.88888888888889)","(9.0, 15.0, 14.166666666666666)","(5.0, 8.0, 7.708333333333333)","(12.0, 19.5, 18.0)","(20.0, 44.0, 38.75)"
14-12-2022 11:56:34.392865,"(1.4, 1.58, 1.56)","(11.0, 16.0, 14.516129032258064)","(81.0, 160.0, 159.1304347826087)","(9.0, 15.0, 14.166666666666666)","(5.0, 8.0, 7.708333333333333)","(12.0, 19.5, 17.884615384615383)","(20.0, 44.0, 40.888888888888886)"
14-12-2022 11:56:35.406904,"(1.4, 1.56, 1.5404545454545455)","(11.0, 16.0, 14.857142857142858)","(81.0, 160.0, 159.0909090909091)","(9.0, 15.0, 14.6875)","(5.0, 8.0, 7.735849056603773)","(12.0, 19.5, 17.884615384615383)","(20.0, 44.0, 40.5)"
14-12-2022 11:56:36.478573,"(1.4, 1.57, 1.56)","(11.0, 16.0, 14.941176470588236)","(81.0, 160.0, 159.0909090909091)","(9.0, 15.0, 13.666666666666666)","(5.0, 8.0, 7.735849056603773)","(12.0, 19.5, 17.954545454545453)","(20.0, 44.0, 41.333333333333336)"
14-12-2022 11:56:37.576422,"(1.4, 1.58, 1.5766666666666667)","(11.0, 16.0, 14.857142857142858)","(81.0, 160.0, 159.0909090909091)","(10.0, 15.0, 13.181818181818182)","(5.5, 7.6, 7.523809523809524)","(13.0, 19.5, 17.976190476190474)","(21.0, 44.0, 42.0)"
14-12-2022 11:56:38.809221,"(1.4, 1.56, 1.5590000000000002)","(11.0, 16.0, 14.5)","(81.0, 160.0, 159.1304347826087)","(10.0, 15.0, 13.166666666666666)","(5.5, 7.6, 7.523809523809524)","(13.0, 19.5, 17.976190476190474)","(21.0, 44.0, 40.888888888888886)"
14-12-2022 11:56:40.032121,"(1.4, 1.56, 1.5579807692307692)","(11.0, 16.0, 14.941176470588236)","(81.0, 160.0, 159.1304347826087)","(10.0, 14.5, 13.166666666666666)","(5.5, 7.6, 7.493333333333333)","(13.0, 19.5, 17.976190476190474)","(21.0, 44.0, 42.0)"
14-12-2022 11:56:41.123632,"(1.4, 1.56, 1.5542857142857143)","(11.0, 16.0, 15.2)","(81.0, 160.0, 159.1304347826087)","(10.0, 14.5, 13.166666666666666)","(5.5, 7.6, 7.493333333333333)","(13.0, 19.5, 17.976190476190474)","(21.0, 44.0, 42.0)"
14-12-2022 11:56:42.166665,"(1.4, 1.56, 1.559433962264151)","(11.0, 16.0, 15.2)","(81.0, 160.0, 159.1304347826087)","(10.0, 14.5, 13.15)","(5.5, 7.6, 7.542857142857143)","(13.0, 19.5, 17.9)","(21.0, 44.0, 42.0)"
14-12-2022 11:56:43.168801,"(1.4, 1.56, 1.559568345323741)","(11.0, 16.0, 14.5)","(81.0, 160.0, 159.0909090909091)","(10.0, 14.5, 13.15)","(5.5, 8.0, 7.733333333333333)","(13.0, 19.5, 17.9)","(21.0, 44.0, 41.666666666666664)"
14-12-2022 11:56:44.234035,"(1.4, 1.54, 1.5365238095238096)","(11.0, 16.0, 14.857142857142858)","(81.0, 160.0, 159.0909090909091)","(10.0, 14.5, 13.12)","(5.5, 8.0, 7.712820512820513)","(13.0, 19.5, 17.595238095238095)","(21.0, 44.0, 41.666666666666664)"
14-12-2022 11:56:45.206103,"(1.4, 1.56, 1.5550000000000002)","(11.0, 16.0, 14.5)","(81.0, 160.0, 159.0909090909091)","(10.0, 14.5, 13.12)","(5.5, 8.0, 7.761702127659575)","(13.0, 19.5, 17.595238095238095)","(21.0, 44.0, 35.111111111111114)"
14-12-2022 11:56:46.239912,"(1.4, 1.56, 1.5550000000000002)","(11.0, 15.0, 14.25)","(81.0, 160.0, 159.1304347826087)","(10.0, 14.5, 13.267857142857142)","(5.5, 7.6, 7.5771428571428565)","(13.0, 19.5, 17.595238095238095)","(21.0, 44.0, 39.2)"
14-12-2022 11:56:47.306076,"(1.4, 1.56, 1.5571428571428572)","(11.0, 15.0, 13.818181818181818)","(81.0, 180.0, 177.3913043478261)","(10.0, 14.5, 13.267857142857142)","(5.5, 7.6, 7.818181818181818)","(13.0, 19.5, 17.595238095238095)","(21.0, 44.0, 39.2)"
14-12-2022 11:56:48.369585,"(1.4, 1.56, 1.5525)","(11.0, 15.0, 13.5)","(81.0, 180.0, 177.3913043478261)","(10.0, 14.5, 13.267857142857142)","(5.5, 8.0, 7.7)","(13.0, 19.5, 17.595238095238095)","(21.0, 44.0, 40.857142857142854)"
14-12-2022 11:56:49.516766,"(1.4, 1.55, 1.545)","(11.0, 15.0, 14.384615384615385)","(81.0, 180.0, 177.3913043478261)","(10.0, 14.5, 13.267857142857142)","(5.5, 8.0, 7.9513513513513505)","(13.0, 19.5, 17.595238095238095)","(21.0, 48.0, 43.714285714285715)"
14-12-2022 11:56:50.535481,"(1.4, 1.55, 1.5376190476190477)","(11.0, 15.0, 14.272727272727273)","(81.0, 200.0, 188.88888888888889)","(10.0, 14.5, 13.340909090909092)","(5.5, 8.2, 8.048275862068966)","(13.0, 19.5, 17.595238095238095)","(21.0, 48.0, 43.714285714285715)"
14-12-2022 11:56:51.629082,"(1.4, 1.54, 1.5390566037735849)","(11.0, 15.0, 13.615384615384615)","(81.0, 200.0, 188.88888888888889)","(10.0, 14.5, 13.340909090909092)","(5.5, 8.2, 8.088)","(13.0, 19.5, 17.595238095238095)","(21.0, 48.0, 39.42857142857143)"
14-12-2022 11:56:52.795404,"(1.4, 1.54, 1.5376470588235294)","(11.0, 15.0, 13.75)","(81.0, 200.0, 188.88888888888889)","(10.0, 14.5, 13.326086956521738)","(5.5, 8.2, 8.088)","(13.0, 19.5, 17.595238095238095)","(21.0, 48.0, 43.38461538461539)"
14-12-2022 11:56:53.899904,"(1.4, 1.54, 1.5319047619047619)","(11.0, 15.0, 13.703703703703704)","(81.0, 200.0, 188.88888888888889)","(10.0, 14.5, 13.326086956521738)","(5.5, 8.2, 8.088)","(13.0, 19.5, 17.595238095238095)","(21.0, 48.0, 43.5)"
14-12-2022 11:56:54.974015,"(1.4, 1.54, 1.5337037037037038)","(11.0, 15.0, 13.636363636363637)","(81.0, 200.0, 188.88888888888889)","(10.0, 14.5, 13.326086956521738)","(5.5, 8.2, 7.971428571428571)","(13.0, 19.5, 17.595238095238095)","(21.0, 48.0, 44.0)"
14-12-2022 11:56:56.015730,"(1.4, 1.54, 1.5355555555555556)","(11.0, 15.0, 13.75)","(81.0, 200.0, 188.88888888888889)","(10.0, 14.5, 13.326086956521738)","(5.5, 8.2, 7.971428571428571)","(13.0, 19.5, 17.595238095238095)","(21.0, 46.0, 36.0)"
14-12-2022 11:56:57.130714,"(1.4, 1.54, 1.532)","(11.0, 15.0, 13.75)","(81.0, 200.0, 188.88888888888889)","(10.0, 13.5, 13.375)","(5.5, 8.2, 8.151724137931033)","(13.0, 19.5, 17.595238095238095)","(21.0, 48.0, 39.0)"
14-12-2022 11:56:58.129765,"(1.4, 1.54, 1.5352631578947369)","(11.0, 15.0, 14.347826086956522)","(81.0, 200.0, 188.46153846153845)","(10.0, 13.0, 12.916666666666666)","(5.5, 8.2, 8.151724137931033)","(13.0, 19.5, 17.595238095238095)","(21.0, 48.0, 39.0)"
14-12-2022 11:56:59.041566,"(1.4, 1.54, 1.5355555555555556)","(11.0, 15.0, 14.166666666666666)","(81.0, 200.0, 188.46153846153845)","(10.0, 13.5, 12.58695652173913)","(5.5, 8.2, 8.153333333333332)","(13.0, 19.5, 17.595238095238095)","(21.0, 48.0, 39.0)"
14-12-2022 11:56:59.987402,"(1.4, 1.54, 1.5342857142857143)","(11.0, 15.0, 14.558823529411764)","(81.0, 200.0, 187.14285714285714)","(10.0, 13.5, 12.45)","(5.5, 8.2, 8.059999999999999)","(13.0, 19.5, 17.595238095238095)","(21.0, 48.0, 39.0)"
14-12-2022 11:57:00.963683,"(1.4, 1.56, 1.5588387096774194)","(11.0, 15.0, 13.333333333333334)","(81.0, 200.0, 186.66666666666666)","(10.0, 13.5, 12.375)","(5.5, 8.2, 8.07)","(13.0, 19.5, 18.214285714285715)","(21.0, 48.0, 39.0)"
14-12-2022 11:57:01.947119,"(1.4, 1.56, 1.5568539325842696)","(11.0, 15.0, 13.941176470588236)","(81.0, 200.0, 196.0)","(10.0, 13.5, 12.722222222222221)","(5.5, 8.2, 8.026666666666666)","(13.0, 19.5, 18.173076923076923)","(21.0, 48.0, 37.2)"
14-12-2022 11:57:02.946627,"(1.4, 1.56, 1.5563128491620113)","(11.0, 15.0, 14.089285714285714)","(81.0, 200.0, 192.0)","(10.0, 13.5, 12.775862068965518)","(5.5, 8.2, 8.022222222222222)","(13.0, 19.5, 18.310344827586206)","(21.0, 48.0, 37.2)"
14-12-2022 11:57:04.007962,"(1.4, 1.56, 1.5589411764705883)","(11.0, 15.0, 14.185714285714285)","(81.0, 200.0, 196.0)","(10.0, 13.0, 12.541666666666666)","(5.5, 8.0, 7.938461538461539)","(13.0, 19.5, 18.56896551724138)","(21.0, 46.0, 44.5)"
14-12-2022 11:57:05.094551,"(1.4, 1.56, 1.5591304347826087)","(11.0, 15.0, 14.318181818181818)","(81.0, 200.0, 192.0)","(10.0, 13.0, 12.552631578947368)","(5.5, 8.0, 7.657142857142857)","(13.0, 19.5, 18.6875)","(21.0, 46.0, 32.14141414141414)"
14-12-2022 11:57:06.152065,"(1.4, 1.57, 1.5641176470588236)","(11.0, 15.0, 14.129032258064516)","(81.0, 200.0, 192.0)","(10.0, 13.0, 12.552631578947368)","(5.5, 8.0, 7.761290322580645)","(13.0, 19.5, 19.941176470588236)","(21.0, 34.0, 30.392156862745097)"
14-12-2022 11:57:07.158532,"(1.4, 1.58, 1.5783177570093458)","(11.0, 15.5, 14.978260869565217)","(91.0, 200.0, 196.0)","(10.0, 13.0, 12.645833333333334)","(5.5, 7.8, 7.542857142857143)","(13.0, 21.0, 19.5)","(21.0, 34.0, 30.392156862745097)"
14-12-2022 11:57:08.162715,"(1.4, 1.57, 1.5695454545454546)","(11.0, 15.5, 14.910714285714286)","(91.0, 200.0, 192.0)","(10.0, 13.0, 12.571428571428571)","(5.5, 7.6, 7.568421052631579)","(13.0, 21.0, 19.37142857142857)","(21.0, 34.0, 30.431372549019606)"
14-12-2022 11:57:09.186458,"(1.4, 1.58, 1.579811320754717)","(11.0, 15.5, 14.583333333333334)","(91.0, 200.0, 192.0)","(10.0, 13.0, 12.557692307692308)","(5.5, 7.6, 7.474509803921569)","(13.0, 21.0, 19.846153846153847)","(21.0, 34.0, 30.37037037037037)"
14-12-2022 11:57:10.155150,"(1.4, 1.59, 1.5845637583892618)","(11.0, 15.5, 14.766666666666667)","(91.0, 200.0, 196.0)","(10.0, 13.0, 12.546875)","(5.5, 7.6, 7.457777777777777)","(13.0, 20.0, 19.147058823529413)","(21.0, 34.0, 30.5)"
14-12-2022 11:57:11.130501,"(1.4, 1.58, 1.576)","(11.0, 15.5, 15.166666666666666)","(91.0, 200.0, 192.0)","(10.0, 13.0, 12.56060606060606)","(5.5, 7.2, 7.048818897637795)","(13.0, 21.0, 18.763157894736842)","(21.0, 34.0, 30.5)"
14-12-2022 11:57:12.214882,"(1.4, 1.58, 1.5786585365853658)","(11.0, 15.5, 15.342105263157894)","(91.0, 200.0, 197.77777777777777)","(10.0, 13.0, 12.538461538461538)","(5.5, 7.2, 7.0426229508196725)","(13.0, 21.0, 19.365384615384617)","(21.0, 34.0, 30.513761467889907)"
14-12-2022 11:57:13.229470,"(1.4, 1.59, 1.5862068965517242)","(11.0, 15.5, 15.41304347826087)","(91.0, 200.0, 190.0)","(10.0, 13.0, 12.538461538461538)","(5.5, 7.2, 7.0426229508196725)","(13.0, 21.0, 19.365384615384617)","(21.0, 34.0, 30.513761467889907)"
14-12-2022 11:57:14.183370,"(1.4, 1.59, 1.5887258687258687)","(11.0, 15.5, 15.287878787878787)","(91.0, 200.0, 196.0)","(10.0, 13.0, 12.384615384615385)","(5.5, 7.2, 7.0426229508196725)","(13.0, 21.0, 19.365384615384617)","(21.0, 34.0, 30.513761467889907)"
14-12-2022 11:57:15.241682,"(1.4, 1.59, 1.58710843373494)","(11.0, 15.5, 15.416666666666666)","(91.0, 200.0, 196.0)","(10.0, 12.5, 12.357142857142858)","(5.5, 7.2, 7.0183908045977015)","(13.0, 21.0, 19.6)","(21.0, 34.0, 30.51851851851852)"
14-12-2022 11:57:16.291082,"(1.4, 1.61, 1.607777777777778)","(11.0, 15.5, 15.454545454545455)","(91.0, 200.0, 197.14285714285714)","(10.0, 12.5, 12.175675675675675)","(5.5, 7.2, 7.0081632653061225)","(13.0, 21.0, 19.74)","(21.0, 34.0, 30.40366972477064)"
14-12-2022 11:57:17.378262,"(1.4, 1.61, 1.6087500000000001)","(11.0, 15.5, 15.274193548387096)","(91.0, 200.0, 197.14285714285714)","(10.0, 12.5, 12.175675675675675)","(5.5, 7.2, 7.002105263157895)","(13.0, 21.0, 20.0)","(21.0, 34.0, 30.40366972477064)"
14-12-2022 11:57:18.331289,"(1.4, 1.61, 1.6087500000000001)","(11.0, 15.5, 15.147058823529411)","(91.0, 200.0, 197.14285714285714)","(10.0, 12.5, 12.063636363636364)","(5.5, 7.0, 6.885714285714285)","(13.0, 21.0, 19.956521739130434)","(21.0, 34.0, 30.40366972477064)"
14-12-2022 11:57:19.261147,"(1.4, 1.62, 1.6184615384615386)","(11.0, 15.5, 15.26923076923077)","(91.0, 200.0, 197.14285714285714)","(10.0, 12.5, 12.092592592592593)","(5.5, 7.0, 6.736666666666666)","(13.0, 19.5, 18.875)","(21.0, 34.0, 29.60747663551402)"
14-12-2022 11:57:20.235346,"(1.4, 1.62, 1.612)","(11.0, 16.0, 15.419354838709678)","(91.0, 200.0, 197.14285714285714)","(10.0, 12.5, 12.092592592592593)","(5.5, 7.0, 6.734453781512605)","(13.0, 19.5, 18.225)","(21.0, 34.0, 29.625)"
14-12-2022 11:57:21.162800,"(1.4, 1.62, 1.6092857142857144)","(11.0, 16.0, 15.467741935483872)","(91.0, 200.0, 197.14285714285714)","(10.0, 12.5, 12.119047619047619)","(5.5, 7.0, 6.731147540983606)","(13.0, 19.5, 18.65)","(21.0, 34.0, 29.625)"
14-12-2022 11:57:22.183146,"(1.4, 1.62, 1.6084615384615386)","(11.0, 16.0, 15.541666666666666)","(91.0, 200.0, 197.14285714285714)","(10.0, 12.5, 12.119047619047619)","(5.5, 7.0, 6.735338345864662)","(13.0, 19.5, 18.846153846153847)","(21.0, 34.0, 29.61904761904762)"
14-12-2022 11:57:23.286495,"(1.4, 1.62, 1.6069565217391306)","(11.0, 16.0, 15.541666666666666)","(91.0, 200.0, 197.14285714285714)","(10.0, 12.5, 12.166666666666666)","(5.5, 7.0, 6.730434782608695)","(13.0, 19.5, 18.727272727272727)","(21.0, 34.0, 30.423076923076923)"
14-12-2022 11:57:24.355942,"(1.4, 1.62, 1.6133333333333335)","(11.0, 16.0, 15.4375)","(91.0, 200.0, 197.14285714285714)","(10.0, 12.5, 12.092592592592593)","(5.5, 7.0, 6.810204081632653)","(13.0, 19.5, 18.875)","(21.0, 34.0, 30.163265306122447)"
14-12-2022 11:57:25.375341,"(1.4, 1.62, 1.6191304347826088)","(11.0, 16.0, 15.4375)","(91.0, 200.0, 197.14285714285714)","(10.0, 12.5, 12.092592592592593)","(5.5, 7.0, 6.810204081632653)","(13.0, 19.0, 18.666666666666668)","(21.0, 34.0, 29.721153846153847)"
14-12-2022 11:57:26.455136,"(1.4, 1.61, 1.6073809523809526)","(11.0, 16.5, 16.05)","(91.0, 220.0, 203.33333333333334)","(10.0, 13.0, 12.242424242424242)","(5.5, 7.0, 6.839473684210526)","(13.0, 19.5, 18.666666666666668)","(21.0, 34.0, 29.77319587628866)"
