,Krafty Boy,The Dancer,Tom The Curious,Mach Daddy,Smooth Overarm Nz,Pippo Nien,Dark Terror,Dukkah,Terryrama,Eagle Commander
07-12-2022 19:25:05.990690,"(101.0, 430.0, 315.0)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.208333333333334)","(4.8, 6.0, 5.95)","(3.9, 99999, 99990)","(18.0, 28.0, 26.9375)","(13.0, 24.0, 22.333333333333332)","(8.5, 9.6, 9.436363636363636)","(3.5, 3.95, 3.8102272727272726)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:25:07.564605,"(101.0, 430.0, 315.0)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.208333333333334)","(4.8, 6.0, 5.95)","(3.9, 99999, 99990)","(18.0, 28.0, 26.9375)","(13.0, 24.0, 22.333333333333332)","(8.5, 9.6, 9.436363636363636)","(3.5, 3.95, 3.8102272727272726)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:25:09.226737,"(91.0, 430.0, 315.0)","(61.0, 110.0, 95.0)","(11.0, 15.5, 15.208333333333334)","(4.8, 6.0, 5.95)","(3.9, 99999, 99990)","(18.0, 28.0, 26.9375)","(13.0, 24.0, 22.333333333333332)","(8.5, 9.6, 9.3)","(3.5, 3.95, 3.8102272727272726)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:25:10.853319,"(91.0, 430.0, 315.0)","(61.0, 110.0, 95.0)","(11.0, 15.5, 14.9)","(4.8, 6.0, 5.961904761904762)","(3.9, 99999, 99990)","(18.0, 28.0, 25.333333333333332)","(13.0, 24.0, 17.569767441860463)","(8.5, 9.6, 9.436363636363636)","(3.5, 3.95, 3.8102272727272726)","(9.0, 23.0, 19.333333333333332)"
07-12-2022 19:25:12.312422,"(91.0, 430.0, 315.0)","(61.0, 110.0, 95.0)","(11.0, 15.5, 15.0625)","(4.8, 6.0, 5.961904761904762)","(3.9, 99999, 99990)","(18.0, 28.0, 24.5)","(13.0, 18.5, 17.569767441860463)","(8.5, 9.6, 9.436363636363636)","(3.5, 3.95, 3.8102272727272726)","(9.0, 23.0, 20.6)"
07-12-2022 19:25:13.624887,"(91.0, 430.0, 315.0)","(61.0, 110.0, 93.33333333333333)","(11.0, 15.5, 13.346153846153847)","(4.8, 6.0, 5.961904761904762)","(3.9, 99999, 99990)","(18.0, 28.0, 24.5)","(13.0, 18.5, 17.569767441860463)","(8.5, 9.6, 9.436363636363636)","(3.5, 3.95, 3.767391304347826)","(9.0, 23.0, 20.6)"
07-12-2022 19:25:15.084874,"(91.0, 430.0, 315.0)","(61.0, 120.0, 93.33333333333333)","(11.0, 17.0, 16.8125)","(4.8, 6.0, 5.95)","(3.9, 99999, 99990)","(18.0, 28.0, 23.75)","(13.0, 18.5, 18.086206896551722)","(8.5, 9.6, 9.3)","(3.5, 3.8, 3.675)","(9.0, 23.0, 21.23076923076923)"
07-12-2022 19:25:16.433950,"(91.0, 430.0, 315.0)","(61.0, 120.0, 95.0)","(11.0, 17.5, 16.9)","(4.8, 6.0, 6.433333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.333333333333332)","(13.0, 18.5, 17.59090909090909)","(8.5, 9.6, 9.436363636363636)","(3.5, 3.8, 3.713461538461538)","(9.0, 23.0, 20.555555555555557)"
07-12-2022 19:25:17.784698,"(91.0, 430.0, 315.0)","(61.0, 110.0, 95.0)","(11.0, 18.0, 17.0)","(4.8, 6.8, 6.181818181818182)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 18.5, 18.055555555555557)","(8.5, 9.6, 9.4)","(3.5, 3.8, 3.825)","(9.0, 23.0, 20.6)"
07-12-2022 19:25:18.961576,"(91.0, 430.0, 315.0)","(61.0, 110.0, 95.0)","(11.0, 18.0, 17.0)","(4.8, 6.4, 6.181818181818182)","(3.9, 99999, 99990)","(18.0, 28.0, 24.0)","(13.0, 18.5, 18.055555555555557)","(8.5, 9.6, 9.4)","(3.5, 4.0, 3.923)","(9.0, 23.0, 20.6)"
07-12-2022 19:25:20.199295,"(91.0, 430.0, 315.0)","(61.0, 110.0, 95.0)","(11.0, 18.5, 16.1)","(4.8, 6.4, 5.95)","(3.9, 99999, 99990)","(18.0, 28.0, 23.75)","(13.0, 18.5, 18.041984732824428)","(8.5, 9.6, 9.24)","(3.5, 4.0, 3.90609756097561)","(9.0, 23.0, 19.0)"
07-12-2022 19:25:21.469136,"(91.0, 430.0, 315.0)","(61.0, 110.0, 95.0)","(11.0, 18.5, 16.1)","(4.8, 6.2, 5.842857142857143)","(3.9, 99999, 99990)","(18.0, 28.0, 19.666666666666668)","(13.0, 18.5, 29.666666666666668)","(8.5, 9.6, 9.933333333333334)","(3.5, 4.0, 4.425000000000001)","(9.0, 23.0, 21.35)"
07-12-2022 19:25:22.704043,"(91.0, 460.0, 280.0)","(61.0, 200.0, 148.66666666666669)","(11.0, 21.0, 11.686274509803921)","(4.8, 7.2, 5.2)","(3.9, 99999, 99990)","(18.0, 32.0, 19.666666666666668)","(13.0, 38.0, 29.666666666666668)","(8.5, 15.0, 9.933333333333334)","(3.5, 5.4, 4.425000000000001)","(9.0, 23.0, 21.35)"
07-12-2022 19:25:24.067001,"(91.0, 460.0, 280.0)","(61.0, 200.0, 82.0)","(11.0, 21.0, 11.686274509803921)","(4.8, 7.2, 5.5)","(3.9, 99999, 99990)","(18.0, 32.0, 20.25)","(13.0, 38.0, 22.333333333333336)","(8.5, 15.0, 8.714285714285715)","(3.5, 5.4, 4.325)","(9.0, 23.0, 16.1)"
07-12-2022 19:25:25.383002,"(91.0, 460.0, 280.0)","(61.0, 100.0, 82.0)","(11.0, 21.0, 11.686274509803921)","(4.8, 7.0, 5.5)","(3.9, 99999, 99990)","(18.0, 27.0, 20.25)","(13.0, 27.0, 22.333333333333336)","(8.5, 12.0, 8.714285714285715)","(3.4, 5.3, 4.325)","(9.0, 17.0, 16.1)"
07-12-2022 19:25:26.963614,"(91.0, 460.0, 280.0)","(61.0, 100.0, 82.0)","(11.0, 21.0, 11.686274509803921)","(4.8, 7.0, 5.5)","(3.9, 99999, 99990)","(18.0, 27.0, 20.25)","(13.0, 27.0, 22.333333333333336)","(8.5, 12.0, 8.714285714285715)","(3.4, 5.3, 4.325)","(9.0, 17.0, 16.152941176470588)"
07-12-2022 19:25:28.315833,"(91.0, 460.0, 280.0)","(61.0, 100.0, 82.66666666666666)","(11.0, 21.0, 11.686274509803921)","(4.8, 7.0, 5.114285714285714)","(3.9, 99999, 99990)","(18.0, 27.0, 22.666666666666664)","(13.0, 27.0, 22.5)","(8.5, 12.0, 8.714285714285715)","(3.4, 5.3, 4.325)","(9.0, 17.0, 16.152941176470588)"
07-12-2022 19:25:29.730202,"(91.0, 460.0, 343.33333333333337)","(61.0, 100.0, 82.66666666666666)","(11.0, 21.0, 11.686274509803921)","(4.8, 6.6, 5.114285714285714)","(3.9, 99999, 99990)","(18.0, 27.0, 22.666666666666664)","(13.0, 27.0, 22.5)","(8.5, 12.0, 8.714285714285715)","(3.4, 5.3, 4.52)","(9.0, 17.0, 16.152941176470588)"
07-12-2022 19:25:31.101290,"(91.0, 460.0, 343.33333333333337)","(61.0, 100.0, 82.66666666666666)","(11.0, 21.0, 11.686274509803921)","(4.8, 6.6, 5.2)","(3.9, 99999, 99990)","(18.0, 27.0, 22.666666666666664)","(13.0, 27.0, 22.5)","(8.5, 12.0, 8.714285714285715)","(3.4, 5.3, 4.52)","(9.0, 17.0, 16.1)"
07-12-2022 19:25:32.471600,"(91.0, 460.0, 343.33333333333337)","(61.0, 100.0, 82.66666666666666)","(11.0, 21.0, 11.686274509803921)","(4.8, 6.4, 3.852702702702703)","(3.9, 99999, 99990)","(18.0, 27.0, 22.666666666666664)","(13.0, 27.0, 22.5)","(8.5, 12.0, 8.714285714285715)","(3.4, 5.3, 4.52)","(9.0, 17.0, 16.1)"
07-12-2022 19:25:33.975065,"(91.0, 460.0, 343.33333333333337)","(61.0, 100.0, 82.66666666666666)","(11.0, 21.0, 11.686274509803921)","(4.8, 4.0, 3.852702702702703)","(3.9, 99999, 99990)","(18.0, 27.0, 22.666666666666664)","(13.0, 27.0, 22.5)","(8.5, 12.0, 8.714285714285715)","(3.4, 5.3, 4.65)","(9.0, 17.0, 16.1)"
