,Charming Lass,Indian Wells,Always A Show,Summer Lilly,Ebony Tralee,Lend The Moose,Cash Key
04-01-2023 14:17:37.567251,"(10.0, 23.0, 16.333333333333332)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.690566037735849)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.72, 2.526666666666667)","(4.4, 9.6, 8.64)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:17:38.574846,"(10.0, 23.0, 16.333333333333332)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.690566037735849)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.72, 2.526666666666667)","(4.4, 9.6, 8.033333333333333)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:17:39.528603,"(10.0, 23.0, 19.714285714285715)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.690566037735849)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.72, 2.526666666666667)","(4.4, 9.6, 8.928571428571429)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:17:40.517623,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.690566037735849)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.72, 2.526666666666667)","(4.4, 9.6, 8.928571428571429)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:17:41.551297,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.690566037735849)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.72, 2.526666666666667)","(4.4, 9.6, 8.45)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:17:42.479418,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.690566037735849)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.72, 2.526666666666667)","(4.4, 9.6, 8.45)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:17:43.401791,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.690566037735849)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.72, 2.526666666666667)","(4.4, 9.6, 8.45)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:17:44.336599,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.690566037735849)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.72, 2.526666666666667)","(4.4, 9.6, 8.45)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:17:45.237531,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.690566037735849)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.72, 2.526666666666667)","(4.4, 9.6, 8.45)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:17:46.291815,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.690566037735849)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.72, 2.526666666666667)","(4.4, 9.6, 8.45)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:17:47.257657,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.690566037735849)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.72, 2.526666666666667)","(4.4, 9.6, 8.45)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:17:48.235468,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.690566037735849)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.72, 2.526666666666667)","(4.4, 9.6, 8.45)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:17:49.427185,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.72, 2.277142857142857)","(4.4, 9.6, 8.45)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:17:50.413850,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.62, 2.277142857142857)","(4.4, 9.6, 8.45)","(6.0, 7.0, 6.288888888888889)"
04-01-2023 14:17:51.357402,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 35.666666666666664)","(1.95, 2.62, 2.277142857142857)","(4.4, 9.6, 8.45)","(6.0, 7.0, 6.288888888888889)"
04-01-2023 14:17:52.424550,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 43.5)","(1.95, 2.62, 2.277142857142857)","(4.4, 9.6, 8.45)","(6.0, 7.0, 6.288888888888889)"
04-01-2023 14:17:53.486185,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 14.25)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 47.8)","(1.95, 2.62, 2.277142857142857)","(4.4, 9.6, 8.45)","(6.0, 7.0, 6.288888888888889)"
04-01-2023 14:17:54.669046,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 15.0)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 44.0)","(1.95, 2.62, 2.5333333333333337)","(4.4, 9.6, 8.68)","(6.0, 7.0, 6.288888888888889)"
04-01-2023 14:17:55.679386,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 15.0)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 44.0)","(1.95, 2.72, 2.5333333333333337)","(4.4, 9.6, 8.68)","(6.0, 7.0, 6.288888888888889)"
04-01-2023 14:17:56.696124,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 15.0)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 44.0)","(1.95, 2.72, 2.5333333333333337)","(4.4, 9.6, 8.68)","(6.0, 7.0, 6.288888888888889)"
04-01-2023 14:17:57.663053,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 15.0)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 44.0)","(1.95, 2.72, 2.5333333333333337)","(4.4, 9.6, 8.68)","(6.0, 7.0, 6.288888888888889)"
04-01-2023 14:17:58.589512,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 15.0)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 44.0)","(1.95, 2.72, 2.5333333333333337)","(4.4, 9.6, 8.68)","(6.0, 7.0, 6.288888888888889)"
04-01-2023 14:17:59.539265,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 15.0)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 44.0)","(1.95, 2.72, 2.5333333333333337)","(4.4, 9.6, 8.68)","(6.0, 7.0, 6.288888888888889)"
04-01-2023 14:18:00.587156,"(10.0, 23.0, 15.666666666666666)","(8.5, 18.0, 15.0)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 44.0)","(1.95, 2.72, 2.5333333333333337)","(4.4, 9.6, 8.68)","(6.0, 7.0, 6.301818181818182)"
04-01-2023 14:18:01.608840,"(10.0, 22.0, 18.666666666666668)","(8.5, 18.0, 15.0)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 44.0)","(1.95, 2.72, 2.5333333333333337)","(4.4, 9.6, 8.68)","(6.0, 7.0, 6.301818181818182)"
04-01-2023 14:18:02.603719,"(10.0, 22.0, 18.666666666666668)","(8.5, 18.0, 15.0)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 44.0)","(1.95, 2.72, 2.5333333333333337)","(4.4, 9.6, 8.68)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:18:03.853259,"(10.0, 22.0, 18.666666666666668)","(8.5, 18.0, 15.0)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 44.0)","(1.95, 2.72, 2.5333333333333337)","(4.4, 9.6, 8.68)","(6.0, 7.0, 6.2615384615384615)"
04-01-2023 14:18:04.826520,"(10.0, 22.0, 18.666666666666668)","(8.5, 18.0, 15.0)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 44.0)","(1.95, 2.72, 2.5333333333333337)","(4.4, 9.6, 8.68)","(6.0, 7.0, 6.542857142857143)"
04-01-2023 14:18:05.841091,"(10.0, 22.0, 18.666666666666668)","(8.5, 18.0, 15.0)","(8.5, 9.0, 8.717073170731707)","(21.0, 65.0, 44.0)","(1.95, 2.72, 2.5333333333333337)","(4.4, 9.6, 8.866666666666667)","(6.0, 6.8, 6.5)"
04-01-2023 14:18:07.013286,"(10.0, 22.0, 20.416666666666664)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.834482758620691)","(21.0, 65.0, 44.0)","(1.95, 2.7, 2.3142857142857145)","(4.4, 9.6, 8.866666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:08.098290,"(10.0, 22.0, 19.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.834482758620691)","(21.0, 65.0, 44.0)","(1.95, 2.7, 2.3142857142857145)","(4.4, 9.6, 8.524999999999999)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:09.261471,"(10.0, 22.0, 19.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.834482758620691)","(21.0, 65.0, 44.0)","(1.95, 2.7, 2.3142857142857145)","(4.4, 9.6, 8.524999999999999)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:10.455346,"(10.0, 22.0, 19.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.834482758620691)","(21.0, 65.0, 44.0)","(1.95, 2.7, 2.3142857142857145)","(4.4, 9.6, 8.524999999999999)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:11.578641,"(10.0, 22.0, 19.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.834482758620691)","(21.0, 65.0, 44.0)","(1.95, 2.7, 2.3142857142857145)","(4.4, 9.6, 8.524999999999999)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:12.701185,"(10.0, 22.0, 19.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.834482758620691)","(21.0, 65.0, 44.0)","(1.95, 2.7, 2.3085714285714287)","(4.4, 9.6, 8.916666666666666)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:13.776006,"(10.0, 22.0, 20.666666666666664)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.754838709677419)","(21.0, 65.0, 44.0)","(1.95, 2.68, 2.3085714285714287)","(4.4, 9.6, 9.087499999999999)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:14.838838,"(10.0, 22.0, 20.666666666666664)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.754838709677419)","(21.0, 65.0, 44.0)","(1.95, 2.68, 2.3085714285714287)","(4.4, 9.6, 8.916666666666666)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:15.863469,"(10.0, 22.0, 20.666666666666664)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.754838709677419)","(21.0, 65.0, 44.0)","(1.95, 2.68, 2.3085714285714287)","(4.4, 9.6, 8.916666666666666)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:16.924487,"(10.0, 22.0, 20.666666666666664)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.754838709677419)","(21.0, 65.0, 44.0)","(1.95, 2.62, 2.3133333333333335)","(4.4, 9.6, 8.916666666666666)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:17.926408,"(10.0, 22.0, 20.666666666666664)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.754838709677419)","(21.0, 65.0, 44.0)","(1.95, 2.62, 2.3133333333333335)","(4.4, 9.6, 8.916666666666666)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:18.965398,"(10.0, 22.0, 20.666666666666664)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.68, 2.5333333333333337)","(4.4, 9.6, 8.6)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:20.004960,"(10.0, 22.0, 17.75)","(8.5, 18.0, 15.0)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.72, 2.285714285714286)","(4.4, 9.6, 8.6)","(6.0, 6.8, 6.6)"
04-01-2023 14:18:21.057853,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.6, 2.285714285714286)","(4.4, 9.6, 8.6)","(6.0, 6.8, 6.6)"
04-01-2023 14:18:22.014834,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.6, 2.285714285714286)","(4.4, 9.6, 9.1)","(6.0, 6.8, 6.6)"
04-01-2023 14:18:22.968341,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.6, 2.285714285714286)","(4.4, 9.6, 9.1)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:24.050451,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.6, 2.285714285714286)","(4.4, 9.6, 9.1)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:25.145512,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.6, 2.285714285714286)","(4.4, 9.6, 9.1)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:26.387110,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.6, 2.2800000000000002)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:27.513497,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.58, 2.2800000000000002)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:28.829866,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.58, 2.2800000000000002)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:30.028868,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.58, 2.2800000000000002)","(4.4, 9.6, 8.675)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:31.286502,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.58, 2.2800000000000002)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:32.226759,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.58, 2.2800000000000002)","(4.4, 9.6, 8.675)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:33.287316,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.58, 2.2742857142857145)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:34.408102,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.56, 2.2742857142857145)","(4.4, 9.6, 8.675)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:35.561596,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.56, 2.2742857142857145)","(4.4, 9.6, 8.675)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:36.718317,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.56, 2.2742857142857145)","(4.4, 9.6, 8.675)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:37.818881,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.56, 2.2742857142857145)","(4.4, 9.6, 8.675)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:38.935741,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.56, 2.2742857142857145)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:40.028891,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.56, 2.2685714285714287)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:41.140166,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 44.0)","(1.95, 2.54, 2.2685714285714287)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:42.253692,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.54, 2.2685714285714287)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:43.383727,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.54, 2.2685714285714287)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:44.569018,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.54, 2.2685714285714287)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:46.191364,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.125)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.54, 2.2685714285714287)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:47.312121,"(10.0, 22.0, 17.75)","(8.5, 17.5, 13.5)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.54, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:48.455965,"(10.0, 22.0, 17.75)","(8.5, 18.5, 13.5)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:49.632165,"(10.0, 22.0, 17.75)","(8.5, 18.5, 13.5)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:50.728730,"(10.0, 22.0, 17.75)","(8.5, 18.5, 13.5)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:51.798706,"(10.0, 22.0, 17.75)","(8.5, 18.5, 13.5)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:52.908633,"(10.0, 22.0, 17.75)","(8.5, 18.5, 13.5)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:54.159620,"(10.0, 22.0, 17.75)","(8.5, 18.5, 13.5)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:55.427137,"(10.0, 22.0, 17.75)","(8.5, 18.5, 13.5)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:56.637436,"(10.0, 22.0, 17.75)","(8.5, 18.5, 13.5)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:57.823979,"(10.0, 22.0, 17.75)","(8.5, 18.5, 13.5)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:18:58.942401,"(10.0, 22.0, 17.75)","(8.5, 18.5, 13.5)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:19:00.121743,"(10.0, 22.0, 17.75)","(8.5, 18.5, 16.8)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 7.449999999999999)","(6.0, 6.8, 6.56)"
04-01-2023 14:19:01.304613,"(10.0, 22.0, 17.75)","(8.5, 21.0, 16.8)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:19:02.476011,"(10.0, 22.0, 17.75)","(8.5, 20.0, 14.0625)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:19:03.728512,"(10.0, 22.0, 17.75)","(8.5, 20.0, 14.0625)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:19:04.984896,"(10.0, 22.0, 17.75)","(8.5, 20.0, 13.35)","(8.5, 9.0, 8.784615384615384)","(21.0, 65.0, 53.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:19:06.044164,"(10.0, 22.0, 17.75)","(8.5, 20.0, 11.73913043478261)","(8.5, 9.0, 8.77142857142857)","(21.0, 60.0, 53.83333333333333)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:19:07.264661,"(10.0, 22.0, 17.75)","(8.5, 19.5, 17.25)","(8.5, 9.0, 8.77142857142857)","(21.0, 60.0, 33.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 7.449999999999999)","(6.0, 6.8, 6.56)"
04-01-2023 14:19:08.550263,"(10.0, 21.0, 16.0)","(8.5, 19.5, 13.05)","(8.5, 9.0, 8.77142857142857)","(21.0, 60.0, 28.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:19:09.873960,"(10.0, 21.0, 16.0)","(8.5, 19.0, 13.05)","(8.5, 9.0, 8.77142857142857)","(21.0, 60.0, 28.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:19:11.068927,"(10.0, 21.0, 16.0)","(8.5, 19.0, 13.05)","(8.5, 9.0, 8.77142857142857)","(21.0, 60.0, 28.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 8.966666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:19:12.234004,"(10.0, 21.0, 14.571428571428571)","(8.5, 19.0, 13.05)","(8.5, 9.0, 8.77142857142857)","(21.0, 60.0, 28.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 7.911111111111111)","(6.0, 6.8, 6.56)"
04-01-2023 14:19:13.410387,"(10.0, 19.5, 15.5)","(8.5, 19.0, 11.52)","(8.5, 9.0, 8.77142857142857)","(21.0, 60.0, 28.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 7.699999999999999)","(6.0, 6.8, 6.56)"
04-01-2023 14:19:14.604537,"(10.0, 19.5, 14.357142857142858)","(8.5, 18.5, 13.5)","(8.5, 9.0, 8.77142857142857)","(21.0, 60.0, 28.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 6.016666666666667)","(6.0, 6.8, 6.56)"
04-01-2023 14:19:15.792147,"(10.0, 19.5, 14.357142857142858)","(8.5, 18.5, 13.5)","(8.5, 9.0, 8.77142857142857)","(21.0, 60.0, 28.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 7.699999999999999)","(6.0, 6.8, 6.666666666666666)"
04-01-2023 14:19:17.002529,"(10.0, 19.0, 14.875)","(8.5, 18.0, 12.23076923076923)","(8.5, 9.0, 8.77142857142857)","(21.0, 60.0, 28.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 7.699999999999999)","(6.0, 6.8, 6.666666666666666)"
04-01-2023 14:19:18.232290,"(10.0, 18.5, 15.607142857142858)","(8.5, 18.0, 12.23076923076923)","(8.5, 9.0, 8.77142857142857)","(21.0, 60.0, 28.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 7.699999999999999)","(6.0, 6.8, 6.666666666666666)"
04-01-2023 14:19:19.429654,"(10.0, 18.5, 16.045454545454547)","(8.5, 18.0, 12.23076923076923)","(8.5, 9.0, 8.77142857142857)","(21.0, 60.0, 28.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 7.699999999999999)","(6.0, 6.8, 6.707692307692308)"
04-01-2023 14:19:20.491890,"(10.0, 18.5, 17.214285714285715)","(8.5, 18.0, 11.303571428571429)","(8.5, 9.0, 8.77142857142857)","(21.0, 60.0, 28.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 7.699999999999999)","(6.0, 6.8, 6.707692307692308)"
04-01-2023 14:19:21.801321,"(10.0, 18.5, 17.214285714285715)","(8.5, 18.0, 11.478260869565217)","(8.5, 9.0, 8.24705882352941)","(21.0, 60.0, 28.0)","(1.95, 2.6, 2.4533333333333336)","(4.4, 9.6, 6.016666666666667)","(6.0, 6.8, 6.707692307692308)"
