,Riverina Knight,Amy Allsorts,Flyaway Becky,Greek Malt,Miss Inspiration,Toms The One,Sketchy Comrade,All Palaver
08-12-2022 13:40:52.651112,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:40:53.985680,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:40:55.341151,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:40:56.681305,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:40:57.984817,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:40:59.293613,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:00.598963,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:01.818310,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:03.146938,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:04.475438,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:05.804379,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:07.124598,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:08.419078,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:09.715706,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:10.943898,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:12.161345,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:13.374952,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:14.682481,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:15.925160,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:17.182093,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:18.492510,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 25.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:19.775695,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 36.0, 28.76923076923077)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:21.120367,"(1.65, 2.3, 1.8642105263157895)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 28.76923076923077)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:22.455183,"(1.65, 2.3, 1.8494444444444444)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 28.76923076923077)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:23.788920,"(1.65, 2.52, 1.8494444444444444)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 28.76923076923077)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:25.105604,"(1.65, 2.52, 1.8494444444444444)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 28.76923076923077)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:26.395206,"(1.65, 2.5, 1.8840000000000001)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 28.76923076923077)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:27.723112,"(1.65, 2.5, 1.8840000000000001)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 28.76923076923077)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:29.034872,"(1.65, 2.5, 1.8840000000000001)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 28.76923076923077)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:30.320796,"(1.65, 2.5, 1.8186666666666667)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 26.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:31.596425,"(1.65, 2.5, 1.8186666666666667)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 26.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:32.849934,"(1.65, 2.5, 1.8186666666666667)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 26.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:34.201994,"(1.65, 2.5, 1.8186666666666667)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 26.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:35.532100,"(1.65, 2.5, 1.8186666666666667)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 26.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:36.992188,"(1.65, 2.5, 1.8186666666666667)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 26.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:38.203873,"(1.65, 2.5, 1.8186666666666667)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 26.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:39.353245,"(1.65, 2.5, 1.8186666666666667)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.6599999999999997)","(15.0, 38.0, 26.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:40.508572,"(1.65, 2.5, 1.8186666666666667)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.8, 3.75)","(15.0, 38.0, 26.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:41.667289,"(1.65, 2.5, 1.8186666666666667)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.9, 3.75)","(15.0, 38.0, 26.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:42.874704,"(1.65, 2.5, 1.8186666666666667)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.9, 3.75)","(15.0, 38.0, 26.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:44.103875,"(1.65, 2.1, 1.8066666666666666)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.9, 3.795)","(15.0, 38.0, 26.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:45.354185,"(1.65, 2.1, 1.8066666666666666)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 570.7142857142858)","(2.4, 3.95, 3.795)","(15.0, 38.0, 32.46153846153846)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:46.571523,"(1.65, 2.1, 1.8171428571428572)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 570.7142857142858)","(2.4, 3.95, 3.795)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:47.783661,"(1.65, 2.1, 1.8171428571428572)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 570.7142857142858)","(2.4, 3.95, 3.795)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:48.896346,"(1.65, 2.1, 1.8171428571428572)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 570.7142857142858)","(2.4, 3.95, 3.795)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:50.011371,"(1.65, 2.1, 1.8171428571428572)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 570.7142857142858)","(2.4, 3.95, 3.795)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:51.171397,"(1.65, 2.1, 1.8171428571428572)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 570.7142857142858)","(2.4, 3.95, 3.795)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:52.385092,"(1.65, 2.1, 1.8171428571428572)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 570.7142857142858)","(2.4, 3.95, 3.795)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:53.655224,"(1.65, 2.1, 1.825)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.795)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:54.959053,"(1.65, 2.1, 1.825)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.795)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:56.242780,"(1.65, 2.1, 1.7916666666666667)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.795)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:57.477949,"(1.65, 2.1, 1.7916666666666667)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.795)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:41:58.705870,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.795)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:00.013245,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.795)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:01.311197,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:02.548187,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:03.985771,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:05.146917,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:06.526256,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:07.715658,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:08.917780,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:10.136512,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:11.348573,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:12.588573,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:13.821420,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:15.060189,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:16.300400,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:17.496957,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:18.681579,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:19.880276,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:21.016117,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.1342105263157896)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:22.143209,"(1.65, 2.1, 1.8357142857142856)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.95, 3.705)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:23.313691,"(1.65, 2.08, 1.7484210526315789)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.85, 3.705)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:24.469035,"(1.65, 2.08, 1.78)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.85, 3.705)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:25.600319,"(1.65, 2.08, 1.8175)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.85, 3.705)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:26.777518,"(1.65, 2.08, 1.8175)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.85, 3.705)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:27.940446,"(1.65, 2.08, 1.8175)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.85, 3.705)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:29.071068,"(1.65, 2.08, 1.78)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.85, 3.705)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:30.205514,"(1.65, 2.08, 1.78)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.85, 3.705)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:31.342840,"(1.65, 2.08, 1.8175)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.85, 3.705)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:32.392617,"(1.65, 2.08, 1.8175)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.85, 3.705)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:33.437327,"(1.65, 2.08, 1.8175)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.85, 3.705)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:42:34.494013,"(1.65, 2.08, 1.8175)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 40.0)","(101.0, 650.0, 372.5)","(2.4, 3.85, 3.705)","(15.0, 44.0, 29.0)","(7.0, 17.0, 9.114285714285714)","(41.0, 350.0, 160.46153846153845)"
