,Hell Of A Boy,Buster Block,Bottom Line,Alis Jab,Bonython,Higher Love,Vitae
07-01-2023 15:01:46.018402,"(2.9, 3.3, 3.2874999999999996)","(31.0, 40.0, 37.0)","(11.0, 13.5, 13.234375)","(4.6, 6.4, 6.393103448275863)","(2.35, 2.8, 2.7764102564102564)","(20.0, 27.0, 25.51851851851852)","(21.0, 28.0, 27.48148148148148)"
07-01-2023 15:01:47.195249,"(2.9, 3.3, 3.2642857142857142)","(31.0, 40.0, 39.674698795180724)","(11.0, 13.5, 13.234375)","(4.6, 6.4, 6.327272727272727)","(2.35, 2.8, 2.778285714285714)","(20.0, 27.0, 25.51851851851852)","(21.0, 28.0, 27.774193548387096)"
07-01-2023 15:01:48.520670,"(2.9, 3.3, 3.2642857142857142)","(31.0, 40.0, 37.92307692307692)","(11.0, 13.5, 13.234375)","(4.6, 6.4, 6.3304347826086955)","(2.35, 2.8, 2.778285714285714)","(20.0, 27.0, 25.51851851851852)","(21.0, 28.0, 27.774193548387096)"
07-01-2023 15:01:49.850314,"(2.9, 3.3, 3.2640625)","(31.0, 38.0, 37.92307692307692)","(11.0, 13.5, 13.234375)","(4.6, 6.4, 6.327272727272727)","(2.35, 2.8, 2.778285714285714)","(20.0, 27.0, 25.51851851851852)","(21.0, 28.0, 27.774193548387096)"
07-01-2023 15:01:51.130821,"(2.9, 3.3, 3.2640625)","(31.0, 38.0, 37.84905660377358)","(11.0, 13.5, 13.234375)","(4.6, 6.4, 6.3241706161137445)","(2.35, 2.8, 2.7777777777777777)","(20.0, 27.0, 25.333333333333332)","(21.0, 28.0, 27.774193548387096)"
07-01-2023 15:01:52.868704,"(2.9, 3.3, 3.2640625)","(31.0, 38.0, 37.84905660377358)","(11.0, 13.5, 13.234375)","(4.6, 6.4, 6.3241706161137445)","(2.35, 2.78, 2.7777777777777777)","(20.0, 27.0, 25.333333333333332)","(21.0, 28.0, 27.774193548387096)"
07-01-2023 15:01:54.152898,"(2.9, 3.3, 3.2640625)","(31.0, 38.0, 37.84905660377358)","(11.0, 13.5, 13.234375)","(4.6, 6.4, 6.327272727272727)","(2.35, 2.8, 2.7777777777777777)","(20.0, 27.0, 25.333333333333332)","(21.0, 28.0, 27.774193548387096)"
07-01-2023 15:01:55.174428,"(2.9, 3.3, 3.260344827586207)","(31.0, 38.0, 37.84516129032258)","(11.0, 13.5, 13.234375)","(4.6, 6.4, 6.2978102189781024)","(2.35, 2.8, 2.7859649122807015)","(20.0, 27.0, 26.0)","(21.0, 28.0, 27.82051282051282)"
07-01-2023 15:01:56.347371,"(2.9, 3.3, 3.260344827586207)","(31.0, 38.0, 37.852760736196316)","(11.0, 13.5, 13.234375)","(4.6, 6.4, 6.293536121673004)","(2.35, 2.8, 2.7859649122807015)","(20.0, 27.0, 26.096774193548388)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:01:57.499825,"(2.9, 3.3, 3.260344827586207)","(31.0, 38.0, 37.852760736196316)","(11.0, 13.5, 13.234375)","(4.6, 6.4, 6.257228915662651)","(2.35, 2.8, 2.7859649122807015)","(20.0, 27.0, 26.096774193548388)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:01:58.616614,"(2.9, 3.3, 3.260344827586207)","(31.0, 38.0, 37.852760736196316)","(11.0, 13.5, 13.27027027027027)","(4.6, 6.4, 6.229787234042553)","(2.35, 2.8, 2.821463414634146)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:01:59.716575,"(2.9, 3.3, 3.2598360655737704)","(31.0, 38.0, 37.852760736196316)","(11.0, 13.5, 13.27027027027027)","(4.6, 6.4, 6.231111111111112)","(2.35, 2.84, 2.821463414634146)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:00.874091,"(2.9, 3.3, 3.260344827586207)","(31.0, 38.0, 37.852760736196316)","(11.0, 13.5, 13.27027027027027)","(4.6, 6.4, 6.231111111111112)","(2.35, 2.84, 2.821463414634146)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:02.067234,"(2.9, 3.3, 3.260344827586207)","(31.0, 38.0, 37.81818181818182)","(11.0, 13.5, 12.814516129032258)","(4.6, 6.4, 6.0908474576271185)","(2.35, 2.84, 2.821463414634146)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:03.210997,"(2.9, 3.35, 3.3325)","(31.0, 38.0, 37.81818181818182)","(11.0, 13.0, 12.814516129032258)","(4.6, 6.4, 6.087671232876712)","(2.35, 2.84, 2.792)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:04.262074,"(2.9, 3.35, 3.3325)","(31.0, 38.0, 37.81818181818182)","(11.0, 13.0, 12.744444444444444)","(4.6, 6.4, 6.0508474576271185)","(2.35, 2.84, 2.813333333333333)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:05.365781,"(2.9, 3.35, 3.334375)","(31.0, 38.0, 37.81818181818182)","(11.0, 13.0, 12.744444444444444)","(4.6, 6.2, 6.0508474576271185)","(2.4, 2.84, 2.813333333333333)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:06.457255,"(2.9, 3.35, 3.334375)","(31.0, 38.0, 37.81818181818182)","(11.0, 13.0, 12.744444444444444)","(4.6, 6.2, 6.0508474576271185)","(2.4, 2.84, 2.813333333333333)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:07.513327,"(2.9, 3.35, 3.334375)","(31.0, 38.0, 37.81818181818182)","(11.0, 13.0, 12.744444444444444)","(4.6, 6.2, 6.0508474576271185)","(2.4, 2.84, 2.813333333333333)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:08.597496,"(2.9, 3.35, 3.334375)","(31.0, 38.0, 37.81818181818182)","(11.0, 13.0, 12.744444444444444)","(4.6, 6.2, 6.018)","(2.4, 2.84, 2.817142857142857)","(20.0, 27.0, 26.096774193548388)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:09.609906,"(2.9, 3.35, 3.334375)","(31.0, 38.0, 37.81818181818182)","(11.0, 13.0, 12.744444444444444)","(4.6, 6.2, 5.952173913043478)","(2.4, 2.84, 2.8403448275862067)","(20.0, 27.0, 26.096774193548388)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:10.620506,"(2.9, 3.35, 3.334375)","(31.0, 38.0, 37.745222929936304)","(11.0, 13.0, 12.744444444444444)","(4.6, 6.2, 5.952173913043478)","(2.4, 2.86, 2.8403448275862067)","(20.0, 27.0, 26.096774193548388)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:11.672492,"(2.9, 3.35, 3.334375)","(31.0, 38.0, 37.745222929936304)","(11.0, 13.0, 12.778846153846153)","(4.6, 6.2, 5.905555555555556)","(2.4, 2.86, 2.8528813559322033)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:12.665045,"(2.9, 3.35, 3.335294117647059)","(31.0, 38.0, 37.745222929936304)","(11.0, 13.0, 12.778846153846153)","(4.6, 6.0, 5.905555555555556)","(2.4, 2.88, 2.8528571428571428)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:13.752084,"(2.9, 3.35, 3.335294117647059)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.697368421052632)","(4.6, 6.0, 5.858181818181818)","(2.4, 2.88, 2.8752173913043477)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:14.819825,"(2.9, 3.35, 3.3296875)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.697368421052632)","(4.6, 6.0, 5.840740740740741)","(2.4, 2.9, 2.8776470588235292)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:15.871235,"(2.9, 3.35, 3.3296875)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.697368421052632)","(4.6, 6.0, 5.840740740740741)","(2.4, 2.9, 2.8776470588235292)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:16.928196,"(2.9, 3.35, 3.3296875)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.697368421052632)","(4.6, 6.0, 5.840740740740741)","(2.4, 2.9, 2.8784905660377356)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:18.031083,"(2.9, 3.35, 3.3296875)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.8125)","(4.6, 6.0, 5.825806451612904)","(2.4, 2.9, 2.8845714285714283)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:19.050933,"(2.9, 3.35, 3.3259374999999998)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.804347826086957)","(4.6, 5.9, 5.825806451612904)","(2.4, 2.92, 2.8899999999999997)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:19.975183,"(2.9, 3.35, 3.3259374999999998)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.804347826086957)","(4.6, 5.9, 5.825806451612904)","(2.4, 2.9, 2.8899999999999997)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:20.944163,"(2.9, 3.35, 3.331923076923077)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.804347826086957)","(4.6, 5.9, 5.825806451612904)","(2.4, 2.9, 2.883030303030303)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:21.923839,"(2.9, 3.35, 3.331923076923077)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.804347826086957)","(4.6, 6.0, 5.912244897959184)","(2.4, 2.9, 2.883030303030303)","(20.0, 27.0, 26.0)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:22.844631,"(2.9, 3.35, 3.330072463768116)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.804347826086957)","(4.6, 6.0, 5.814285714285714)","(2.4, 2.9, 2.883030303030303)","(20.0, 27.0, 26.0)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:23.733184,"(2.9, 3.35, 3.334016393442623)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.804347826086957)","(4.6, 5.8, 5.763076923076923)","(2.4, 2.9, 2.883030303030303)","(20.0, 27.0, 26.096774193548388)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:24.642242,"(2.9, 3.35, 3.342436974789916)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.804347826086957)","(4.6, 5.8, 5.737288135593221)","(2.4, 2.9, 2.883030303030303)","(20.0, 27.0, 26.096774193548388)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:25.606342,"(2.9, 3.35, 3.341743119266055)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.804347826086957)","(4.6, 5.8, 5.744776119402985)","(2.4, 2.9, 2.884)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:26.545246,"(2.9, 3.35, 3.341743119266055)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.804347826086957)","(4.6, 5.8, 5.748611111111111)","(2.4, 2.9, 2.884)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:27.586693,"(2.9, 3.35, 3.341743119266055)","(31.0, 38.0, 37.411764705882355)","(11.0, 13.0, 12.5)","(4.6, 5.8, 5.71875)","(2.4, 2.9, 2.895)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:28.709240,"(2.9, 3.4, 3.3955445544554457)","(31.0, 38.0, 37.310344827586206)","(11.0, 12.5, 12.39516129032258)","(4.6, 5.8, 5.722222222222222)","(2.4, 2.9, 2.8927272727272726)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:29.736721,"(2.9, 3.4, 3.3955445544554457)","(31.0, 38.0, 37.310344827586206)","(11.0, 12.5, 12.39516129032258)","(4.6, 5.8, 5.722222222222222)","(2.4, 2.9, 2.8957894736842102)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:30.700730,"(2.9, 3.45, 3.435981308411215)","(31.0, 38.0, 37.310344827586206)","(11.0, 12.5, 12.39516129032258)","(4.6, 5.8, 5.608333333333333)","(2.4, 2.9, 2.8957894736842102)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:31.728546,"(2.9, 3.45, 3.435981308411215)","(31.0, 38.0, 37.310344827586206)","(11.0, 12.5, 12.39516129032258)","(4.6, 5.8, 5.6090909090909085)","(2.4, 2.9, 2.9033333333333333)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:32.852320,"(2.9, 3.45, 3.435981308411215)","(31.0, 36.0, 35.411764705882355)","(11.0, 12.5, 12.467391304347826)","(4.6, 5.7, 5.623529411764705)","(2.4, 2.92, 2.9167567567567567)","(20.0, 27.0, 25.91891891891892)","(21.0, 28.0, 27.829268292682926)"
07-01-2023 15:02:33.880049,"(2.9, 3.45, 3.435981308411215)","(31.0, 36.0, 35.36507936507937)","(11.0, 12.5, 12.467391304347826)","(4.6, 5.8, 5.6274999999999995)","(2.4, 2.92, 2.9472727272727273)","(20.0, 27.0, 25.790697674418606)","(21.0, 28.0, 27.784615384615385)"
07-01-2023 15:02:34.966903,"(2.9, 3.4, 3.3945876288659793)","(31.0, 36.0, 35.36507936507937)","(11.0, 12.5, 12.285714285714286)","(4.6, 5.7, 5.674380165289256)","(2.4, 2.96, 2.950322580645161)","(20.0, 27.0, 25.790697674418606)","(21.0, 28.0, 27.784615384615385)"
07-01-2023 15:02:35.950887,"(2.9, 3.4, 3.3945876288659793)","(31.0, 36.0, 35.28358208955224)","(11.0, 12.5, 12.25)","(4.6, 5.7, 5.668702290076336)","(2.4, 2.98, 2.978425196850394)","(20.0, 27.0, 25.85)","(21.0, 28.0, 27.784615384615385)"
07-01-2023 15:02:37.041356,"(2.9, 3.4, 3.3945876288659793)","(31.0, 36.0, 35.28358208955224)","(11.0, 12.5, 12.25)","(4.6, 5.7, 5.668702290076336)","(2.4, 2.98, 2.9786486486486488)","(20.0, 27.0, 25.85)","(21.0, 28.0, 27.784615384615385)"
07-01-2023 15:02:38.040132,"(2.9, 3.4, 3.3945876288659793)","(31.0, 36.0, 35.28358208955224)","(11.0, 12.0, 11.99056603773585)","(4.6, 5.7, 5.668702290076336)","(2.4, 2.98, 2.9786486486486488)","(20.0, 27.0, 25.772727272727273)","(21.0, 28.0, 27.784615384615385)"
07-01-2023 15:02:38.974615,"(2.9, 3.4, 3.394565217391304)","(31.0, 36.0, 35.28358208955224)","(11.0, 12.0, 11.989583333333334)","(4.6, 5.7, 5.670714285714285)","(2.4, 2.98, 2.97972972972973)","(20.0, 27.0, 25.72340425531915)","(21.0, 28.0, 27.784615384615385)"
07-01-2023 15:02:39.938970,"(2.9, 3.4, 3.394565217391304)","(31.0, 36.0, 35.28358208955224)","(11.0, 12.0, 11.989583333333334)","(4.6, 5.7, 5.6306666666666665)","(2.4, 3.0, 2.9744)","(20.0, 27.0, 25.72340425531915)","(21.0, 28.0, 27.784615384615385)"
07-01-2023 15:02:40.896670,"(2.9, 3.4, 3.394565217391304)","(31.0, 36.0, 35.28358208955224)","(11.0, 12.0, 11.989583333333334)","(4.6, 5.7, 5.6306666666666665)","(2.4, 3.0, 2.978666666666667)","(20.0, 27.0, 25.72340425531915)","(21.0, 28.0, 27.78125)"
07-01-2023 15:02:41.856612,"(2.9, 3.4, 3.394565217391304)","(31.0, 36.0, 35.57142857142857)","(11.0, 12.0, 11.989583333333334)","(4.6, 5.7, 5.6306666666666665)","(2.4, 3.0, 2.978211382113821)","(20.0, 27.0, 25.72340425531915)","(21.0, 28.0, 27.78125)"
07-01-2023 15:02:42.736924,"(2.9, 3.4, 3.383695652173913)","(31.0, 36.0, 35.57142857142857)","(11.0, 12.0, 11.951923076923077)","(4.6, 5.7, 5.566666666666666)","(2.4, 3.0, 2.978211382113821)","(20.0, 27.0, 25.72340425531915)","(21.0, 28.0, 27.78125)"
07-01-2023 15:02:43.636580,"(2.9, 3.4, 3.383695652173913)","(31.0, 36.0, 35.57142857142857)","(11.0, 12.5, 12.073170731707318)","(4.6, 5.7, 5.566666666666666)","(2.4, 3.0, 2.99)","(20.0, 27.0, 25.72340425531915)","(21.0, 28.0, 27.78125)"
07-01-2023 15:02:44.577649,"(2.9, 3.4, 3.383695652173913)","(31.0, 36.0, 35.57142857142857)","(11.0, 12.5, 12.052941176470588)","(4.6, 5.7, 5.566666666666666)","(2.4, 2.98, 2.9726530612244897)","(20.0, 27.0, 25.72340425531915)","(21.0, 28.0, 27.78125)"
07-01-2023 15:02:45.521327,"(2.9, 3.4, 3.3844444444444446)","(31.0, 36.0, 35.57142857142857)","(11.0, 12.5, 12.005376344086022)","(4.6, 5.7, 5.559259259259259)","(2.4, 3.0, 2.9928342245989303)","(20.0, 27.0, 25.72340425531915)","(21.0, 28.0, 27.78125)"
07-01-2023 15:02:46.499027,"(2.9, 3.4, 3.3844444444444446)","(31.0, 36.0, 35.57142857142857)","(11.0, 12.5, 12.005376344086022)","(4.6, 5.7, 5.623728813559322)","(2.4, 3.0, 2.9928342245989303)","(20.0, 27.0, 25.59090909090909)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:02:47.511797,"(2.9, 3.4, 3.3166666666666664)","(31.0, 36.0, 35.5)","(11.0, 12.0, 11.5)","(4.6, 5.9, 5.866346153846154)","(2.4, 3.0, 2.973333333333333)","(20.0, 27.0, 25.764705882352942)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:02:48.443544,"(2.9, 3.4, 3.370731707317073)","(31.0, 36.0, 35.43434343434343)","(11.0, 11.5, 11.336206896551724)","(4.6, 5.9, 5.866346153846154)","(2.4, 3.0, 2.973333333333333)","(20.0, 26.0, 25.764705882352942)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:02:49.366554,"(2.9, 3.4, 3.370731707317073)","(31.0, 36.0, 35.43434343434343)","(11.0, 11.5, 11.316037735849056)","(4.6, 5.9, 5.868316831683169)","(2.4, 3.0, 2.979)","(20.0, 26.0, 25.764705882352942)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:02:50.309795,"(2.9, 3.4, 3.355)","(31.0, 36.0, 35.43434343434343)","(11.0, 12.0, 11.618556701030927)","(4.6, 5.9, 5.864835164835165)","(2.4, 3.0, 2.966315789473684)","(20.0, 26.0, 25.764705882352942)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:02:51.227629,"(2.9, 3.4, 3.353409090909091)","(31.0, 36.0, 35.43434343434343)","(11.0, 11.5, 11.461538461538462)","(4.6, 5.9, 5.837696335078534)","(2.4, 3.0, 2.966315789473684)","(20.0, 26.0, 25.764705882352942)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:02:52.132855,"(2.9, 3.4, 3.3537500000000002)","(31.0, 36.0, 35.82051282051282)","(11.0, 11.5, 11.462121212121213)","(4.6, 5.9, 5.837696335078534)","(2.4, 3.0, 2.966315789473684)","(20.0, 26.0, 25.464285714285715)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:02:53.093969,"(2.9, 3.4, 3.3536585365853657)","(31.0, 36.0, 35.82051282051282)","(11.0, 12.0, 11.680851063829786)","(4.6, 5.9, 5.837696335078534)","(2.5, 3.0, 2.968695652173913)","(20.0, 26.0, 25.464285714285715)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:02:54.025572,"(2.9, 3.4, 3.3536585365853657)","(31.0, 36.0, 35.82051282051282)","(11.0, 12.0, 11.693877551020408)","(4.6, 5.9, 5.842352941176471)","(2.5, 3.0, 2.9768421052631577)","(20.0, 26.0, 25.464285714285715)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:02:54.976644,"(2.9, 3.4, 3.3563218390804597)","(31.0, 36.0, 35.82051282051282)","(11.0, 12.0, 11.70103092783505)","(4.6, 5.9, 5.842352941176471)","(2.5, 3.0, 2.967422680412371)","(20.0, 26.0, 25.464285714285715)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:02:55.902277,"(2.9, 3.3, 3.291935483870968)","(31.0, 36.0, 35.89333333333333)","(11.0, 12.0, 11.75)","(4.8, 5.9, 5.861802575107296)","(2.5, 3.05, 2.9933636363636364)","(20.0, 26.0, 25.464285714285715)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:02:56.838074,"(2.9, 3.3, 3.291935483870968)","(31.0, 36.0, 35.89333333333333)","(11.0, 12.0, 11.895833333333334)","(4.8, 5.9, 5.861802575107296)","(2.5, 3.05, 2.996)","(20.0, 26.0, 25.5)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:02:57.760486,"(2.9, 3.3, 3.291935483870968)","(31.0, 36.0, 35.89333333333333)","(11.0, 12.0, 11.907407407407407)","(4.8, 5.9, 5.853932584269663)","(2.5, 3.0, 2.996)","(20.0, 26.0, 25.5)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:02:58.642919,"(2.9, 3.3, 3.2920212765957446)","(31.0, 36.0, 35.89333333333333)","(11.0, 12.0, 11.907407407407407)","(4.8, 5.9, 5.853932584269663)","(2.5, 3.0, 2.996)","(20.0, 26.0, 25.5)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:02:59.691404,"(2.9, 3.3, 3.2920212765957446)","(31.0, 36.0, 35.89333333333333)","(11.0, 12.5, 11.894366197183098)","(4.8, 5.9, 5.853932584269663)","(2.5, 3.0, 2.996)","(20.0, 26.0, 25.5)","(21.0, 28.0, 27.770491803278688)"
07-01-2023 15:03:00.587282,"(2.9, 3.35, 3.304310344827586)","(31.0, 36.0, 35.89333333333333)","(11.0, 12.5, 11.894366197183098)","(4.8, 5.9, 5.853932584269663)","(2.5, 3.0, 2.996)","(20.0, 26.0, 25.53125)","(21.0, 28.0, 28.28125)"
07-01-2023 15:03:01.521033,"(2.9, 3.35, 3.3146464646464646)","(31.0, 36.0, 35.896103896103895)","(11.0, 12.5, 11.969135802469136)","(4.8, 5.9, 5.851985559566787)","(2.5, 3.0, 2.989333333333333)","(20.0, 26.0, 25.53125)","(21.0, 29.0, 28.294117647058822)"
07-01-2023 15:03:02.420264,"(2.9, 3.3, 3.2944444444444443)","(31.0, 36.0, 35.921052631578945)","(11.0, 12.5, 11.993506493506494)","(4.8, 5.9, 5.8538194444444445)","(2.5, 3.0, 2.9863636363636363)","(20.0, 26.0, 25.653846153846153)","(21.0, 29.0, 28.314285714285713)"
07-01-2023 15:03:03.362153,"(2.9, 3.3, 3.2957142857142854)","(31.0, 36.0, 35.921052631578945)","(11.0, 12.5, 12.018518518518519)","(4.8, 5.9, 5.854295532646049)","(2.5, 3.0, 2.9814285714285713)","(20.0, 26.0, 25.829268292682926)","(21.0, 29.0, 28.314285714285713)"
07-01-2023 15:03:04.284314,"(2.9, 3.3, 3.2957142857142854)","(31.0, 36.0, 35.921052631578945)","(11.0, 12.5, 12.018518518518519)","(4.8, 5.9, 5.852158273381295)","(2.5, 3.0, 2.9893877551020407)","(20.0, 27.0, 25.829268292682926)","(21.0, 29.0, 28.314285714285713)"
07-01-2023 15:03:05.210250,"(2.9, 3.3, 3.2957142857142854)","(31.0, 36.0, 35.921052631578945)","(11.0, 12.5, 11.993506493506494)","(4.8, 5.9, 5.851102941176471)","(2.5, 3.0, 2.9893877551020407)","(20.0, 27.0, 25.772727272727273)","(21.0, 29.0, 28.314285714285713)"
07-01-2023 15:03:06.108341,"(2.9, 3.3, 3.2957142857142854)","(31.0, 36.0, 35.921052631578945)","(11.0, 12.5, 11.993506493506494)","(4.8, 5.9, 5.851102941176471)","(2.5, 3.0, 2.9893877551020407)","(20.0, 27.0, 25.708333333333332)","(21.0, 29.0, 28.314285714285713)"
07-01-2023 15:03:07.025122,"(2.9, 3.3, 3.2957142857142854)","(31.0, 36.0, 35.921052631578945)","(11.0, 12.5, 11.922222222222222)","(4.8, 5.9, 5.851102941176471)","(2.5, 3.0, 2.993488372093023)","(20.0, 27.0, 25.708333333333332)","(21.0, 29.0, 28.314285714285713)"
07-01-2023 15:03:07.933092,"(2.9, 3.35, 3.339873417721519)","(31.0, 36.0, 35.903225806451616)","(11.0, 12.0, 11.583333333333334)","(4.8, 5.9, 5.8445833333333335)","(2.5, 3.0, 2.991764705882353)","(20.0, 27.0, 25.80952380952381)","(21.0, 29.0, 28.314285714285713)"
07-01-2023 15:03:08.887183,"(2.9, 3.35, 3.341447368421053)","(31.0, 36.0, 35.78787878787879)","(11.0, 12.0, 11.742857142857144)","(4.8, 5.9, 5.8445833333333335)","(2.5, 2.98, 2.9766666666666666)","(20.0, 26.0, 25.80952380952381)","(21.0, 29.0, 28.916666666666668)"
07-01-2023 15:03:09.792876,"(2.9, 3.35, 3.341447368421053)","(31.0, 36.0, 35.774193548387096)","(11.0, 12.0, 11.722222222222221)","(4.8, 5.9, 5.845934959349593)","(2.5, 2.98, 2.9766666666666666)","(20.0, 26.0, 25.80952380952381)","(21.0, 29.0, 28.916666666666668)"
07-01-2023 15:03:10.721860,"(2.9, 3.35, 3.341447368421053)","(31.0, 36.0, 35.774193548387096)","(11.0, 12.0, 11.68421052631579)","(4.8, 5.9, 5.84396887159533)","(2.5, 2.98, 2.9757894736842103)","(20.0, 26.0, 25.80952380952381)","(21.0, 29.0, 28.916666666666668)"
07-01-2023 15:03:11.679083,"(2.9, 3.35, 3.341447368421053)","(31.0, 36.0, 35.774193548387096)","(11.0, 12.0, 11.68421052631579)","(4.8, 5.9, 5.884057971014493)","(2.5, 2.98, 2.9757894736842103)","(20.0, 26.0, 25.80952380952381)","(21.0, 29.0, 28.916666666666668)"
07-01-2023 15:03:12.604010,"(2.9, 3.35, 3.341447368421053)","(31.0, 36.0, 35.774193548387096)","(11.0, 12.0, 11.68421052631579)","(4.8, 5.9, 5.884057971014493)","(2.5, 2.98, 2.9757894736842103)","(20.0, 26.0, 25.80952380952381)","(21.0, 29.0, 28.916666666666668)"
07-01-2023 15:03:13.545602,"(2.9, 3.35, 3.338259109311741)","(31.0, 36.0, 35.774193548387096)","(11.0, 12.0, 11.68421052631579)","(4.8, 5.9, 5.882677165354331)","(2.5, 2.98, 2.9757894736842103)","(20.0, 26.0, 25.80952380952381)","(21.0, 29.0, 28.916666666666668)"
07-01-2023 15:03:14.507190,"(2.9, 3.35, 3.338259109311741)","(31.0, 36.0, 35.774193548387096)","(11.0, 12.0, 11.666666666666666)","(4.8, 5.9, 5.884285714285714)","(2.5, 2.98, 2.9757894736842103)","(20.0, 26.0, 25.80952380952381)","(21.0, 29.0, 28.916666666666668)"
07-01-2023 15:03:15.467549,"(2.9, 3.35, 3.338259109311741)","(31.0, 36.0, 35.774193548387096)","(11.0, 12.0, 11.666666666666666)","(4.8, 5.9, 5.885430463576159)","(2.5, 2.98, 2.975)","(20.0, 26.0, 25.80952380952381)","(21.0, 29.0, 28.916666666666668)"
