,Spaltet,By Nine,Smooth Flight,Isolyfe,Midori Burly,Wild Irish Rover,Watch The Clock,Cushy,Mancconi
07-01-2023 14:34:20.861244,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.6, 4.225)","(13.0, 23.0, 22.09090909090909)","(8.5, 15.0, 13.75)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 9.0)","(6.5, 9.2, 8.3)","(12.0, 19.0, 21.653846153846153)"
07-01-2023 14:34:21.976910,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.6, 4.225)","(13.0, 23.0, 22.09090909090909)","(8.5, 15.0, 13.75)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 9.0)","(6.5, 9.2, 8.3)","(12.0, 22.0, 21.653846153846153)"
07-01-2023 14:34:23.122459,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.6, 4.225)","(13.0, 23.0, 22.09090909090909)","(8.5, 15.0, 13.75)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 9.0)","(6.5, 9.2, 8.3)","(12.0, 22.0, 21.653846153846153)"
07-01-2023 14:34:24.204296,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.6, 4.225)","(13.0, 23.0, 22.09090909090909)","(8.5, 15.0, 13.75)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 9.0)","(6.5, 9.2, 8.3)","(12.0, 22.0, 21.653846153846153)"
07-01-2023 14:34:25.260831,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 28.0, 26.18181818181818)","(8.5, 15.0, 13.75)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 9.0)","(6.5, 9.2, 8.3)","(12.0, 22.0, 23.5)"
07-01-2023 14:34:26.353766,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 27.0, 25.363636363636363)","(8.5, 15.0, 13.75)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 9.0)","(6.5, 9.2, 8.3)","(12.0, 24.0, 22.214285714285715)"
07-01-2023 14:34:27.436056,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 27.0, 25.363636363636363)","(8.5, 15.0, 13.75)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 9.0)","(6.5, 9.2, 8.3)","(12.0, 23.0, 22.214285714285715)"
07-01-2023 14:34:28.635507,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 27.0, 24.545454545454547)","(8.5, 15.0, 13.75)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 9.0)","(6.5, 9.2, 8.3)","(12.0, 23.0, 22.214285714285715)"
07-01-2023 14:34:29.750212,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 26.0, 23.53846153846154)","(8.5, 15.0, 13.75)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 9.0)","(6.5, 9.2, 8.4)","(12.0, 23.0, 22.214285714285715)"
07-01-2023 14:34:30.862461,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 26.0, 24.545454545454547)","(8.5, 15.0, 13.75)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 9.0)","(6.5, 9.0, 8.4)","(12.0, 23.0, 22.214285714285715)"
07-01-2023 14:34:32.331460,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 26.0, 24.545454545454547)","(8.5, 15.0, 14.583333333333334)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 9.6)","(6.5, 9.0, 8.4)","(12.0, 23.0, 20.25)"
07-01-2023 14:34:33.476865,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 26.0, 23.857142857142858)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 8.649999999999999)","(6.5, 9.0, 8.4)","(12.0, 23.0, 19.5)"
07-01-2023 14:34:34.634105,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 26.0, 22.5)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 8.649999999999999)","(6.5, 9.0, 8.4)","(12.0, 23.0, 17.875)"
07-01-2023 14:34:36.019742,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 26.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 8.649999999999999)","(6.5, 9.0, 8.4)","(12.0, 18.5, 17.0)"
07-01-2023 14:34:37.270070,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 8.649999999999999)","(6.5, 9.0, 8.4)","(12.0, 18.5, 17.0)"
07-01-2023 14:34:38.503351,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 8.649999999999999)","(6.5, 9.0, 8.311111111111112)","(12.0, 18.5, 17.0)"
07-01-2023 14:34:39.758058,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 8.649999999999999)","(6.5, 9.4, 8.285714285714286)","(12.0, 18.5, 18.347826086956523)"
07-01-2023 14:34:41.052300,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 8.649999999999999)","(6.5, 10.0, 8.285714285714286)","(12.0, 18.5, 18.365384615384617)"
07-01-2023 14:34:42.313604,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 8.649999999999999)","(6.5, 10.0, 8.771428571428572)","(12.0, 18.5, 18.365384615384617)"
07-01-2023 14:34:43.470715,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 8.649999999999999)","(6.5, 9.8, 8.771428571428572)","(12.0, 18.5, 18.365384615384617)"
07-01-2023 14:34:44.731081,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.5, 11.59090909090909)","(3.7, 4.5, 4.214285714285714)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.575342465753425)","(6.5, 10.0, 8.733333333333333)","(6.5, 9.8, 8.959999999999999)","(12.0, 18.5, 17.5)"
07-01-2023 14:34:46.113383,"(6.5, 9.4, 9.373913043478261)","(8.0, 13.0, 11.833333333333334)","(3.7, 4.5, 4.15)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.5777777777777775)","(6.5, 9.8, 8.733333333333333)","(6.5, 9.6, 8.525)","(12.0, 18.5, 17.5)"
07-01-2023 14:34:47.475790,"(6.5, 9.4, 9.373913043478261)","(8.0, 12.5, 12.1)","(3.7, 4.5, 4.15)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.5777777777777775)","(6.5, 9.8, 8.733333333333333)","(6.5, 9.4, 8.525)","(12.0, 18.5, 17.5)"
07-01-2023 14:34:48.611668,"(6.5, 10.5, 10.296)","(8.0, 12.5, 12.1)","(3.7, 4.5, 4.15)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.5777777777777775)","(6.5, 9.8, 8.733333333333333)","(6.5, 9.4, 8.525)","(12.0, 18.5, 17.5)"
07-01-2023 14:34:49.766754,"(6.5, 10.5, 10.296)","(8.0, 12.5, 12.1)","(3.7, 4.5, 4.15)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.5777777777777775)","(6.5, 9.8, 8.733333333333333)","(6.5, 9.4, 8.525)","(12.0, 18.5, 17.5)"
07-01-2023 14:34:50.901317,"(6.5, 10.5, 10.296)","(8.0, 12.5, 12.3)","(3.7, 4.5, 4.15)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.5777777777777775)","(6.5, 9.8, 8.733333333333333)","(6.5, 9.4, 8.525)","(12.0, 18.5, 17.5)"
07-01-2023 14:34:52.024560,"(6.5, 10.5, 10.296)","(8.0, 12.5, 12.3)","(3.7, 4.5, 4.15)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.5777777777777775)","(6.5, 9.8, 8.733333333333333)","(6.5, 9.4, 8.84)","(12.0, 18.5, 17.5)"
07-01-2023 14:34:53.107049,"(6.5, 10.5, 10.296)","(8.0, 12.5, 12.25)","(3.7, 4.5, 4.36875)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.5777777777777775)","(6.5, 9.8, 8.733333333333333)","(6.5, 9.4, 8.84)","(12.0, 18.5, 17.5)"
07-01-2023 14:34:54.187269,"(6.5, 10.5, 10.296)","(8.0, 12.5, 11.5)","(3.7, 4.5, 4.36875)","(13.0, 27.0, 23.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.5777777777777775)","(6.5, 9.8, 8.733333333333333)","(6.5, 9.4, 8.84)","(12.0, 18.5, 17.5)"
07-01-2023 14:34:55.279980,"(6.5, 10.5, 10.296)","(8.0, 12.0, 11.0)","(3.7, 4.5, 4.36875)","(13.0, 27.0, 25.0)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.5777777777777775)","(6.5, 9.8, 8.733333333333333)","(6.5, 9.4, 8.84)","(12.0, 18.5, 17.5)"
07-01-2023 14:34:56.421634,"(6.5, 10.5, 10.296)","(8.0, 12.0, 11.0)","(3.7, 4.5, 4.115)","(13.0, 28.0, 23.153846153846153)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.5777777777777775)","(6.5, 9.8, 8.733333333333333)","(6.5, 9.4, 8.84)","(12.0, 18.5, 17.5)"
07-01-2023 14:34:57.584987,"(6.5, 10.5, 10.296)","(8.0, 12.0, 11.0)","(3.7, 4.5, 4.115)","(13.0, 27.0, 25.545454545454547)","(8.5, 15.0, 14.84375)","(7.5, 7.8, 7.5777777777777775)","(6.5, 9.8, 8.733333333333333)","(6.5, 9.4, 8.84)","(12.0, 18.5, 17.5)"
07-01-2023 14:34:58.723092,"(6.5, 10.5, 10.296)","(8.0, 12.0, 11.0)","(3.7, 4.5, 4.115)","(13.0, 27.0, 25.545454545454547)","(8.5, 15.0, 14.204545454545455)","(7.5, 7.8, 7.574647887323944)","(6.5, 9.8, 8.733333333333333)","(6.5, 9.4, 8.942857142857143)","(12.0, 18.5, 17.5)"
07-01-2023 14:34:59.861801,"(6.5, 10.5, 10.296)","(8.0, 12.0, 11.0)","(3.7, 4.5, 4.111111111111111)","(13.0, 27.0, 25.545454545454547)","(8.5, 15.0, 14.264705882352942)","(7.5, 7.8, 7.574647887323944)","(6.5, 9.8, 9.100000000000001)","(6.5, 9.4, 8.666666666666666)","(12.0, 18.5, 17.666666666666668)"
07-01-2023 14:35:01.030000,"(6.5, 10.5, 10.296)","(8.0, 12.0, 11.0)","(3.7, 4.5, 4.111111111111111)","(13.0, 27.0, 25.545454545454547)","(8.5, 14.5, 14.264705882352942)","(7.5, 7.8, 7.574647887323944)","(6.5, 9.8, 9.100000000000001)","(6.5, 9.0, 8.666666666666666)","(12.0, 18.5, 17.666666666666668)"
07-01-2023 14:35:02.158905,"(6.5, 10.5, 10.296)","(8.0, 12.0, 10.266666666666667)","(3.7, 4.5, 4.111111111111111)","(13.0, 27.0, 25.545454545454547)","(8.5, 14.5, 14.264705882352942)","(7.5, 7.8, 7.574647887323944)","(6.5, 9.8, 9.100000000000001)","(6.5, 9.0, 8.666666666666666)","(12.0, 18.5, 17.666666666666668)"
07-01-2023 14:35:03.313180,"(6.5, 10.5, 9.9)","(8.0, 12.0, 10.266666666666667)","(3.7, 4.5, 4.111111111111111)","(13.0, 27.0, 25.76923076923077)","(8.5, 14.5, 14.264705882352942)","(7.5, 7.8, 7.574647887323944)","(6.5, 9.8, 9.100000000000001)","(6.5, 9.0, 8.666666666666666)","(12.0, 18.5, 17.666666666666668)"
07-01-2023 14:35:04.473119,"(6.5, 10.0, 9.947826086956521)","(8.0, 12.0, 10.05)","(3.7, 4.5, 4.111111111111111)","(13.0, 27.0, 22.0)","(8.5, 14.5, 14.264705882352942)","(7.5, 7.8, 7.574647887323944)","(6.5, 9.8, 9.100000000000001)","(6.5, 9.0, 8.666666666666666)","(12.0, 18.5, 17.666666666666668)"
07-01-2023 14:35:05.697306,"(6.5, 10.0, 9.947826086956521)","(8.0, 12.0, 10.05)","(3.7, 4.5, 4.266666666666667)","(13.0, 27.0, 22.0)","(8.5, 14.5, 14.264705882352942)","(7.5, 7.8, 7.574647887323944)","(6.5, 9.8, 9.100000000000001)","(6.5, 9.0, 8.666666666666666)","(12.0, 18.5, 17.666666666666668)"
07-01-2023 14:35:06.932557,"(6.5, 10.0, 9.947826086956521)","(8.0, 12.0, 10.266666666666667)","(3.7, 4.4, 4.266666666666667)","(13.0, 27.0, 23.25)","(8.5, 14.5, 14.264705882352942)","(7.5, 7.8, 7.574647887323944)","(6.5, 9.8, 9.100000000000001)","(6.5, 9.0, 8.666666666666666)","(12.0, 18.5, 18.354166666666668)"
07-01-2023 14:35:08.174751,"(6.5, 10.0, 9.947826086956521)","(8.0, 12.0, 10.266666666666667)","(3.7, 4.4, 4.266666666666667)","(13.0, 27.0, 22.227272727272727)","(8.5, 14.5, 14.264705882352942)","(7.5, 7.8, 7.574647887323944)","(6.5, 9.8, 8.8)","(6.5, 9.0, 8.666666666666666)","(12.0, 18.5, 18.354166666666668)"
07-01-2023 14:35:09.382431,"(6.5, 10.0, 9.947826086956521)","(8.0, 12.0, 10.266666666666667)","(3.7, 4.4, 4.266666666666667)","(13.0, 27.0, 23.833333333333332)","(8.5, 14.5, 14.264705882352942)","(7.5, 7.8, 7.574647887323944)","(6.5, 9.8, 9.2)","(6.5, 9.0, 8.666666666666666)","(12.0, 18.5, 18.354166666666668)"
07-01-2023 14:35:10.662089,"(6.5, 10.0, 9.947826086956521)","(8.0, 12.0, 10.266666666666667)","(3.7, 4.4, 4.266666666666667)","(13.0, 26.0, 23.833333333333332)","(8.5, 14.5, 14.264705882352942)","(7.5, 7.8, 7.574647887323944)","(6.5, 9.6, 9.100000000000001)","(6.5, 9.0, 8.666666666666666)","(12.0, 18.5, 18.354166666666668)"
07-01-2023 14:35:11.819292,"(6.5, 10.0, 9.947826086956521)","(8.0, 12.0, 10.266666666666667)","(3.7, 4.4, 4.266666666666667)","(13.0, 26.0, 26.11111111111111)","(8.5, 14.5, 14.264705882352942)","(7.5, 7.8, 7.574647887323944)","(6.5, 9.8, 9.100000000000001)","(6.5, 9.0, 8.666666666666666)","(12.0, 18.5, 18.354166666666668)"
07-01-2023 14:35:12.944125,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.0, 10.266666666666667)","(3.8, 4.4, 4.266666666666667)","(13.0, 28.0, 26.11111111111111)","(9.0, 14.5, 14.264705882352942)","(7.5, 7.8, 7.574647887323944)","(7.0, 9.8, 9.100000000000001)","(6.5, 9.0, 8.666666666666666)","(12.0, 18.5, 18.354166666666668)"
07-01-2023 14:35:14.093266,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.0, 10.266666666666667)","(3.8, 4.4, 4.266666666666667)","(13.0, 28.0, 23.75)","(9.0, 14.5, 13.823529411764707)","(7.5, 7.8, 7.574647887323944)","(7.0, 9.8, 9.100000000000001)","(6.5, 9.0, 8.5)","(12.0, 18.5, 18.354166666666668)"
07-01-2023 14:35:15.253722,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.0, 10.266666666666667)","(3.8, 4.4, 4.25)","(13.0, 28.0, 24.666666666666668)","(9.0, 14.0, 13.823529411764707)","(7.5, 7.8, 7.574647887323944)","(7.0, 9.8, 9.68)","(6.5, 8.8, 8.5)","(12.0, 18.5, 18.354166666666668)"
07-01-2023 14:35:16.417455,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.0, 10.266666666666667)","(3.8, 4.4, 4.25)","(13.0, 27.0, 24.666666666666668)","(9.0, 14.0, 13.823529411764707)","(7.5, 7.8, 7.574647887323944)","(7.0, 9.8, 8.899999999999999)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:17.555251,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.0, 10.266666666666667)","(3.8, 4.4, 4.25)","(13.0, 27.0, 24.666666666666668)","(9.0, 14.0, 13.823529411764707)","(7.5, 7.8, 7.574647887323944)","(7.0, 9.6, 8.899999999999999)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:18.659306,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.0, 10.266666666666667)","(3.8, 4.4, 4.25)","(13.0, 27.0, 24.666666666666668)","(9.0, 14.0, 13.823529411764707)","(7.5, 7.8, 7.574647887323944)","(7.0, 9.6, 8.899999999999999)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:19.855043,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.0, 11.35)","(3.8, 4.4, 4.1000000000000005)","(13.0, 27.0, 24.666666666666668)","(9.0, 14.0, 13.823529411764707)","(7.5, 7.8, 7.574647887323944)","(7.0, 9.6, 8.899999999999999)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:21.143650,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.0, 11.527272727272727)","(3.8, 4.4, 4.13)","(13.0, 27.0, 24.666666666666668)","(9.0, 14.0, 13.823529411764707)","(7.5, 7.8, 7.574647887323944)","(7.0, 9.6, 8.899999999999999)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:22.413117,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.0, 11.971428571428572)","(3.8, 4.4, 4.13)","(13.0, 27.0, 24.666666666666668)","(9.0, 14.0, 13.823529411764707)","(7.5, 7.8, 7.574647887323944)","(7.0, 9.6, 8.899999999999999)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:23.634203,"(7.0, 10.0, 9.947826086956521)","(8.0, 13.0, 12.485714285714286)","(3.8, 4.4, 4.13)","(13.0, 27.0, 24.666666666666668)","(9.0, 14.0, 13.823529411764707)","(7.5, 7.8, 7.574647887323944)","(7.0, 9.6, 8.899999999999999)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:24.867340,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.0, 11.8)","(3.8, 4.4, 4.13)","(13.0, 27.0, 24.666666666666668)","(9.0, 14.0, 13.823529411764707)","(7.5, 7.8, 7.574647887323944)","(7.0, 9.6, 8.899999999999999)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:26.035455,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.0, 11.8)","(3.8, 4.4, 4.13)","(13.0, 27.0, 24.666666666666668)","(9.0, 14.0, 13.823529411764707)","(7.5, 7.8, 7.574647887323944)","(7.0, 9.6, 8.899999999999999)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:27.115171,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.0, 11.8)","(3.8, 4.4, 4.13)","(13.0, 27.0, 24.666666666666668)","(9.0, 14.0, 13.823529411764707)","(7.5, 7.8, 7.574647887323944)","(7.0, 9.6, 8.899999999999999)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:28.281186,"(7.0, 10.0, 9.947826086956521)","(8.0, 13.5, 12.294117647058822)","(3.8, 4.4, 4.13)","(13.0, 27.0, 24.666666666666668)","(9.0, 14.0, 13.823529411764707)","(7.5, 7.8, 7.574647887323944)","(7.0, 9.6, 8.899999999999999)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:29.450607,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.5, 12.26153846153846)","(3.7, 4.4, 4.133333333333334)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 13.823529411764707)","(7.0, 7.8, 7.574647887323944)","(7.0, 9.6, 8.899999999999999)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:30.632421,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.5, 12.26153846153846)","(3.7, 4.5, 4.133333333333334)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 13.823529411764707)","(7.0, 7.8, 7.574647887323944)","(7.0, 9.6, 8.899999999999999)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:31.736628,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.5, 12.26153846153846)","(3.7, 4.4, 4.175000000000001)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 13.823529411764707)","(7.0, 7.8, 7.574647887323944)","(7.0, 9.6, 8.6)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:32.849165,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.5, 12.26153846153846)","(3.7, 4.8, 4.611111111111111)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 13.823529411764707)","(7.0, 7.8, 7.574647887323944)","(7.0, 9.8, 8.6)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:33.994598,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.5, 12.26153846153846)","(3.7, 4.8, 4.534375)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 13.823529411764707)","(7.0, 7.8, 7.574647887323944)","(7.0, 9.8, 8.6)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:35.272600,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.5, 12.622222222222222)","(3.7, 4.8, 4.6692307692307695)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 12.8)","(7.0, 7.8, 6.869767441860465)","(7.0, 9.8, 8.6)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.0)"
07-01-2023 14:35:36.463955,"(7.0, 10.0, 9.947826086956521)","(8.0, 13.0, 12.622222222222222)","(3.7, 4.8, 4.127272727272727)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 12.5)","(7.0, 7.8, 7.514285714285714)","(7.0, 9.8, 9.114285714285714)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.9)"
07-01-2023 14:35:37.578296,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.5, 11.629999999999999)","(3.7, 4.7, 4.127272727272727)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 12.5)","(7.0, 7.6, 6.937931034482759)","(7.0, 9.8, 9.114285714285714)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.9)"
07-01-2023 14:35:38.735288,"(7.0, 10.0, 9.947826086956521)","(8.0, 13.0, 12.575)","(3.7, 4.8, 4.6692307692307695)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 12.5)","(7.0, 7.6, 6.937931034482759)","(7.0, 9.8, 9.114285714285714)","(6.5, 8.8, 8.5)","(12.0, 18.5, 17.9)"
07-01-2023 14:35:39.869847,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.0, 11.82857142857143)","(3.7, 4.6, 4.55)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 13.0)","(7.0, 7.6, 7.512727272727273)","(7.0, 9.8, 9.114285714285714)","(6.5, 8.8, 8.5)","(12.0, 18.5, 18.166666666666668)"
07-01-2023 14:35:41.084891,"(7.0, 10.0, 9.947826086956521)","(8.0, 12.0, 11.82857142857143)","(3.7, 4.6, 4.55)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 13.0)","(7.0, 7.6, 7.487323943661972)","(7.0, 9.8, 9.114285714285714)","(6.5, 8.8, 8.5)","(12.0, 18.5, 18.166666666666668)"
07-01-2023 14:35:42.258753,"(7.0, 10.0, 9.942857142857143)","(8.0, 12.5, 12.292857142857143)","(3.7, 4.6, 4.55)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 13.0)","(7.0, 7.6, 7.487323943661972)","(7.0, 9.8, 9.114285714285714)","(6.5, 8.8, 8.5)","(12.0, 18.5, 18.166666666666668)"
07-01-2023 14:35:43.614199,"(7.0, 10.0, 9.942857142857143)","(8.0, 13.5, 11.763636363636364)","(3.7, 4.5, 4.3)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 12.5)","(7.0, 7.6, 7.487323943661972)","(7.0, 9.8, 8.96)","(6.5, 9.0, 8.733333333333333)","(12.0, 18.0, 16.75)"
07-01-2023 14:35:44.906756,"(7.0, 10.0, 9.929411764705883)","(8.0, 12.5, 11.96)","(3.7, 4.5, 4.3)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 12.5)","(7.0, 7.6, 7.487323943661972)","(7.0, 9.8, 8.96)","(6.5, 9.0, 8.733333333333333)","(12.0, 17.5, 16.75)"
07-01-2023 14:35:46.120728,"(7.0, 10.0, 9.929411764705883)","(8.0, 12.5, 11.96)","(3.7, 4.5, 4.3)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 12.5)","(7.0, 7.6, 7.487323943661972)","(7.0, 9.8, 8.96)","(6.5, 9.0, 8.733333333333333)","(12.0, 17.5, 16.75)"
07-01-2023 14:35:47.299383,"(7.0, 10.0, 9.929411764705883)","(8.0, 12.5, 12.00909090909091)","(3.7, 4.5, 4.3)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 12.5)","(7.0, 7.6, 7.487323943661972)","(7.0, 9.8, 8.96)","(6.5, 9.0, 8.733333333333333)","(12.0, 17.5, 16.75)"
07-01-2023 14:35:48.540630,"(7.0, 10.0, 9.929411764705883)","(8.0, 12.5, 12.114285714285714)","(3.7, 4.5, 4.3)","(14.0, 27.0, 24.666666666666668)","(10.0, 14.0, 12.3125)","(7.0, 7.6, 7.487323943661972)","(7.0, 9.8, 8.96)","(6.5, 9.0, 8.733333333333333)","(12.0, 17.5, 16.75)"
