,Tiger One,Homebush Solo,Rowdy Shadow,Going Gorillas,Homebush Bingo,Goldstar Odette,Amuri Patti,Goldstar Wade
09-01-2023 09:24:28.821450,"(3.7, 10.5, 5.325)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 6.161538461538461)","(2.9, 7.0, 3.8593103448275863)"
09-01-2023 09:24:29.981310,"(3.7, 10.5, 5.325)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 6.161538461538461)","(2.9, 7.0, 3.8593103448275863)"
09-01-2023 09:24:31.046430,"(3.7, 10.5, 5.325)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 6.161538461538461)","(2.9, 7.0, 3.762758620689655)"
09-01-2023 09:24:32.117729,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:33.188604,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:34.306499,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:35.447664,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:36.574989,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:37.657584,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:38.695121,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:39.820730,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:40.942237,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:42.104571,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:43.212705,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:44.278658,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:45.399551,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:46.489405,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:47.675266,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:48.865416,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:50.004894,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:51.166252,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:52.269068,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:53.375001,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:54.482120,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:55.593510,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:56.820341,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:57.994867,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:24:59.097710,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:00.094825,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:01.085026,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:02.124169,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:03.230192,"(3.7, 10.0, 6.061538461538461)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:04.394214,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:05.560150,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:06.653388,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:07.966385,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:09.420341,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:10.744682,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:11.978237,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:13.152100,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:14.420318,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:15.604294,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:16.701943,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:17.855696,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:19.065710,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:20.160049,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:21.275824,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:22.296689,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:23.284198,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:24.388887,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:25.501624,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:26.618708,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:27.726540,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:28.782941,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:29.878839,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:30.942911,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 3.762758620689655)"
09-01-2023 09:25:32.085793,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.6, 4.099)"
09-01-2023 09:25:33.225101,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:34.355601,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:35.529574,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:36.612374,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:37.634504,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:38.629079,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:39.680599,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:40.733727,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:41.809510,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:42.876406,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:43.930032,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:44.999450,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:45.952796,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:46.908567,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:47.934496,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.099)"
09-01-2023 09:25:48.989336,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 6.4, 4.293793103448276)"
09-01-2023 09:25:50.147867,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 8.8, 4.379)"
09-01-2023 09:25:51.161065,"(3.7, 9.4, 5.050000000000001)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 7.2, 4.379)"
09-01-2023 09:25:52.177684,"(3.7, 9.4, 5.050000000000001)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 7.2, 4.379)"
09-01-2023 09:25:53.259895,"(3.7, 9.4, 5.050000000000001)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 7.2, 4.379)"
09-01-2023 09:25:54.256136,"(3.7, 9.4, 5.050000000000001)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 7.2, 4.379)"
09-01-2023 09:25:55.283060,"(3.7, 9.4, 5.050000000000001)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 7.2, 4.379)"
09-01-2023 09:25:56.371289,"(3.7, 9.4, 5.050000000000001)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 7.2, 4.379)"
09-01-2023 09:25:57.445722,"(3.7, 9.4, 5.050000000000001)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 7.2, 4.379)"
09-01-2023 09:25:58.525525,"(3.7, 9.4, 5.050000000000001)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 7.2, 4.379)"
09-01-2023 09:25:59.625931,"(3.7, 9.4, 5.050000000000001)","(9.0, 40.0, 29.46666666666667)","(10.0, 60.0, 54.9)","(15.0, 180.0, 104.31818181818181)","(14.0, 80.0, 70.35714285714286)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 7.68)","(2.9, 7.2, 4.379)"
