,Im The Bounty Hunter Nz,Colerne,Orama,Gracie Cullen,Treacherous Saint,Bettor Star
10-01-2023 18:18:54.518269,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:18:55.476419,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:18:56.400283,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:18:57.351884,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:18:58.275797,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:18:59.226390,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:00.145988,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:01.213049,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:02.096229,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:02.942096,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:03.852829,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:04.757447,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:05.688109,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:06.636821,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:07.569292,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:08.459026,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:09.392805,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:10.310231,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:11.254003,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:12.172381,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:13.090820,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:13.964624,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:14.864743,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:15.782340,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:16.725642,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:17.677351,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:18.523923,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:19.794847,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:20.655118,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:21.613237,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:22.597567,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:23.573125,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:24.535466,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:25.580458,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:26.656239,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:27.603125,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:28.509555,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:29.416532,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:30.328460,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:31.205658,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:32.073568,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:32.929665,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:33.862512,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:34.746713,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:35.877461,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:37.102251,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:38.255486,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:39.577009,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:40.760294,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:41.908475,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:43.088426,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:44.031220,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:45.097269,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:46.193192,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:47.269493,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:48.274515,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:49.218940,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:50.155430,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:51.104441,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:52.202370,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:53.192309,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:54.232295,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:55.196253,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:56.212916,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:57.202919,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:58.264376,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:19:59.304560,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:20:00.341014,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:20:01.340582,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:20:02.535946,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:20:03.454303,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:20:04.415682,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:20:05.457366,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.987500000000001)","(4.0, 6.0, 5.48)"
10-01-2023 18:20:06.451695,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.0, 7.7555555555555555)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.6)","(4.0, 6.0, 5.48)"
10-01-2023 18:20:07.523507,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.866666666666667)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:08.502209,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.866666666666667)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:09.485468,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 4.866666666666667)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:10.523256,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:11.560448,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:12.545411,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:13.567718,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:14.622716,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:15.549133,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:16.533366,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:17.505709,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:18.522261,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:19.553764,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:20.657658,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:21.740467,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:22.803188,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:23.836544,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:24.830738,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:25.775054,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:26.825703,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:27.865037,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:29.062252,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:30.160643,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:31.084179,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:32.014687,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:32.962640,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:33.908887,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:34.976906,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:36.042182,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:37.035877,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:37.997061,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:38.886665,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:39.855984,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:41.028784,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:42.076875,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:43.111967,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
10-01-2023 18:20:44.055412,"(4.0, 99999, 99990)","(7.5, 10.5, 9.14)","(6.5, 9.8, 8.600000000000001)","(4.8, 6.4, 6.1000000000000005)","(3.3, 5.4, 5.0125)","(4.0, 6.0, 5.566666666666666)"
