,Chief Artie,Fitzroy Boy,By By Music,Primed For Victory,Kwinern,Spill The Tears,Casrock,Sertin,Naytellrhi Bird
05-01-2023 17:19:51.252076,"(3.1, 3.75, 3.675)","(18.0, 50.0, 39.333333333333336)","(9.0, 17.5, 15.5)","(3.1, 3.2, 3.153846153846154)","(6.0, 9.0, 8.846153846153847)","(19.0, 26.0, 24.655172413793103)","(4.0, 6.2, 5.96)","(71.0, 150.0, 101.25)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:19:52.509354,"(3.1, 3.75, 3.675)","(18.0, 50.0, 39.333333333333336)","(9.0, 17.5, 16.214285714285715)","(3.1, 3.2, 3.153846153846154)","(6.0, 9.0, 8.846153846153847)","(19.0, 26.0, 24.655172413793103)","(4.0, 6.2, 5.96)","(71.0, 150.0, 101.25)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:19:53.706655,"(3.1, 3.75, 3.675)","(18.0, 50.0, 39.333333333333336)","(9.0, 17.5, 16.214285714285715)","(3.1, 3.2, 3.153846153846154)","(6.0, 9.0, 8.846153846153847)","(19.0, 26.0, 24.655172413793103)","(4.0, 6.2, 5.96)","(71.0, 150.0, 101.25)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:19:54.897183,"(3.1, 3.75, 3.675)","(18.0, 50.0, 39.333333333333336)","(9.0, 17.5, 15.3125)","(3.1, 3.2, 3.153846153846154)","(6.0, 9.0, 8.846153846153847)","(19.0, 26.0, 24.171875)","(4.0, 6.2, 5.96)","(71.0, 150.0, 101.25)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:19:56.094100,"(3.1, 3.75, 3.675)","(18.0, 50.0, 39.333333333333336)","(9.0, 17.5, 15.3125)","(3.1, 3.2, 3.153846153846154)","(6.0, 9.0, 8.846153846153847)","(19.0, 26.0, 24.171875)","(4.0, 6.2, 5.96)","(71.0, 150.0, 101.25)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:19:57.325443,"(3.1, 3.75, 3.675)","(18.0, 50.0, 39.333333333333336)","(9.0, 17.5, 15.3125)","(3.1, 3.2, 3.153846153846154)","(6.0, 9.0, 8.846153846153847)","(19.0, 26.0, 24.171875)","(4.0, 6.2, 5.96)","(71.0, 150.0, 101.25)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:19:58.534035,"(3.1, 3.75, 3.675)","(18.0, 50.0, 39.333333333333336)","(9.0, 17.5, 15.3125)","(3.1, 3.2, 3.153846153846154)","(6.0, 9.0, 8.846153846153847)","(19.0, 26.0, 24.171875)","(4.0, 6.2, 5.96)","(71.0, 150.0, 101.25)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:19:59.762056,"(3.1, 3.75, 3.675)","(18.0, 50.0, 39.333333333333336)","(9.0, 17.5, 15.3125)","(3.1, 3.2, 3.153846153846154)","(6.0, 9.0, 8.846153846153847)","(19.0, 26.0, 24.171875)","(4.0, 6.2, 5.96)","(71.0, 150.0, 125.625)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:01.041956,"(3.1, 3.75, 3.675)","(18.0, 50.0, 39.333333333333336)","(9.0, 17.5, 15.3125)","(3.1, 3.2, 3.153846153846154)","(6.0, 9.0, 8.846153846153847)","(19.0, 26.0, 24.171875)","(4.0, 6.2, 5.96)","(71.0, 150.0, 125.625)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:02.281873,"(3.1, 3.75, 3.675)","(18.0, 48.0, 37.5)","(9.0, 17.0, 15.25)","(3.1, 3.2, 3.0571428571428574)","(6.0, 9.0, 8.846153846153847)","(19.0, 26.0, 21.09090909090909)","(4.0, 6.2, 5.96)","(71.0, 150.0, 125.625)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:03.536820,"(3.1, 3.75, 3.675)","(18.0, 48.0, 37.5)","(9.0, 17.0, 15.25)","(3.1, 3.2, 3.1272727272727274)","(6.0, 9.0, 9.28)","(19.0, 26.0, 21.09090909090909)","(4.0, 6.2, 5.96)","(71.0, 150.0, 128.33333333333334)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:04.882430,"(3.1, 3.75, 3.675)","(18.0, 48.0, 37.5)","(9.0, 17.0, 15.25)","(3.1, 3.2, 3.1272727272727274)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 21.09090909090909)","(4.0, 6.2, 5.96)","(71.0, 150.0, 128.33333333333334)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:06.167579,"(3.1, 3.75, 3.675)","(18.0, 48.0, 37.5)","(9.0, 17.0, 15.25)","(3.1, 3.2, 3.142857142857143)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 21.09090909090909)","(4.0, 6.2, 5.96)","(71.0, 150.0, 126.25)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:07.500710,"(3.1, 3.75, 3.675)","(18.0, 48.0, 37.5)","(9.0, 17.0, 15.25)","(3.1, 3.2, 3.1272727272727274)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 22.142857142857142)","(4.0, 6.2, 5.96)","(71.0, 140.0, 115.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:08.730674,"(3.1, 3.9, 3.6857142857142855)","(18.0, 48.0, 37.5)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.105263157894737)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 22.142857142857142)","(4.0, 6.2, 5.96)","(71.0, 140.0, 115.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:09.954653,"(3.1, 3.9, 3.6857142857142855)","(18.0, 48.0, 37.5)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.105263157894737)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 22.142857142857142)","(4.0, 6.2, 5.96)","(71.0, 140.0, 118.75)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:11.187561,"(3.1, 3.9, 3.7333333333333334)","(18.0, 46.0, 36.666666666666664)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.105263157894737)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 22.142857142857142)","(4.0, 6.2, 5.96)","(71.0, 130.0, 118.75)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:12.416036,"(3.1, 3.9, 3.7333333333333334)","(18.0, 46.0, 36.666666666666664)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.105263157894737)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 24.411764705882355)","(4.0, 6.2, 5.96)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:13.668168,"(3.1, 3.9, 3.7333333333333334)","(18.0, 46.0, 40.5)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.1223529411764708)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 21.90909090909091)","(4.0, 6.2, 6.1160000000000005)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:14.972995,"(3.1, 3.9, 3.7333333333333334)","(18.0, 46.0, 32.666666666666664)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.1223529411764708)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 21.90909090909091)","(4.0, 6.2, 6.1160000000000005)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:16.280280,"(3.1, 3.9, 3.7333333333333334)","(18.0, 46.0, 32.666666666666664)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.1223529411764708)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 21.90909090909091)","(4.0, 6.2, 6.05)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:17.600304,"(3.1, 3.9, 3.7333333333333334)","(18.0, 46.0, 32.666666666666664)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.1223529411764708)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 21.90909090909091)","(4.0, 6.2, 6.05)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:18.896734,"(3.1, 3.9, 3.7333333333333334)","(18.0, 46.0, 32.666666666666664)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.1223529411764708)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 21.90909090909091)","(4.0, 6.2, 6.05)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:20.233722,"(3.1, 3.9, 3.7333333333333334)","(18.0, 46.0, 32.666666666666664)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.1223529411764708)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 21.90909090909091)","(4.0, 6.2, 6.05)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:21.558386,"(3.1, 3.9, 3.7333333333333334)","(18.0, 46.0, 31.0)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.1223529411764708)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 21.90909090909091)","(4.0, 6.2, 6.05)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:22.929686,"(3.1, 3.9, 3.7333333333333334)","(18.0, 46.0, 31.0)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.105263157894737)","(6.0, 9.6, 9.527272727272727)","(19.0, 26.0, 23.545454545454547)","(4.0, 6.2, 5.872727272727273)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:24.293923,"(3.1, 3.9, 3.7333333333333334)","(19.0, 46.0, 31.0)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.105263157894737)","(6.0, 9.6, 9.527272727272727)","(20.0, 26.0, 23.545454545454547)","(4.2, 6.2, 5.872727272727273)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:25.647259,"(3.1, 3.9, 3.7333333333333334)","(19.0, 46.0, 43.0)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.105263157894737)","(6.0, 9.6, 9.57391304347826)","(20.0, 26.0, 23.545454545454547)","(4.2, 6.2, 6.061538461538461)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:26.964267,"(3.1, 3.9, 3.7333333333333334)","(19.0, 46.0, 41.25)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.105263157894737)","(6.0, 9.6, 9.57391304347826)","(20.0, 26.0, 23.75)","(4.2, 6.2, 6.0)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:28.243055,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 41.25)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.57391304347826)","(20.0, 26.0, 23.75)","(4.2, 6.2, 6.0285714285714285)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:29.514175,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 41.25)","(9.0, 16.5, 15.375)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.57391304347826)","(20.0, 26.0, 23.75)","(4.2, 6.2, 6.0285714285714285)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:30.723556,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 41.25)","(9.0, 16.5, 15.1875)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.57391304347826)","(20.0, 26.0, 23.75)","(4.2, 6.2, 6.0285714285714285)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:31.948189,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 41.25)","(9.0, 16.5, 15.1875)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.57391304347826)","(20.0, 26.0, 23.75)","(4.2, 6.2, 6.0285714285714285)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:33.207380,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 41.25)","(9.0, 16.5, 15.1875)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.57391304347826)","(20.0, 26.0, 23.75)","(4.2, 6.2, 6.0285714285714285)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:34.340950,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 41.25)","(9.0, 16.5, 15.1875)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.57391304347826)","(20.0, 26.0, 23.75)","(4.2, 6.2, 6.0285714285714285)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:35.517001,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 41.25)","(9.0, 16.5, 15.1875)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.57391304347826)","(20.0, 26.0, 23.75)","(4.2, 6.2, 6.0285714285714285)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:36.881196,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 34.666666666666664)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.57391304347826)","(20.0, 26.0, 24.0)","(4.2, 6.2, 6.0285714285714285)","(71.0, 130.0, 100.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:38.213099,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 34.666666666666664)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.57391304347826)","(20.0, 26.0, 24.0)","(4.2, 6.2, 6.0)","(71.0, 130.0, 147.5)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:39.657149,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 34.666666666666664)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.5)","(20.0, 26.0, 24.0)","(4.2, 6.2, 6.0285714285714285)","(71.0, 210.0, 189.16666666666666)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:40.981552,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 34.666666666666664)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.5)","(20.0, 26.0, 24.0)","(4.2, 6.2, 6.0285714285714285)","(71.0, 210.0, 189.16666666666666)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:42.386849,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 37.5)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.0)","(4.2, 6.2, 6.0)","(71.0, 210.0, 156.875)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:43.709013,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 41.75)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.0)","(4.2, 6.2, 6.0)","(71.0, 200.0, 156.875)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:45.037071,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 41.75)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.0)","(4.2, 6.2, 6.0)","(71.0, 200.0, 156.875)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:46.410672,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 41.75)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.0)","(4.2, 6.2, 6.0)","(71.0, 200.0, 156.875)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:47.732067,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 41.75)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.0)","(4.2, 6.2, 6.0)","(71.0, 200.0, 156.875)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:48.985199,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 41.75)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.0)","(4.2, 6.2, 6.0)","(71.0, 200.0, 156.875)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:50.256932,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 41.75)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 23.333333333333332)","(4.2, 6.2, 6.0)","(71.0, 200.0, 156.875)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:51.527596,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 40.666666666666664)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 23.333333333333332)","(4.2, 6.2, 6.0)","(71.0, 200.0, 156.875)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:52.669692,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 42.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 23.333333333333332)","(4.2, 6.2, 6.0285714285714285)","(71.0, 200.0, 156.875)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:53.899034,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 42.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.6875)","(4.2, 6.2, 6.0)","(71.0, 200.0, 156.875)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:55.066476,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 42.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.6875)","(4.2, 6.2, 6.0)","(71.0, 200.0, 156.875)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:56.312661,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 42.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.6875)","(4.2, 6.2, 6.0)","(71.0, 200.0, 156.875)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:57.534789,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 42.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.6875)","(4.2, 6.2, 5.8)","(71.0, 200.0, 134.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:58.705594,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 42.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.6875)","(4.2, 6.2, 5.8)","(71.0, 200.0, 152.85714285714286)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:20:59.870978,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 42.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.6875)","(4.2, 6.2, 5.8)","(71.0, 200.0, 152.85714285714286)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:21:01.164609,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 42.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.6875)","(4.2, 6.2, 5.8)","(71.0, 200.0, 152.85714285714286)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:21:02.484765,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 42.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.6875)","(4.2, 6.2, 5.8)","(71.0, 200.0, 137.0)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:21:04.085645,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 42.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.6875)","(4.2, 6.2, 5.8)","(71.0, 200.0, 158.33333333333334)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:21:05.404763,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 42.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.533333333333333)","(20.0, 26.0, 24.6875)","(4.2, 6.2, 5.8)","(71.0, 190.0, 158.33333333333334)","(101.0, 230.0, 163.33333333333334)"
05-01-2023 17:21:06.729304,"(3.1, 3.9, 3.6857142857142855)","(19.0, 46.0, 42.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.28888888888889)","(20.0, 26.0, 24.551724137931036)","(4.2, 6.2, 5.8)","(71.0, 190.0, 158.33333333333334)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:08.025288,"(3.1, 3.9, 3.6625)","(19.0, 46.0, 43.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.2)","(20.0, 26.0, 24.551724137931036)","(4.2, 6.2, 5.8)","(71.0, 190.0, 158.33333333333334)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:09.347057,"(3.1, 3.9, 3.6625)","(19.0, 46.0, 43.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.2)","(20.0, 26.0, 24.551724137931036)","(4.2, 6.2, 5.8)","(71.0, 190.0, 158.33333333333334)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:10.566057,"(3.1, 3.9, 3.6604166666666664)","(19.0, 46.0, 43.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.2)","(20.0, 26.0, 24.551724137931036)","(4.2, 6.2, 5.8)","(71.0, 190.0, 151.66666666666666)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:11.826366,"(3.1, 3.9, 3.6604166666666664)","(19.0, 55.0, 52.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.2)","(20.0, 26.0, 24.551724137931036)","(4.2, 6.2, 5.8)","(71.0, 180.0, 137.5)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:13.047529,"(3.1, 3.9, 3.6604166666666664)","(19.0, 55.0, 53.38461538461539)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.2)","(20.0, 26.0, 25.28)","(4.2, 6.2, 5.8)","(71.0, 180.0, 137.5)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:14.254572,"(3.1, 3.9, 3.6619047619047618)","(19.0, 55.0, 53.38461538461539)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.11111111111111)","(20.0, 26.0, 27.04)","(4.2, 6.2, 5.8)","(71.0, 180.0, 137.5)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:15.457497,"(3.1, 3.9, 3.6619047619047618)","(19.0, 55.0, 50.8)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.11111111111111)","(20.0, 28.0, 22.75)","(4.2, 6.2, 5.8)","(71.0, 180.0, 137.5)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:16.631227,"(3.1, 3.9, 3.6619047619047618)","(19.0, 55.0, 48.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.11111111111111)","(20.0, 28.0, 22.75)","(4.2, 6.2, 5.8)","(71.0, 180.0, 137.5)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:17.751341,"(3.1, 3.9, 3.6619047619047618)","(19.0, 55.0, 48.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.11111111111111)","(20.0, 28.0, 22.75)","(4.2, 6.2, 5.8)","(71.0, 180.0, 137.5)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:19.033742,"(3.1, 3.9, 3.6619047619047618)","(19.0, 55.0, 48.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.11111111111111)","(20.0, 28.0, 22.75)","(4.2, 6.2, 5.831578947368421)","(71.0, 180.0, 137.5)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:20.193255,"(3.1, 3.9, 3.6619047619047618)","(19.0, 55.0, 48.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.11111111111111)","(20.0, 28.0, 22.75)","(4.2, 6.2, 5.978947368421053)","(71.0, 180.0, 146.0)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:21.370415,"(3.1, 3.9, 3.6619047619047618)","(19.0, 55.0, 48.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.11111111111111)","(20.0, 28.0, 22.75)","(4.2, 6.2, 5.978947368421053)","(71.0, 180.0, 146.0)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:22.564097,"(3.1, 3.9, 3.6619047619047618)","(19.0, 55.0, 48.0)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.11111111111111)","(20.0, 28.0, 22.75)","(4.2, 6.2, 5.978947368421053)","(71.0, 180.0, 146.0)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:24.108042,"(3.1, 3.9, 3.6619047619047618)","(19.0, 55.0, 43.6)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.11111111111111)","(20.0, 28.0, 24.5)","(4.2, 6.2, 5.76)","(71.0, 180.0, 146.0)","(101.0, 230.0, 193.33333333333331)"
05-01-2023 17:21:25.459315,"(3.1, 3.9, 3.6619047619047618)","(19.0, 50.0, 43.6)","(9.0, 16.5, 15.136363636363637)","(3.1, 3.2, 3.0971428571428574)","(6.0, 9.6, 9.11111111111111)","(20.0, 27.0, 24.5)","(4.2, 6.0, 5.76)","(71.0, 180.0, 146.0)","(101.0, 230.0, 193.33333333333331)"
