,No Personality,Tick And Flick,Vecna,Singing Gunn,Fingal Bay,Lifes A Vision,Always Broke,Rhino Buster
08-01-2023 17:57:00.722373,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 9.718518518518518)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 6.533333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:01.859714,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 9.718518518518518)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 6.533333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:02.982413,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 10.847058823529412)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.2)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:04.092629,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 9.4, 9.117647058823529)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.2)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:05.193358,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 9.4, 9.117647058823529)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.2)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:06.370316,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 9.4, 8.714285714285715)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.2)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:07.466108,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 9.4, 8.714285714285715)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.2)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:08.557856,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 9.4, 8.714285714285715)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.2)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:09.583136,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 9.4, 8.714285714285715)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.2)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:10.661155,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 9.4, 8.714285714285715)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.2)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:11.830523,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 9.4, 8.714285714285715)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.2)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:12.950226,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 9.4, 8.714285714285715)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.2)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:14.004494,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 9.4, 8.984615384615385)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.2)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:15.161947,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 9.4, 8.44)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.2)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:16.300732,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 9.4, 8.44)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.2)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:17.422684,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 9.4, 8.44)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.2)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:18.635726,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 9.4, 8.44)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.142857142857142)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:19.752518,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 10.0, 9.333333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.2, 6.266666666666667)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:20.898917,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 10.0, 9.333333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.0, 6.266666666666667)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:21.999598,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 10.0, 9.333333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.0, 6.1)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:23.007385,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 10.0, 9.333333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:24.020612,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 10.0, 9.333333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:25.050447,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 10.0, 9.333333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:26.151569,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 10.0, 9.333333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:27.213209,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 10.0, 9.333333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:28.283558,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 10.0, 9.333333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:29.418604,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 10.0, 9.666666666666666)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:30.585270,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 10.0, 9.457142857142857)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:31.616938,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 9.457142857142857)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:32.946401,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 9.242105263157894)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:34.053964,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 9.242105263157894)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:35.223800,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 9.242105263157894)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:36.376247,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 8.976470588235294)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:37.535256,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 8.976470588235294)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:38.779645,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 8.976470588235294)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:40.117321,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 8.976470588235294)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:41.328288,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 8.976470588235294)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:42.400855,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 8.976470588235294)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:43.484606,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 8.976470588235294)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:44.600872,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 8.976470588235294)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.309090909090909)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:57:45.745627,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.583333333333332)","(5.5, 11.5, 8.976470588235294)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.309090909090909)","(8.0, 16.0, 12.266666666666666)","(14.0, 34.0, 29.9)","(31.0, 130.0, 71.71428571428572)"
08-01-2023 17:57:46.880698,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 9.634782608695652)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.309090909090909)","(8.0, 16.0, 11.555555555555555)","(14.0, 34.0, 28.875)","(31.0, 130.0, 66.25)"
08-01-2023 17:57:47.928575,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 9.85)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.309090909090909)","(8.0, 16.0, 11.555555555555555)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:57:49.019334,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.0)","(5.5, 11.5, 8.813333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.309090909090909)","(8.0, 16.0, 11.555555555555555)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:57:50.210521,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.0)","(5.5, 11.5, 8.813333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.309090909090909)","(8.0, 16.0, 11.555555555555555)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:57:51.353657,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.0)","(5.5, 11.5, 8.813333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.309090909090909)","(8.0, 16.0, 11.555555555555555)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:57:52.396680,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.1)","(5.5, 11.5, 8.813333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.309090909090909)","(8.0, 16.0, 11.555555555555555)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:57:53.476201,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.1)","(5.5, 11.5, 8.813333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.309090909090909)","(8.0, 16.0, 11.555555555555555)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:57:54.544015,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.1)","(5.5, 11.5, 8.813333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.309090909090909)","(8.0, 16.0, 11.555555555555555)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:57:55.546547,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.1)","(5.5, 11.5, 8.813333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 11.555555555555555)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:57:56.524353,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 10.0)","(5.5, 11.5, 8.813333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 11.555555555555555)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:57:57.617858,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 10.0)","(5.5, 11.5, 8.813333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 11.555555555555555)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:57:58.709143,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 10.0)","(5.5, 11.5, 8.813333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 11.555555555555555)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:57:59.795654,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 10.0)","(5.5, 11.5, 9.58095238095238)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 11.555555555555555)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:00.886163,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 10.0)","(5.5, 11.5, 9.58095238095238)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 11.555555555555555)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:01.958517,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 10.0)","(5.5, 11.5, 9.58095238095238)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 16.0, 12.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:03.017078,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 10.0)","(5.5, 11.5, 9.58095238095238)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 15.0, 12.363636363636363)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:04.107599,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 10.0)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.0, 12.88888888888889)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:05.191424,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 10.0)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.309090909090909)","(8.0, 13.5, 12.307692307692307)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:06.276885,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.399999999999999)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 15.0, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:07.352350,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 11.899999999999999)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:08.629591,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 11.899999999999999)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:09.742578,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 11.899999999999999)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:10.810610,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.85)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:11.919050,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.85)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:13.084868,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.95)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:14.219014,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.95)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:15.289799,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.95)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:16.465096,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.763636363636362)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:17.631271,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:18.958447,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:20.077880,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:21.237770,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:22.318262,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:23.400218,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:24.522324,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 13.2)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:25.608352,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 12.333333333333332)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:26.704610,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 14.5, 12.333333333333332)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:27.798379,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 13.5, 11.6)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:28.861670,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 11.6)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:29.967039,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 11.6)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:31.353782,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 10.571428571428571)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:33.130566,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 10.571428571428571)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
