,No Personality,Tick And Flick,Vecna,Singing Gunn,Fingal Bay,Lifes A Vision,Always Broke,Rhino Buster
08-01-2023 17:54:23.527397,"(3.6, 5.4, 4.525)","(7.5, 16.5, 12.05)","(5.5, 11.0, 10.672727272727272)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 13.266666666666666)","(14.0, 34.0, 32.67647058823529)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:54:24.594199,"(3.6, 5.4, 4.525)","(7.5, 16.5, 12.05)","(5.5, 11.0, 10.672727272727272)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 13.266666666666666)","(14.0, 34.0, 32.67647058823529)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:54:25.726018,"(3.6, 5.4, 4.525)","(7.5, 16.5, 12.05)","(5.5, 11.0, 10.672727272727272)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 13.266666666666666)","(14.0, 34.0, 32.67647058823529)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:54:26.813763,"(3.6, 5.4, 4.525)","(7.5, 16.5, 12.05)","(5.5, 11.0, 10.672727272727272)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 13.266666666666666)","(14.0, 34.0, 32.67647058823529)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:54:27.885445,"(3.6, 5.4, 4.525)","(7.5, 16.5, 12.05)","(5.5, 11.0, 10.672727272727272)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 13.266666666666666)","(14.0, 34.0, 32.67647058823529)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:54:28.991713,"(3.6, 5.4, 4.525)","(7.5, 16.5, 12.05)","(5.5, 11.0, 10.672727272727272)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 13.266666666666666)","(14.0, 34.0, 32.67647058823529)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:54:30.030002,"(3.6, 5.4, 4.525)","(7.5, 16.5, 12.05)","(5.5, 11.5, 9.811764705882354)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 13.266666666666666)","(14.0, 34.0, 32.67647058823529)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:54:31.002979,"(3.6, 5.4, 4.525)","(7.5, 16.5, 12.05)","(5.5, 11.5, 8.0875)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 13.266666666666666)","(14.0, 34.0, 32.67647058823529)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:54:32.068613,"(3.6, 5.4, 4.525)","(7.5, 16.5, 12.05)","(5.5, 11.5, 8.0875)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 13.266666666666666)","(14.0, 34.0, 32.67647058823529)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:54:33.072407,"(3.6, 5.4, 4.525)","(7.5, 16.5, 12.05)","(5.5, 11.5, 8.0875)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 13.266666666666666)","(14.0, 34.0, 32.67647058823529)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:54:34.105995,"(3.6, 5.4, 4.525)","(7.5, 16.5, 12.05)","(5.5, 11.5, 8.0875)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 13.266666666666666)","(14.0, 34.0, 32.67647058823529)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:54:35.108009,"(3.6, 5.4, 4.525)","(7.5, 16.5, 12.05)","(5.5, 11.5, 8.0875)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 13.266666666666666)","(14.0, 34.0, 32.67647058823529)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:54:36.172996,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 12.05)","(5.5, 11.5, 8.0875)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 13.266666666666666)","(14.0, 34.0, 32.67647058823529)","(31.0, 130.0, 57.14285714285714)"
08-01-2023 17:54:37.234395,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 12.05)","(5.5, 11.5, 9.55)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 12.272727272727273)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 71.71428571428572)"
08-01-2023 17:54:38.447105,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:39.680067,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:40.856651,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:41.955462,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:43.038637,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:44.301090,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:45.632325,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:46.894522,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:48.232061,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:49.413677,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:50.563966,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:51.666561,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:53.015140,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:54.127314,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:55.245131,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:56.361407,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 9.65)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:57.493588,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 10.266666666666666)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:58.630153,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 10.266666666666666)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:54:59.786565,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 10.266666666666666)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:55:00.901246,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 10.266666666666666)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 11.584615384615384)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:55:02.003699,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 10.266666666666666)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 16.0, 12.600000000000001)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:55:03.312623,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 10.266666666666666)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.727272727272727)","(14.0, 34.0, 26.833333333333336)","(31.0, 130.0, 66.25)"
08-01-2023 17:55:04.499344,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 9.7)","(5.5, 11.5, 10.266666666666666)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 10.545454545454545)","(14.0, 34.0, 28.75)","(31.0, 130.0, 66.25)"
08-01-2023 17:55:05.664227,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 11.899999999999999)","(5.5, 11.5, 10.625)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 9.71111111111111)","(14.0, 34.0, 28.75)","(31.0, 130.0, 66.25)"
08-01-2023 17:55:06.784934,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 11.899999999999999)","(5.5, 11.5, 10.625)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.733333333333334)","(14.0, 34.0, 28.75)","(31.0, 130.0, 66.25)"
08-01-2023 17:55:07.891789,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 11.899999999999999)","(5.5, 11.5, 10.625)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 66.25)"
08-01-2023 17:55:08.982423,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 10.625)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 66.25)"
08-01-2023 17:55:10.146807,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 10.625)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 66.25)"
08-01-2023 17:55:11.230250,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 10.625)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 66.25)"
08-01-2023 17:55:12.355423,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 10.625)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:13.408252,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 10.625)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:14.501936,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 10.625)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:15.641997,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 10.625)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:16.788852,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 10.625)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:18.200893,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 9.4, 8.56)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:19.394726,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 9.4, 8.56)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:20.790065,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 9.4, 8.56)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:22.001695,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 9.4, 8.56)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:23.203438,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 9.4, 8.56)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:24.439471,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 9.4, 9.057142857142857)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:25.619791,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 10.0, 9.057142857142857)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:26.880868,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 10.0, 9.057142857142857)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:28.233742,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 10.0, 9.057142857142857)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:29.635009,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 10.0, 9.057142857142857)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:30.906208,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 10.0, 9.057142857142857)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:32.187358,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 10.0, 9.057142857142857)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:33.283824,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 10.0, 9.057142857142857)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:34.410973,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 10.0, 9.057142857142857)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:35.603014,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 10.0, 9.057142857142857)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:36.701425,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 10.0, 9.057142857142857)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:37.841185,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 10.266666666666666)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:38.892161,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 10.333333333333334)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:40.214259,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 10.333333333333334)","(3.3, 5.3, 3.8200000000000003)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:41.607772,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 10.333333333333334)","(3.3, 5.3, 3.8200000000000003)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:42.812605,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 10.333333333333334)","(3.3, 5.3, 3.8200000000000003)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:44.170113,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 10.333333333333334)","(3.3, 5.3, 4.375)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:45.615816,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 9.431818181818182)","(3.3, 5.3, 4.375)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:47.180218,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 9.604166666666666)","(3.3, 5.3, 3.8200000000000003)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:48.690211,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 8.639999999999999)","(3.3, 5.3, 3.8200000000000003)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:49.966849,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 8.639999999999999)","(3.3, 5.3, 3.8200000000000003)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:51.149919,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 8.639999999999999)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:52.374676,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 8.639999999999999)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:53.656955,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 8.639999999999999)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:54.971823,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 8.639999999999999)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:56.125067,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 8.639999999999999)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:57.327230,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 9.242105263157894)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:58.464986,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 8.976470588235294)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:55:59.560264,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 8.976470588235294)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:56:00.651447,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 8.976470588235294)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:56:01.923288,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 8.976470588235294)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 28.875)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:56:03.158441,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 8.976470588235294)","(3.3, 5.3, 4.325)","(5.0, 7.4, 6.75)","(8.0, 15.0, 11.11111111111111)","(14.0, 34.0, 22.285714285714285)","(31.0, 130.0, 62.666666666666664)"
