,Mosht Up,True Crime,Best Side,Isorich,Miss Checkoni,Oakfield Mahogany,Ondo Pasa
07-01-2023 15:54:19.004630,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.0126470588235295)","(13.0, 27.0, 22.863636363636363)","(8.0, 11.5, 10.954545454545455)","(12.0, 16.5, 16.0)","(3.9, 4.9, 4.609090909090909)","(31.0, 150.0, 78.0)"
07-01-2023 15:54:20.296533,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.0126470588235295)","(13.0, 27.0, 22.863636363636363)","(8.0, 11.5, 11.125)","(12.0, 16.5, 16.0)","(3.9, 4.9, 4.609090909090909)","(31.0, 150.0, 123.0)"
07-01-2023 15:54:21.284522,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.0126470588235295)","(13.0, 27.0, 22.863636363636363)","(8.0, 11.5, 11.125)","(12.0, 16.5, 16.0)","(3.9, 4.9, 4.609090909090909)","(31.0, 150.0, 114.0)"
07-01-2023 15:54:22.290701,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.0126470588235295)","(13.0, 27.0, 22.863636363636363)","(8.0, 11.5, 11.125)","(12.0, 16.5, 16.0)","(3.9, 4.9, 4.609090909090909)","(31.0, 150.0, 125.07692307692308)"
07-01-2023 15:54:23.286613,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.0126470588235295)","(13.0, 27.0, 22.863636363636363)","(8.0, 11.5, 11.125)","(12.0, 16.5, 16.0)","(3.9, 4.9, 4.366666666666666)","(31.0, 150.0, 86.4)"
07-01-2023 15:54:24.365931,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.0126470588235295)","(13.0, 26.0, 24.58823529411765)","(8.0, 11.5, 11.125)","(12.0, 16.0, 15.4)","(3.9, 4.9, 4.433333333333334)","(31.0, 150.0, 110.25)"
07-01-2023 15:54:25.358638,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.0126470588235295)","(13.0, 26.0, 24.58823529411765)","(8.0, 11.5, 11.125)","(12.0, 16.0, 15.4)","(3.9, 4.9, 4.62)","(31.0, 150.0, 110.25)"
07-01-2023 15:54:26.366246,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.0126470588235295)","(13.0, 26.0, 24.58823529411765)","(8.0, 11.5, 11.125)","(12.0, 16.0, 15.4)","(3.9, 4.9, 4.62)","(31.0, 150.0, 119.71428571428571)"
07-01-2023 15:54:27.458037,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.006842105263158)","(13.0, 26.0, 23.705882352941178)","(8.0, 11.5, 11.125)","(12.0, 16.0, 15.4)","(3.9, 4.9, 4.5)","(31.0, 150.0, 98.0)"
07-01-2023 15:54:28.428639,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.004375)","(13.0, 25.0, 23.705882352941178)","(8.0, 11.5, 11.125)","(12.0, 16.0, 15.4)","(3.9, 4.9, 4.5)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:29.441826,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.004375)","(13.0, 25.0, 23.705882352941178)","(8.0, 11.5, 11.125)","(12.0, 16.0, 15.4)","(3.9, 4.9, 4.5)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:30.436627,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.004375)","(13.0, 25.0, 23.705882352941178)","(8.0, 11.5, 11.125)","(12.0, 16.0, 15.4)","(3.9, 4.9, 4.5)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:31.485886,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.004375)","(13.0, 25.0, 23.705882352941178)","(8.0, 11.5, 11.125)","(12.0, 16.0, 15.4)","(3.9, 4.9, 4.5)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:32.503078,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.004375)","(13.0, 25.0, 23.705882352941178)","(8.0, 11.5, 11.125)","(12.0, 16.0, 15.894736842105264)","(3.9, 5.3, 4.7)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:33.581022,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.004375)","(13.0, 25.0, 23.705882352941178)","(8.0, 11.5, 11.125)","(12.0, 16.0, 15.894736842105264)","(3.9, 5.2, 5.056)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:34.681408,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.004375)","(13.0, 25.0, 23.705882352941178)","(8.0, 11.5, 11.125)","(12.0, 16.0, 15.894736842105264)","(3.9, 5.2, 4.4799999999999995)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:35.793424,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.004375)","(13.0, 25.0, 17.666666666666668)","(8.0, 11.5, 10.954545454545455)","(12.0, 16.0, 15.894736842105264)","(3.9, 5.2, 4.576923076923077)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:36.844604,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.004375)","(13.0, 25.0, 17.666666666666668)","(8.0, 11.5, 10.954545454545455)","(12.0, 16.0, 15.894736842105264)","(3.9, 5.2, 4.576923076923077)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:37.925049,"(10.0, 16.5, 15.5)","(1.7, 2.02, 2.004375)","(13.0, 25.0, 17.666666666666668)","(8.0, 11.5, 10.954545454545455)","(12.0, 16.0, 15.894736842105264)","(3.9, 5.2, 4.631578947368421)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:39.016628,"(10.0, 16.5, 15.5)","(1.7, 2.02, 1.9873684210526317)","(13.0, 24.0, 15.428571428571429)","(8.0, 11.5, 11.076923076923077)","(12.0, 16.0, 15.894736842105264)","(3.9, 5.2, 4.525)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:40.037306,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 24.0, 15.428571428571429)","(8.0, 12.0, 11.076923076923077)","(12.0, 16.0, 15.894736842105264)","(3.9, 5.2, 4.525)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:41.048037,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 24.0, 15.428571428571429)","(8.0, 12.0, 11.076923076923077)","(12.0, 16.0, 15.894736842105264)","(3.9, 5.2, 4.525)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:42.420191,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 24.0, 15.428571428571429)","(8.0, 12.0, 11.076923076923077)","(12.0, 16.0, 15.45945945945946)","(3.9, 5.2, 4.525)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:43.504403,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 24.0, 15.428571428571429)","(8.0, 12.0, 11.076923076923077)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.2, 4.525)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:44.507962,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 24.0, 15.428571428571429)","(8.0, 12.0, 11.555555555555555)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.2, 4.833333333333333)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:45.635630,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 23.0, 19.4)","(8.0, 11.5, 11.166666666666666)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.1, 4.966666666666667)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:46.750135,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 23.0, 19.4)","(8.0, 11.5, 11.071428571428571)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.1, 4.966666666666667)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:47.884480,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 23.0, 18.8)","(8.0, 11.5, 11.071428571428571)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.1, 5.0673469387755095)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:48.942888,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 22.0, 21.058823529411764)","(8.0, 11.5, 11.071428571428571)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.1, 5.0673469387755095)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:49.878097,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 22.0, 21.058823529411764)","(8.0, 11.5, 11.071428571428571)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.1, 5.0673469387755095)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:50.960146,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 22.0, 21.058823529411764)","(8.0, 11.5, 11.071428571428571)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.1, 4.944444444444445)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:52.011077,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 22.0, 21.058823529411764)","(8.0, 11.5, 11.071428571428571)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.1, 5.072549019607843)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:53.147132,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 22.0, 21.058823529411764)","(8.0, 11.5, 11.071428571428571)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.1, 5.072549019607843)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:54.236678,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 22.0, 21.058823529411764)","(8.0, 11.5, 11.071428571428571)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.1, 5.072549019607843)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:55.286611,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 22.0, 21.058823529411764)","(8.0, 11.5, 11.071428571428571)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.1, 5.072549019607843)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:56.312611,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 22.0, 21.058823529411764)","(8.0, 11.5, 11.071428571428571)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.1, 5.072549019607843)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:57.406834,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 22.0, 21.058823529411764)","(8.0, 11.5, 11.071428571428571)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.1, 5.072549019607843)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:58.552808,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 22.0, 21.058823529411764)","(8.0, 11.5, 11.071428571428571)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.1, 5.072549019607843)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:54:59.631921,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 22.0, 21.058823529411764)","(8.0, 11.5, 11.071428571428571)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.1, 5.1000000000000005)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:55:00.586084,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 21.0, 20.176470588235293)","(8.0, 12.0, 10.8)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.4, 5.1000000000000005)","(31.0, 150.0, 120.28571428571429)"
07-01-2023 15:55:01.633668,"(10.0, 16.5, 15.5)","(1.7, 2.0, 1.9873684210526317)","(13.0, 21.0, 20.176470588235293)","(8.0, 12.0, 10.8)","(12.0, 15.5, 15.45945945945946)","(3.9, 5.4, 5.1000000000000005)","(31.0, 150.0, 111.0)"
07-01-2023 15:55:02.685915,"(10.0, 16.5, 15.0)","(1.7, 2.0, 1.9873684210526317)","(13.0, 21.0, 20.176470588235293)","(8.0, 12.0, 10.8)","(12.0, 15.5, 15.458333333333334)","(3.9, 5.3, 5.282)","(31.0, 150.0, 98.0)"
07-01-2023 15:55:03.931089,"(10.0, 16.5, 14.0)","(1.7, 2.0, 1.9873684210526317)","(13.0, 21.0, 18.09090909090909)","(8.0, 12.0, 10.380952380952381)","(12.0, 15.5, 15.458333333333334)","(3.9, 5.3, 5.282)","(31.0, 150.0, 98.0)"
07-01-2023 15:55:05.165057,"(10.0, 16.5, 14.0)","(1.7, 2.0, 1.9873684210526317)","(13.0, 20.0, 18.09090909090909)","(8.0, 12.0, 11.0)","(12.0, 15.5, 15.458333333333334)","(3.9, 5.3, 5.1686274509803924)","(31.0, 150.0, 113.14285714285714)"
07-01-2023 15:55:06.228415,"(10.0, 16.0, 15.0)","(1.7, 2.0, 1.9873684210526317)","(13.0, 19.5, 18.852941176470587)","(8.0, 11.5, 11.0)","(12.0, 15.5, 15.458333333333334)","(3.9, 5.2, 5.1686274509803924)","(31.0, 140.0, 116.5)"
07-01-2023 15:55:07.289127,"(10.0, 16.0, 15.0)","(1.7, 2.0, 1.9873684210526317)","(13.0, 19.5, 18.852941176470587)","(8.0, 11.5, 11.0)","(12.0, 15.5, 15.458333333333334)","(3.9, 5.2, 5.1686274509803924)","(31.0, 140.0, 116.5)"
07-01-2023 15:55:08.288309,"(10.0, 16.0, 15.0)","(1.7, 2.0, 1.9873684210526317)","(13.0, 19.5, 18.852941176470587)","(8.0, 11.5, 11.0)","(12.0, 15.5, 15.458333333333334)","(3.9, 5.2, 5.1686274509803924)","(31.0, 140.0, 109.0)"
07-01-2023 15:55:09.263620,"(10.0, 16.0, 15.0)","(1.7, 2.0, 1.9873684210526317)","(13.0, 19.0, 18.6875)","(8.0, 11.5, 11.0)","(12.0, 15.5, 15.458333333333334)","(3.9, 5.2, 5.170370370370371)","(31.0, 130.0, 109.0)"
07-01-2023 15:55:10.353249,"(10.0, 16.0, 15.0)","(1.7, 2.0, 1.9873684210526317)","(13.0, 19.0, 18.6875)","(8.0, 11.5, 11.0)","(12.0, 15.5, 15.458333333333334)","(3.9, 5.2, 5.170370370370371)","(31.0, 130.0, 109.0)"
07-01-2023 15:55:11.387817,"(10.0, 16.0, 15.0)","(1.7, 2.0, 1.9873684210526317)","(13.0, 19.0, 18.6875)","(8.0, 11.5, 11.0)","(12.0, 15.5, 15.458333333333334)","(3.9, 5.2, 5.170370370370371)","(31.0, 130.0, 109.0)"
07-01-2023 15:55:12.400374,"(10.0, 16.0, 15.0)","(1.75, 2.0, 1.9873684210526317)","(13.0, 19.0, 18.6875)","(8.0, 11.5, 11.0)","(13.0, 15.5, 15.458333333333334)","(4.0, 5.2, 5.165)","(31.0, 130.0, 109.0)"
07-01-2023 15:55:13.419841,"(10.0, 16.0, 15.0)","(1.75, 2.0, 1.9873684210526317)","(13.0, 18.5, 18.21875)","(8.0, 11.5, 11.0)","(13.0, 15.5, 15.458333333333334)","(4.0, 5.2, 4.96)","(31.0, 120.0, 109.42857142857143)"
07-01-2023 15:55:14.573250,"(10.0, 16.0, 15.0)","(1.75, 2.0, 1.9873684210526317)","(13.0, 18.5, 18.21875)","(8.0, 11.5, 11.0)","(13.0, 17.0, 16.282608695652172)","(4.0, 5.2, 4.96)","(31.0, 120.0, 101.5)"
07-01-2023 15:55:15.702092,"(10.0, 16.0, 13.0)","(1.75, 2.0, 1.995)","(13.0, 18.0, 15.375)","(8.0, 11.5, 10.833333333333334)","(13.0, 16.5, 15.166666666666666)","(4.0, 5.2, 5.04)","(31.0, 120.0, 101.5)"
07-01-2023 15:55:16.717253,"(10.0, 16.0, 13.0)","(1.75, 2.0, 1.995)","(13.0, 18.0, 15.375)","(8.0, 11.5, 10.833333333333334)","(13.0, 16.5, 14.833333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 84.0)"
07-01-2023 15:55:17.793222,"(10.0, 16.0, 13.875)","(1.75, 2.0, 1.995)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(13.0, 16.5, 15.25)","(4.0, 5.2, 5.04)","(31.0, 120.0, 84.0)"
07-01-2023 15:55:18.856700,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.0, 1.995)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(13.0, 16.0, 15.25)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:19.906321,"(10.0, 16.0, 14.055555555555555)","(1.75, 2.0, 1.995)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(13.0, 16.0, 15.25)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:20.953638,"(10.0, 16.0, 14.055555555555555)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(13.0, 16.0, 14.545454545454545)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:22.069317,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(13.0, 15.5, 15.25)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:23.182445,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(12.0, 16.0, 15.25)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:24.167618,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(12.0, 16.0, 15.25)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:25.186591,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(12.0, 16.0, 15.25)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:26.301251,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(12.0, 16.0, 15.25)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:27.395453,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(12.0, 16.0, 15.25)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:28.382508,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(12.0, 16.0, 15.25)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:29.647014,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(12.0, 16.0, 15.25)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:30.933657,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(12.0, 16.0, 15.25)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:32.126658,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(12.0, 16.0, 15.25)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:33.391656,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 11.5, 10.833333333333334)","(12.0, 16.0, 15.25)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:34.585661,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 11.5, 11.64516129032258)","(12.0, 16.0, 14.590909090909092)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:35.711999,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 12.0, 11.64516129032258)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:36.734782,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 12.0, 11.64516129032258)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:37.776047,"(10.0, 16.0, 12.818181818181818)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.5, 16.0)","(8.0, 12.0, 11.64516129032258)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:38.838022,"(10.0, 16.0, 13.272727272727273)","(1.75, 2.02, 2.005714285714286)","(13.0, 17.0, 15.333333333333334)","(8.0, 12.0, 11.64516129032258)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:39.932679,"(10.0, 16.0, 13.272727272727273)","(1.75, 2.02, 2.005714285714286)","(13.0, 16.5, 15.5)","(8.0, 12.0, 11.64516129032258)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:40.927047,"(10.0, 16.0, 13.272727272727273)","(1.75, 2.02, 2.005714285714286)","(13.0, 16.5, 15.5)","(8.0, 12.0, 11.64516129032258)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:42.025869,"(10.0, 16.0, 13.272727272727273)","(1.75, 2.16, 2.075)","(13.0, 16.5, 15.5)","(8.0, 12.0, 11.64516129032258)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 102.0)"
07-01-2023 15:55:43.197603,"(10.0, 16.0, 13.272727272727273)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.5, 15.5)","(8.0, 12.0, 11.64516129032258)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 84.0)"
07-01-2023 15:55:44.336810,"(10.0, 16.0, 13.272727272727273)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.5, 15.5)","(8.0, 12.0, 11.64516129032258)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 91.2)"
07-01-2023 15:55:45.538009,"(10.0, 16.0, 13.3)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.685714285714285)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 91.2)"
07-01-2023 15:55:46.710504,"(10.0, 16.0, 13.3)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.685714285714285)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 73.33333333333333)"
07-01-2023 15:55:47.832170,"(10.0, 16.0, 13.3)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.685714285714285)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 73.33333333333333)"
07-01-2023 15:55:49.069720,"(10.0, 16.0, 13.3)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.685714285714285)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 73.33333333333333)"
07-01-2023 15:55:50.044570,"(10.0, 16.0, 13.3)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.685714285714285)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 120.0, 80.0)"
07-01-2023 15:55:51.062051,"(10.0, 16.0, 13.3)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.685714285714285)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 110.0, 75.0)"
07-01-2023 15:55:52.295931,"(10.0, 16.0, 13.3)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.685714285714285)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 100.0, 75.0)"
07-01-2023 15:55:53.318398,"(10.0, 16.0, 13.3)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.685714285714285)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 100.0, 62.5)"
07-01-2023 15:55:54.285366,"(10.0, 16.0, 13.3)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.685714285714285)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 100.0, 72.5)"
07-01-2023 15:55:55.454648,"(10.0, 16.0, 13.3)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.685714285714285)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 95.0, 72.5)"
07-01-2023 15:55:56.549507,"(10.0, 16.0, 13.3)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.685714285714285)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 95.0, 72.5)"
07-01-2023 15:55:57.679412,"(10.0, 16.0, 13.3)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.685714285714285)","(12.0, 15.5, 14.583333333333334)","(4.0, 5.2, 5.04)","(31.0, 95.0, 65.0)"
07-01-2023 15:55:58.834212,"(10.0, 16.0, 13.3)","(1.75, 2.16, 2.0693333333333332)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.685714285714285)","(13.0, 15.5, 14.583333333333334)","(3.9, 5.2, 5.04)","(31.0, 95.0, 65.0)"
07-01-2023 15:55:59.970521,"(10.0, 16.0, 13.3)","(1.75, 2.16, 2.075)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.666666666666666)","(13.0, 15.5, 14.583333333333334)","(3.9, 5.2, 4.9)","(31.0, 90.0, 63.333333333333336)"
07-01-2023 15:56:01.175422,"(10.0, 16.0, 13.3)","(1.75, 2.18, 2.0300000000000002)","(13.0, 16.0, 15.0)","(8.0, 12.0, 11.666666666666666)","(13.0, 15.5, 14.583333333333334)","(3.9, 5.2, 4.866666666666667)","(31.0, 85.0, 67.5)"
