,Calico County,Viminele,Ashmolean,Irish Sally,Rose Of Raheen,Sand And Ocean,Show And Go,War And Finance,Zestar,Shades Of Louvre,Forebears,Ellows Hall
12-01-2023 15:01:19.985606,"(21.0, 36.0, 31.0)","(2.1, 2.56, 2.5)","(5.0, 6.8, 6.413793103448276)","(3.0, 3.7, 3.677777777777778)","(11.0, 16.5, 16.384615384615383)","(71.0, 150.0, 122.14285714285714)","(14.0, 19.5, 19.5)","(101.0, 190.0, 160.0)","(91.0, 190.0, 162.0)","(101.0, 230.0, 210.0)","(51.0, 130.0, 106.25)","(101.0, 190.0, 181.42857142857142)"
12-01-2023 15:01:21.767389,"(21.0, 36.0, 31.0)","(2.1, 2.56, 2.46)","(5.0, 6.8, 6.421052631578948)","(3.0, 3.7, 3.6333333333333333)","(11.0, 16.5, 16.40625)","(71.0, 150.0, 133.125)","(14.0, 21.0, 19.875)","(101.0, 190.0, 175.0)","(91.0, 190.0, 172.5)","(101.0, 230.0, 210.0)","(51.0, 120.0, 113.125)","(101.0, 190.0, 181.42857142857142)"
12-01-2023 15:01:23.483194,"(21.0, 36.0, 31.2)","(2.1, 2.52, 2.46)","(5.0, 6.8, 6.421052631578948)","(3.0, 3.75, 3.6333333333333333)","(11.0, 16.5, 16.40625)","(71.0, 140.0, 129.0)","(14.0, 21.0, 18.666666666666668)","(101.0, 190.0, 175.0)","(91.0, 190.0, 172.5)","(101.0, 230.0, 210.0)","(51.0, 120.0, 113.125)","(101.0, 190.0, 181.42857142857142)"
12-01-2023 15:01:25.337457,"(21.0, 36.0, 31.2)","(2.1, 2.52, 2.46)","(5.0, 6.8, 6.421052631578948)","(3.0, 3.75, 3.6041666666666665)","(11.0, 16.5, 16.40625)","(71.0, 140.0, 129.0)","(14.0, 21.0, 18.666666666666668)","(101.0, 190.0, 175.0)","(91.0, 190.0, 172.5)","(101.0, 230.0, 210.0)","(51.0, 120.0, 113.125)","(101.0, 190.0, 181.42857142857142)"
12-01-2023 15:01:27.281056,"(21.0, 36.0, 31.2)","(2.1, 2.56, 2.46)","(5.0, 6.8, 6.421052631578948)","(3.0, 3.75, 3.6041666666666665)","(11.0, 16.5, 16.40625)","(71.0, 140.0, 129.0)","(14.0, 21.0, 18.666666666666668)","(101.0, 190.0, 175.0)","(91.0, 190.0, 172.5)","(101.0, 230.0, 210.0)","(51.0, 120.0, 113.125)","(101.0, 190.0, 181.42857142857142)"
12-01-2023 15:01:28.960825,"(21.0, 36.0, 31.2)","(2.1, 2.56, 2.46)","(5.0, 6.8, 6.6)","(3.0, 3.75, 3.6041666666666665)","(11.0, 16.5, 16.40625)","(71.0, 140.0, 129.0)","(14.0, 21.0, 18.666666666666668)","(101.0, 190.0, 175.0)","(91.0, 190.0, 172.5)","(101.0, 230.0, 210.0)","(51.0, 120.0, 113.125)","(101.0, 190.0, 181.42857142857142)"
12-01-2023 15:01:30.652645,"(21.0, 36.0, 33.81818181818182)","(2.1, 2.56, 2.46)","(5.0, 6.8, 6.6)","(3.0, 3.75, 3.6041666666666665)","(11.0, 16.5, 16.40625)","(61.0, 140.0, 129.0)","(14.0, 21.0, 18.666666666666668)","(101.0, 190.0, 175.0)","(101.0, 190.0, 172.5)","(101.0, 230.0, 210.0)","(51.0, 120.0, 113.125)","(101.0, 190.0, 181.42857142857142)"
12-01-2023 15:01:32.310903,"(21.0, 36.0, 34.285714285714285)","(2.1, 2.56, 2.46)","(5.0, 6.8, 6.6)","(3.0, 3.75, 3.6041666666666665)","(11.0, 16.5, 16.40625)","(61.0, 140.0, 106.66666666666667)","(14.0, 21.0, 18.666666666666668)","(101.0, 190.0, 175.0)","(101.0, 190.0, 172.5)","(101.0, 230.0, 210.0)","(51.0, 120.0, 113.125)","(101.0, 190.0, 181.42857142857142)"
12-01-2023 15:01:34.279186,"(21.0, 36.0, 34.285714285714285)","(2.1, 2.56, 2.48)","(5.0, 6.8, 6.68)","(3.0, 3.75, 3.78125)","(11.0, 16.5, 16.666666666666668)","(61.0, 140.0, 106.66666666666667)","(14.0, 21.0, 20.666666666666668)","(101.0, 190.0, 175.0)","(101.0, 190.0, 172.5)","(101.0, 230.0, 210.0)","(51.0, 120.0, 113.125)","(101.0, 190.0, 181.42857142857142)"
12-01-2023 15:01:36.133567,"(21.0, 36.0, 35.45454545454545)","(2.1, 2.56, 2.525)","(5.0, 7.0, 6.230769230769231)","(3.0, 3.95, 3.58)","(11.0, 17.0, 16.5)","(61.0, 140.0, 102.5)","(14.0, 22.0, 19.142857142857142)","(101.0, 190.0, 175.0)","(101.0, 180.0, 165.0)","(101.0, 230.0, 210.0)","(51.0, 130.0, 100.0)","(101.0, 180.0, 169.0909090909091)"
12-01-2023 15:01:37.941319,"(21.0, 36.0, 35.0)","(2.1, 2.56, 2.4406528189910977)","(5.0, 7.0, 6.5)","(3.0, 3.7, 3.60625)","(11.0, 17.0, 16.678571428571427)","(61.0, 140.0, 123.33333333333333)","(14.0, 20.0, 19.142857142857142)","(101.0, 190.0, 175.0)","(101.0, 180.0, 165.0)","(101.0, 230.0, 210.0)","(51.0, 130.0, 110.0)","(101.0, 180.0, 166.0)"
12-01-2023 15:01:39.757810,"(21.0, 36.0, 35.5)","(2.1, 2.5, 2.440179282868526)","(5.0, 6.8, 6.5)","(3.0, 3.7, 3.611764705882353)","(11.0, 17.0, 16.678571428571427)","(61.0, 140.0, 123.33333333333333)","(14.0, 20.0, 19.142857142857142)","(101.0, 190.0, 175.0)","(101.0, 180.0, 165.0)","(101.0, 230.0, 210.0)","(51.0, 150.0, 87.5)","(101.0, 180.0, 166.0)"
12-01-2023 15:01:41.552512,"(21.0, 36.0, 35.5)","(2.1, 2.5, 2.440179282868526)","(5.0, 6.8, 6.5)","(3.0, 3.7, 3.611764705882353)","(11.0, 17.0, 16.678571428571427)","(61.0, 140.0, 127.5)","(14.0, 20.0, 19.142857142857142)","(101.0, 190.0, 175.0)","(101.0, 180.0, 165.0)","(101.0, 230.0, 210.0)","(51.0, 140.0, 107.5)","(101.0, 180.0, 166.0)"
12-01-2023 15:01:43.235957,"(21.0, 36.0, 35.5)","(2.1, 2.5, 2.4403574975173785)","(5.0, 6.8, 6.5)","(3.0, 3.7, 3.611764705882353)","(11.0, 17.0, 16.678571428571427)","(61.0, 140.0, 127.14285714285714)","(14.0, 20.0, 19.142857142857142)","(101.0, 190.0, 175.0)","(101.0, 180.0, 165.0)","(101.0, 230.0, 210.0)","(51.0, 140.0, 107.5)","(101.0, 180.0, 166.0)"
12-01-2023 15:01:44.804772,"(21.0, 36.0, 35.5)","(2.1, 2.5, 2.4403629032258065)","(5.0, 6.8, 6.707692307692308)","(3.0, 3.7, 3.611764705882353)","(11.0, 17.0, 16.678571428571427)","(61.0, 140.0, 128.75)","(14.0, 20.0, 19.142857142857142)","(101.0, 190.0, 175.0)","(101.0, 180.0, 146.66666666666666)","(101.0, 230.0, 210.0)","(51.0, 140.0, 117.5)","(101.0, 180.0, 166.0)"
12-01-2023 15:01:46.342767,"(21.0, 36.0, 35.5)","(2.1, 2.5, 2.4402424242424243)","(5.0, 6.8, 6.775)","(3.0, 3.7, 3.592857142857143)","(11.0, 17.0, 16.678571428571427)","(61.0, 140.0, 128.75)","(14.0, 20.0, 19.142857142857142)","(101.0, 190.0, 175.0)","(101.0, 180.0, 146.66666666666666)","(101.0, 230.0, 210.0)","(51.0, 160.0, 117.5)","(101.0, 180.0, 166.0)"
12-01-2023 15:01:47.968225,"(21.0, 36.0, 35.2)","(2.1, 2.5, 2.4235053554040897)","(5.0, 7.0, 6.44)","(3.1, 3.7, 3.6624999999999996)","(12.0, 17.0, 16.76923076923077)","(61.0, 140.0, 128.75)","(14.0, 20.0, 21.5)","(101.0, 190.0, 175.0)","(101.0, 180.0, 146.66666666666666)","(101.0, 230.0, 212.5)","(41.0, 160.0, 120.0)","(101.0, 180.0, 167.27272727272728)"
12-01-2023 15:01:49.625775,"(21.0, 38.0, 35.5)","(2.1, 2.5, 2.4235053554040897)","(5.0, 7.0, 6.44)","(3.1, 4.0, 3.6348484848484848)","(12.0, 17.0, 16.76923076923077)","(61.0, 140.0, 128.75)","(14.0, 24.0, 22.75)","(101.0, 190.0, 175.0)","(101.0, 180.0, 146.66666666666666)","(101.0, 230.0, 212.5)","(41.0, 160.0, 136.0)","(101.0, 180.0, 167.27272727272728)"
12-01-2023 15:01:51.256617,"(21.0, 38.0, 32.0)","(2.1, 2.5, 2.4235053554040897)","(5.0, 7.0, 6.418181818181818)","(3.1, 3.95, 3.5749999999999997)","(12.0, 17.0, 15.6875)","(61.0, 140.0, 128.75)","(14.0, 24.0, 23.375)","(101.0, 190.0, 157.27272727272728)","(101.0, 180.0, 146.66666666666666)","(101.0, 230.0, 212.5)","(41.0, 160.0, 136.0)","(101.0, 180.0, 167.27272727272728)"
12-01-2023 15:01:52.867957,"(21.0, 34.0, 32.0)","(2.1, 2.5, 2.4249665711556827)","(5.0, 7.0, 6.418181818181818)","(3.1, 3.95, 3.558695652173913)","(12.0, 17.0, 15.6875)","(61.0, 140.0, 128.75)","(14.0, 24.0, 23.375)","(101.0, 180.0, 157.27272727272728)","(101.0, 180.0, 146.66666666666666)","(101.0, 230.0, 212.5)","(41.0, 160.0, 136.0)","(101.0, 180.0, 167.27272727272728)"
12-01-2023 15:01:54.574864,"(21.0, 34.0, 32.75)","(2.1, 2.5, 2.4235053554040897)","(5.0, 7.0, 6.418181818181818)","(3.1, 3.95, 3.558695652173913)","(12.0, 17.0, 15.6875)","(61.0, 140.0, 128.75)","(14.0, 24.0, 23.375)","(101.0, 180.0, 157.27272727272728)","(101.0, 180.0, 162.85714285714286)","(101.0, 230.0, 212.5)","(41.0, 160.0, 136.0)","(101.0, 180.0, 167.27272727272728)"
12-01-2023 15:01:56.263298,"(21.0, 34.0, 32.75)","(2.1, 2.5, 2.455064935064935)","(5.0, 7.0, 6.418181818181818)","(3.1, 3.95, 3.7071428571428573)","(12.0, 17.0, 15.6875)","(61.0, 140.0, 113.33333333333333)","(14.0, 24.0, 23.375)","(101.0, 180.0, 157.27272727272728)","(101.0, 180.0, 162.85714285714286)","(101.0, 230.0, 212.5)","(41.0, 160.0, 136.0)","(101.0, 180.0, 167.27272727272728)"
12-01-2023 15:01:57.979883,"(21.0, 34.0, 32.75)","(2.1, 2.48, 2.4605555555555556)","(5.0, 7.0, 6.507692307692308)","(3.1, 3.85, 3.7323529411764707)","(12.0, 17.0, 14.6125)","(61.0, 140.0, 113.33333333333333)","(14.0, 24.0, 23.375)","(101.0, 180.0, 157.27272727272728)","(101.0, 180.0, 156.0)","(101.0, 230.0, 206.66666666666666)","(41.0, 160.0, 136.0)","(101.0, 180.0, 167.27272727272728)"
12-01-2023 15:01:59.670510,"(21.0, 34.0, 31.625)","(2.1, 2.5, 2.4605189620758483)","(5.0, 7.0, 6.5)","(3.1, 3.85, 3.7363636363636363)","(12.0, 15.0, 14.432432432432432)","(61.0, 140.0, 120.0)","(14.0, 24.0, 21.333333333333332)","(101.0, 180.0, 155.0)","(101.0, 180.0, 156.0)","(101.0, 230.0, 206.66666666666666)","(41.0, 160.0, 122.5)","(101.0, 180.0, 167.27272727272728)"
12-01-2023 15:02:01.289976,"(21.0, 36.0, 30.90909090909091)","(2.1, 2.5, 2.460320962888666)","(5.0, 7.0, 6.578947368421053)","(3.1, 3.85, 3.7607142857142857)","(12.0, 14.5, 14.43421052631579)","(61.0, 140.0, 120.0)","(14.0, 25.0, 21.333333333333332)","(101.0, 180.0, 155.0)","(101.0, 180.0, 156.0)","(101.0, 230.0, 190.0)","(41.0, 160.0, 122.5)","(101.0, 180.0, 167.27272727272728)"
12-01-2023 15:02:02.980523,"(21.0, 36.0, 31.692307692307693)","(2.1, 2.5, 2.446760563380282)","(5.0, 7.0, 6.333333333333333)","(3.1, 3.85, 3.825)","(12.0, 14.5, 14.33673469387755)","(61.0, 140.0, 120.0)","(14.0, 25.0, 21.333333333333332)","(101.0, 180.0, 155.0)","(101.0, 180.0, 156.0)","(101.0, 230.0, 190.0)","(41.0, 160.0, 113.33333333333333)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:04.598398,"(21.0, 36.0, 31.692307692307693)","(2.1, 2.48, 2.446760563380282)","(5.0, 7.0, 6.578947368421053)","(3.1, 3.85, 3.7607142857142857)","(12.0, 15.0, 14.214285714285714)","(61.0, 140.0, 120.0)","(14.0, 25.0, 21.333333333333332)","(101.0, 180.0, 162.85714285714286)","(101.0, 180.0, 162.85714285714286)","(101.0, 230.0, 190.0)","(41.0, 170.0, 113.33333333333333)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:06.150671,"(21.0, 36.0, 32.30769230769231)","(2.1, 2.48, 2.446760563380282)","(5.0, 7.0, 6.466666666666667)","(3.1, 3.85, 3.7607142857142857)","(12.0, 14.5, 14.24)","(61.0, 140.0, 120.0)","(14.0, 25.0, 21.526315789473685)","(101.0, 180.0, 162.85714285714286)","(101.0, 170.0, 162.85714285714286)","(101.0, 230.0, 190.0)","(41.0, 170.0, 113.33333333333333)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:07.748533,"(21.0, 36.0, 32.30769230769231)","(2.1, 2.48, 2.446760563380282)","(5.0, 7.0, 6.466666666666667)","(3.1, 3.85, 3.7607142857142857)","(12.0, 15.0, 14.24)","(61.0, 140.0, 120.0)","(14.0, 25.0, 19.958333333333332)","(101.0, 180.0, 160.0)","(101.0, 170.0, 162.85714285714286)","(101.0, 230.0, 190.0)","(41.0, 170.0, 113.33333333333333)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:09.346134,"(21.0, 36.0, 32.30769230769231)","(2.1, 2.48, 2.442479338842975)","(5.0, 7.0, 6.418181818181818)","(3.1, 3.85, 3.70625)","(12.0, 15.0, 14.71875)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 19.958333333333332)","(101.0, 180.0, 160.0)","(101.0, 170.0, 162.85714285714286)","(101.0, 230.0, 190.0)","(41.0, 170.0, 113.33333333333333)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:10.992022,"(21.0, 36.0, 32.30769230769231)","(2.1, 2.46, 2.442479338842975)","(5.0, 7.0, 6.466666666666667)","(3.1, 3.8, 3.717391304347826)","(12.0, 15.5, 14.694444444444445)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 19.958333333333332)","(101.0, 180.0, 160.0)","(101.0, 170.0, 162.85714285714286)","(101.0, 230.0, 190.0)","(41.0, 170.0, 113.33333333333333)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:12.650534,"(21.0, 36.0, 32.30769230769231)","(2.1, 2.46, 2.3866206896551723)","(5.0, 7.0, 6.733333333333333)","(3.1, 3.8, 3.732142857142857)","(12.0, 15.5, 14.694444444444445)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 21.071428571428573)","(101.0, 180.0, 160.0)","(101.0, 170.0, 162.85714285714286)","(101.0, 230.0, 190.0)","(41.0, 170.0, 113.33333333333333)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:14.241421,"(21.0, 36.0, 32.30769230769231)","(2.1, 2.4, 2.385247148288973)","(5.0, 7.0, 6.733333333333333)","(3.1, 3.8, 3.740740740740741)","(12.0, 15.5, 14.694444444444445)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 21.071428571428573)","(101.0, 180.0, 160.0)","(101.0, 170.0, 163.75)","(101.0, 230.0, 190.0)","(41.0, 170.0, 113.33333333333333)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:15.898027,"(21.0, 36.0, 33.1764705882353)","(2.1, 2.4, 2.3835714285714285)","(5.0, 7.0, 6.466666666666667)","(3.1, 3.8, 3.800151821862348)","(12.0, 15.5, 16.136363636363637)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 21.441176470588236)","(101.0, 180.0, 160.0)","(101.0, 170.0, 162.85714285714286)","(101.0, 230.0, 190.0)","(41.0, 170.0, 117.5)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:17.570962,"(21.0, 36.0, 33.1764705882353)","(2.1, 2.4, 2.382641509433962)","(5.0, 6.8, 6.45)","(3.1, 3.85, 3.800151821862348)","(12.0, 16.5, 16.0)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 21.236842105263158)","(101.0, 180.0, 160.0)","(101.0, 170.0, 162.85714285714286)","(101.0, 230.0, 190.0)","(41.0, 150.0, 117.5)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:19.269549,"(21.0, 36.0, 33.1764705882353)","(2.1, 2.4, 2.4328)","(5.0, 6.8, 6.305882352941176)","(3.1, 3.85, 3.800151821862348)","(12.0, 16.5, 16.0)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 20.794117647058822)","(101.0, 180.0, 162.0)","(101.0, 170.0, 162.85714285714286)","(101.0, 230.0, 190.0)","(41.0, 150.0, 141.875)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:20.933820,"(21.0, 36.0, 33.1764705882353)","(2.1, 2.44, 2.4351724137931035)","(5.0, 6.8, 6.52)","(3.1, 3.85, 3.800151821862348)","(12.0, 16.5, 16.0)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 20.794117647058822)","(101.0, 180.0, 162.0)","(101.0, 170.0, 162.85714285714286)","(101.0, 230.0, 190.0)","(41.0, 150.0, 141.875)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:22.647680,"(21.0, 36.0, 33.1764705882353)","(2.1, 2.44, 2.4375999999999998)","(5.0, 6.8, 6.52)","(3.1, 3.85, 3.800151821862348)","(12.0, 16.5, 16.0)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 20.794117647058822)","(101.0, 180.0, 162.0)","(101.0, 170.0, 162.85714285714286)","(101.0, 230.0, 190.0)","(41.0, 150.0, 140.71428571428572)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:24.288999,"(21.0, 36.0, 33.1764705882353)","(2.1, 2.44, 2.398461538461538)","(5.0, 6.8, 6.4)","(3.1, 3.85, 3.800151821862348)","(12.0, 16.5, 15.863636363636363)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 20.794117647058822)","(101.0, 180.0, 162.0)","(101.0, 170.0, 166.66666666666666)","(101.0, 230.0, 190.0)","(41.0, 150.0, 140.71428571428572)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:25.905685,"(21.0, 36.0, 31.636363636363637)","(2.1, 2.42, 2.398461538461538)","(5.0, 6.8, 6.4)","(3.1, 3.85, 3.800151821862348)","(12.0, 16.5, 15.863636363636363)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 20.794117647058822)","(101.0, 180.0, 162.0)","(101.0, 190.0, 166.66666666666666)","(101.0, 230.0, 190.0)","(41.0, 150.0, 140.71428571428572)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:27.549544,"(21.0, 36.0, 31.636363636363637)","(2.1, 2.42, 2.398461538461538)","(5.0, 6.8, 6.4)","(3.1, 3.85, 3.800151821862348)","(12.0, 16.5, 15.863636363636363)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 20.794117647058822)","(101.0, 180.0, 162.0)","(101.0, 190.0, 166.66666666666666)","(101.0, 230.0, 190.0)","(41.0, 150.0, 140.71428571428572)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:29.166874,"(21.0, 36.0, 31.636363636363637)","(2.1, 2.42, 2.3895999999999997)","(5.0, 6.8, 6.45)","(3.1, 3.85, 3.800151821862348)","(12.0, 16.5, 15.863636363636363)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 21.236842105263158)","(101.0, 180.0, 162.0)","(101.0, 190.0, 166.66666666666666)","(101.0, 230.0, 190.0)","(41.0, 150.0, 140.71428571428572)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:30.747847,"(21.0, 36.0, 31.636363636363637)","(2.05, 2.4, 2.3895999999999997)","(5.0, 6.8, 6.45)","(3.1, 3.85, 3.800151821862348)","(12.0, 16.5, 15.863636363636363)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 21.236842105263158)","(101.0, 180.0, 162.0)","(101.0, 190.0, 166.66666666666666)","(101.0, 230.0, 190.0)","(41.0, 150.0, 140.71428571428572)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:32.315550,"(21.0, 36.0, 31.636363636363637)","(2.05, 2.4, 2.393333333333333)","(5.0, 6.8, 6.45)","(3.1, 3.85, 3.800151821862348)","(12.0, 16.5, 15.863636363636363)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 21.02777777777778)","(101.0, 180.0, 162.0)","(101.0, 190.0, 166.66666666666666)","(101.0, 230.0, 190.0)","(41.0, 150.0, 140.71428571428572)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:34.183465,"(21.0, 36.0, 31.636363636363637)","(2.05, 2.4, 2.399)","(5.0, 6.8, 6.45)","(3.1, 3.85, 3.751063829787234)","(12.0, 16.5, 15.95)","(61.0, 140.0, 133.33333333333334)","(14.0, 25.0, 21.236842105263158)","(101.0, 180.0, 162.0)","(101.0, 190.0, 163.75)","(101.0, 230.0, 190.0)","(41.0, 150.0, 145.71428571428572)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:36.038201,"(21.0, 36.0, 32.0)","(2.05, 2.42, 2.405)","(5.0, 6.8, 6.625)","(3.1, 3.8, 3.6592592592592594)","(12.0, 16.0, 16.65)","(61.0, 140.0, 134.28571428571428)","(14.0, 25.0, 22.272727272727273)","(101.0, 180.0, 162.0)","(101.0, 190.0, 163.75)","(101.0, 230.0, 190.0)","(41.0, 170.0, 116.66666666666667)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:37.788307,"(21.0, 36.0, 32.0)","(2.05, 2.42, 2.405)","(5.0, 6.8, 6.625)","(3.1, 3.7, 3.6592592592592594)","(12.0, 17.0, 16.75)","(61.0, 140.0, 134.28571428571428)","(14.0, 25.0, 22.272727272727273)","(101.0, 180.0, 162.0)","(101.0, 190.0, 163.75)","(101.0, 230.0, 190.0)","(41.0, 170.0, 116.66666666666667)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:39.538178,"(21.0, 36.0, 32.0)","(2.05, 2.42, 2.405)","(5.0, 6.8, 6.625)","(3.1, 3.7, 3.6592592592592594)","(12.0, 17.0, 16.7)","(61.0, 140.0, 134.28571428571428)","(14.0, 25.0, 22.272727272727273)","(101.0, 180.0, 162.0)","(101.0, 190.0, 170.0)","(101.0, 230.0, 190.0)","(41.0, 170.0, 116.66666666666667)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:41.383657,"(21.0, 36.0, 33.88235294117647)","(2.05, 2.42, 2.3657142857142857)","(5.0, 6.8, 6.653846153846154)","(3.1, 3.7, 3.6703125)","(12.0, 17.0, 18.25)","(61.0, 140.0, 134.28571428571428)","(14.0, 25.0, 21.428571428571427)","(101.0, 180.0, 163.33333333333334)","(91.0, 190.0, 180.0)","(101.0, 230.0, 190.0)","(41.0, 170.0, 130.0)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:43.220114,"(21.0, 36.0, 33.88235294117647)","(2.05, 2.38, 2.3657142857142857)","(5.0, 7.0, 6.653846153846154)","(3.1, 3.7, 3.6712121212121214)","(12.0, 18.5, 18.321428571428573)","(61.0, 140.0, 134.28571428571428)","(14.0, 25.0, 21.428571428571427)","(101.0, 180.0, 163.33333333333334)","(91.0, 190.0, 176.0)","(101.0, 230.0, 190.0)","(41.0, 170.0, 130.0)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:44.980259,"(21.0, 36.0, 34.4)","(2.05, 2.38, 2.3657142857142857)","(5.0, 7.0, 6.653846153846154)","(3.1, 3.7, 3.6806122448979592)","(12.0, 18.5, 17.625)","(61.0, 140.0, 134.28571428571428)","(14.0, 25.0, 20.833333333333332)","(101.0, 180.0, 163.33333333333334)","(91.0, 190.0, 176.0)","(101.0, 230.0, 190.0)","(41.0, 170.0, 156.66666666666669)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:46.661567,"(21.0, 36.0, 33.0)","(2.05, 2.38, 2.370322580645161)","(5.0, 7.0, 6.65)","(3.1, 3.7, 3.7046875)","(12.0, 19.0, 16.875)","(61.0, 140.0, 134.28571428571428)","(14.0, 25.0, 22.0)","(101.0, 180.0, 163.33333333333334)","(91.0, 190.0, 176.0)","(101.0, 230.0, 200.0)","(41.0, 170.0, 156.66666666666669)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:48.324610,"(21.0, 36.0, 34.0)","(2.05, 2.38, 2.368205128205128)","(5.0, 6.8, 6.6909090909090905)","(3.1, 3.75, 3.7046875)","(12.0, 18.0, 16.875)","(61.0, 140.0, 134.28571428571428)","(14.0, 25.0, 22.0)","(101.0, 180.0, 165.71428571428572)","(91.0, 190.0, 180.0)","(101.0, 230.0, 200.0)","(41.0, 170.0, 159.28571428571428)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:50.047960,"(21.0, 36.0, 34.0)","(2.05, 2.38, 2.368205128205128)","(5.0, 6.8, 6.6909090909090905)","(3.1, 3.75, 3.7046875)","(12.0, 18.0, 16.875)","(61.0, 140.0, 134.28571428571428)","(14.0, 25.0, 22.0)","(101.0, 180.0, 170.0)","(91.0, 190.0, 180.0)","(101.0, 230.0, 200.0)","(41.0, 170.0, 159.28571428571428)","(101.0, 180.0, 176.0)"
12-01-2023 15:02:51.676826,"(21.0, 36.0, 34.0)","(2.05, 2.38, 2.3779310344827587)","(5.0, 6.8, 6.695652173913043)","(3.1, 3.75, 3.7214285714285715)","(12.0, 18.0, 16.95)","(61.0, 140.0, 134.28571428571428)","(14.0, 25.0, 22.6)","(101.0, 180.0, 170.0)","(91.0, 190.0, 180.0)","(101.0, 230.0, 200.0)","(41.0, 170.0, 122.5)","(101.0, 180.0, 184.0)"
12-01-2023 15:02:53.333486,"(21.0, 38.0, 34.888888888888886)","(2.05, 2.4, 2.3779310344827587)","(5.0, 6.8, 6.695652173913043)","(3.1, 3.75, 3.7214285714285715)","(12.0, 18.0, 16.95)","(61.0, 140.0, 134.28571428571428)","(14.0, 25.0, 23.0)","(101.0, 180.0, 170.0)","(91.0, 190.0, 180.0)","(101.0, 230.0, 200.0)","(41.0, 190.0, 122.5)","(101.0, 190.0, 184.0)"
12-01-2023 15:02:55.024351,"(21.0, 38.0, 34.266666666666666)","(2.05, 2.4, 2.3779310344827587)","(5.0, 6.8, 6.6)","(3.1, 3.75, 3.7214285714285715)","(12.0, 18.0, 16.95)","(61.0, 140.0, 134.28571428571428)","(14.0, 25.0, 23.0)","(101.0, 180.0, 170.0)","(91.0, 190.0, 180.0)","(101.0, 230.0, 200.0)","(41.0, 190.0, 122.5)","(101.0, 190.0, 184.0)"
12-01-2023 15:02:56.747299,"(21.0, 38.0, 34.266666666666666)","(2.05, 2.4, 2.3779310344827587)","(5.0, 6.8, 6.533333333333333)","(3.1, 3.75, 3.7214285714285715)","(12.0, 18.0, 16.95)","(61.0, 140.0, 134.28571428571428)","(14.0, 25.0, 23.0)","(101.0, 180.0, 163.33333333333334)","(91.0, 190.0, 180.0)","(101.0, 230.0, 200.0)","(41.0, 190.0, 122.5)","(101.0, 190.0, 175.0)"
12-01-2023 15:02:58.495737,"(21.0, 36.0, 33.5)","(2.05, 2.4, 2.379259259259259)","(5.0, 6.8, 6.533333333333333)","(3.1, 3.75, 3.7214285714285715)","(12.0, 18.0, 17.3)","(61.0, 140.0, 134.28571428571428)","(14.0, 25.0, 23.0)","(101.0, 180.0, 163.33333333333334)","(91.0, 190.0, 180.0)","(101.0, 230.0, 200.0)","(41.0, 190.0, 122.5)","(101.0, 190.0, 175.0)"
