,Blue Cheyenne,Townsville,Egg White,Albert,Allegiance,Black Trumpet,Justa Lil Faith,Butterflyrock,Nick Of Time,Trace Sea
07-01-2023 18:59:59.705323,"(7.0, 11.5, 10.18)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 20.2)","(4.0, 5.7, 5.07)","(6.0, 7.8, 7.74)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.66)","(18.0, 32.0, 24.727272727272727)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:00.989519,"(7.0, 11.0, 9.68235294117647)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 20.2)","(4.0, 5.7, 5.07)","(6.0, 7.8, 7.74)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.66)","(18.0, 32.0, 24.727272727272727)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:02.264788,"(7.0, 11.0, 9.68235294117647)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 20.2)","(4.0, 5.7, 5.07)","(6.0, 7.8, 7.74)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.66)","(18.0, 32.0, 24.727272727272727)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:03.438269,"(7.0, 11.0, 9.68235294117647)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 20.2)","(4.0, 5.7, 5.07)","(6.0, 7.8, 7.74)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.66)","(18.0, 32.0, 24.727272727272727)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:04.673059,"(7.0, 11.0, 9.68235294117647)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 20.272727272727273)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.9714285714285715)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.66)","(18.0, 32.0, 25.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:05.903667,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 20.2)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.66)","(18.0, 32.0, 25.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:07.223657,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 20.2)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.66)","(18.0, 32.0, 25.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:08.506537,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 20.2)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.66)","(18.0, 32.0, 25.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:09.855456,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 20.272727272727273)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.66)","(18.0, 32.0, 24.0)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:11.129623,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.9)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.66)","(18.0, 32.0, 24.0)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:12.465649,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.9)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.66)","(18.0, 32.0, 24.0)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:13.824830,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.9)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.66)","(18.0, 32.0, 24.0)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:15.075560,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.9)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.66)","(18.0, 32.0, 24.0)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:16.322714,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.9)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.66)","(18.0, 32.0, 24.0)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:17.559900,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.9)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.6052631578947367)","(18.0, 32.0, 24.0)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:19.106897,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 32.0, 24.0)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:20.447798,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 32.0, 24.0)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:21.933705,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 32.0, 24.0)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:23.277279,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 32.0, 24.0)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:24.562130,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 32.0, 24.0)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:25.975894,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 32.0, 24.0)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:27.360077,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.8352941176470585)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 32.0, 24.0)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:28.756754,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 32.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:30.052360,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:31.351528,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:32.622924,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:33.923622,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:35.174515,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.9714285714285715)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:36.567719,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.9714285714285715)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:38.044974,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.9714285714285715)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:39.861048,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.9714285714285715)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:41.275216,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.9714285714285715)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:42.851317,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:44.501375,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:46.156586,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:47.739067,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:49.199377,"(7.0, 11.0, 9.169230769230769)","(7.0, 11.0, 10.040000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:50.615182,"(7.0, 11.0, 9.792307692307691)","(7.0, 11.0, 9.940000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 22.125)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:52.049568,"(7.0, 10.5, 9.446153846153846)","(7.0, 10.5, 9.940000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.6052631578947367)","(18.0, 30.0, 24.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:53.518977,"(7.0, 10.0, 9.55)","(7.0, 10.5, 9.940000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.7, 3.680769230769231)","(18.0, 30.0, 24.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:55.010136,"(7.0, 10.0, 9.55)","(7.0, 10.5, 9.940000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 30.0, 24.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:56.477604,"(7.0, 10.0, 9.55)","(7.0, 10.5, 9.940000000000001)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 30.0, 24.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:57.942784,"(7.0, 10.0, 9.152941176470588)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 30.0, 24.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:00:59.431812,"(7.0, 10.0, 9.152941176470588)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 30.0, 24.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:00.941826,"(7.0, 10.0, 9.152941176470588)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 30.0, 24.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:02.427629,"(7.0, 10.0, 9.152941176470588)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 30.0, 24.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:03.850324,"(7.0, 10.0, 9.152941176470588)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 30.0, 24.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:05.157312,"(7.0, 10.0, 9.152941176470588)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 30.0, 24.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:06.560941,"(7.0, 10.0, 9.152941176470588)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 30.0, 24.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:07.997572,"(7.0, 10.0, 9.152941176470588)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.92)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 30.0, 24.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:09.564205,"(7.0, 10.0, 9.152941176470588)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.25)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 30.0, 25.75)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:11.007263,"(7.0, 10.0, 9.55)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 29.0, 23.583333333333332)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:12.351061,"(7.0, 10.0, 9.55)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 29.0, 23.583333333333332)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:13.704390,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.974193548387097)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 29.0, 24.357142857142858)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:15.080520,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.974193548387097)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 29.0, 24.357142857142858)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:16.537154,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.974193548387097)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 29.0, 24.357142857142858)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:17.935310,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.974193548387097)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 29.0, 24.357142857142858)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:19.393385,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 29.0, 24.357142857142858)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:20.714666,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 29.0, 18.583333333333332)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:22.345536,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 29.0, 18.583333333333332)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:23.855720,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 29.0, 18.583333333333332)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:25.424601,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 29.0, 18.583333333333332)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:27.085492,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 29.0, 22.8)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:28.652865,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 27.0, 22.96153846153846)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:30.143595,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 27.0, 22.96153846153846)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:31.528526,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 27.0, 22.96153846153846)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:32.938241,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 27.0, 22.96153846153846)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:34.434025,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 27.0, 22.96153846153846)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
07-01-2023 19:01:36.370406,"(7.0, 10.0, 9.28)","(7.0, 11.5, 9.913333333333334)","(15.0, 21.0, 18.136363636363637)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.927272727272728)","(71.0, 210.0, 193.52941176470586)","(3.2, 3.75, 3.680769230769231)","(18.0, 27.0, 22.96153846153846)","(7.5, 99999, 99990)","(31.0, 200.0, 169.0909090909091)"
