,Blue Cheyenne,Townsville,Egg White,Albert,Allegiance,Black Trumpet,Justa Lil Faith,Butterflyrock,Nick Of Time,Trace Sea
07-01-2023 18:57:55.458419,"(7.0, 8.2, 7.96)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.0636363636363635)","(6.0, 9.4, 9.048780487804878)","(71.0, 220.0, 181.25)","(3.2, 3.75, 3.724285714285714)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 174.0)"
07-01-2023 18:57:56.823535,"(7.0, 8.2, 7.96)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.0636363636363635)","(6.0, 9.4, 9.048780487804878)","(71.0, 220.0, 181.25)","(3.2, 3.75, 3.724285714285714)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 174.0)"
07-01-2023 18:57:58.227159,"(7.0, 8.2, 7.96)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.0636363636363635)","(6.0, 9.4, 9.048780487804878)","(71.0, 220.0, 181.25)","(3.2, 3.75, 3.724285714285714)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 174.0)"
07-01-2023 18:57:59.500930,"(7.0, 8.2, 7.96)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.0636363636363635)","(6.0, 9.4, 9.048780487804878)","(71.0, 220.0, 181.25)","(3.2, 3.75, 3.724285714285714)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 174.0)"
07-01-2023 18:58:00.741259,"(7.0, 8.2, 7.96)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.116666666666667)","(6.0, 9.4, 8.893023255813953)","(71.0, 220.0, 145.0)","(3.2, 3.75, 3.724285714285714)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:01.959863,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.2, 8.707317073170731)","(71.0, 220.0, 145.0)","(3.2, 3.75, 3.724285714285714)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:03.163939,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.707317073170731)","(71.0, 220.0, 145.0)","(3.2, 3.75, 3.724285714285714)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:04.538268,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.707317073170731)","(71.0, 220.0, 145.0)","(3.2, 3.75, 3.724285714285714)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:05.859354,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.707317073170731)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.724285714285714)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:07.160909,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.707317073170731)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.724285714285714)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:08.403813,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.707317073170731)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.724285714285714)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:09.620623,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.707317073170731)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.720967741935484)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:10.876199,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.707317073170731)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.720967741935484)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:12.154796,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.707317073170731)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.720967741935484)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:13.415809,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.707317073170731)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.720967741935484)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:14.681035,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.707317073170731)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.720967741935484)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:16.010423,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.707317073170731)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.720967741935484)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:17.242905,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.707317073170731)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.720967741935484)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:18.462744,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.707317073170731)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.720967741935484)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:19.695295,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.75)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.720967741935484)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:20.980376,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 9.0, 8.702702702702704)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.720967741935484)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:22.285424,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 8.8, 8.575000000000001)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.720967741935484)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:23.623902,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 8.8, 8.575000000000001)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.720967741935484)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:24.937398,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.658536585365855)","(4.0, 5.7, 5.2625)","(6.0, 8.8, 8.575000000000001)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.6333333333333333)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:26.298938,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.8, 8.575000000000001)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.6333333333333333)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:27.534032,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.8, 8.575000000000001)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.6333333333333333)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:28.766557,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.8, 8.575000000000001)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.6333333333333333)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:30.032281,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 10.0375)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.8, 8.575000000000001)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.6333333333333333)","(18.0, 30.0, 19.5)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:31.241991,"(7.0, 8.2, 8.138461538461538)","(7.0, 11.0, 9.46)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.8, 8.575000000000001)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.6333333333333333)","(18.0, 30.0, 18.666666666666668)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:32.522225,"(7.0, 8.2, 8.02)","(7.0, 11.0, 9.46)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.8, 8.575000000000001)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.6333333333333333)","(18.0, 32.0, 18.666666666666668)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:33.794118,"(7.0, 8.2, 8.02)","(7.0, 11.0, 9.46)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.8, 8.575000000000001)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.6763157894736844)","(18.0, 32.0, 18.666666666666668)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:35.079828,"(7.0, 8.2, 8.071428571428571)","(7.0, 11.0, 9.973333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.8, 8.042553191489361)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.678571428571429)","(18.0, 32.0, 27.384615384615387)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:36.273414,"(7.0, 8.2, 8.071428571428571)","(7.0, 11.0, 10.346666666666666)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.4, 8.042553191489361)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.678571428571429)","(18.0, 32.0, 27.384615384615387)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:37.435555,"(7.0, 8.2, 8.071428571428571)","(7.0, 11.0, 10.346666666666666)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.4, 8.042553191489361)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.678571428571429)","(18.0, 32.0, 27.384615384615387)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:38.729218,"(7.0, 8.2, 8.071428571428571)","(7.0, 11.0, 10.346666666666666)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.4, 8.042553191489361)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.678571428571429)","(18.0, 32.0, 27.384615384615387)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:39.967566,"(7.0, 8.2, 8.071428571428571)","(7.0, 11.0, 10.346666666666666)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.4, 8.042553191489361)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.678571428571429)","(18.0, 32.0, 27.384615384615387)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:41.277316,"(7.0, 8.2, 8.071428571428571)","(7.0, 11.0, 10.346666666666666)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.4, 8.042553191489361)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.678571428571429)","(18.0, 32.0, 27.384615384615387)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:42.621541,"(7.0, 8.2, 8.071428571428571)","(7.0, 11.0, 10.346666666666666)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.4, 8.042553191489361)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.678571428571429)","(18.0, 32.0, 27.384615384615387)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:43.924355,"(7.0, 8.2, 8.071428571428571)","(7.0, 11.0, 10.346666666666666)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.4, 8.042553191489361)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.678571428571429)","(18.0, 32.0, 27.384615384615387)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:45.263772,"(7.0, 8.2, 8.071428571428571)","(7.0, 11.0, 10.346666666666666)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.4, 8.042553191489361)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.678571428571429)","(18.0, 32.0, 27.384615384615387)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:46.614578,"(7.0, 8.2, 8.071428571428571)","(7.0, 11.0, 10.346666666666666)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.4, 8.042553191489361)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.678571428571429)","(18.0, 32.0, 27.384615384615387)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:48.228725,"(7.0, 8.2, 7.988235294117646)","(7.0, 11.0, 10.533333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.4, 8.105263157894736)","(71.0, 220.0, 210.625)","(3.2, 3.7, 3.6378048780487804)","(18.0, 32.0, 25.125)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:49.746890,"(7.0, 8.4, 8.123076923076923)","(7.0, 11.0, 10.533333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.2, 8.105263157894736)","(71.0, 220.0, 210.625)","(3.2, 3.65, 3.6378048780487804)","(18.0, 32.0, 25.125)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:51.221836,"(7.0, 8.4, 8.123076923076923)","(7.0, 11.0, 10.533333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.2, 8.105263157894736)","(71.0, 220.0, 210.625)","(3.2, 3.65, 3.6378048780487804)","(18.0, 32.0, 25.125)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:52.593048,"(7.0, 8.4, 8.123076923076923)","(7.0, 11.0, 10.533333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.2, 8.024390243902438)","(71.0, 220.0, 210.625)","(3.2, 3.65, 3.6378048780487804)","(18.0, 32.0, 25.125)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:53.968489,"(7.0, 8.4, 8.123076923076923)","(7.0, 11.0, 10.533333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.2, 8.105263157894736)","(71.0, 220.0, 210.625)","(3.2, 3.65, 3.6378048780487804)","(18.0, 32.0, 25.125)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:55.303616,"(7.0, 8.4, 8.123076923076923)","(7.0, 11.0, 10.533333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.2, 8.105263157894736)","(71.0, 220.0, 210.625)","(3.2, 3.65, 3.6378048780487804)","(18.0, 32.0, 25.125)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:56.640417,"(7.0, 8.4, 8.123076923076923)","(7.0, 11.0, 10.533333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.2, 7.945945945945946)","(71.0, 220.0, 210.625)","(3.2, 3.65, 3.6378048780487804)","(18.0, 32.0, 25.88888888888889)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:58.042223,"(7.0, 8.4, 8.123076923076923)","(7.0, 11.0, 10.533333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.0, 7.945945945945946)","(71.0, 220.0, 210.625)","(3.2, 3.65, 3.6378048780487804)","(18.0, 32.0, 25.88888888888889)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:58:59.394133,"(7.0, 8.4, 8.123076923076923)","(7.0, 11.0, 10.533333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.0, 7.945945945945946)","(71.0, 220.0, 210.625)","(3.2, 3.65, 3.6378048780487804)","(18.0, 32.0, 25.88888888888889)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:59:00.733139,"(7.0, 8.4, 8.123076923076923)","(7.0, 11.0, 10.533333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.0, 7.945945945945946)","(71.0, 220.0, 210.625)","(3.2, 3.65, 3.6378048780487804)","(18.0, 32.0, 25.88888888888889)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:59:02.015151,"(7.0, 8.4, 8.123076923076923)","(7.0, 11.0, 10.533333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.0, 7.945945945945946)","(71.0, 220.0, 210.625)","(3.2, 3.65, 3.6378048780487804)","(18.0, 32.0, 25.88888888888889)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:59:03.239343,"(7.0, 8.4, 8.123076923076923)","(7.0, 11.0, 10.533333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.0, 7.945945945945946)","(71.0, 220.0, 210.625)","(3.2, 3.65, 3.6378048780487804)","(18.0, 32.0, 25.88888888888889)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:59:04.538131,"(7.0, 8.4, 8.123076923076923)","(7.0, 11.0, 10.533333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.2625)","(6.0, 8.0, 7.945945945945946)","(71.0, 220.0, 210.625)","(3.2, 3.65, 3.6374999999999997)","(18.0, 32.0, 25.88888888888889)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:59:05.843932,"(7.0, 8.4, 8.123076923076923)","(7.0, 11.0, 10.533333333333333)","(15.0, 18.0, 17.84375)","(4.0, 5.7, 5.045454545454545)","(6.0, 8.0, 7.466666666666667)","(71.0, 220.0, 210.625)","(3.2, 3.65, 3.66)","(18.0, 32.0, 25.88888888888889)","(7.5, 99999, 99990)","(31.0, 210.0, 180.0)"
07-01-2023 18:59:07.173483,"(7.0, 8.4, 8.057142857142857)","(7.0, 11.0, 10.040000000000001)","(15.0, 18.0, 24.75)","(4.0, 5.7, 4.992857142857143)","(6.0, 8.0, 7.68)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.642857142857143)","(18.0, 32.0, 25.23076923076923)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:08.551331,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 32.0, 25.958333333333332)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.68)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:09.918424,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 32.0, 25.958333333333332)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.68)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:11.184779,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 32.0, 25.958333333333332)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.68)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:12.511930,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 32.0, 24.266666666666666)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.68)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:13.781585,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 32.0, 24.266666666666666)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.68)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:15.112099,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 32.0, 24.266666666666666)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.68)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:16.527722,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 32.0, 24.266666666666666)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.68)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:17.881018,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 32.0, 24.266666666666666)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.68)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:19.221007,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 32.0, 28.4375)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.68)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:20.532428,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 30.0, 28.4375)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.68)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:21.761304,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 30.0, 28.4375)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.68)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:23.116863,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 30.0, 24.208333333333336)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.4)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:24.468681,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 29.0, 22.125)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.4)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:25.854036,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 29.0, 22.125)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.4)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
07-01-2023 18:59:27.157872,"(7.0, 8.4, 8.036363636363637)","(7.0, 11.0, 10.040000000000001)","(15.0, 29.0, 21.666666666666668)","(4.0, 5.7, 5.07)","(6.0, 8.0, 7.466666666666667)","(71.0, 220.0, 210.625)","(3.2, 3.75, 3.66)","(18.0, 32.0, 26.5)","(7.5, 99999, 99990)","(31.0, 210.0, 192.0)"
