,Sutton Daisy,Velocity Comet,Emerley Bruce,Missile Edition,Girl On Fire,Diplomatic Man
14-12-2022 14:28:14.566286,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.333333333333332)"
14-12-2022 14:28:15.564517,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.333333333333332)"
14-12-2022 14:28:16.522124,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.333333333333332)"
14-12-2022 14:28:17.549260,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.333333333333332)"
14-12-2022 14:28:18.529467,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.333333333333332)"
14-12-2022 14:28:19.464131,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 19.4)"
14-12-2022 14:28:20.479717,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 19.4)"
14-12-2022 14:28:21.593188,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 16.0)"
14-12-2022 14:28:22.666583,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 16.0)"
14-12-2022 14:28:23.715842,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 16.0)"
14-12-2022 14:28:24.835785,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 16.0)"
14-12-2022 14:28:26.056752,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 16.0)"
14-12-2022 14:28:27.189927,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 16.0)"
14-12-2022 14:28:28.497866,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 16.0)"
14-12-2022 14:28:29.757996,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 16.0)"
14-12-2022 14:28:30.913240,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 16.0)"
14-12-2022 14:28:31.981571,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 20.714285714285715)"
14-12-2022 14:28:33.088842,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 20.0)"
14-12-2022 14:28:34.157352,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:35.338244,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:36.568552,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:37.720152,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:38.847841,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:39.958389,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:40.968954,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:41.981624,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:42.956147,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:43.961973,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:44.869761,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:45.867690,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:46.938560,"(2.3, 3.25, 2.6374999999999997)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:47.976264,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:48.952656,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:49.888983,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:50.817354,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:51.723458,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:52.624976,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:53.665050,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:54.692745,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:55.589860,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:56.514160,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:57.496204,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:58.445620,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:28:59.447823,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:00.529816,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:01.489019,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:02.364840,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:03.327688,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:04.290922,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:05.295582,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:06.242465,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:07.251630,"(2.3, 3.25, 2.708333333333333)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:08.175442,"(2.3, 3.25, 2.6041666666666665)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:09.049164,"(2.3, 3.25, 2.6041666666666665)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.88888888888889)"
14-12-2022 14:29:10.020956,"(2.3, 3.25, 2.6041666666666665)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.88888888888889)"
14-12-2022 14:29:11.026924,"(2.3, 3.25, 2.6041666666666665)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.88888888888889)"
14-12-2022 14:29:12.029633,"(2.3, 3.25, 2.6041666666666665)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.88888888888889)"
14-12-2022 14:29:12.969461,"(2.3, 3.25, 2.6041666666666665)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.88888888888889)"
14-12-2022 14:29:13.962744,"(2.3, 3.25, 2.6041666666666665)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.625)"
14-12-2022 14:29:14.892916,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.625)"
14-12-2022 14:29:15.849347,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.625)"
14-12-2022 14:29:16.712986,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.625)"
14-12-2022 14:29:17.673047,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.625)"
14-12-2022 14:29:18.672631,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.625)"
14-12-2022 14:29:19.666386,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.625)"
14-12-2022 14:29:20.576119,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.625)"
14-12-2022 14:29:21.508479,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.625)"
14-12-2022 14:29:22.414837,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.625)"
14-12-2022 14:29:23.289687,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.625)"
14-12-2022 14:29:24.233773,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.625)"
14-12-2022 14:29:25.289164,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.625)"
14-12-2022 14:29:26.331866,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.625)"
14-12-2022 14:29:27.334743,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.605)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:28.321124,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:29.265288,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:30.157408,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:31.067516,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:32.032676,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:33.043887,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:33.980582,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:34.974314,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:35.888639,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:36.754672,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:37.659357,"(2.3, 3.25, 2.38375)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:38.638103,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:39.644347,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:40.608071,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:41.511004,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:29:42.495274,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.5)"
14-12-2022 14:29:43.431522,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.5)"
14-12-2022 14:29:44.306245,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.5)"
14-12-2022 14:29:45.248575,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.5)"
14-12-2022 14:29:46.191167,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 6.055555555555555)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.5)"
14-12-2022 14:29:47.127208,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 5.6899999999999995)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.5)"
14-12-2022 14:29:48.045651,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.57)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.5)"
14-12-2022 14:29:49.023267,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.57)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.5)"
14-12-2022 14:29:49.935194,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.57)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.5)"
14-12-2022 14:29:50.775769,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.57)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.5)"
14-12-2022 14:29:51.766354,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.57)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:29:52.786433,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.57)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:29:53.720405,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.57)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:29:54.665228,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.57)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:29:55.614792,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.57)","(31.0, 390.0, 209.5)","(26.0, 260.0, 200.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:29:56.593068,"(2.3, 3.25, 2.8778947368421055)","(2.7, 6.0, 4.68)","(3.1, 8.0, 4.57)","(31.0, 390.0, 209.5)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:29:57.459839,"(2.3, 3.25, 2.7637037037037038)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:29:58.322644,"(2.3, 3.25, 2.7637037037037038)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:29:59.309068,"(2.3, 3.25, 2.7637037037037038)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:30:00.217573,"(2.3, 3.25, 2.7637037037037038)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:30:01.105673,"(2.3, 3.25, 2.7637037037037038)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:30:02.077031,"(2.3, 3.25, 2.7637037037037038)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:30:03.037565,"(2.3, 3.25, 2.7637037037037038)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:30:03.926099,"(2.3, 3.25, 2.7637037037037038)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:30:04.836006,"(2.3, 3.25, 2.7637037037037038)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:30:05.838522,"(2.3, 3.25, 2.7637037037037038)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
